experiment,log_id,metric,n,rmse
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,7586,0.007166105437879652
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,7586,0.17837159178085268
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,7586,0.5603180207905846
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,7586,0.5302084918166377
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,7586,0.10644304711093702
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,7586,0.04144569496883484
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_x_m_s,7586,0.04998350387279939
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_y_m_s,7586,0.05205585885046991
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_z_m_s,7586,0.16312039006320744
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_p_rad_s,7586,0.3977950434226196
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_q_rad_s,7586,0.3396125608285409
R3-high,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_r_rad_s,7586,0.0868530756527954
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_horizontal_m,7792,0.00708471736763251
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_vertical_m,7792,0.003533789216218738
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,7792,0.007917126145508708
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,7792,0.1755192261365041
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,7792,0.5859296779139815
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,7792,0.5466119609219288
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,7792,0.10491110039565607
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,7792,0.04106432419399825
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_x_m_s,7792,0.0515787962481458
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_y_m_s,7792,0.04897575646811129
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_z_m_s,7792,0.16046183907560632
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_p_rad_s,7792,0.4249925574711493
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_q_rad_s,7792,0.33212376175923713
R3-high,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_r_rad_s,7792,0.08865533707533646
