experiment,horizon_s,scope,median,p10,p90
R3-high,0.2,prefix,0.668352226060569,0.43328240202947405,0.9566713600096081
R3-high,0.5,prefix,0.5401743236905199,0.36408096941710444,0.7846815578929807
R3-high,1.0,prefix,0.42033182408534087,0.283887688314614,0.674698308107682
R3-high,2.0,prefix,0.33456619786680214,0.2376783489702222,0.5525123096099017
R3-high,3.0,prefix,0.3075935424761529,0.21644428471133406,0.4870379628273174
R3-high,5.0,prefix,0.26933398553886556,0.1919742133976919,0.4165294249731249
R3-high,5.0,last1s,0.08762964551433233,0.06350398215798886,0.12317911592570624
