seed,group,flight_id,cohort,interval,axis,n_origins,n_direction,waveform_rmse,true_amplitude,pred_amplitude,mean_change_bias,direction_agreement
17,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,p,95,78,0.4888633265329329,1.0377206327672224,0.8853631183677557,-0.019584951935006263,0.9743589743589743
17,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,q,95,65,0.20585564419977578,0.6206772691539917,0.6205602969380626,0.009470780706873634,1.0
17,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,r,95,61,0.1163632887888179,0.1801598198506489,0.16625723550191635,-0.04346500325181939,0.8852459016393442
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vx,52,40,0.19971801716988116,0.800843076127525,0.7820425338722934,-0.007500006381204988,0.925
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vy,52,38,0.22594224765864043,0.5613521761227154,0.54716292325651,0.03786481293928129,0.868421052631579
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vz,52,38,0.18147343662921617,0.6775452184236761,0.6255741814021808,0.012576345869107932,1.0
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,p,52,40,0.5730546658790964,1.0486384112971225,0.8643844018285234,-0.013723087306540604,0.925
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,q,52,34,0.2327464738009234,0.6301403475449331,0.6281173955711741,-0.0040932927783915475,1.0
17,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,r,52,34,0.13295266622914725,0.19824368722628158,0.18293514301495412,-0.04310641771442421,0.8823529411764706
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vx,71,61,0.13488028189820067,0.6121186938172882,0.6335989142527877,0.045885239732963504,0.9836065573770492
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vy,71,55,0.1470490257403893,0.6968336381754655,0.6944084136644209,0.0027431465497096408,0.9818181818181818
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vz,71,53,0.2521384317406847,0.7366156641378038,0.6766000166905535,0.018803107976135984,1.0
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,p,71,57,0.5088558332732678,0.8640581520451448,0.7772514808010106,-0.10005958133828576,0.9824561403508771
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,q,71,54,0.2410430427553367,0.8304398712475425,0.7810365287191232,0.008747511449905954,0.9629629629629629
17,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,r,71,61,0.15818430133681985,0.35005184576525916,0.3071828277296486,-0.001850260565421209,0.9016393442622951
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vx,77,62,0.12338219517962723,0.613275549955816,0.6177327190295908,0.024622333951863556,0.9516129032258065
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vy,77,70,0.12969017094439303,0.6924001413045002,0.7249117870109133,0.006330046444320146,0.9714285714285714
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vz,77,58,0.216691171731718,0.7179984050415904,0.7125509878554316,0.05843093967270084,0.9827586206896551
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,p,77,57,0.5058204837120137,0.7988772292906448,0.6259124906308674,-0.05657187474152346,0.9824561403508771
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,q,77,58,0.22103659367877446,0.8412877638884925,0.8022818438476714,-0.0013925723053595394,1.0
17,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,r,77,61,0.16858827191568382,0.3428384886180363,0.28605499582988975,-0.006469128137554595,0.8852459016393442
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vx,88,75,0.14844612286222175,0.5631842130880031,0.5593486937273536,0.0687455047498145,0.9333333333333333
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vy,88,76,0.11694782969154464,0.6396458925326579,0.6421928643928254,0.001659977981769009,0.9868421052631579
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vz,88,73,0.20819427424628273,0.6570422740044637,0.6428300325356092,0.022169106188199558,0.958904109589041
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,p,88,69,0.4769946677991581,0.7065327324549872,0.5519994831899769,-0.03443964278758454,0.9855072463768116
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,q,88,75,0.19634243778630558,0.8942074191426825,0.826942752703917,0.0121661171749448,0.9866666666666667
17,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,r,88,78,0.1417323397799542,0.2881088568413753,0.24493696476755203,-0.046912153082796976,0.9230769230769231
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vx,76,61,0.14839696715355172,0.6516089952549968,0.6561736694606095,0.01602262696843369,0.9672131147540983
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vy,76,66,0.12493099224971967,0.7227641540510579,0.7331356332487508,-0.016883183442185996,1.0
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vz,76,60,0.23561198752442017,0.7437476994415105,0.7341627137953489,0.02408291623558262,0.9833333333333333
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,p,76,55,0.5085550188693285,0.700995305163851,0.563092401037046,-0.06342378978821328,0.9636363636363636
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,q,76,54,0.2461131219622508,0.849686487590675,0.7799803601594967,0.005469902468740831,1.0
17,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,r,76,60,0.14381022352293715,0.2893324622088726,0.2802984096136248,-0.031472134105086286,0.9333333333333333
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vx,69,55,0.11669142085066228,0.5450436884686182,0.5463498514777113,0.03754855979229837,0.9818181818181818
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vy,69,63,0.12010645975318425,0.5790033498955599,0.5908009262660219,-0.025728365255047358,0.9841269841269841
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vz,69,53,0.18800319482965722,0.7255042052827853,0.7081864770486357,-0.0218836704153873,0.9622641509433962
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,p,69,57,0.40355303964151723,0.7584130185564052,0.6810475665676226,-0.04380119213898762,0.9824561403508771
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,q,69,50,0.19660005777563086,0.798511278895744,0.7451862957416046,0.027361988041369606,0.98
17,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,r,69,53,0.13791297649157147,0.27231715220161984,0.2469205243597469,-0.040391139930053374,0.8301886792452831
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vx,93,80,0.12042602474939831,0.5537465684521355,0.5513609375107442,0.047305683574227604,0.95
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vy,93,78,0.10455586962321621,0.5559201837990168,0.5793082299700698,0.003889334549901408,1.0
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vz,93,67,0.20316923509177875,0.6911306422973976,0.6915551445859,-0.03697538958655024,1.0
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,p,93,73,0.4173911019997159,0.8711753031792209,0.7633530409888505,-0.07179972053975602,0.958904109589041
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,q,93,77,0.21394288374688897,0.767372810031386,0.7130196450646324,0.04198923968168171,1.0
17,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,r,93,75,0.1504432249348769,0.2896587471611282,0.2340873781920513,-0.05797701499410863,0.9066666666666666
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vx,95,78,0.13676566840113288,0.5232633389944322,0.5422682220407345,0.03519570792522591,0.9487179487179487
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vy,95,75,0.10417738562617165,0.5488709647854317,0.5557057849877381,-0.012135022518981587,0.9866666666666667
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vz,95,77,0.21001123032452026,0.725604911136788,0.7042046092226386,-0.006360581779103971,0.974025974025974
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,p,95,76,0.4648758243870025,0.7568540327614499,0.6509643461280219,-0.04780937955370983,0.9605263157894737
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,q,95,71,0.2134423157470751,0.7754176256356093,0.7162189756287366,0.015628696080727943,0.9859154929577465
17,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,r,95,76,0.159306257230795,0.3217706435351043,0.28589284975924295,-0.03095865154954719,0.881578947368421
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vx,62,49,0.12236648006934821,0.5130698525837981,0.5375143721289996,0.058914011009919415,0.9795918367346939
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vy,62,55,0.11567260660583063,0.6082346785940368,0.6246283332921005,-0.03642745628443155,0.9454545454545454
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vz,62,48,0.20142236576588893,0.7300323234041664,0.7115491068120675,-0.03247615180732971,0.9791666666666666
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,p,62,46,0.490590256052943,0.8495863302713877,0.7567990387954772,-0.07751941553531001,0.9565217391304348
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,q,62,52,0.22349147366141867,0.8728664784148389,0.8185619966979829,0.03901007924643839,0.9807692307692307
17,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,r,62,51,0.1682759211738934,0.3304567798601185,0.28779297105423385,-0.04393779636364341,0.9215686274509803
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,vx,24,21,0.3584710751528581,0.8265511522108426,0.6145281051743664,0.11276013861022138,1.0
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,vy,24,22,0.24522460008320032,0.8870957213499818,0.7770001225345772,0.06912094789316307,0.9545454545454546
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,vz,24,20,0.3502308595562852,0.795769949420538,0.6795644594024105,0.04502100570914194,0.9
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,p,24,24,0.6336899784186475,0.8827338315334565,0.717128915108826,0.0028584828045286038,0.9583333333333334
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,q,24,21,0.4336639154391219,0.8944710007491964,0.7528252798223167,-0.02375930922984809,0.9523809523809523
17,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,late,r,24,21,0.1801025983982446,0.3995769137492291,0.34745744298200143,0.0764143802760016,0.8095238095238095
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,vx,30,27,0.1283327534996683,0.4433848500559713,0.4833247645676236,0.021356628804557753,1.0
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,vy,30,25,0.14294897834964806,0.6059274318701996,0.6310491056614126,-0.017810337555954188,0.96
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,vz,30,21,0.19938497321432783,0.671519535388547,0.6756295464402816,-0.023022740948476506,1.0
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,p,30,23,0.5222355775914607,0.8265958512819724,0.6961313813544381,-0.011354522702491411,1.0
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,q,30,20,0.23503004162329227,0.7271815624277088,0.6857469505003894,-0.010935148330628594,0.95
17,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,late,r,30,23,0.16897215844687208,0.23001134063636697,0.2063379208144759,-0.002482568927105452,0.9565217391304348
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,vx,30,25,0.16955222831548952,0.7006876549958316,0.7169495597530295,0.003650848464376719,1.0
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,vy,30,25,0.13815898129870804,0.7237283449095054,0.7330369277419625,-0.02768734521603215,1.0
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,vz,30,24,0.1955774822961951,0.6574849601856385,0.6685136821915736,0.07190031656099974,1.0
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,p,30,23,0.6069704146029745,0.9670222338533919,0.805649746711312,-0.10355558273154708,1.0
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,q,30,27,0.24160330239251554,0.8438952174322046,0.8099982412320035,0.07717795983849168,1.0
17,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,late,r,30,24,0.16856032945257238,0.34678917858517655,0.30357958041202326,-0.040164180976416386,0.9166666666666666
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,vx,19,13,0.21590760327673433,0.6641967797978658,0.7173411061219928,0.031614756272449154,0.7692307692307693
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,vy,19,16,0.19673679059657617,0.6778670754518865,0.6725229276737212,0.07582849830425852,1.0
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,vz,19,14,0.3525295737607592,0.8262211531229156,0.8625774855642041,0.11739953110302925,1.0
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,p,19,14,0.5698353038342439,0.9873110477555694,0.8179802480545261,-0.07873092260871936,0.8571428571428571
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,q,19,13,0.25897175309723075,0.6196887343333625,0.6466114540450705,-0.013840799258001798,1.0
17,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,late,r,19,16,0.15437582327319843,0.26775024854008367,0.21361199315859147,-0.04443448554172689,0.9375
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,vx,16,11,0.23872258321202208,0.528016086409349,0.5827046617382113,-0.05409935056663902,1.0
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,vy,16,16,0.4180590484709415,0.989514736139437,0.7705638596947014,0.11743247537798852,0.9375
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,vz,16,14,0.2292982754671778,0.7011755831384954,0.6818451646547427,0.023701755083675752,1.0
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,p,16,13,0.516239185972794,0.9986147006405393,0.8778345746904201,-0.042514963263037636,1.0
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,q,16,10,0.256198127374814,0.7717850195493919,0.7923503023243728,0.010561871177199686,1.0
17,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,late,r,16,13,0.17423516490404858,0.23997398383750887,0.2128914931815352,0.04385823855456715,0.8461538461538461
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,vx,18,12,0.14053345929889421,0.6483102647626962,0.6402570149454073,-0.01863031143259998,0.9166666666666666
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,vy,18,13,0.12439514471210347,0.6210335588363955,0.6345754073750047,0.015308104274284313,1.0
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,vz,18,15,0.17989045303496334,0.6743627775973532,0.6526246763175243,0.015378919085261332,1.0
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,p,18,17,0.5590281978969601,1.0821551078493308,0.89646369404887,-0.058772329883556344,1.0
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,q,18,15,0.21186294896459124,0.7885196085592735,0.7593559951847169,0.048120493097271594,1.0
17,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,late,r,18,12,0.10779677214165055,0.15821242169258168,0.15363493041742649,-0.0033406853496935084,0.9166666666666666
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,vx,18,14,0.12019880367569963,0.76228094204933,0.7721470533833402,-0.03827899111737695,1.0
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,vy,18,15,0.12796003150801286,0.6714128695373589,0.6899781510334689,-0.03002638345905318,1.0
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,vz,18,14,0.2452483336201847,0.5801443049949051,0.6295591168066074,0.028768351024773993,0.9285714285714286
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,p,18,13,0.5152219161135956,0.8996621312837132,0.8191048095050851,-0.0417917140659754,1.0
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,q,18,9,0.25037473668594235,0.6273759507374466,0.570284396029481,0.03441224926916436,0.8888888888888888
17,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,late,r,18,14,0.18949141735898825,0.24092871097615565,0.23539271251461347,-0.036860475332282996,0.8571428571428571
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,vx,22,19,0.3222258854381875,0.9591749111325694,0.8609349402603116,-0.01666347700633382,1.0
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,vy,22,19,0.5973331594132888,0.8939489932122063,0.5812772903022951,0.12228079880639861,1.0
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,vz,22,21,0.27603116992320703,0.7691154266341437,0.7037315810387574,0.032347252799203724,1.0
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,p,22,19,0.5597168639764184,1.0535568169025822,0.8618539240305808,-0.03776007790061249,0.9473684210526315
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,q,22,19,0.32439943918138525,0.7973869671220541,0.720778445461434,0.04185742293764065,0.9473684210526315
17,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,late,r,22,19,0.15331429269557525,0.3281496624620126,0.2993808347297012,-0.06018727497189567,0.9473684210526315
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vx,8,7,0.2194773820237483,0.5042075826695263,0.5003877446465055,-0.02561640817664829,0.8571428571428571
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vy,8,8,0.18238676364556422,0.9874413761793568,1.0866166411552083,-0.0437351393793362,1.0
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,vz,8,4,0.16517106237527399,0.6496716387122461,0.652355974633579,0.03715964342320384,1.0
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,p,8,7,0.4398501166649152,0.6009116352145337,0.5824159374159633,0.07777157050590996,0.8571428571428571
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,q,8,6,0.22963714307893987,0.888417674360305,0.8365285123763586,0.03851743287815774,1.0
17,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,late,r,8,7,0.1577180251204995,0.2945618479233902,0.33350104494094174,0.006333909775368917,0.8571428571428571
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vx,34,31,0.22378971244684656,0.9930122732862129,0.9564758892025915,0.035285295482164344,0.9032258064516129
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vy,34,30,0.20604201152701107,0.8213309881380669,0.8198481046935653,0.0014921295075867053,1.0
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,vz,34,29,0.36042333233633894,1.1220474917099426,0.9341680195472903,0.022893652694565354,0.9655172413793104
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,p,34,29,0.5606394713693423,0.7066884433354498,0.5714825124980545,-0.06673412523485148,0.9310344827586207
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,q,34,28,0.3341146842467658,0.918407966584565,0.8131549978211211,-0.018501604445553103,1.0
17,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,late,r,34,29,0.18627520267842676,0.30705367298551095,0.26521154727653246,-0.04404579586819289,0.8620689655172413
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vx,34,28,0.1694913191750648,0.6729189188365435,0.6354532255778966,-0.0029908114773499286,0.9285714285714286
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vy,34,30,0.2540553003402703,0.8390650012797907,0.7584293008203276,-0.044314524906606444,0.9333333333333333
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,vz,34,23,0.3098667777953703,0.7566249692442719,0.6814145268503046,0.036308146128120763,0.9130434782608695
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,p,34,25,0.5657061773631317,0.79966624868184,0.6482994969031074,-0.040765093793781015,1.0
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,q,34,26,0.2822545622380001,0.9180406463039759,0.8357941632563235,0.0440996806404101,1.0
17,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,late,r,34,29,0.16510395538543798,0.4233956146005794,0.39334799738614346,-0.0036558255530216863,1.0
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vx,27,24,0.25751561219704877,0.8929805265841834,1.036031084990328,0.0007325022867184732,0.9166666666666666
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vy,27,22,0.17972433121090842,0.9778496772233575,0.9681890324350936,0.06668541919247951,0.9545454545454546
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,vz,27,21,0.26925964687260884,0.9297433177739141,0.8486871959830357,0.06988334404382879,1.0
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,p,27,20,0.5563896972998885,0.7861392143880938,0.5798594362398608,-0.0003810256897197529,0.95
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,q,27,17,0.29644393089962,0.8649677401333642,0.7892930942678847,0.0005949218721721167,1.0
17,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,late,r,27,25,0.1951176687662692,0.3979308625334757,0.31033865576634656,0.0035436362645411444,0.92
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vx,58,51,0.17089136537959942,0.7319218579045492,0.7176590825547275,0.06521485799862983,0.8823529411764706
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vy,58,54,0.18155276373357399,0.900911060201723,0.8752518784272842,-0.010199674216142858,0.9814814814814815
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,vz,58,43,0.3427508704977237,0.8444507327935662,0.7576272959299032,-0.014986489135267792,0.9767441860465116
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,p,58,45,0.5091375666017317,0.7914014758851501,0.6886178602107713,-0.043189031114186746,0.9555555555555556
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,q,58,49,0.2803681169914885,0.8705229997659172,0.7863704612049073,0.05537103571394747,0.9795918367346939
17,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,late,r,58,49,0.1662424600450566,0.347890316137615,0.2900642979823879,-0.026538341302351755,0.9183673469387755
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vx,35,31,0.15849073850039347,0.6711304608894344,0.6765974994250087,0.02834660537909538,0.967741935483871
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vy,35,30,0.1454615828577841,0.7704584501312126,0.7709459126954631,0.04428575394152671,1.0
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,vz,35,26,0.33802440533028766,0.7814897159803379,0.7978824512508766,-0.0716616065787249,0.9615384615384616
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,p,35,25,0.4873363513409993,0.7440681853747737,0.6480278163407841,-0.07222308874966156,1.0
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,q,35,28,0.2990543076719908,0.8196740395976988,0.7421831150281194,-0.020213757483379797,0.9642857142857143
17,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,late,r,35,32,0.1815403232606885,0.3688667299416949,0.2984503792948113,-0.015336508702795314,0.9375
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vx,17,16,0.16248353947061406,1.121459710876686,1.042443841301556,0.05475278272160482,1.0
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vy,17,13,0.18356148591866134,0.8689671443994941,0.8525030943675337,-0.04568995215478262,1.0
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,vz,17,15,0.31740386907209134,1.1269222575288533,0.9529638060024549,-0.02287058571686323,0.9333333333333333
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,p,17,13,0.47000776051339743,0.8744721564044311,0.8038756295511454,-0.019013365351665992,1.0
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,q,17,16,0.3018565542372235,0.8538031535220642,0.7850164754816685,-0.03604966913510171,1.0
17,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,late,r,17,13,0.1636102600402739,0.3176791882274322,0.27307666078510945,0.017849042765824184,0.8461538461538461
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vx,33,27,0.25914706887721267,0.6162682703473729,0.7287681181232617,-0.0044651077922137905,0.9259259259259259
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vy,33,27,0.25712784674604633,0.8047456178917481,0.8958979029414842,0.018512378624086473,1.0
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,vz,33,23,0.2739949091728616,0.8040561516577713,0.7514243486554815,-0.04668529406322585,0.9565217391304348
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,p,33,26,0.4687452591911905,0.811662088436121,0.7557483460377112,-0.06660579601265627,1.0
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,q,33,26,0.2587949873235492,0.775295290408726,0.6946046923425715,0.01478697982536341,1.0
17,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,late,r,33,27,0.17360703485363124,0.3693762668942891,0.31504614494256244,-0.018358130512158455,0.8888888888888888
17,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vx,31,27,0.44027995255533015,0.9610099237159181,0.8199954746879667,0.03754805225178635,0.8888888888888888
17,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vy,31,26,0.310996651939908,1.0418421614876372,0.9457933915961652,-0.012800803194018407,0.9230769230769231
17,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,vz,31,27,0.33067775078790484,0.9500136954922809,0.8421788158674401,0.0352050868223961,0.9259259259259259
17,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,late,p,31,26,0.6056094032939429,1.0937297111139244,0.9193795330635478,-0.06256437148329713,1.0
