group,step,metric,cohort,flight_id,autonomous,local100ms,local_gain
ALL,35,attitude_error_deg,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,3.9558648627654587,1.292242077889103,2.6636227848763556
ALL,35,attitude_error_deg,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4.2060797104266205,1.3957983910866212,2.8102813193399996
ALL,35,attitude_error_deg,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,4.456423152184274,1.4897929749544163,2.966630177229858
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5998532514901971,0.5256198040429911,0.07423344744720595
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.6111883393725425,0.5364987264023039,0.07468961297023857
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5793027860820955,0.5505039747824685,0.028798811299627025
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.6081757925652501,0.5307946714056586,0.0773811211595915
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5101228136354946,0.4617398217386568,0.04838299189683781
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5260001605418319,0.4686406205152507,0.05735954002658117
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5154237022156596,0.4538734614626074,0.06155024075305221
ALL,35,body_rate_rmse_rad_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.6180507277762538,0.5679068006333333,0.050143927142920486
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.6253435169206782,0.5776798220424044,0.04766369487827382
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5236945012639339,0.49830359076669634,0.025390910497237573
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.6736865667633,0.6301945460303781,0.04349202073292191
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.6398535998202938,0.5890005046241448,0.050853095196149
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.6102267706072714,0.5787613897230184,0.03146538088425299
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5556729114704188,0.5304049840175421,0.02526792745287665
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5435691189793054,0.5269097138162634,0.016659405163041985
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.6488209418384207,0.6229414875455191,0.025879454292901505
ALL,35,body_rate_rmse_rad_s,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5580441412369114,0.5199365787782804,0.038107562458631006
ALL,35,position_rmse_m,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.21457721419910328,0.02040801260446096,0.19416920159464232
ALL,35,position_rmse_m,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.20528964816857562,0.019284289997382315,0.1860053581711933
ALL,35,position_rmse_m,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.19379893453665242,0.015842146794323678,0.17795678774232876
ALL,35,position_rmse_m,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2286002260622364,0.01800116417321902,0.2105990618890174
ALL,35,position_rmse_m,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2019506650037132,0.022477780053463486,0.1794728849502497
ALL,35,position_rmse_m,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.20237751807815627,0.022360129381723343,0.1800173886964329
ALL,35,position_rmse_m,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.19572337887465463,0.017689817508287003,0.17803356136636764
ALL,35,position_rmse_m,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.21637156250195086,0.015101023802506363,0.2012705386994445
ALL,35,position_rmse_m,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.16260310395861968,0.01518995700468496,0.14741314695393473
ALL,35,position_rmse_m,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.3979868588482926,0.06781621150572346,0.3301706473425691
ALL,35,position_rmse_m,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1946604270622183,0.020534455929234353,0.17412597113298395
ALL,35,position_rmse_m,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.18678044236002866,0.020749001068530806,0.16603144129149786
ALL,35,position_rmse_m,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.18216353809611763,0.015261941469552091,0.16690159662656553
ALL,35,position_rmse_m,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.31465801405577143,0.035096655982539804,0.2795613580732316
ALL,35,position_rmse_m,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5939711385461969,0.07556640437956415,0.5184047341666327
ALL,35,position_rmse_m,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.30252438925935654,0.04736692188801404,0.2551574673713425
ALL,35,position_rmse_m,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.9501608967012589,0.12329931545570187,0.8268615812455571
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.581924597431474,0.13450707663759107,0.44741752079388286
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.4846501269367702,0.1520470387616728,0.33260308817509737
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.48871389277123195,0.14073311843693978,0.3479807743342922
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5291684503058715,0.13691728608474305,0.3922511642211284
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.42962289262998166,0.126150523842907,0.3034723687870746
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.43259365274722045,0.12495117945497795,0.3076424732922425
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.4355802517733906,0.2526712807714068,0.18290897100198378
ALL,35,velocity_rmse_m_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5019102520482795,0.1438124441531848,0.3580978078950947
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.4325589404608783,0.11993702360665705,0.31262191685422125
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.4299581981189724,0.1316652568993142,0.2982929412196582
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.46772411569242195,0.19466033159463383,0.2730637840977881
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.4984037729573921,0.14369796779527655,0.35470580516211553
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.41456120319309187,0.1154430199437839,0.29911818324930795
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.35014420026323706,0.1038752869246004,0.24626891333863665
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.40346719461831676,0.11535116817286434,0.2881160264454524
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.43396279249325814,0.10309661695779532,0.3308661755354628
ALL,35,velocity_rmse_m_s,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.4875639979567244,0.11502357993827228,0.3725404180184521
ALL,40,attitude_error_deg,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,6.9214722249788005,1.492677920598486,5.428794304380315
ALL,40,attitude_error_deg,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,6.1628179089409265,1.4885974744668957,4.674220434474031
ALL,40,attitude_error_deg,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,5.623332926154035,1.2164130132985373,4.406919912855497
ALL,40,attitude_error_deg,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,6.625534290883025,1.520813519322431,5.1047207715605945
ALL,40,attitude_error_deg,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,6.182799839182985,1.3222449262368234,4.860554912946161
ALL,40,attitude_error_deg,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,6.020354457226517,1.30477988854366,4.715574568682857
ALL,40,attitude_error_deg,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,6.167406160028068,1.3622307159351281,4.8051754440929395
ALL,40,attitude_error_deg,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,6.725217166617526,1.5771378709057828,5.148079295711743
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,5.772519418674403,1.3897866578503084,4.382732760824094
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,5.029084257570837,1.4290893869788555,3.5999948705919813
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,5.289603096997611,1.4938741242163314,3.79572897278128
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,5.980281579051598,1.5395326376956338,4.440748941355965
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,4.592672644249981,1.2200130115153989,3.3726596327345817
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,4.260371297501443,1.2617972336911312,2.998574063810312
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4.34313843091878,1.236512560253157,3.1066258706656233
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4.627422436616352,1.3866547090504187,3.2407677275659337
ALL,40,attitude_error_deg,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,4.843161966793257,1.3432877947761241,3.499874172017133
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.696795179747569,0.6146747780250365,0.08212040172253254
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.6255070063704135,0.5474787000619953,0.07802830630841817
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5054160452491311,0.44946643039811424,0.05594961485101685
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5734133994000014,0.49351094246501254,0.07990245693498882
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5317834166484906,0.485805127038504,0.04597828960998662
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.587221960812502,0.5060927525763904,0.08112920823611158
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5543923680637638,0.522088286214995,0.03230408184876876
ALL,40,body_rate_rmse_rad_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.6617263294410577,0.5892130673708632,0.07251326207019448
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.6475603167509101,0.606164059138086,0.04139625761282406
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5831191582881803,0.5471190314695559,0.03600012681862441
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.6540742977633083,0.616297630875792,0.03777666688751624
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.6939975356749984,0.6362955908332303,0.05770194484176816
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.6333776735119069,0.5897363489407479,0.04364132457115899
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.6509962032565976,0.6035825039350406,0.047413699321556924
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5688350345180785,0.5497402059981277,0.019094828519950813
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5870354493809606,0.5556076509029637,0.03142779847799693
ALL,40,body_rate_rmse_rad_s,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5951547927993929,0.57099275971252,0.024162033086872925
ALL,40,position_rmse_m,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2697921773843311,0.020880208817820444,0.24891196856651066
ALL,40,position_rmse_m,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.24943033946558127,0.018169119247289443,0.23126122021829182
ALL,40,position_rmse_m,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2414154107047555,0.016809621727001744,0.22460578897775377
ALL,40,position_rmse_m,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.281094019957833,0.015274043073762863,0.26581997688407016
ALL,40,position_rmse_m,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2475455257481746,0.021823368144680725,0.22572215760349387
ALL,40,position_rmse_m,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.24588688980411555,0.021982868084360934,0.22390402171975463
ALL,40,position_rmse_m,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.23172984579191805,0.01578384693043057,0.21594599886148746
ALL,40,position_rmse_m,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.26255231379176924,0.014063250708527224,0.248489063083242
ALL,40,position_rmse_m,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.20253628342477017,0.011803132807874558,0.1907331506168956
ALL,40,position_rmse_m,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.46742170255222065,0.06389385254591297,0.4035278500063077
ALL,40,position_rmse_m,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2364549473064889,0.021575872479614146,0.21487907482687474
ALL,40,position_rmse_m,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.23416530973206803,0.020711096779822608,0.21345421295224543
ALL,40,position_rmse_m,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.22470484509169839,0.01769974896865382,0.20700509612304457
ALL,40,position_rmse_m,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.35443869564848485,0.0316176179342224,0.32282107771426244
ALL,40,position_rmse_m,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.6798112543516891,0.07755237884989026,0.6022588755017988
ALL,40,position_rmse_m,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.3524149903039744,0.036247243632225076,0.3161677466717493
ALL,40,position_rmse_m,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0944413887893607,0.1272895924646531,0.9671517963247076
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.6362338907254108,0.14131481367493753,0.4949190770504733
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5261086971309864,0.17753259189592643,0.34857610523506
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5545338187720169,0.13880963458674708,0.4157241841852698
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.6000167164725989,0.14082758465498244,0.45918913181761645
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.4889783639934417,0.13241060005928038,0.35656776393416134
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.485661688329766,0.12121422264702054,0.36444746568274544
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5113334994307764,0.1330011293509262,0.3783323700798502
ALL,40,velocity_rmse_m_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5816100375704352,0.15310429300188977,0.4285057445685454
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.46517444072164826,0.10753367659609252,0.35764076412555573
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.49998504041614455,0.14467298719243898,0.35531205322370557
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.6262789635395868,0.20062809059351364,0.4256508729460732
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5504815585898167,0.12952397807669017,0.4209575805131266
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.473632423727168,0.1021190507989425,0.3715133729282255
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.40780305559236024,0.11075260080537778,0.29705045478698244
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.46033832645130524,0.1141309151262524,0.34620741132505284
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.43256610823051167,0.10832010085817612,0.32424600737233555
ALL,40,velocity_rmse_m_s,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5522402445466735,0.12081953483418524,0.4314207097124883
ALL,45,attitude_error_deg,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,7.734197914241181,1.406718141528513,6.327479772712668
ALL,45,attitude_error_deg,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,6.694477892474308,1.5673986122846866,5.127079280189621
ALL,45,attitude_error_deg,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,6.042059911972576,1.3004081600055624,4.741651751967013
ALL,45,attitude_error_deg,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,7.280833722435737,1.481987333736264,5.798846388699474
ALL,45,attitude_error_deg,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,6.873880792606838,1.3546310953374954,5.519249697269342
ALL,45,attitude_error_deg,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,6.7677662202860835,1.3074564296394435,5.46030979064664
ALL,45,attitude_error_deg,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,6.723493981250606,1.3808046864669468,5.342689294783659
ALL,45,attitude_error_deg,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,7.3948921059290535,1.6292467603583196,5.765645345570734
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,6.452250347179185,1.50128018359742,4.950970163581765
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,5.530779968708583,1.4312693229271574,4.099510645781425
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,5.798928360030711,1.5141180481970185,4.284810311833692
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,6.590481420566181,1.4349940333673075,5.155487387198873
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,4.965842063661636,1.2258418397896036,3.7400002238720327
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,4.707292119730189,1.2205766136827176,3.4867155060474717
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,4.8222478757060125,1.31492877386549,3.5073191018405225
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,5.105569818037039,1.3760760992807117,3.729493718756327
ALL,45,attitude_error_deg,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,5.185875708083884,1.4135424922340156,3.7723332158498684
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.6885638479959724,0.6153514278982183,0.07321242009775408
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.6061051526969324,0.5030973947650627,0.10300775793186978
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5821005593220822,0.5126317445978325,0.0694688147242497
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.6130808675905137,0.5457153332195023,0.06736553437101145
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.573028986459499,0.4648473313948842,0.10818165506461475
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5061376868491749,0.447246985719891,0.05889070112928391
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5622855639652155,0.4760755966754377,0.08620996728977776
ALL,45,body_rate_rmse_rad_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.6478848400338878,0.5456690036974482,0.1022158363364396
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.6396309999478008,0.6120884677839559,0.027542532163844946
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.557164584349973,0.5069314591220788,0.05023312522789414
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.6144240419471543,0.5887336022445466,0.025690439702607648
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.6219643662232267,0.5652101499479656,0.056754216275261116
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.6194571282084453,0.5741288867753315,0.04532824143311387
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.6255652541773673,0.5930725815398125,0.03249267263755484
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5936774528992391,0.558267496842901,0.03540995605633812
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5985014447117724,0.5564977119668707,0.042003732744901656
ALL,45,body_rate_rmse_rad_s,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5934801612823475,0.5455346538343562,0.04794550744799131
ALL,45,position_rmse_m,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.3332908200516629,0.018600574460532465,0.3146902455911304
ALL,45,position_rmse_m,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.3061482006551816,0.028671024037501016,0.2774771766176806
ALL,45,position_rmse_m,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2967604954995117,0.01734827520465051,0.27941222029486124
ALL,45,position_rmse_m,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.3406941785781843,0.017998175714891373,0.3226960028632929
ALL,45,position_rmse_m,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.29611559353292816,0.022271271102888974,0.2738443224300392
ALL,45,position_rmse_m,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.29635044360568324,0.022105730022276542,0.2742447135834067
ALL,45,position_rmse_m,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.27831707278276663,0.013288413227660426,0.2650286595551062
ALL,45,position_rmse_m,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.31698934035038984,0.014974555482270918,0.30201478486811895
ALL,45,position_rmse_m,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2489511321806026,0.01604986493404984,0.23290126724655277
ALL,45,position_rmse_m,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5503124628667101,0.07138868093772102,0.4789237819289891
ALL,45,position_rmse_m,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.29044436782484423,0.019342956851733675,0.2711014109731106
ALL,45,position_rmse_m,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2869429444721983,0.02022611310272868,0.2667168313694696
ALL,45,position_rmse_m,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2709625397737085,0.01489109476661226,0.2560714450070962
ALL,45,position_rmse_m,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.40068341168646654,0.03550957967275275,0.3651738320137138
ALL,45,position_rmse_m,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.7652259494661463,0.07398538856865229,0.691240560897494
ALL,45,position_rmse_m,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.41121832756556026,0.045261561457325634,0.36595676610823463
ALL,45,position_rmse_m,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.2419692178989472,0.12880940423401258,1.1131598136649345
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.7572106639867915,0.1391894738506633,0.6180211901361282
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.681317029394452,0.30883883159647896,0.3724781977979731
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.636807281093717,0.16403269175027424,0.47277458934344274
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.6655722695868933,0.15372884968164255,0.5118434199052507
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5445674505165049,0.13591511616129828,0.40865233435520665
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5613643432122962,0.13408882534027958,0.4272755178720167
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5699678194847247,0.1279779270011918,0.44198989248353293
ALL,45,velocity_rmse_m_s,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.6584196052108545,0.13566527385928392,0.5227543313515706
ALL,45,velocity_rmse_m_s,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5324536273359621,0.11420449693384226,0.41824913040211986
ALL,45,velocity_rmse_m_s,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5522446674891829,0.12035631885921416,0.4318883486299687
ALL,45,velocity_rmse_m_s,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.6298538274714293,0.13777852543923094,0.4920753020321983
