group,step,condition,metric,cohort,value_mean,value_std
differential_high,17,autonomous,body_rate_rmse_rad_s,Sep7,0.5353770543286408,0.005070478089161907
differential_high,17,autonomous,position_rmse_m,ALL,0.14415123007322242,0.001480420657967272
differential_high,17,autonomous,position_rmse_m,Sep17,0.09630282108812845,0.002149946284904924
differential_high,17,autonomous,position_rmse_m,Sep7,0.18668314917108367,0.0013481384233989477
differential_high,17,autonomous,velocity_rmse_m_s,ALL,0.3468664669252366,0.005114012264161588
differential_high,17,autonomous,velocity_rmse_m_s,Sep17,0.4120487183025059,0.011927541394387746
differential_high,17,autonomous,velocity_rmse_m_s,Sep7,0.28892668792321946,0.0013961581064298222
differential_high,18,autonomous,attitude_error_deg,ALL,3.9859982174772104,0.014624400680169783
differential_high,18,autonomous,attitude_error_deg,Sep17,4.6846009056524105,0.09873769844916334
differential_high,18,autonomous,attitude_error_deg,Sep7,3.365018050210366,0.06700960818724279
differential_high,18,autonomous,body_rate_rmse_rad_s,ALL,0.6212749754109445,0.0020081482926121537
differential_high,18,autonomous,body_rate_rmse_rad_s,Sep17,0.611842634528364,0.008660779350264268
differential_high,18,autonomous,body_rate_rmse_rad_s,Sep7,0.6296592784176828,0.007190259476233085
differential_high,18,autonomous,position_rmse_m,ALL,0.1528836293875426,0.0015146656706452896
differential_high,18,autonomous,position_rmse_m,Sep17,0.10463502053494365,0.002367010635823393
differential_high,18,autonomous,position_rmse_m,Sep7,0.1957712817009639,0.0014550080711479346
differential_high,18,autonomous,velocity_rmse_m_s,ALL,0.3572204824843434,0.007759656055183824
differential_high,18,autonomous,velocity_rmse_m_s,Sep17,0.4225476442839668,0.017382564466252165
differential_high,18,autonomous,velocity_rmse_m_s,Sep7,0.2991518942180115,0.0008157734009567089
differential_high,19,autonomous,attitude_error_deg,ALL,4.13341848830504,0.020161150056107052
differential_high,19,autonomous,attitude_error_deg,Sep17,4.842999035017211,0.0961118503491352
differential_high,19,autonomous,attitude_error_deg,Sep7,3.5026802245608875,0.05977754508329148
differential_high,19,autonomous,body_rate_rmse_rad_s,ALL,0.6134481027096346,0.005419046722766457
differential_high,19,autonomous,body_rate_rmse_rad_s,Sep17,0.5670139170046347,0.009662510441155563
differential_high,19,autonomous,body_rate_rmse_rad_s,Sep7,0.6547229344474123,0.003944999466762833
differential_high,19,autonomous,position_rmse_m,ALL,0.1639344260346105,0.001617071240627434
differential_high,19,autonomous,position_rmse_m,Sep17,0.11324641608178167,0.002609737756517832
differential_high,19,autonomous,position_rmse_m,Sep7,0.20899043488156943,0.0015643250251410109
differential_high,19,autonomous,velocity_rmse_m_s,ALL,0.3753442607480219,0.009769509610984183
differential_high,19,autonomous,velocity_rmse_m_s,Sep17,0.4450604656475348,0.021673751390729475
differential_high,19,autonomous,velocity_rmse_m_s,Sep7,0.31337430083734374,0.0016486457850208073
differential_high,20,autonomous,attitude_error_deg,ALL,4.275296172083308,0.025576636245561342
differential_high,20,autonomous,attitude_error_deg,Sep17,4.985665356298777,0.0936574216056846
differential_high,20,autonomous,attitude_error_deg,Sep7,3.6438568972251133,0.05288049756333621
differential_high,20,autonomous,body_rate_rmse_rad_s,ALL,0.6059498981971498,0.005601797560663649
differential_high,20,autonomous,body_rate_rmse_rad_s,Sep17,0.6067739716131747,0.011623164409877056
differential_high,20,autonomous,body_rate_rmse_rad_s,Sep7,0.6052173884940166,0.0004332942335830784
differential_high,20,autonomous,position_rmse_m,ALL,0.17364109023893903,0.0017368113446636206
differential_high,20,autonomous,position_rmse_m,Sep17,0.12148731846576732,0.003010562420571568
differential_high,20,autonomous,position_rmse_m,Sep7,0.21999999848175833,0.0016509368403932162
differential_high,20,autonomous,velocity_rmse_m_s,ALL,0.38925597462431405,0.010415788231027474
differential_high,20,autonomous,velocity_rmse_m_s,Sep17,0.4596603517055933,0.023208586811172244
differential_high,20,autonomous,velocity_rmse_m_s,Sep7,0.3266743061076213,0.0022989005584322523
differential_high,20,local100ms,attitude_error_deg,ALL,1.6139649175589088,0.042204113716028856
differential_high,20,local100ms,attitude_error_deg,Sep17,1.7896648529185535,0.06451907283093962
differential_high,20,local100ms,attitude_error_deg,Sep7,1.4577871972392245,0.023561152967481732
differential_high,20,local100ms,body_rate_rmse_rad_s,ALL,0.5698807997710129,0.0033464081082607805
differential_high,20,local100ms,body_rate_rmse_rad_s,Sep17,0.5601970046611142,0.006708599231142426
differential_high,20,local100ms,body_rate_rmse_rad_s,Sep7,0.5784886176464784,0.0016269258402548347
differential_high,20,local100ms,position_rmse_m,ALL,0.037289086223857154,0.00024686548062838364
differential_high,20,local100ms,position_rmse_m,Sep17,0.020443858752543582,0.0006942314854078499
differential_high,20,local100ms,position_rmse_m,Sep7,0.05226262175391366,0.0001681305514824388
differential_high,20,local100ms,velocity_rmse_m_s,ALL,0.171163155633523,0.012307575407466782
differential_high,20,local100ms,velocity_rmse_m_s,Sep17,0.2134722586197129,0.02102170894010707
differential_high,20,local100ms,velocity_rmse_m_s,Sep7,0.13355506409024304,0.004622987222370041
differential_high,21,autonomous,attitude_error_deg,ALL,4.429357747483716,0.02663792324416676
differential_high,21,autonomous,attitude_error_deg,Sep17,5.16927455573882,0.10429772634043065
differential_high,21,autonomous,attitude_error_deg,Sep7,3.771653917923624,0.0557811084125924
differential_high,21,autonomous,body_rate_rmse_rad_s,ALL,0.5907297127644573,0.0038874657240955566
differential_high,21,autonomous,body_rate_rmse_rad_s,Sep17,0.6125605706434252,0.004050578361130233
differential_high,21,autonomous,body_rate_rmse_rad_s,Sep7,0.5713245057609303,0.008063009019075345
differential_high,21,autonomous,position_rmse_m,ALL,0.18409872311337802,0.0018822496194408095
differential_high,21,autonomous,position_rmse_m,Sep17,0.13019403952537958,0.003515526413253426
differential_high,21,autonomous,position_rmse_m,Sep7,0.232013997413821,0.0017303803176119007
differential_high,21,autonomous,velocity_rmse_m_s,ALL,0.4067599240222388,0.01091450085017185
differential_high,21,autonomous,velocity_rmse_m_s,Sep17,0.4753201945231136,0.02360265021181536
differential_high,21,autonomous,velocity_rmse_m_s,Sep7,0.3458174613547946,0.0009368222401437464
differential_high,22,autonomous,attitude_error_deg,ALL,4.570224638759005,0.02985391948887387
differential_high,22,autonomous,attitude_error_deg,Sep17,5.364200809271284,0.12191537598557209
differential_high,22,autonomous,attitude_error_deg,Sep7,3.864468042748092,0.06395666557389969
differential_high,22,autonomous,body_rate_rmse_rad_s,ALL,0.6376914564408208,0.001157499697127703
differential_high,22,autonomous,body_rate_rmse_rad_s,Sep17,0.6510922283608497,0.007790622631757814
differential_high,22,autonomous,body_rate_rmse_rad_s,Sep7,0.6257796591785728,0.00478091546286539
differential_high,22,autonomous,position_rmse_m,ALL,0.19471955291868462,0.002043199328008398
differential_high,22,autonomous,position_rmse_m,Sep17,0.13920274438368493,0.004023691357097524
differential_high,22,autonomous,position_rmse_m,Sep7,0.2440678271720177,0.001782420627549122
differential_high,22,autonomous,velocity_rmse_m_s,ALL,0.4231524249410265,0.011323461694996855
differential_high,22,autonomous,velocity_rmse_m_s,Sep17,0.4816032500082461,0.023481965307782925
differential_high,22,autonomous,velocity_rmse_m_s,Sep7,0.3711961359923868,0.0012022695354588758
differential_high,23,autonomous,attitude_error_deg,ALL,4.7268101217873815,0.034893415073844206
differential_high,23,autonomous,attitude_error_deg,Sep17,5.5596720013026095,0.13300159533698086
differential_high,23,autonomous,attitude_error_deg,Sep7,3.9864884511071783,0.058300395534523236
differential_high,23,autonomous,body_rate_rmse_rad_s,ALL,0.5982818429490632,0.004544894114709724
differential_high,23,autonomous,body_rate_rmse_rad_s,Sep17,0.594945634245562,0.0006059239521406008
differential_high,23,autonomous,body_rate_rmse_rad_s,Sep7,0.60124736179662,0.008675880036727745
differential_high,23,autonomous,position_rmse_m,ALL,0.2050104959560455,0.002205682241572771
differential_high,23,autonomous,position_rmse_m,Sep17,0.14741381553266153,0.00452649594818049
differential_high,23,autonomous,position_rmse_m,Sep7,0.2562075452212757,0.001793059350301044
differential_high,23,autonomous,velocity_rmse_m_s,ALL,0.43996891346643024,0.011976947686028062
differential_high,23,autonomous,velocity_rmse_m_s,Sep17,0.4855129091050605,0.023746304846411864
differential_high,23,autonomous,velocity_rmse_m_s,Sep7,0.39948536178764776,0.0021867663664709483
differential_high,24,autonomous,attitude_error_deg,ALL,4.853113671284814,0.038038896537288674
differential_high,24,autonomous,attitude_error_deg,Sep17,5.694626964051996,0.14283018096933098
differential_high,24,autonomous,attitude_error_deg,Sep7,4.105101855491765,0.05829388876779953
differential_high,24,autonomous,body_rate_rmse_rad_s,ALL,0.5881645463306105,0.0013825794745658333
differential_high,24,autonomous,body_rate_rmse_rad_s,Sep17,0.6030050158311426,0.001216273387254766
differential_high,24,autonomous,body_rate_rmse_rad_s,Sep7,0.5749730178856933,0.0027814463078393815
differential_high,24,autonomous,position_rmse_m,ALL,0.2161987080955472,0.0023917306481017766
differential_high,24,autonomous,position_rmse_m,Sep17,0.15703232258518665,0.005076317536827852
differential_high,24,autonomous,position_rmse_m,Sep7,0.26879105077142323,0.0018121712808853697
differential_high,24,autonomous,velocity_rmse_m_s,ALL,0.45438476749691725,0.01399270791723352
differential_high,24,autonomous,velocity_rmse_m_s,Sep17,0.4917368452044468,0.027139712826272838
differential_high,24,autonomous,velocity_rmse_m_s,Sep7,0.42118292064577983,0.003385757062902834
differential_high,25,autonomous,attitude_error_deg,ALL,4.95418744158112,0.03770438881531906
differential_high,25,autonomous,attitude_error_deg,Sep17,5.7734779162225465,0.14427775638065388
differential_high,25,autonomous,attitude_error_deg,Sep7,4.225929241899855,0.05928620507154952
differential_high,25,autonomous,body_rate_rmse_rad_s,ALL,0.6514923634330221,0.002682267258415388
differential_high,25,autonomous,body_rate_rmse_rad_s,Sep17,0.6145722082004218,0.004299232354411045
differential_high,25,autonomous,body_rate_rmse_rad_s,Sep7,0.6843102791953335,0.0013308376785281504
differential_high,25,autonomous,position_rmse_m,ALL,0.2260638407715516,0.0025195947926806225
differential_high,25,autonomous,position_rmse_m,Sep17,0.16614249833961536,0.005556689407840341
differential_high,25,autonomous,position_rmse_m,Sep7,0.279327256266606,0.0018654447568527779
differential_high,25,autonomous,velocity_rmse_m_s,ALL,0.4670507305129767,0.014263481122678211
differential_high,25,autonomous,velocity_rmse_m_s,Sep17,0.5019674718656982,0.028376775099232504
differential_high,25,autonomous,velocity_rmse_m_s,Sep7,0.4360136270883353,0.00403556258700935
differential_high,25,local100ms,attitude_error_deg,ALL,1.4965146454058071,0.020046127517372548
differential_high,25,local100ms,attitude_error_deg,Sep17,1.5548550673190664,0.027701478164637364
differential_high,25,local100ms,attitude_error_deg,Sep7,1.4446564925940215,0.016033294706169966
differential_high,25,local100ms,body_rate_rmse_rad_s,ALL,0.6118946746677358,0.005290908975369564
differential_high,25,local100ms,body_rate_rmse_rad_s,Sep17,0.5614171980335351,0.011016435118105409
differential_high,25,local100ms,body_rate_rmse_rad_s,Sep7,0.6567635427870254,0.0006344826896271753
differential_high,25,local100ms,position_rmse_m,ALL,0.03634473748044636,6.884928307411535e-05
differential_high,25,local100ms,position_rmse_m,Sep17,0.020083037303473113,0.0002206391075891805
differential_high,25,local100ms,position_rmse_m,Sep7,0.05079958208220036,0.00010565412970618748
differential_high,25,local100ms,velocity_rmse_m_s,ALL,0.17359333219293557,0.002588029671585305
differential_high,25,local100ms,velocity_rmse_m_s,Sep17,0.16475717988402816,0.006638719991939714
differential_high,25,local100ms,velocity_rmse_m_s,Sep7,0.18144768980085324,0.0019111977018909656
differential_high,26,autonomous,attitude_error_deg,ALL,5.063923401093255,0.030707880971394954
differential_high,26,autonomous,attitude_error_deg,Sep17,5.868401799380628,0.13348671466048853
differential_high,26,autonomous,attitude_error_deg,Sep7,4.3488314915044795,0.061335408337004266
differential_high,26,autonomous,body_rate_rmse_rad_s,ALL,0.6533932417546768,0.0035802254326028717
differential_high,26,autonomous,body_rate_rmse_rad_s,Sep17,0.6308246962432909,0.003269545865444751
differential_high,26,autonomous,body_rate_rmse_rad_s,Sep7,0.6734541710981311,0.00488420399504523
differential_high,26,autonomous,position_rmse_m,ALL,0.23788330026300028,0.0027868681904109492
differential_high,26,autonomous,position_rmse_m,Sep17,0.17555136558556517,0.006174962035911583
differential_high,26,autonomous,position_rmse_m,Sep7,0.29328946442072035,0.0018816160920839973
differential_high,26,autonomous,velocity_rmse_m_s,ALL,0.4777562062165326,0.014565025714006528
differential_high,26,autonomous,velocity_rmse_m_s,Sep17,0.5122730336437199,0.029267223557223627
differential_high,26,autonomous,velocity_rmse_m_s,Sep7,0.44707458183681065,0.0036116678251334744
differential_high,27,autonomous,attitude_error_deg,ALL,5.1693948015794655,0.03574884466717632
differential_high,27,autonomous,attitude_error_deg,Sep17,5.9491765696151715,0.12987850351399857
differential_high,27,autonomous,attitude_error_deg,Sep7,4.476255452214395,0.048570095042761344
differential_high,27,autonomous,body_rate_rmse_rad_s,ALL,0.6339886663221538,0.004314223337441165
differential_high,27,autonomous,body_rate_rmse_rad_s,Sep17,0.6467478112646163,0.003819698494335942
differential_high,27,autonomous,body_rate_rmse_rad_s,Sep7,0.622647204151076,0.004876617375528052
differential_high,27,autonomous,position_rmse_m,ALL,0.2488942239324392,0.0029788778401749995
differential_high,27,autonomous,position_rmse_m,Sep17,0.18465630513668393,0.006785043741604128
differential_high,27,autonomous,position_rmse_m,Sep7,0.3059945961953328,0.0018422386477171726
differential_high,27,autonomous,velocity_rmse_m_s,ALL,0.4858142483387853,0.014075531608539086
differential_high,27,autonomous,velocity_rmse_m_s,Sep17,0.5185523800897135,0.028778024682048955
differential_high,27,autonomous,velocity_rmse_m_s,Sep7,0.4567136867824046,0.0035275973027211636
differential_high,28,autonomous,attitude_error_deg,ALL,5.287184759389464,0.036024375231032905
differential_high,28,autonomous,attitude_error_deg,Sep17,6.08896215276715,0.1232652829837783
differential_high,28,autonomous,attitude_error_deg,Sep7,4.5744937430537425,0.041528401675102494
differential_high,28,autonomous,body_rate_rmse_rad_s,ALL,0.6360856296298683,0.004073846406647809
differential_high,28,autonomous,body_rate_rmse_rad_s,Sep17,0.6312697539852,0.009217575364225112
differential_high,28,autonomous,body_rate_rmse_rad_s,Sep7,0.6403664079806843,0.00529283975368818
differential_high,28,autonomous,position_rmse_m,ALL,0.25989662612255887,0.003236712777549807
differential_high,28,autonomous,position_rmse_m,Sep17,0.1939700026812569,0.007480240064016676
differential_high,28,autonomous,position_rmse_m,Sep7,0.318498069181494,0.0018875113145391796
differential_high,28,autonomous,velocity_rmse_m_s,ALL,0.4941120377125521,0.014827925387125414
differential_high,28,autonomous,velocity_rmse_m_s,Sep17,0.5269129626316248,0.030371474509782073
differential_high,28,autonomous,velocity_rmse_m_s,Sep7,0.4649556600067097,0.002979801920954665
differential_high,29,autonomous,attitude_error_deg,ALL,5.406112763211575,0.03513286670816958
differential_high,29,autonomous,attitude_error_deg,Sep17,6.206284444058766,0.11352106229880972
differential_high,29,autonomous,attitude_error_deg,Sep7,4.694849046902961,0.0365883225226271
differential_high,29,autonomous,body_rate_rmse_rad_s,ALL,0.6060080705422805,0.005927328411623005
differential_high,29,autonomous,body_rate_rmse_rad_s,Sep17,0.6220288225571166,0.005696487661754156
differential_high,29,autonomous,body_rate_rmse_rad_s,Sep7,0.5917674020846483,0.010357565257691114
differential_high,29,autonomous,position_rmse_m,ALL,0.2708031306455814,0.0035593240988399015
differential_high,29,autonomous,position_rmse_m,Sep17,0.20338354417620966,0.008323738370758983
differential_high,29,autonomous,position_rmse_m,Sep7,0.3307316519516897,0.0019592434563548305
differential_high,29,autonomous,velocity_rmse_m_s,ALL,0.50371078334014,0.015201752614134856
differential_high,29,autonomous,velocity_rmse_m_s,Sep17,0.539558556924708,0.03234487243551442
differential_high,29,autonomous,velocity_rmse_m_s,Sep7,0.4718460957094128,0.0035966513811329644
differential_high,30,autonomous,attitude_error_deg,ALL,5.537070232477885,0.03217837356801685
differential_high,30,autonomous,attitude_error_deg,Sep17,6.3457156668998564,0.10845127379645832
differential_high,30,autonomous,attitude_error_deg,Sep7,4.818274290769465,0.04214298485243191
differential_high,30,autonomous,body_rate_rmse_rad_s,ALL,0.6148694832168756,0.005022069869766658
differential_high,30,autonomous,body_rate_rmse_rad_s,Sep17,0.6209499707002587,0.0032606368412452834
differential_high,30,autonomous,body_rate_rmse_rad_s,Sep7,0.6094646054538685,0.0067146295584973445
differential_high,30,autonomous,position_rmse_m,ALL,0.2821549167172873,0.00386666840781574
differential_high,30,autonomous,position_rmse_m,Sep17,0.21282793576068637,0.009172779139618243
differential_high,30,autonomous,position_rmse_m,Sep7,0.3437788997898215,0.0019312677237047834
differential_high,30,autonomous,velocity_rmse_m_s,ALL,0.5166197382248088,0.01668829074199409
differential_high,30,autonomous,velocity_rmse_m_s,Sep17,0.552813033920572,0.03640834491232899
differential_high,30,autonomous,velocity_rmse_m_s,Sep7,0.48444791982857494,0.004463141413182659
differential_high,30,local100ms,attitude_error_deg,ALL,1.5556574338595848,0.02255057102962648
differential_high,30,local100ms,attitude_error_deg,Sep17,1.7132547161817124,0.02658398012939769
differential_high,30,local100ms,attitude_error_deg,Sep7,1.4155709606843605,0.01915930162246423
differential_high,30,local100ms,body_rate_rmse_rad_s,ALL,0.5660046882144814,0.005525668634860723
differential_high,30,local100ms,body_rate_rmse_rad_s,Sep17,0.5796488539996114,0.008114392747733531
differential_high,30,local100ms,body_rate_rmse_rad_s,Sep7,0.5538765408499212,0.003268632211934744
differential_high,30,local100ms,position_rmse_m,ALL,0.03346172788455257,0.00022887073345658122
differential_high,30,local100ms,position_rmse_m,Sep17,0.019763182043614855,0.00034173291145503794
differential_high,30,local100ms,position_rmse_m,Sep7,0.0456382130764972,0.00013304809180962157
differential_high,30,local100ms,velocity_rmse_m_s,ALL,0.1506931602959497,0.001512618629489578
differential_high,30,local100ms,velocity_rmse_m_s,Sep17,0.1722680335102236,0.0026231230150010223
differential_high,30,local100ms,velocity_rmse_m_s,Sep7,0.1315154952165951,0.0007337548557651176
differential_high,31,autonomous,attitude_error_deg,ALL,5.647984543129856,0.04045385909548922
differential_high,31,autonomous,attitude_error_deg,Sep17,6.451478932831136,0.11383153490631859
differential_high,31,autonomous,attitude_error_deg,Sep7,4.933767307839829,0.03580380852819325
differential_high,31,autonomous,body_rate_rmse_rad_s,ALL,0.5825709335220405,0.0019953603231766094
differential_high,31,autonomous,body_rate_rmse_rad_s,Sep17,0.5965037875035185,0.006812361361786795
differential_high,31,autonomous,body_rate_rmse_rad_s,Sep7,0.5701861744273934,0.0032591649116774893
differential_high,31,autonomous,position_rmse_m,ALL,0.29372151446971734,0.004239144793075669
differential_high,31,autonomous,position_rmse_m,Sep17,0.22276201124477144,0.01009925422490544
differential_high,31,autonomous,position_rmse_m,Sep7,0.3567966284474469,0.002047012701531653
differential_high,31,autonomous,velocity_rmse_m_s,ALL,0.5278235257313693,0.016539264568348686
differential_high,31,autonomous,velocity_rmse_m_s,Sep17,0.5656213843779517,0.03825560415070434
differential_high,31,autonomous,velocity_rmse_m_s,Sep7,0.4942254291566293,0.005655526547227971
differential_high,32,autonomous,attitude_error_deg,ALL,5.766364452691178,0.04541636823522548
differential_high,32,autonomous,attitude_error_deg,Sep17,6.5361651439809885,0.1197857524401079
differential_high,32,autonomous,attitude_error_deg,Sep7,5.082097171544679,0.028096965187941983
differential_high,32,autonomous,body_rate_rmse_rad_s,ALL,0.6646247235119209,0.0022281561790029525
differential_high,32,autonomous,body_rate_rmse_rad_s,Sep17,0.6913653293874863,0.0036934237554007224
differential_high,32,autonomous,body_rate_rmse_rad_s,Sep7,0.6408552960669739,0.0010856508263874889
differential_high,32,autonomous,position_rmse_m,ALL,0.30488589170027275,0.004573033176516444
differential_high,32,autonomous,position_rmse_m,Sep17,0.23318256620099084,0.011019014975501585
differential_high,32,autonomous,position_rmse_m,Sep7,0.36862218103296773,0.0021633086614330868
differential_high,32,autonomous,velocity_rmse_m_s,ALL,0.5384363777677791,0.015301861311684976
differential_high,32,autonomous,velocity_rmse_m_s,Sep17,0.582004072622735,0.036029502845583934
differential_high,32,autonomous,velocity_rmse_m_s,Sep7,0.4997095378967069,0.008486016419490882
differential_high,33,autonomous,attitude_error_deg,ALL,5.868745410747778,0.04831865193496569
differential_high,33,autonomous,attitude_error_deg,Sep17,6.599160236677018,0.12034854009875097
differential_high,33,autonomous,attitude_error_deg,Sep7,5.219487787699563,0.029277933856075612
differential_high,33,autonomous,body_rate_rmse_rad_s,ALL,0.6197744187835559,0.0012356376374390028
differential_high,33,autonomous,body_rate_rmse_rad_s,Sep17,0.6380789506908803,0.0008019129829631052
differential_high,33,autonomous,body_rate_rmse_rad_s,Sep7,0.6035037237548231,0.002615925523813674
differential_high,33,autonomous,position_rmse_m,ALL,0.31621396827425585,0.004893524655387386
differential_high,33,autonomous,position_rmse_m,Sep17,0.24323073286358488,0.011890105736264608
differential_high,33,autonomous,position_rmse_m,Sep7,0.38108795530596334,0.0022073892234510933
differential_high,33,autonomous,velocity_rmse_m_s,ALL,0.5500041656337177,0.014399091447636138
differential_high,33,autonomous,velocity_rmse_m_s,Sep17,0.5982858274576522,0.03141287694924138
differential_high,33,autonomous,velocity_rmse_m_s,Sep7,0.5070871329013314,0.011784579685586447
differential_high,34,autonomous,attitude_error_deg,ALL,5.956281136183448,0.049800386226418844
differential_high,34,autonomous,attitude_error_deg,Sep17,6.661179345561222,0.11645829514884654
differential_high,34,autonomous,attitude_error_deg,Sep7,5.329704950069872,0.027015633683035185
differential_high,34,autonomous,body_rate_rmse_rad_s,ALL,0.6106761419379259,0.005412175469792914
differential_high,34,autonomous,body_rate_rmse_rad_s,Sep17,0.6053794864518462,0.005633125894352074
differential_high,34,autonomous,body_rate_rmse_rad_s,Sep7,0.6153842801477745,0.005907103499509467
differential_high,34,autonomous,position_rmse_m,ALL,0.32775789125403554,0.005131600723580746
differential_high,34,autonomous,position_rmse_m,Sep17,0.2535290255429463,0.012676010078546093
differential_high,34,autonomous,position_rmse_m,Sep7,0.39373910521944816,0.0023278575646985713
differential_high,34,autonomous,velocity_rmse_m_s,ALL,0.5617552963245199,0.01616756298822593
differential_high,34,autonomous,velocity_rmse_m_s,Sep17,0.6163613425336939,0.027871420570735647
differential_high,34,autonomous,velocity_rmse_m_s,Sep7,0.513216588583032,0.014525232227489346
differential_high,35,autonomous,attitude_error_deg,ALL,6.059292048949938,0.049488663119094244
differential_high,35,autonomous,attitude_error_deg,Sep17,6.808455498626643,0.10828705917583865
differential_high,35,autonomous,attitude_error_deg,Sep7,5.393368982570643,0.02959166875910475
differential_high,35,autonomous,body_rate_rmse_rad_s,ALL,0.6101078861328478,0.005705496424161954
differential_high,35,autonomous,body_rate_rmse_rad_s,Sep17,0.6103576583389738,0.007076547936500922
differential_high,35,autonomous,body_rate_rmse_rad_s,Sep7,0.6098858663940692,0.006303009628612227
differential_high,35,autonomous,position_rmse_m,ALL,0.33956209899165773,0.005323121756101052
differential_high,35,autonomous,position_rmse_m,Sep17,0.2642665989949496,0.013368314711596142
differential_high,35,autonomous,position_rmse_m,Sep7,0.406491432322065,0.002367324654018912
differential_high,35,autonomous,velocity_rmse_m_s,ALL,0.5736936728155859,0.01936907590398958
differential_high,35,autonomous,velocity_rmse_m_s,Sep17,0.634809486163724,0.02859094574881372
differential_high,35,autonomous,velocity_rmse_m_s,Sep7,0.5193685053950188,0.01619462677269322
differential_high,35,local100ms,attitude_error_deg,ALL,1.484826361965526,0.021570856489699197
differential_high,35,local100ms,attitude_error_deg,Sep17,1.5767920203852135,0.008373103373362095
differential_high,35,local100ms,attitude_error_deg,Sep7,1.4030791100369147,0.033360186179640955
differential_high,35,local100ms,body_rate_rmse_rad_s,ALL,0.5558911808969887,0.001060227211316176
differential_high,35,local100ms,body_rate_rmse_rad_s,Sep17,0.5382988591735802,0.0011694684753954273
differential_high,35,local100ms,body_rate_rmse_rad_s,Sep7,0.5715288002066852,0.002975646951204301
differential_high,35,local100ms,position_rmse_m,ALL,0.03379926900400299,0.000112445015455994
differential_high,35,local100ms,position_rmse_m,Sep17,0.02279753568083552,0.00019018285153357927
differential_high,35,local100ms,position_rmse_m,Sep7,0.043578587513485194,0.00015284598047375005
differential_high,35,local100ms,velocity_rmse_m_s,ALL,0.16246672714537946,0.002264582434808039
differential_high,35,local100ms,velocity_rmse_m_s,Sep17,0.2060247254977712,0.0024927760769178197
differential_high,35,local100ms,velocity_rmse_m_s,Sep7,0.12374850638769791,0.0024213697797439092
differential_high,36,autonomous,attitude_error_deg,ALL,6.151030267414858,0.04392966153041998
differential_high,36,autonomous,attitude_error_deg,Sep17,6.941485930548436,0.09865680193746307
differential_high,36,autonomous,attitude_error_deg,Sep7,5.448403011296122,0.029679043283012962
differential_high,36,autonomous,body_rate_rmse_rad_s,ALL,0.6219307347101455,0.008002757266496002
differential_high,36,autonomous,body_rate_rmse_rad_s,Sep17,0.5879640916347278,0.011501745555783456
differential_high,36,autonomous,body_rate_rmse_rad_s,Sep7,0.6521233063327389,0.004913317691213976
differential_high,36,autonomous,position_rmse_m,ALL,0.351375504462609,0.0055266577366220645
differential_high,36,autonomous,position_rmse_m,Sep17,0.27463109962222143,0.014033525326077762
differential_high,36,autonomous,position_rmse_m,Sep7,0.41959275320962036,0.00238520631373419
differential_high,36,autonomous,velocity_rmse_m_s,ALL,0.5839649815923459,0.02088284243359708
differential_high,36,autonomous,velocity_rmse_m_s,Sep17,0.6488124853750438,0.030826235368394024
differential_high,36,autonomous,velocity_rmse_m_s,Sep7,0.5263227560077256,0.015808666634355574
differential_high,37,autonomous,attitude_error_deg,ALL,6.23368961974343,0.03766179747504242
differential_high,37,autonomous,attitude_error_deg,Sep17,7.029612203532479,0.09047516651849383
differential_high,37,autonomous,attitude_error_deg,Sep7,5.5262028785976085,0.034693159438067445
differential_high,37,autonomous,body_rate_rmse_rad_s,ALL,0.6241238844112803,0.005791185466373113
differential_high,37,autonomous,body_rate_rmse_rad_s,Sep17,0.6463584800439054,0.008843459872867197
differential_high,37,autonomous,body_rate_rmse_rad_s,Sep7,0.6043597994045024,0.00325218538594222
differential_high,37,autonomous,position_rmse_m,ALL,0.3635338037449596,0.005684868301842154
differential_high,37,autonomous,position_rmse_m,Sep17,0.2857550868773753,0.01456650264426238
differential_high,37,autonomous,position_rmse_m,Sep7,0.4326704409605901,0.0024264285394657967
differential_high,37,autonomous,velocity_rmse_m_s,ALL,0.5937690456624974,0.021801124617740884
differential_high,37,autonomous,velocity_rmse_m_s,Sep17,0.6622975791681344,0.03263344759248813
differential_high,37,autonomous,velocity_rmse_m_s,Sep7,0.532854793657487,0.016419133542090427
differential_high,38,autonomous,attitude_error_deg,ALL,6.328427191761345,0.035438755737747296
differential_high,38,autonomous,attitude_error_deg,Sep17,7.121321282111135,0.09063467099619464
differential_high,38,autonomous,attitude_error_deg,Sep7,5.623632444783752,0.04137064500147836
differential_high,38,autonomous,body_rate_rmse_rad_s,ALL,0.6518923760806477,0.008503228996280488
differential_high,38,autonomous,body_rate_rmse_rad_s,Sep17,0.6658660515237007,0.007804314256375155
differential_high,38,autonomous,body_rate_rmse_rad_s,Sep7,0.6394713312423782,0.010332685187840892
differential_high,38,autonomous,position_rmse_m,ALL,0.37580171646925337,0.005801511251058839
differential_high,38,autonomous,position_rmse_m,Sep17,0.29740277001494747,0.01500545170586804
differential_high,38,autonomous,position_rmse_m,Sep7,0.44548966887308095,0.002493951337900483
differential_high,38,autonomous,velocity_rmse_m_s,ALL,0.6068258560455999,0.021511400331251204
differential_high,38,autonomous,velocity_rmse_m_s,Sep17,0.6779643349006435,0.03336436454687752
differential_high,38,autonomous,velocity_rmse_m_s,Sep7,0.5435916526188944,0.01575009199015206
