group,step,condition,metric,cohort,seed,value
drive_high,48,autonomous,velocity_rmse_m_s,Sep17,23,0.6760512476558368
drive_high,48,autonomous,velocity_rmse_m_s,Sep17,42,0.6870325439640139
drive_high,48,autonomous,velocity_rmse_m_s,Sep7,17,0.5535653872568014
drive_high,48,autonomous,velocity_rmse_m_s,Sep7,23,0.5558283419343345
drive_high,48,autonomous,velocity_rmse_m_s,Sep7,42,0.5810980984359209
drive_high,49,autonomous,attitude_error_deg,ALL,17,6.5423219139630095
drive_high,49,autonomous,attitude_error_deg,ALL,23,6.216976429723622
drive_high,49,autonomous,attitude_error_deg,ALL,42,6.578259475223589
drive_high,49,autonomous,attitude_error_deg,Sep17,17,7.55697643664568
drive_high,49,autonomous,attitude_error_deg,Sep17,23,7.077571017961903
drive_high,49,autonomous,attitude_error_deg,Sep17,42,7.661632073151573
drive_high,49,autonomous,attitude_error_deg,Sep7,17,5.527667391280339
drive_high,49,autonomous,attitude_error_deg,Sep7,23,5.356381841485341
drive_high,49,autonomous,attitude_error_deg,Sep7,42,5.494886877295605
drive_high,49,autonomous,body_rate_rmse_rad_s,ALL,17,0.6513421240557112
drive_high,49,autonomous,body_rate_rmse_rad_s,ALL,23,0.6584004326848787
drive_high,49,autonomous,body_rate_rmse_rad_s,ALL,42,0.6341017789381231
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5960622277162426
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep17,23,0.615003556115342
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5833387590374323
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep7,17,0.7066220203951799
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep7,23,0.7017973092544154
drive_high,49,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6848647988388141
drive_high,49,autonomous,position_rmse_m,ALL,17,0.40800610701032747
drive_high,49,autonomous,position_rmse_m,ALL,23,0.4210201723005782
drive_high,49,autonomous,position_rmse_m,ALL,42,0.41392153257109265
drive_high,49,autonomous,position_rmse_m,Sep17,17,0.3514740380580352
drive_high,49,autonomous,position_rmse_m,Sep17,23,0.391047793156004
drive_high,49,autonomous,position_rmse_m,Sep17,42,0.3606800320955638
drive_high,49,autonomous,position_rmse_m,Sep7,17,0.4645381759626198
drive_high,49,autonomous,position_rmse_m,Sep7,23,0.4509925514451524
drive_high,49,autonomous,position_rmse_m,Sep7,42,0.46716303304662143
drive_high,49,autonomous,velocity_rmse_m_s,ALL,17,0.6145246693993617
drive_high,49,autonomous,velocity_rmse_m_s,ALL,23,0.6287530343467208
drive_high,49,autonomous,velocity_rmse_m_s,ALL,42,0.6495083709935243
drive_high,49,autonomous,velocity_rmse_m_s,Sep17,17,0.6618373459849154
drive_high,49,autonomous,velocity_rmse_m_s,Sep17,23,0.6892149675424286
drive_high,49,autonomous,velocity_rmse_m_s,Sep17,42,0.7035770342736907
drive_high,49,autonomous,velocity_rmse_m_s,Sep7,17,0.567211992813808
drive_high,49,autonomous,velocity_rmse_m_s,Sep7,23,0.5682911011510131
drive_high,49,autonomous,velocity_rmse_m_s,Sep7,42,0.595439707713358
drive_high,50,autonomous,attitude_error_deg,ALL,17,6.640983884654504
drive_high,50,autonomous,attitude_error_deg,ALL,23,6.296939758802589
drive_high,50,autonomous,attitude_error_deg,ALL,42,6.670506092565003
drive_high,50,autonomous,attitude_error_deg,Sep17,17,7.709401332236043
drive_high,50,autonomous,attitude_error_deg,Sep17,23,7.196656924180704
drive_high,50,autonomous,attitude_error_deg,Sep17,42,7.818503246181375
drive_high,50,autonomous,attitude_error_deg,Sep7,17,5.5725664370729655
drive_high,50,autonomous,attitude_error_deg,Sep7,23,5.397222593424472
drive_high,50,autonomous,attitude_error_deg,Sep7,42,5.522508938948632
drive_high,50,autonomous,body_rate_rmse_rad_s,ALL,17,0.5943779800552595
drive_high,50,autonomous,body_rate_rmse_rad_s,ALL,23,0.604545546202763
drive_high,50,autonomous,body_rate_rmse_rad_s,ALL,42,0.575645194713751
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5889724487067554
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6143241030273416
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5807135096005583
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep7,17,0.5997835114037637
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep7,23,0.5947669893781844
drive_high,50,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5705768798269437
drive_high,50,autonomous,position_rmse_m,ALL,17,0.41934980451697457
drive_high,50,autonomous,position_rmse_m,ALL,23,0.4327527574692093
drive_high,50,autonomous,position_rmse_m,ALL,42,0.4259226540821374
drive_high,50,autonomous,position_rmse_m,Sep17,17,0.3631821116239863
drive_high,50,autonomous,position_rmse_m,Sep17,23,0.4036782078643968
drive_high,50,autonomous,position_rmse_m,Sep17,42,0.37304215282542863
drive_high,50,autonomous,position_rmse_m,Sep7,17,0.4755174974099628
drive_high,50,autonomous,position_rmse_m,Sep7,23,0.46182730707402186
drive_high,50,autonomous,position_rmse_m,Sep7,42,0.4788031553388462
drive_high,50,autonomous,velocity_rmse_m_s,ALL,17,0.6265037370903666
drive_high,50,autonomous,velocity_rmse_m_s,ALL,23,0.6384186998171746
drive_high,50,autonomous,velocity_rmse_m_s,ALL,42,0.6612858941887051
drive_high,50,autonomous,velocity_rmse_m_s,Sep17,17,0.6748113278585504
drive_high,50,autonomous,velocity_rmse_m_s,Sep17,23,0.6999645716972783
drive_high,50,autonomous,velocity_rmse_m_s,Sep17,42,0.7163995145507669
drive_high,50,autonomous,velocity_rmse_m_s,Sep7,17,0.5781961463221826
drive_high,50,autonomous,velocity_rmse_m_s,Sep7,23,0.5768728279370708
drive_high,50,autonomous,velocity_rmse_m_s,Sep7,42,0.6061722738266433
drive_high,50,local100ms,attitude_error_deg,ALL,17,1.3634543654535527
drive_high,50,local100ms,attitude_error_deg,ALL,23,1.4086087521188844
drive_high,50,local100ms,attitude_error_deg,ALL,42,1.3644837069113462
drive_high,50,local100ms,attitude_error_deg,Sep17,17,1.3941747815422194
drive_high,50,local100ms,attitude_error_deg,Sep17,23,1.4372966930827338
drive_high,50,local100ms,attitude_error_deg,Sep17,42,1.394576520375583
drive_high,50,local100ms,attitude_error_deg,Sep7,17,1.332733949364886
drive_high,50,local100ms,attitude_error_deg,Sep7,23,1.3799208111550352
drive_high,50,local100ms,attitude_error_deg,Sep7,42,1.3343908934471096
drive_high,50,local100ms,body_rate_rmse_rad_s,ALL,17,0.523771651059258
drive_high,50,local100ms,body_rate_rmse_rad_s,ALL,23,0.5140402127324747
drive_high,50,local100ms,body_rate_rmse_rad_s,ALL,42,0.5211825884493771
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep17,17,0.5029544685971757
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep17,23,0.4913524688790391
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep17,42,0.498854926155834
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep7,17,0.5445888335213402
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep7,23,0.5367279565859101
drive_high,50,local100ms,body_rate_rmse_rad_s,Sep7,42,0.5435102507429204
drive_high,50,local100ms,position_rmse_m,ALL,17,0.028938564123837735
drive_high,50,local100ms,position_rmse_m,ALL,23,0.02952024734135422
drive_high,50,local100ms,position_rmse_m,ALL,42,0.02928144281020122
drive_high,50,local100ms,position_rmse_m,Sep17,17,0.016945216106458473
drive_high,50,local100ms,position_rmse_m,Sep17,23,0.01774038823359836
drive_high,50,local100ms,position_rmse_m,Sep17,42,0.017016821291252475
drive_high,50,local100ms,position_rmse_m,Sep7,17,0.040931912141217
drive_high,50,local100ms,position_rmse_m,Sep7,23,0.04130010644911008
drive_high,50,local100ms,position_rmse_m,Sep7,42,0.041546064329149965
drive_high,50,local100ms,velocity_rmse_m_s,ALL,17,0.12081072372879738
drive_high,50,local100ms,velocity_rmse_m_s,ALL,23,0.1272819866247407
drive_high,50,local100ms,velocity_rmse_m_s,ALL,42,0.12781802421352867
drive_high,50,local100ms,velocity_rmse_m_s,Sep17,17,0.14186004598591462
drive_high,50,local100ms,velocity_rmse_m_s,Sep17,23,0.15420724629010132
drive_high,50,local100ms,velocity_rmse_m_s,Sep17,42,0.14635905352051948
drive_high,50,local100ms,velocity_rmse_m_s,Sep7,17,0.09976140147168015
drive_high,50,local100ms,velocity_rmse_m_s,Sep7,23,0.10035672695938004
drive_high,50,local100ms,velocity_rmse_m_s,Sep7,42,0.10927699490653785
high,1,autonomous,attitude_error_deg,ALL,17,0.3985408727117796
high,1,autonomous,attitude_error_deg,ALL,23,0.4052016504081115
high,1,autonomous,attitude_error_deg,ALL,42,0.39803773193446584
high,1,autonomous,attitude_error_deg,Sep17,17,0.3742410743851003
high,1,autonomous,attitude_error_deg,Sep17,23,0.3752062756035329
high,1,autonomous,attitude_error_deg,Sep17,42,0.3751648208229098
high,1,autonomous,attitude_error_deg,Sep7,17,0.4201406934466057
high,1,autonomous,attitude_error_deg,Sep7,23,0.4318642057899591
high,1,autonomous,attitude_error_deg,Sep7,42,0.41836920847807124
high,1,autonomous,body_rate_rmse_rad_s,ALL,17,0.5145437134297116
high,1,autonomous,body_rate_rmse_rad_s,ALL,23,0.5236061865843956
high,1,autonomous,body_rate_rmse_rad_s,ALL,42,0.5171141463984887
high,1,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5096081301187025
high,1,autonomous,body_rate_rmse_rad_s,Sep17,23,0.504643058499925
high,1,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5094780140662275
high,1,autonomous,body_rate_rmse_rad_s,Sep7,17,0.5189308985950531
high,1,autonomous,body_rate_rmse_rad_s,Sep7,23,0.5404623004372584
high,1,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5239018195827211
high,1,autonomous,position_rmse_m,ALL,17,0.007921473026148991
high,1,autonomous,position_rmse_m,ALL,23,0.007919491252550662
high,1,autonomous,position_rmse_m,ALL,42,0.007914253705254337
high,1,autonomous,position_rmse_m,Sep17,17,0.005161817172725454
high,1,autonomous,position_rmse_m,Sep17,23,0.005139845843922727
high,1,autonomous,position_rmse_m,Sep17,42,0.00514070905672255
high,1,autonomous,position_rmse_m,Sep7,17,0.010374500451414357
high,1,autonomous,position_rmse_m,Sep7,23,0.010390287171331046
high,1,autonomous,position_rmse_m,Sep7,42,0.010379626726171482
high,1,autonomous,velocity_rmse_m_s,ALL,17,0.0652627387721825
high,1,autonomous,velocity_rmse_m_s,ALL,23,0.06736165531728676
high,1,autonomous,velocity_rmse_m_s,ALL,42,0.06620969250100561
high,1,autonomous,velocity_rmse_m_s,Sep17,17,0.06281409200573818
high,1,autonomous,velocity_rmse_m_s,Sep17,23,0.0656068849634967
high,1,autonomous,velocity_rmse_m_s,Sep17,42,0.06336974185334891
high,1,autonomous,velocity_rmse_m_s,Sep7,17,0.06743931367568855
high,1,autonomous,velocity_rmse_m_s,Sep7,23,0.06892145118732235
high,1,autonomous,velocity_rmse_m_s,Sep7,42,0.06873409307670046
high,2,autonomous,attitude_error_deg,ALL,17,0.7540537682673
high,2,autonomous,attitude_error_deg,ALL,23,0.7679006088361319
high,2,autonomous,attitude_error_deg,ALL,42,0.7600706719188833
high,2,autonomous,attitude_error_deg,Sep17,17,0.7517907013637144
high,2,autonomous,attitude_error_deg,Sep17,23,0.7354592599160217
high,2,autonomous,attitude_error_deg,Sep17,42,0.756673674403527
high,2,autonomous,attitude_error_deg,Sep7,17,0.7560653832927093
high,2,autonomous,attitude_error_deg,Sep7,23,0.7967373634317855
high,2,autonomous,attitude_error_deg,Sep7,42,0.7630902252658668
high,2,autonomous,body_rate_rmse_rad_s,ALL,17,0.5363843212949
high,2,autonomous,body_rate_rmse_rad_s,ALL,23,0.5374765915511631
high,2,autonomous,body_rate_rmse_rad_s,ALL,42,0.5419424636326717
high,2,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5295384173577257
high,2,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5338331703480305
high,2,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5387301783814
high,2,autonomous,body_rate_rmse_rad_s,Sep7,17,0.5424695692390551
high,2,autonomous,body_rate_rmse_rad_s,Sep7,23,0.54071518817617
high,2,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5447978283004689
high,2,autonomous,position_rmse_m,ALL,17,0.017202417520911267
high,2,autonomous,position_rmse_m,ALL,23,0.01723006089922452
high,2,autonomous,position_rmse_m,ALL,42,0.017193593147696
high,2,autonomous,position_rmse_m,Sep17,17,0.009089962096896644
high,2,autonomous,position_rmse_m,Sep17,23,0.009098779584243884
high,2,autonomous,position_rmse_m,Sep17,42,0.009066989048462057
high,2,autonomous,position_rmse_m,Sep7,17,0.024413489008924268
high,2,autonomous,position_rmse_m,Sep7,23,0.02445786651254064
high,2,autonomous,position_rmse_m,Sep7,42,0.024417241235903955
high,2,autonomous,velocity_rmse_m_s,ALL,17,0.11127460802640177
high,2,autonomous,velocity_rmse_m_s,ALL,23,0.11593820540654495
high,2,autonomous,velocity_rmse_m_s,ALL,42,0.11291693341491939
high,2,autonomous,velocity_rmse_m_s,Sep17,17,0.1056763023158375
high,2,autonomous,velocity_rmse_m_s,Sep17,23,0.1104396957934938
high,2,autonomous,velocity_rmse_m_s,Sep17,42,0.10693259471820837
high,2,autonomous,velocity_rmse_m_s,Sep7,17,0.11625087976912557
high,2,autonomous,velocity_rmse_m_s,Sep7,23,0.12082576950703487
high,2,autonomous,velocity_rmse_m_s,Sep7,42,0.11823634558977363
high,3,autonomous,attitude_error_deg,ALL,17,1.098896245921343
high,3,autonomous,attitude_error_deg,ALL,23,1.12074080695245
high,3,autonomous,attitude_error_deg,ALL,42,1.116904765524053
high,3,autonomous,attitude_error_deg,Sep17,17,1.1380107564311284
high,3,autonomous,attitude_error_deg,Sep17,23,1.1315585493054359
high,3,autonomous,attitude_error_deg,Sep17,42,1.163378388887511
high,3,autonomous,attitude_error_deg,Sep7,17,1.0641277921348669
high,3,autonomous,attitude_error_deg,Sep7,23,1.1111250359720184
high,3,autonomous,attitude_error_deg,Sep7,42,1.075594878089868
high,3,autonomous,body_rate_rmse_rad_s,ALL,17,0.6116592197207504
high,3,autonomous,body_rate_rmse_rad_s,ALL,23,0.6014531033661346
high,3,autonomous,body_rate_rmse_rad_s,ALL,42,0.6189613511421073
high,3,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5861948367046468
high,3,autonomous,body_rate_rmse_rad_s,Sep17,23,0.574499673797459
high,3,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5896170938089054
high,3,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6342942268461761
high,3,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6254117074271796
high,3,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6450451354382869
high,3,autonomous,position_rmse_m,ALL,17,0.024449586544911965
high,3,autonomous,position_rmse_m,ALL,23,0.024519119712197886
high,3,autonomous,position_rmse_m,ALL,42,0.02438905384678364
high,3,autonomous,position_rmse_m,Sep17,17,0.012825548414371895
high,3,autonomous,position_rmse_m,Sep17,23,0.012860664711455172
high,3,autonomous,position_rmse_m,Sep17,42,0.012714964801460794
high,3,autonomous,position_rmse_m,Sep7,17,0.0347820648831698
high,3,autonomous,position_rmse_m,Sep7,23,0.03488219082396919
high,3,autonomous,position_rmse_m,Sep7,42,0.03476602188707061
high,3,autonomous,velocity_rmse_m_s,ALL,17,0.1552254688412402
high,3,autonomous,velocity_rmse_m_s,ALL,23,0.16303996771203638
high,3,autonomous,velocity_rmse_m_s,ALL,42,0.1580959023479823
high,3,autonomous,velocity_rmse_m_s,Sep17,17,0.14383780397939674
high,3,autonomous,velocity_rmse_m_s,Sep17,23,0.15246709265842723
high,3,autonomous,velocity_rmse_m_s,Sep17,42,0.1462550952527921
high,3,autonomous,velocity_rmse_m_s,Sep7,17,0.16534783760732324
high,3,autonomous,velocity_rmse_m_s,Sep7,23,0.17243807887080004
high,3,autonomous,velocity_rmse_m_s,Sep7,42,0.16862106421037362
high,4,autonomous,attitude_error_deg,ALL,17,1.342081378978842
high,4,autonomous,attitude_error_deg,ALL,23,1.3694019377167772
high,4,autonomous,attitude_error_deg,ALL,42,1.381107597880216
high,4,autonomous,attitude_error_deg,Sep17,17,1.4658858093107159
high,4,autonomous,attitude_error_deg,Sep17,23,1.4767788017678432
high,4,autonomous,attitude_error_deg,Sep17,42,1.5071444274540853
high,4,autonomous,attitude_error_deg,Sep7,17,1.232032996461621
high,4,autonomous,attitude_error_deg,Sep7,23,1.2739558363380519
high,4,autonomous,attitude_error_deg,Sep7,42,1.2690748604812212
high,4,autonomous,body_rate_rmse_rad_s,ALL,17,0.6008228542146725
high,4,autonomous,body_rate_rmse_rad_s,ALL,23,0.58773675519067
high,4,autonomous,body_rate_rmse_rad_s,ALL,42,0.6047014645884186
high,4,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5664226875015835
high,4,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5574618431992919
high,4,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5697250248232504
high,4,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6314007801818629
high,4,autonomous,body_rate_rmse_rad_s,Sep7,23,0.614647788071895
high,4,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6357916332685679
high,4,autonomous,position_rmse_m,ALL,17,0.030740480595111454
high,4,autonomous,position_rmse_m,ALL,23,0.030894536818224932
high,4,autonomous,position_rmse_m,ALL,42,0.030628921846528736
high,4,autonomous,position_rmse_m,Sep17,17,0.01664181563088607
high,4,autonomous,position_rmse_m,Sep17,23,0.01682908208943037
high,4,autonomous,position_rmse_m,Sep17,42,0.01651689488464282
high,4,autonomous,position_rmse_m,Sep7,17,0.04327262722997846
high,4,autonomous,position_rmse_m,Sep7,23,0.0433971632438201
high,4,autonomous,position_rmse_m,Sep7,42,0.04317294581264955
high,4,autonomous,velocity_rmse_m_s,ALL,17,0.18452270174388122
high,4,autonomous,velocity_rmse_m_s,ALL,23,0.19364081373713432
high,4,autonomous,velocity_rmse_m_s,ALL,42,0.18768387280714652
high,4,autonomous,velocity_rmse_m_s,Sep17,17,0.17099241370212223
high,4,autonomous,velocity_rmse_m_s,Sep17,23,0.18453970236337447
high,4,autonomous,velocity_rmse_m_s,Sep17,42,0.17566143057484096
high,4,autonomous,velocity_rmse_m_s,Sep7,17,0.19654962444766697
high,4,autonomous,velocity_rmse_m_s,Sep7,23,0.20173069051380976
high,4,autonomous,velocity_rmse_m_s,Sep7,42,0.19837048812475147
high,5,autonomous,attitude_error_deg,ALL,17,1.576079212486571
high,5,autonomous,attitude_error_deg,ALL,23,1.587590981981692
high,5,autonomous,attitude_error_deg,ALL,42,1.6408114200979287
high,5,autonomous,attitude_error_deg,Sep17,17,1.7743018864776885
high,5,autonomous,attitude_error_deg,Sep17,23,1.7747209089664961
high,5,autonomous,attitude_error_deg,Sep17,42,1.8354889081412329
high,5,autonomous,attitude_error_deg,Sep7,17,1.3998812800500222
high,5,autonomous,attitude_error_deg,Sep7,23,1.4212532691063104
high,5,autonomous,attitude_error_deg,Sep7,42,1.467764764059436
high,5,autonomous,body_rate_rmse_rad_s,ALL,17,0.6164080124380128
high,5,autonomous,body_rate_rmse_rad_s,ALL,23,0.619310600036711
high,5,autonomous,body_rate_rmse_rad_s,ALL,42,0.6259467293696187
high,5,autonomous,body_rate_rmse_rad_s,Sep17,17,0.62167502794058
high,5,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6228419885929221
high,5,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6382125928434128
high,5,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6117262208801753
high,5,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6161715879867457
high,5,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6150437396151349
high,5,autonomous,position_rmse_m,ALL,17,0.03920371500983418
high,5,autonomous,position_rmse_m,ALL,23,0.03948138567225862
high,5,autonomous,position_rmse_m,ALL,42,0.038983874452265005
high,5,autonomous,position_rmse_m,Sep17,17,0.02115516039922343
high,5,autonomous,position_rmse_m,Sep17,23,0.021513441866625
high,5,autonomous,position_rmse_m,Sep17,42,0.02096557983220712
high,5,autonomous,position_rmse_m,Sep7,17,0.055246874663710414
high,5,autonomous,position_rmse_m,Sep7,23,0.05545289127726629
high,5,autonomous,position_rmse_m,Sep7,42,0.0550001363367609
high,5,autonomous,velocity_rmse_m_s,ALL,17,0.20480149745948062
high,5,autonomous,velocity_rmse_m_s,ALL,23,0.21355803449348149
high,5,autonomous,velocity_rmse_m_s,ALL,42,0.20894951530575478
high,5,autonomous,velocity_rmse_m_s,Sep17,17,0.2003150565715282
high,5,autonomous,velocity_rmse_m_s,Sep17,23,0.217486911673816
high,5,autonomous,velocity_rmse_m_s,Sep17,42,0.20869547356043694
high,5,autonomous,velocity_rmse_m_s,Sep7,17,0.2087894449154383
high,5,autonomous,velocity_rmse_m_s,Sep7,23,0.210065699222073
high,5,autonomous,velocity_rmse_m_s,Sep7,42,0.2091753301904817
high,5,local100ms,attitude_error_deg,ALL,17,1.576079208721938
high,5,local100ms,attitude_error_deg,ALL,23,1.5875909791699108
high,5,local100ms,attitude_error_deg,ALL,42,1.640811424002947
high,5,local100ms,attitude_error_deg,Sep17,17,1.7743018784778435
high,5,local100ms,attitude_error_deg,Sep17,23,1.7747209029914612
high,5,local100ms,attitude_error_deg,Sep17,42,1.8354889164393966
high,5,local100ms,attitude_error_deg,Sep7,17,1.3998812800500222
high,5,local100ms,attitude_error_deg,Sep7,23,1.4212532691063104
high,5,local100ms,attitude_error_deg,Sep7,42,1.467764764059436
high,5,local100ms,body_rate_rmse_rad_s,ALL,17,0.616408011554758
high,5,local100ms,body_rate_rmse_rad_s,ALL,23,0.6193105999844633
high,5,local100ms,body_rate_rmse_rad_s,ALL,42,0.6259467300874473
high,5,local100ms,body_rate_rmse_rad_s,Sep17,17,0.6216750260636636
high,5,local100ms,body_rate_rmse_rad_s,Sep17,23,0.6228419884818955
high,5,local100ms,body_rate_rmse_rad_s,Sep17,42,0.6382125943687986
high,5,local100ms,body_rate_rmse_rad_s,Sep7,17,0.6117262208801753
high,5,local100ms,body_rate_rmse_rad_s,Sep7,23,0.6161715879867457
high,5,local100ms,body_rate_rmse_rad_s,Sep7,42,0.6150437396151349
high,5,local100ms,position_rmse_m,ALL,17,0.03920371500983418
high,5,local100ms,position_rmse_m,ALL,23,0.03948138567225862
high,5,local100ms,position_rmse_m,ALL,42,0.038983874452265005
high,5,local100ms,position_rmse_m,Sep17,17,0.02115516039922343
high,5,local100ms,position_rmse_m,Sep17,23,0.021513441866625
high,5,local100ms,position_rmse_m,Sep17,42,0.02096557983220712
high,5,local100ms,position_rmse_m,Sep7,17,0.055246874663710414
high,5,local100ms,position_rmse_m,Sep7,23,0.05545289127726629
high,5,local100ms,position_rmse_m,Sep7,42,0.0550001363367609
high,5,local100ms,velocity_rmse_m_s,ALL,17,0.20480149729392105
high,5,local100ms,velocity_rmse_m_s,ALL,23,0.21355803544497745
high,5,local100ms,velocity_rmse_m_s,ALL,42,0.2089495152920802
high,5,local100ms,velocity_rmse_m_s,Sep17,17,0.20031505621971413
high,5,local100ms,velocity_rmse_m_s,Sep17,23,0.21748691369574497
high,5,local100ms,velocity_rmse_m_s,Sep17,42,0.20869547353137846
high,5,local100ms,velocity_rmse_m_s,Sep7,17,0.2087894449154383
high,5,local100ms,velocity_rmse_m_s,Sep7,23,0.210065699222073
high,5,local100ms,velocity_rmse_m_s,Sep7,42,0.2091753301904817
high,6,autonomous,attitude_error_deg,ALL,17,1.7912603012548678
high,6,autonomous,attitude_error_deg,ALL,23,1.7890193293474506
high,6,autonomous,attitude_error_deg,ALL,42,1.8762574986000204
high,6,autonomous,attitude_error_deg,Sep17,17,2.010196243750281
high,6,autonomous,attitude_error_deg,Sep17,23,1.9988727811540272
high,6,autonomous,attitude_error_deg,Sep17,42,2.109248075099951
high,6,autonomous,attitude_error_deg,Sep7,17,1.5966505745922785
high,6,autonomous,attitude_error_deg,Sep7,23,1.6024829277416046
high,6,autonomous,attitude_error_deg,Sep7,42,1.6691547639334152
high,6,autonomous,body_rate_rmse_rad_s,ALL,17,0.5835632460431404
high,6,autonomous,body_rate_rmse_rad_s,ALL,23,0.5845649575584975
high,6,autonomous,body_rate_rmse_rad_s,ALL,42,0.5828283916363507
high,6,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5478948084589381
high,6,autonomous,body_rate_rmse_rad_s,Sep17,23,0.5614816901766957
high,6,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5680690158253244
high,6,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6152685238957645
high,6,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6050834174534323
high,6,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5959478368017075
high,6,autonomous,position_rmse_m,ALL,17,0.048730003482319095
high,6,autonomous,position_rmse_m,ALL,23,0.04920373269801236
high,6,autonomous,position_rmse_m,ALL,42,0.048440721267377654
high,6,autonomous,position_rmse_m,Sep17,17,0.026160649066284236
high,6,autonomous,position_rmse_m,Sep17,23,0.026862688610838452
high,6,autonomous,position_rmse_m,Sep17,42,0.02595351304490821
high,6,autonomous,position_rmse_m,Sep7,17,0.06879165185212786
high,6,autonomous,position_rmse_m,Sep7,23,0.06906243855327805
high,6,autonomous,position_rmse_m,Sep7,42,0.0684293507984616
high,6,autonomous,velocity_rmse_m_s,ALL,17,0.22561704842803718
high,6,autonomous,velocity_rmse_m_s,ALL,23,0.23205807198801093
high,6,autonomous,velocity_rmse_m_s,ALL,42,0.22791834049457513
high,6,autonomous,velocity_rmse_m_s,Sep17,17,0.23201803476842459
high,6,autonomous,velocity_rmse_m_s,Sep17,23,0.24673933463200876
high,6,autonomous,velocity_rmse_m_s,Sep17,42,0.23812357962331593
high,6,autonomous,velocity_rmse_m_s,Sep7,17,0.21992728279213727
high,6,autonomous,velocity_rmse_m_s,Sep7,23,0.21900806074890178
high,6,autonomous,velocity_rmse_m_s,Sep7,42,0.2188470168245833
high,7,autonomous,attitude_error_deg,ALL,17,2.0143503601622372
high,7,autonomous,attitude_error_deg,ALL,23,2.0218044888960565
high,7,autonomous,attitude_error_deg,ALL,42,2.1110979908079943
high,7,autonomous,attitude_error_deg,Sep17,17,2.2831004658230523
high,7,autonomous,attitude_error_deg,Sep17,23,2.2851328463887493
high,7,autonomous,attitude_error_deg,Sep17,42,2.4205111283620386
high,7,autonomous,attitude_error_deg,Sep7,17,1.7754613773526242
high,7,autonomous,attitude_error_deg,Sep7,23,1.7877348377914406
high,7,autonomous,attitude_error_deg,Sep7,42,1.8360640907599541
high,7,autonomous,body_rate_rmse_rad_s,ALL,17,0.6189831184194777
high,7,autonomous,body_rate_rmse_rad_s,ALL,23,0.6210091345621167
high,7,autonomous,body_rate_rmse_rad_s,ALL,42,0.619287115800179
high,7,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6217312088271623
high,7,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6293997981069424
high,7,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6260888835852411
high,7,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6165403713904246
high,7,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6135507669667162
high,7,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6132410999912349
high,7,autonomous,position_rmse_m,ALL,17,0.0567127243599624
high,7,autonomous,position_rmse_m,ALL,23,0.0573733951327982
high,7,autonomous,position_rmse_m,ALL,42,0.05627704076490318
