seed,group,flight_id,cohort,axis,n_origins,n_valid,zero_lag_correlation,best_correlation,median_alignment_lag_s,bound_fraction
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vx,168,168,0.7853144068118151,0.7954011436993995,0.0,0.0
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vy,168,168,0.8760897829455881,0.8959937083206281,0.0,0.05952380952380952
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,vz,168,168,0.9516428619482229,0.9523263602897186,0.0,0.0
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,p,168,168,0.4894456161837536,0.6190683599601413,0.019957025000000003,0.02976190476190476
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,q,168,168,0.8845774856600612,0.8880439026395934,0.0,0.0
17,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,r,168,168,0.32105016954037097,0.6175360552011653,-0.040160237499999994,0.40476190476190477
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vx,182,182,0.7881313225007404,0.7986977523654718,0.0,0.027472527472527472
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vy,182,182,0.8245730092595429,0.836529930683646,0.0,0.04395604395604396
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,vz,182,182,0.957620773443339,0.9578326715773439,0.0,0.0
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,p,182,182,0.6494145396992617,0.7264839971984778,0.019956537500000003,0.0
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,q,182,182,0.8413753540655496,0.8448288363238285,0.0,0.0
17,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,r,182,182,0.4128763699141648,0.6517091297125891,-0.05987213749999999,0.3021978021978022
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vx,160,160,0.8476916907089282,0.8573938081579682,0.0,0.03125
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vy,160,160,0.8296555103642786,0.84808130818409,0.0,0.05
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,vz,160,160,0.9555244457661664,0.9571027063063606,0.0,0.0
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p,160,160,0.7441238882344725,0.8039142536786311,0.019955262499999994,0.00625
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q,160,160,0.8282870953116493,0.8380082519558657,0.0,0.0
17,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r,160,160,0.4903398892404013,0.6698485338669539,-0.039917362500000005,0.21875
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vx,161,161,0.7674928322790465,0.778729241551215,0.0,0.018633540372670808
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vy,161,161,0.8550938847215257,0.86813290732584,0.0,0.031055900621118012
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,vz,161,161,0.951709610768866,0.9533827451658483,0.0,0.0
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p,161,161,0.6478239291555123,0.7535974948828046,0.019958124999999993,0.024844720496894408
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q,161,161,0.8621626868694097,0.8676949311923439,0.0,0.0
17,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r,161,161,0.36921850341963136,0.5769984553393471,-0.039918775000000004,0.33540372670807456
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vx,150,150,0.7848184629608997,0.796340311654051,0.0,0.02666666666666667
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vy,150,150,0.7787451261850884,0.8057619144443376,0.0,0.04666666666666667
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,vz,150,150,0.959775508535558,0.9652945037894441,0.0,0.006666666666666667
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,p,150,150,0.70583489447385,0.8235600184159703,0.019959925,0.0
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,q,150,150,0.8110395654358614,0.818874504817275,0.0,0.0
17,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,r,150,150,0.39776196549364606,0.6562658422770519,-0.05987972499999999,0.29333333333333333
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vx,155,155,0.8621423878364244,0.8701730550119768,0.0,0.0064516129032258064
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vy,155,155,0.8636538199288653,0.8696891148174546,0.0,0.012903225806451613
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,vz,155,155,0.9655749786512182,0.9662521669805936,0.0,0.0
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,p,155,155,0.8233783112583875,0.8730975237193617,0.019958374999999997,0.0
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,q,155,155,0.7846374282784457,0.7941668242620706,0.0,0.03225806451612903
17,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,r,155,155,0.43251444513669984,0.6373704138158914,-0.03992154999999999,0.10967741935483871
17,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vx,140,140,0.88176482744651,0.8872736561084161,0.0,0.007142857142857143
17,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vy,140,140,0.8765539755330025,0.8869911761392323,0.0,0.02857142857142857
17,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,vz,140,140,0.963671766023948,0.965161360421239,0.0,0.007142857142857143
