group,step,condition,metric,cohort,value_mean,value_std
ALL,50,local100ms,body_rate_rmse_rad_s,Sep17,0.5256565777662284,0.0032032230085789685
ALL,50,local100ms,body_rate_rmse_rad_s,Sep7,0.5842245177264761,0.0017410695295261146
ALL,50,local100ms,position_rmse_m,ALL,0.032655694690039754,8.608121671395495e-05
ALL,50,local100ms,position_rmse_m,Sep17,0.018245519594926422,0.00027135703016369696
ALL,50,local100ms,position_rmse_m,Sep7,0.045464739219029375,8.127184326926636e-05
ALL,50,local100ms,velocity_rmse_m_s,ALL,0.13212657790302282,0.0046658614162070075
ALL,50,local100ms,velocity_rmse_m_s,Sep17,0.14730067302715655,0.004768720983561877
ALL,50,local100ms,velocity_rmse_m_s,Sep7,0.11863849334823733,0.005575453337239485
high,5,autonomous,attitude_error_deg,ALL,1.601493871522064,0.03453306283460554
high,5,autonomous,attitude_error_deg,Sep17,1.7948372345284724,0.035206005462141435
high,5,autonomous,attitude_error_deg,Sep7,1.4296331044052561,0.03470890490986687
high,5,autonomous,body_rate_rmse_rad_s,ALL,0.6205551139481141,0.004889620775897009
high,5,autonomous,body_rate_rmse_rad_s,Sep17,0.6275765364589717,0.009229556915192979
high,5,autonomous,body_rate_rmse_rad_s,Sep7,0.6143138494940187,0.0023108173596633986
high,5,autonomous,position_rmse_m,ALL,0.039222991711452604,0.00024931515582460637
high,5,autonomous,position_rmse_m,Sep17,0.021211394032685182,0.0002782262898044628
high,5,autonomous,position_rmse_m,Sep7,0.055233300759245874,0.00022668248101654994
high,5,autonomous,velocity_rmse_m_s,ALL,0.2091030157529056,0.004380286177570343
high,5,autonomous,velocity_rmse_m_s,Sep17,0.20883248060192705,0.008586747353367008
high,5,autonomous,velocity_rmse_m_s,Sep7,0.20934349144266431,0.0006545341235204043
high,5,local100ms,attitude_error_deg,ALL,1.6014938706315984,0.034533067008931245
high,5,local100ms,attitude_error_deg,Sep17,1.7948372326362338,0.03520601429315734
high,5,local100ms,attitude_error_deg,Sep7,1.4296331044052561,0.03470890490986687
high,5,local100ms,body_rate_rmse_rad_s,ALL,0.6205551138755562,0.00488962155287193
high,5,local100ms,body_rate_rmse_rad_s,Sep17,0.6275765363047859,0.009229558422653748
high,5,local100ms,body_rate_rmse_rad_s,Sep7,0.6143138494940187,0.0023108173596633986
high,5,local100ms,position_rmse_m,ALL,0.039222991711452604,0.00024931515582460637
high,5,local100ms,position_rmse_m,Sep17,0.021211394032685182,0.0002782262898044628
high,5,local100ms,position_rmse_m,Sep7,0.055233300759245874,0.00022668248101654994
high,5,local100ms,velocity_rmse_m_s,ALL,0.20910301601032621,0.0043802867429659385
high,5,local100ms,velocity_rmse_m_s,Sep17,0.20883248114894584,0.008586748547018986
high,5,local100ms,velocity_rmse_m_s,Sep7,0.20934349144266431,0.0006545341235204043
high,10,autonomous,attitude_error_deg,ALL,2.749382054709997,0.06712873635968439
high,10,autonomous,attitude_error_deg,Sep17,3.114173144886355,0.11390798772345402
high,10,autonomous,attitude_error_deg,Sep7,2.4251233078865675,0.030305919800755234
high,10,autonomous,body_rate_rmse_rad_s,ALL,0.5932157785122897,0.0037415277230517735
high,10,autonomous,body_rate_rmse_rad_s,Sep17,0.6086982476129711,0.008795216676584788
high,10,autonomous,body_rate_rmse_rad_s,Sep7,0.5794535837561285,0.0017839022476905124
high,10,autonomous,position_rmse_m,ALL,0.08338965115903636,0.0008684627833981847
high,10,autonomous,position_rmse_m,Sep17,0.04871447126436391,0.0011607417400790352
high,10,autonomous,position_rmse_m,Sep7,0.11421203328763412,0.0008474670584404749
high,10,autonomous,velocity_rmse_m_s,ALL,0.2796795709029425,0.0031663506864493527
high,10,autonomous,velocity_rmse_m_s,Sep17,0.3115698799077044,0.005532610434219768
high,10,autonomous,velocity_rmse_m_s,Sep7,0.2513326295653764,0.0010805342781951383
high,10,local100ms,attitude_error_deg,ALL,1.6077102503583613,0.01598083845520546
high,10,local100ms,attitude_error_deg,Sep17,1.7493959003776254,0.027326073350795965
high,10,local100ms,attitude_error_deg,Sep7,1.4817674503412377,0.019451223916103804
high,10,local100ms,body_rate_rmse_rad_s,ALL,0.5752583404558456,0.006223174939647676
high,10,local100ms,body_rate_rmse_rad_s,Sep17,0.5849106312129845,0.013753900963688642
high,10,local100ms,body_rate_rmse_rad_s,Sep7,0.5666785264494998,0.007603976119198196
high,10,local100ms,position_rmse_m,ALL,0.0393242951887002,4.069613710045201e-05
high,10,local100ms,position_rmse_m,Sep17,0.021586914023270908,0.00026049876071520655
high,10,local100ms,position_rmse_m,Sep7,0.05509085622463736,0.00027431184522555075
high,10,local100ms,velocity_rmse_m_s,ALL,0.19428611934245707,0.0026564012273995255
high,10,local100ms,velocity_rmse_m_s,Sep17,0.22109853873422117,0.004810143149509848
high,10,local100ms,velocity_rmse_m_s,Sep7,0.170452857660889,0.0013018695835153955
high,25,autonomous,attitude_error_deg,ALL,5.062935710283232,0.020495575032305355
high,25,autonomous,attitude_error_deg,Sep17,5.771197760658232,0.13157001917456554
high,25,autonomous,attitude_error_deg,Sep7,4.4333694432832305,0.09030820906999576
high,25,autonomous,body_rate_rmse_rad_s,ALL,0.6687925217397872,0.0027702067508158976
high,25,autonomous,body_rate_rmse_rad_s,Sep17,0.6269487031941505,0.0008867356723480835
high,25,autonomous,body_rate_rmse_rad_s,Sep7,0.7059870271136863,0.00596545018074616
high,25,autonomous,position_rmse_m,ALL,0.2268758693142784,0.0021987215481559493
high,25,autonomous,position_rmse_m,Sep17,0.16795584145766385,0.0049860649883037705
high,25,autonomous,position_rmse_m,Sep7,0.27924922740904684,0.0025138393484761905
high,25,autonomous,velocity_rmse_m_s,ALL,0.5080968531719824,0.014407029122322624
high,25,autonomous,velocity_rmse_m_s,Sep17,0.506142872395544,0.028075652942823427
high,25,autonomous,velocity_rmse_m_s,Sep7,0.509833724973261,0.0027091610256389765
high,25,local100ms,attitude_error_deg,ALL,1.5516604832427092,0.008295653761417958
high,25,local100ms,attitude_error_deg,Sep17,1.5635597680280717,0.018163740892868794
high,25,local100ms,attitude_error_deg,Sep7,1.5410833412112759,0.018445719959921728
high,25,local100ms,body_rate_rmse_rad_s,ALL,0.6206656025988346,0.005593456775981698
high,25,local100ms,body_rate_rmse_rad_s,Sep17,0.571142522928776,0.01090338827993838
high,25,local100ms,body_rate_rmse_rad_s,Sep7,0.6646861178611089,0.0010750698192256206
high,25,local100ms,position_rmse_m,ALL,0.035565071753221565,0.00015148163097121733
high,25,local100ms,position_rmse_m,Sep17,0.02023210792745096,0.0003956428551209048
high,25,local100ms,position_rmse_m,Sep7,0.04919437293168433,0.00014018500575119496
high,25,local100ms,velocity_rmse_m_s,ALL,0.18959355494631702,0.0006046392450016792
high,25,local100ms,velocity_rmse_m_s,Sep17,0.17060522282629562,0.007258085904920798
high,25,local100ms,velocity_rmse_m_s,Sep7,0.2064720723863361,0.005497367961563011
high,50,autonomous,attitude_error_deg,ALL,7.757304177573739,0.03790541585166862
high,50,autonomous,attitude_error_deg,Sep17,8.58517229514974,0.12200952337447828
high,50,autonomous,attitude_error_deg,Sep7,7.021421406395071,0.0474542154662674
high,50,autonomous,body_rate_rmse_rad_s,ALL,0.6609362764215075,0.01074080702236379
high,50,autonomous,body_rate_rmse_rad_s,Sep17,0.6613716505270159,0.015966123559214146
high,50,autonomous,body_rate_rmse_rad_s,Sep7,0.660549277216611,0.012667369275765184
high,50,autonomous,position_rmse_m,ALL,0.548856031940546,0.008185585323212806
high,50,autonomous,position_rmse_m,Sep17,0.467404851299219,0.02262346681510585
high,50,autonomous,position_rmse_m,Sep7,0.6212570813995033,0.004650643204996715
high,50,autonomous,velocity_rmse_m_s,ALL,0.811047486580898,0.02172314613447708
high,50,autonomous,velocity_rmse_m_s,Sep17,0.8640209884646474,0.037998909683329946
high,50,autonomous,velocity_rmse_m_s,Sep7,0.7639599293508983,0.013133413980920343
high,50,local100ms,attitude_error_deg,ALL,1.5649620375272881,0.016188565370539337
high,50,local100ms,attitude_error_deg,Sep17,1.701257232768789,0.016641679025050635
high,50,local100ms,attitude_error_deg,Sep7,1.4438107528681758,0.02221745401282897
high,50,local100ms,body_rate_rmse_rad_s,ALL,0.5813381082332537,0.005243702498471218
high,50,local100ms,body_rate_rmse_rad_s,Sep17,0.5542416692573844,0.006586850575606899
high,50,local100ms,body_rate_rmse_rad_s,Sep7,0.6054238317673597,0.004183323716999108
high,50,local100ms,position_rmse_m,ALL,0.028247083362720565,0.00015774720368195912
high,50,local100ms,position_rmse_m,Sep17,0.02126902337850184,0.00040902889749706254
high,50,local100ms,position_rmse_m,Sep7,0.03444980334869276,6.715648763488502e-05
high,50,local100ms,velocity_rmse_m_s,ALL,0.1595896809831355,0.0037093086048289757
high,50,local100ms,velocity_rmse_m_s,Sep17,0.1892176022645348,0.006794667626839066
high,50,local100ms,velocity_rmse_m_s,Sep7,0.13325375095522496,0.006056911217280437
low,5,autonomous,attitude_error_deg,ALL,1.2895437747983263,0.035021510027749794
low,5,autonomous,attitude_error_deg,Sep17,1.292662440820073,0.04301772608121563
low,5,autonomous,attitude_error_deg,Sep7,1.2867716272234404,0.03070058486990692
low,5,autonomous,body_rate_rmse_rad_s,ALL,0.5092733988138424,0.0011667568303246176
low,5,autonomous,body_rate_rmse_rad_s,Sep17,0.45970584697162603,0.005299131441003244
low,5,autonomous,body_rate_rmse_rad_s,Sep7,0.5533334448958125,0.003036222627133612
low,5,autonomous,position_rmse_m,ALL,0.0336437232294672,0.00014935608077651063
low,5,autonomous,position_rmse_m,Sep17,0.018199672157056142,0.0003605268553803728
low,5,autonomous,position_rmse_m,Sep7,0.04737176862716591,0.00010113165944410058
low,5,autonomous,velocity_rmse_m_s,ALL,0.11643985063905149,0.002604147153922611
low,5,autonomous,velocity_rmse_m_s,Sep17,0.12387248323668493,0.0028524103450247164
low,5,autonomous,velocity_rmse_m_s,Sep7,0.10983306610782177,0.004025138569879905
low,5,local100ms,attitude_error_deg,ALL,1.28954377481482,0.03502150685881805
low,5,local100ms,attitude_error_deg,Sep17,1.292662440855122,0.04301771910225885
low,5,local100ms,attitude_error_deg,Sep7,1.2867716272234404,0.03070058486990692
low,5,local100ms,body_rate_rmse_rad_s,ALL,0.5092733989148629,0.001166756606791828
low,5,local100ms,body_rate_rmse_rad_s,Sep17,0.4597058471862945,0.005299131728702292
low,5,local100ms,body_rate_rmse_rad_s,Sep7,0.5533334448958125,0.003036222627133612
low,5,local100ms,position_rmse_m,ALL,0.0336437232294672,0.00014935608077651063
low,5,local100ms,position_rmse_m,Sep17,0.018199672157056142,0.0003605268553803728
low,5,local100ms,position_rmse_m,Sep7,0.04737176862716591,0.00010113165944410058
low,5,local100ms,velocity_rmse_m_s,ALL,0.11643985091423004,0.002604147926606473
low,5,local100ms,velocity_rmse_m_s,Sep17,0.12387248382143932,0.0028524115529351903
low,5,local100ms,velocity_rmse_m_s,Sep7,0.10983306610782177,0.004025138569879905
low,10,autonomous,attitude_error_deg,ALL,1.8485137629463653,0.03146820615507269
low,10,autonomous,attitude_error_deg,Sep17,1.7935611134767921,0.04532228724680337
low,10,autonomous,attitude_error_deg,Sep7,1.8973605624748746,0.019205687282539418
low,10,autonomous,body_rate_rmse_rad_s,ALL,0.5498629727099352,0.0035537184885521948
low,10,autonomous,body_rate_rmse_rad_s,Sep17,0.5160407074774773,0.0028132900979304675
low,10,autonomous,body_rate_rmse_rad_s,Sep7,0.5799272084721201,0.004658949608227237
low,10,autonomous,position_rmse_m,ALL,0.06705885750447795,0.0003953223326417512
low,10,autonomous,position_rmse_m,Sep17,0.037756224949562385,0.0009271715265859448
low,10,autonomous,position_rmse_m,Sep7,0.0931056419977362,0.00023611339071465202
low,10,autonomous,velocity_rmse_m_s,ALL,0.15757126758903517,0.002650240908399165
low,10,autonomous,velocity_rmse_m_s,Sep17,0.17265404104799498,0.0030834434418587553
low,10,autonomous,velocity_rmse_m_s,Sep7,0.14416435784773754,0.005565254606151605
low,10,local100ms,attitude_error_deg,ALL,1.2606824534886318,0.025652311597590315
low,10,local100ms,attitude_error_deg,Sep17,1.2320991671697807,0.02244159128998651
low,10,local100ms,attitude_error_deg,Sep7,1.2860898191053884,0.02975769484222285
low,10,local100ms,body_rate_rmse_rad_s,ALL,0.5372976538401434,0.0021761076658056455
low,10,local100ms,body_rate_rmse_rad_s,Sep17,0.5085984257449939,0.004241956856424617
low,10,local100ms,body_rate_rmse_rad_s,Sep7,0.5628080788136096,0.0015177990795388152
low,10,local100ms,position_rmse_m,ALL,0.033175631725284566,4.192331026820214e-05
low,10,local100ms,position_rmse_m,Sep17,0.01844317595938287,0.0002812035045066222
low,10,local100ms,position_rmse_m,Sep7,0.04627114796164163,0.00018294385294730762
low,10,local100ms,velocity_rmse_m_s,ALL,0.11472394505308094,0.003466853372514531
low,10,local100ms,velocity_rmse_m_s,Sep17,0.12187021166462396,0.0046987112099748695
low,10,local100ms,velocity_rmse_m_s,Sep7,0.1083717080650427,0.002962198013641237
low,25,autonomous,attitude_error_deg,ALL,3.4052980405246838,0.04862693563529011
low,25,autonomous,attitude_error_deg,Sep17,3.4612998319076085,0.11215546535049357
low,25,autonomous,attitude_error_deg,Sep7,3.355518670406528,0.0736332392516363
low,25,autonomous,body_rate_rmse_rad_s,ALL,0.5585118319023715,0.004826245589753623
low,25,autonomous,body_rate_rmse_rad_s,Sep17,0.4989256438884084,0.007670627271205291
low,25,autonomous,body_rate_rmse_rad_s,Sep7,0.6114773323592279,0.004158928771837437
low,25,autonomous,position_rmse_m,ALL,0.1829775615797006,0.003197437543854104
low,25,autonomous,position_rmse_m,Sep17,0.1168505530588047,0.006516770858661011
low,25,autonomous,position_rmse_m,Sep7,0.24175712470938593,0.0006103214859249276
low,25,autonomous,velocity_rmse_m_s,ALL,0.2929112071847979,0.011028979622615155
low,25,autonomous,velocity_rmse_m_s,Sep17,0.30333724106868504,0.021427047485820968
low,25,autonomous,velocity_rmse_m_s,Sep7,0.2836436215102316,0.002816976315870377
low,25,local100ms,attitude_error_deg,ALL,1.3339881460294531,0.02954337444975179
low,25,local100ms,attitude_error_deg,Sep17,1.352705083189415,0.01966145174501779
low,25,local100ms,attitude_error_deg,Sep7,1.3173508685539315,0.039028617162536215
low,25,local100ms,body_rate_rmse_rad_s,ALL,0.529846108960088,0.0011015167201542837
low,25,local100ms,body_rate_rmse_rad_s,Sep17,0.4633905700470718,0.000678941181174384
low,25,local100ms,body_rate_rmse_rad_s,Sep7,0.5889176991049914,0.0025574792901904703
low,25,local100ms,position_rmse_m,ALL,0.03558150180310661,0.00014252953355582817
low,25,local100ms,position_rmse_m,Sep17,0.020174836438332133,0.000322538484203534
low,25,local100ms,position_rmse_m,Sep7,0.04927631546068393,3.127503838632857e-05
low,25,local100ms,velocity_rmse_m_s,ALL,0.11464066958507528,0.004002349756556182
low,25,local100ms,velocity_rmse_m_s,Sep17,0.12252812084412013,0.004742078631281544
low,25,local100ms,velocity_rmse_m_s,Sep7,0.10762960179925762,0.00427696630300335
low,50,autonomous,attitude_error_deg,ALL,5.8444201185858295,0.15945251157331006
low,50,autonomous,attitude_error_deg,Sep17,6.190522400985855,0.44987639267353297
low,50,autonomous,attitude_error_deg,Sep7,5.536773645341363,0.09888025851922946
low,50,autonomous,body_rate_rmse_rad_s,ALL,0.6004440546722493,0.015006509208583266
low,50,autonomous,body_rate_rmse_rad_s,Sep17,0.6002660688403264,0.023868812715158023
low,50,autonomous,body_rate_rmse_rad_s,Sep7,0.6006022643006249,0.00761233372843932
low,50,autonomous,position_rmse_m,ALL,0.45424179181932,0.01290159062564195
low,50,autonomous,position_rmse_m,Sep17,0.32979993254440504,0.024412510917580472
low,50,autonomous,position_rmse_m,Sep7,0.5648567778414667,0.00361993288730564
low,50,autonomous,velocity_rmse_m_s,ALL,0.5815518981699324,0.02095104987752923
low,50,autonomous,velocity_rmse_m_s,Sep17,0.5986117429426633,0.03883662202026097
low,50,autonomous,velocity_rmse_m_s,Sep7,0.5663875917052826,0.005352410948135639
low,50,local100ms,attitude_error_deg,ALL,1.3506256176568785,0.027446138544032342
low,50,local100ms,attitude_error_deg,Sep17,1.3887212208263584,0.016652296689892505
low,50,local100ms,attitude_error_deg,Sep7,1.3167628592840075,0.03726780865985458
low,50,local100ms,body_rate_rmse_rad_s,ALL,0.5469279581264653,0.0032526799470792385
low,50,local100ms,body_rate_rmse_rad_s,Sep17,0.5247511152153045,0.0026416864824664365
low,50,local100ms,body_rate_rmse_rad_s,Sep7,0.5666407073808303,0.00564127913192831
low,50,local100ms,position_rmse_m,ALL,0.03377624642788126,6.537430189931889e-05
low,50,local100ms,position_rmse_m,Sep17,0.01780943484707218,0.00022661088918590178
low,50,local100ms,position_rmse_m,Sep7,0.047968967833044884,7.899125559256151e-05
low,50,local100ms,velocity_rmse_m_s,ALL,0.12306899916007245,0.004800163459922135
low,50,local100ms,velocity_rmse_m_s,Sep17,0.13375804447117481,0.005500240719982453
low,50,local100ms,velocity_rmse_m_s,Sep7,0.11356762555020368,0.005894625566893275
