group,axis,cohort,seed,zero_lag_correlation,best_correlation,median_alignment_lag_s,bound_fraction
low,vy,ALL,17,0.8472216872734444,0.8601089895794886,0.0,0.044198946244842316
low,vy,ALL,23,0.8298087554858048,0.8428237933316169,0.0,0.03563115565661595
low,vy,ALL,42,0.8586845759967341,0.869455311522793,0.0,0.038388030526760805
low,vy,Sep17,17,0.8584819411329302,0.8720437142291246,0.0,0.058088476770018355
low,vy,Sep17,23,0.8376187850507728,0.8503689402211345,0.0,0.045409721057206906
low,vy,Sep17,42,0.87815743816123,0.8882059319446622,0.0,0.05241725425802504
low,vy,Sep7,17,0.8372125727316791,0.8495003454464789,0.0,0.03185269688913028
low,vy,Sep7,23,0.8228665069836111,0.8361169960964902,0.0,0.026939097522757305
low,vy,Sep7,42,0.8413753651838486,0.8527880933700204,0.0,0.025917609432303697
low,vz,ALL,17,0.9585513372721304,0.9590545927997176,0.0,0.0
low,vz,ALL,23,0.9501528495802849,0.951816590006528,0.0,0.0
low,vz,ALL,42,0.9608592312388474,0.9612783015883544,0.0,0.0
low,vz,Sep17,17,0.9501020762311861,0.9507036552038206,0.0,0.0
low,vz,Sep17,23,0.9316591194751723,0.9347427249664403,0.0,0.0
low,vz,Sep17,42,0.9515463977250952,0.9522153605260377,0.0,0.0
low,vz,Sep7,17,0.9660617915307476,0.9664776484405149,0.0,0.0
low,vz,Sep7,23,0.9665917207848295,0.9669933589310502,0.0,0.0
low,vz,Sep7,42,0.9691373054732938,0.9693342491993024,0.0,0.0
middle,p,ALL,17,0.7231365806715511,0.784909684251744,0.011739657352941177,0.009711352086735167
middle,p,ALL,23,0.7337015963826277,0.7870158690327611,0.007043827941176471,0.007502858225270065
middle,p,ALL,42,0.7206133178336063,0.7847476406682589,0.010566194117647058,0.011584954293207075
middle,p,Sep17,17,0.7311539743180027,0.7792279527850148,0.007484179687499998,0.005144503383940004
middle,p,Sep17,23,0.7459977289685484,0.782033988493857,0.0,0.00472802602516369
middle,p,Sep17,42,0.7337517928622018,0.7799941586282254,0.007484279687499999,0.008220856237905904
middle,p,Sep7,17,0.716010008541372,0.7899601122221701,0.015522304166666667,0.013770773155886425
middle,p,Sep7,23,0.722771700750698,0.7914442072895647,0.013305008333333333,0.009969375736475732
middle,p,Sep7,42,0.7089346733637435,0.7889729580371775,0.01330567361111111,0.014575263675697003
middle,q,ALL,17,0.8634878309175998,0.8681483103964038,0.0,0.005115089514066496
middle,q,ALL,23,0.8523265038299067,0.8607133571229592,0.0,0.0035545537301140055
middle,q,ALL,42,0.8638279992178298,0.8676060089154488,0.0,0.005115089514066496
middle,q,Sep17,17,0.9025834172317462,0.9055919906071963,0.0,0.0
middle,q,Sep17,23,0.8842516796901264,0.8932543962956916,0.0,0.0
middle,q,Sep17,42,0.89977160392324,0.9028965841423726,0.0,0.0
middle,q,Sep7,17,0.8287361986383587,0.8348650390979215,0.0,0.00966183574879227
middle,q,Sep7,23,0.8239485697319338,0.8317879889694192,0.0,0.006714157045770899
middle,q,Sep7,42,0.8318781283685763,0.8362366087137387,0.0,0.00966183574879227
middle,r,ALL,17,0.5482948837650891,0.7047933118647477,-0.0011667213235294091,0.17351889633757311
middle,r,ALL,23,0.5559823403643995,0.7039972594360646,-0.0017391279411764697,0.16056113416112747
middle,r,ALL,42,0.5608833471153103,0.7050274588721441,0.0005804389705882325,0.1544482506417773
middle,r,Sep17,17,0.6211957035314333,0.7627388843106169,0.0399489015625,0.15044788787483757
middle,r,Sep17,23,0.6362316421814639,0.7662650954911535,0.0312957625,0.13493907890482493
middle,r,Sep17,42,0.6306368823547942,0.7598272981740487,0.038686184374999995,0.1447056859106731
middle,r,Sep7,17,0.4834941550838942,0.6532861363573085,-0.03771394166666667,0.1940264594155603
middle,r,Sep7,23,0.48464962763812014,0.6486480718315413,-0.031103475,0.18333629438895196
middle,r,Sep7,42,0.4988802046802134,0.6563164906037845,-0.033291334722222225,0.16310830818053665
middle,vx,ALL,17,0.8448581286501892,0.853656920550545,0.0,0.01692747276621046
middle,vx,ALL,23,0.8410356862052116,0.849878357688466,0.0,0.01742936376721545
middle,vx,ALL,42,0.8457980235682705,0.8545043687027354,0.0,0.015353425266648738
middle,vx,Sep17,17,0.8617530230016606,0.8718817116461083,0.0,0.02209141629191817
middle,vx,Sep17,23,0.8533291061891226,0.8650684378180818,0.0,0.01895169284810149
middle,vx,Sep17,42,0.8563359043954519,0.8670069390934498,0.0,0.02052143522232464
middle,vx,Sep7,17,0.8298404447822146,0.8374571062433777,0.0,0.012337300743359163
middle,vx,Sep7,23,0.8301082017750684,0.8363760642399185,0.0,0.016076182361983413
middle,vx,Sep7,42,0.8364310183885538,0.8433909727998778,0.0,0.01075963863938127
middle,vy,ALL,17,0.8557899518088667,0.871569399495711,0.0,0.054589641450585785
middle,vy,ALL,23,0.8565255810173824,0.8732295384060531,0.0,0.04993030610343333
middle,vy,ALL,42,0.8573061044807977,0.8722618829668396,0.0,0.04780252529437128
middle,vy,Sep17,17,0.8600732241358715,0.8780619253698838,0.0,0.07172226317714002
middle,vy,Sep17,23,0.8568866213580405,0.8761262705524573,0.0,0.06159223783550333
middle,vy,Sep17,42,0.8539643485327112,0.873274282374451,0.0,0.06289357545853579
middle,vy,Sep7,17,0.8519825986293068,0.8657982653853351,0.0,0.039360644360315354
middle,vy,Sep7,23,0.856204656270131,0.8706546653870271,0.0,0.03956414456381555
middle,vy,Sep7,42,0.8602765542124301,0.8713619723822961,0.0,0.034388258481780606
middle,vz,ALL,17,0.9534549470723467,0.9544032705104364,0.0,0.0
middle,vz,ALL,23,0.9490657747989554,0.9517557608191152,0.0,0.0015681112003794442
middle,vz,ALL,42,0.955669623197244,0.9565169770177328,0.0,0.0005711022272986864
middle,vz,Sep17,17,0.9456145267987135,0.9464757706017635,0.0,0.0
middle,vz,Sep17,23,0.9373576922119375,0.9401388595452528,0.0,0.0
middle,vz,Sep17,42,0.948613246120058,0.9495545800840289,0.0,0.0
middle,vz,Sep7,17,0.9604242095377984,0.9614499370959232,0.0,0.0
middle,vz,Sep7,23,0.9594729593207489,0.9620818952847707,0.0,0.00296198782293895
middle,vz,Sep7,42,0.9619419583769651,0.9627057742921361,0.0,0.0010787486515641855
rudder_high,p,ALL,17,0.7185872218382358,0.7764238505007245,0.009392144117647059,0.014106481753540578
rudder_high,p,ALL,23,0.7246705174903879,0.7808007038708029,0.00820357867647059,0.010973638467244605
rudder_high,p,ALL,42,0.7144545368599582,0.7757359556028631,0.0076311595588235285,0.01503947885022054
rudder_high,p,Sep17,17,0.7230919080943418,0.7677291520364984,0.0037422968749999995,0.017773892773892776
rudder_high,p,Sep17,23,0.7317975928973998,0.7728466138796145,0.0024950625,0.005681818181818182
rudder_high,p,Sep17,42,0.7112583393721917,0.7585170919370947,0.0037423703125,0.01432172899564204
rudder_high,p,Sep7,17,0.7145830562772526,0.7841524713578144,0.014414230555555555,0.010846560846560847
rudder_high,p,Sep7,23,0.7183353393508219,0.7878710060851924,0.013277815277777778,0.015677478720956983
rudder_high,p,Sep7,42,0.7172956012935282,0.7910416121946573,0.01108786111111111,0.015677478720956983
rudder_high,q,ALL,17,0.8211175844015721,0.8346890009640294,0.0,0.004318394024276377
rudder_high,q,ALL,23,0.8048302580280288,0.8242741613653362,0.0,0.009641147428871214
rudder_high,q,ALL,42,0.8196271282551738,0.828479652540979,0.0,0.0
rudder_high,q,Sep17,17,0.8571042667456483,0.8717657669353913,0.0,0.002232142857142857
rudder_high,q,Sep17,23,0.8266926599482302,0.8495892565311456,0.0,0.015052655677655678
rudder_high,q,Sep17,42,0.8480367681321944,0.8574124391378063,0.0,0.0
rudder_high,q,Sep7,17,0.7891294223179487,0.8017318756561521,0.0,0.006172839506172839
rudder_high,q,Sep7,23,0.7853970118767386,0.8017718545512833,0.0,0.004830917874396135
rudder_high,q,Sep7,42,0.7943741150311554,0.8027616200104658,0.0,0.0
rudder_high,r,ALL,17,0.6205992630377066,0.7298108125565337,-0.0006155022058823539,0.14152507021752547
rudder_high,r,ALL,23,0.6348126927548975,0.7381322072604103,0.004088274999999999,0.14525616047355178
rudder_high,r,ALL,42,0.622066044795147,0.7309963741521711,-0.0011941448529411763,0.15540138335854448
rudder_high,r,Sep17,17,0.6890893540096391,0.7893432082125942,0.026212217187499998,0.1512923814214575
rudder_high,r,Sep17,23,0.7008789078072397,0.7950027429674033,0.02621221875,0.1551254513211035
rudder_high,r,Sep17,42,0.6845587898632497,0.7871128747250107,0.027444798437499997,0.16272780691938302
rudder_high,r,Sep7,17,0.5597191821737666,0.6768931275289245,-0.024462363888888887,0.1328430158140303
rudder_high,r,Sep7,23,0.5760871682639267,0.6875806199653054,-0.015577452777777778,0.13648345749795024
rudder_high,r,Sep7,42,0.5665169380679447,0.6811150403096471,-0.026650983333333333,0.14888900686002135
rudder_high,vx,ALL,17,0.8824867566468445,0.8951323487568392,0.0,0.04245133869494483
rudder_high,vx,ALL,23,0.8723006957693593,0.8833832807773009,0.0,0.041461519690419946
rudder_high,vx,ALL,42,0.8708068392980152,0.8820645434872951,0.0,0.053725471868054986
rudder_high,vx,Sep17,17,0.868413548664216,0.882850161815369,0.0,0.07294718996485301
rudder_high,vx,Sep17,23,0.8548661091117314,0.8709906736336547,0.0,0.06540904197154197
rudder_high,vx,Sep17,42,0.8643935621131587,0.8780559612204649,0.0,0.06976913209929514
rudder_high,vx,Sep7,17,0.8949962748536253,0.9060498482603683,0.0,0.015343915343915345
rudder_high,vx,Sep7,23,0.8877981061316951,0.8943989315716531,0.0,0.020174833218311476
rudder_high,vx,Sep7,42,0.8765075301289988,0.8856277277244777,0.0,0.03946444055139707
rudder_high,vy,ALL,17,0.8928617221680146,0.906979766820564,0.0,0.04976433298044552
rudder_high,vy,ALL,23,0.9032735428138122,0.9183091106739982,0.0,0.07001197087514223
rudder_high,vy,ALL,42,0.9062530468046651,0.920073639684137,0.0,0.04199386389284088
rudder_high,vy,Sep17,17,0.8872433488387541,0.9067711801355963,0.0,0.08179087425011339
rudder_high,vy,Sep17,23,0.899342157357645,0.9164581159666746,0.0,0.07886034414567024
rudder_high,vy,Sep17,42,0.8955890098995339,0.9130351164200573,0.0,0.0563500560103821
rudder_high,vy,Sep7,17,0.897855831794024,0.9071651772072021,0.0,0.021296296296296296
rudder_high,vy,Sep7,23,0.9067681076637386,0.9199544393027305,0.0,0.06214675019022845
rudder_high,vy,Sep7,42,0.9157321907203373,0.9263301048077636,0.0,0.029232804232804235
rudder_high,vz,ALL,17,0.9264648289451651,0.9346925384353282,0.0,0.0167759177989357
rudder_high,vz,ALL,23,0.9177159305790041,0.930578093952773,0.0,0.024785492640351976
rudder_high,vz,ALL,42,0.9257432033484525,0.93655170563763,0.0,0.022902022086804696
rudder_high,vz,Sep17,17,0.9159060818215375,0.9231281056731626,0.0,0.017073017073017074
rudder_high,vz,Sep17,23,0.9052908227804968,0.9178374727854258,0.0,0.022408581002331004
rudder_high,vz,Sep17,42,0.9184120297812828,0.9275824117368099,0.0,0.02418439527814528
rudder_high,vz,Sep7,17,0.935850381943945,0.9449720342239196,0.0,0.016511829555307816
rudder_high,vz,Sep7,23,0.928760470844344,0.9419030905459704,0.0,0.02689830298525951
rudder_high,vz,Sep7,42,0.9322598020748255,0.9445244113272478,0.0,0.021762134805613065
