group,axis,cohort,seed,zero_lag_correlation,best_correlation,median_alignment_lag_s,bound_fraction
ALL,vx,Sep7,17,0.8172317699455518,0.8262014776458154,0.0,0.015653890206987403
ALL,vx,Sep7,23,0.8118550075799181,0.8208846618940754,0.0,0.01943895452141921
ALL,vx,Sep7,42,0.8192738923704452,0.8277815656177523,0.0,0.015350282283889186
ALL,vy,ALL,17,0.8536493398174264,0.8698785358073843,0.0,0.05377365301945033
ALL,vy,ALL,23,0.8490960532792688,0.8659031812387992,0.0,0.04988888517760109
ALL,vy,ALL,42,0.8566958848502566,0.8720264682777894,0.0,0.04780463390316001
ALL,vy,Sep17,17,0.8619047969564456,0.8802979302441116,0.0,0.07250175480511643
ALL,vy,Sep17,23,0.857146820381453,0.8753892246435847,0.0,0.06169451780489417
ALL,vy,Sep17,42,0.8605407381141367,0.8789375846103161,0.0,0.06169404977757758
ALL,vy,Sep7,17,0.8463111556938538,0.8606168518636266,0.0,0.03712645143219157
ALL,vy,Sep7,23,0.8419398158551051,0.8574711426567677,0.0,0.039394989508896125
ALL,vy,Sep7,42,0.8532782375045854,0.865883253759988,0.0,0.035458486459233295
ALL,vz,ALL,17,0.9511140242649333,0.9529744734237058,0.0,0.0029082180565024123
ALL,vz,ALL,23,0.9459681791184744,0.9493081264627276,0.0,0.003952879510564323
ALL,vz,ALL,42,0.9528509098863566,0.9551968670889356,0.0,0.004267471035277042
ALL,vz,Sep17,17,0.9407053545191496,0.9429083807662251,0.0,0.003831882346613468
ALL,vz,Sep17,23,0.9298687772400651,0.934612401066417,0.0,0.0045885772341538915
ALL,vz,Sep17,42,0.9428526995500386,0.9456218625584645,0.0,0.005784537958245287
ALL,vz,Sep7,17,0.9603661751500745,0.9619221113414665,0.0,0.0020871831319592515
ALL,vz,Sep7,23,0.9602787585659495,0.9623709934816704,0.0,0.0033878148673735955
ALL,vz,Sep7,42,0.9617382079630838,0.9637079822271318,0.0,0.0029189671037497126
common_high,p,ALL,17,0.6897047437050136,0.7638681099265525,0.012921430147058825,0.024651738550953445
common_high,p,ALL,23,0.7015429351194402,0.7671836103339083,0.005884508088235294,0.01492108819102812
common_high,p,ALL,42,0.6803540681585862,0.7629326202945921,0.010587882352941176,0.029323665461252448
common_high,p,Sep17,17,0.7153223549324612,0.7660690684572156,0.008731821875,0.0231216457960644
common_high,p,Sep17,23,0.7273293777723532,0.770049831953456,0.0024948578125,0.007073643410852713
common_high,p,Sep17,42,0.7022871746305316,0.7618493534324812,0.004989674999999999,0.033049490480449785
common_high,p,Sep7,17,0.6669335337250599,0.7619117023437407,0.01664552638888889,0.026011820999743706
common_high,p,Sep7,23,0.6786216527612953,0.7646358577831992,0.008897530555555555,0.021896594662295144
common_high,p,Sep7,42,0.660857973516857,0.7638955241720241,0.015564066666666666,0.026011820999743706
common_high,q,ALL,17,0.8255002594762312,0.8415484155661447,0.0,0.005044459644322845
common_high,q,ALL,23,0.8136647658429185,0.8323204035893096,0.0,0.008787775152344236
common_high,q,ALL,42,0.8248338556563215,0.8355362356869248,0.0,0.003676470588235294
common_high,q,Sep17,17,0.867665369932971,0.8816531619399997,0.0,0.0029069767441860465
common_high,q,Sep17,23,0.8413126732128708,0.8612945927583279,0.0,0.010861522198731502
common_high,q,Sep17,42,0.8558238499347333,0.8658104807487869,0.0,0.0
common_high,q,Sep7,17,0.7880201612924623,0.805899752122718,0.0,0.006944444444444444
common_high,q,Sep7,23,0.7890888481807388,0.8065655687724045,0.0,0.006944444444444444
common_high,q,Sep7,42,0.797287194075511,0.8086257956319365,0.0,0.006944444444444444
common_high,r,ALL,17,0.5454343900067701,0.6840568299836839,-0.0035070933823529433,0.1863645330553378
common_high,r,ALL,23,0.5649011732962891,0.6949134146561183,-0.00411601029411765,0.16837555852863947
common_high,r,ALL,42,0.5511167316519942,0.6845221198802924,-0.0006007264705882342,0.1806879935270169
common_high,r,Sep17,17,0.6071862300051346,0.7430987611741627,0.032527185937499994,0.20550700914073006
common_high,r,Sep17,23,0.6380610589618694,0.7599077575942221,0.026212481249999996,0.18467249064996158
common_high,r,Sep17,42,0.6098619235596314,0.7415605448178932,0.032434103125,0.22457637781038944
common_high,r,Sep7,17,0.49054386556377927,0.631575113369925,-0.03553756388888889,0.16934899875721132
common_high,r,Sep7,23,0.4998701638157732,0.6371406653778039,-0.03107466944444445,0.15388939664301982
common_high,r,Sep7,42,0.49889878328965004,0.6338212977135362,-0.029965019444444446,0.14167609638624132
common_high,vx,ALL,17,0.8398950579693171,0.8543015161763154,0.0,0.04600817195981652
common_high,vx,ALL,23,0.8369075855403169,0.8472157183641094,-0.0005868772058823531,0.03933329845310158
common_high,vx,ALL,42,0.8306900999493225,0.8445447469193156,0.0,0.06231654599732872
common_high,vx,Sep17,17,0.8703638399076563,0.8827889301942138,0.0,0.06519641130832991
common_high,vx,Sep17,23,0.8710644452763353,0.8831194399929082,-0.0012471140625000003,0.05181745808562669
common_high,vx,Sep17,42,0.8752441303142863,0.8891747339049675,0.0,0.071010364796702
common_high,vx,Sep7,17,0.8128116962463487,0.828979370382628,0.0,0.028951959205582394
common_high,vx,Sep7,23,0.8065459324416336,0.8153012991385103,0.0,0.028236267668634813
common_high,vx,Sep7,42,0.7910865174026881,0.8048736473765139,0.0,0.05458870706455247
common_high,vy,ALL,17,0.861747263455413,0.8821222397998675,0.0,0.08014984764560985
common_high,vy,ALL,23,0.864117419438737,0.8870345353607814,-0.0011740316176470588,0.07979071861856016
common_high,vy,ALL,42,0.8702059001802688,0.8891689676502739,0.0,0.07042804748263322
common_high,vy,Sep17,17,0.8569304384382472,0.8759493743866091,0.0,0.10003006723573585
common_high,vy,Sep17,23,0.8641609846194354,0.886662746531419,-0.0024948171874999998,0.08093608722242443
common_high,vy,Sep17,42,0.8527956297105922,0.8752138987712385,0.0,0.08505661476228336
common_high,vy,Sep7,17,0.8660288856928936,0.8876092312783194,0.0,0.06247854134327565
common_high,vy,Sep7,23,0.8640786948336717,0.8873650143202148,0.0,0.07877261319290305
common_high,vy,Sep7,42,0.8856816961533146,0.9015734733205275,0.0,0.05742487656738864
common_high,vz,ALL,17,0.924198963786234,0.932264778413803,0.0,0.018166582872465226
common_high,vz,ALL,23,0.9201860995348313,0.9297564608639021,0.0,0.02170355515943751
common_high,vz,ALL,42,0.9236495606666525,0.9344440703453619,0.0,0.023433822618605226
common_high,vz,Sep17,17,0.9220234404840912,0.9291794192036184,0.0,0.017770655270655272
common_high,vz,Sep17,23,0.9128667743163962,0.9237466763791593,0.0,0.020657091750841752
common_high,vz,Sep17,42,0.9235959304109232,0.9328230948072106,0.0,0.025843571937321938
common_high,vz,Sep7,17,0.9261327622770276,0.9350073199339669,0.0,0.018518518518518517
common_high,vz,Sep7,23,0.9266921663956627,0.9350984915170069,0.0,0.022633744855967076
common_high,vz,Sep7,42,0.9236972320050785,0.9358849374903853,0.0,0.021291823224190373
differential_high,p,ALL,17,0.6931922231158063,0.7638844806161925,0.01291428676470588,0.02193783772989426
differential_high,p,ALL,23,0.7004491259255266,0.7650801906635054,0.008210666911764706,0.017762795454831788
differential_high,p,ALL,42,0.685682589810374,0.7605633516624397,0.011152891911764705,0.023957216556418685
differential_high,p,Sep17,17,0.7162117462741676,0.7691772124388427,0.0099791953125,0.023890632448752582
differential_high,p,Sep17,23,0.7204150926583219,0.7686381247800892,0.0,0.0066194581280788175
differential_high,p,Sep17,42,0.7045816291896381,0.7605551207490515,0.00498983125,0.022747029846421327
differential_high,p,Sep7,17,0.6727304247528184,0.7591798301071703,0.015523256944444444,0.020202020202020204
differential_high,p,Sep7,23,0.6827015999408197,0.7619175825598755,0.015509037499999998,0.02766798418972332
differential_high,p,Sep7,42,0.6688834436954728,0.7605706680298958,0.016631168055555555,0.025032938076416336
differential_high,q,ALL,17,0.8369989791545933,0.8471202797008001,0.0,0.0
differential_high,q,ALL,23,0.8215213230916271,0.8373048619174197,-0.0005870066176470589,0.005695611577964519
differential_high,q,ALL,42,0.8351742925070633,0.8441907561657742,0.0,0.0
differential_high,q,Sep17,17,0.8625926622164325,0.8771538452112961,0.0,0.0
differential_high,q,Sep17,23,0.8343519615417961,0.8571733383694193,-0.0012473890625000002,0.012103174603174602
differential_high,q,Sep17,42,0.8557380729059956,0.8649055915388505,0.0,0.0
differential_high,q,Sep7,17,0.8142490386551806,0.8204237770248035,0.0,0.0
differential_high,q,Sep7,23,0.8101163111359211,0.8196439939600866,0.0,0.0
differential_high,q,Sep7,42,0.8168953765969014,0.8257775691674843,0.0,0.0
differential_high,r,ALL,17,0.5720827753498715,0.6890561754914121,-0.0011665169117647057,0.16799870121264182
differential_high,r,ALL,23,0.5846918071750935,0.6901797698020715,-0.0011798117647058824,0.15528447802391984
differential_high,r,ALL,42,0.5695185762095013,0.6809325398891982,-2.747647058823416e-05,0.16490353499657945
differential_high,r,Sep17,17,0.6480622950281326,0.7533234368608934,0.0312484328125,0.1725080076524492
differential_high,r,Sep17,23,0.6678028273862934,0.7600053081474881,0.022486568749999998,0.13624538339622094
differential_high,r,Sep17,42,0.6435298022410939,0.7466755440852272,0.026181765625000002,0.1654291546058542
differential_high,r,Sep7,17,0.5045454245247506,0.631929720940762,-0.029979805555555555,0.1639904288217019
differential_high,r,Sep7,23,0.510815344765138,0.6281126246061457,-0.022216594444444446,0.17220811769298555
differential_high,r,Sep7,42,0.5037308197369745,0.6224943139371726,-0.023324580555555554,0.16443631756611296
differential_high,vx,ALL,17,0.8168111962345737,0.8323770808625325,0.0,0.04680594344236627
differential_high,vx,ALL,23,0.7916140714049037,0.8060690575158188,0.0,0.03947393985058153
differential_high,vx,ALL,42,0.8016680965910138,0.8161322580025083,0.0,0.05076349848017041
differential_high,vx,Sep17,17,0.8220886951076335,0.8403442380304467,0.0,0.07571582674597462
differential_high,vx,Sep17,23,0.7945072210491979,0.814513407352878,0.0,0.059182160072037714
differential_high,vx,Sep17,42,0.8216536650358117,0.8384404263423938,0.0,0.07630179528244371
differential_high,vx,Sep7,17,0.812120086125187,0.8252951633799419,0.0,0.02110826939471441
differential_high,vx,Sep7,23,0.7890423828321977,0.7985629687717662,0.0,0.02195552187595382
differential_high,vx,Sep7,42,0.7839031468623044,0.796302775033721,0.0,0.02806279021148302
differential_high,vy,ALL,17,0.8731165265146995,0.8931129453247565,0.0,0.0601919865103805
differential_high,vy,ALL,23,0.8825531875435338,0.9016591939234948,0.0,0.06283264915984511
differential_high,vy,ALL,42,0.8800757148077034,0.8977013290339036,0.0005869330882352942,0.05727840614265307
differential_high,vy,Sep17,17,0.8671953532208109,0.8899359465964558,0.0,0.08396946004949996
differential_high,vy,Sep17,23,0.8733642618250861,0.8926868839279684,0.0,0.07012747071390663
differential_high,vy,Sep17,42,0.8668604059684476,0.8888124733695664,0.0,0.07458389547884411
differential_high,vy,Sep7,17,0.8783797916648227,0.895936944194357,0.0,0.03905645447560765
differential_high,vy,Sep7,23,0.8907211215154872,0.9096345805861851,0.0,0.05634836333401267
differential_high,vy,Sep7,42,0.891822655998153,0.9056025340688701,0.001108651388888889,0.041895748954927696
differential_high,vz,ALL,17,0.9357512728346471,0.9420344448240615,0.0,0.014924971454857602
differential_high,vz,ALL,23,0.9298434998475105,0.9378641374427936,0.0,0.016689822742053977
differential_high,vz,ALL,42,0.9355309830633436,0.9430319281234084,0.0,0.015115133726662877
differential_high,vz,Sep17,17,0.9197153004228427,0.9263929825915473,0.0,0.017127496159754223
differential_high,vz,Sep17,23,0.906399611763183,0.9175400908100342,0.0,0.020877805145046523
differential_high,vz,Sep17,42,0.9208729450242918,0.9292501035841285,0.0,0.02143784098734043
differential_high,vz,Sep7,17,0.9500054705340288,0.9559379668085187,0.0,0.012967171717171717
differential_high,vz,Sep7,23,0.9506825114780239,0.9559299566719132,0.0,0.012967171717171717
differential_high,vz,Sep7,42,0.9485603502091675,0.9552824388249905,0.0,0.009494949494949494
drive_high,p,ALL,17,0.738411712112237,0.8024317772071071,0.008115789843749999,0.00453422550880178
drive_high,p,ALL,23,0.7455978469473046,0.8030718995539832,0.005621028906249999,0.0010775862068965517
drive_high,p,ALL,42,0.7272589209305732,0.7993236913374744,0.00811593359375,0.005648980909870202
drive_high,p,Sep17,17,0.7396262293317983,0.786460049871031,0.00498940625,0.0056900726392251815
drive_high,p,Sep17,23,0.7504221661552335,0.7853865111076832,0.0,0.0021551724137931034
drive_high,p,Sep17,42,0.7358110555230629,0.7811771413905236,0.004989467187499999,0.007919583441362026
drive_high,p,Sep7,17,0.7371971948926755,0.8184035045431831,0.0112421734375,0.0033783783783783786
drive_high,p,Sep7,23,0.7407735277393757,0.8207572880002832,0.011242057812499998,0.0
drive_high,p,Sep7,42,0.7187067863380835,0.8174702412844252,0.0112424,0.0033783783783783786
drive_high,q,ALL,17,0.8627480589035526,0.87094698992169,0.0,0.0
drive_high,q,ALL,23,0.8521369829640107,0.8622210277934823,0.0,0.001201923076923077
drive_high,q,ALL,42,0.8713938020406091,0.8761680129381418,0.0,0.0
drive_high,q,Sep17,17,0.8946462908445518,0.9001570288362922,0.0,0.0
drive_high,q,Sep17,23,0.8725615223100132,0.8860280060951323,0.0,0.002403846153846154
drive_high,q,Sep17,42,0.8899819011243886,0.8954686766032456,0.0,0.0
drive_high,q,Sep7,17,0.8308498269625533,0.8417369510070878,0.0,0.0
drive_high,q,Sep7,23,0.8317124436180083,0.8384140494918323,0.0,0.0
drive_high,q,Sep7,42,0.8528057029568298,0.856867349273038,0.0,0.0
drive_high,r,ALL,17,0.5379527838671276,0.7184958426619451,-0.0012698523437500017,0.19024286036417393
drive_high,r,ALL,23,0.5417654042179779,0.7127514593650188,-0.003733663281250003,0.1590435182683329
drive_high,r,ALL,42,0.548983039906147,0.7126612200680134,-0.0019083476562499983,0.12279529062441724
drive_high,r,Sep17,17,0.6199258518123295,0.7638797847549212,0.042429614062499996,0.13216911368012313
drive_high,r,Sep17,23,0.6414498719041419,0.7653761829990251,0.03505280625,0.11683096823096516
drive_high,r,Sep17,42,0.6223371949470267,0.7591446592945029,0.036255734375,0.1442460316046525
drive_high,r,Sep7,17,0.4559797159219257,0.673111900568969,-0.04496931875,0.2483166070482247
drive_high,r,Sep7,23,0.44208093653181385,0.6601267357310127,-0.0425201328125,0.20125606830570067
drive_high,r,Sep7,42,0.4756288848652674,0.6661777808415239,-0.040072429687499994,0.10134454964418199
drive_high,vx,ALL,17,0.8733144495487687,0.8941352178498466,0.0,0.03280506393973813
drive_high,vx,ALL,23,0.8625359731228108,0.872166004844834,0.000623771875,0.03234560960097344
drive_high,vx,ALL,42,0.8538144574094838,0.8619892385002912,0.0,0.020000391024448786
drive_high,vx,Sep17,17,0.885722868019048,0.8958211815437096,0.0,0.030683657291240958
drive_high,vx,Sep17,23,0.8953304966476411,0.904534502760336,0.0,0.029764748613711593
drive_high,vx,Sep17,42,0.8831615481381215,0.8936810873751184,0.0,0.036622403670519194
drive_high,vx,Sep7,17,0.8609060310784893,0.8924492541559836,0.0,0.034926470588235295
drive_high,vx,Sep7,23,0.8297414495979806,0.839797506929332,0.00124754375,0.034926470588235295
drive_high,vx,Sep7,42,0.8244673666808461,0.8302973896254641,0.0,0.0033783783783783786
drive_high,vy,ALL,17,0.8253512552311307,0.8552182873980542,-0.00124719921875,0.07736109828509326
drive_high,vy,ALL,23,0.8343328279275842,0.863842760931453,1.3671874999981147e-07,0.0649752025788666
drive_high,vy,ALL,42,0.8291475980860017,0.8577278030822395,-0.0006236062499999998,0.06136147717655958
drive_high,vy,Sep17,17,0.861287919099968,0.8812843819829651,0.0,0.09488373415819469
drive_high,vy,Sep17,23,0.8684388738673412,0.8875605531872847,0.0,0.06445765400321735
drive_high,vy,Sep17,42,0.8442812776925667,0.8639844095017275,0.0,0.06656096252936262
drive_high,vy,Sep7,17,0.7894145913622935,0.8291521928131432,-0.0024943984375,0.059838462411991825
drive_high,vy,Sep7,23,0.8002267819878272,0.8401249686756211,2.7343749999962294e-07,0.06549275115451586
drive_high,vy,Sep7,42,0.8140139184794367,0.8514711966627515,-0.0012472124999999997,0.05616199182375653
drive_high,vz,ALL,17,0.9497178054971646,0.9511164718728256,0.0,0.0037388392857142854
drive_high,vz,ALL,23,0.9429181397534866,0.9454987461067381,0.0,0.006037253590707538
drive_high,vz,ALL,42,0.9490364368989735,0.9517451283621091,0.0,0.006621044799498746
drive_high,vz,Sep17,17,0.9361550617115948,0.9381763371365548,0.0,0.007477678571428571
drive_high,vz,Sep17,23,0.926058714632057,0.9308391775208172,0.0,0.012074507181415076
drive_high,vz,Sep17,42,0.9392556784211104,0.9433506869046369,0.0,0.013242089598997493
drive_high,vz,Sep7,17,0.9632805492827343,0.9640566066090964,0.0,0.0
drive_high,vz,Sep7,23,0.9597775648749162,0.960158314692659,0.0,0.0
drive_high,vz,Sep7,42,0.9588171953768366,0.9601395698195814,0.0,0.0
high,p,ALL,17,0.6854619877021552,0.7579790492238927,0.010566313235294118,0.028275942236702982
high,p,ALL,23,0.6952426695338917,0.7611599652563106,0.008805144117647058,0.019859514687100892
high,p,ALL,42,0.6766720242845855,0.7554640970640617,0.009986402205882353,0.03324838873164083
high,p,Sep17,17,0.7117959985003225,0.7626693461820787,0.004989640625000001,0.02746576321790612
high,p,Sep17,23,0.7166980796099814,0.762343859714331,0.0024949156249999996,0.006784802043422733
high,p,Sep17,42,0.6979026587495907,0.7542523583360818,0.0037423234375,0.033865545352982376
high,p,Sep7,17,0.6620539781037841,0.7538098963721718,0.015523355555555556,0.028996101364522416
high,p,Sep7,23,0.6761711939107008,0.7601076146269591,0.014414236111111109,0.03148148148148148
high,p,Sep7,42,0.6578003492045809,0.7565411981555994,0.015536694444444443,0.03269980506822612
high,q,ALL,17,0.8336811470859887,0.8471746442207195,0.0,0.0010141987829614604
high,q,ALL,23,0.8200227651281299,0.8387846753188267,0.0,0.006322508064928517
high,q,ALL,42,0.8324732092273378,0.8425257567298895,0.0,0.0
high,q,Sep17,17,0.8623196752813972,0.878223070841919,0.0,0.0021551724137931034
high,q,Sep17,23,0.8355083457808542,0.8598219618573784,0.0,0.013435329637973097
high,q,Sep17,42,0.8554509982467497,0.8660072302993297,0.0,0.0
high,q,Sep7,17,0.8082246775789589,0.8195760427796533,0.0,0.0
high,q,Sep7,23,0.8062578045479304,0.8200848650623365,0.0,0.0
high,q,Sep7,42,0.8120485078767494,0.8216533357792759,0.0,0.0
high,r,ALL,17,0.5866196076819554,0.702584942057391,-0.001202602941176475,0.16847078347578506
high,r,ALL,23,0.60091988616208,0.7075185601867137,-0.0017679433823529407,0.16082504849151313
high,r,ALL,42,0.5814939259639188,0.6946563314481278,-0.0011657713235294106,0.17370969869913436
high,r,Sep17,17,0.658398873026529,0.7645561978052995,0.029986240624999997,0.18577985401416663
high,r,Sep17,23,0.6748059170160188,0.7669477515401985,0.022454603125,0.15176950927785188
high,r,Sep17,42,0.6479980694666361,0.7536146924493289,0.027475479687500002,0.17893341542412405
high,r,Sep7,17,0.5228158162645566,0.6474993813925833,-0.02892601944444445,0.1530849429972237
high,r,Sep7,23,0.5352434142919122,0.6546926123169493,-0.02329909583333333,0.16887441668143421
high,r,Sep7,42,0.5223791317392812,0.6422488994470601,-0.02662466111111111,0.1690663949435879
high,vx,ALL,17,0.8366840489592116,0.8517658552082555,0.0,0.044083760477648726
high,vx,ALL,23,0.8206827456644705,0.8338084516093673,0.0,0.038256932501967204
high,vx,ALL,42,0.8233082974040651,0.8382370799263585,0.0,0.054203251327590594
high,vx,Sep17,17,0.8449773031924046,0.8613346720354738,0.0,0.07058771323722576
high,vx,Sep17,23,0.8257117134259607,0.841827152069584,0.0,0.05162675642048148
high,vx,Sep17,42,0.8448084191220468,0.8606326579770486,0.0,0.06767808796533523
high,vx,Sep7,17,0.8293122674185955,0.8432602402507282,0.0,0.02052469135802469
high,vx,Sep7,23,0.8162125520987016,0.8266807178669526,0.0,0.02637264457439896
high,vx,Sep7,42,0.8041970780991925,0.8183298994368563,0.0,0.04222561876070648
high,vy,ALL,17,0.8709404701489665,0.8932535746584513,0.0005869698529411764,0.06471702068515714
high,vy,ALL,23,0.8771673792719381,0.9001974592854838,0.0,0.07996930526224594
high,vy,ALL,42,0.8770616602310132,0.898466501633712,0.001173902205882353,0.06541300969736448
high,vy,Sep17,17,0.868344279839405,0.8910575955400244,0.0,0.08630839117818115
high,vy,Sep17,23,0.8739375586127863,0.8939843290530018,0.0,0.07421441217243743
high,vy,Sep17,42,0.8667282976748346,0.8892692029452725,0.0,0.06648054964730356
high,vy,Sep7,17,0.8732481948685765,0.8952055560970531,0.001108720833333333,0.04552469135802469
high,vy,Sep7,23,0.880038330968962,0.9057202417143565,0.0,0.08508476578652018
high,vy,Sep7,42,0.8862468713920608,0.9066418782456585,0.0022173708333333335,0.06446408529741864
high,vz,ALL,17,0.9305857350655117,0.9384970008756617,0.0,0.01710519975532812
high,vz,ALL,23,0.9251566060985128,0.934819173753643,0.0,0.018887730949624017
high,vz,ALL,42,0.9284159331515024,0.9388141596394379,0.0,0.020072251678736778
high,vz,Sep17,17,0.9224978642261239,0.9297265384541802,0.0,0.015909786853809622
high,vz,Sep17,23,0.9100249037181205,0.9214010315568347,0.0,0.019697665641688414
high,vz,Sep17,42,0.9219898614249876,0.9312343510165155,0.0,0.02372992370620454
high,vz,Sep7,17,0.9377749535894121,0.9462929674725342,0.0,0.01816778900112233
high,vz,Sep7,23,0.9386070082144171,0.9467464112619172,0.0,0.01816778900112233
high,vz,Sep7,42,0.9341279969084044,0.9455517673042579,0.0,0.016820987654320985
low,p,ALL,17,0.7249811633725456,0.789892595826207,0.012326863235294118,0.0035127291009643953
low,p,ALL,23,0.7349071780553207,0.7893951208474143,0.007044033823529411,0.003960908372673079
low,p,ALL,42,0.7193379672011324,0.7909681371573395,0.012914202205882352,0.00610171506755947
low,p,Sep17,17,0.7309146941071408,0.7896590202983116,0.011226551562500001,0.005
low,p,Sep17,23,0.7436420274290562,0.7854495069187132,0.0024946749999999996,0.005952380952380952
low,p,Sep17,42,0.7360865246339898,0.7927603958255998,0.012473931249999999,0.005952380952380952
low,p,Sep7,17,0.7197069138306831,0.7901002185176694,0.013304918055555556,0.0021907105240438576
low,p,Sep7,23,0.7271428675008891,0.792902333228482,0.011087908333333334,0.0021907105240438576
low,p,Sep7,42,0.7044503605941481,0.789375018341108,0.013305554166666666,0.006234456503273708
low,q,ALL,17,0.8942926268855392,0.8971013908106152,0.0,0.0006464124111182936
low,q,ALL,23,0.8846041152039399,0.8917070662812765,0.0,0.0
low,q,ALL,42,0.8949751314100237,0.8970067500704357,0.0,0.0
low,q,Sep17,17,0.9335733812618694,0.9353999596165956,0.0,0.0
low,q,Sep17,23,0.9159515792498446,0.9255463609564258,0.0,0.0
low,q,Sep17,42,0.9316050988844293,0.9327713585749347,0.0,0.0
low,q,Sep7,17,0.8593764007732456,0.8630582185386326,0.0,0.001221001221001221
low,q,Sep7,23,0.8567397027186913,0.8616276932366992,0.0,0.0
low,q,Sep7,42,0.8624151603216632,0.8652159869553254,0.0,0.0
low,r,ALL,17,0.487597698912573,0.6727409084707041,-0.008884844117647055,0.1860749908592022
low,r,ALL,23,0.4926904707865341,0.6761143508472502,-0.008238759558823527,0.1861639958147068
low,r,ALL,42,0.4977934849414635,0.6733098579689011,-0.008260324264705882,0.18014000424888407
low,r,Sep17,17,0.5595503590270351,0.700230330954026,0.033712690625,0.1390900552598535
low,r,Sep17,23,0.5499855699554821,0.6985220900676962,0.0324967125,0.1374714253517499
low,r,Sep17,42,0.5487759352930088,0.6917887526220573,0.032466225,0.1454582407675714
low,r,Sep7,17,0.423639778810829,0.6483058662633068,-0.04674931944444444,0.22783937805862328
low,r,Sep7,23,0.44176149374746915,0.6561963604290759,-0.04444806805555555,0.2294462806706685
low,r,Sep7,42,0.4524757512956455,0.6568841738327623,-0.04446170138888889,0.21096823845449533
low,vx,ALL,17,0.8085613710037505,0.8198796575832299,0.0,0.014968004321325208
low,vx,ALL,23,0.7935664523937936,0.8060511220708965,0.0,0.022618555247311777
low,vx,ALL,42,0.8092716014201118,0.818708611819301,0.0,0.01201075963884313
low,vx,Sep17,17,0.824600645274796,0.8363129824384001,0.0,0.008676470588235294
low,vx,Sep17,23,0.8071687360474056,0.818683084786521,0.0,0.017531328320802005
low,vx,Sep17,42,0.82589393808836,0.8333493102869752,0.0,0.005952380952380952
low,vx,Sep7,17,0.7943042383183765,0.8052722577119675,0.0,0.020560478750738458
low,vx,Sep7,23,0.7814755335905831,0.7948227107681191,0.0,0.027140534737542684
low,vx,Sep7,42,0.7944961910483356,0.8056946576258127,0.0,0.017395985137920622
