group,interval,axis,cohort,waveform_rmse_mean,waveform_rmse_std,true_amplitude_mean,true_amplitude_std,pred_amplitude_mean,pred_amplitude_std,mean_change_bias_mean,mean_change_bias_std,direction_agreement_mean,direction_agreement_std,amplitude_ratio
ALL,late,vx,Sep7,0.15228988081193381,0.0015980133383263636,0.5563762102136528,0.0,0.5668037495805203,0.005352625119726079,0.011048772139864176,0.0021201975396153133,0.9443586151533941,0.003425045903183897,1.0187418857518427
ALL,late,vy,ALL,0.1559558160220703,0.004584426835372789,0.6280036987248162,0.0,0.6357897343192839,0.00816271563747278,-0.002176358259209669,0.0006151360604437955,0.9771603477673579,0.0030150146434411835,1.0123980728302675
ALL,late,vy,Sep17,0.15791561616923772,0.007728737801759579,0.6740974111972365,0.0,0.6861548392428124,0.008643224971474522,-0.008129523816211818,0.0025114643969097405,0.9838853931776222,0.0038863443825450815,1.0178867739963
ALL,late,vy,Sep7,0.15421377144681034,0.0017938447659738104,0.5870315098604425,0.0,0.5910207521650364,0.008015366513590298,0.0031153444581255734,0.0012526927442715657,0.9711825296249006,0.004573628534026796,1.0067956186977804
ALL,late,vz,ALL,0.2085776104054172,0.0021505384020120088,0.7253524219678341,0.0,0.715408078019041,0.008379209094576245,-0.0019410377328311888,0.013958257032260142,0.9861007298597078,0.0008895826541220423,0.9862903277805088
ALL,late,vz,Sep17,0.241214761608561,0.003977465343674591,0.7606162057049112,0.0,0.7323310525137442,0.009225726815290167,-0.02191392109128268,0.029834182922596385,0.9789962695029285,0.0011992660478916252,0.9628128444029754
ALL,late,vz,Sep7,0.17956680933595606,0.0019938511734750534,0.6940068364237654,0.0,0.7003654340237492,0.009225889189187752,0.015812636363570134,0.00937730769851283,0.9924158057324002,0.0008332619826544989,1.0091621541262472
ALL,middle,p,ALL,0.5016539451306726,0.003062471915937261,0.8299131429136913,0.0,0.6945444683405229,0.002806027542629074,-0.03183408270814473,0.015442490757423585,0.9648943854455766,0.004649039001384604,0.8368881421760465
ALL,middle,p,Sep17,0.46913477954813715,0.00496677719475474,0.7712093547407394,0.0,0.6512457366772169,0.0005183867197585049,-0.042781748646750474,0.01821303088882181,0.9585480352741912,0.007431552648381441,0.8444474028665651
ALL,middle,p,Sep7,0.5305598700929264,0.0026070065113300445,0.8820942879563153,0.0,0.733032229819017,0.0055881236965685315,-0.02210282409605073,0.013051256965184551,0.9705355855979191,0.0023982479378854516,0.8310134640111393
ALL,middle,q,ALL,0.22258337150892263,0.005966250888979463,0.7065156054403517,0.0,0.6722287477316563,0.005760171968868599,0.007973235169536,0.011853380647236013,0.9972621890488004,0.0005020512008252154,0.9514704877787867
ALL,middle,q,Sep17,0.231830493741203,0.010298428599456214,0.7884965011014463,0.0,0.727778660910643,0.006879629648021747,0.024977683419792368,0.01802326619441081,0.9959908468104223,0.0006808375815915156,0.9229954221661264
ALL,middle,q,Sep7,0.21436370730245125,0.003086360845795177,0.6336436981860456,0.0,0.6228510471281127,0.004836908026252529,-0.007141829941802992,0.006817899993321241,0.9983922710384698,0.0014893977329917963,0.9829673188752142
ALL,middle,r,ALL,0.14215941900123594,0.0013618457663232613,0.20464186495742265,0.0,0.17528537671220412,0.0016260217040771857,0.005078004706237822,0.004780780383365113,0.8908532200670248,0.0024757904430614307,0.8565470059055298
ALL,middle,r,Sep17,0.14954354188314536,0.0009239325531486558,0.2434559634759164,0.0,0.2009156459909113,0.0008084587285051237,-0.005827167381909176,0.009592389482189389,0.905562019132183,0.002243342037896516,0.8252648369025746
ALL,middle,r,Sep7,0.13559575421731648,0.002928940510938268,0.17014044405209486,0.0,0.15250291513113107,0.002420462081962615,0.014771491006812932,0.0005932308619819487,0.877778732009106,0.006303860043399176,0.89633547144403
ALL,middle,vx,ALL,0.09600167061395097,0.00119658591091116,0.33143984446338354,0.0,0.33489994520089894,0.004147770785235733,0.013003335400948229,0.0022628075622029334,0.9770269655354729,0.0020513651512461878,1.0104396040346852
ALL,middle,vx,Sep17,0.11014510566671039,0.0014715418633556103,0.35756357213105394,0.0,0.3586818296525503,0.0061730258271263045,0.020048870748075882,0.0029550315957669587,0.9818799913970869,0.0017140714550018979,1.0031274369333307
ALL,middle,vx,Sep7,0.08342972834483149,0.0010361057165673682,0.3082187532032321,0.0,0.31376049235498665,0.002857766795534717,0.006740637314612535,0.0018197661775693683,0.9727131647695936,0.0023946956457440724,1.0179798895886794
ALL,middle,vy,ALL,0.09826269701936946,0.0024812304785813695,0.3518432883624753,0.0,0.34837378255882195,0.0046304686470388596,4.292799526865099e-05,0.00035077125267995025,0.9931213577235877,0.0008478779713735294,0.9901390592959699
ALL,middle,vy,Sep17,0.1059348698953556,0.003643341505160368,0.3803307463583619,0.0,0.3751447204301764,0.005865788177879046,-0.0013772223636312486,0.0016121509717888392,0.993062674843692,0.003329690367399958,0.9863644315432257
ALL,middle,vy,Sep7,0.09144298779627065,0.0014499093899950862,0.3265211034772426,0.0,0.32457739333984026,0.00392821099506976,0.0013052838698463392,0.0012465523498037647,0.9931735202834947,0.0015817197784962459,0.99404721435551
ALL,middle,vz,ALL,0.14796105457353168,0.002143693089630649,0.6055038277812613,0.0,0.6080042546930423,0.005701734146408113,0.013181316447293326,0.007632620091011177,0.9935621880993942,0.0009613191941703232,1.004129498108944
ALL,middle,vz,Sep17,0.17239269884145458,0.0020463024134166666,0.6242276057207019,0.0,0.6148299400970303,0.00491669312409065,0.005099723806713837,0.017522082114791216,0.9913654109001552,0.0019514582944583467,0.9849451297290488
ALL,middle,vz,Sep7,0.12624403744648904,0.0038227255929390073,0.5888604696128696,0.0,0.6019369787783863,0.007334496909859075,0.02036495435003065,0.007054464306707832,0.9955148789431622,0.0008575513382038558,1.0222064645876354
common_high,early,p,ALL,0.49517708813693506,0.00577319627135304,0.7919128820839921,0.0,0.641782752286621,0.004853258780960433,-0.02762356415765491,0.008262301988433005,0.9538039028320359,0.0038947619102219656,0.8104209021044211
common_high,early,p,Sep17,0.4558934998475988,0.00904229146259551,0.7354288592734498,0.0,0.6184482694417971,0.004028421485569853,-0.05849522212767858,0.013728037279756994,0.9639792091966005,0.0025388037244412002,0.8409355461693181
common_high,early,p,Sep7,0.5300958332830118,0.0028813378473318773,0.8421209023600298,0.0,0.6625245148153532,0.005612038970642653,-0.00018209040652275953,0.009477000795092434,0.9447591860635338,0.0051152396834247965,0.7867332504853393
common_high,early,q,ALL,0.2576992915203918,0.0021803793711220546,0.7657040379695613,0.0,0.6965030394721957,0.005035565454631564,0.00820977961534263,0.013803453778080382,0.98502658605963,0.003436739947514471,0.9096243521441159
common_high,early,q,Sep17,0.27698140102788044,0.004859028178071506,0.8158734575875287,0.0,0.7325875934430517,0.010232702290140894,0.015941039703636303,0.018705496190362433,0.9723481620433803,0.0037647966819503633,0.8979181595259312
common_high,early,q,Sep7,0.24055963862484628,0.0016382214838879484,0.7211089983091458,0.0,0.6644278803869904,0.000611640391343326,0.0013375484257482553,0.011612752668782209,0.9962962962962963,0.0032075014954980057,0.9213972949234289
common_high,early,r,ALL,0.12993507620091005,0.001967069285205669,0.1483276824174236,0.0,0.10180467808134093,0.0011543365510422855,0.007113036731098016,0.002276931723419507,0.7866715824965689,0.017096289441915095,0.6863498196839772
common_high,early,r,Sep17,0.12744262925047908,0.0025698089238259713,0.1550102298969482,0.0,0.10729198889919749,0.003246899585151073,0.00515547589560019,0.0032666272552803874,0.7842265860357965,0.02513256868748089,0.6921606978489476
common_high,early,r,Sep7,0.13215058460129314,0.0015561627220200761,0.14238764021340178,0.0,0.09692706846546845,0.0009269210057715981,0.008853090807096084,0.0017861872196296695,0.788844912683922,0.012672402950175566,0.6807267001559978
common_high,early,vx,ALL,0.07245051839508643,0.0015643146313954449,0.18461357463663788,0.0,0.16657045854417196,0.0030890663180491236,0.003604684756491777,0.0006980040444699096,0.9842477543602111,0.0028301483783805324,0.902265496305031
common_high,early,vx,Sep17,0.07258449451029297,0.00242520477476016,0.189232111959496,0.0,0.1861582518956653,0.004963424302999827,0.0032662766872263195,0.0008876143340576713,0.9778901143790849,0.006014065304058637,0.9837561393148292
common_high,early,vx,Sep7,0.07233142851490283,0.0014645576120046499,0.1805082081274307,0.0,0.1491590866761779,0.0018933144715823193,0.0039054919291721837,0.0006789843506186789,0.98989898989899,0.0,0.826328554382847
common_high,early,vy,ALL,0.08471486041042788,0.0028833628878599297,0.18458140464705952,0.0,0.16181355682234747,0.004476770301028222,0.008123349184921047,0.0005379126093502763,0.984848484848485,0.0029951475130430825,0.8766514543095674
common_high,early,vy,Sep17,0.06704571334816616,0.003665761495724306,0.15900210300098647,0.0,0.16145598313833917,0.006324023900260759,0.007502081765288475,0.0011321286520860033,0.9858585858585859,0.004811252243246865,1.0154330042876067
common_high,early,vy,Sep7,0.10042076891021608,0.002730312002374685,0.20731856166579118,0.0,0.16213140009702154,0.0041905598376226144,0.008675586891261114,0.00185959332783328,0.9839506172839506,0.006415002990995947,0.7820399620482906
common_high,early,vz,ALL,0.09977000549837889,0.003766736374595076,0.5749311964995252,0.0,0.5837920904559849,0.0049976674952576265,0.010489115063981445,0.0003445153043422539,0.9976470588235294,0.0,1.0154120945435026
common_high,early,vz,Sep17,0.1078575413609772,0.005779898796047424,0.5883796050533245,0.0,0.5950071853736284,0.005306397263838014,0.003515932465417249,0.0052845454523358275,0.995,0.0,1.0112641231330635
common_high,early,vz,Sep7,0.09258108473162485,0.0024034416154475233,0.5629770555628146,0.0,0.5738231171958574,0.0048695932559803794,0.016687499596038508,0.004572113171420378,1.0,0.0,1.0192655482596886
common_high,extended,p,ALL,0.5422996650012851,0.002269014179378019,0.909445629433873,0.0,0.7504298794425073,0.0032587389492140647,-0.03342199344063619,0.006399488325311979,0.995514545687556,0.0009988758982520112,0.8251508997955683
common_high,extended,p,Sep17,0.5058887043765755,0.004089133010002603,0.85847903860338,0.0,0.7343572255454949,0.001181378037334053,-0.066488652200558,0.006260140236053026,0.9904684095860566,0.0021226112837853814,0.8554166060247513
common_high,extended,p,Sep7,0.5746649633343602,0.0006596830600675495,0.9547492657276445,0.0,0.7647166829065183,0.005759612007697335,-0.0040294078762612585,0.0068956223595097255,1.0,0.0,0.8009607447288305
common_high,extended,q,ALL,0.30554391674058934,0.013892041689101629,0.7459543173079832,0.0,0.6984635957367741,0.00421775628149792,0.011007481181959385,0.003584702497699038,0.9987745098039215,0.0021226112837853814,0.9363356167136417
common_high,extended,q,Sep17,0.3205293351118119,0.01937247380840391,0.8234651779819312,0.0,0.7601621460226439,0.004636322136100048,0.020468230048643978,0.003804257030787933,1.0,0.0,0.9231260365927989
common_high,extended,q,Sep7,0.29222354485505814,0.012232478651775356,0.677055774486696,0.0,0.643620439927112,0.0047723244747361155,0.0025979266337953005,0.0038350787350002885,0.9976851851851851,0.004009376869372403,0.9506165727854066
common_high,extended,r,ALL,0.17840733220880242,0.003406185169941448,0.3213539742198077,0.0,0.26665058777294887,0.0016476284529236005,-0.027149828783704425,0.01256935728401739,0.9144588708873833,0.01008016795909715,0.8297721801024267
common_high,extended,r,Sep17,0.196356664968642,0.004621283083374102,0.37198416144228225,0.0,0.31059418067469213,0.0057860092364393385,-0.045760805205008616,0.018001825761703484,0.8985671152518978,0.029337918064634864,0.834966143371361
common_high,extended,r,Sep7,0.1624523697556117,0.002345836388484594,0.27634936335538596,0.0,0.22758961630473262,0.0035970843311382158,-0.010606738631434033,0.007831109188319366,0.9285848758967038,0.00703796027026736,0.8235575922498212
common_high,extended,vx,ALL,0.3657331671331328,0.014494713698547579,1.1787315689822149,0.0,1.2295220797125113,0.018603536098964903,0.02241558491575277,0.01011139476077879,0.9338600668047471,0.006132325720542157,1.0430891239929647
common_high,extended,vx,Sep17,0.38221360540835697,0.035417829589476715,1.3561004070726057,0.0,1.4214974354163303,0.02708415397952659,0.022725901182090103,0.020945581597841788,0.9408496802904698,0.012658324058637045,1.0482243261654174
common_high,extended,vx,Sep7,0.351083888666267,0.006271578506544975,1.0210703795685343,0.0,1.0588773190868943,0.011141962004350157,0.022139748234564036,0.0012671514771045752,0.9276470770396602,0.0024650968418438745,1.0370267713909553
common_high,extended,vy,ALL,0.44496258023263197,0.007507554113671119,1.2771349289119844,0.0,1.280767208488789,0.030993240444372978,-0.015104303366887215,0.0013894805707398304,0.9545133366828854,0.006889178789927321,1.0028440844382034
common_high,extended,vy,Sep17,0.43143564618224167,0.01701223124509063,1.2892749587529075,0.0,1.372249203405964,0.01972099318825087,-0.007091512785804974,0.0023463074237129416,0.9638976957690163,0.0039896348637072955,1.064357291739627
common_high,extended,vy,Sep7,0.45698652161075665,0.017200177515662593,1.2663437912756086,0.0,1.199449879673523,0.042383743033428914,-0.022226783883404762,0.004267681235644812,0.9461716841618802,0.009581273095818313,0.9471755521186689
common_high,extended,vz,ALL,0.35047385668080827,0.008626925244063282,0.9701942746131499,0.0,0.9187309376467651,0.01830057541522743,-0.01895236829551173,0.014149715142598846,0.957827028557066,0.010503630090182783,0.9469556373264467
common_high,extended,vz,Sep17,0.3746862131599813,0.00996620139976006,1.1505045294614575,0.0,1.0741391796442243,0.025522290768493563,-0.08058480095453041,0.035515793543485316,0.9490527931041227,0.014818840958204344,0.9336244683426155
common_high,extended,vz,Sep7,0.3289517620326544,0.013907104817251197,0.8099184925257653,0.0,0.7805902780934678,0.012215240669780476,0.03583201629028266,0.005155029456855555,0.9656263489596822,0.00791769028476169,0.9637886840429631
common_high,late,p,ALL,0.5344186442181956,0.004683392645862824,0.9114593146314481,0.0,0.7699113326422489,0.005986461462267403,-0.04054939074106664,0.006898004992502492,0.9796120291874016,0.0033475174001199592,0.8447018098153567
common_high,late,p,Sep17,0.5080600264512862,0.004437917076879528,0.8663207973983589,0.0,0.7584334521782093,0.004357690142946981,-0.04742845501927057,0.008221536263066894,0.9856207651044607,0.005558757849715918,0.8754649022115766
common_high,late,p,Sep7,0.5578485266776707,0.005005564461599694,0.9515824410608609,0.0,0.7801138930547283,0.0074389167956035035,-0.03443466693821871,0.005746478158235461,0.9742709305944599,0.004009376869372403,0.8198069440888666
common_high,late,q,ALL,0.2952672367404035,0.008275212760334098,0.7904199187686439,0.0,0.7307403500578169,0.006126345609659069,0.018448859139581514,0.006659001912810678,0.9833763565221366,0.0024964287594344005,0.9244963755420045
common_high,late,q,Sep17,0.3002359173137147,0.01323298873064518,0.8793623652778398,0.0,0.7828335739804423,0.00715214522506005,0.022795995849704615,0.008099884982160004,0.988965744400527,0.0031377732021174894,0.8902286530457797
common_high,late,q,Sep7,0.29085063178634923,0.007651042084952833,0.7113599663160254,0.0,0.6844352621265942,0.005609087780900689,0.01458473761947209,0.005834610327212685,0.9784080117413451,0.0021430739024495223,0.9621503803076406
common_high,late,r,ALL,0.16669267665324625,0.0006898755292231072,0.3042892680248324,0.0,0.26325243379693425,0.0029178869151460533,-0.011342156390847595,0.011433248193859982,0.9039969283092422,0.005800029032428572,0.8651387395478265
common_high,late,r,Sep17,0.1830140704241601,0.002947783367796312,0.3649477604398583,0.0,0.30758369224150073,0.0027323309703894557,-0.013995063342780447,0.013966289977693197,0.8958474384693896,0.008210213816696121,0.8428156727713063
common_high,late,r,Sep7,0.15218477107910058,0.0031009600805629945,0.250370608100365,0.0,0.22384687073509743,0.0031300022823911922,-0.00898401687801839,0.00920984186585408,0.9112409192779998,0.0039051277976131387,0.8940620963198879
common_high,late,vx,ALL,0.23088991668858241,0.005541212383551279,0.7005598668873619,0.0,0.7066171889457009,0.013017097661435887,0.018164319049191135,0.006053159755166006,0.9460462714204961,0.0028270367753128064,1.0086464017490069
common_high,late,vx,Sep17,0.2451475142845342,0.011403030996020089,0.8109986169406168,0.0,0.8389932277763564,0.02506660433827486,0.01926442207170796,0.011784633590113548,0.9512560452577944,0.006629345010468425,1.034518691217188
common_high,late,vx,Sep7,0.21821649660329187,0.0035869105414610258,0.6023920890622465,0.0,0.5889495988740071,0.0024233792944609654,0.01718644969584285,0.0012555927908320236,0.9414153613428975,0.011200172238413672,0.977684816198092
common_high,late,vy,ALL,0.23737969762814515,0.007333462886304342,0.7492669210612485,0.0,0.724191433905593,0.015564469982362045,0.00555384901414846,0.0014502370247707263,0.9783912099259249,0.0077701627464670745,0.9665333054872636
common_high,late,vy,Sep17,0.2308110198931668,0.02013271802702309,0.7508700008019304,0.0,0.7698986881386638,0.017584050201883795,-0.0021082106079141336,0.002185347625660764,0.9864770962732919,0.0084549535712007,1.0253421861526106
common_high,late,vy,Sep7,0.24321852228145924,0.0046069021118773,0.7478419612917534,0.0,0.6835627634761968,0.017348247991928564,0.012364568678204098,0.003154926411113813,0.9712037553949319,0.007300996248414252,0.9140470832841118
common_high,late,vz,ALL,0.2871662378063135,0.0020077034697117873,0.8748282408365702,0.0,0.8413363542454055,0.012018491326893812,0.013469012210387883,0.011399980088496898,0.9758914519214027,0.0034910958019255655,0.9617160431867889
common_high,late,vz,Sep17,0.31181385632055875,0.0025157468248862276,0.9860604247175003,0.0,0.907026948958589,0.01723847918680148,-0.017692768398338776,0.02818947717550281,0.9747557471264368,0.0034267467287623816,0.919849256924033
common_high,late,vz,Sep7,0.2652572435714289,0.002617005189149229,0.7759551884979655,0.0,0.7829447145003536,0.0077596056621409065,0.04116837275147824,0.01230997684519819,0.9769009672947054,0.003674798859420886,1.0090076412993874
