group,step,metric,cohort,seed,autonomous,local100ms,local_gain_pct
common_high,25,body_rate_rmse_rad_s,Sep7,23,0.6688326162568529,0.6401873584894706,4.282873931552041
common_high,25,body_rate_rmse_rad_s,Sep7,42,0.6817514309435588,0.6430335455591932,5.679179188634662
common_high,25,position_rmse_m,ALL,17,0.21813108050326155,0.03264689222619105,85.03336060552687
common_high,25,position_rmse_m,ALL,23,0.22292863526369733,0.03261357276858497,85.37039769251399
common_high,25,position_rmse_m,ALL,42,0.21852551131109,0.032357126942089295,85.1929750682399
common_high,25,position_rmse_m,Sep17,17,0.15950109519268257,0.0199426598612632,87.4968508290355
common_high,25,position_rmse_m,Sep17,23,0.17036283003545835,0.02048623667573126,87.97493756621243
common_high,25,position_rmse_m,Sep17,42,0.16407236150332608,0.019710559269329055,87.98666692626992
common_high,25,position_rmse_m,Sep7,17,0.27024662300155394,0.04393954321723802,83.74094642544881
common_high,25,position_rmse_m,Sep7,23,0.2696537954665764,0.04339342707334382,83.90772620193938
common_high,25,position_rmse_m,Sep7,42,0.2669283111402134,0.043598520428987285,83.6665806475336
common_high,25,velocity_rmse_m_s,ALL,17,0.5229587160046203,0.21109114230802753,59.635218641969715
common_high,25,velocity_rmse_m_s,ALL,23,0.5340571701019194,0.2142524067905056,59.88212146845296
common_high,25,velocity_rmse_m_s,ALL,42,0.5309714247680943,0.2141888364278798,59.660948511225754
common_high,25,velocity_rmse_m_s,Sep17,17,0.4793149697356567,0.15580007235959784,67.49526257326745
common_high,25,velocity_rmse_m_s,Sep17,23,0.5244819720052754,0.17333653161081009,66.95090758828474
common_high,25,velocity_rmse_m_s,Sep17,42,0.5146713432401624,0.17041243606799378,66.88907624132595
common_high,25,velocity_rmse_m_s,Sep7,17,0.5617531571325878,0.2602387600399651,53.67382332689903
common_high,25,velocity_rmse_m_s,Sep7,23,0.5425684572989363,0.25062207361690164,53.80821161912521
common_high,25,velocity_rmse_m_s,Sep7,42,0.545460386126256,0.25310119230333405,53.59861160572905
common_high,30,attitude_error_deg,ALL,17,5.647256963273826,1.5648607216246264,72.28989699244276
common_high,30,attitude_error_deg,ALL,23,5.553653628316065,1.592802184256288,71.31974208590957
common_high,30,attitude_error_deg,ALL,42,5.6313751837265205,1.573860955153603,72.05192508391686
common_high,30,attitude_error_deg,Sep17,17,6.1139101989908555,1.561258511505681,74.46382984553195
common_high,30,attitude_error_deg,Sep17,23,6.101994004932734,1.5873326980048637,73.98665589114485
common_high,30,attitude_error_deg,Sep17,42,6.198731133935969,1.6024992059892245,74.14794784022685
common_high,30,attitude_error_deg,Sep7,17,5.232454087080911,1.5680626861748004,70.03198384394055
common_high,30,attitude_error_deg,Sep7,23,5.066239960212359,1.59766394981311,68.46450301682628
common_high,30,attitude_error_deg,Sep7,42,5.1270587835403445,1.5484047321886059,69.79935675480205
common_high,30,body_rate_rmse_rad_s,ALL,17,0.6297483887273368,0.5816915837872202,7.631112012407846
common_high,30,body_rate_rmse_rad_s,ALL,23,0.6334888175944698,0.5698309817500604,10.048770250773426
common_high,30,body_rate_rmse_rad_s,ALL,42,0.6340951489281214,0.5762608173520701,9.120765499281104
common_high,30,body_rate_rmse_rad_s,Sep17,17,0.6121431579999508,0.550321584143223,10.099201967513094
common_high,30,body_rate_rmse_rad_s,Sep17,23,0.6127773394002429,0.5395153100130342,11.955734110356314
common_high,30,body_rate_rmse_rad_s,Sep17,42,0.6127383857058571,0.5473482497296105,10.671787095714443
common_high,30,body_rate_rmse_rad_s,Sep7,17,0.6453974827072356,0.6095760279152177,5.550293540309206
common_high,30,body_rate_rmse_rad_s,Sep7,23,0.6518990204337827,0.596778245516306,8.455416128835193
common_high,30,body_rate_rmse_rad_s,Sep7,42,0.6530789384590228,0.6019608774609232,7.827240780221082
common_high,30,position_rmse_m,ALL,17,0.27214990870660255,0.028465601564532438,89.54046991975278
common_high,30,position_rmse_m,ALL,23,0.27811182443629745,0.028661176597698186,89.69436964581017
common_high,30,position_rmse_m,ALL,42,0.27272700124741034,0.028583496575837565,89.5193741561704
common_high,30,position_rmse_m,Sep17,17,0.20220593798037872,0.02019285719536603,90.01371700700231
common_high,30,position_rmse_m,Sep17,23,0.2192917591775012,0.020478082943631567,90.66171796859179
common_high,30,position_rmse_m,Sep17,42,0.21008504309386927,0.020302533296378444,90.33604058747441
common_high,30,position_rmse_m,Sep7,17,0.3343223271299125,0.035819152114902574,89.28604247810713
common_high,30,position_rmse_m,Sep7,23,0.3303963268885608,0.03593503762353518,89.12365704487517
common_high,30,position_rmse_m,Sep7,42,0.32840874182833585,0.03594435282424568,89.05499511854215
common_high,30,velocity_rmse_m_s,ALL,17,0.5615336087734429,0.15342212288014573,72.67801597570171
common_high,30,velocity_rmse_m_s,ALL,23,0.5734245620153222,0.15745028063896047,72.54211084268948
common_high,30,velocity_rmse_m_s,ALL,42,0.569153392906988,0.16202894794346412,71.53158534013286
common_high,30,velocity_rmse_m_s,Sep17,17,0.5138784552687335,0.16775960102341095,67.35422563382603
common_high,30,velocity_rmse_m_s,Sep17,23,0.5723674905555906,0.1722286770364188,69.90942359964603
common_high,30,velocity_rmse_m_s,Sep17,42,0.5613349680049209,0.17340671846890818,69.10815674191385
common_high,30,velocity_rmse_m_s,Sep7,17,0.6038937452220736,0.14067769786390996,76.70489237934106
common_high,30,velocity_rmse_m_s,Sep7,23,0.5743641810906394,0.14431392828566417,74.87414204492494
common_high,30,velocity_rmse_m_s,Sep7,42,0.5761031039310475,0.15191537414306938,73.63052323334612
common_high,35,attitude_error_deg,ALL,17,6.099524185948676,1.522491153175247,75.03918163514176
common_high,35,attitude_error_deg,ALL,23,6.002454600966643,1.5081098227241405,74.87511488248036
common_high,35,attitude_error_deg,ALL,42,6.073644302639501,1.5067330221299913,75.19227424175646
common_high,35,attitude_error_deg,Sep17,17,6.708164060288065,1.565900248257388,76.65679857880303
common_high,35,attitude_error_deg,Sep17,23,6.68234343676872,1.5288176167040626,77.12153481528735
common_high,35,attitude_error_deg,Sep17,42,6.7469853275015454,1.5323854626245068,77.28784948770654
common_high,35,attitude_error_deg,Sep7,17,5.558510964313664,1.4839052908800103,73.30390638056005
common_high,35,attitude_error_deg,Sep7,23,5.398108969142573,1.4897028947419877,72.40324522425101
common_high,35,attitude_error_deg,Sep7,42,5.475118947206574,1.4839308528015334,72.89682896188692
common_high,35,body_rate_rmse_rad_s,ALL,17,0.6324345560470503,0.5847919697102041,7.533204168132436
common_high,35,body_rate_rmse_rad_s,ALL,23,0.638702964333634,0.5740120070707764,10.12848865205291
common_high,35,body_rate_rmse_rad_s,ALL,42,0.6258356980272178,0.576421021665017,7.895790623316571
common_high,35,body_rate_rmse_rad_s,Sep17,17,0.6195659249126196,0.5601945257506866,9.58274120228714
common_high,35,body_rate_rmse_rad_s,Sep17,23,0.6369803127028262,0.553569017076108,13.094799629330545
common_high,35,body_rate_rmse_rad_s,Sep17,42,0.6168244703315071,0.5544851794377248,10.106487970601846
common_high,35,body_rate_rmse_rad_s,Sep7,17,0.6438733392776554,0.6066563643408863,5.780170208401836
common_high,35,body_rate_rmse_rad_s,Sep7,23,0.6402342102276855,0.5921835537327038,7.505168534791895
common_high,35,body_rate_rmse_rad_s,Sep7,42,0.633845678201183,0.5959195480892768,5.983495891229912
common_high,35,position_rmse_m,ALL,17,0.326856837260098,0.027866368082475224,91.47444235339631
common_high,35,position_rmse_m,ALL,23,0.3347813274519931,0.02771823851363854,91.720494471839
common_high,35,position_rmse_m,ALL,42,0.32813873653162,0.027690227022279672,91.56142693942158
common_high,35,position_rmse_m,Sep17,17,0.24805881859090015,0.02279785353875276,90.80949684907146
common_high,35,position_rmse_m,Sep17,23,0.27327061174034145,0.022958606893222645,91.59858180614107
common_high,35,position_rmse_m,Sep17,42,0.2608792029679831,0.022438271849164047,91.3989802200071
common_high,35,position_rmse_m,Sep7,17,0.39689952052160726,0.032371714343561855,91.84385148638658
common_high,35,position_rmse_m,Sep7,23,0.38945751919568344,0.03194902217623044,91.79653220145491
common_high,35,position_rmse_m,Sep7,42,0.3879249885881861,0.03235863162060468,91.65853384738874
common_high,35,velocity_rmse_m_s,ALL,17,0.6263769424952965,0.18171233551797009,70.98993861522376
common_high,35,velocity_rmse_m_s,ALL,23,0.6215532668699519,0.1852943989500566,70.1884924709396
common_high,35,velocity_rmse_m_s,ALL,42,0.6512128435348908,0.1872347865817178,71.24829639947265
common_high,35,velocity_rmse_m_s,Sep17,17,0.6037734930518805,0.19500793110818293,67.70180649659186
common_high,35,velocity_rmse_m_s,Sep17,23,0.6317147233853108,0.20740849309807521,67.16738023983532
common_high,35,velocity_rmse_m_s,Sep17,42,0.6697996806135859,0.20378571397904838,69.57512523858392
common_high,35,velocity_rmse_m_s,Sep7,17,0.6464688975561108,0.16989402832666978,73.71969031009358
common_high,35,velocity_rmse_m_s,Sep7,23,0.6125208610785219,0.16563742637404003,72.95807589599693
common_high,35,velocity_rmse_m_s,Sep7,42,0.6346912105760508,0.17252285111742394,72.81782885242089
common_high,40,attitude_error_deg,ALL,17,6.55010792935674,1.532504352616532,76.60337250706901
common_high,40,attitude_error_deg,ALL,23,6.3596262187110595,1.529622890116736,75.94791207042428
common_high,40,attitude_error_deg,ALL,42,6.442682305529886,1.5400448383780267,76.096216368512
common_high,40,attitude_error_deg,Sep17,17,7.366017790149877,1.5818685886316148,78.52477914529409
common_high,40,attitude_error_deg,Sep17,23,7.132582968505005,1.603744812530973,77.5152308832221
common_high,40,attitude_error_deg,Sep17,42,7.251562916690924,1.5780625451112447,78.23831133728403
common_high,40,attitude_error_deg,Sep7,17,5.82485471976284,1.4886250317142364,74.44356806593717
common_high,40,attitude_error_deg,Sep7,23,5.672553552227552,1.4637367368596363,74.19615833710652
common_high,40,attitude_error_deg,Sep7,42,5.723677317831186,1.506251321281833,73.68385327053026
common_high,40,body_rate_rmse_rad_s,ALL,17,0.6437526026016662,0.5856913547176505,9.019186508818224
common_high,40,body_rate_rmse_rad_s,ALL,23,0.6496704145382899,0.5788530996122607,10.90049867460224
common_high,40,body_rate_rmse_rad_s,ALL,42,0.641802256750609,0.5869168144357949,8.551768358169145
common_high,40,body_rate_rmse_rad_s,Sep17,17,0.5947126352639533,0.5248784126899362,11.742515365092656
common_high,40,body_rate_rmse_rad_s,Sep17,23,0.5910063924207102,0.521037446299227,11.838949124542722
common_high,40,body_rate_rmse_rad_s,Sep17,42,0.589705448047612,0.530568760063247,10.028173926517699
common_high,40,body_rate_rmse_rad_s,Sep7,17,0.6873436846796332,0.63974730318673,6.924684485184093
common_high,40,body_rate_rmse_rad_s,Sep7,23,0.7018162119761385,0.6302447914460684,10.198028958114685
common_high,40,body_rate_rmse_rad_s,Sep7,42,0.6881105311532727,0.6370039738780598,7.427085469765781
common_high,40,position_rmse_m,ALL,17,0.3852243448902611,0.025612749765103835,93.3512120651668
common_high,40,position_rmse_m,ALL,23,0.3940864943487546,0.02573369560807275,93.4700386902122
common_high,40,position_rmse_m,ALL,42,0.38781797322419465,0.025508385547283317,93.42258809327099
common_high,40,position_rmse_m,Sep17,17,0.30125347748852455,0.020650811215870864,93.14503806295231
common_high,40,position_rmse_m,Sep17,23,0.33189554123391374,0.021166134231266624,93.62265182816991
common_high,40,position_rmse_m,Sep17,42,0.31902100256218036,0.020762926033916208,93.49167425744349
common_high,40,position_rmse_m,Sep7,17,0.45986511591402685,0.030023361808866483,93.47126781965358
common_high,40,position_rmse_m,Sep7,23,0.44936734156194647,0.029793750165233748,93.36984524472246
common_high,40,position_rmse_m,Sep7,42,0.4489708360348739,0.02972657178138741,93.37895261885598
common_high,40,velocity_rmse_m_s,ALL,17,0.6856491411677526,0.16436784596359977,76.0274116753564
common_high,40,velocity_rmse_m_s,ALL,23,0.6854667532687121,0.1688785808949238,75.36298002935801
common_high,40,velocity_rmse_m_s,ALL,42,0.7157509367500071,0.16992477665097303,76.25923098018616
common_high,40,velocity_rmse_m_s,Sep17,17,0.665319994989018,0.16915807708443298,74.57492960402833
common_high,40,velocity_rmse_m_s,Sep17,23,0.7093090873139777,0.17528851145631624,75.28742905013365
common_high,40,velocity_rmse_m_s,Sep17,42,0.7372543493155587,0.17507940154162044,76.252510181302
common_high,40,velocity_rmse_m_s,Sep7,17,0.7037194933266278,0.1601098627450814,77.2480563259362
common_high,40,velocity_rmse_m_s,Sep7,23,0.6642735674506981,0.16318086484035277,75.43468943577015
common_high,40,velocity_rmse_m_s,Sep7,42,0.6966367922472946,0.16534288785928639,76.26555334151912
common_high,45,attitude_error_deg,ALL,17,7.042963782602574,1.5466848508306708,78.03929001237705
common_high,45,attitude_error_deg,ALL,23,6.850611049625006,1.52263676786248,77.77370869791496
common_high,45,attitude_error_deg,ALL,42,6.903963178038935,1.5052719445400888,78.1969876472073
common_high,45,attitude_error_deg,Sep17,17,7.835750741675732,1.633638263668192,79.15147740752629
common_high,45,attitude_error_deg,Sep17,23,7.597841740864661,1.5882359941389605,79.09622168626252
common_high,45,attitude_error_deg,Sep17,42,7.714646465876677,1.5771315083734854,79.55665868359058
common_high,45,attitude_error_deg,Sep7,17,6.338264263426433,1.4693929283084297,76.81710848209279
common_high,45,attitude_error_deg,Sep7,23,6.186405990745311,1.4643263445056083,76.3299345905167
common_high,45,attitude_error_deg,Sep7,42,6.183355811072052,1.4413967766881806,76.68908565625183
common_high,45,body_rate_rmse_rad_s,ALL,17,0.6251529102043006,0.5551028868501314,11.205262298351421
common_high,45,body_rate_rmse_rad_s,ALL,23,0.6244503095626854,0.5432581134290573,13.002186865835428
common_high,45,body_rate_rmse_rad_s,ALL,42,0.6198414453733323,0.5416756817259435,12.610606184991282
common_high,45,body_rate_rmse_rad_s,Sep17,17,0.6352183220078015,0.5397321991378516,15.032016483425226
common_high,45,body_rate_rmse_rad_s,Sep17,23,0.6512670020542062,0.5316247849359751,18.370686176462083
common_high,45,body_rate_rmse_rad_s,Sep17,42,0.6413378708309141,0.5318072780732385,17.07845392254294
common_high,45,body_rate_rmse_rad_s,Sep7,17,0.6162058774900777,0.5687657203721579,7.698751156213001
common_high,45,body_rate_rmse_rad_s,Sep7,23,0.6006132495702228,0.5535988498673525,7.82773269429405
common_high,45,body_rate_rmse_rad_s,Sep7,42,0.6007335116332596,0.5504475960839035,8.370752517641309
common_high,45,position_rmse_m,ALL,17,0.45171944832131344,0.02656792934469135,94.11848893302613
common_high,45,position_rmse_m,ALL,23,0.46224284908933316,0.02669254941957383,94.22542728953819
common_high,45,position_rmse_m,ALL,42,0.4556057260295514,0.026719679278399095,94.1353504243127
common_high,45,position_rmse_m,Sep17,17,0.3642645481668392,0.023878939021552286,93.44461624340798
common_high,45,position_rmse_m,Sep17,23,0.402681494991457,0.02419377773466841,93.99183274235591
common_high,45,position_rmse_m,Sep17,42,0.38826245360738765,0.023848295236535606,93.85768698081452
common_high,45,position_rmse_m,Sep7,17,0.5294571373475128,0.028958142965259406,94.53059730003176
common_high,45,position_rmse_m,Sep7,23,0.515186274954112,0.02891367980615642,94.38772319609411
common_high,45,position_rmse_m,Sep7,42,0.5154664126270303,0.029272020648944422,94.3212554820474
common_high,45,velocity_rmse_m_s,ALL,17,0.7637819261364505,0.17128235219435134,77.57444286999905
common_high,45,velocity_rmse_m_s,ALL,23,0.768988562225323,0.17774214553274015,76.88624327280182
common_high,45,velocity_rmse_m_s,ALL,42,0.7888910104842862,0.18559684711222313,76.47370236881157
common_high,45,velocity_rmse_m_s,Sep17,17,0.7804011385974153,0.2240318941165899,71.2927258769466
common_high,45,velocity_rmse_m_s,Sep17,23,0.8312513010933973,0.23332684954317173,71.93064850108959
common_high,45,velocity_rmse_m_s,Sep17,42,0.8515252451612735,0.2320489963842457,72.7490174010875
common_high,45,velocity_rmse_m_s,Sep7,17,0.7490092928378151,0.12439387048569478,83.39221266342417
common_high,45,velocity_rmse_m_s,Sep7,23,0.7136439054537013,0.1283335197456898,82.01714906202396
common_high,45,velocity_rmse_m_s,Sep7,42,0.7332161352158532,0.1443060477593142,80.31875720835963
common_high,50,attitude_error_deg,ALL,17,7.621379104339294,1.4974461925456894,80.3520311475766
common_high,50,attitude_error_deg,ALL,23,7.357161736188578,1.529270204984731,79.21385637803067
common_high,50,attitude_error_deg,ALL,42,7.462949240595303,1.497757080439984,79.9307615239721
common_high,50,attitude_error_deg,Sep17,17,8.55405316622387,1.6623324347340245,80.56672781392298
common_high,50,attitude_error_deg,Sep17,23,8.148113669135153,1.6991083993413403,79.14721776921793
common_high,50,attitude_error_deg,Sep17,42,8.403527501069028,1.6094778773680531,80.84759195274475
common_high,50,attitude_error_deg,Sep7,17,6.792335493775228,1.350880643933836,80.11169140317291
common_high,50,attitude_error_deg,Sep7,23,6.654093351347177,1.3783029211121895,79.28639037152762
common_high,50,attitude_error_deg,Sep7,42,6.6268796757297705,1.3984497053928115,78.89731255398402
common_high,50,body_rate_rmse_rad_s,ALL,17,0.6757469094573388,0.5906617102715563,12.591282031035924
common_high,50,body_rate_rmse_rad_s,ALL,23,0.678178302569214,0.5780956051364141,14.757578803929007
common_high,50,body_rate_rmse_rad_s,ALL,42,0.660165659112303,0.5825946839510712,11.750228763116553
common_high,50,body_rate_rmse_rad_s,Sep17,17,0.6369057040335896,0.5445331007026661,14.503340564532273
common_high,50,body_rate_rmse_rad_s,Sep17,23,0.6496754360479986,0.5289161772226283,18.587628856641658
common_high,50,body_rate_rmse_rad_s,Sep17,42,0.6308914200845387,0.5321820170809554,15.64602083039208
common_high,50,body_rate_rmse_rad_s,Sep7,17,0.7102724253895604,0.6316649187772364,11.067233332226069
common_high,50,body_rate_rmse_rad_s,Sep7,23,0.7035141839214053,0.6218106521708903,11.61362963502705
common_high,50,body_rate_rmse_rad_s,Sep7,42,0.6861872049147602,0.6274059433911743,8.566359311652834
common_high,50,position_rmse_m,ALL,17,0.5204805613894171,0.02312206453461077,95.55755464279268
common_high,50,position_rmse_m,ALL,23,0.5323649039446041,0.02347519064162762,95.59039477101399
common_high,50,position_rmse_m,ALL,42,0.5269372451785603,0.02336015805740592,95.56680453485691
common_high,50,position_rmse_m,Sep17,17,0.43438172468765623,0.020969472726763267,95.1725702222299
common_high,50,position_rmse_m,Sep17,23,0.47815952172747656,0.02175685945656045,95.44987426414555
common_high,50,position_rmse_m,Sep17,42,0.46521669314475955,0.02104686603828421,95.47590051078946
common_high,50,position_rmse_m,Sep7,17,0.5970128606798712,0.025035479474919662,95.80654268546083
common_high,50,position_rmse_m,Sep7,23,0.5805474659153842,0.025002596139465108,95.69327271112242
common_high,50,position_rmse_m,Sep7,42,0.5817999580974944,0.025416417629958547,95.63141638698788
common_high,50,velocity_rmse_m_s,ALL,17,0.7968682373683129,0.15514216771968278,80.53101373044487
common_high,50,velocity_rmse_m_s,ALL,23,0.7954051745817661,0.16246420970353806,79.57466019894028
common_high,50,velocity_rmse_m_s,ALL,42,0.833482408838654,0.17111844461680276,79.46945936684695
common_high,50,velocity_rmse_m_s,Sep17,17,0.8254876795290965,0.1788469633186012,78.33438732597132
common_high,50,velocity_rmse_m_s,Sep17,23,0.859422302582053,0.19412178271239836,77.41252674858706
common_high,50,velocity_rmse_m_s,Sep17,42,0.8985065213276551,0.18980321056172686,78.87570028080943
common_high,50,velocity_rmse_m_s,Sep7,17,0.7714287332253942,0.13407123829842196,82.62039868052862
common_high,50,velocity_rmse_m_s,Sep7,23,0.7385010608037333,0.13432414480677335,81.81124551661655
common_high,50,velocity_rmse_m_s,Sep7,42,0.7756831977373196,0.15450976377687026,80.08081595326831
differential_high,5,attitude_error_deg,ALL,17,1.5391364147187399,1.5391364087417208,3.88335890485011e-07
differential_high,5,attitude_error_deg,ALL,23,1.53973390215617,1.5397339015070493,4.215798302789464e-08
differential_high,5,attitude_error_deg,ALL,42,1.598319639497319,1.598319643531885,-2.5242547954169287e-07
differential_high,5,attitude_error_deg,Sep17,17,1.7519180209612975,1.7519180082601318,7.249863020294904e-07
differential_high,5,attitude_error_deg,Sep17,23,1.7469441760198714,1.74694417464049,7.89596780965885e-08
differential_high,5,attitude_error_deg,Sep17,42,1.826959706662605,1.8269597152360575,-4.6927430097131566e-07
differential_high,5,attitude_error_deg,Sep7,17,1.3499972091697998,1.3499972091697998,0.0
differential_high,5,attitude_error_deg,Sep7,23,1.3555469920551022,1.3555469920551022,0.0
differential_high,5,attitude_error_deg,Sep7,42,1.395084024239287,1.395084024239287,0.0
differential_high,5,body_rate_rmse_rad_s,ALL,17,0.6090288900135051,0.6090288891792488,1.3698140504722425e-07
differential_high,5,body_rate_rmse_rad_s,ALL,23,0.6104238470269268,0.6104238464041444,1.0202458246910055e-07
differential_high,5,body_rate_rmse_rad_s,ALL,42,0.6159137155793848,0.6159137163452152,-1.243405333774863e-07
differential_high,5,body_rate_rmse_rad_s,Sep17,17,0.6170791768482821,0.6170791750754875,2.872880246677495e-07
differential_high,5,body_rate_rmse_rad_s,Sep17,23,0.6238101190029672,0.6238101176795545,2.1214992710691946e-07
differential_high,5,body_rate_rmse_rad_s,Sep17,42,0.6358625952481483,0.635862596875538,-2.559341893441947e-07
differential_high,5,body_rate_rmse_rad_s,Sep7,17,0.6018730794937033,0.6018730794937033,0.0
differential_high,5,body_rate_rmse_rad_s,Sep7,23,0.5985249386037798,0.5985249386037798,0.0
differential_high,5,body_rate_rmse_rad_s,Sep7,42,0.5981813780960394,0.5981813780960394,0.0
differential_high,5,position_rmse_m,ALL,17,0.036906492230476574,0.036906492230476574,0.0
differential_high,5,position_rmse_m,ALL,23,0.037055787662816114,0.037055787662816114,0.0
differential_high,5,position_rmse_m,ALL,42,0.036601812917576894,0.036601812917576894,0.0
differential_high,5,position_rmse_m,Sep17,17,0.020155136203104728,0.020155136203104728,0.0
differential_high,5,position_rmse_m,Sep17,23,0.020388543102751143,0.020388543102751143,0.0
differential_high,5,position_rmse_m,Sep17,42,0.01988066497524238,0.01988066497524238,0.0
differential_high,5,position_rmse_m,Sep7,17,0.05179658647702933,0.05179658647702933,0.0
differential_high,5,position_rmse_m,Sep7,23,0.05187111616065165,0.05187111616065165,0.0
differential_high,5,position_rmse_m,Sep7,42,0.05146505553298535,0.05146505553298535,0.0
differential_high,5,velocity_rmse_m_s,ALL,17,0.19463484476896414,0.19463484471990633,2.5205051760080842e-08
differential_high,5,velocity_rmse_m_s,ALL,23,0.20308592833751257,0.2030859294123782,-5.292664291103793e-07
differential_high,5,velocity_rmse_m_s,ALL,42,0.19898668977047324,0.19898668974599756,1.2300155109764666e-08
differential_high,5,velocity_rmse_m_s,Sep17,17,0.20107229445056568,0.2010722943463178,5.1845973302570705e-08
differential_high,5,velocity_rmse_m_s,Sep17,23,0.21593200414659716,0.21593200643068672,-1.057781853787036e-06
differential_high,5,velocity_rmse_m_s,Sep17,42,0.2066978728242523,0.20669787277224155,2.5162695726779753e-08
differential_high,5,velocity_rmse_m_s,Sep7,17,0.18891266727420725,0.18891266727420725,0.0
differential_high,5,velocity_rmse_m_s,Sep7,23,0.1916671942849929,0.1916671942849929,0.0
differential_high,5,velocity_rmse_m_s,Sep7,42,0.19213230483378071,0.19213230483378071,0.0
differential_high,10,attitude_error_deg,ALL,17,2.627435695082763,1.602100844940394,39.02416535107899
differential_high,10,attitude_error_deg,ALL,23,2.6782078227207946,1.6198195502975707,39.51852665966773
differential_high,10,attitude_error_deg,ALL,42,2.7394264045671712,1.6296123014058057,40.51264532279763
differential_high,10,attitude_error_deg,Sep17,17,3.0140424673822164,1.748613797247561,41.98443398953555
differential_high,10,attitude_error_deg,Sep17,23,3.1661121814073447,1.7936933730198996,43.34713142657509
differential_high,10,attitude_error_deg,Sep17,42,3.2417115566279056,1.7902356514950475,44.77498629281851
differential_high,10,attitude_error_deg,Sep7,17,2.283785230816583,1.4718671095562454,35.55142183707137
differential_high,10,attitude_error_deg,Sep7,23,2.244515059443861,1.4652650412110564,34.71796791712705
differential_high,10,attitude_error_deg,Sep7,42,2.292950713846518,1.486835990215369,35.1562167805543
differential_high,10,body_rate_rmse_rad_s,ALL,17,0.5739634237557079,0.5591686446877435,2.577651894811565
differential_high,10,body_rate_rmse_rad_s,ALL,23,0.574557587889423,0.5525279932265259,3.8341839229415653
differential_high,10,body_rate_rmse_rad_s,ALL,42,0.5825835971490381,0.5659441496130695,2.8561476185385684
differential_high,10,body_rate_rmse_rad_s,Sep17,17,0.5999303259199456,0.5750184803214508,4.152456464055965
differential_high,10,body_rate_rmse_rad_s,Sep17,23,0.6069910219179551,0.5805164303880014,4.361611716479748
differential_high,10,body_rate_rmse_rad_s,Sep17,42,0.6195536954669082,0.6052079986144374,2.3154888684280337
differential_high,10,body_rate_rmse_rad_s,Sep7,17,0.550881732943052,0.545079901902226,1.0531899487445446
differential_high,10,body_rate_rmse_rad_s,Sep7,23,0.5457278687529502,0.5276493824163256,3.3127291772611778
differential_high,10,body_rate_rmse_rad_s,Sep7,42,0.5497212875331535,0.5310429505007425,3.3977831050038385
differential_high,10,position_rmse_m,ALL,17,0.07987198918785691,0.0390397770668201,51.122067368324174
differential_high,10,position_rmse_m,ALL,23,0.08054640177856519,0.03894280050154846,51.651719205771116
differential_high,10,position_rmse_m,ALL,42,0.0787805237284079,0.038851713048049026,50.68360654469821
differential_high,10,position_rmse_m,Sep17,17,0.047022488230159996,0.02073858958883973,55.89644366046521
differential_high,10,position_rmse_m,Sep17,23,0.04832479239233584,0.020776764850309975,57.0059925314752
differential_high,10,position_rmse_m,Sep17,42,0.04627104488014272,0.020226949396559092,56.285946321390476
differential_high,10,position_rmse_m,Sep7,17,0.10907154559469863,0.05530749926946932,49.29245847951245
differential_high,10,position_rmse_m,Sep7,23,0.10918783234410238,0.05509038774709378,49.54530503593297
differential_high,10,position_rmse_m,Sep7,42,0.10767783826019917,0.055407058516040074,48.54367489979587
differential_high,10,velocity_rmse_m_s,ALL,17,0.2617125706079109,0.1814120634714868,30.682709259971954
differential_high,10,velocity_rmse_m_s,ALL,23,0.26906311285035733,0.17750857586985003,34.0271603976523
differential_high,10,velocity_rmse_m_s,ALL,42,0.2659305079071933,0.1812180993959754,31.85509221107552
differential_high,10,velocity_rmse_m_s,Sep17,17,0.30216261046510196,0.21820941167237862,27.784112224705396
differential_high,10,velocity_rmse_m_s,Sep17,23,0.3082037802270173,0.208926037786094,32.211721208544915
differential_high,10,velocity_rmse_m_s,Sep17,42,0.3055718133093981,0.21506908355050347,29.61749932977576
differential_high,10,velocity_rmse_m_s,Sep7,17,0.22575697962374117,0.14870330951513852,34.13124601375535
differential_high,10,velocity_rmse_m_s,Sep7,23,0.23427140851554848,0.14958194305541095,36.15014994649538
differential_high,10,velocity_rmse_m_s,Sep7,42,0.23069379199412246,0.15112833570306156,34.489639102680336
differential_high,15,attitude_error_deg,ALL,17,3.4743088588045703,1.5386713550301703,55.712879379423065
differential_high,15,attitude_error_deg,ALL,23,3.492326224951383,1.5731561653426294,54.95391713113716
differential_high,15,attitude_error_deg,ALL,42,3.517033704046926,1.5193951559148662,56.79895947068827
differential_high,15,attitude_error_deg,Sep17,17,4.015524992723148,1.659728898779737,58.66720038382369
differential_high,15,attitude_error_deg,Sep17,23,4.146688556134812,1.732938910533307,58.20908932334662
differential_high,15,attitude_error_deg,Sep17,42,4.234910806417399,1.6487377523290396,61.06794622851054
differential_high,15,attitude_error_deg,Sep7,17,2.993227850876946,1.4310646494750001,52.18991935225607
differential_high,15,attitude_error_deg,Sep7,23,2.9106708194550013,1.4311270585064715,50.831710376151776
differential_high,15,attitude_error_deg,Sep7,42,2.8789207241620614,1.4044239591022678,51.216997838277074
differential_high,15,body_rate_rmse_rad_s,ALL,17,0.5980506312875464,0.5768083964794399,3.551912446338193
differential_high,15,body_rate_rmse_rad_s,ALL,23,0.6053540141340942,0.5827399323937956,3.735678827974076
