window_id,log_id,segment_id,start_sample_in_segment,state_sample_count,history_start_timestamp_us,origin_timestamp_us,end_timestamp_us,history_span_s,cohort,activity,activity_group,drive_activity,drive_high,common_activity,common_high,differential_activity,differential_high,rudder_activity,rudder_high
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,775,51,121188229,121690443,122695852,0.5022139999999999,Sep7,0.11795663954203507,low,0.00801834339404168,False,0.0589193752145257,False,0.21597479664524744,False,0.08411684171992324,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,825,51,122193056,122695852,123691076,0.502796,Sep7,0.09650836594558426,low,0.00414077812662183,False,0.06796312259580084,False,0.17501390939025374,False,0.053272811763127946,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,875,51,123198422,123691076,124696408,0.492654,Sep7,0.15028723457046167,low,0.005856119103240681,False,0.11633360688310919,False,0.21974135819518723,False,0.1744161704136857,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,925,51,124193780,124696408,125691701,0.502628,Sep7,0.08449867045920077,low,0.0,False,0.11679734407751394,False,0.09725698960005012,False,0.055159089672921845,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,975,51,125189425,125691701,126697246,0.502276,Sep7,0.1320619115908337,low,0.0,False,0.06257827822554939,False,0.14442398657978353,False,0.21039647433425082,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1025,51,126194354,126697246,127692408,0.502892,Sep7,0.1294180692190168,low,0.0,False,0.14123504990366006,False,0.22780691919292603,False,0.05563947344243653,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1075,51,127189815,127692408,128687747,0.502593,Sep7,0.09975176303392136,low,0.0,False,0.11198364188561356,False,0.10665474212550069,False,0.11861703797671899,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1125,51,128195053,128687747,129693032,0.4926939999999999,Sep7,0.08669222707125017,low,0.0,False,0.0644622704830883,False,0.1292511428491142,False,0.09181584220152787,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1175,51,129190807,129693032,130698481,0.502225,Sep7,0.42792820746890253,high,0.0,False,0.10966695505103768,False,0.6775839236498705,True,0.46741982389471554,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1225,51,130195675,130698481,131693642,0.502806,Sep7,0.24887803420979762,middle,0.0,False,0.24691809031810819,True,0.37844163777587686,False,0.0397208034793368,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1275,51,131191117,131693642,132689036,0.502525,Sep7,0.08696423155176707,low,0.0,False,0.057925503626418996,False,0.14863602935343057,False,0.06505552862507709,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1325,51,132196295,132689036,133694343,0.492741,Sep7,0.10469100078023308,low,0.0,False,0.08082234845607392,False,0.18431745940978775,False,0.0757801311629583,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1375,51,133191997,133694343,134689683,0.502346,Sep7,0.16319415003902576,low,0.0,False,0.09987905863063781,False,0.31318141613328393,False,0.07454440818094726,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1425,51,134196954,134689683,135695054,0.492729,Sep7,0.09357355613456517,low,0.0,False,0.10670907407077561,False,0.1566336472334048,False,0.044772242765381144,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1475,51,135192397,135695054,136690366,0.502657,Sep7,0.08766841363226696,low,0.0,False,0.10856283832618334,False,0.14641992749271154,False,0.03594402059176136,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1525,51,136187783,136690366,137695657,0.502583,Sep7,0.09644269799556525,low,0.0,False,0.09235579187586282,False,0.10123184959027705,False,0.1301708127183503,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1575,51,137193249,137695657,138691067,0.502408,Sep7,0.08513713104392252,low,0.0,False,0.09222472172327716,False,0.13777115244023877,False,0.05658365071805555,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1625,51,138198243,138691067,139696232,0.492824,Sep7,0.4178304964871656,high,0.0,False,0.2157572430990857,True,0.6435326944095358,True,0.4243157080599782,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1675,51,139193741,139696232,140691750,0.502491,Sep7,0.10029490313587683,low,0.0,False,0.09055727434292159,False,0.13863272916117564,False,0.11451757719228275,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1725,51,140189047,140691750,141696932,0.502703,Sep7,0.10245485926517428,low,0.005855770067652217,False,0.06982902737818623,False,0.1243842361008391,False,0.14201561052289258,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1775,51,141194664,141696932,142692406,0.5022679999999999,Sep7,0.07790880928070165,low,0.0,False,0.05937610924957893,False,0.09186481976600715,False,0.11170222591045531,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1825,51,142189817,142692406,143697564,0.502589,Sep7,0.06652731116576854,low,0.004140654723906091,False,0.06363180251710204,False,0.10015805334204599,False,0.05886628164553353,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1875,51,143195029,143697564,144692960,0.502535,Sep7,0.08455055615334153,low,0.0,False,0.07597809367460906,False,0.11221552886208065,False,0.10398833347822667,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1925,51,144190359,144692960,145688420,0.502601,Sep7,0.11890351495988549,low,0.004140654723906091,False,0.06446025941914088,False,0.20110599513712904,False,0.09098648983404843,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,1975,51,145195847,145688420,146693604,0.492573,Sep7,0.14791197382846635,low,0.0,False,0.07057373925107975,False,0.2726211176941575,False,0.03918654954206614,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2025,51,146191017,146693604,147689053,0.502587,Sep7,0.12145713018725789,low,0.0,False,0.0680800380077375,False,0.1975916820517198,False,0.10677698590572424,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2075,51,147196309,147689053,148694308,0.4927439999999999,Sep7,0.5338405588014504,high,0.0,False,0.07891602713184467,False,1.0024880442609723,True,0.32622156260053375,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2125,51,148191694,148694308,149689659,0.502614,Sep7,0.1050256179618164,low,0.0,False,0.0706097570167027,False,0.18043873940137914,False,0.07260738245960377,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2175,51,149187339,149689659,150694896,0.50232,Sep7,0.05696506303031609,low,0.0,False,0.07751197653341785,False,0.07439838901891295,False,0.04426900974962683,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2225,51,150192409,150694896,151690331,0.502487,Sep7,0.05721030754464118,low,0.004140654723906091,False,0.07830591596412846,False,0.07439031397795486,False,0.04185661903209419,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2275,51,151197656,151690331,152695837,0.492675,Sep7,0.053857729126991064,low,0.0,False,0.08921013094465377,False,0.05572271050454069,False,0.029629551213252076,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2325,51,152192971,152695837,153691004,0.5028659999999999,Sep7,0.10188014797261609,low,0.005855770067652217,False,0.10416805959873551,False,0.1558743150725279,False,0.08984652608051188,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2375,51,153188714,153691004,154696398,0.50229,Sep7,0.14924233889302677,low,0.0,False,0.09091590840887134,False,0.2837526323097883,False,0.03440729994782492,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2425,51,154193656,154696398,155691659,0.502742,Sep7,0.1891639386757682,middle,0.005855770067652217,False,0.08320317020727995,False,0.3580210692990381,False,0.05041926245897637,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2475,51,155198852,155691659,156697166,0.492807,Sep7,0.15658799877969462,low,0.012421964171718274,False,0.1772655946517225,False,0.27527950167331555,False,0.05039025773208604,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2525,51,156194336,156697166,157692294,0.50283,Sep7,0.16678408425187746,low,0.013093899931878901,False,0.07442385615068453,False,0.3232311480568111,False,0.043412924192239424,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2575,51,157189928,157692294,158697883,0.502366,Sep7,0.1796788529115891,middle,0.013093899931878901,False,0.139938992820825,False,0.29969522253480874,False,0.04358243697426862,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2625,51,158194937,158697883,159692915,0.502946,Sep7,0.30112129697627743,middle,0.009258785434009643,False,0.16927383766395368,False,0.49785213135091827,True,0.3269442378594244,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2675,51,159190484,159692915,160688310,0.502431,Sep7,0.5125771688937958,high,0.01603668678808336,False,0.0798596845489943,False,0.9175567490253684,True,0.4247501987049213,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2725,51,160195573,160688310,161693592,0.492737,Sep7,0.14748318056133858,low,0.017567310202956654,False,0.0682014117768777,False,0.26917528548477887,False,0.05648388685742972,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2775,51,161191328,161693592,162699145,0.5022639999999999,Sep7,0.16501827458256516,low,0.018517570868019285,False,0.09150275259441241,False,0.27924004324913826,False,0.14838336195469118,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2825,51,162196201,162699145,163694272,0.502944,Sep7,0.10869363365260969,low,0.010955142664440332,False,0.08229723661836962,False,0.13582794477020368,False,0.13800091843158738,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2875,51,163191600,163694272,164689635,0.502672,Sep7,0.2569442692010304,middle,0.0071718243584054315,False,0.09216238164188681,False,0.35471931019874897,False,0.3368591892546555,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2925,51,164196914,164689635,165694959,0.4927209999999999,Sep7,0.608898235130947,high,0.005855770067652217,False,0.06394604168494046,False,1.172442360678649,True,0.21175131583799334,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:2975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,2975,51,165192293,165694959,166690274,0.502666,Sep7,0.46733883907518253,high,0.004140654723906091,False,0.085986901226568,False,0.9124036634375735,True,0.0729134577670704,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3025,51,166197511,166690274,167695600,0.4927629999999999,Sep7,0.1856425784802738,middle,0.004140654723906091,False,0.13662076401151071,False,0.3157144378518955,False,0.04613013043540686,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3075,51,167192932,167695600,168690960,0.502668,Sep7,0.2677838101828006,middle,0.0,False,0.06807197594848192,False,0.46498895847539845,False,0.23423130832851752,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3125,51,168188307,168690960,169696177,0.502653,Sep7,0.10756947807833307,low,0.004140654723906091,False,0.19647298897924143,True,0.09352267982732405,False,0.030581582035593323,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3175,51,169193668,169696177,170691580,0.502509,Sep7,0.10904416765826991,low,0.004140654723906091,False,0.07383451869329503,False,0.19001241180489384,False,0.06855569691815298,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3225,51,170189017,170691580,171696873,0.502563,Sep7,0.09711228563615536,low,0.0,False,0.1599046847176441,False,0.12159687925040195,False,0.03912640987497862,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3275,51,171194202,171696873,172692261,0.502671,Sep7,0.1473627609667484,low,0.0,False,0.2405098358416079,True,0.16156235470939204,False,0.1059188725759916,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3325,51,172189639,172692261,173687628,0.502622,Sep7,0.20996608095773284,middle,0.0,False,0.17863575339965027,True,0.33918500821217135,False,0.054451991383692236,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3375,51,173194855,173687628,174692892,0.4927729999999999,Sep7,0.08307475468201138,low,0.0,False,0.07813879542677435,False,0.14168938920340096,False,0.05444837976007711,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3425,51,174190261,174692892,175698405,0.5026309999999999,Sep7,0.2393649243691426,middle,0.0,False,0.08197218779114598,False,0.4659252477336436,False,0.06907797306972097,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3475,51,175195551,175698405,176693687,0.502854,Sep7,0.11190922215335573,low,0.0,False,0.17909281237244135,True,0.12323102221609983,False,0.06694492493341618,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3525,51,176190999,176693687,177688943,0.502688,Sep7,0.12005520668531224,low,0.0,False,0.1272197252286561,False,0.17023503780494673,False,0.07879601136934934,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3575,51,177196186,177688943,178694197,0.492757,Sep7,0.2249222366736779,middle,0.0,False,0.07418086882487238,False,0.42950467360805106,False,0.06264798381496267,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3625,51,178191611,178694197,179689729,0.502586,Sep7,0.22213165091772505,middle,0.0,False,0.11536753022505274,False,0.39554659051101954,False,0.19142495281590138,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3675,51,179196854,179689729,180694847,0.4928749999999999,Sep7,0.15680114641447024,low,0.0,False,0.1498092996273107,False,0.28564679039623964,False,0.06810069604565616,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3725,51,180192216,180694847,181690306,0.5026309999999999,Sep7,0.10288640695677614,low,0.0,False,0.14842555220364737,False,0.09517231507367754,False,0.08825965148307464,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3775,51,181187647,181690306,182695699,0.502659,Sep7,0.23986854579928152,middle,0.005855770067652217,False,0.15844196728065654,False,0.342336990224184,False,0.2524361119306504,True
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3825,51,182192891,182695699,183690944,0.502808,Sep7,0.08757781484166492,low,0.005855770067652217,False,0.12720102195183558,False,0.09712244014625833,False,0.0705137445807656,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3875,51,183198131,183690944,184696180,0.492813,Sep7,0.1533796747831856,low,0.005855770067652217,False,0.06970090775901039,False,0.259962323003772,False,0.12881192566031427,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3925,51,184193520,184696180,185691595,0.50266,Sep7,0.1768701603276483,middle,0.0,False,0.07217084089952906,False,0.3044037343196045,False,0.1346379690588891,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:3975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,3975,51,185188969,185691595,186696810,0.502626,Sep7,0.09576446941076118,low,0.0,False,0.06100957080642815,False,0.16260059821189735,False,0.05762034596349784,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4025,51,186194219,186696810,187692228,0.502591,Sep7,0.1699679991962525,low,0.004140654723906091,False,0.1060765184138141,False,0.31570299824917397,False,0.10007909891756728,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4075,51,187199455,187692228,188697449,0.4927729999999999,Sep7,0.13840295408854414,low,0.004140654723906091,False,0.08707246714053396,False,0.2167541740207696,False,0.12152200050855096,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4125,51,188194820,188697449,189692888,0.502629,Sep7,0.13051161052226712,low,0.005855770067652217,False,0.12353868876594534,False,0.18891893020163641,False,0.09023503053866837,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4175,51,189190224,189692888,190698391,0.502664,Sep7,0.08252962025062816,low,0.005855770067652217,False,0.08507045668440887,False,0.12762445879000367,False,0.05442379542048265,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4225,51,190195534,190698391,191693532,0.502857,Sep7,0.07999807547465287,low,0.010955142664440332,False,0.07139638791436574,False,0.129167234624337,False,0.0343544968861651,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4275,51,191190873,191693532,192688945,0.502659,Sep7,0.10393196356205578,low,0.012421964171718274,False,0.08528623008144803,False,0.17601724316840245,False,0.03919179839053415,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4325,51,192196259,192688945,193694213,0.4926859999999999,Sep7,0.12246675099946115,low,0.0,False,0.19394829124624138,True,0.10334890298267972,False,0.09206170095757679,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4375,51,193191575,193694213,194689579,0.502638,Sep7,0.6672442159536259,high,0.005855770067652217,False,0.18921884940642783,True,1.3131983069742594,True,0.2041054582116298,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4425,51,194196858,194689579,195694799,0.4927209999999999,Sep7,0.10044816139697967,low,0.018517570868019285,False,0.14139000604428212,False,0.12135708987152428,False,0.043855761390199706,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4475,51,195192178,195694799,196690201,0.502621,Sep7,0.08977554991760703,low,0.0,False,0.07149382636758786,False,0.11682814774583328,False,0.11248282605823819,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4525,51,196197426,196690201,197695448,0.4927749999999999,Sep7,0.16397136750685676,low,0.019421392172996464,False,0.09181879664195702,False,0.27806992802752695,False,0.10817688554558824,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4575,51,197192886,197695448,198690927,0.502562,Sep7,0.08491591803050977,low,0.0,False,0.07857891285561869,False,0.11311256508403618,False,0.08944198175136911,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4625,51,198188259,198690927,199696105,0.502668,Sep7,0.16606448334973986,low,0.0,False,0.07837092773040623,False,0.276134272625786,False,0.13782226751937468,False
validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,4675,51,199193482,199696105,200691519,0.5026229999999999,Sep7,0.13659112965044296,low,0.0,False,0.1176371245536799,False,0.12084137462780284,False,0.2098592520209972,False
