group,interval,axis,cohort,seed,waveform_rmse,true_amplitude,pred_amplitude,mean_change_bias,direction_agreement
common_high,middle,r,Sep7,42,0.1446666354001842,0.19889705945003175,0.1707711329336815,-0.007857089353847305,0.9309451985922573
common_high,middle,vx,ALL,17,0.1383894697405543,0.4060571253742321,0.3912961792831988,0.011348433932037888,0.9794478969369897
common_high,middle,vx,ALL,23,0.13940686441251607,0.4060571253742321,0.4029299615994737,0.005844555802503002,0.9738004677902377
common_high,middle,vx,ALL,42,0.13805707190659636,0.4060571253742321,0.4082038481005448,0.005139278163462064,0.9720845082737666
common_high,middle,vx,Sep17,17,0.17450833373385743,0.4822133157467766,0.46243144160109195,0.017800506324191067,0.9750233621876845
common_high,middle,vx,Sep17,23,0.1744235108482169,0.4822133157467766,0.48692774941324646,0.00715141276994713,0.9560781308063917
common_high,middle,vx,Sep17,42,0.17022632293911105,0.4822133157467766,0.49535253635819965,0.008438192715302507,0.9663206057227797
common_high,middle,vx,Sep7,17,0.10628381285761816,0.3383627339319704,0.3280648350006271,0.005613258472346172,0.9833808167141501
common_high,middle,vx,Sep7,23,0.10828095646967087,0.3383627339319704,0.32826526132056455,0.004682905164774888,0.9895536562203229
common_high,middle,vx,Sep7,42,0.10946218209991664,0.3383627339319704,0.33073834742707375,0.0022069096729372254,0.9772079772079773
common_high,middle,vy,ALL,17,0.15589349241925124,0.4246843568528065,0.38529597567201257,0.0012241454904730936,0.9847017674248795
common_high,middle,vy,ALL,23,0.16317608618530394,0.4246843568528065,0.4030546807916951,-0.001083742290646889,0.9833085785703903
common_high,middle,vy,ALL,42,0.16577066602932855,0.4246843568528065,0.40647228684291453,-0.0011246366428245191,0.9860109155438271
common_high,middle,vy,Sep17,17,0.16398228660238065,0.4447554541127623,0.40549104957190873,-0.005753189236788333,0.9771066403932536
common_high,middle,vy,Sep17,23,0.18029125858387518,0.4447554541127623,0.43436925183289277,-0.007546067301787165,0.9866461140774642
common_high,middle,vy,Sep17,42,0.18436888971468668,0.4447554541127623,0.42369839599540016,-0.0033075954175438207,0.9853233627547129
common_high,middle,vy,Sep7,17,0.14870345314535846,0.4068433815106236,0.3673447988721048,0.007426220803594363,0.9914529914529915
common_high,middle,vy,Sep7,23,0.14796259960879615,0.4068433815106236,0.37521950653285274,0.004660546608144467,0.9803418803418804
common_high,middle,vy,Sep7,42,0.14923891164234354,0.4068433815106236,0.3911601898184829,0.0008157711569259706,0.9866220735785952
common_high,middle,vz,ALL,17,0.19476783387569643,0.6566623895848287,0.6490266241800838,0.03388315550164591,0.989593837535014
common_high,middle,vz,ALL,23,0.19662271226141173,0.6566623895848287,0.661083908467647,0.02148228996421323,0.9860224089635854
common_high,middle,vz,ALL,42,0.19118591730430887,0.6566623895848287,0.6593708610488241,0.023160053281253083,0.98812324929972
common_high,middle,vz,Sep17,17,0.22897607246609958,0.712934464227477,0.6730283482672184,0.02811483440715602,0.9897916666666666
common_high,middle,vz,Sep17,23,0.2266713437779027,0.712934464227477,0.694142425635436,-0.0062905705500997154,0.9845833333333334
common_high,middle,vz,Sep17,42,0.22382607943764202,0.712934464227477,0.6822878840456472,0.016084763932313964,0.995
common_high,middle,vz,Sep7,17,0.164360510684227,0.6066427676802524,0.6276917583248532,0.039010552030081365,0.9894179894179894
common_high,middle,vz,Sep7,23,0.1699128175800864,0.6066427676802524,0.6316985598740569,0.04616927708804696,0.9873015873015873
common_high,middle,vz,Sep7,42,0.16217243985245716,0.6066427676802524,0.6390001739405369,0.02944919936919897,0.9820105820105821
differential_high,early,p,ALL,17,0.5059277011096622,0.8024949000846067,0.6342302115664684,-0.027614361834261202,0.9442724744955866
differential_high,early,p,ALL,23,0.5021513305572249,0.8024949000846067,0.6403035770445242,-0.015350462778408595,0.9515046062929358
differential_high,early,p,ALL,42,0.5105455312143614,0.8024949000846067,0.6425363343018933,-0.018456485456692078,0.9411679741141983
differential_high,early,p,Sep17,17,0.48733815066600955,0.735265417948865,0.5764423854689987,-0.05292090723063013,0.923564973726587
differential_high,early,p,Sep17,23,0.48205917121367936,0.735265417948865,0.5779075718723847,-0.03926234670145954,0.9387551911178913
differential_high,early,p,Sep17,42,0.4976395603927277,0.735265417948865,0.5863658190818186,-0.03319366896336827,0.916967910416137
differential_high,early,p,Sep7,17,0.5224517459484646,0.8622544397608215,0.6855971680975526,-0.005119654815266602,0.9626791418458084
differential_high,early,p,Sep7,23,0.5200110277514877,0.8622544397608215,0.6957666927530926,0.00590454515319224,0.9628374197818642
differential_high,early,p,Sep7,42,0.5220175052780359,0.8622544397608215,0.6924656811641818,-0.005356766784091019,0.9626791418458084
differential_high,early,q,ALL,17,0.24243700547870375,0.7241314403615021,0.6745766138092402,-0.007284786791127778,0.9850812621592672
differential_high,early,q,ALL,23,0.24313312583155505,0.7241314403615021,0.6698460520108894,0.012621611313440006,0.9848376864681212
differential_high,early,q,ALL,42,0.24432815190928392,0.7241314403615021,0.6805586857196161,0.02253877699237286,0.9842992559929563
differential_high,early,q,Sep17,17,0.2640844912624361,0.7589569065752854,0.7021757863109341,-0.009014112961821048,0.968297682088443
differential_high,early,q,Sep17,23,0.2679444118812097,0.7589569065752854,0.6921644327490606,0.022811745716637747,0.9677800837447577
differential_high,early,q,Sep17,42,0.26451849080268425,0.7589569065752854,0.7112359492707646,0.026609470759569067,0.9732148663534533
differential_high,early,q,Sep7,17,0.22319479589316396,0.6931754703936946,0.6500440160299567,-0.005747607972733762,1.0
differential_high,early,q,Sep7,23,0.22107864934297317,0.6931754703936946,0.6500074913547373,0.003563714066153125,1.0
differential_high,early,q,Sep7,42,0.2263811840040392,0.6931754703936946,0.653290007007484,0.018920382532642898,0.9941520467836258
differential_high,early,r,ALL,17,0.1225946452431035,0.1471163953277249,0.09919241270275823,0.008754209080692502,0.8193280430174004
differential_high,early,r,ALL,23,0.1239357403297455,0.1471163953277249,0.10010274358270228,0.01189453947105867,0.8058160963084434
differential_high,early,r,ALL,42,0.12253859744833102,0.1471163953277249,0.09948456514678956,0.011173113650169448,0.8156432108691932
differential_high,early,r,Sep17,17,0.12183062731134478,0.1517230043885331,0.0963614326197585,-0.00024558729507101256,0.8198314899082162
differential_high,early,r,Sep17,23,0.12546514447320042,0.1517230043885331,0.10172649937293214,0.006515518938909516,0.7741229891165953
differential_high,early,r,Sep17,42,0.12353992746633949,0.1517230043885331,0.09708372646359077,0.004282873904031472,0.793634993523101
differential_high,early,r,Sep7,17,0.12327377229355567,0.14302163171811763,0.10170883944320244,0.01675402808137118,0.8188805346700083
differential_high,early,r,Sep7,23,0.12257626998000776,0.14302163171811763,0.09865940510249795,0.016675891055191253,0.8339877471456418
differential_high,early,r,Sep7,42,0.1216485263212124,0.14302163171811763,0.10161864397629958,0.017297771202292096,0.8352060707323865
differential_high,early,vx,ALL,17,0.06538362641792157,0.1719054037273107,0.15662933331692316,0.002958709087646596,0.9887700534759358
differential_high,early,vx,ALL,23,0.06905827555761644,0.1719054037273107,0.16041018973798885,0.004051846600549944,0.984568372803667
differential_high,early,vx,ALL,42,0.06844973471790401,0.1719054037273107,0.1610902410910815,0.002667599957612375,0.984568372803667
differential_high,early,vx,Sep17,17,0.06724450336811626,0.17512515842087795,0.1708018333052786,-0.00021314664822420066,0.9761363636363636
differential_high,early,vx,Sep17,23,0.07088594244940111,0.17512515842087795,0.1782559949798631,-0.001164838846653694,0.9672077922077922
differential_high,early,vx,Sep17,42,0.07245503493543977,0.17512515842087795,0.17906942564644213,-0.00181721081670442,0.9672077922077922
differential_high,early,vx,Sep7,17,0.06372951357330406,0.16904339955525094,0.1440315555494961,0.005778136408420637,1.0
differential_high,early,vx,Sep7,23,0.06743368276491896,0.16904339955525094,0.14454725174521174,0.008688900331397622,1.0
differential_high,early,vx,Sep7,42,0.06488946785787224,0.16904339955525094,0.1451087437085387,0.0066540984236717485,1.0
differential_high,early,vy,ALL,17,0.07375465344523906,0.1873006175864034,0.16070207227233144,0.008576363204504233,0.9846491228070176
differential_high,early,vy,ALL,23,0.0750306005054125,0.1873006175864034,0.1660257226339392,0.007004379938639192,0.9877450980392157
differential_high,early,vy,ALL,42,0.07703307052897063,0.1873006175864034,0.16604181254499276,0.0065680465367663156,0.9832202111613877
differential_high,early,vy,Sep17,17,0.06293972065084594,0.175854652640041,0.16694477526782178,0.007831939983218898,0.9830043859649122
differential_high,early,vy,Sep17,23,0.0668327928288754,0.175854652640041,0.17608206716649719,0.005870448689294096,0.9895833333333334
differential_high,early,vy,Sep17,42,0.06798988004202067,0.175854652640041,0.17291685495618964,0.008096577682751079,0.9895833333333334
differential_high,early,vy,Sep7,17,0.08336792704025517,0.19747480864983666,0.15515300294300666,0.009238072734535642,0.9861111111111112
differential_high,early,vy,Sep7,23,0.08231754066233438,0.19747480864983666,0.1570867497161099,0.008012318826945943,0.9861111111111112
differential_high,early,vy,Sep7,42,0.08507146207292614,0.19747480864983666,0.15993066373504,0.005209352184779859,0.9775641025641026
differential_high,early,vz,ALL,17,0.0965941313490273,0.5423216477415728,0.5466536467123994,0.012399590720609402,0.9974424552429667
differential_high,early,vz,ALL,23,0.10192848739876786,0.5423216477415728,0.5510635078594518,0.013442577897331628,0.9950895140664962
differential_high,early,vz,ALL,42,0.09667100737814976,0.5423216477415728,0.5487087638720866,0.016501001660472022,0.9974424552429667
differential_high,early,vz,Sep17,17,0.10878640059450392,0.5245761011157075,0.5244790193107355,0.007200035634969182,0.9945652173913043
differential_high,early,vz,Sep17,23,0.1165446446286458,0.5245761011157075,0.528595251047289,0.0024316409380970997,0.9895652173913043
differential_high,early,vz,Sep17,42,0.10533436371518448,0.5245761011157075,0.5233116784184683,0.012729778372884781,0.9945652173913043
differential_high,early,vz,Sep7,17,0.08575655868638143,0.5580954669645641,0.5663644266249895,0.017021417463400707,1.0
differential_high,early,vz,Sep7,23,0.08893634763887634,0.5580954669645641,0.5710352916924853,0.023230077416651212,1.0
differential_high,early,vz,Sep7,42,0.08897024618967447,0.5580954669645641,0.5712839509419696,0.01985320013832735,1.0
differential_high,extended,p,ALL,17,0.5405540666078581,0.8664563060721542,0.7084886597040967,-0.029579786365886082,0.9851787055929533
differential_high,extended,p,ALL,23,0.5347573008595062,0.8664563060721542,0.70673927413451,-0.02550980288678408,0.9889878148055561
differential_high,extended,p,ALL,42,0.5424852355136501,0.8664563060721542,0.7152608101886196,-0.0395877883526831,0.9851787055929533
differential_high,extended,p,Sep17,17,0.5259997602038402,0.823819084795839,0.6789062779680501,-0.05880807440732544,0.9805184793621426
differential_high,extended,p,Sep17,23,0.5164601252675719,0.823819084795839,0.6792059950702565,-0.05253665943923236,0.9886128364389234
differential_high,extended,p,Sep17,42,0.5265105856945564,0.823819084795839,0.6867111403196697,-0.06834309255243011,0.9805184793621426
differential_high,extended,p,Sep7,17,0.5534912278558739,0.9043560583177678,0.734784110136138,-0.003599085884606659,0.9893211289092295
differential_high,extended,p,Sep7,23,0.5510214569412256,0.9043560583177678,0.7312132999694018,-0.0014859303957189367,0.9893211289092295
differential_high,extended,p,Sep7,42,0.5566849242417334,0.9043560583177678,0.7406382945165751,-0.014027517952907964,0.9893211289092295
differential_high,extended,q,ALL,17,0.2962604017553963,0.7702184086967745,0.7298008992096318,0.016769530791717897,0.9974424552429667
differential_high,extended,q,ALL,23,0.3178514946725602,0.7702184086967745,0.7231453995177395,0.0214164209891273,1.0
differential_high,extended,q,ALL,42,0.2929854813318952,0.7702184086967745,0.7233511883371073,0.01596941159526139,0.9974424552429667
differential_high,extended,q,Sep17,17,0.31304802887638755,0.8366908778952938,0.7732692522335045,0.021848482094694175,0.9945652173913043
differential_high,extended,q,Sep17,23,0.3519330684961788,0.8366908778952938,0.7660409135773532,0.02867440519041624,1.0
differential_high,extended,q,Sep17,42,0.310796156007011,0.8366908778952938,0.7720700826407895,0.021371850796945813,0.9945652173913043
differential_high,extended,q,Sep7,17,0.2813380665367374,0.7111317694092018,0.6911623631884116,0.012254907411294539,1.0
differential_high,extended,q,Sep7,23,0.28755676238489924,0.7111317694092018,0.6850160536869718,0.014964879476870462,1.0
differential_high,extended,q,Sep7,42,0.2771537705095701,0.7111317694092018,0.680045504511612,0.011167243415986352,1.0
differential_high,extended,r,ALL,17,0.17960156415311268,0.3237716623384586,0.26912881609303196,-0.04020672770303531,0.8972222674635157
differential_high,extended,r,ALL,23,0.17353646637076786,0.3237716623384586,0.26483237293240575,-0.018355324841789582,0.9142559391697462
differential_high,extended,r,ALL,42,0.1801199963301507,0.3237716623384586,0.26412998330390236,-0.035281593259133166,0.9116629294731995
differential_high,extended,r,Sep17,17,0.20064062677074077,0.3687378913478096,0.30203325184635244,-0.06180415634726762,0.9057659830580034
differential_high,extended,r,Sep17,23,0.19189752297476168,0.3687378913478096,0.29531857276536977,-0.028223298900047204,0.9382867691502181
differential_high,extended,r,Sep17,42,0.20089817095558407,0.3687378913478096,0.3010602021124398,-0.054207502839489524,0.9025146355183844
differential_high,extended,r,Sep7,17,0.16090017515966548,0.2838016809968133,0.23988042875674706,-0.021009013352606597,0.8896278536017489
differential_high,extended,r,Sep7,23,0.15721552716721782,0.2838016809968133,0.23773352863643776,-0.00958379234556058,0.8928952014093267
differential_high,extended,r,Sep7,42,0.16165050777420994,0.2838016809968133,0.23130312214075804,-0.018458562521038627,0.9197947463219239
differential_high,extended,vx,ALL,17,0.3381084667290538,1.0769642624826383,1.113804390086195,0.02162245608124921,0.8889750253501677
differential_high,extended,vx,ALL,23,0.374558473125979,1.0769642624826383,1.1403737008718913,0.012375599430434949,0.8825894813161671
differential_high,extended,vx,ALL,42,0.37354768599563853,1.0769642624826383,1.1471400756432535,-0.003462090648842524,0.9027185724190748
differential_high,extended,vx,Sep17,17,0.356063876478641,1.1618272079188245,1.2121265119245577,0.06218332727836325,0.8788403520737721
differential_high,extended,vx,Sep17,23,0.40258512759012177,1.1618272079188245,1.2418303461545566,0.03893287566358293,0.8738409824881295
differential_high,extended,vx,Sep17,42,0.4211941271469141,1.1618272079188245,1.2598244572994253,0.017219138108656377,0.8902621836522533
differential_high,extended,vx,Sep7,17,0.3221481025071985,1.0015305332060283,1.0264069484520948,-0.014431651649518833,0.897983623818075
differential_high,extended,vx,Sep7,23,0.34964589138007424,1.0015305332060283,1.0501900161761888,-0.011230868332363256,0.890365924718867
differential_high,extended,vx,Sep7,42,0.3311952938611713,1.0015305332060283,1.0469761808377676,-0.02184540509995266,0.9137909179895826
differential_high,extended,vy,ALL,17,0.3838253045760968,1.3467797859293131,1.373951936022528,0.019303306357585658,0.9458653169562292
differential_high,extended,vy,ALL,23,0.376898895292518,1.3467797859293131,1.4124378523218952,0.011077577703830457,0.9605806827830863
differential_high,extended,vy,ALL,42,0.40377902069828253,1.3467797859293131,1.412964555687042,0.013028455562956358,0.9584798424469518
differential_high,extended,vy,Sep17,17,0.4008696967558202,1.4951830334275724,1.5091358115349587,0.01738958557146433,0.9665794853294853
differential_high,extended,vy,Sep17,23,0.416216563487008,1.4951830334275724,1.554817306576527,0.015153700035191321,0.9727648508898509
differential_high,extended,vy,Sep17,42,0.4250295534079297,1.4951830334275724,1.5294204319332585,0.01159179999470215,0.9683005651755652
differential_high,extended,vy,Sep7,17,0.368674733749676,1.2148657881530829,1.2537884911225898,0.021004391500804614,0.9274527228466682
differential_high,extended,vy,Sep7,23,0.3419498568974158,1.2148657881530829,1.2858783374288891,0.007454357853731913,0.9497503111326286
differential_high,extended,vy,Sep7,42,0.3848896582897072,1.2148657881530829,1.3094482212459608,0.014305482734737878,0.9497503111326286
differential_high,extended,vz,ALL,17,0.3216432733250264,0.889760104880197,0.8140758903402853,-0.032826616742037185,0.9527605290973743
differential_high,extended,vz,ALL,23,0.33026350728375226,0.889760104880197,0.849142623620188,-0.055335214621242405,0.9428810990644915
differential_high,extended,vz,ALL,42,0.33500242838027794,0.889760104880197,0.8318473757913752,-0.02279787962487778,0.9364342687466188
differential_high,extended,vz,Sep17,17,0.3791839510745813,1.0594826807343425,0.952440408011109,-0.07060415343300423,0.9285288443112163
differential_high,extended,vz,Sep17,23,0.41101005781595157,1.0594826807343425,0.9966874164100304,-0.13665403145189045,0.9110288443112163
differential_high,extended,vz,Sep17,42,0.39540021935518044,1.0594826807343425,0.9704631714795268,-0.06782126556445833,0.9101355340981909
differential_high,extended,vz,Sep7,17,0.27049600421431097,0.7388955930098455,0.69108520796622,0.000753415872155753,0.974299804462848
differential_high,extended,vz,Sep7,23,0.2584887956995751,0.7388955930098455,0.7179916966958838,0.01694817811711141,0.9711942144007362
differential_high,extended,vz,Sep7,42,0.2813155030692535,0.7388955930098455,0.708633335179685,0.017222907876971602,0.9598109217674435
differential_high,late,p,ALL,17,0.5281478043198978,0.8604562361994619,0.7234040120740219,-0.030730910768479787,0.9735517738966015
differential_high,late,p,ALL,23,0.5229136710372781,0.8604562361994619,0.7167729272086734,-0.020497178532122094,0.9637733400005205
differential_high,late,p,ALL,42,0.5288037178401643,0.8604562361994619,0.7278279856287303,-0.03504652004813331,0.9683481539870992
differential_high,late,p,Sep17,17,0.5145227951841694,0.8054081426142201,0.6787595863085149,-0.05324430592650077,0.9781944444444445
differential_high,late,p,Sep17,23,0.5087437873225255,0.8054081426142201,0.6766510453665562,-0.03634260442191061,0.9607936507936508
differential_high,late,p,Sep17,42,0.5166827930772807,0.8054081426142201,0.6844964084434678,-0.05502618025869437,0.9719444444444445
differential_high,late,p,Sep7,17,0.5402589235516565,0.9093878749418989,0.7630879460878061,-0.010719003961350022,0.9694249556318523
differential_high,late,p,Sep7,23,0.5355091232281695,0.9093878749418989,0.7524368221794443,-0.006412355518976743,0.9664219526288491
differential_high,late,p,Sep7,42,0.5395778731849498,0.9093878749418989,0.7663449431267414,-0.017286822083190143,0.965151451358348
differential_high,late,q,ALL,17,0.2688118107950124,0.8151543400369545,0.7538645329695731,0.016610893896838216,0.9855673329938037
differential_high,late,q,ALL,23,0.28201653948549565,0.8151543400369545,0.7420973684678492,0.027417359972765603,0.9824130010856017
differential_high,late,q,ALL,42,0.26567623469380974,0.8151543400369545,0.7465157824293591,0.013058091507147377,0.9885112737279919
differential_high,late,q,Sep17,17,0.28924918443329617,0.8721405377026779,0.7841363879299238,0.008058651025835726,0.9943181818181819
differential_high,late,q,Sep17,23,0.3139010844182231,0.8721405377026779,0.7700015444608613,0.025743174951641957,0.9851350677830941
differential_high,late,q,Sep17,42,0.2900409420025721,0.8721405377026779,0.7787984632080098,0.008394871325089554,0.9877392344497608
differential_high,late,q,Sep7,17,0.2506452564498713,0.7644999421118672,0.7269562174492614,0.024212887559951542,0.9777888007054673
differential_high,late,q,Sep7,23,0.2536747217675157,0.7644999421118672,0.7172936564740607,0.028905524435986627,0.9799933862433863
differential_high,late,q,Sep7,42,0.24401871708602105,0.7644999421118672,0.7178200661816695,0.017203176113420995,0.9891975308641976
differential_high,late,r,ALL,17,0.16437755720467145,0.3113625635056001,0.2769212442833508,-0.010248784345771773,0.8919061188738562
differential_high,late,r,ALL,23,0.16531084945771296,0.3113625635056001,0.2675270932224013,0.011582782013278073,0.9063420173933653
differential_high,late,r,ALL,42,0.1640803254104062,0.3113625635056001,0.27189023152945985,-0.0036041407042979572,0.9052666039503962
differential_high,late,r,Sep17,17,0.17178154427933545,0.35906111956414505,0.3107259066931942,-0.019853180393534533,0.9100967916292397
differential_high,late,r,Sep17,23,0.172375317743491,0.35906111956414505,0.300383473242983,0.00783439249005731,0.9101117295323764
differential_high,late,r,Sep17,42,0.1783938214956286,0.35906111956414505,0.3080959180163808,-0.013319405936523546,0.9173502854898764
differential_high,late,r,Sep7,17,0.15779623536052567,0.26896384700911574,0.24687265547460108,-0.0017115434144270973,0.875736631980182
differential_high,late,r,Sep7,23,0.15903132209257692,0.26896384700911574,0.23832142209299542,0.014914683811696527,0.9029911621586888
differential_high,late,r,Sep7,42,0.15135721777909744,0.26896384700911574,0.23970739909664118,0.005031650613235899,0.8945255536930803
differential_high,late,vx,ALL,17,0.1961752204325954,0.6441574635687841,0.6489771971567846,0.017726382065075496,0.9291440657124032
differential_high,late,vx,ALL,23,0.21783804286182482,0.6441574635687841,0.6678227055865529,0.015751220348421698,0.9265704631354805
differential_high,late,vx,ALL,42,0.20631716240151668,0.6441574635687841,0.6784478216160812,0.004118894046530618,0.9330165689620691
differential_high,late,vx,Sep17,17,0.21792751755358966,0.7128028033007952,0.7235703364682408,0.039652534342375034,0.9058824628089995
differential_high,late,vx,Sep17,23,0.24510103767085997,0.7128028033007952,0.7523858279515502,0.03061327062512106,0.8956947157734264
differential_high,late,vx,Sep17,42,0.2324526258690206,0.7128028033007952,0.7754100983499553,0.015338804824293582,0.9155120924386292
differential_high,late,vx,Sep7,17,0.1768398452139338,0.5831393838069966,0.5826721844354902,-0.0017635310703018727,0.9498210460709843
differential_high,late,vx,Sep7,23,0.193604269698238,0.5831393838069966,0.5926554857065551,0.0025405089913555948,0.9540155719017507
differential_high,late,vx,Sep7,42,0.18308563931929098,0.5831393838069966,0.592259131185971,-0.005854359978147574,0.9485761036495712
differential_high,late,vy,ALL,17,0.208684191066416,0.7684538846942406,0.7538539156268059,0.015307211853530556,0.977215856866926
differential_high,late,vy,ALL,23,0.2165154468837169,0.7684538846942406,0.7810713328110346,0.00886807775772618,0.9882961368829375
differential_high,late,vy,ALL,42,0.2214442166811542,0.7684538846942406,0.7783093550008238,0.010308546748932666,0.9807239264269394
differential_high,late,vy,Sep17,17,0.2112304801857639,0.836413918072994,0.8292609426116226,0.011269403684951064,0.9789775531141239
differential_high,late,vy,Sep17,23,0.24076517145704088,0.836413918072994,0.8678431999428932,0.007427941400386106,0.9874768518518519
differential_high,late,vy,Sep17,42,0.23253506701516252,0.836413918072994,0.8451349681574234,0.011545631962183493,0.990162037037037
differential_high,late,vy,Sep7,17,0.20642082296032893,0.7080449661353485,0.6868254471958577,0.018896374670045665,0.9756499046471946
differential_high,late,vy,Sep7,23,0.19496013615187338,0.7080449661353485,0.7039407842493824,0.010148198964250694,0.9890243902439023
differential_high,late,vy,Sep7,42,0.21158568305092454,0.7080449661353485,0.7189088099727352,0.009208915448265263,0.9723344947735192
differential_high,late,vz,ALL,17,0.2569879616276673,0.7752948664880183,0.7420375528458809,0.010590223264861368,0.969350622397818
differential_high,late,vz,ALL,23,0.25967383694463775,0.7752948664880183,0.7629934505862518,-0.01000792624196262,0.968372214893513
differential_high,late,vz,ALL,42,0.26057565307750885,0.7752948664880183,0.7564954305808818,0.004948310456957066,0.9673222248318952
differential_high,late,vz,Sep17,17,0.30587403927643514,0.8772927687912948,0.8085679039464466,-0.010936536925219996,0.9565714614842522
differential_high,late,vz,Sep17,23,0.31570279404510887,0.8772927687912948,0.8377747170427653,-0.0668753433553996,0.959670745920746
differential_high,late,vz,Sep17,42,0.3109167633052721,0.8772927687912948,0.8182276058952566,-0.021660720608120274,0.9565714614842522
differential_high,late,vz,Sep7,17,0.21353367038431809,0.6846300644406613,0.6828994629787113,0.029725121211600355,0.98070987654321
differential_high,late,vz,Sep7,23,0.20987031952199675,0.6846300644406613,0.6965212137360176,0.04054088896998136,0.9761068539804172
differential_high,late,vz,Sep7,42,0.21582799954171925,0.6846300644406613,0.7016223858569931,0.028600782514803594,0.9768784589186887
differential_high,middle,p,ALL,17,0.5305080106139338,0.8390014360050603,0.6977971794438479,-0.04542771517924175,0.9511101371231727
differential_high,middle,p,ALL,23,0.5271358576991327,0.8390014360050603,0.698917842775507,-0.0280297943685407,0.9550993190028213
differential_high,middle,p,ALL,42,0.5318128399812899,0.8390014360050603,0.7010540748128493,-0.04275566341765977,0.9438934593495487
differential_high,middle,p,Sep17,17,0.5116849114895977,0.788569436145363,0.65868142993661,-0.059580582970424165,0.9273173867938705
differential_high,middle,p,Sep17,23,0.5096100891630381,0.788569436145363,0.6657885730136849,-0.03885586954043513,0.9377340534605372
differential_high,middle,p,Sep17,42,0.5125113245722579,0.788569436145363,0.6604691654697372,-0.05792795764195389,0.9182319465249197
differential_high,middle,p,Sep7,17,0.5472396542800104,0.8838298803247912,0.7325667345613927,-0.03284738825374625,0.972259248526997
differential_high,middle,p,Sep7,23,0.5427143186201058,0.8838298803247912,0.7283660825637933,-0.018406616437967878,0.9705351105959625
differential_high,middle,p,Sep7,42,0.5489697425670961,0.8838298803247912,0.7371295497845044,-0.029269179662731664,0.9667036929714414
differential_high,middle,q,ALL,17,0.253355068274166,0.756120875878094,0.6985915662827175,0.0005321502485923901,0.9938080495356038
differential_high,middle,q,ALL,23,0.2667171660209163,0.756120875878094,0.6937606915441231,0.027135177446330143,0.9898864809081528
differential_high,middle,q,ALL,42,0.25423477407249157,0.756120875878094,0.7105015992827228,0.017264050958174796,0.9869453044375645
differential_high,middle,q,Sep17,17,0.2774594399686887,0.8186180437564998,0.7420433063481057,0.02029119391288711,0.986842105263158
differential_high,middle,q,Sep17,23,0.3040208052449313,0.8186180437564998,0.7323429788669136,0.05941926542164852,0.986842105263158
differential_high,middle,q,Sep17,42,0.28555823196972896,0.8186180437564998,0.7531188682082607,0.036005335868719075,0.986842105263158
differential_high,middle,q,Sep7,17,0.23192896010125688,0.7005678377639555,0.6599677973357055,-0.017031444119669583,1.0
differential_high,middle,q,Sep7,23,0.2335583755995696,0.7005678377639555,0.659465325034976,-0.0015617896428417489,0.9925925925925926
differential_high,middle,q,Sep7,42,0.22639170038605835,0.7005678377639555,0.6726195824600226,0.0006051310376909925,0.9870370370370369
differential_high,middle,r,ALL,17,0.16635858834568448,0.24114139270564644,0.1967034872141118,0.00521691477589701,0.8824926671097877
differential_high,middle,r,ALL,23,0.1631052752657074,0.24114139270564644,0.19522243255408867,0.016612819607246584,0.8836036149854414
differential_high,middle,r,ALL,42,0.16459497173044368,0.24114139270564644,0.19700216788232164,0.009655464299775445,0.8867604778891826
differential_high,middle,r,Sep17,17,0.18027524967100844,0.28001711524960365,0.21686723574112665,-0.00031083046356097325,0.8919002897263767
differential_high,middle,r,Sep17,23,0.17835819221854649,0.28001711524960365,0.21652489749562234,0.017730503409121568,0.8874661821672691
differential_high,middle,r,Sep17,42,0.18619337281519382,0.28001711524960365,0.2203235631987341,0.005278440686078771,0.866875375027549
differential_high,middle,r,Sep7,17,0.15398822272317428,0.2065851948887956,0.1787801551900986,0.010130466099859662,0.8741303358950417
differential_high,middle,r,Sep7,23,0.14954712686318372,0.2065851948887956,0.17628690816161433,0.01561932289446882,0.8801702219349278
differential_high,middle,r,Sep7,42,0.14539639298844353,0.2065851948887956,0.17627203871217725,0.013546151956394713,0.9044361248773013
differential_high,middle,vx,ALL,17,0.13417215847651764,0.39034270999712045,0.36792654039095724,0.013108577482912939,0.970377688743196
differential_high,middle,vx,ALL,23,0.13712986782370162,0.39034270999712045,0.3807572567521195,0.011728263892953686,0.963741927349649
differential_high,middle,vx,ALL,42,0.13185256651624555,0.39034270999712045,0.38880388469266475,0.0063980960507808,0.9664756392356101
differential_high,middle,vx,Sep17,17,0.17242974403241176,0.4502718325188395,0.4173754526352017,0.02149683550899832,0.96156239250086
differential_high,middle,vx,Sep17,23,0.172260164685532,0.4502718325188395,0.44052559905295896,0.015689371452946493,0.9441934256833637
differential_high,middle,vx,Sep17,42,0.16338384622164265,0.4502718325188395,0.4538632971163516,0.011403793324630969,0.9569470078854754
differential_high,middle,vx,Sep7,17,0.10016541576016731,0.33707237886670355,0.3239719517294067,0.005652348126392595,0.9782135076252724
differential_high,middle,vx,Sep7,23,0.10590293727985242,0.33707237886670355,0.32762984137359547,0.008207279395182296,0.9811183732752361
differential_high,middle,vx,Sep7,42,0.10382476233367037,0.33707237886670355,0.3309732958716098,0.0019485873629139837,0.9749455337690631
differential_high,middle,vy,ALL,17,0.14668128492754748,0.44465405535113417,0.4092843217628467,0.007350661051006463,0.9854879423033582
