experiment,partition,signal,source,frequency_hz,power
S1,validation,velocity_n,pred,23.046875,1.0618191513164047e-07
S1,validation,velocity_n,pred,23.4375,1.033873822345257e-07
S1,validation,velocity_n,pred,23.828125,1.6141836833418886e-07
S1,validation,velocity_n,pred,24.21875,2.4129725843471565e-07
S1,validation,velocity_n,pred,24.609375,2.9197226409957904e-07
S1,validation,velocity_n,pred,25.0,1.5157045062709485e-07
S1,validation,velocity_n,truth,0.0,0.15479131249045047
S1,validation,velocity_n,truth,0.390625,1.628440134557062
S1,validation,velocity_n,truth,0.78125,0.16266341266595305
S1,validation,velocity_n,truth,1.171875,0.012897726495131254
S1,validation,velocity_n,truth,1.5625,0.005262026078363976
S1,validation,velocity_n,truth,1.953125,0.002314967295307607
S1,validation,velocity_n,truth,2.34375,0.005205783144130253
S1,validation,velocity_n,truth,2.734375,0.02408147774745802
S1,validation,velocity_n,truth,3.125,0.07141354304227199
S1,validation,velocity_n,truth,3.515625,0.13763271504286492
S1,validation,velocity_n,truth,3.90625,0.14702831065945526
S1,validation,velocity_n,truth,4.296875,0.07243508071175003
S1,validation,velocity_n,truth,4.6875,0.012793301677616756
S1,validation,velocity_n,truth,5.078125,0.0010705036144379686
S1,validation,velocity_n,truth,5.46875,0.00016195918273411916
S1,validation,velocity_n,truth,5.859375,0.00018598510623359083
S1,validation,velocity_n,truth,6.25,0.00032777206698674633
S1,validation,velocity_n,truth,6.640625,0.0005423731536847528
S1,validation,velocity_n,truth,7.03125,0.0007573186751620825
S1,validation,velocity_n,truth,7.421875,0.0009631588779703674
S1,validation,velocity_n,truth,7.8125,0.0010582357449697023
S1,validation,velocity_n,truth,8.203125,0.0009686959270018851
S1,validation,velocity_n,truth,8.59375,0.0006044648165900822
S1,validation,velocity_n,truth,8.984375,0.00023302551605274203
S1,validation,velocity_n,truth,9.375,0.00010076762112187008
S1,validation,velocity_n,truth,9.765625,7.775546708638735e-05
S1,validation,velocity_n,truth,10.15625,7.415040990591132e-05
S1,validation,velocity_n,truth,10.546875,7.914786591048254e-05
S1,validation,velocity_n,truth,10.9375,8.532978541736007e-05
S1,validation,velocity_n,truth,11.328125,8.84763365318134e-05
S1,validation,velocity_n,truth,11.71875,7.982493338915094e-05
S1,validation,velocity_n,truth,12.109375,7.18045865467676e-05
S1,validation,velocity_n,truth,12.5,5.7138324574217086e-05
S1,validation,velocity_n,truth,12.890625,4.0719384455776575e-05
S1,validation,velocity_n,truth,13.28125,2.9150943649268457e-05
S1,validation,velocity_n,truth,13.671875,2.03805577109448e-05
S1,validation,velocity_n,truth,14.0625,1.8549555569035958e-05
S1,validation,velocity_n,truth,14.453125,1.8007160287582044e-05
S1,validation,velocity_n,truth,14.84375,1.6285678396960624e-05
S1,validation,velocity_n,truth,15.234375,1.5991727277631097e-05
S1,validation,velocity_n,truth,15.625,1.4436751656046836e-05
S1,validation,velocity_n,truth,16.015625,1.3088377770793301e-05
S1,validation,velocity_n,truth,16.40625,1.2512540914239669e-05
S1,validation,velocity_n,truth,16.796875,1.0863953982826463e-05
S1,validation,velocity_n,truth,17.1875,9.46874796556215e-06
S1,validation,velocity_n,truth,17.578125,8.696215674672433e-06
S1,validation,velocity_n,truth,17.96875,8.31153184693908e-06
S1,validation,velocity_n,truth,18.359375,8.021715841430311e-06
S1,validation,velocity_n,truth,18.75,7.655821489769662e-06
S1,validation,velocity_n,truth,19.140625,7.338863154406901e-06
S1,validation,velocity_n,truth,19.53125,7.669823832523256e-06
S1,validation,velocity_n,truth,19.921875,7.595092072619471e-06
S1,validation,velocity_n,truth,20.3125,7.96188798057419e-06
S1,validation,velocity_n,truth,20.703125,8.162505099579464e-06
S1,validation,velocity_n,truth,21.09375,7.337255879266885e-06
S1,validation,velocity_n,truth,21.484375,7.120400902571061e-06
S1,validation,velocity_n,truth,21.875,6.725338924036578e-06
S1,validation,velocity_n,truth,22.265625,6.043364445312843e-06
S1,validation,velocity_n,truth,22.65625,5.71853738451994e-06
S1,validation,velocity_n,truth,23.046875,5.932500481849254e-06
S1,validation,velocity_n,truth,23.4375,6.619261704613415e-06
S1,validation,velocity_n,truth,23.828125,6.9541758690206954e-06
S1,validation,velocity_n,truth,24.21875,7.32636565031881e-06
S1,validation,velocity_n,truth,24.609375,7.250450096654139e-06
S1,validation,velocity_n,truth,25.0,3.754945638693825e-06
S1,validation,angular_velocity_b,pred,0.0,0.0010385033754940628
S1,validation,angular_velocity_b,pred,0.390625,0.006428328426455821
S1,validation,angular_velocity_b,pred,0.78125,0.0008323409062836507
S1,validation,angular_velocity_b,pred,1.171875,0.00010968791259687139
S1,validation,angular_velocity_b,pred,1.5625,6.627311203009284e-05
S1,validation,angular_velocity_b,pred,1.953125,8.03640166778364e-05
S1,validation,angular_velocity_b,pred,2.34375,0.0004077036834414029
S1,validation,angular_velocity_b,pred,2.734375,0.002861265833729395
S1,validation,angular_velocity_b,pred,3.125,0.017552467752415934
S1,validation,angular_velocity_b,pred,3.515625,0.058123895301870974
S1,validation,angular_velocity_b,pred,3.90625,0.08546165428958225
S1,validation,angular_velocity_b,pred,4.296875,0.05037606189996408
S1,validation,angular_velocity_b,pred,4.6875,0.0085740564405531
S1,validation,angular_velocity_b,pred,5.078125,0.0005260474047687211
S1,validation,angular_velocity_b,pred,5.46875,0.00010699825084525712
S1,validation,angular_velocity_b,pred,5.859375,0.00014299069617527009
S1,validation,angular_velocity_b,pred,6.25,0.0004154482720391263
S1,validation,angular_velocity_b,pred,6.640625,0.001006639178759691
S1,validation,angular_velocity_b,pred,7.03125,0.0018683268001796738
S1,validation,angular_velocity_b,pred,7.421875,0.003028518631698416
S1,validation,angular_velocity_b,pred,7.8125,0.003498573802991339
S1,validation,angular_velocity_b,pred,8.203125,0.002979723889018016
S1,validation,angular_velocity_b,pred,8.59375,0.0016354009114535701
S1,validation,angular_velocity_b,pred,8.984375,0.00041264859117288717
S1,validation,angular_velocity_b,pred,9.375,5.888035409789691e-05
S1,validation,angular_velocity_b,pred,9.765625,1.6772448345529415e-05
S1,validation,angular_velocity_b,pred,10.15625,2.5001323649847225e-05
S1,validation,angular_velocity_b,pred,10.546875,3.338081051108143e-05
S1,validation,angular_velocity_b,pred,10.9375,2.883353837775895e-05
S1,validation,angular_velocity_b,pred,11.328125,2.1922075550056728e-05
S1,validation,angular_velocity_b,pred,11.71875,1.7982011776980495e-05
S1,validation,angular_velocity_b,pred,12.109375,1.5494584191701488e-05
S1,validation,angular_velocity_b,pred,12.5,1.256033911271154e-05
S1,validation,angular_velocity_b,pred,12.890625,8.979238063908986e-06
S1,validation,angular_velocity_b,pred,13.28125,4.947968844388405e-06
S1,validation,angular_velocity_b,pred,13.671875,2.880413313940631e-06
S1,validation,angular_velocity_b,pred,14.0625,1.8480809469740977e-06
S1,validation,angular_velocity_b,pred,14.453125,1.7788909987303906e-06
S1,validation,angular_velocity_b,pred,14.84375,1.8874055099682782e-06
S1,validation,angular_velocity_b,pred,15.234375,1.8944527001217292e-06
S1,validation,angular_velocity_b,pred,15.625,1.8953658342735326e-06
S1,validation,angular_velocity_b,pred,16.015625,2.2209328065491014e-06
S1,validation,angular_velocity_b,pred,16.40625,2.2559519874670693e-06
S1,validation,angular_velocity_b,pred,16.796875,1.8682988572081426e-06
S1,validation,angular_velocity_b,pred,17.1875,1.667210215933212e-06
S1,validation,angular_velocity_b,pred,17.578125,1.4592727857825469e-06
S1,validation,angular_velocity_b,pred,17.96875,1.263014351820337e-06
S1,validation,angular_velocity_b,pred,18.359375,1.2163297915691592e-06
S1,validation,angular_velocity_b,pred,18.75,1.0158379995644763e-06
S1,validation,angular_velocity_b,pred,19.140625,6.343983305829285e-07
S1,validation,angular_velocity_b,pred,19.53125,3.88310443563177e-07
S1,validation,angular_velocity_b,pred,19.921875,3.853585611143763e-07
S1,validation,angular_velocity_b,pred,20.3125,4.618169264641424e-07
S1,validation,angular_velocity_b,pred,20.703125,5.073178246493779e-07
S1,validation,angular_velocity_b,pred,21.09375,5.274940417017541e-07
S1,validation,angular_velocity_b,pred,21.484375,5.854119936655159e-07
S1,validation,angular_velocity_b,pred,21.875,5.800931665341163e-07
S1,validation,angular_velocity_b,pred,22.265625,6.246394290066553e-07
S1,validation,angular_velocity_b,pred,22.65625,7.084849340108601e-07
S1,validation,angular_velocity_b,pred,23.046875,6.009305654974078e-07
S1,validation,angular_velocity_b,pred,23.4375,3.9498933434195555e-07
S1,validation,angular_velocity_b,pred,23.828125,3.422410178956e-07
S1,validation,angular_velocity_b,pred,24.21875,4.600502569519773e-07
S1,validation,angular_velocity_b,pred,24.609375,5.307475886203527e-07
S1,validation,angular_velocity_b,pred,25.0,2.6498251741570175e-07
S1,validation,angular_velocity_b,truth,0.0,0.010228815895517364
S1,validation,angular_velocity_b,truth,0.390625,0.05662793537656992
S1,validation,angular_velocity_b,truth,0.78125,0.04477319177763547
S1,validation,angular_velocity_b,truth,1.171875,0.0322562555473771
S1,validation,angular_velocity_b,truth,1.5625,0.027166436520835942
S1,validation,angular_velocity_b,truth,1.953125,0.018556287821888454
S1,validation,angular_velocity_b,truth,2.34375,0.019821937856483757
S1,validation,angular_velocity_b,truth,2.734375,0.03608137176545378
S1,validation,angular_velocity_b,truth,3.125,0.07570994145462503
S1,validation,angular_velocity_b,truth,3.515625,0.13368841050377478
S1,validation,angular_velocity_b,truth,3.90625,0.16004040574291242
S1,validation,angular_velocity_b,truth,4.296875,0.10172787315492533
S1,validation,angular_velocity_b,truth,4.6875,0.035049071352531
S1,validation,angular_velocity_b,truth,5.078125,0.011161134491209984
S1,validation,angular_velocity_b,truth,5.46875,0.010449695917044073
S1,validation,angular_velocity_b,truth,5.859375,0.01727839230713318
S1,validation,angular_velocity_b,truth,6.25,0.030228457284304264
S1,validation,angular_velocity_b,truth,6.640625,0.04512740308573884
S1,validation,angular_velocity_b,truth,7.03125,0.05499356810754797
S1,validation,angular_velocity_b,truth,7.421875,0.06481477880453947
S1,validation,angular_velocity_b,truth,7.8125,0.06395028360319421
S1,validation,angular_velocity_b,truth,8.203125,0.05105983432692861
S1,validation,angular_velocity_b,truth,8.59375,0.028826453861457442
S1,validation,angular_velocity_b,truth,8.984375,0.010852024224934516
S1,validation,angular_velocity_b,truth,9.375,0.005352562513454535
S1,validation,angular_velocity_b,truth,9.765625,0.004368193705910854
S1,validation,angular_velocity_b,truth,10.15625,0.004639560183475271
S1,validation,angular_velocity_b,truth,10.546875,0.005483869470441647
S1,validation,angular_velocity_b,truth,10.9375,0.006459218665252372
S1,validation,angular_velocity_b,truth,11.328125,0.007281577939110288
S1,validation,angular_velocity_b,truth,11.71875,0.0070914622771248905
S1,validation,angular_velocity_b,truth,12.109375,0.006298775538034188
S1,validation,angular_velocity_b,truth,12.5,0.005062059184953844
S1,validation,angular_velocity_b,truth,12.890625,0.0036294589819560337
S1,validation,angular_velocity_b,truth,13.28125,0.0028302824688254038
S1,validation,angular_velocity_b,truth,13.671875,0.002243931793513133
S1,validation,angular_velocity_b,truth,14.0625,0.0021277278463524784
S1,validation,angular_velocity_b,truth,14.453125,0.0021943488516855195
S1,validation,angular_velocity_b,truth,14.84375,0.0021358337024513746
S1,validation,angular_velocity_b,truth,15.234375,0.002186994741759028
S1,validation,angular_velocity_b,truth,15.625,0.0022090135612946303
S1,validation,angular_velocity_b,truth,16.015625,0.002243451887908469
S1,validation,angular_velocity_b,truth,16.40625,0.002064646718932944
S1,validation,angular_velocity_b,truth,16.796875,0.0018281004377321151
S1,validation,angular_velocity_b,truth,17.1875,0.0015438021795594421
S1,validation,angular_velocity_b,truth,17.578125,0.001226525169455935
S1,validation,angular_velocity_b,truth,17.96875,0.0011035399436352884
S1,validation,angular_velocity_b,truth,18.359375,0.001058566516379357
S1,validation,angular_velocity_b,truth,18.75,0.000955297437242817
S1,validation,angular_velocity_b,truth,19.140625,0.0008276761940792958
S1,validation,angular_velocity_b,truth,19.53125,0.0007466329188258108
S1,validation,angular_velocity_b,truth,19.921875,0.000722679850226117
S1,validation,angular_velocity_b,truth,20.3125,0.0007759015978185276
S1,validation,angular_velocity_b,truth,20.703125,0.0008082400894824427
S1,validation,angular_velocity_b,truth,21.09375,0.0009100574910332394
S1,validation,angular_velocity_b,truth,21.484375,0.001025660659130916
S1,validation,angular_velocity_b,truth,21.875,0.0010390510828514376
S1,validation,angular_velocity_b,truth,22.265625,0.001080117969035113
S1,validation,angular_velocity_b,truth,22.65625,0.0012441376613730843
S1,validation,angular_velocity_b,truth,23.046875,0.0013101609759312036
S1,validation,angular_velocity_b,truth,23.4375,0.0013613801847720335
S1,validation,angular_velocity_b,truth,23.828125,0.0015175695958451634
S1,validation,angular_velocity_b,truth,24.21875,0.0017243399939282983
S1,validation,angular_velocity_b,truth,24.609375,0.0015953710694763606
S1,validation,angular_velocity_b,truth,25.0,0.0007960811284538488
S1,validation,acceleration_n,pred,0.0,0.1426025948211196
S1,validation,acceleration_n,pred,0.390625,0.4629114824439448
S1,validation,acceleration_n,pred,0.78125,0.05426956830180835
S1,validation,acceleration_n,pred,1.171875,0.005439887522703181
S1,validation,acceleration_n,pred,1.5625,0.005412846660714065
S1,validation,acceleration_n,pred,1.953125,0.023274003317433924
S1,validation,acceleration_n,pred,2.34375,0.29766305194904774
S1,validation,acceleration_n,pred,2.734375,2.820197256807828
S1,validation,acceleration_n,pred,3.125,17.916232545795896
S1,validation,acceleration_n,pred,3.515625,55.88235881553191
S1,validation,acceleration_n,pred,3.90625,72.60002574759768
S1,validation,acceleration_n,pred,4.296875,36.307272433790374
S1,validation,acceleration_n,pred,4.6875,5.281008738252085
S1,validation,acceleration_n,pred,5.078125,0.22662786206986618
S1,validation,acceleration_n,pred,5.46875,0.03250470321064152
S1,validation,acceleration_n,pred,5.859375,0.021166880574268916
S1,validation,acceleration_n,pred,6.25,0.03771024345211708
S1,validation,acceleration_n,pred,6.640625,0.08137564908362374
S1,validation,acceleration_n,pred,7.03125,0.12658947572082194
S1,validation,acceleration_n,pred,7.421875,0.15578900186274564
S1,validation,acceleration_n,pred,7.8125,0.13878512195593384
S1,validation,acceleration_n,pred,8.203125,0.09466466636332345
S1,validation,acceleration_n,pred,8.59375,0.04698253732726011
S1,validation,acceleration_n,pred,8.984375,0.014738902069169005
S1,validation,acceleration_n,pred,9.375,0.00621494341463495
S1,validation,acceleration_n,pred,9.765625,0.010415913803036117
S1,validation,acceleration_n,pred,10.15625,0.028440648682866682
S1,validation,acceleration_n,pred,10.546875,0.04595362836579717
S1,validation,acceleration_n,pred,10.9375,0.045311750183078675
S1,validation,acceleration_n,pred,11.328125,0.03729629513982404
S1,validation,acceleration_n,pred,11.71875,0.029843877011925573
S1,validation,acceleration_n,pred,12.109375,0.02594377543440101
S1,validation,acceleration_n,pred,12.5,0.019220528317085036
S1,validation,acceleration_n,pred,12.890625,0.013311769158856275
S1,validation,acceleration_n,pred,13.28125,0.007522803813186111
S1,validation,acceleration_n,pred,13.671875,0.004020909280720631
S1,validation,acceleration_n,pred,14.0625,0.002201083870046605
S1,validation,acceleration_n,pred,14.453125,0.0024884603550512007
S1,validation,acceleration_n,pred,14.84375,0.0029960533224346595
S1,validation,acceleration_n,pred,15.234375,0.0028481577446884507
S1,validation,acceleration_n,pred,15.625,0.0028570082654638023
S1,validation,acceleration_n,pred,16.015625,0.003934936171156058
S1,validation,acceleration_n,pred,16.40625,0.004964548874073908
S1,validation,acceleration_n,pred,16.796875,0.005738841860409688
S1,validation,acceleration_n,pred,17.1875,0.008696999761870118
S1,validation,acceleration_n,pred,17.578125,0.014700981635570324
S1,validation,acceleration_n,pred,17.96875,0.024014769960160994
S1,validation,acceleration_n,pred,18.359375,0.028303285824853596
S1,validation,acceleration_n,pred,18.75,0.020404338592666552
S1,validation,acceleration_n,pred,19.140625,0.008765416395948264
S1,validation,acceleration_n,pred,19.53125,0.00394678494980761
S1,validation,acceleration_n,pred,19.921875,0.0020607051920143397
S1,validation,acceleration_n,pred,20.3125,0.001261223318706798
S1,validation,acceleration_n,pred,20.703125,0.001835267433541693
S1,validation,acceleration_n,pred,21.09375,0.0021253408169102095
S1,validation,acceleration_n,pred,21.484375,0.0015597517144006403
S1,validation,acceleration_n,pred,21.875,0.0011682440119581779
S1,validation,acceleration_n,pred,22.265625,0.0014928382588904406
S1,validation,acceleration_n,pred,22.65625,0.0016016457075405095
S1,validation,acceleration_n,pred,23.046875,0.0013140158706669216
S1,validation,acceleration_n,pred,23.4375,0.0015456655656880948
S1,validation,acceleration_n,pred,23.828125,0.002593579477151947
S1,validation,acceleration_n,pred,24.21875,0.005544896604204416
S1,validation,acceleration_n,pred,24.609375,0.00926606395483513
S1,validation,acceleration_n,pred,25.0,0.005349043099369099
S1,validation,acceleration_n,truth,0.0,0.47434951058973696
S1,validation,acceleration_n,truth,0.390625,2.221257087164573
S1,validation,acceleration_n,truth,0.78125,0.7458732689382364
S1,validation,acceleration_n,truth,1.171875,0.4353337594207216
S1,validation,acceleration_n,truth,1.5625,0.41723826344034404
S1,validation,acceleration_n,truth,1.953125,0.3292994957248099
S1,validation,acceleration_n,truth,2.34375,1.337777230837605
S1,validation,acceleration_n,truth,2.734375,8.00207611589433
S1,validation,acceleration_n,truth,3.125,29.292155747830368
S1,validation,acceleration_n,truth,3.515625,68.42698683167251
S1,validation,acceleration_n,truth,3.90625,85.4721944192426
S1,validation,acceleration_n,truth,4.296875,48.002459274744844
S1,validation,acceleration_n,truth,4.6875,9.58845909865516
S1,validation,acceleration_n,truth,5.078125,0.925888494310533
S1,validation,acceleration_n,truth,5.46875,0.18445717881577653
S1,validation,acceleration_n,truth,5.859375,0.25288281788931255
S1,validation,acceleration_n,truth,6.25,0.49995753794132536
S1,validation,acceleration_n,truth,6.640625,0.9156317165380803
S1,validation,acceleration_n,truth,7.03125,1.415392837209564
S1,validation,acceleration_n,truth,7.421875,1.9832472642892587
S1,validation,acceleration_n,truth,7.8125,2.3818837376233235
S1,validation,acceleration_n,truth,8.203125,2.3592827994852463
S1,validation,acceleration_n,truth,8.59375,1.5864967737632338
S1,validation,acceleration_n,truth,8.984375,0.6569333014676892
S1,validation,acceleration_n,truth,9.375,0.31723770427425774
S1,validation,acceleration_n,truth,9.765625,0.2712188429463184
S1,validation,acceleration_n,truth,10.15625,0.28769546414361696
S1,validation,acceleration_n,truth,10.546875,0.3339138485474192
S1,validation,acceleration_n,truth,10.9375,0.374939582947776
S1,validation,acceleration_n,truth,11.328125,0.3977761206773247
S1,validation,acceleration_n,truth,11.71875,0.3743964520867146
S1,validation,acceleration_n,truth,12.109375,0.354975609264362
S1,validation,acceleration_n,truth,12.5,0.2946455635582491
S1,validation,acceleration_n,truth,12.890625,0.22356240828272408
S1,validation,acceleration_n,truth,13.28125,0.16768195534950972
S1,validation,acceleration_n,truth,13.671875,0.12400822010492245
S1,validation,acceleration_n,truth,14.0625,0.11742617296598958
S1,validation,acceleration_n,truth,14.453125,0.11929809908266414
S1,validation,acceleration_n,truth,14.84375,0.1124027383751778
S1,validation,acceleration_n,truth,15.234375,0.11154815189892502
S1,validation,acceleration_n,truth,15.625,0.1046818915392699
S1,validation,acceleration_n,truth,16.015625,0.09910109237237777
S1,validation,acceleration_n,truth,16.40625,0.09908765333973472
S1,validation,acceleration_n,truth,16.796875,0.08929191869787177
S1,validation,acceleration_n,truth,17.1875,0.08659677492190507
S1,validation,acceleration_n,truth,17.578125,0.08601298208448833
S1,validation,acceleration_n,truth,17.96875,0.08809547797287283
S1,validation,acceleration_n,truth,18.359375,0.0923557446774924
S1,validation,acceleration_n,truth,18.75,0.08630609584203651
S1,validation,acceleration_n,truth,19.140625,0.07577650817539537
S1,validation,acceleration_n,truth,19.53125,0.07532205971486815
S1,validation,acceleration_n,truth,19.921875,0.07530407745844533
S1,validation,acceleration_n,truth,20.3125,0.08095499563638042
S1,validation,acceleration_n,truth,20.703125,0.08486357657050116
S1,validation,acceleration_n,truth,21.09375,0.07714653349657358
S1,validation,acceleration_n,truth,21.484375,0.0764520587114096
S1,validation,acceleration_n,truth,21.875,0.072863803781736
S1,validation,acceleration_n,truth,22.265625,0.06553930482242484
S1,validation,acceleration_n,truth,22.65625,0.06402546484477163
S1,validation,acceleration_n,truth,23.046875,0.06626274490817853
S1,validation,acceleration_n,truth,23.4375,0.07374898567696898
S1,validation,acceleration_n,truth,23.828125,0.07847977678282243
S1,validation,acceleration_n,truth,24.21875,0.0855738404058357
S1,validation,acceleration_n,truth,24.609375,0.08604500172302322
S1,validation,acceleration_n,truth,25.0,0.045332089929331985
S1,validation,angular_acceleration_b,pred,0.0,0.11923161258154405
S1,validation,angular_acceleration_b,pred,0.390625,0.0713621709166741
S1,validation,angular_acceleration_b,pred,0.78125,0.008167762661918439
S1,validation,angular_acceleration_b,pred,1.171875,0.006419181034531364
S1,validation,angular_acceleration_b,pred,1.5625,0.007750113568867051
S1,validation,angular_acceleration_b,pred,1.953125,0.01451827684185861
S1,validation,angular_acceleration_b,pred,2.34375,0.11109976759230814
S1,validation,angular_acceleration_b,pred,2.734375,0.9923848784509365
S1,validation,angular_acceleration_b,pred,3.125,7.53409395051267
S1,validation,angular_acceleration_b,pred,3.515625,29.486133374589837
S1,validation,angular_acceleration_b,pred,3.90625,50.064647183446304
S1,validation,angular_acceleration_b,pred,4.296875,33.27429144152206
S1,validation,angular_acceleration_b,pred,4.6875,6.270256794988255
S1,validation,angular_acceleration_b,pred,5.078125,0.44782702416819575
S1,validation,angular_acceleration_b,pred,5.46875,0.10197162996950782
S1,validation,angular_acceleration_b,pred,5.859375,0.15647989336660106
S1,validation,angular_acceleration_b,pred,6.25,0.5725631796520064
S1,validation,angular_acceleration_b,pred,6.640625,1.6296235212111059
S1,validation,angular_acceleration_b,pred,7.03125,3.420243499896396
S1,validation,angular_acceleration_b,pred,7.421875,6.1426617826696415
S1,validation,angular_acceleration_b,pred,7.8125,7.732392082543643
S1,validation,angular_acceleration_b,pred,8.203125,7.139942703875203
S1,validation,angular_acceleration_b,pred,8.59375,4.191709603468139
S1,validation,angular_acceleration_b,pred,8.984375,1.1262880479404147
S1,validation,angular_acceleration_b,pred,9.375,0.16985614185128503
S1,validation,angular_acceleration_b,pred,9.765625,0.04843025319902333
S1,validation,angular_acceleration_b,pred,10.15625,0.06998428534236104
S1,validation,angular_acceleration_b,pred,10.546875,0.09173003842670585
S1,validation,angular_acceleration_b,pred,10.9375,0.0858642936628181
S1,validation,angular_acceleration_b,pred,11.328125,0.07686433218462038
S1,validation,angular_acceleration_b,pred,11.71875,0.0718798061117256
S1,validation,angular_acceleration_b,pred,12.109375,0.06815218573911602
S1,validation,angular_acceleration_b,pred,12.5,0.05711906974376211
S1,validation,angular_acceleration_b,pred,12.890625,0.03974620870542252
S1,validation,angular_acceleration_b,pred,13.28125,0.02073408142623331
S1,validation,angular_acceleration_b,pred,13.671875,0.012139250483923336
S1,validation,angular_acceleration_b,pred,14.0625,0.008619938092698006
S1,validation,angular_acceleration_b,pred,14.453125,0.0094487053249198
S1,validation,angular_acceleration_b,pred,14.84375,0.010752956967670884
S1,validation,angular_acceleration_b,pred,15.234375,0.011901912951235487
S1,validation,angular_acceleration_b,pred,15.625,0.012179406781244455
S1,validation,angular_acceleration_b,pred,16.015625,0.013673913918527823
S1,validation,angular_acceleration_b,pred,16.40625,0.013452298251904258
S1,validation,angular_acceleration_b,pred,16.796875,0.012784059506209457
S1,validation,angular_acceleration_b,pred,17.1875,0.013872398190581194
S1,validation,angular_acceleration_b,pred,17.578125,0.015509493468342433
S1,validation,angular_acceleration_b,pred,17.96875,0.020374201796911132
S1,validation,angular_acceleration_b,pred,18.359375,0.024860997230133804
S1,validation,angular_acceleration_b,pred,18.75,0.019811829922601203
S1,validation,angular_acceleration_b,pred,19.140625,0.009351946566234023
S1,validation,angular_acceleration_b,pred,19.53125,0.0045885562435711204
S1,validation,angular_acceleration_b,pred,19.921875,0.004163806362768748
S1,validation,angular_acceleration_b,pred,20.3125,0.004889764913074622
S1,validation,angular_acceleration_b,pred,20.703125,0.00577776205918063
S1,validation,angular_acceleration_b,pred,21.09375,0.006722042625169937
