experiment,partition,horizon_s,signal,source,temporal_std_median,rms_median,mean_vector_norm_median,temporal_delta_norm_mean,norm_at_horizon_median
S1,validation,1.0,acceleration_n,truth,10.37705776658876,10.617066712902602,1.677184772869177,5.616916537829085,9.15743049179602
S1,validation,1.0,angular_acceleration_b,pred,9.167794006680406,9.198546735098496,0.700311659336808,5.049154841996909,6.631817154947214
S1,validation,1.0,angular_acceleration_b,truth,29.542106744990633,29.595523882762198,1.009158922862578,34.05668788114374,25.8372053710447
S1,validation,1.0,gru_hidden,pred,2.1616835594177246,2.744943618774414,1.6978631019592285,0.9940915703773499,2.600907564163208
S1,validation,2.0,velocity_n,pred,0.7657558917999268,6.7126240730285645,6.62902307510376,0.16319097578525543,6.628890037536621
S1,validation,2.0,velocity_n,truth,1.004987591956867,6.906681743278876,6.795617663676431,0.19165636648486678,6.893726051719503
S1,validation,2.0,angular_velocity_b,pred,0.34646284580230713,0.3914085030555725,0.1544751673936844,0.15643922984600067,0.3142537772655487
S1,validation,2.0,angular_velocity_b,truth,0.7225337071944044,0.7688433184984064,0.22026244449792862,0.530525439677366,0.71062728222781
S1,validation,2.0,acceleration_n,pred,9.197969618563665,9.292062617832254,1.1034038230382155,3.565358087275428,7.898710535519445
S1,validation,2.0,acceleration_n,truth,10.461708793583501,10.596625323698492,1.3935266281588206,5.608422694091064,9.052803747520466
S1,validation,2.0,angular_acceleration_b,pred,8.540805407310462,8.55617305366209,0.3745335012245935,4.642227485813298,6.002685880871187
S1,validation,2.0,angular_acceleration_b,truth,29.544932290286958,29.556153640128834,0.5600723875563801,34.02651841456036,25.514188122010488
S1,validation,2.0,gru_hidden,pred,2.144169330596924,2.664259433746338,1.5776476860046387,0.9655076265335083,2.5399787425994873
S1,validation,3.0,velocity_n,pred,0.8989293575286865,6.671748638153076,6.600475311279297,0.16183911263942719,6.5709991455078125
S1,validation,3.0,velocity_n,truth,1.3109465154739928,6.917734444788584,6.7403234574974125,0.1913992141943915,6.913018353121668
S1,validation,3.0,angular_velocity_b,pred,0.3437049388885498,0.3720323145389557,0.1281626969575882,0.15052665770053864,0.2865684926509857
S1,validation,3.0,angular_velocity_b,truth,0.7382944729416964,0.771896508851853,0.19724779915141694,0.5300220702285029,0.7086115300114568
S1,validation,3.0,acceleration_n,pred,9.208149110364731,9.26376032757987,0.8697078729563167,3.5524315461609786,7.734013452343406
S1,validation,3.0,acceleration_n,truth,10.457260799032339,10.566169826890544,1.2213281405733474,5.597340187754776,8.98071777838907
S1,validation,3.0,angular_acceleration_b,pred,8.23547828178147,8.237266378956793,0.24993803201531606,4.486179212503747,6.242320861709816
S1,validation,3.0,angular_acceleration_b,truth,29.56370166561972,29.565817798943485,0.43524696791364065,33.98916427334874,25.610650675561278
S1,validation,3.0,gru_hidden,pred,2.150223731994629,2.6241745948791504,1.4965295791625977,0.9562886953353882,2.5252525806427
S1,validation,5.0,velocity_n,pred,1.1980152130126953,6.632963180541992,6.483613014221191,0.16009443998336792,6.482939720153809
S1,validation,5.0,velocity_n,truth,1.9712163830965994,6.9301480249101,6.524022345863257,0.1909226171539225,6.919785146441636
S1,validation,5.0,angular_velocity_b,pred,0.3337114155292511,0.3511471152305603,0.09525537490844727,0.14456050097942352,0.29008686542510986
S1,validation,5.0,angular_velocity_b,truth,0.7525308031737107,0.7746364650642712,0.16787470104098123,0.5289769624908586,0.7123669152090975
S1,validation,5.0,acceleration_n,pred,9.050594091224685,9.108548043193778,0.6917229272633084,3.521178165331013,8.062040448406897
S1,validation,5.0,acceleration_n,truth,10.475463862155195,10.562607107945336,1.1164437961893419,5.575785369054892,8.93858740073076
S1,validation,5.0,angular_acceleration_b,pred,7.845676089366076,7.849504148934178,0.14885543467325327,4.312660362568325,5.9466486237968565
S1,validation,5.0,angular_acceleration_b,truth,29.556915764880117,29.55864065309321,0.3106129284783611,33.91313887709889,25.225955878977192
S1,validation,5.0,gru_hidden,pred,2.1480188369750977,2.5861597061157227,1.4292576313018799,0.944715678691864,2.526695489883423
