experiment,partition,horizon_s,signal,source,temporal_std_median,rms_median,mean_vector_norm_median,temporal_delta_norm_mean,norm_at_horizon_median
S1,validation,0.2,velocity_n,pred,0.42274218797683716,6.866684913635254,6.855241298675537,0.17958499491214752,6.821398735046387
S1,validation,0.2,velocity_n,truth,0.4389345208143617,6.934426468027348,6.91917696550859,0.1918366034883966,6.938929447711466
S1,validation,0.2,angular_velocity_b,pred,0.4504941701889038,0.539294421672821,0.264515221118927,0.23855240643024445,0.4151630401611328
S1,validation,0.2,angular_velocity_b,truth,0.659665026439992,0.755908157146965,0.33952384056247853,0.531706536006208,0.7115457891137846
S1,validation,0.2,acceleration_n,pred,9.02753199914205,10.015325092021662,3.484981598259609,3.797164954072664,8.378368530186396
S1,validation,0.2,acceleration_n,truth,9.96475624164907,10.617951116064466,3.6099667981457575,5.600303329170351,8.952411117558238
S1,validation,0.2,angular_acceleration_b,pred,11.726506342722562,12.31715942811013,3.333179739290964,7.049689905805546,8.606826462467339
S1,validation,0.2,angular_acceleration_b,truth,28.42363754783537,29.057123241621007,5.039673075659401,34.07702852435046,23.849822810991395
S1,validation,0.2,gru_hidden,pred,2.3073668479919434,3.0115814208984375,1.9315991401672363,1.1186119318008423,2.8018155097961426
S1,validation,0.5,velocity_n,pred,0.48615509271621704,6.801812171936035,6.784014701843262,0.17285384237766266,6.707522392272949
S1,validation,0.5,velocity_n,truth,0.513298987370617,6.935421575325303,6.900072517157298,0.19172106039809675,6.95256712230821
S1,validation,0.5,angular_velocity_b,pred,0.403156578540802,0.4729546904563904,0.20958369970321655,0.1937282681465149,0.3663281500339508
S1,validation,0.5,angular_velocity_b,truth,0.6846214851260939,0.7540437767849566,0.27515593009899847,0.5293376671031235,0.7173525164253336
S1,validation,0.5,acceleration_n,pred,9.448191690069926,9.648256721689894,1.8302525719892477,3.705149405191643,7.790251935165525
S1,validation,0.5,acceleration_n,truth,10.415585628683782,10.628014401321991,1.982324744579522,5.612778706196865,8.91905447916999
S1,validation,0.5,angular_acceleration_b,pred,10.320524082008266,10.450172492857316,1.2649432184081864,5.71127194628659,6.777931739134397
S1,validation,0.5,angular_acceleration_b,truth,29.18972547028538,29.2813041236734,1.7911383314270761,33.910664556567134,24.515869695887694
S1,validation,0.5,gru_hidden,pred,2.2477588653564453,2.864957809448242,1.7754230499267578,1.0415277481079102,2.671665668487549
S1,validation,1.0,velocity_n,pred,0.5696940422058105,6.730013847351074,6.703556060791016,0.16710971295833588,6.680045127868652
S1,validation,1.0,velocity_n,truth,0.6596272783853243,6.938633906050741,6.867877968140755,0.1919132010547004,6.896679680437979
S1,validation,1.0,angular_velocity_b,pred,0.36728519201278687,0.42783457040786743,0.1868145614862442,0.17099837958812714,0.33966168761253357
S1,validation,1.0,angular_velocity_b,truth,0.7063954159469465,0.7618648274467033,0.2562111638504996,0.5311125131147877,0.7122347755649974
S1,validation,1.0,acceleration_n,pred,9.223169028269538,9.455217784432445,1.4950262987676952,3.617516437140179,7.8712967377889225
