partition,harmonics,variant,steps,log_id,axis,rmse
train_correction_oof,0,baseline,5,9.14数据/log_12_2026-9-14-18-20-30.ulg,q,0.19852346416343689
train_correction_oof,0,baseline,5,9.14数据/log_12_2026-9-14-18-20-30.ulg,r,0.11843503194915281
train_correction_oof,0,baseline,5,9.14数据/log_13_2026-9-14-18-28-32.ulg,p,0.44124314079795635
train_correction_oof,0,baseline,5,9.14数据/log_13_2026-9-14-18-28-32.ulg,q,0.20343035358243786
train_correction_oof,0,baseline,5,9.14数据/log_13_2026-9-14-18-28-32.ulg,r,0.11994258096494416
train_correction_oof,0,baseline,5,9.14数据/log_14_2026-9-14-18-34-22.ulg,p,0.8386073568411544
train_correction_oof,0,baseline,5,9.14数据/log_14_2026-9-14-18-34-22.ulg,q,0.239025274229501
train_correction_oof,0,baseline,5,9.14数据/log_14_2026-9-14-18-34-22.ulg,r,0.16468532136728925
train_correction_oof,0,baseline,5,9.15数据/log_10_2026-9-15-17-44-04.ulg,p,0.299989488857246
train_correction_oof,0,baseline,5,9.15数据/log_10_2026-9-15-17-44-04.ulg,q,0.22373982398539913
train_correction_oof,0,baseline,5,9.15数据/log_10_2026-9-15-17-44-04.ulg,r,0.12547982411076264
train_correction_oof,0,baseline,5,9.15数据/log_11_2026-9-15-17-51-56.ulg,p,0.32077587173872973
train_correction_oof,0,baseline,5,9.15数据/log_11_2026-9-15-17-51-56.ulg,q,0.21046561763324792
train_correction_oof,0,baseline,5,9.15数据/log_11_2026-9-15-17-51-56.ulg,r,0.1320466720704532
train_correction_oof,0,baseline,5,9.15数据/log_12_2026-9-15-18-03-58.ulg,p,0.29212548511290976
train_correction_oof,0,baseline,5,9.15数据/log_12_2026-9-15-18-03-58.ulg,q,0.18632663796348464
train_correction_oof,0,baseline,5,9.15数据/log_12_2026-9-15-18-03-58.ulg,r,0.10589197767074608
train_correction_oof,0,baseline,5,9.15数据/log_13_2026-9-15-18-10-58.ulg,p,0.2601598798069388
train_correction_oof,0,baseline,5,9.15数据/log_13_2026-9-15-18-10-58.ulg,q,0.2014078435422364
train_correction_oof,0,baseline,5,9.15数据/log_13_2026-9-15-18-10-58.ulg,r,0.10257081553548873
train_correction_oof,0,baseline,5,9.15数据/log_14_2026-9-15-18-17-26.ulg,p,0.26462751507844184
train_correction_oof,0,baseline,5,9.15数据/log_14_2026-9-15-18-17-26.ulg,q,0.1736047926316349
train_correction_oof,0,baseline,5,9.15数据/log_14_2026-9-15-18-17-26.ulg,r,0.10988169579368863
train_correction_oof,0,baseline,5,9.15数据/log_15_2026-9-15-18-23-44.ulg,p,0.25461608609409175
train_correction_oof,0,baseline,5,9.15数据/log_15_2026-9-15-18-23-44.ulg,q,0.17244877398458588
train_correction_oof,0,baseline,5,9.15数据/log_15_2026-9-15-18-23-44.ulg,r,0.11187003718228385
train_correction_oof,0,baseline,5,9.16数据/log_1_2026-9-16-18-02-34.ulg,p,0.29444884577622366
train_correction_oof,0,baseline,5,9.16数据/log_1_2026-9-16-18-02-34.ulg,q,0.1841823142398701
train_correction_oof,0,baseline,5,9.16数据/log_1_2026-9-16-18-02-34.ulg,r,0.11820047928434205
train_correction_oof,0,baseline,5,9.16数据/log_2_2026-9-16-18-08-46.ulg,p,0.2704436448972891
train_correction_oof,0,baseline,5,9.16数据/log_2_2026-9-16-18-08-46.ulg,q,0.1689529205097833
train_correction_oof,0,baseline,5,9.16数据/log_2_2026-9-16-18-08-46.ulg,r,0.11609913609536003
train_correction_oof,0,baseline,5,9.16数据/log_3_2026-9-16-18-13-58.ulg,p,0.2671100261727585
train_correction_oof,0,baseline,5,9.16数据/log_3_2026-9-16-18-13-58.ulg,q,0.1753368558041062
train_correction_oof,0,baseline,5,9.16数据/log_3_2026-9-16-18-13-58.ulg,r,0.10897498611419626
train_correction_oof,0,baseline,5,9.16数据/log_4_2026-9-16-18-20-50.ulg,p,0.25246834187646994
train_correction_oof,0,baseline,5,9.16数据/log_4_2026-9-16-18-20-50.ulg,q,0.17730922701734692
train_correction_oof,0,baseline,5,9.16数据/log_4_2026-9-16-18-20-50.ulg,r,0.1181668254031877
train_correction_oof,0,baseline,5,9.16数据/log_5_2026-9-16-18-26-48.ulg,p,0.3597371168009199
train_correction_oof,0,baseline,5,9.16数据/log_5_2026-9-16-18-26-48.ulg,q,0.16980173431897763
train_correction_oof,0,baseline,5,9.16数据/log_5_2026-9-16-18-26-48.ulg,r,0.11093580029523618
train_correction_oof,0,baseline,5,9.18数据/log_0_2026-9-18-18-15-06.ulg,p,0.32739644535809204
train_correction_oof,0,baseline,5,9.18数据/log_0_2026-9-18-18-15-06.ulg,q,0.2375040446892259
train_correction_oof,0,baseline,5,9.18数据/log_0_2026-9-18-18-15-06.ulg,r,0.13691882767160218
train_correction_oof,0,baseline,5,9.18数据/log_1_2026-9-18-18-23-36.ulg,p,0.39671688417495893
train_correction_oof,0,baseline,5,9.18数据/log_1_2026-9-18-18-23-36.ulg,q,0.2387415390317324
train_correction_oof,0,baseline,5,9.18数据/log_1_2026-9-18-18-23-36.ulg,r,0.17708871207991395
train_correction_oof,0,baseline,5,9.18数据/log_2_2026-9-18-18-29-40.ulg,p,0.3770144938318061
train_correction_oof,0,baseline,5,9.18数据/log_2_2026-9-18-18-29-40.ulg,q,0.25577073741383205
train_correction_oof,0,baseline,5,9.18数据/log_2_2026-9-18-18-29-40.ulg,r,0.1676759451891427
train_correction_oof,0,baseline,10,2026.9.6/log_17_2026-9-6-18-34-06.ulg,p,0.4430274303292302
train_correction_oof,0,baseline,10,2026.9.6/log_17_2026-9-6-18-34-06.ulg,q,0.20944901987919437
train_correction_oof,0,baseline,10,2026.9.6/log_17_2026-9-6-18-34-06.ulg,r,0.13766840730094493
train_correction_oof,0,baseline,10,2026.9.6/log_18_2026-9-6-18-46-20.ulg,p,0.4638261058488476
train_correction_oof,0,baseline,10,2026.9.6/log_18_2026-9-6-18-46-20.ulg,q,0.2189486348158471
train_correction_oof,0,baseline,10,2026.9.6/log_18_2026-9-6-18-46-20.ulg,r,0.1600377277863909
train_correction_oof,0,baseline,10,2026.9.6/log_19_2026-9-6-18-52-30.ulg,p,0.4791805856839026
train_correction_oof,0,baseline,10,2026.9.6/log_19_2026-9-6-18-52-30.ulg,q,0.19866116998370145
train_correction_oof,0,baseline,10,2026.9.6/log_19_2026-9-6-18-52-30.ulg,r,0.1298924197918337
train_correction_oof,0,baseline,10,2026.9.6/log_20_2026-9-6-18-58-10.ulg,p,0.48359373503133735
train_correction_oof,0,baseline,10,2026.9.6/log_20_2026-9-6-18-58-10.ulg,q,0.2237988219623841
train_correction_oof,0,baseline,10,2026.9.6/log_20_2026-9-6-18-58-10.ulg,r,0.14123742411724638
train_correction_oof,0,baseline,10,2026.9.6/log_24_2026-9-6-06-28-38.ulg,p,0.33958294017367147
train_correction_oof,0,baseline,10,2026.9.6/log_24_2026-9-6-06-28-38.ulg,q,0.2561269802628324
train_correction_oof,0,baseline,10,2026.9.6/log_24_2026-9-6-06-28-38.ulg,r,0.1440002667527747
train_correction_oof,0,baseline,10,2026.9.6/log_28_2026-9-6-07-01-38.ulg,p,0.377329178070829
train_correction_oof,0,baseline,10,2026.9.6/log_28_2026-9-6-07-01-38.ulg,q,0.2552806719174131
train_correction_oof,0,baseline,10,2026.9.6/log_28_2026-9-6-07-01-38.ulg,r,0.1711209226173018
train_correction_oof,0,baseline,10,9.11数据/log_13_2026-9-11-18-28-08.ulg,p,0.36536974303047465
train_correction_oof,0,baseline,10,9.11数据/log_13_2026-9-11-18-28-08.ulg,q,0.247928300317532
train_correction_oof,0,baseline,10,9.11数据/log_13_2026-9-11-18-28-08.ulg,r,0.1438145637241908
train_correction_oof,0,baseline,10,9.11数据/log_14_2026-9-11-18-34-58.ulg,p,0.28490672612400497
train_correction_oof,0,baseline,10,9.11数据/log_14_2026-9-11-18-34-58.ulg,q,0.22596909943862653
train_correction_oof,0,baseline,10,9.11数据/log_14_2026-9-11-18-34-58.ulg,r,0.13204383067406134
train_correction_oof,0,baseline,10,9.11数据/log_15_2026-9-11-18-40-48.ulg,p,0.41267079096797227
train_correction_oof,0,baseline,10,9.11数据/log_15_2026-9-11-18-40-48.ulg,q,0.2392812463062152
train_correction_oof,0,baseline,10,9.11数据/log_15_2026-9-11-18-40-48.ulg,r,0.18285765183988945
train_correction_oof,0,baseline,10,9.12数据/log_10_2026-9-12-06-13-40.ulg,p,0.42143461264472987
train_correction_oof,0,baseline,10,9.12数据/log_10_2026-9-12-06-13-40.ulg,q,0.19662007265956982
train_correction_oof,0,baseline,10,9.12数据/log_10_2026-9-12-06-13-40.ulg,r,0.12448555572459365
train_correction_oof,0,baseline,10,9.12数据/log_11_2026-9-12-06-21-12.ulg,p,0.46825258221233657
train_correction_oof,0,baseline,10,9.12数据/log_11_2026-9-12-06-21-12.ulg,q,0.20614519282004173
train_correction_oof,0,baseline,10,9.12数据/log_11_2026-9-12-06-21-12.ulg,r,0.13246462176974325
train_correction_oof,0,baseline,10,9.12数据/log_12_2026-9-12-06-29-44.ulg,p,0.4096304611943244
train_correction_oof,0,baseline,10,9.12数据/log_12_2026-9-12-06-29-44.ulg,q,0.20466526186990067
train_correction_oof,0,baseline,10,9.12数据/log_12_2026-9-12-06-29-44.ulg,r,0.13334934827042574
train_correction_oof,0,baseline,10,9.12数据/log_2_2026-9-12-18-32-54.ulg,p,0.3714436821054492
train_correction_oof,0,baseline,10,9.12数据/log_2_2026-9-12-18-32-54.ulg,q,0.1612037902052564
train_correction_oof,0,baseline,10,9.12数据/log_2_2026-9-12-18-32-54.ulg,r,0.1013441197123594
train_correction_oof,0,baseline,10,9.12数据/log_3_2026-9-12-18-40-02.ulg,p,0.3650877918092769
train_correction_oof,0,baseline,10,9.12数据/log_3_2026-9-12-18-40-02.ulg,q,0.21209430670338167
train_correction_oof,0,baseline,10,9.12数据/log_3_2026-9-12-18-40-02.ulg,r,0.11810140973667624
train_correction_oof,0,baseline,10,9.12数据/log_7_2026-9-12-05-49-02.ulg,p,0.34751186999153433
train_correction_oof,0,baseline,10,9.12数据/log_7_2026-9-12-05-49-02.ulg,q,0.20799963494319618
train_correction_oof,0,baseline,10,9.12数据/log_7_2026-9-12-05-49-02.ulg,r,0.13791324533757962
train_correction_oof,0,baseline,10,9.12数据/log_8_2026-9-12-05-55-30.ulg,p,0.45698309109259355
train_correction_oof,0,baseline,10,9.12数据/log_8_2026-9-12-05-55-30.ulg,q,0.20898721643959633
train_correction_oof,0,baseline,10,9.12数据/log_8_2026-9-12-05-55-30.ulg,r,0.13240106480321326
train_correction_oof,0,baseline,10,9.12数据/log_9_2026-9-12-06-03-32.ulg,p,0.4327943657237734
train_correction_oof,0,baseline,10,9.12数据/log_9_2026-9-12-06-03-32.ulg,q,0.2010409019893184
train_correction_oof,0,baseline,10,9.12数据/log_9_2026-9-12-06-03-32.ulg,r,0.13613061330739834
train_correction_oof,0,baseline,10,9.13数据/log_1_2026-9-13-06-11-06.ulg,p,0.2804073944412514
train_correction_oof,0,baseline,10,9.13数据/log_1_2026-9-13-06-11-06.ulg,q,0.14663344617287974
train_correction_oof,0,baseline,10,9.13数据/log_1_2026-9-13-06-11-06.ulg,r,0.08738870293115164
train_correction_oof,0,baseline,10,9.13数据/log_2_2026-9-13-06-20-06.ulg,p,0.3356092324745348
train_correction_oof,0,baseline,10,9.13数据/log_2_2026-9-13-06-20-06.ulg,q,0.17011849797600645
train_correction_oof,0,baseline,10,9.13数据/log_2_2026-9-13-06-20-06.ulg,r,0.09453436847978151
train_correction_oof,0,baseline,10,9.13数据/log_3_2026-9-13-06-31-26.ulg,p,0.3438140520888063
train_correction_oof,0,baseline,10,9.13数据/log_3_2026-9-13-06-31-26.ulg,q,0.1953197511463789
train_correction_oof,0,baseline,10,9.13数据/log_3_2026-9-13-06-31-26.ulg,r,0.11342680140886038
train_correction_oof,0,baseline,10,9.13数据/log_4_2026-9-13-06-36-26.ulg,p,0.3369983690949306
train_correction_oof,0,baseline,10,9.13数据/log_4_2026-9-13-06-36-26.ulg,q,0.16831759538708235
train_correction_oof,0,baseline,10,9.13数据/log_4_2026-9-13-06-36-26.ulg,r,0.09142740400474772
train_correction_oof,0,baseline,10,9.13数据/log_5_2026-9-13-06-42-40.ulg,p,0.4291350536597262
train_correction_oof,0,baseline,10,9.13数据/log_5_2026-9-13-06-42-40.ulg,q,0.17470108569654677
train_correction_oof,0,baseline,10,9.13数据/log_5_2026-9-13-06-42-40.ulg,r,0.10038717009236903
train_correction_oof,0,baseline,10,9.13数据/log_7_2026-9-13-18-12-52.ulg,p,0.49740659646534835
train_correction_oof,0,baseline,10,9.13数据/log_7_2026-9-13-18-12-52.ulg,q,0.1987737895537248
train_correction_oof,0,baseline,10,9.13数据/log_7_2026-9-13-18-12-52.ulg,r,0.12879185085736164
train_correction_oof,0,baseline,10,9.14数据/log_11_2026-9-14-18-13-22.ulg,p,0.459287786096392
train_correction_oof,0,baseline,10,9.14数据/log_11_2026-9-14-18-13-22.ulg,q,0.2197983066211384
train_correction_oof,0,baseline,10,9.14数据/log_11_2026-9-14-18-13-22.ulg,r,0.12599837305366116
train_correction_oof,0,baseline,10,9.14数据/log_12_2026-9-14-18-20-30.ulg,p,0.46899780904321126
train_correction_oof,0,baseline,10,9.14数据/log_12_2026-9-14-18-20-30.ulg,q,0.21859681852178606
train_correction_oof,0,baseline,10,9.14数据/log_12_2026-9-14-18-20-30.ulg,r,0.14100247788182385
train_correction_oof,0,baseline,10,9.14数据/log_13_2026-9-14-18-28-32.ulg,p,0.4584355261690159
train_correction_oof,0,baseline,10,9.14数据/log_13_2026-9-14-18-28-32.ulg,q,0.21736857385746525
train_correction_oof,0,baseline,10,9.14数据/log_13_2026-9-14-18-28-32.ulg,r,0.14456386781015051
train_correction_oof,0,baseline,10,9.14数据/log_14_2026-9-14-18-34-22.ulg,p,1.1988284088071406
train_correction_oof,0,baseline,10,9.14数据/log_14_2026-9-14-18-34-22.ulg,q,0.2289385144826364
train_correction_oof,0,baseline,10,9.14数据/log_14_2026-9-14-18-34-22.ulg,r,0.1499236084562018
train_correction_oof,0,baseline,10,9.15数据/log_10_2026-9-15-17-44-04.ulg,p,0.3121415393445047
train_correction_oof,0,baseline,10,9.15数据/log_10_2026-9-15-17-44-04.ulg,q,0.23331525796690206
train_correction_oof,0,baseline,10,9.15数据/log_10_2026-9-15-17-44-04.ulg,r,0.1404957472083779
train_correction_oof,0,baseline,10,9.15数据/log_11_2026-9-15-17-51-56.ulg,p,0.34466168257536534
train_correction_oof,0,baseline,10,9.15数据/log_11_2026-9-15-17-51-56.ulg,q,0.20405388929760146
train_correction_oof,0,baseline,10,9.15数据/log_11_2026-9-15-17-51-56.ulg,r,0.14917024406284096
train_correction_oof,0,baseline,10,9.15数据/log_12_2026-9-15-18-03-58.ulg,p,0.29972622455657916
train_correction_oof,0,baseline,10,9.15数据/log_12_2026-9-15-18-03-58.ulg,q,0.2003367758063433
train_correction_oof,0,baseline,10,9.15数据/log_12_2026-9-15-18-03-58.ulg,r,0.11928290747132039
train_correction_oof,0,baseline,10,9.15数据/log_13_2026-9-15-18-10-58.ulg,p,0.27415462458128265
train_correction_oof,0,baseline,10,9.15数据/log_13_2026-9-15-18-10-58.ulg,q,0.1945877230987806
train_correction_oof,0,baseline,10,9.15数据/log_13_2026-9-15-18-10-58.ulg,r,0.12057430361519632
train_correction_oof,0,baseline,10,9.15数据/log_14_2026-9-15-18-17-26.ulg,p,0.29481562191015254
train_correction_oof,0,baseline,10,9.15数据/log_14_2026-9-15-18-17-26.ulg,q,0.18500835841148347
train_correction_oof,0,baseline,10,9.15数据/log_14_2026-9-15-18-17-26.ulg,r,0.1269328855982733
train_correction_oof,0,baseline,10,9.15数据/log_15_2026-9-15-18-23-44.ulg,p,0.29005978000303234
train_correction_oof,0,baseline,10,9.15数据/log_15_2026-9-15-18-23-44.ulg,q,0.1865516602045383
train_correction_oof,0,baseline,10,9.15数据/log_15_2026-9-15-18-23-44.ulg,r,0.13015690734879512
train_correction_oof,0,baseline,10,9.16数据/log_1_2026-9-16-18-02-34.ulg,p,0.277926806587214
train_correction_oof,0,baseline,10,9.16数据/log_1_2026-9-16-18-02-34.ulg,q,0.18880518676308947
train_correction_oof,0,baseline,10,9.16数据/log_1_2026-9-16-18-02-34.ulg,r,0.12433517162398462
train_correction_oof,0,baseline,10,9.16数据/log_2_2026-9-16-18-08-46.ulg,p,0.27425334139295
train_correction_oof,0,baseline,10,9.16数据/log_2_2026-9-16-18-08-46.ulg,q,0.18558080306865016
train_correction_oof,0,baseline,10,9.16数据/log_2_2026-9-16-18-08-46.ulg,r,0.13062828756155295
train_correction_oof,0,baseline,10,9.16数据/log_3_2026-9-16-18-13-58.ulg,p,0.2862394613826685
train_correction_oof,0,baseline,10,9.16数据/log_3_2026-9-16-18-13-58.ulg,q,0.18686462000724793
train_correction_oof,0,baseline,10,9.16数据/log_3_2026-9-16-18-13-58.ulg,r,0.11611116692190429
train_correction_oof,0,baseline,10,9.16数据/log_4_2026-9-16-18-20-50.ulg,p,0.2847372176769612
train_correction_oof,0,baseline,10,9.16数据/log_4_2026-9-16-18-20-50.ulg,q,0.17863257437122215
train_correction_oof,0,baseline,10,9.16数据/log_4_2026-9-16-18-20-50.ulg,r,0.12200418495088525
train_correction_oof,0,baseline,10,9.16数据/log_5_2026-9-16-18-26-48.ulg,p,0.3758381099982067
train_correction_oof,0,baseline,10,9.16数据/log_5_2026-9-16-18-26-48.ulg,q,0.18778917307699192
train_correction_oof,0,baseline,10,9.16数据/log_5_2026-9-16-18-26-48.ulg,r,0.12076008168824562
train_correction_oof,0,baseline,10,9.18数据/log_0_2026-9-18-18-15-06.ulg,p,0.3391042229509105
train_correction_oof,0,baseline,10,9.18数据/log_0_2026-9-18-18-15-06.ulg,q,0.26340970417982174
train_correction_oof,0,baseline,10,9.18数据/log_0_2026-9-18-18-15-06.ulg,r,0.15397109976164144
train_correction_oof,0,baseline,10,9.18数据/log_1_2026-9-18-18-23-36.ulg,p,0.41471119404309753
train_correction_oof,0,baseline,10,9.18数据/log_1_2026-9-18-18-23-36.ulg,q,0.2724284853974339
train_correction_oof,0,baseline,10,9.18数据/log_1_2026-9-18-18-23-36.ulg,r,0.19631205880242072
train_correction_oof,0,baseline,10,9.18数据/log_2_2026-9-18-18-29-40.ulg,p,0.43182074218235794
train_correction_oof,0,baseline,10,9.18数据/log_2_2026-9-18-18-29-40.ulg,q,0.25752666209771696
train_correction_oof,0,baseline,10,9.18数据/log_2_2026-9-18-18-29-40.ulg,r,0.18827470137943894
train_correction_oof,0,baseline,25,2026.9.6/log_17_2026-9-6-18-34-06.ulg,p,0.4406457715338432
train_correction_oof,0,baseline,25,2026.9.6/log_17_2026-9-6-18-34-06.ulg,q,0.23145089585322343
train_correction_oof,0,baseline,25,2026.9.6/log_17_2026-9-6-18-34-06.ulg,r,0.15251966952362755
train_correction_oof,0,baseline,25,2026.9.6/log_18_2026-9-6-18-46-20.ulg,p,0.515502405305674
train_correction_oof,0,baseline,25,2026.9.6/log_18_2026-9-6-18-46-20.ulg,q,0.2100150558749645
train_correction_oof,0,baseline,25,2026.9.6/log_18_2026-9-6-18-46-20.ulg,r,0.16619649357693286
train_correction_oof,0,baseline,25,2026.9.6/log_19_2026-9-6-18-52-30.ulg,p,0.483878590599821
train_correction_oof,0,baseline,25,2026.9.6/log_19_2026-9-6-18-52-30.ulg,q,0.20799967860014196
train_correction_oof,0,baseline,25,2026.9.6/log_19_2026-9-6-18-52-30.ulg,r,0.1433800078836148
train_correction_oof,0,baseline,25,2026.9.6/log_20_2026-9-6-18-58-10.ulg,p,0.5080342120601518
train_correction_oof,0,baseline,25,2026.9.6/log_20_2026-9-6-18-58-10.ulg,q,0.2473810009047202
