partition,harmonics,variant,steps,log_id,axis,rmse
train_correction_oof,0,baseline,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,p,0.4156707437761723
train_correction_oof,0,baseline,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,q,0.2046657955404464
train_correction_oof,0,baseline,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,r,0.13016508079046624
train_correction_oof,0,baseline,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,p,0.501595106416816
train_correction_oof,0,baseline,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,q,0.1971969790291033
train_correction_oof,0,baseline,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,r,0.15431806522843758
train_correction_oof,0,baseline,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,p,0.4760172212966653
train_correction_oof,0,baseline,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,q,0.18261642613817497
train_correction_oof,0,baseline,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,r,0.14186099067320898
train_correction_oof,0,baseline,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,p,0.5023720644183052
train_correction_oof,0,baseline,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,q,0.2126043110350336
train_correction_oof,0,baseline,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,r,0.14294780236068294
train_correction_oof,0,baseline,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,p,0.31504045633311395
train_correction_oof,0,baseline,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,q,0.25088066324296876
train_correction_oof,0,baseline,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,r,0.12655722764670618
train_correction_oof,0,baseline,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,p,0.37685496625241294
train_correction_oof,0,baseline,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,q,0.27819316647619435
train_correction_oof,0,baseline,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,r,0.14520576428889437
train_correction_oof,0,baseline,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,p,0.345196968258846
train_correction_oof,0,baseline,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,q,0.1916153466587803
train_correction_oof,0,baseline,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,r,0.11614564316071634
train_correction_oof,0,baseline,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,p,0.29050256793876744
train_correction_oof,0,baseline,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,q,0.2100575575226675
train_correction_oof,0,baseline,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,r,0.10807577141660772
train_correction_oof,0,baseline,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,p,0.35091720871054743
train_correction_oof,0,baseline,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,q,0.2491664258210524
train_correction_oof,0,baseline,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,r,0.15342177132281107
train_correction_oof,0,baseline,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,p,0.4052734325802797
train_correction_oof,0,baseline,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,q,0.19616082763670473
train_correction_oof,0,baseline,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,r,0.11424045870145863
train_correction_oof,0,baseline,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,p,0.46554698968670827
train_correction_oof,0,baseline,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,q,0.19756530875927947
train_correction_oof,0,baseline,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,r,0.11049695723384056
train_correction_oof,0,baseline,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,p,0.42568571176724324
train_correction_oof,0,baseline,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,q,0.21863640198036763
train_correction_oof,0,baseline,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,r,0.11727710443193495
train_correction_oof,0,baseline,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,p,0.33268718155776045
train_correction_oof,0,baseline,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,q,0.1570645482790063
train_correction_oof,0,baseline,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,r,0.08819901344921606
train_correction_oof,0,baseline,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,p,0.3740233350100179
train_correction_oof,0,baseline,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,q,0.17651489005848892
train_correction_oof,0,baseline,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,r,0.09422143954270243
train_correction_oof,0,baseline,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,p,0.3513774019074702
train_correction_oof,0,baseline,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,q,0.19461458158024295
train_correction_oof,0,baseline,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,r,0.12708922295832242
train_correction_oof,0,baseline,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,p,0.4171363884093545
train_correction_oof,0,baseline,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,q,0.18845019779641517
train_correction_oof,0,baseline,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,r,0.1205172242089517
train_correction_oof,0,baseline,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,p,0.4065961698873345
train_correction_oof,0,baseline,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,q,0.19101607413145671
train_correction_oof,0,baseline,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,r,0.11328613845828157
train_correction_oof,0,baseline,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,p,0.2725959053186973
train_correction_oof,0,baseline,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,q,0.15118934422614957
train_correction_oof,0,baseline,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,r,0.08049129944666808
train_correction_oof,0,baseline,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,p,0.3190941100053255
train_correction_oof,0,baseline,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,q,0.1558027950778573
train_correction_oof,0,baseline,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,r,0.08149564835147094
train_correction_oof,0,baseline,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,p,0.33430449371161547
train_correction_oof,0,baseline,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,q,0.1731079902431786
train_correction_oof,0,baseline,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,r,0.10397025198783898
train_correction_oof,0,baseline,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,p,0.3141824022189295
train_correction_oof,0,baseline,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,q,0.14742751161293066
train_correction_oof,0,baseline,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,r,0.07476738943968221
train_correction_oof,0,baseline,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,p,0.3947994980932277
train_correction_oof,0,baseline,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,q,0.15675133487522988
train_correction_oof,0,baseline,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,r,0.08188354239147519
train_correction_oof,0,baseline,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,p,0.49892633959517724
train_correction_oof,0,baseline,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,q,0.19082039794338237
train_correction_oof,0,baseline,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,r,0.10799935416205175
train_correction_oof,0,baseline,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,p,0.47583012149120196
train_correction_oof,0,baseline,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,q,0.22309514947389308
train_correction_oof,0,baseline,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,r,0.10805661836172706
train_correction_oof,0,baseline,5,9.14数据/log_12_2026-9-14-18-20-30.ulg,p,0.4636333770987148
