parameter_hash,profile_name,A_tip_deg,kappa,psi_theta_deg,static_twist_offset_deg,stage,family,airflow_mode,train_fx_rmse,train_fx_mae,train_fx_pearson_r,train_fx_primary_peak_phase_error_deg,train_fx_model_primary_peak_phase_deg,train_fx_data_primary_peak_phase_deg,train_fx_model_full_peak_phase_deg,train_fx_data_full_peak_phase_deg,train_fx_model_primary_peak_magnitude,train_fx_data_primary_peak_magnitude,train_fx_model_first_harmonic_phase_rad,train_fx_first_harmonic_phase_error_rad,train_fx_circular_xcorr_lag_deg,train_fx_model_peak_half_height_width_rad,train_fx_model_minimum_phase_deg,train_fx_data_minimum_phase_deg,train_fx_model_minimum_magnitude,train_fx_data_minimum_magnitude,train_fx_minimum_amplitude_error_abs,train_fz_rmse,train_fz_mae,train_fz_pearson_r,train_fz_primary_peak_phase_error_deg,train_fz_model_primary_peak_phase_deg,train_fz_data_primary_peak_phase_deg,train_fz_model_full_peak_phase_deg,train_fz_data_full_peak_phase_deg,train_fz_model_primary_peak_magnitude,train_fz_data_primary_peak_magnitude,train_fz_model_first_harmonic_phase_rad,train_fz_first_harmonic_phase_error_rad,train_fz_circular_xcorr_lag_deg,train_fz_model_peak_half_height_width_rad,train_fz_model_minimum_phase_deg,train_fz_data_minimum_phase_deg,train_fz_model_minimum_magnitude,train_fz_data_minimum_magnitude,train_fz_minimum_amplitude_error_abs,validation_fx_rmse,validation_fx_mae,validation_fx_pearson_r,validation_fx_primary_peak_phase_error_deg,validation_fx_model_primary_peak_phase_deg,validation_fx_data_primary_peak_phase_deg,validation_fx_model_full_peak_phase_deg,validation_fx_data_full_peak_phase_deg,validation_fx_model_primary_peak_magnitude,validation_fx_data_primary_peak_magnitude,validation_fx_model_first_harmonic_phase_rad,validation_fx_first_harmonic_phase_error_rad,validation_fx_circular_xcorr_lag_deg,validation_fx_model_peak_half_height_width_rad,validation_fx_model_minimum_phase_deg,validation_fx_data_minimum_phase_deg,validation_fx_model_minimum_magnitude,validation_fx_data_minimum_magnitude,validation_fx_minimum_amplitude_error_abs,validation_fz_rmse,validation_fz_mae,validation_fz_pearson_r,validation_fz_primary_peak_phase_error_deg,validation_fz_model_primary_peak_phase_deg,validation_fz_data_primary_peak_phase_deg,validation_fz_model_full_peak_phase_deg,validation_fz_data_full_peak_phase_deg,validation_fz_model_primary_peak_magnitude,validation_fz_data_primary_peak_magnitude,validation_fz_model_first_harmonic_phase_rad,validation_fz_first_harmonic_phase_error_rad,validation_fz_circular_xcorr_lag_deg,validation_fz_model_peak_half_height_width_rad,validation_fz_model_minimum_phase_deg,validation_fz_data_minimum_phase_deg,validation_fz_model_minimum_magnitude,validation_fz_data_minimum_magnitude,validation_fz_minimum_amplitude_error_abs,physical_constraints_passed,pareto_balanced,physical_conservatism_score
85bc3e8c7f7ff7b8,quadratic2_phase,20.0,0.0,-30.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.342419227088059,1.7415495143010888,0.8231519611410375,25.00000000000002,187.5,212.5,187.5,212.5,9.393816472763364,12.412482732977477,3.3546780683272064,0.2512658098694551,25.0,1.9198621771937623,,,,,,7.275124155258462,5.546015585390476,0.9714513696138807,,,,,,,,6.222559616234277,0.14880933001154606,355.0,,172.5,177.5,-34.52442974089397,-21.602382557070023,12.922047183823949,2.4919162319201114,1.84210066510526,0.7943451679743306,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,9.458740037392062,12.314776137544175,3.350397961900852,0.29076905822603916,25.0,1.9198621771937623,,,,,,6.939524945225489,5.158834131493031,0.9740276273723236,,,,,,,,6.215810261190439,0.12052859339753219,355.0,,172.5,182.5,-34.37292645065918,-22.03397299518589,12.338953455473288,True,False,0.8333333333333333
e4497dca234d3e0e,quadratic2_phase,25.0,0.0,-30.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.1995095179239783,1.6550692433395635,0.8535049934461505,25.00000000000002,187.5,212.5,187.5,212.5,8.57553820966121,12.412482732977477,3.4286719153836733,0.17727196281298818,20.0,1.9198621771937623,,,,,,7.3539341086262455,5.967480287862249,0.9555741613605622,,,,,,,,0.02278525549109418,0.2322202764479493,350.0,,177.5,177.5,-34.24267195939801,-21.602382557070023,12.640289402327987,2.32406779926681,1.7429578236442678,0.8285060214869467,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,8.652165931929327,12.314776137544175,3.42278137222226,0.2183856479046309,20.0,1.9198621771937623,,,,,,6.994748903006792,5.587194269798527,0.9608149631193675,,,,,,,,0.014908768382524364,0.20281240776920306,350.0,,172.5,182.5,-34.01808007122944,-22.03397299518589,11.98410707604355,True,False,0.9583333333333333
76e52da9fdffc3e7,quadratic2_phase,20.0,0.0,-45.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.223901328922891,1.66935046206331,0.8486752252017151,25.00000000000002,187.5,212.5,187.5,212.5,10.140308333529015,12.412482732977477,3.4014793922231963,0.20446448597346523,20.0,1.9198621771937623,,,,,,7.990588729166079,6.04449334181281,0.972004380423436,,,,,,,,6.226808702162605,0.1530584159398738,355.0,,172.5,177.5,-36.08623870137116,-21.602382557070023,14.483856144301136,2.3832354694253866,1.7693363183653554,0.8215915464146762,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,10.191985823638312,12.314776137544175,3.3965777066329226,0.2445893134939685,25.0,1.8325957145940461,,,,,,7.653764511983419,5.742181799188344,0.9745517868091639,,,,,,,,6.219942285109068,0.12466061731616085,355.0,,172.5,182.5,-35.915944116289694,-22.03397299518589,13.881971121103803,True,False,1.0
b7d16f6ea409a4dd,quadratic2_phase,35.0,0.0,-15.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.6781270906907064,1.8702589441157937,0.8466706558207328,25.00000000000002,187.5,212.5,187.5,212.5,5.881641440192936,12.412482732977477,3.4883259169252225,0.11761796127143898,14.999999999999998,2.181661564992912,,,,,,6.817652445659101,6.09275494540408,0.8974512476475277,,,,,,,,0.19390171571086545,0.4033367366677205,340.0,,177.5,177.5,-30.07356003598938,-21.602382557070023,8.471177478919358,2.7239416421463303,1.9253258266535151,0.8259575576573658,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,5.980716218702961,12.314776137544175,3.479346056376394,0.16182096375049726,20.0,2.181661564992912,,,,,,6.431088808927616,5.7658082445370535,0.9092516825355835,,,,,,,,0.18268083094631807,0.3705844703329966,340.0,,182.5,182.5,-30.04771728456843,-22.03397299518589,8.01374428938254,True,False,1.0416666666666667
0e9c994cfbf4cd02,quadratic2_phase,20.0,-0.25,-30.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.2899437140752004,1.715595889745512,0.8329817013007722,25.00000000000002,187.5,212.5,187.5,212.5,9.137522245905913,12.412482732977477,3.3814312885515156,0.22451258964514587,20.0,1.9198621771937623,,,,,,7.319928051620616,5.729209870783878,0.9658940370674305,,,,,,,,6.256272284057241,0.18252199783451006,350.0,,172.5,177.5,-34.43858593080229,-21.602382557070023,12.836203373732268,2.432387245735909,1.8127980495363483,0.805238751520235,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,9.207087183525715,12.314776137544175,3.37658346016789,0.26458355995900096,25.0,1.8325957145940461,,,,,,6.974502309496045,5.339715345786582,0.969505604561335,,,,,,,,6.2490997964062265,0.1538181286133189,355.0,,172.5,182.5,-34.29952221660925,-22.03397299518589,12.265549221423356,True,False,1.0833333333333333
4303b278e2a965ae,quadratic2_phase,30.0,0.0,-30.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.144622370264823,1.6130747619768582,0.8807927067977753,20.000000000000004,192.5,212.5,192.5,212.5,7.733439241881662,12.412482732977477,3.5195954198835375,0.08634845831312399,14.999999999999998,2.0943951023931953,,,,,,7.545111341139175,6.40025401468883,0.9312693450894713,,,,,,,,0.11225308583039324,0.32168810678724835,345.0,,177.5,177.5,-33.88381032100006,-21.602382557070023,12.28142776393004,2.2337371462360247,1.688859934523992,0.8608968205494103,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,7.818635830879731,12.314776137544175,3.5115713109952162,0.12959570913167484,14.999999999999998,2.007128639793479,,,,,,7.164919186875931,6.032044713637439,0.9395668339206733,,,,,,,,0.10306021329120457,0.29096385267788305,345.0,,182.5,182.5,-33.671741630502616,-22.03397299518589,11.637768635316725,True,False,1.0833333333333333
18d972daf2d2a064,quadratic2_phase,25.0,0.0,-45.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.006610619778681,1.5573017973453385,0.8797892564234167,25.00000000000002,187.5,212.5,187.5,212.5,9.542411187907996,12.412482732977477,3.482534106130885,0.1234097720657763,14.999999999999998,2.007128639793479,,,,,,8.236841602867269,6.5037866919030956,0.9580929373585448,,,,,,,,0.019219733692018046,0.2286547546488733,350.0,,177.5,177.5,-36.29460008641017,-21.602382557070023,14.692217529340148,2.146078938170926,1.646414088404051,0.8571120554387464,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,9.6044529466926,12.314776137544175,3.4761066267349245,0.16506039339196654,20.0,1.9198621771937623,,,,,,7.878927964505499,6.207230882679278,0.9630061206782939,,,,,,,,0.011429160657999093,0.19933280004467768,350.0,,172.5,182.5,-36.09692751331246,-22.03397299518589,14.062954518126567,True,False,1.125
30bb0467af589632,quadratic2_phase,30.0,-0.25,-15.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.603964094050696,1.8394704005436457,0.8358784585208676,25.00000000000002,187.5,212.5,187.5,212.5,6.412289366479645,12.412482732977477,3.4440879448765718,0.16185593332008974,20.0,2.0943951023931953,,,,,,6.7411674209040635,5.99625666310478,0.9147036615225903,,,,,,,,0.14935631525160828,0.3587913362084634,340.0,,177.5,177.5,-30.71398340656848,-21.602382557070023,9.111600849498458,2.6677672324595423,1.9069447664753147,0.8123168364199949,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,6.511209068050128,12.314776137544175,3.436572457245602,0.2045945628812893,20.0,2.0943951023931953,,,,,,6.359740271071924,5.657139196608297,0.92472437244315,,,,,,,,0.1390833014676084,0.32698694085428714,345.0,,182.5,182.5,-30.59646486052757,-22.03397299518589,8.562491865341677,True,False,1.1666666666666667
e4129720a89ee5f4,quadratic2_phase,40.0,0.0,-15.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.8787333275654166,1.9843039937650806,0.8600352937373044,15.000000000000009,197.5,212.5,197.5,212.5,4.927929083434286,12.412482732977477,3.6174890905402295,0.011545212343567979,10.0,2.443460952792061,,,,,,7.238580580256944,6.432543456287255,0.840928041690006,,,,,,,,0.3187863662068064,0.5282213871636614,330.0,,187.5,177.5,-29.12821713386515,-21.602382557070023,7.525834576795127,2.8914023200857186,2.010457973588982,0.8465937517861613,29.999999999999993,187.5,217.49999999999997,187.5,217.49999999999997,5.011308972935975,12.314776137544175,3.6036867882684893,0.03748023185840177,14.999999999999998,2.2689280275926285,,,,,,6.842655982008241,6.110263882628846,0.8578127343594284,,,,,,,,0.30500165749765784,0.4929052968843366,335.0,,187.5,182.5,-28.956426839580068,-22.03397299518589,6.922453844394177,True,False,1.1666666666666667
2f3b99d7c3dcf0e0,quadratic2_phase,35.0,0.0,-30.0,0.0,coarse,A_tip_x_kappa_x_psi,attitude_ground_wind_3d,2.1906782393616764,1.6266882638279345,0.8994580375552835,15.000000000000009,197.5,212.5,197.5,212.5,7.005825745736713,12.412482732977477,3.6315223660310583,0.025578487834396757,10.0,2.0943951023931953,,,,,,7.858434206135517,6.852363608731232,0.8972119817635887,,,,,,,,0.207762917595327,0.417197938552182,340.0,,187.5,177.5,-33.41768975870777,-21.602382557070023,11.81530720163775,2.23737591365082,1.6846240710521136,0.8864657488297001,19.99999999999998,197.5,217.49999999999997,197.5,217.49999999999997,7.0726719094243276,12.314776137544175,3.6207320094062307,0.02043501072066034,10.0,2.0943951023931953,,,,,,7.460592525936513,6.493778939371783,0.9089753782265609,,,,,,,,0.1970910958482017,0.38499473523488037,340.0,,182.5,182.5,-33.38920938772004,-22.03397299518589,11.355236392534145,True,False,1.2083333333333333
