experiment,log_id,metric,n,rmse
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_horizontal_m,7841,0.006339673427672668
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_vertical_m,7841,0.0025410151111608425
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,position_m,7841,0.0068299499972318
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_m_s,7841,0.09005362606712716
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,attitude_deg,7841,0.5280860104504851
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_rad_s,7841,0.49388258602257923
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,frequency_hz,7841,0.10011261260484443
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,phase_rad,7841,0.04081168678800613
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_x_m_s,7841,0.040915900203372546
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_y_m_s,7841,0.04288409073436839
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,velocity_z_m_s,7841,0.06779748845106344
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_p_rad_s,7841,0.3850576503017019
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_q_rad_s,7841,0.2974285596500897
Step5_S1,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,body_rate_r_rad_s,7841,0.08477538926454792
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_horizontal_m,7391,0.002358306701430162
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_vertical_m,7391,0.0035996284138675692
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,position_m,7391,0.004303363244711416
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,7391,0.0822962183716979
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7391,0.5007836936302522
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,7391,0.4569820194935678
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,7391,0.09949911244838905
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,7391,0.054257050983524555
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_x_m_s,7391,0.03617553200635467
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_y_m_s,7391,0.03804762390986737
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_z_m_s,7391,0.06337489058888136
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_p_rad_s,7391,0.34838684891028565
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_q_rad_s,7391,0.2863865498706519
Step5_S1,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_r_rad_s,7391,0.07376932763666792
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_horizontal_m,9475,0.006491243696108989
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_vertical_m,9475,0.003395284521702453
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,9475,0.007325585417260995
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,9475,0.08365364223731081
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,9475,0.5257789775612908
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,9475,0.47491983474569277
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,9475,0.09822644725050511
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,9475,0.040162524658152905
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_x_m_s,9475,0.039478672656954025
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_y_m_s,9475,0.03878809044371113
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_z_m_s,9475,0.06272838515810485
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_p_rad_s,9475,0.3688359796743339
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_q_rad_s,9475,0.28878101860179484
Step5_S1,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_r_rad_s,9475,0.07819458311072655
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_horizontal_m,7586,0.0063931220382908854
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_vertical_m,7586,0.003117587968030363
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,7586,0.007112760654969932
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,7586,0.08608124561489479
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,7586,0.548314289272528
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,7586,0.5041059357925339
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,7586,0.09938487328994801
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,7586,0.04065300764001715
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_x_m_s,7586,0.04043595480938724
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_y_m_s,7586,0.04002047435218737
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_z_m_s,7586,0.06460089811984777
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_p_rad_s,7586,0.38566817557967
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_q_rad_s,7586,0.31332814214373356
Step5_S1,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_r_rad_s,7586,0.08490187387255671
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_horizontal_m,7792,0.007067966153329505
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_vertical_m,7792,0.003449919531569076
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,7792,0.007864991437942781
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,7792,0.0845095877818479
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,7792,0.5756527573588242
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,7792,0.5156184883149858
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,7792,0.09784833027887965
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,7792,0.040251958889054085
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_x_m_s,7792,0.039602579309690696
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_y_m_s,7792,0.03843730117094277
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_z_m_s,7792,0.06400062513578876
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_p_rad_s,7792,0.4124181064118204
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_q_rad_s,7792,0.29724918418002616
Step5_S1,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_r_rad_s,7792,0.08611999477605875
