metric,horizon,group,cohort,condition,unit,n,lower,higher,equal
p_rad_s,0_500ms,high,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,0_500ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,0_500ms,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,0_500ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,0_500ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,0_500ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,0_500ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,0_500ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,0_500ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,0_500ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,0_500ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,0_500ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,0_500ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,0_500ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,100ms,ALL,ALL,synchronized,flight_three_seed_mean,17,14,3,0
p_rad_s,100ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,100ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,100ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,100ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,100ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,100ms,high,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,100ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,100ms,high,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,100ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,100ms,high,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
p_rad_s,100ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,100ms,low,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,100ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,100ms,low,Sep17,synchronized,flight_three_seed_mean,8,5,3,0
p_rad_s,100ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,100ms,low,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,100ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,100ms,middle,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,100ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,100ms,middle,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,100ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,100ms,middle,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
p_rad_s,100ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,1s,ALL,ALL,synchronized,flight_three_seed_mean,17,14,3,0
p_rad_s,1s,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,1s,ALL,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,1s,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,1s,ALL,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,1s,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,1s,high,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,1s,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,1s,high,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,1s,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,1s,high,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
p_rad_s,1s,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,1s,low,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,1s,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,1s,low,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,1s,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,1s,low,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
p_rad_s,1s,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,1s,middle,ALL,synchronized,flight_three_seed_mean,17,13,4,0
p_rad_s,1s,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,1s,middle,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
p_rad_s,1s,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,1s,middle,Sep7,synchronized,flight_three_seed_mean,9,6,3,0
p_rad_s,1s,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,200ms,ALL,ALL,synchronized,flight_three_seed_mean,17,15,2,0
p_rad_s,200ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,200ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
p_rad_s,200ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,200ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,200ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,200ms,high,ALL,synchronized,flight_three_seed_mean,17,11,6,0
p_rad_s,200ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,200ms,high,Sep17,synchronized,flight_three_seed_mean,8,5,3,0
p_rad_s,200ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,200ms,high,Sep7,synchronized,flight_three_seed_mean,9,6,3,0
p_rad_s,200ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,200ms,low,ALL,synchronized,flight_three_seed_mean,17,12,5,0
p_rad_s,200ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,200ms,low,Sep17,synchronized,flight_three_seed_mean,8,4,4,0
p_rad_s,200ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,200ms,low,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,200ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,200ms,middle,ALL,synchronized,flight_three_seed_mean,17,14,3,0
p_rad_s,200ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,200ms,middle,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
p_rad_s,200ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,200ms,middle,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
p_rad_s,200ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,high,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,high,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,high,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500_1000ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500_1000ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,500_1000ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500ms,ALL,ALL,synchronized,flight_three_seed_mean,17,16,1,0
p_rad_s,500ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
p_rad_s,500ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,500ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500ms,high,ALL,synchronized,flight_three_seed_mean,17,14,3,0
p_rad_s,500ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500ms,high,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
p_rad_s,500ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500ms,high,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,500ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500ms,low,ALL,synchronized,flight_three_seed_mean,17,14,3,0
p_rad_s,500ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,16,1,0
p_rad_s,500ms,low,Sep17,synchronized,flight_three_seed_mean,8,5,3,0
p_rad_s,500ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,7,1,0
p_rad_s,500ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
p_rad_s,500ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
p_rad_s,500ms,middle,ALL,synchronized,flight_three_seed_mean,17,15,2,0
p_rad_s,500ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
p_rad_s,500ms,middle,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
p_rad_s,500ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
p_rad_s,500ms,middle,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
p_rad_s,500ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,high,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,high,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,high,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,0_500ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,0_500ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,0_500ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,100ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,100ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,high,ALL,synchronized,flight_three_seed_mean,17,16,1,0
q_rad_s,100ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,100ms,high,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
q_rad_s,100ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,high,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,low,ALL,synchronized,flight_three_seed_mean,17,16,1,0
q_rad_s,100ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,100ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,low,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
q_rad_s,100ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,100ms,middle,ALL,synchronized,flight_three_seed_mean,17,16,1,0
q_rad_s,100ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,100ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,100ms,middle,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
q_rad_s,100ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,high,ALL,synchronized,flight_three_seed_mean,17,11,6,0
q_rad_s,1s,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,16,1,0
q_rad_s,1s,high,Sep17,synchronized,flight_three_seed_mean,8,6,2,0
q_rad_s,1s,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,high,Sep7,synchronized,flight_three_seed_mean,9,5,4,0
q_rad_s,1s,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,8,1,0
q_rad_s,1s,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,1s,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,1s,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,1s,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,200ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,200ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,200ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,200ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,200ms,high,ALL,synchronized,flight_three_seed_mean,17,14,3,0
q_rad_s,200ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,14,3,0
q_rad_s,200ms,high,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
q_rad_s,200ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,6,2,0
q_rad_s,200ms,high,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
q_rad_s,200ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,8,1,0
q_rad_s,200ms,low,ALL,synchronized,flight_three_seed_mean,17,16,1,0
q_rad_s,200ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,200ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,low,Sep7,synchronized,flight_three_seed_mean,9,8,1,0
q_rad_s,200ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,200ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,200ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,200ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,200ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,200ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,high,ALL,synchronized,flight_three_seed_mean,17,16,1,0
q_rad_s,500_1000ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,high,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
q_rad_s,500_1000ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,high,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500_1000ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500_1000ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500_1000ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,ALL,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,high,ALL,synchronized,flight_three_seed_mean,17,13,4,0
q_rad_s,500ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,15,2,0
q_rad_s,500ms,high,Sep17,synchronized,flight_three_seed_mean,8,7,1,0
q_rad_s,500ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,high,Sep7,synchronized,flight_three_seed_mean,9,6,3,0
q_rad_s,500ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,7,2,0
q_rad_s,500ms,low,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,low,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,middle,ALL,synchronized,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
q_rad_s,500ms,middle,Sep17,synchronized,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
q_rad_s,500ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
q_rad_s,500ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,ALL,ALL,synchronized,flight_three_seed_mean,17,10,7,0
r_rad_s,0_500ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
r_rad_s,0_500ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,1,7,0
r_rad_s,0_500ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
r_rad_s,0_500ms,ALL,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,ALL,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,high,ALL,synchronized,flight_three_seed_mean,17,10,7,0
r_rad_s,0_500ms,high,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
r_rad_s,0_500ms,high,Sep17,synchronized,flight_three_seed_mean,8,3,5,0
r_rad_s,0_500ms,high,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
r_rad_s,0_500ms,high,Sep7,synchronized,flight_three_seed_mean,9,7,2,0
r_rad_s,0_500ms,high,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,low,ALL,synchronized,flight_three_seed_mean,17,13,4,0
r_rad_s,0_500ms,low,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
r_rad_s,0_500ms,low,Sep17,synchronized,flight_three_seed_mean,8,4,4,0
r_rad_s,0_500ms,low,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
r_rad_s,0_500ms,low,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,low,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,middle,ALL,synchronized,flight_three_seed_mean,17,9,8,0
r_rad_s,0_500ms,middle,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
r_rad_s,0_500ms,middle,Sep17,synchronized,flight_three_seed_mean,8,0,8,0
r_rad_s,0_500ms,middle,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
r_rad_s,0_500ms,middle,Sep7,synchronized,flight_three_seed_mean,9,9,0,0
r_rad_s,0_500ms,middle,Sep7,synchronized_lowpass,flight_three_seed_mean,9,9,0,0
r_rad_s,100ms,ALL,ALL,synchronized,flight_three_seed_mean,17,9,8,0
r_rad_s,100ms,ALL,ALL,synchronized_lowpass,flight_three_seed_mean,17,17,0,0
r_rad_s,100ms,ALL,Sep17,synchronized,flight_three_seed_mean,8,2,6,0
r_rad_s,100ms,ALL,Sep17,synchronized_lowpass,flight_three_seed_mean,8,8,0,0
