seed,condition,metric,horizon,kind,group,flight,cohort,n_origins,value
17,synchronized,attitude_deg,200ms,endpoint,low,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,34,1.7283528990540515
17,synchronized,attitude_deg,200ms,endpoint,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,21,1.6672491293011313
17,synchronized,attitude_deg,200ms,endpoint,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,18,2.161712241437409
17,synchronized,attitude_deg,200ms,endpoint,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,21,1.60329233601673
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,45,2.357229271610028
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,59,2.678048896262393
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,84,2.1806866065743162
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,103,2.352450967790915
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,47,2.1034175183927655
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,46,2.0134847063370267
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,78,1.7713523596822316
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,95,1.9708893236122818
17,synchronized,attitude_deg,200ms,endpoint,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,52,2.1157087166075197
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,71,2.391209100887865
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,77,2.3180769056520742
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,88,2.1126886021124336
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,76,2.5072293599510274
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,69,2.2834693204595244
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,93,1.955575265553598
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,95,2.3358317182143686
17,synchronized,attitude_deg,200ms,endpoint,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,62,2.1648039321835246
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,24,2.814900864185405
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,30,2.57419061958348
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,30,2.8138478986934365
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,19,2.650449945904321
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,16,3.042651875871664
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,2.226655593986133
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,2.1630958928645168
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,2.166243669122238
17,synchronized,attitude_deg,200ms,endpoint,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,1.8555291623086367
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,3.15085963361654
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,3.1293958039018173
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,2.9242384854319936
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,3.2809535642872314
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,4.215177097857301
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,2.7544593191536926
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,3.249752825732158
17,synchronized,attitude_deg,200ms,endpoint,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,3.2761657577566305
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,4.157974299378196
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,3.9931263314961436
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,3.903902332191323
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,4.24037975285777
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,3.582978517054187
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,3.0599962074383007
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,140,3.2142456640893062
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,201,3.30564725273388
17,synchronized,attitude_deg,500ms,endpoint,ALL,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,3.6488430273307153
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,130,5.164686972396052
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,145,4.6739917887938365
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,144,4.35123366004494
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,153,5.196725628129212
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,138,4.7829026284515415
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,131,4.164114616835191
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,146,4.325818580627863
17,synchronized,attitude_deg,500ms,endpoint,ALL,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,114,4.521337067962401
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,99,3.570411848379012
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,93,3.8462412654343865
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,46,3.7467024713788404
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,39,4.075831257337408
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,87,3.1640637069265876
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,91,2.854866111537313
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,44,2.886277137171282
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,84,2.820507155228712
17,synchronized,attitude_deg,500ms,endpoint,low,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,104,3.448405278111063
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,25,3.4907639774673234
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,3.665046263145179
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,3.4930381768306615
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,19,3.7650276500238062
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,34,3.7795755375020605
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,21,3.1261936456340216
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,18,3.8065811682694104
17,synchronized,attitude_deg,500ms,endpoint,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,21,3.178982174026028
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,45,4.6851974822817635
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,59,3.9802159206889365
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,84,3.6438744505078726
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,103,4.123860257890956
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,47,3.6983414575823463
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,46,3.300109797867583
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,78,3.0499382934861923
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,95,3.373148411204599
17,synchronized,attitude_deg,500ms,endpoint,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,52,3.9615084734045665
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,71,4.86145065704701
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,77,4.584661705251285
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,88,3.9882338544122997
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,76,4.775029104089033
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,69,3.89013448674733
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,93,4.186443724360896
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,95,4.192722607732946
17,synchronized,attitude_deg,500ms,endpoint,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,62,4.63748050206973
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,24,5.2228481014676555
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,30,4.440395424726026
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,30,4.75183378406402
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,19,5.106175116904943
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,16,5.073361462754147
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,3.4051216354833858
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,4.4364692842776305
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,4.508697628993782
17,synchronized,attitude_deg,500ms,endpoint,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,4.042348200258029
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,6.60879581550489
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,5.66859055778481
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,6.002526556323601
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,6.059631269587141
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,6.818098066678077
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,5.0662590432537815
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,4.92746285954371
17,synchronized,attitude_deg,500ms,endpoint,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,5.0316202623712964
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,6.877540806053177
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,5.795678423093245
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,6.1486833756086865
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,6.928034632863874
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,5.3146006384000675
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,5.50573496329378
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,140,5.335272442154435
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,201,5.753168125866804
17,synchronized,attitude_deg,1s,endpoint,ALL,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,5.720746948179729
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,130,8.92407093961827
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,145,7.581486852485342
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,144,6.487216861275046
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,153,8.429742342122069
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,138,7.546113163576854
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,131,7.377025463586327
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,146,7.232540437061894
17,synchronized,attitude_deg,1s,endpoint,ALL,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,114,8.002529427054252
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,99,6.013855214242927
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,93,5.5391302317253475
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,46,6.0425429961502255
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,39,6.996740557571126
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,87,4.555256668034531
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,91,4.91678659779979
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,44,4.84500857673607
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,84,5.255494084834866
17,synchronized,attitude_deg,1s,endpoint,low,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,104,5.382658765602595
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,25,7.258275220293546
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,6.730656956835063
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,5.486326736514404
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,19,5.1744031374369595
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,34,7.286635471332216
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,21,6.147501921150848
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,18,6.4331257123483505
17,synchronized,attitude_deg,1s,endpoint,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,21,6.418438653797104
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,45,7.861313631276085
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,59,6.252509643795736
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,84,5.704100234256074
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,103,6.707999809267726
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,47,5.843609788564872
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,46,6.621097728128539
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,78,4.825114612979296
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,95,5.884810356500212
17,synchronized,attitude_deg,1s,endpoint,middle,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,52,6.250929826030839
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,71,8.10511441547228
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,77,7.68725482438941
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,88,5.948463869443084
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,76,8.30372621665756
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,69,7.06755062777355
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,93,7.72131852695912
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,95,7.2715320436727
17,synchronized,attitude_deg,1s,endpoint,middle,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,62,8.164215905396436
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,24,8.126615241681536
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,30,5.637370325599016
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,30,7.385468557597805
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,19,7.892985548589148
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,16,7.187314961832405
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,5.174919557990749
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,7.94523864227009
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,6.884914317428841
17,synchronized,attitude_deg,1s,endpoint,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,6.345973661308023
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,11.339437998854304
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,8.123962697018206
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,8.76311350191769
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,9.398466953244473
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,8.62959528087856
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,6.820876587826182
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,7.525982792369725
17,synchronized,attitude_deg,1s,endpoint,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,8.619027770222488
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,2.810279113463621
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,2.7786032915144725
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,2.705484921764283
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,2.8296135976681285
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,150,2.5260202460005297
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,155,2.1954816998922726
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,140,2.1353819619691583
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,201,2.309585187806592
17,synchronized,attitude_deg,0_500ms,interval,ALL,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,2.5320010592664906
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,130,3.348590862227707
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,145,3.101613309543495
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,144,2.874140157409
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,153,3.4446808251372794
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,138,3.2894928384078006
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,131,2.732424494919194
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,146,2.9836334917873324
17,synchronized,attitude_deg,0_500ms,interval,ALL,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,114,3.0478512077349844
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,99,2.419676470116829
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,93,2.5921654054649035
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,46,2.5541188795313756
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,39,2.6519530170758703
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,87,2.247855431887119
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,91,2.074299705256435
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,44,1.9759246276199596
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,84,1.978546514679118
17,synchronized,attitude_deg,0_500ms,interval,low,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,104,2.4159361091267124
17,synchronized,attitude_deg,0_500ms,interval,low,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,25,2.2685504350129153
17,synchronized,attitude_deg,0_500ms,interval,low,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,2.3402268536769295
17,synchronized,attitude_deg,0_500ms,interval,low,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,29,2.0729887483375284
17,synchronized,attitude_deg,0_500ms,interval,low,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,19,2.511052747088343
