condition,metric,horizon,kind,group,cohort,seed,value
original,p_rad_s,500_1000ms,interval,low,Sep7,42,0.5258236319483863
original,p_rad_s,500_1000ms,interval,middle,ALL,17,0.5134615566013967
original,p_rad_s,500_1000ms,interval,middle,ALL,23,0.5072765239047007
original,p_rad_s,500_1000ms,interval,middle,ALL,42,0.5126085370342318
original,p_rad_s,500_1000ms,interval,middle,Sep17,17,0.4808223445593609
original,p_rad_s,500_1000ms,interval,middle,Sep17,23,0.46936080045041234
original,p_rad_s,500_1000ms,interval,middle,Sep17,42,0.4754685969639688
original,p_rad_s,500_1000ms,interval,middle,Sep7,17,0.5424741895276508
original,p_rad_s,500_1000ms,interval,middle,Sep7,23,0.5409793891974013
original,p_rad_s,500_1000ms,interval,middle,Sep7,42,0.5456218170966878
original,p_rad_s,500ms,endpoint,ALL,ALL,17,0.5234362960146132
original,p_rad_s,500ms,endpoint,ALL,ALL,23,0.5170257647813447
original,p_rad_s,500ms,endpoint,ALL,ALL,42,0.5222663461580447
original,p_rad_s,500ms,endpoint,ALL,Sep17,17,0.48269437832588835
original,p_rad_s,500ms,endpoint,ALL,Sep17,23,0.4727473411431826
original,p_rad_s,500ms,endpoint,ALL,Sep17,42,0.4750833701305352
original,p_rad_s,500ms,endpoint,ALL,Sep7,17,0.5596513339601465
original,p_rad_s,500ms,endpoint,ALL,Sep7,23,0.556384363570822
original,p_rad_s,500ms,endpoint,ALL,Sep7,42,0.5642067692936086
original,p_rad_s,500ms,endpoint,high,ALL,17,0.5624764267265693
original,p_rad_s,500ms,endpoint,high,ALL,23,0.5574823779300901
original,p_rad_s,500ms,endpoint,high,ALL,42,0.570840398968772
original,p_rad_s,500ms,endpoint,high,Sep17,17,0.521563693765636
original,p_rad_s,500ms,endpoint,high,Sep17,23,0.5140219866171784
original,p_rad_s,500ms,endpoint,high,Sep17,42,0.5191326877450161
original,p_rad_s,500ms,endpoint,high,Sep7,17,0.598843300469621
original,p_rad_s,500ms,endpoint,high,Sep7,23,0.5961138368749005
original,p_rad_s,500ms,endpoint,high,Sep7,42,0.6168028089454439
original,p_rad_s,500ms,endpoint,low,ALL,17,0.5000414050720903
original,p_rad_s,500ms,endpoint,low,ALL,23,0.49013007643444256
original,p_rad_s,500ms,endpoint,low,ALL,42,0.4962873859367101
original,p_rad_s,500ms,endpoint,low,Sep17,17,0.44172634121523346
original,p_rad_s,500ms,endpoint,low,Sep17,23,0.42792859027083646
original,p_rad_s,500ms,endpoint,low,Sep17,42,0.4321328736790146
original,p_rad_s,500ms,endpoint,low,Sep7,17,0.5518770173892964
original,p_rad_s,500ms,endpoint,low,Sep7,23,0.545420286357648
original,p_rad_s,500ms,endpoint,low,Sep7,42,0.5533136190546616
original,p_rad_s,500ms,endpoint,middle,ALL,17,0.5044228071503924
original,p_rad_s,500ms,endpoint,middle,ALL,23,0.498219234910853
original,p_rad_s,500ms,endpoint,middle,ALL,42,0.5003987158215362
original,p_rad_s,500ms,endpoint,middle,Sep17,17,0.46965206698877926
original,p_rad_s,500ms,endpoint,middle,Sep17,23,0.4607523862541447
original,p_rad_s,500ms,endpoint,middle,Sep17,42,0.4614340528760338
original,p_rad_s,500ms,endpoint,middle,Sep7,17,0.5353301317384932
original,p_rad_s,500ms,endpoint,middle,Sep7,23,0.5315231003834827
original,p_rad_s,500ms,endpoint,middle,Sep7,42,0.5350339717730939
original,q_rad_s,0_500ms,interval,ALL,ALL,17,0.22235036602254743
original,q_rad_s,0_500ms,interval,ALL,ALL,23,0.2320008115495586
original,q_rad_s,0_500ms,interval,ALL,ALL,42,0.21855392004246937
original,q_rad_s,0_500ms,interval,ALL,Sep17,17,0.22509295449167807
original,q_rad_s,0_500ms,interval,ALL,Sep17,23,0.24336727799324198
original,q_rad_s,0_500ms,interval,ALL,Sep17,42,0.22493992423223771
original,q_rad_s,0_500ms,interval,ALL,Sep7,17,0.2199125096055424
original,q_rad_s,0_500ms,interval,ALL,Sep7,23,0.22189728582183998
original,q_rad_s,0_500ms,interval,ALL,Sep7,42,0.21287747187378642
original,q_rad_s,0_500ms,interval,high,ALL,17,0.2710484297216189
original,q_rad_s,0_500ms,interval,high,ALL,23,0.28239526330245956
original,q_rad_s,0_500ms,interval,high,ALL,42,0.270000958302609
original,q_rad_s,0_500ms,interval,high,Sep17,17,0.2897241300602526
original,q_rad_s,0_500ms,interval,high,Sep17,23,0.31061037223102184
original,q_rad_s,0_500ms,interval,high,Sep17,42,0.29336060251584567
original,q_rad_s,0_500ms,interval,high,Sep7,17,0.25444780719838894
original,q_rad_s,0_500ms,interval,high,Sep7,23,0.2573151664770708
original,q_rad_s,0_500ms,interval,high,Sep7,42,0.24923683011306538
original,q_rad_s,0_500ms,interval,low,ALL,17,0.19897331670726395
original,q_rad_s,0_500ms,interval,low,ALL,23,0.20934732024618313
original,q_rad_s,0_500ms,interval,low,ALL,42,0.1931836883795344
original,q_rad_s,0_500ms,interval,low,Sep17,17,0.1868011353939455
original,q_rad_s,0_500ms,interval,low,Sep17,23,0.20785957823534015
original,q_rad_s,0_500ms,interval,low,Sep17,42,0.18408571661795803
original,q_rad_s,0_500ms,interval,low,Sep7,17,0.20979303343021372
original,q_rad_s,0_500ms,interval,low,Sep7,23,0.21066975758915468
original,q_rad_s,0_500ms,interval,low,Sep7,42,0.20127077438982455
original,q_rad_s,0_500ms,interval,middle,ALL,17,0.21340588938667604
original,q_rad_s,0_500ms,interval,middle,ALL,23,0.22239203341822977
original,q_rad_s,0_500ms,interval,middle,ALL,42,0.2089923978462838
original,q_rad_s,0_500ms,interval,middle,Sep17,17,0.20606828399769497
original,q_rad_s,0_500ms,interval,middle,Sep17,23,0.22230378179792532
original,q_rad_s,0_500ms,interval,middle,Sep17,42,0.20395107324094924
original,q_rad_s,0_500ms,interval,middle,Sep7,17,0.21992820528799256
original,q_rad_s,0_500ms,interval,middle,Sep7,23,0.22247047930294483
original,q_rad_s,0_500ms,interval,middle,Sep7,42,0.21347357527324784
original,q_rad_s,100ms,endpoint,ALL,ALL,17,0.22208440766132923
original,q_rad_s,100ms,endpoint,ALL,ALL,23,0.22675002666110888
original,q_rad_s,100ms,endpoint,ALL,ALL,42,0.22368023487312283
original,q_rad_s,100ms,endpoint,ALL,Sep17,17,0.22912816309620088
original,q_rad_s,100ms,endpoint,ALL,Sep17,23,0.23533550863290878
original,q_rad_s,100ms,endpoint,ALL,Sep17,42,0.23042082722376503
original,q_rad_s,100ms,endpoint,ALL,Sep7,17,0.2158232917192211
original,q_rad_s,100ms,endpoint,ALL,Sep7,23,0.21911848713062007
original,q_rad_s,100ms,endpoint,ALL,Sep7,42,0.2176885972281076
original,q_rad_s,100ms,endpoint,high,ALL,17,0.2982600411764976
original,q_rad_s,100ms,endpoint,high,ALL,23,0.3012603096525192
original,q_rad_s,100ms,endpoint,high,ALL,42,0.30331574177939935
original,q_rad_s,100ms,endpoint,high,Sep17,17,0.31759887443643864
original,q_rad_s,100ms,endpoint,high,Sep17,23,0.3293733343237723
original,q_rad_s,100ms,endpoint,high,Sep17,42,0.33596529962621174
original,q_rad_s,100ms,endpoint,high,Sep7,17,0.28106996716766125
original,q_rad_s,100ms,endpoint,high,Sep7,23,0.27627095438918303
original,q_rad_s,100ms,endpoint,high,Sep7,42,0.2742939125822328
original,q_rad_s,100ms,endpoint,low,ALL,17,0.19316673406379298
original,q_rad_s,100ms,endpoint,low,ALL,23,0.19489565481631183
original,q_rad_s,100ms,endpoint,low,ALL,42,0.1899875661133102
original,q_rad_s,100ms,endpoint,low,Sep17,17,0.18031495341904022
original,q_rad_s,100ms,endpoint,low,Sep17,23,0.17900821790231863
original,q_rad_s,100ms,endpoint,low,Sep17,42,0.17002088903282345
original,q_rad_s,100ms,endpoint,low,Sep7,17,0.204590539081351
original,q_rad_s,100ms,endpoint,low,Sep7,23,0.20901782096208354
original,q_rad_s,100ms,endpoint,low,Sep7,42,0.2077357235181873
original,q_rad_s,100ms,endpoint,middle,ALL,17,0.19863839540540787
original,q_rad_s,100ms,endpoint,middle,ALL,23,0.20489152711247405
original,q_rad_s,100ms,endpoint,middle,ALL,42,0.19709109461271035
original,q_rad_s,100ms,endpoint,middle,Sep17,17,0.19763386897599697
original,q_rad_s,100ms,endpoint,middle,Sep17,23,0.204915570575187
original,q_rad_s,100ms,endpoint,middle,Sep17,42,0.19136115622183453
original,q_rad_s,100ms,endpoint,middle,Sep7,17,0.19953130778710643
original,q_rad_s,100ms,endpoint,middle,Sep7,23,0.2048701551456181
original,q_rad_s,100ms,endpoint,middle,Sep7,42,0.20218437318237772
original,q_rad_s,1s,endpoint,ALL,ALL,17,0.294705714091293
original,q_rad_s,1s,endpoint,ALL,ALL,23,0.32710857783312036
original,q_rad_s,1s,endpoint,ALL,ALL,42,0.2750308930557088
original,q_rad_s,1s,endpoint,ALL,Sep17,17,0.2930436391331126
original,q_rad_s,1s,endpoint,ALL,Sep17,23,0.3550117024049657
original,q_rad_s,1s,endpoint,ALL,Sep17,42,0.2894090102331772
original,q_rad_s,1s,endpoint,ALL,Sep7,17,0.29618311405412
original,q_rad_s,1s,endpoint,ALL,Sep7,23,0.3023058004359244
original,q_rad_s,1s,endpoint,ALL,Sep7,42,0.2622503444535147
original,q_rad_s,1s,endpoint,high,ALL,17,0.3392963135232519
original,q_rad_s,1s,endpoint,high,ALL,23,0.35767389563856344
original,q_rad_s,1s,endpoint,high,ALL,42,0.32230690424512215
original,q_rad_s,1s,endpoint,high,Sep17,17,0.3382105968899177
original,q_rad_s,1s,endpoint,high,Sep17,23,0.39153250651847327
original,q_rad_s,1s,endpoint,high,Sep17,42,0.3476823366542853
original,q_rad_s,1s,endpoint,high,Sep7,17,0.3402613949751045
original,q_rad_s,1s,endpoint,high,Sep7,23,0.3275773526341992
original,q_rad_s,1s,endpoint,high,Sep7,42,0.29975096432586606
original,q_rad_s,1s,endpoint,low,ALL,17,0.27731923843804074
original,q_rad_s,1s,endpoint,low,ALL,23,0.3150507273435848
original,q_rad_s,1s,endpoint,low,ALL,42,0.25637599265591154
original,q_rad_s,1s,endpoint,low,Sep17,17,0.2757540199523145
original,q_rad_s,1s,endpoint,low,Sep17,23,0.34979312080666836
original,q_rad_s,1s,endpoint,low,Sep17,42,0.2741921058163437
original,q_rad_s,1s,endpoint,low,Sep7,17,0.27871054375868626
original,q_rad_s,1s,endpoint,low,Sep7,23,0.2841685998208438
original,q_rad_s,1s,endpoint,low,Sep7,42,0.24053944762441637
original,q_rad_s,1s,endpoint,middle,ALL,17,0.28494522944043865
original,q_rad_s,1s,endpoint,middle,ALL,23,0.32106422782006505
original,q_rad_s,1s,endpoint,middle,ALL,42,0.26620246795361513
original,q_rad_s,1s,endpoint,middle,Sep17,17,0.27770912567375444
original,q_rad_s,1s,endpoint,middle,Sep17,23,0.33828274389381185
original,q_rad_s,1s,endpoint,middle,Sep17,42,0.2660605575527757
original,q_rad_s,1s,endpoint,middle,Sep7,17,0.2913773216774913
original,q_rad_s,1s,endpoint,middle,Sep7,23,0.3057588801989567
original,q_rad_s,1s,endpoint,middle,Sep7,42,0.2663286105321391
original,q_rad_s,200ms,endpoint,ALL,ALL,17,0.21699200547669908
original,q_rad_s,200ms,endpoint,ALL,ALL,23,0.22928845980118928
original,q_rad_s,200ms,endpoint,ALL,ALL,42,0.21624125116312082
original,q_rad_s,200ms,endpoint,ALL,Sep17,17,0.22220707228510675
original,q_rad_s,200ms,endpoint,ALL,Sep17,23,0.24445205630779174
original,q_rad_s,200ms,endpoint,ALL,Sep17,42,0.22711124872317812
original,q_rad_s,200ms,endpoint,ALL,Sep7,17,0.21235639053589225
original,q_rad_s,200ms,endpoint,ALL,Sep7,23,0.215809707350876
original,q_rad_s,200ms,endpoint,ALL,Sep7,42,0.20657903110973652
original,q_rad_s,200ms,endpoint,high,ALL,17,0.24202219565467012
original,q_rad_s,200ms,endpoint,high,ALL,23,0.2642695106621135
original,q_rad_s,200ms,endpoint,high,ALL,42,0.25502642954970833
original,q_rad_s,200ms,endpoint,high,Sep17,17,0.2710837477707415
original,q_rad_s,200ms,endpoint,high,Sep17,23,0.30746147838274135
original,q_rad_s,200ms,endpoint,high,Sep17,42,0.2858623173159919
original,q_rad_s,200ms,endpoint,high,Sep7,17,0.21618970488482883
original,q_rad_s,200ms,endpoint,high,Sep7,23,0.22587665046599983
original,q_rad_s,200ms,endpoint,high,Sep7,42,0.22761675153523417
original,q_rad_s,200ms,endpoint,low,ALL,17,0.19592080690585711
original,q_rad_s,200ms,endpoint,low,ALL,23,0.20724238822582344
original,q_rad_s,200ms,endpoint,low,ALL,42,0.1959497024636263
original,q_rad_s,200ms,endpoint,low,Sep17,17,0.18745991530274142
original,q_rad_s,200ms,endpoint,low,Sep17,23,0.20876083144143887
original,q_rad_s,200ms,endpoint,low,Sep17,42,0.1974213628988432
original,q_rad_s,200ms,endpoint,low,Sep7,17,0.20344159944195994
original,q_rad_s,200ms,endpoint,low,Sep7,23,0.20589266092305417
original,q_rad_s,200ms,endpoint,low,Sep7,42,0.19464155985454462
original,q_rad_s,200ms,endpoint,middle,ALL,17,0.2151702364451387
original,q_rad_s,200ms,endpoint,middle,ALL,23,0.22296456069116524
original,q_rad_s,200ms,endpoint,middle,ALL,42,0.20907743488489522
original,q_rad_s,200ms,endpoint,middle,Sep17,17,0.20885724506249825
original,q_rad_s,200ms,endpoint,middle,Sep17,23,0.2232606668797826
original,q_rad_s,200ms,endpoint,middle,Sep17,42,0.20650923939240598
original,q_rad_s,200ms,endpoint,middle,Sep7,17,0.2207817843408191
original,q_rad_s,200ms,endpoint,middle,Sep7,23,0.22270135519017206
original,q_rad_s,200ms,endpoint,middle,Sep7,42,0.21136027532266344
original,q_rad_s,500_1000ms,interval,ALL,ALL,17,0.26343232292045166
original,q_rad_s,500_1000ms,interval,ALL,ALL,23,0.28816490380633425
original,q_rad_s,500_1000ms,interval,ALL,ALL,42,0.25055005484485515
original,q_rad_s,500_1000ms,interval,ALL,Sep17,17,0.26461120369137137
original,q_rad_s,500_1000ms,interval,ALL,Sep17,23,0.31150886883635315
original,q_rad_s,500_1000ms,interval,ALL,Sep17,42,0.2621081572989619
original,q_rad_s,500_1000ms,interval,ALL,Sep7,17,0.2623844289018564
original,q_rad_s,500_1000ms,interval,ALL,Sep7,23,0.26741471266853956
original,q_rad_s,500_1000ms,interval,ALL,Sep7,42,0.24027618599676026
original,q_rad_s,500_1000ms,interval,high,ALL,17,0.2992695942724911
original,q_rad_s,500_1000ms,interval,high,ALL,23,0.31927992552636253
original,q_rad_s,500_1000ms,interval,high,ALL,42,0.294943322236043
original,q_rad_s,500_1000ms,interval,high,Sep17,17,0.31735348352307036
original,q_rad_s,500_1000ms,interval,high,Sep17,23,0.3541888865890428
original,q_rad_s,500_1000ms,interval,high,Sep17,42,0.3134387897413404
original,q_rad_s,500_1000ms,interval,high,Sep7,17,0.28319502604975405
original,q_rad_s,500_1000ms,interval,high,Sep7,23,0.28824973791509123
original,q_rad_s,500_1000ms,interval,high,Sep7,42,0.2785029066757787
original,q_rad_s,500_1000ms,interval,low,ALL,17,0.2487652997747413
original,q_rad_s,500_1000ms,interval,low,ALL,23,0.2778616902552976
original,q_rad_s,500_1000ms,interval,low,ALL,42,0.23055771659479324
original,q_rad_s,500_1000ms,interval,low,Sep17,17,0.24036167550099874
original,q_rad_s,500_1000ms,interval,low,Sep17,23,0.29756230773610426
original,q_rad_s,500_1000ms,interval,low,Sep17,42,0.23271818776413053
original,q_rad_s,500_1000ms,interval,low,Sep7,17,0.256235188018068
original,q_rad_s,500_1000ms,interval,low,Sep7,23,0.26035003027235837
original,q_rad_s,500_1000ms,interval,low,Sep7,42,0.22863729777760453
original,q_rad_s,500_1000ms,interval,middle,ALL,17,0.2549897005979505
original,q_rad_s,500_1000ms,interval,middle,ALL,23,0.28177675633502525
original,q_rad_s,500_1000ms,interval,middle,ALL,42,0.24371605011286135
original,q_rad_s,500_1000ms,interval,middle,Sep17,17,0.24692593893435158
original,q_rad_s,500_1000ms,interval,middle,Sep17,23,0.29633687464681835
original,q_rad_s,500_1000ms,interval,middle,Sep17,42,0.24579365854504898
original,q_rad_s,500_1000ms,interval,middle,Sep7,17,0.26215748874337175
original,q_rad_s,500_1000ms,interval,middle,Sep7,23,0.26883442894676474
original,q_rad_s,500_1000ms,interval,middle,Sep7,42,0.24186928706202793
original,q_rad_s,500ms,endpoint,ALL,ALL,17,0.24350756552482727
original,q_rad_s,500ms,endpoint,ALL,ALL,23,0.25558301366481967
original,q_rad_s,500ms,endpoint,ALL,ALL,42,0.23500730417088206
original,q_rad_s,500ms,endpoint,ALL,Sep17,17,0.23367331655829943
original,q_rad_s,500ms,endpoint,ALL,Sep17,23,0.26281609828509844
original,q_rad_s,500ms,endpoint,ALL,Sep17,42,0.23735501609521528
original,q_rad_s,500ms,endpoint,ALL,Sep7,17,0.25224912016174084
original,q_rad_s,500ms,endpoint,ALL,Sep7,23,0.2491536051134608
original,q_rad_s,500ms,endpoint,ALL,Sep7,42,0.2329204491270303
original,q_rad_s,500ms,endpoint,high,ALL,17,0.2952234782518491
original,q_rad_s,500ms,endpoint,high,ALL,23,0.2978958855590765
original,q_rad_s,500ms,endpoint,high,ALL,42,0.2815895606379828
original,q_rad_s,500ms,endpoint,high,Sep17,17,0.2867262084067157
original,q_rad_s,500ms,endpoint,high,Sep17,23,0.3042923164017498
original,q_rad_s,500ms,endpoint,high,Sep17,42,0.28733099764979864
original,q_rad_s,500ms,endpoint,high,Sep7,17,0.3027766070030787
original,q_rad_s,500ms,endpoint,high,Sep7,23,0.29221016925447796
original,q_rad_s,500ms,endpoint,high,Sep7,42,0.2764860610719242
original,q_rad_s,500ms,endpoint,low,ALL,17,0.213076294989645
original,q_rad_s,500ms,endpoint,low,ALL,23,0.23044702220534682
original,q_rad_s,500ms,endpoint,low,ALL,42,0.2011683889062999
original,q_rad_s,500ms,endpoint,low,Sep17,17,0.183998144496628
original,q_rad_s,500ms,endpoint,low,Sep17,23,0.22500364405184756
original,q_rad_s,500ms,endpoint,low,Sep17,42,0.1827490799349573
original,q_rad_s,500ms,endpoint,low,Sep7,17,0.2389235398723268
original,q_rad_s,500ms,endpoint,low,Sep7,23,0.23528558056401286
original,q_rad_s,500ms,endpoint,low,Sep7,42,0.2175411079919378
original,q_rad_s,500ms,endpoint,middle,ALL,17,0.23229476980273767
original,q_rad_s,500ms,endpoint,middle,ALL,23,0.2480535878752254
original,q_rad_s,500ms,endpoint,middle,ALL,42,0.22745552434420313
original,q_rad_s,500ms,endpoint,middle,Sep17,17,0.22163962762747097
original,q_rad_s,500ms,endpoint,middle,Sep17,23,0.25252290005770256
original,q_rad_s,500ms,endpoint,middle,Sep17,42,0.22575086024472638
original,q_rad_s,500ms,endpoint,middle,Sep7,17,0.2417660072918636
original,q_rad_s,500ms,endpoint,middle,Sep7,23,0.24408086593524578
original,q_rad_s,500ms,endpoint,middle,Sep7,42,0.22897078132151583
original,r_rad_s,0_500ms,interval,ALL,ALL,17,0.1391496089651216
original,r_rad_s,0_500ms,interval,ALL,ALL,23,0.13880950757706362
original,r_rad_s,0_500ms,interval,ALL,ALL,42,0.13704523325456267
original,r_rad_s,0_500ms,interval,ALL,Sep17,17,0.1457683417143118
original,r_rad_s,0_500ms,interval,ALL,Sep17,23,0.14471897754497556
original,r_rad_s,0_500ms,interval,ALL,Sep17,42,0.14562654871558234
original,r_rad_s,0_500ms,interval,ALL,Sep7,17,0.13326629096584142
original,r_rad_s,0_500ms,interval,ALL,Sep7,23,0.13355664538336412
original,r_rad_s,0_500ms,interval,ALL,Sep7,42,0.12941739728921187
original,r_rad_s,0_500ms,interval,high,ALL,17,0.16275511016080002
original,r_rad_s,0_500ms,interval,high,ALL,23,0.1620300954201202
original,r_rad_s,0_500ms,interval,high,ALL,42,0.16187336198358104
original,r_rad_s,0_500ms,interval,high,Sep17,17,0.1710061830561128
original,r_rad_s,0_500ms,interval,high,Sep17,23,0.17068717989242332
original,r_rad_s,0_500ms,interval,high,Sep17,42,0.17768066249493972
original,r_rad_s,0_500ms,interval,high,Sep7,17,0.15542082314274427
original,r_rad_s,0_500ms,interval,high,Sep7,23,0.15433490922251744
original,r_rad_s,0_500ms,interval,high,Sep7,42,0.14782242819570668
original,r_rad_s,0_500ms,interval,low,ALL,17,0.12638942671617143
original,r_rad_s,0_500ms,interval,low,ALL,23,0.1266933801876308
original,r_rad_s,0_500ms,interval,low,ALL,42,0.12263313539660406
original,r_rad_s,0_500ms,interval,low,Sep17,17,0.12500898053043347
original,r_rad_s,0_500ms,interval,low,Sep17,23,0.12507854900890256
original,r_rad_s,0_500ms,interval,low,Sep17,42,0.1210351561212883
original,r_rad_s,0_500ms,interval,low,Sep7,17,0.12761648999238295
original,r_rad_s,0_500ms,interval,low,Sep7,23,0.12812878567983368
original,r_rad_s,0_500ms,interval,low,Sep7,42,0.12405356141910695
original,r_rad_s,0_500ms,interval,middle,ALL,17,0.13595783750992418
original,r_rad_s,0_500ms,interval,middle,ALL,23,0.13544701561560626
original,r_rad_s,0_500ms,interval,middle,ALL,42,0.13287323401673334
