condition,metric,horizon,kind,group,cohort,mean,std
synchronized,r_rad_s,200ms,endpoint,middle,Sep17,0.13809281479950783,0.0010030214013666083
synchronized,r_rad_s,200ms,endpoint,middle,Sep7,0.13144703600975202,0.0035108413865760336
synchronized,r_rad_s,500_1000ms,interval,ALL,ALL,0.16025808426860955,0.0025806483132100803
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep17,0.17729591254393628,0.005161559893237486
synchronized,r_rad_s,500_1000ms,interval,ALL,Sep7,0.14511334802387468,0.0012879428624642465
synchronized,r_rad_s,500_1000ms,interval,high,ALL,0.18104966655533497,0.0030877091480151155
synchronized,r_rad_s,500_1000ms,interval,high,Sep17,0.1999916445308552,0.003728447650402087
synchronized,r_rad_s,500_1000ms,interval,high,Sep7,0.16421235279931698,0.0026138813247334413
synchronized,r_rad_s,500_1000ms,interval,low,ALL,0.14516140375026296,0.002550650361110959
synchronized,r_rad_s,500_1000ms,interval,low,Sep17,0.15284193837863616,0.005592585307769237
synchronized,r_rad_s,500_1000ms,interval,low,Sep7,0.1383342618583756,0.0013099809449129607
synchronized,r_rad_s,500_1000ms,interval,middle,ALL,0.15985855417489947,0.003001160538293033
synchronized,r_rad_s,500_1000ms,interval,middle,Sep17,0.1728880496395154,0.005833060483162807
synchronized,r_rad_s,500_1000ms,interval,middle,Sep7,0.1482767804285742,0.0021869772305069955
synchronized,r_rad_s,500ms,endpoint,ALL,ALL,0.14885010467279658,0.002477807799878296
synchronized,r_rad_s,500ms,endpoint,ALL,Sep17,0.1627659581428135,0.003087287199874547
synchronized,r_rad_s,500ms,endpoint,ALL,Sep7,0.13648045714389268,0.002730939798190923
synchronized,r_rad_s,500ms,endpoint,high,ALL,0.18170592346028494,0.001636903810296021
synchronized,r_rad_s,500ms,endpoint,high,Sep17,0.18603953503958126,0.0002079543081620118
synchronized,r_rad_s,500ms,endpoint,high,Sep7,0.1778538242786882,0.003234382312570271
synchronized,r_rad_s,500ms,endpoint,low,ALL,0.13089634810989412,0.003503112140819449
synchronized,r_rad_s,500ms,endpoint,low,Sep17,0.13829431284018015,0.005187736773254495
synchronized,r_rad_s,500ms,endpoint,low,Sep7,0.12432037946075099,0.003917329248954306
synchronized,r_rad_s,500ms,endpoint,middle,ALL,0.1468613894861628,0.003239799229030443
synchronized,r_rad_s,500ms,endpoint,middle,Sep17,0.158927630770813,0.00425861706743414
synchronized,r_rad_s,500ms,endpoint,middle,Sep7,0.13613584167758486,0.00306732586217456
synchronized,rate_rad_s,0_500ms,interval,ALL,ALL,0.5345857646979016,0.0023126981501272958
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep17,0.5160504864832359,0.0023348367122709673
synchronized,rate_rad_s,0_500ms,interval,ALL,Sep7,0.5510615675553824,0.0029911608716603377
synchronized,rate_rad_s,0_500ms,interval,high,ALL,0.595767393705335,0.0013194594858297857
synchronized,rate_rad_s,0_500ms,interval,high,Sep17,0.5961794247996299,0.003457910205196495
synchronized,rate_rad_s,0_500ms,interval,high,Sep7,0.5954011438437394,0.003091926871643339
synchronized,rate_rad_s,0_500ms,interval,low,ALL,0.5106684805311367,0.0023953772630558394
synchronized,rate_rad_s,0_500ms,interval,low,Sep17,0.4803138471577523,0.0033587463448071122
synchronized,rate_rad_s,0_500ms,interval,low,Sep7,0.537650376863034,0.004582539402283276
synchronized,rate_rad_s,0_500ms,interval,middle,ALL,0.5236136290593394,0.0023552765311204787
synchronized,rate_rad_s,0_500ms,interval,middle,Sep17,0.49141766984951013,0.004544637874006049
synchronized,rate_rad_s,0_500ms,interval,middle,Sep7,0.5522322594680764,0.0013368390495965782
synchronized,rate_rad_s,100ms,endpoint,ALL,ALL,0.5168595472354173,0.003457384700195464
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep17,0.501598429388739,0.0030388009638211903
synchronized,rate_rad_s,100ms,endpoint,ALL,Sep7,0.5304249853213535,0.0038307954375005533
synchronized,rate_rad_s,100ms,endpoint,high,ALL,0.5789289316426566,0.00642254926284469
synchronized,rate_rad_s,100ms,endpoint,high,Sep17,0.5907758913989359,0.011595770450023144
synchronized,rate_rad_s,100ms,endpoint,high,Sep7,0.5683983007481858,0.00250189458628414
synchronized,rate_rad_s,100ms,endpoint,low,ALL,0.48347649647140095,0.0011856927614085605
synchronized,rate_rad_s,100ms,endpoint,low,Sep17,0.4368356690596012,0.004035246369301661
synchronized,rate_rad_s,100ms,endpoint,low,Sep7,0.524935009726334,0.004283734480762763
synchronized,rate_rad_s,100ms,endpoint,middle,ALL,0.5005628269274495,0.0021206191599751644
synchronized,rate_rad_s,100ms,endpoint,middle,Sep17,0.4784050075021901,0.002047380311031091
synchronized,rate_rad_s,100ms,endpoint,middle,Sep7,0.5202586664165689,0.0025842632792554346
synchronized,rate_rad_s,1s,endpoint,ALL,ALL,0.5855462900221183,0.004889941067338172
synchronized,rate_rad_s,1s,endpoint,ALL,Sep17,0.5799510750082989,0.008572290295866722
synchronized,rate_rad_s,1s,endpoint,ALL,Sep7,0.5905198144788467,0.0016190917651994
synchronized,rate_rad_s,1s,endpoint,high,ALL,0.6311556035784939,0.008881057722742489
synchronized,rate_rad_s,1s,endpoint,high,Sep17,0.6238051029876698,0.011082518451774062
synchronized,rate_rad_s,1s,endpoint,high,Sep7,0.6376893818814486,0.01145269452042153
synchronized,rate_rad_s,1s,endpoint,low,ALL,0.5570898190144393,0.009557201405797019
synchronized,rate_rad_s,1s,endpoint,low,Sep17,0.5594309288269487,0.016159876697704724
synchronized,rate_rad_s,1s,endpoint,low,Sep7,0.5550088325144308,0.005326089999003157
synchronized,rate_rad_s,1s,endpoint,middle,ALL,0.5815194175355837,0.004834630708291014
synchronized,rate_rad_s,1s,endpoint,middle,Sep17,0.5612962396813699,0.00739072160232773
synchronized,rate_rad_s,1s,endpoint,middle,Sep7,0.5994955756282183,0.0030091171424863204
synchronized,rate_rad_s,200ms,endpoint,ALL,ALL,0.5356166331274533,0.0015746202999572009
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep17,0.5079208163915592,0.0016570029691583537
synchronized,rate_rad_s,200ms,endpoint,ALL,Sep7,0.5602351368926924,0.0028705000408824205
synchronized,rate_rad_s,200ms,endpoint,high,ALL,0.5674078374903404,0.005285623268105959
synchronized,rate_rad_s,200ms,endpoint,high,Sep17,0.5806395082615264,0.009050812217506051
synchronized,rate_rad_s,200ms,endpoint,high,Sep7,0.5556463523603973,0.0029601003837668944
synchronized,rate_rad_s,200ms,endpoint,low,ALL,0.5212171209435933,0.00031173727764129665
synchronized,rate_rad_s,200ms,endpoint,low,Sep17,0.49832985629933807,0.003300286938283949
synchronized,rate_rad_s,200ms,endpoint,low,Sep7,0.5415613561829313,0.0023701276803081072
synchronized,rate_rad_s,200ms,endpoint,middle,ALL,0.5212622132742517,0.003078552073524861
synchronized,rate_rad_s,200ms,endpoint,middle,Sep17,0.4699052814536248,0.0034935246641983257
synchronized,rate_rad_s,200ms,endpoint,middle,Sep7,0.5669128193370313,0.008604845678297907
synchronized,rate_rad_s,500_1000ms,interval,ALL,ALL,0.5665478419737259,0.0005540237110325663
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep17,0.5573247964103575,0.0020446193123107447
synchronized,rate_rad_s,500_1000ms,interval,ALL,Sep7,0.57474610469672,0.0023145892922045597
synchronized,rate_rad_s,500_1000ms,interval,high,ALL,0.6201395104383396,0.0004334600095155054
synchronized,rate_rad_s,500_1000ms,interval,high,Sep17,0.6237978534339833,0.002329016587186364
synchronized,rate_rad_s,500_1000ms,interval,high,Sep7,0.6168876499977675,0.002865540214843816
synchronized,rate_rad_s,500_1000ms,interval,low,ALL,0.5422381267519101,0.0003991196344488991
synchronized,rate_rad_s,500_1000ms,interval,low,Sep17,0.5267019749974428,0.0035181780198275457
synchronized,rate_rad_s,500_1000ms,interval,low,Sep7,0.5560480394225477,0.0032549573734029676
synchronized,rate_rad_s,500_1000ms,interval,middle,ALL,0.5610017845571633,0.0012457170617507507
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep17,0.5370955668783636,0.0022779553131615895
synchronized,rate_rad_s,500_1000ms,interval,middle,Sep7,0.5822517558272077,0.001366647566095122
synchronized,rate_rad_s,500ms,endpoint,ALL,ALL,0.5516481833076857,0.0036017442256601425
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep17,0.5259899285977508,0.0025217198865300394
synchronized,rate_rad_s,500ms,endpoint,ALL,Sep7,0.574455520827628,0.004771089099649363
synchronized,rate_rad_s,500ms,endpoint,high,ALL,0.6142304215297539,0.006511811059760088
synchronized,rate_rad_s,500ms,endpoint,high,Sep17,0.5966655193558154,0.0029442480342694558
synchronized,rate_rad_s,500ms,endpoint,high,Sep7,0.6298436679065883,0.009715872151544245
synchronized,rate_rad_s,500ms,endpoint,low,ALL,0.5232947902957554,0.004769415136919039
synchronized,rate_rad_s,500ms,endpoint,low,Sep17,0.4845212948722695,0.003444507387374423
synchronized,rate_rad_s,500ms,endpoint,low,Sep7,0.5577601195610762,0.006721726720138562
synchronized,rate_rad_s,500ms,endpoint,middle,ALL,0.5318540735294037,0.0028436823713773912
synchronized,rate_rad_s,500ms,endpoint,middle,Sep17,0.5045182844815878,0.0027083485432923904
synchronized,rate_rad_s,500ms,endpoint,middle,Sep7,0.5561525526830179,0.002965451157909952
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,ALL,0.27846322714991134,0.0031635969580269597
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep17,0.275240502028495,0.0038357691667705034
synchronized_lowpass,p_rad_s,0_500ms,interval,ALL,Sep7,0.2813278717022814,0.002640427430035387
synchronized_lowpass,p_rad_s,0_500ms,interval,high,ALL,0.3175936866500457,0.0026126172305695203
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep17,0.3259404737009641,0.0037931761589740727
synchronized_lowpass,p_rad_s,0_500ms,interval,high,Sep7,0.3101743203825628,0.002822772680811052
synchronized_lowpass,p_rad_s,0_500ms,interval,low,ALL,0.25709207939415996,0.003561832527306966
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep17,0.24370116921246635,0.0035508082842638155
synchronized_lowpass,p_rad_s,0_500ms,interval,low,Sep7,0.2689951106667765,0.003977723171700053
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,ALL,0.2749494569586148,0.0028104349218711837
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep17,0.26169346585644854,0.005021586691172348
synchronized_lowpass,p_rad_s,0_500ms,interval,middle,Sep7,0.28673256016054033,0.0011584004528257818
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,ALL,0.25951053409128244,0.004101447083614752
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep17,0.25357407658905345,0.005489045321118655
synchronized_lowpass,p_rad_s,100ms,endpoint,ALL,Sep7,0.2647873852043748,0.002962229047890079
synchronized_lowpass,p_rad_s,100ms,endpoint,high,ALL,0.2895117814423455,0.008021004379478865
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep17,0.2892217101989511,0.006886494901256075
synchronized_lowpass,p_rad_s,100ms,endpoint,high,Sep7,0.28976962254758504,0.009644132590280637
synchronized_lowpass,p_rad_s,100ms,endpoint,low,ALL,0.24046397016875942,0.002756833046637157
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep17,0.22287030417818202,0.0057380428899159825
synchronized_lowpass,p_rad_s,100ms,endpoint,low,Sep7,0.256102784382606,0.001602660583292203
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,ALL,0.2554781392425547,0.0034396692531631265
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep17,0.24608654558007148,0.007394507709280153
synchronized_lowpass,p_rad_s,100ms,endpoint,middle,Sep7,0.26382622249809534,0.0029788909475436955
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,ALL,0.29052662152669506,0.0028879555402230275
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep17,0.3008880122035645,0.0035389151192783195
synchronized_lowpass,p_rad_s,1s,endpoint,ALL,Sep7,0.28131649648058893,0.003093658092985062
synchronized_lowpass,p_rad_s,1s,endpoint,high,ALL,0.318559864560701,0.007450028433106495
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep17,0.34118482467269856,0.003541848166743928
synchronized_lowpass,p_rad_s,1s,endpoint,high,Sep7,0.29844878890559207,0.01240797892609788
synchronized_lowpass,p_rad_s,1s,endpoint,low,ALL,0.2680304085018251,0.0028104814213466885
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep17,0.2739618866706897,0.004567540693925014
synchronized_lowpass,p_rad_s,1s,endpoint,low,Sep7,0.2627579834628344,0.00462715559378894
synchronized_lowpass,p_rad_s,1s,endpoint,middle,ALL,0.28941850201149033,0.0015848129950440366
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep17,0.2890474536065671,0.003422711995082587
synchronized_lowpass,p_rad_s,1s,endpoint,middle,Sep7,0.28974832281586654,0.0013814552425437086
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,ALL,0.27597224358490724,0.004393836452705244
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep17,0.2645299653741906,0.0038780137295562934
synchronized_lowpass,p_rad_s,200ms,endpoint,ALL,Sep7,0.28614315754998865,0.0056675964292527215
synchronized_lowpass,p_rad_s,200ms,endpoint,high,ALL,0.3151266094660592,0.0035662940829649403
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep17,0.3237891163064288,0.0027849773090827855
synchronized_lowpass,p_rad_s,200ms,endpoint,high,Sep7,0.3074266033857307,0.008354052103678674
synchronized_lowpass,p_rad_s,200ms,endpoint,low,ALL,0.2508521488035673,0.0055255708557462825
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep17,0.2222527873391592,0.0028765037715093736
synchronized_lowpass,p_rad_s,200ms,endpoint,low,Sep7,0.27627380343859675,0.00793347556818669
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,ALL,0.2684994308684995,0.003849150938465114
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,Sep17,0.24805838695474117,0.007333754146409994
synchronized_lowpass,p_rad_s,200ms,endpoint,middle,Sep7,0.28666924768072904,0.0036982566617152378
synchronized_lowpass,p_rad_s,500_1000ms,interval,ALL,ALL,0.2962071818985583,0.004783641178951322
synchronized_lowpass,p_rad_s,500_1000ms,interval,ALL,Sep17,0.29895688030815654,0.005868753855998032
synchronized_lowpass,p_rad_s,500_1000ms,interval,ALL,Sep7,0.29376300553447104,0.003937231984033574
synchronized_lowpass,p_rad_s,500_1000ms,interval,high,ALL,0.33138688375946707,0.005254285011697379
synchronized_lowpass,p_rad_s,500_1000ms,interval,high,Sep17,0.3455574647212432,0.006477922620592382
synchronized_lowpass,p_rad_s,500_1000ms,interval,high,Sep7,0.31879081179344376,0.004170358933904102
synchronized_lowpass,p_rad_s,500_1000ms,interval,low,ALL,0.27807556578465475,0.005305706539538811
synchronized_lowpass,p_rad_s,500_1000ms,interval,low,Sep17,0.27385164504959575,0.00624627530828882
synchronized_lowpass,p_rad_s,500_1000ms,interval,low,Sep7,0.28183016199359606,0.004820723966127278
synchronized_lowpass,p_rad_s,500_1000ms,interval,middle,ALL,0.29234107618018096,0.00427482469656848
synchronized_lowpass,p_rad_s,500_1000ms,interval,middle,Sep17,0.2855075784950167,0.005306384774116256
synchronized_lowpass,p_rad_s,500_1000ms,interval,middle,Sep7,0.29841529634477143,0.0033822377663947985
synchronized_lowpass,p_rad_s,500ms,endpoint,ALL,ALL,0.290076437173957,0.0055421010782853485
synchronized_lowpass,p_rad_s,500ms,endpoint,ALL,Sep17,0.29407059449849454,0.005767868244071203
synchronized_lowpass,p_rad_s,500ms,endpoint,ALL,Sep7,0.2865260751077013,0.005344656908764261
synchronized_lowpass,p_rad_s,500ms,endpoint,high,ALL,0.31131502749055723,0.008784314539322664
synchronized_lowpass,p_rad_s,500ms,endpoint,high,Sep17,0.33686834678557437,0.010471738876759718
synchronized_lowpass,p_rad_s,500ms,endpoint,high,Sep7,0.28860096589498646,0.008745710929125142
synchronized_lowpass,p_rad_s,500ms,endpoint,low,ALL,0.2743161458446654,0.005351002826990563
synchronized_lowpass,p_rad_s,500ms,endpoint,low,Sep17,0.26829088170880644,0.00680857003618318
synchronized_lowpass,p_rad_s,500ms,endpoint,low,Sep7,0.27967193618765124,0.004951041246749049
synchronized_lowpass,p_rad_s,500ms,endpoint,middle,ALL,0.28413461862521716,0.005714598303251417
synchronized_lowpass,p_rad_s,500ms,endpoint,middle,Sep17,0.27777475227394116,0.006184912707588327
synchronized_lowpass,p_rad_s,500ms,endpoint,middle,Sep7,0.28978783315968465,0.005350741686774461
synchronized_lowpass,q_rad_s,0_500ms,interval,ALL,ALL,0.17032056156751452,0.0028214406953263973
synchronized_lowpass,q_rad_s,0_500ms,interval,ALL,Sep17,0.18001312512756718,0.005936938975119576
synchronized_lowpass,q_rad_s,0_500ms,interval,ALL,Sep7,0.16170494951413442,0.00159191534611403
synchronized_lowpass,q_rad_s,0_500ms,interval,high,ALL,0.21712423050357565,0.004286086383927796
synchronized_lowpass,q_rad_s,0_500ms,interval,high,Sep17,0.23969499740764297,0.00817314465582645
synchronized_lowpass,q_rad_s,0_500ms,interval,high,Sep7,0.19706132658884914,0.0010631784283195382
synchronized_lowpass,q_rad_s,0_500ms,interval,low,ALL,0.14323814631830287,0.0031064508744677657
synchronized_lowpass,q_rad_s,0_500ms,interval,low,Sep17,0.1366439743270201,0.006702483502397041
synchronized_lowpass,q_rad_s,0_500ms,interval,low,Sep7,0.14909963253277647,0.0022618030583613953
synchronized_lowpass,q_rad_s,0_500ms,interval,middle,ALL,0.16343771092521944,0.001903764362290384
synchronized_lowpass,q_rad_s,0_500ms,interval,middle,Sep17,0.16285452182783522,0.0048264070595229825
synchronized_lowpass,q_rad_s,0_500ms,interval,middle,Sep7,0.16395610123400547,0.0014480130905257583
synchronized_lowpass,q_rad_s,100ms,endpoint,ALL,ALL,0.1594470333284348,0.0026901537849571963
synchronized_lowpass,q_rad_s,100ms,endpoint,ALL,Sep17,0.1645404770561865,0.004216179745903742
synchronized_lowpass,q_rad_s,100ms,endpoint,ALL,Sep7,0.1549195277926555,0.002687840627803077
synchronized_lowpass,q_rad_s,100ms,endpoint,high,ALL,0.20577634046575255,0.005750246947139861
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep17,0.22110722130700275,0.0031791588831955003
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep7,0.19214889082908568,0.008430463176295816
synchronized_lowpass,q_rad_s,100ms,endpoint,low,ALL,0.13652968783675262,0.005052372491345939
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep17,0.12958052515547233,0.010256533085650476
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep7,0.142706721331224,0.0032336817587622123
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,ALL,0.14938007540116663,0.004416018268886944
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep17,0.14568402201248837,0.0063990520198607065
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep7,0.15266545619110283,0.0027694732409106145
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,ALL,0.20773085761660207,0.008506089337177931
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep17,0.22341447586530727,0.014208485161128655
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep7,0.193789863617753,0.004396147383672782
synchronized_lowpass,q_rad_s,1s,endpoint,high,ALL,0.24351500649162436,0.010883227252163742
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep17,0.27024984732497154,0.016122927707529888
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep7,0.21975070352864914,0.006302624017692126
synchronized_lowpass,q_rad_s,1s,endpoint,low,ALL,0.19438641923236,0.011990551688777842
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep17,0.1987648032996824,0.01944400978604094
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep7,0.19049452228362893,0.005611530491684051
synchronized_lowpass,q_rad_s,1s,endpoint,middle,ALL,0.19671434434653923,0.008185256731816363
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep17,0.20730358644044675,0.013352707516463351
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep7,0.18730168470751038,0.0058650904995951785
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,ALL,0.16364368607716032,0.005326100435951097
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep17,0.1777596356938551,0.009038704195413246
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep7,0.15109617530676497,0.005025095182711815
synchronized_lowpass,q_rad_s,200ms,endpoint,high,ALL,0.20830815437479655,0.009965035783480417
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep17,0.2434623405667458,0.0177047866275664
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep7,0.17705998887084165,0.004899335158578092
synchronized_lowpass,q_rad_s,200ms,endpoint,low,ALL,0.13575998192375302,0.005637067467165631
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep17,0.12781706304205384,0.0077752380543877515
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep7,0.14282035426304118,0.004668336028918964
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,ALL,0.15385413742388965,0.0025293501926312977
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep17,0.1538029599885412,0.005029380545843145
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep7,0.1538996284775327,0.0049125986902267
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,ALL,0.19306081751476034,0.004650601914768887
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep17,0.20492275240453153,0.00942751543748453
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep7,0.1825168753905193,0.000802262288732324
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,ALL,0.23558290575641902,0.004516160890886814
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep17,0.25540219038037765,0.009887710490851565
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep7,0.2179657638684557,0.001997023549499737
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,ALL,0.1705476346591458,0.006041940253634349
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep17,0.1710555338654712,0.012088139832009993
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep7,0.1700961686979677,0.0008326017932914795
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,ALL,0.18793161807590084,0.00485237140316093
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep17,0.19070711433337384,0.009157911165645299
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep7,0.18546451029148034,0.0016457595165004716
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,ALL,0.17919382026884464,0.002147899887110942
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep17,0.18150363223764177,0.005647715317399879
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep7,0.17714065407435828,0.0012502067583732136
synchronized_lowpass,q_rad_s,500ms,endpoint,high,ALL,0.23235850830320603,0.0050684004543957405
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep17,0.22157996784721892,0.004612635149885939
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep7,0.2419394331529723,0.005735728356702907
synchronized_lowpass,q_rad_s,500ms,endpoint,low,ALL,0.15141613418766994,0.003159161743122056
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep17,0.1417014919101128,0.00880981203663857
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep7,0.16005137176772072,0.001914041425112231
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,ALL,0.17235967776213154,0.001944074388331921
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep17,0.17305756138808334,0.0058738532733319795
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep7,0.1717393367612855,0.0017490963102496128
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,ALL,0.11926465055102031,0.0010684044015452844
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep17,0.1293226186648535,0.0006626739943377789
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep7,0.11032423444983526,0.002558089561218724
synchronized_lowpass,r_rad_s,0_500ms,interval,high,ALL,0.14229358626285013,0.00041868639592202377
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep17,0.15582136775260919,0.004186871058125739
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep7,0.13026889160528649,0.004512183720456123
synchronized_lowpass,r_rad_s,0_500ms,interval,low,ALL,0.10523775412947349,0.002246890405859306
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep17,0.10623916051392317,0.00200529399255287
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep7,0.10434761512107375,0.002468599130728904
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,ALL,0.11613877627658241,0.0015381302317909642
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep17,0.12385935924754943,0.0008954921418003856
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep7,0.10927603585794504,0.002281063790011041
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,ALL,0.10575934427002442,0.0021534985785162898
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep17,0.10853690494126984,0.00406132320807717
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep7,0.10329040145113959,0.0010873599930344253
synchronized_lowpass,r_rad_s,100ms,endpoint,high,ALL,0.11996267547245361,0.0018399810508588068
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep17,0.1218020227911275,0.001763861781093711
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep7,0.1183277000780768,0.0024073645077203674
synchronized_lowpass,r_rad_s,100ms,endpoint,low,ALL,0.0955731494359201,0.002051896097327577
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep17,0.09295004291966624,0.004213759824480105
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep7,0.0979047996725902,0.00123262404892998
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,ALL,0.10290194912816401,0.0026138811239901035
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep17,0.10604069290003142,0.00540122671176227
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep7,0.10011195466428187,0.0012579019504982754
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,ALL,0.15416950590918668,0.002906334387170652
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep17,0.1766278445536618,0.007229655803051526
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep7,0.1342065382252088,0.001940210859918017
synchronized_lowpass,r_rad_s,1s,endpoint,high,ALL,0.16939329785879642,0.0015877504102293852
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep17,0.20296602775870176,0.0029844891387527006
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep7,0.13955087128110277,0.0003912780417686351
synchronized_lowpass,r_rad_s,1s,endpoint,low,ALL,0.14147258784157807,0.003006989955671472
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep17,0.15235804932671806,0.008843578793169458
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep7,0.13179662207700918,0.0027648346458067547
synchronized_lowpass,r_rad_s,1s,endpoint,middle,ALL,0.1524860289165331,0.0037023206838284945
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep17,0.16820358580872039,0.007625285627412148
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep7,0.13851486723458886,0.002567381501924711
