metric,horizon,group,cohort,condition,original,value,scoring_change,scoring_reduction_pct
q_rad_s,200ms,middle,Sep17,synchronized_lowpass,0.2128757171115622,0.1538029599885412,-0.059072757123020986,27.7498805051882
q_rad_s,200ms,middle,Sep7,original,0.2182811382845515,0.2182811382845515,0.0,0.0
q_rad_s,200ms,middle,Sep7,synchronized,0.2182811382845515,0.1915564977698192,-0.026724640514732306,12.243220245577994
q_rad_s,200ms,middle,Sep7,synchronized_lowpass,0.2182811382845515,0.1538996284775327,-0.06438150980701882,29.49476547217333
q_rad_s,500_1000ms,ALL,ALL,original,0.267382427190547,0.267382427190547,0.0,0.0
q_rad_s,500_1000ms,ALL,ALL,synchronized,0.267382427190547,0.237954193129955,-0.029428234060592,11.00604642189904
q_rad_s,500_1000ms,ALL,ALL,synchronized_lowpass,0.267382427190547,0.1930608175147603,-0.07432160967578669,27.795996340037053
q_rad_s,500_1000ms,ALL,Sep17,original,0.2794094099422288,0.2794094099422288,0.0,0.0
q_rad_s,500_1000ms,ALL,Sep17,synchronized,0.2794094099422288,0.2480723188955911,-0.031337091046637705,11.215474472787808
q_rad_s,500_1000ms,ALL,Sep17,synchronized_lowpass,0.2794094099422288,0.2049227524045315,-0.07448665753769729,26.65860736511998
q_rad_s,500_1000ms,ALL,Sep7,original,0.2566917758557187,0.2566917758557187,0.0,0.0
q_rad_s,500_1000ms,ALL,Sep7,synchronized,0.2566917758557187,0.2289603035605008,-0.027731472295217885,10.803412849036969
q_rad_s,500_1000ms,ALL,Sep7,synchronized_lowpass,0.2566917758557187,0.1825168753905193,-0.07417490046519937,28.896484983956636
q_rad_s,500_1000ms,high,ALL,original,0.3044976140116322,0.3044976140116322,0.0,0.0
q_rad_s,500_1000ms,high,ALL,synchronized,0.3044976140116322,0.285744705723274,-0.01875290828835824,6.158638828494023
q_rad_s,500_1000ms,high,ALL,synchronized_lowpass,0.3044976140116322,0.235582905756419,-0.06891470825521323,22.632265437909343
q_rad_s,500_1000ms,high,Sep17,original,0.3283270532844844,0.3283270532844844,0.0,0.0
q_rad_s,500_1000ms,high,Sep17,synchronized,0.3283270532844844,0.3056836072275119,-0.022643446056972494,6.8966129444571544
q_rad_s,500_1000ms,high,Sep17,synchronized_lowpass,0.3283270532844844,0.2554021903803776,-0.07292486290410682,22.211042975164116
q_rad_s,500_1000ms,high,Sep7,original,0.2833158902135413,0.2833158902135413,0.0,0.0
q_rad_s,500_1000ms,high,Sep7,synchronized,0.2833158902135413,0.268021237719507,-0.015294652494034333,5.398444994562932
q_rad_s,500_1000ms,high,Sep7,synchronized_lowpass,0.2833158902135413,0.2179657638684557,-0.06535012634508561,23.066170519355552
q_rad_s,500_1000ms,low,ALL,original,0.2523949022082773,0.2523949022082773,0.0,0.0
q_rad_s,500_1000ms,low,ALL,synchronized,0.2523949022082773,0.2161829960717071,-0.036211906136570216,14.347320734191374
q_rad_s,500_1000ms,low,ALL,synchronized_lowpass,0.2523949022082773,0.1705476346591458,-0.08184726754913152,32.428257002429795
q_rad_s,500_1000ms,low,Sep17,original,0.2568807236670778,0.2568807236670778,0.0,0.0
q_rad_s,500_1000ms,low,Sep17,synchronized,0.2568807236670778,0.215364666591026,-0.04151605707605183,16.161608579808192
q_rad_s,500_1000ms,low,Sep17,synchronized_lowpass,0.2568807236670778,0.1710555338654712,-0.08582518980160661,33.410521652390564
q_rad_s,500_1000ms,low,Sep7,original,0.2484075053560103,0.2484075053560103,0.0,0.0
q_rad_s,500_1000ms,low,Sep7,synchronized,0.2484075053560103,0.2169104000545347,-0.03149710530147559,12.679610970825891
q_rad_s,500_1000ms,low,Sep7,synchronized_lowpass,0.2484075053560103,0.1700961686979677,-0.0783113366580426,31.525350470312524
q_rad_s,500_1000ms,middle,ALL,original,0.2601608356819457,0.2601608356819457,0.0,0.0
q_rad_s,500_1000ms,middle,ALL,synchronized,0.2601608356819457,0.2305051648504053,-0.029655670831540415,11.398975850383318
q_rad_s,500_1000ms,middle,ALL,synchronized_lowpass,0.2601608356819457,0.1879316180759008,-0.0722292176060449,27.763293970329663
q_rad_s,500_1000ms,middle,Sep17,original,0.2630188240420729,0.2630188240420729,0.0,0.0
q_rad_s,500_1000ms,middle,Sep17,synchronized,0.2630188240420729,0.2305520062401125,-0.032466817801960396,12.343914136262336
q_rad_s,500_1000ms,middle,Sep17,synchronized_lowpass,0.2630188240420729,0.1907071143333738,-0.07231170970869907,27.492978866460138
q_rad_s,500_1000ms,middle,Sep7,original,0.2576204015840548,0.2576204015840548,0.0,0.0
q_rad_s,500_1000ms,middle,Sep7,synchronized,0.2576204015840548,0.2304635280595544,-0.027156873524500413,10.541429699479696
q_rad_s,500_1000ms,middle,Sep7,synchronized_lowpass,0.2576204015840548,0.1854645102914803,-0.07215589129257449,28.00860911981457
q_rad_s,500ms,ALL,ALL,original,0.2446992944535096,0.2446992944535096,0.0,0.0
q_rad_s,500ms,ALL,ALL,synchronized,0.2446992944535096,0.2177866554157087,-0.02691263903780089,10.998249544570722
q_rad_s,500ms,ALL,ALL,synchronized_lowpass,0.2446992944535096,0.1791938202688446,-0.06550547418466501,26.76978465792446
q_rad_s,500ms,ALL,Sep17,original,0.244614810312871,0.244614810312871,0.0,0.0
q_rad_s,500ms,ALL,Sep17,synchronized,0.244614810312871,0.2150416457309382,-0.029573164581932793,12.089686860786422
q_rad_s,500ms,ALL,Sep17,synchronized_lowpass,0.244614810312871,0.1815036322376417,-0.06311117807522929,25.800227710868306
q_rad_s,500ms,ALL,Sep7,original,0.2447743914674106,0.2447743914674106,0.0,0.0
q_rad_s,500ms,ALL,Sep7,synchronized,0.2447743914674106,0.2202266640243937,-0.024547727443016892,10.028715543261884
q_rad_s,500ms,ALL,Sep7,synchronized_lowpass,0.2447743914674106,0.1771406540743582,-0.0676337373930524,27.63105118455874
q_rad_s,500ms,high,ALL,original,0.2915696414829694,0.2915696414829694,0.0,0.0
q_rad_s,500ms,high,ALL,synchronized,0.2915696414829694,0.2662450209987226,-0.025324620484246774,8.685616360963282
q_rad_s,500ms,high,ALL,synchronized_lowpass,0.2915696414829694,0.232358508303206,-0.05921113317976337,20.307715466742753
q_rad_s,500ms,high,Sep17,original,0.2927831741527547,0.2927831741527547,0.0,0.0
q_rad_s,500ms,high,Sep17,synchronized,0.2927831741527547,0.2700439853470049,-0.022739188805749766,7.766562703458491
q_rad_s,500ms,high,Sep17,synchronized_lowpass,0.2927831741527547,0.2215799678472189,-0.07120320630553578,24.319432464512705
q_rad_s,500ms,high,Sep7,original,0.2904909457764936,0.2904909457764936,0.0,0.0
q_rad_s,500ms,high,Sep7,synchronized,0.2904909457764936,0.2628681638002495,-0.02762278197624407,9.50899929166718
q_rad_s,500ms,high,Sep7,synchronized_lowpass,0.2904909457764936,0.2419394331529723,-0.04855151262352128,16.713606165500682
q_rad_s,500ms,low,ALL,original,0.2148972353670972,0.2148972353670972,0.0,0.0
q_rad_s,500ms,low,ALL,synchronized,0.2148972353670972,0.1843554180010526,-0.03054181736604461,14.212289568952198
q_rad_s,500ms,low,ALL,synchronized_lowpass,0.2148972353670972,0.1514161341876699,-0.06348110117942732,29.540213056248035
q_rad_s,500ms,low,Sep17,original,0.1972502894944776,0.1972502894944776,0.0,0.0
q_rad_s,500ms,low,Sep17,synchronized,0.1972502894944776,0.1688232087454221,-0.028427080749055506,14.411680115608336
q_rad_s,500ms,low,Sep17,synchronized_lowpass,0.1972502894944776,0.1417014919101128,-0.05554879758436479,28.161579750644666
q_rad_s,500ms,low,Sep7,original,0.2305834094760925,0.2305834094760925,0.0,0.0
q_rad_s,500ms,low,Sep7,synchronized,0.2305834094760925,0.1981618262282796,-0.032421583247812885,14.060674756036358
q_rad_s,500ms,low,Sep7,synchronized_lowpass,0.2305834094760925,0.1600513717677207,-0.0705320377083718,30.588513661337267
q_rad_s,500ms,middle,ALL,original,0.235934627340722,0.235934627340722,0.0,0.0
q_rad_s,500ms,middle,ALL,synchronized,0.235934627340722,0.2102393489034706,-0.02569527843725139,10.890846641236719
q_rad_s,500ms,middle,ALL,synchronized_lowpass,0.235934627340722,0.1723596777621315,-0.06357494957859047,26.94600207487963
q_rad_s,500ms,middle,Sep17,original,0.2333044626432999,0.2333044626432999,0.0,0.0
q_rad_s,500ms,middle,Sep17,synchronized,0.2333044626432999,0.2023746870420744,-0.030929775601225507,13.257258455666216
q_rad_s,500ms,middle,Sep17,synchronized_lowpass,0.2333044626432999,0.1730575613880833,-0.06024690125521662,25.823295693802628
q_rad_s,500ms,middle,Sep7,original,0.2382725515162084,0.2382725515162084,0.0,0.0
q_rad_s,500ms,middle,Sep7,synchronized,0.2382725515162084,0.2172301594469339,-0.021042392069274496,8.831227909121163
q_rad_s,500ms,middle,Sep7,synchronized_lowpass,0.2382725515162084,0.1717393367612855,-0.06653321475492291,27.92315536621809
r_rad_s,0_500ms,ALL,ALL,original,0.1383347832655826,0.1383347832655826,0.0,0.0
r_rad_s,0_500ms,ALL,ALL,synchronized,0.1383347832655826,0.1369885782194031,-0.0013462050461794939,0.9731500743345053
r_rad_s,0_500ms,ALL,ALL,synchronized_lowpass,0.1383347832655826,0.1192646505510203,-0.019070132714562302,13.78549361511662
r_rad_s,0_500ms,ALL,Sep17,original,0.1453712893249565,0.1453712893249565,0.0,0.0
r_rad_s,0_500ms,ALL,Sep17,synchronized,0.1453712893249565,0.145874748580932,0.0005034592559755025,-0.34632647086873675
r_rad_s,0_500ms,ALL,Sep17,synchronized_lowpass,0.1453712893249565,0.1293226186648535,-0.016048670660102987,11.039780093185048
r_rad_s,0_500ms,ALL,Sep7,original,0.1320801112128058,0.1320801112128058,0.0,0.0
r_rad_s,0_500ms,ALL,Sep7,synchronized,0.1320801112128058,0.1290897601202663,-0.002990351092539506,2.264043439304416
r_rad_s,0_500ms,ALL,Sep7,synchronized_lowpass,0.1320801112128058,0.1103242344498352,-0.021755876762970597,16.47172807714994
r_rad_s,0_500ms,high,ALL,original,0.1622195225215004,0.1622195225215004,0.0,0.0
r_rad_s,0_500ms,high,ALL,synchronized,0.1622195225215004,0.1614606761067032,-0.000758846414797204,0.46778982147270676
r_rad_s,0_500ms,high,ALL,synchronized_lowpass,0.1622195225215004,0.1422935862628501,-0.0199259362586503,12.283315811146798
r_rad_s,0_500ms,high,Sep17,original,0.1731246751478252,0.1731246751478252,0.0,0.0
r_rad_s,0_500ms,high,Sep17,synchronized,0.1731246751478252,0.1735525015908169,0.00042782644299169115,-0.2471204307683956
r_rad_s,0_500ms,high,Sep17,synchronized_lowpass,0.1731246751478252,0.1558213677526091,-0.0173033073952161,9.994708946278976
r_rad_s,0_500ms,high,Sep7,original,0.1525260535203228,0.1525260535203228,0.0,0.0
r_rad_s,0_500ms,high,Sep7,synchronized,0.1525260535203228,0.150712386787491,-0.0018136667328318146,1.1890865140558815
r_rad_s,0_500ms,high,Sep7,synchronized_lowpass,0.1525260535203228,0.1302688916052864,-0.022257161915036405,14.592367271910584
r_rad_s,0_500ms,low,ALL,original,0.1252386474334687,0.1252386474334687,0.0,0.0
r_rad_s,0_500ms,low,ALL,synchronized,0.1252386474334687,0.1233173346345756,-0.0019213127988931128,1.534121326177515
r_rad_s,0_500ms,low,ALL,synchronized_lowpass,0.1252386474334687,0.1052377541294734,-0.02000089330399532,15.970224618259724
r_rad_s,0_500ms,low,Sep17,original,0.1237075618868747,0.1237075618868747,0.0,0.0
r_rad_s,0_500ms,low,Sep17,synchronized,0.1237075618868747,0.1234455607451392,-0.00026200114173551003,0.21179072462449702
r_rad_s,0_500ms,low,Sep17,synchronized_lowpass,0.1237075618868747,0.1062391605139231,-0.01746840137295161,14.120722376636698
r_rad_s,0_500ms,low,Sep7,original,0.1265996123637745,0.1265996123637745,0.0,0.0
r_rad_s,0_500ms,low,Sep7,synchronized,0.1265996123637745,0.1232033558696303,-0.003396256494144212,2.6826752710626973
r_rad_s,0_500ms,low,Sep7,synchronized_lowpass,0.1265996123637745,0.1043476151210737,-0.022251997242700813,17.576670913305296
r_rad_s,0_500ms,middle,ALL,original,0.1347593623807546,0.1347593623807546,0.0,0.0
r_rad_s,0_500ms,middle,ALL,synchronized,0.1347593623807546,0.1335213413924941,-0.0012380209882604798,0.9186901499003275
r_rad_s,0_500ms,middle,ALL,synchronized_lowpass,0.1347593623807546,0.1161387762765824,-0.018620586104172193,13.817656729156102
r_rad_s,0_500ms,middle,Sep17,original,0.1390764170527358,0.1390764170527358,0.0,0.0
r_rad_s,0_500ms,middle,Sep17,synchronized,0.1390764170527358,0.1398269250396999,0.0007505079869641051,-0.5396371310597707
r_rad_s,0_500ms,middle,Sep17,synchronized_lowpass,0.1390764170527358,0.1238593592475494,-0.015217057805186396,10.941508364726065
r_rad_s,0_500ms,middle,Sep7,original,0.1309219804501045,0.1309219804501045,0.0,0.0
r_rad_s,0_500ms,middle,Sep7,synchronized,0.1309219804501045,0.1279163781505334,-0.003005602299571114,2.2957201603871056
r_rad_s,0_500ms,middle,Sep7,synchronized_lowpass,0.1309219804501045,0.109276035857945,-0.021645944592159502,16.533468648840795
r_rad_s,100ms,ALL,ALL,original,0.1354086644896,0.1354086644896,0.0,0.0
r_rad_s,100ms,ALL,ALL,synchronized,0.1354086644896,0.1347573535286177,-0.0006513109609823098,0.4809965177910261
r_rad_s,100ms,ALL,ALL,synchronized_lowpass,0.1354086644896,0.1057593442700244,-0.029649320219575614,21.89617653444386
r_rad_s,100ms,ALL,Sep17,original,0.1335664913968793,0.1335664913968793,0.0,0.0
r_rad_s,100ms,ALL,Sep17,synchronized,0.1335664913968793,0.1357800891989625,0.002213597802083217,-1.657300254676703
r_rad_s,100ms,ALL,Sep17,synchronized_lowpass,0.1335664913968793,0.1085369049412698,-0.025029586455609487,18.73942048925775
r_rad_s,100ms,ALL,Sep7,original,0.1370461516831295,0.1370461516831295,0.0,0.0
r_rad_s,100ms,ALL,Sep7,synchronized,0.1370461516831295,0.1338482551549778,-0.0031978965281516947,2.333444966441446
r_rad_s,100ms,ALL,Sep7,synchronized_lowpass,0.1370461516831295,0.1032904014511395,-0.03375575023199,24.63093623383031
r_rad_s,100ms,high,ALL,original,0.1530130351354099,0.1530130351354099,0.0,0.0
r_rad_s,100ms,high,ALL,synchronized,0.1530130351354099,0.1509577442393382,-0.0020552908960717042,1.3432129453891697
r_rad_s,100ms,high,ALL,synchronized_lowpass,0.1530130351354099,0.1199626754724536,-0.0330503596629563,21.599702034345093
r_rad_s,100ms,high,Sep17,original,0.153242353506533,0.153242353506533,0.0,0.0
r_rad_s,100ms,high,Sep17,synchronized,0.153242353506533,0.1544301853005506,0.001187831794017602,-0.7751328316469392
r_rad_s,100ms,high,Sep17,synchronized_lowpass,0.153242353506533,0.1218020227911275,-0.0314403307154055,20.516737048198063
r_rad_s,100ms,high,Sep7,original,0.1528091965833005,0.1528091965833005,0.0,0.0
r_rad_s,100ms,high,Sep7,synchronized,0.1528091965833005,0.147871129962705,-0.00493806662059551,3.231524496566301
r_rad_s,100ms,high,Sep7,synchronized_lowpass,0.1528091965833005,0.1183277000780768,-0.0344814965052237,22.565066289336116
r_rad_s,100ms,low,ALL,original,0.1243986637626671,0.1243986637626671,0.0,0.0
r_rad_s,100ms,low,ALL,synchronized,0.1243986637626671,0.1236532445613311,-0.0007454192013360006,0.5992180131115733
r_rad_s,100ms,low,ALL,synchronized_lowpass,0.1243986637626671,0.0955731494359201,-0.028825514326747,23.17188421070302
r_rad_s,100ms,low,Sep17,original,0.1152712442434552,0.1152712442434552,0.0,0.0
r_rad_s,100ms,low,Sep17,synchronized,0.1152712442434552,0.1171636819912555,0.0018924377478003046,-1.6417257922569464
r_rad_s,100ms,low,Sep17,synchronized_lowpass,0.1152712442434552,0.0929500429196662,-0.022321201323788994,19.36406730948975
r_rad_s,100ms,low,Sep7,original,0.1325119255575221,0.1325119255575221,0.0,0.0
r_rad_s,100ms,low,Sep7,synchronized,0.1325119255575221,0.1294217446236205,-0.003090180933901593,2.332002135581508
r_rad_s,100ms,low,Sep7,synchronized_lowpass,0.1325119255575221,0.0979047996725902,-0.03460712588493188,26.116235002493625
r_rad_s,100ms,middle,ALL,original,0.1305818286848157,0.1305818286848157,0.0,0.0
r_rad_s,100ms,middle,ALL,synchronized,0.1305818286848157,0.1302658691681115,-0.000315959516704184,0.24196285186571628
r_rad_s,100ms,middle,ALL,synchronized_lowpass,0.1305818286848157,0.102901949128164,-0.027679879556651688,21.197344098666587
r_rad_s,100ms,middle,Sep17,original,0.1284676770709385,0.1284676770709385,0.0,0.0
r_rad_s,100ms,middle,Sep17,synchronized,0.1284676770709385,0.1311270012176554,0.0026593241467168793,-2.0700336515374436
r_rad_s,100ms,middle,Sep17,synchronized_lowpass,0.1284676770709385,0.1060406929000314,-0.022426984170907105,17.457297183417708
r_rad_s,100ms,middle,Sep7,original,0.1324610745638176,0.1324610745638176,0.0,0.0
r_rad_s,100ms,middle,Sep7,synchronized,0.1324610745638176,0.1295004184574059,-0.002960656106411691,2.2351140636302893
r_rad_s,100ms,middle,Sep7,synchronized_lowpass,0.1324610745638176,0.1001119546642818,-0.03234911989953579,24.421604615588794
r_rad_s,1s,ALL,ALL,original,0.165884909619258,0.165884909619258,0.0,0.0
r_rad_s,1s,ALL,ALL,synchronized,0.165884909619258,0.1653941524803241,-0.0004907571389339005,0.29584194250115636
r_rad_s,1s,ALL,ALL,synchronized_lowpass,0.165884909619258,0.1541695059091866,-0.011715403710071404,7.062368564422651
r_rad_s,1s,ALL,Sep17,original,0.1850956429478113,0.1850956429478113,0.0,0.0
r_rad_s,1s,ALL,Sep17,synchronized,0.1850956429478113,0.1860994690291174,0.0010038260813060862,-0.5423283148750943
r_rad_s,1s,ALL,Sep17,synchronized_lowpass,0.1850956429478113,0.1766278445536618,-0.008467798394149517,4.574823188321649
r_rad_s,1s,ALL,Sep7,original,0.1488087022160995,0.1488087022160995,0.0,0.0
r_rad_s,1s,ALL,Sep7,synchronized,0.1488087022160995,0.1469894266591744,-0.0018192755569250985,1.2225599241388132
r_rad_s,1s,ALL,Sep7,synchronized_lowpass,0.1488087022160995,0.1342065382252088,-0.014602163990890676,9.812708378899416
r_rad_s,1s,high,ALL,original,0.1824488650427984,0.1824488650427984,0.0,0.0
r_rad_s,1s,high,ALL,synchronized,0.1824488650427984,0.1803219615724334,-0.0021269034703649825,1.1657531932939451
r_rad_s,1s,high,ALL,synchronized_lowpass,0.1824488650427984,0.1693932978587964,-0.013055567184001998,7.1557404212623945
r_rad_s,1s,high,Sep17,original,0.2092244918658194,0.2092244918658194,0.0,0.0
r_rad_s,1s,high,Sep17,synchronized,0.2092244918658194,0.2093148065020907,9.031463627129366e-05,-0.04316637859453594
r_rad_s,1s,high,Sep17,synchronized_lowpass,0.2092244918658194,0.2029660277587017,-0.006258464107117695,2.991267442595294
r_rad_s,1s,high,Sep7,original,0.1586483078667798,0.1586483078667798,0.0,0.0
r_rad_s,1s,high,Sep7,synchronized,0.1586483078667798,0.1545505438571824,-0.00409776400959741,2.5829232373775994
r_rad_s,1s,high,Sep7,synchronized_lowpass,0.1586483078667798,0.1395508712811027,-0.019097436585677113,12.037592359140456
r_rad_s,1s,low,ALL,original,0.1523898717379264,0.1523898717379264,0.0,0.0
r_rad_s,1s,low,ALL,synchronized,0.1523898717379264,0.1514364050278537,-0.000953466710072709,0.6256759056221534
r_rad_s,1s,low,ALL,synchronized_lowpass,0.1523898717379264,0.141472587841578,-0.010917283896348384,7.164048221737113
r_rad_s,1s,low,Sep17,original,0.1623188013319951,0.1623188013319951,0.0,0.0
r_rad_s,1s,low,Sep17,synchronized,0.1623188013319951,0.1646421925346449,0.002323391202649794,-1.431375283444644
r_rad_s,1s,low,Sep17,synchronized_lowpass,0.1623188013319951,0.152358049326718,-0.009960752005277101,6.136536201314167
r_rad_s,1s,low,Sep7,original,0.1435641565431986,0.1435641565431986,0.0,0.0
r_rad_s,1s,low,Sep7,synchronized,0.1435641565431986,0.1396979272440393,-0.0038662292991593072,2.693032433897214
r_rad_s,1s,low,Sep7,synchronized_lowpass,0.1435641565431986,0.1317966220770091,-0.0117675344661895,8.196707833997992
r_rad_s,1s,middle,ALL,original,0.1639616891140363,0.1639616891140363,0.0,0.0
r_rad_s,1s,middle,ALL,synchronized,0.1639616891140363,0.1649604412177619,0.000998752103725603,-0.6091374815192134
r_rad_s,1s,middle,ALL,synchronized_lowpass,0.1639616891140363,0.1524860289165331,-0.011475660197503207,6.998988763479876
r_rad_s,1s,middle,Sep17,original,0.1770012290215753,0.1770012290215753,0.0,0.0
r_rad_s,1s,middle,Sep17,synchronized,0.1770012290215753,0.1781791443087916,0.0011779152872162801,-0.6654842419612238
r_rad_s,1s,middle,Sep17,synchronized_lowpass,0.1770012290215753,0.1682035858087203,-0.008797643212855005,4.970385381777564
r_rad_s,1s,middle,Sep7,original,0.1523709869740018,0.1523709869740018,0.0,0.0
r_rad_s,1s,middle,Sep7,synchronized,0.1523709869740018,0.1532104829146243,0.0008394959406224922,-0.5509552423951488
r_rad_s,1s,middle,Sep7,synchronized_lowpass,0.1523709869740018,0.1385148672345888,-0.013856119739413003,9.093673286881836
r_rad_s,200ms,ALL,ALL,original,0.1444989766728577,0.1444989766728577,0.0,0.0
r_rad_s,200ms,ALL,ALL,synchronized,0.1444989766728577,0.1427878841703011,-0.001711092502556577,1.1841554466025392
r_rad_s,200ms,ALL,ALL,synchronized_lowpass,0.1444989766728577,0.1299820012003748,-0.014516975472482874,10.046420955180166
r_rad_s,200ms,ALL,Sep17,original,0.1510166296463469,0.1510166296463469,0.0,0.0
r_rad_s,200ms,ALL,Sep17,synchronized,0.1510166296463469,0.1510628678487606,4.623820241370091e-05,-0.030617954143184266
r_rad_s,200ms,ALL,Sep17,synchronized_lowpass,0.1510166296463469,0.137616859386813,-0.0133997702595339,8.873042850256748
r_rad_s,200ms,ALL,Sep7,original,0.1387055073630895,0.1387055073630895,0.0,0.0
r_rad_s,200ms,ALL,Sep7,synchronized,0.1387055073630895,0.1354323431227816,-0.0032731642403079075,2.359793999916487
r_rad_s,200ms,ALL,Sep7,synchronized_lowpass,0.1387055073630895,0.1231954605902075,-0.015510046772882008,11.181997793556494
r_rad_s,200ms,high,ALL,original,0.1771803467775721,0.1771803467775721,0.0,0.0
r_rad_s,200ms,high,ALL,synchronized,0.1771803467775721,0.173177126992397,-0.004003219785175094,2.259403967755317
r_rad_s,200ms,high,ALL,synchronized_lowpass,0.1771803467775721,0.1628573940922359,-0.014322952685336204,8.083826985233804
r_rad_s,200ms,high,Sep17,original,0.1944283975037813,0.1944283975037813,0.0,0.0
r_rad_s,200ms,high,Sep17,synchronized,0.1944283975037813,0.1925114056918889,-0.0019169918118923934,0.9859628719385558
r_rad_s,200ms,high,Sep17,synchronized_lowpass,0.1944283975037813,0.1776153740449809,-0.016813023458800397,8.647411424801469
r_rad_s,200ms,high,Sep7,original,0.1618487461320528,0.1618487461320528,0.0,0.0
r_rad_s,200ms,high,Sep7,synchronized,0.1618487461320528,0.1559911014817376,-0.0058576446503152135,3.6192091630638563
r_rad_s,200ms,high,Sep7,synchronized_lowpass,0.1618487461320528,0.1497391896897958,-0.012109556442257002,7.482020547985453
r_rad_s,200ms,low,ALL,original,0.1282322643402808,0.1282322643402808,0.0,0.0
r_rad_s,200ms,low,ALL,synchronized,0.1282322643402808,0.1272353558021285,-0.0009969085381522913,0.7774241087304412
r_rad_s,200ms,low,ALL,synchronized_lowpass,0.1282322643402808,0.1143725452467798,-0.013859719093500991,10.808293189553641
r_rad_s,200ms,low,Sep17,original,0.1187327574136039,0.1187327574136039,0.0,0.0
r_rad_s,200ms,low,Sep17,synchronized,0.1187327574136039,0.1193933800712801,0.0006606226576762048,-0.5563946058920665
r_rad_s,200ms,low,Sep17,synchronized_lowpass,0.1187327574136039,0.1071505711137543,-0.011582186299849598,9.754836451328435
r_rad_s,200ms,low,Sep7,original,0.1366762704973269,0.1366762704973269,0.0,0.0
r_rad_s,200ms,low,Sep7,synchronized,0.1366762704973269,0.1342060008962159,-0.0024702696011109915,1.8073873336771396
r_rad_s,200ms,low,Sep7,synchronized_lowpass,0.1366762704973269,0.1207920778094692,-0.015884192687857693,11.62176333174701
r_rad_s,200ms,middle,ALL,original,0.1359693763966105,0.1359693763966105,0.0,0.0
r_rad_s,200ms,middle,ALL,synchronized,0.1359693763966105,0.1345744613225783,-0.0013949150740321936,1.0259038549705128
r_rad_s,200ms,middle,ALL,synchronized_lowpass,0.1359693763966105,0.1204664729538121,-0.015502903442798394,11.40176108300873
r_rad_s,200ms,middle,Sep17,original,0.1373863155834653,0.1373863155834653,0.0,0.0
r_rad_s,200ms,middle,Sep17,synchronized,0.1373863155834653,0.1380928147995078,0.0007064992160424888,-0.5142427854201203
r_rad_s,200ms,middle,Sep17,synchronized_lowpass,0.1373863155834653,0.1267593055227461,-0.0106270100607192,7.735129962243619
r_rad_s,200ms,middle,Sep7,original,0.1347098748971841,0.1347098748971841,0.0,0.0
r_rad_s,200ms,middle,Sep7,synchronized,0.1347098748971841,0.131447036009752,-0.003262838887432118,2.4221230180210953
r_rad_s,200ms,middle,Sep7,synchronized_lowpass,0.1347098748971841,0.1148728440036486,-0.019837030893535515,14.72574368336094
r_rad_s,500_1000ms,ALL,ALL,original,0.1617340842223784,0.1617340842223784,0.0,0.0
r_rad_s,500_1000ms,ALL,ALL,synchronized,0.1617340842223784,0.1602580842686095,-0.0014759999537689028,0.9126090897076817
r_rad_s,500_1000ms,ALL,ALL,synchronized_lowpass,0.1617340842223784,0.1477125578343602,-0.014021526388018207,8.669493790028284
r_rad_s,500_1000ms,ALL,Sep17,original,0.1772238478611398,0.1772238478611398,0.0,0.0
r_rad_s,500_1000ms,ALL,Sep17,synchronized,0.1772238478611398,0.1772959125439362,7.206468279641332e-05,-0.040663084379523325
r_rad_s,500_1000ms,ALL,Sep17,synchronized_lowpass,0.1772238478611398,0.1668237639802378,-0.010400083880901995,5.868332059379939
r_rad_s,500_1000ms,ALL,Sep7,original,0.1479654054323682,0.1479654054323682,0.0,0.0
r_rad_s,500_1000ms,ALL,Sep7,synchronized,0.1479654054323682,0.1451133480238746,-0.0028520574084935912,1.927516367869654
r_rad_s,500_1000ms,ALL,Sep7,synchronized_lowpass,0.1479654054323682,0.1307248190380245,-0.0172405863943437,11.6517684278735
r_rad_s,500_1000ms,high,ALL,original,0.1825700953978214,0.1825700953978214,0.0,0.0
r_rad_s,500_1000ms,high,ALL,synchronized,0.1825700953978214,0.1810496665553349,-0.0015204288424865153,0.8327918321856004
r_rad_s,500_1000ms,high,ALL,synchronized_lowpass,0.1825700953978214,0.1707149029538004,-0.011855192444021001,6.493501807176285
r_rad_s,500_1000ms,high,Sep17,original,0.1998155542886018,0.1998155542886018,0.0,0.0
r_rad_s,500_1000ms,high,Sep17,synchronized,0.1998155542886018,0.1999916445308552,0.00017609024225340164,-0.08812639380369122
r_rad_s,500_1000ms,high,Sep17,synchronized_lowpass,0.1998155542886018,0.189540979511183,-0.010274574777418777,5.142029515169169
r_rad_s,500_1000ms,high,Sep7,original,0.1672407986060166,0.1672407986060166,0.0,0.0
r_rad_s,500_1000ms,high,Sep7,synchronized,0.1672407986060166,0.1642123527993169,-0.0030284458066996978,1.810829553519453
r_rad_s,500_1000ms,high,Sep7,synchronized_lowpass,0.1672407986060166,0.1539806126805715,-0.01326018592544509,7.9287984965219165
r_rad_s,500_1000ms,low,ALL,original,0.1468418253599436,0.1468418253599436,0.0,0.0
r_rad_s,500_1000ms,low,ALL,synchronized,0.1468418253599436,0.1451614037502629,-0.00168042160968071,1.1443753205611578
r_rad_s,500_1000ms,low,ALL,synchronized_lowpass,0.1468418253599436,0.1310201601728508,-0.015821665187092798,10.774631238960836
