metric,horizon,kind,group,flight,cohort,seed,original,synchronized,synchronized_lowpass,synchronized_minus_original,synchronized_lowpass_minus_original
attitude_deg,0_500ms,interval,low,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,23,2.2407755932860423,2.3127913358234564,,0.07201574253741416,
attitude_deg,0_500ms,interval,low,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,42,2.484573085611338,2.5768165316243876,,0.09224344601304946,
attitude_deg,0_500ms,interval,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,2.0435695873565365,2.1171678629046564,,0.07359827554811993,
attitude_deg,0_500ms,interval,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,23,1.9414413704401963,1.9937639171890076,,0.052322546748811316,
attitude_deg,0_500ms,interval,low,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,42,2.1056777745383233,2.2074671721004084,,0.10178939756208516,
attitude_deg,0_500ms,interval,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,17,2.445695925034167,2.4727032715940944,,0.027007346559927203,
attitude_deg,0_500ms,interval,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,23,2.480045351876954,2.4864561999885564,,0.0064108481116025295,
attitude_deg,0_500ms,interval,low,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,42,2.510923251099741,2.544669238008563,,0.03374598690882191,
attitude_deg,0_500ms,interval,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,17,2.1518119685990027,2.186460845069185,,0.034648876470182444,
attitude_deg,0_500ms,interval,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,23,2.1400557197380996,2.1805164915251534,,0.04046077178705376,
attitude_deg,0_500ms,interval,low,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,42,2.29896820899359,2.3493287798507825,,0.05036057085719259,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,17,3.0134774412271805,3.1489010776648088,,0.13542363643762823,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,23,3.0281253137812025,3.161736006331606,,0.13361069255040325,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,42,3.0327244771292525,3.1812967144963777,,0.14857223736712522,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,17,2.8294209081063855,2.921879160369712,,0.09245825226332638,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,23,2.9391077136618438,3.018683442321765,,0.07957572865992146,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,42,2.782696887532179,2.8934230267353445,,0.11072613920316554,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,17,2.3565194096453075,2.486735995300113,,0.13021658565480543,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,23,2.4121555064160756,2.5366201319643054,,0.12446462554822979,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,42,2.4507589682068764,2.6066740990797497,,0.15591513087287323,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,17,2.69214735897826,2.785049059292389,,0.09290170031412925,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,23,2.8662927274648085,2.95944943286038,,0.09315670539557175,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,42,2.8209398275780826,2.9297479429555024,,0.10880811537741986,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,17,2.4751750827071515,2.596071025537585,,0.1208959428304337,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,23,2.512794314795966,2.603656321924227,,0.09086200712826065,
attitude_deg,0_500ms,interval,middle,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,42,2.5589415819476877,2.6719058286587805,,0.11296424671109273,
