model,seed,cohort,flight_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows
B0_ConstantVelocity,,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.12283469867538276,0.7411464668795643,10.268139855409519,1.2490968607153314,0.7411464668795643,1.2490968607153314,0.3174152865682637,0.35991598092455596,0.5648062569553942,0.859416111987502,0.8741200629404933,0.23991879765889357,114
B0_ConstantVelocity,,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.40801829699398234,1.3044731041586732,27.013418528107657,1.2006574514417583,1.3044731041586732,1.2006574514417583,0.7148563941163824,0.8498294532225836,0.6844123871612,0.8368142192566312,0.7597929394339344,0.40501230516970066,114
B0_ConstantVelocity,,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,1.2291437209093927,2.095313169125133,53.90199118896345,1.2408966948123785,2.095313169125133,1.2408966948123785,1.1771132398338267,1.5133126845539808,0.8453557926016387,0.8767140336161297,0.8203687777567623,0.3133563130666065,114
B0_ConstantVelocity,,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.04009060860131239,0.7831775385103221,4.060801923463008,1.1208190585233533,0.7831775385103221,1.1208190585233533,0.1775447304455309,0.18678646197922516,0.7395645631987746,0.8047182844607202,0.7645713688928075,0.15522392364951304,168
B0_ConstantVelocity,,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.1021135147827056,0.7058838399311569,8.83062374276674,1.0901475801593281,0.7058838399311569,1.0901475801593281,0.28917356179681397,0.27574797071130436,0.5819052356546527,0.7584472268310232,0.7552151744639093,0.20695311280339865,168
B0_ConstantVelocity,,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.33337214768678647,1.0697847644599479,22.116385665648775,0.8768778890052185,1.0697847644599479,0.8768778890052185,0.6663385771334474,0.6902951592637073,0.47320707517057703,0.6657911372829286,0.5112203928754336,0.25355611538679157,168
B0_ConstantVelocity,,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,1.0358621912163142,1.8247669633077306,44.53522300020411,0.8960260745921895,1.8247669633077306,0.8960260745921895,1.2561192987378322,1.217667571951578,0.5188684437651246,0.7056474726393767,0.5072352852858713,0.2182584158004198,168
B0_ConstantVelocity,,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.07092025226603703,0.7812894186819227,4.078286320183096,1.1172133401882474,0.7812894186819227,1.1172133401882474,0.17546620359365717,0.18497662495501158,0.7385177149947176,0.8707830228562065,0.6862701091322952,0.1376078192238214,182
B0_ConstantVelocity,,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.15008930891976316,0.7175041662692498,8.523808893055973,1.2103707016664509,0.7175041662692498,1.2103707016664509,0.24435522202624982,0.27603075180780795,0.615556478431224,0.8828690446922408,0.8077079375899089,0.1820642000257118,182
B0_ConstantVelocity,,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.4045709336244179,0.9515480478781839,21.669617571704894,1.048133762980189,0.9515480478781839,1.048133762980189,0.5666395131222195,0.6223526373698274,0.44389249188087976,0.8371737293302058,0.579363547820092,0.24912328569542072,182
B0_ConstantVelocity,,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,1.0939093241155373,1.7327602254150238,43.542108202851004,1.1606190055839256,1.7327602254150238,1.1606190055839256,1.0831575499750858,1.1963701164874454,0.6308139702702458,0.8863772398309056,0.7123868212800818,0.23211394119877093,182
B0_ConstantVelocity,,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.04831833114110963,0.8701967503695273,4.232864641522337,1.1774403870938717,0.8701967503695273,1.1774403870938717,0.20648121131274094,0.23222866391068908,0.8128208544241251,0.9430872669831422,0.6827527906737841,0.1755018485406728,160
B0_ConstantVelocity,,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.11593153344579703,0.7083695353993311,9.79919335817426,1.3470740229174158,0.7083695353993311,1.3470740229174158,0.2607285078726311,0.3170348290128159,0.5773187690151692,1.0646298931071931,0.807407795571332,0.17106801446243242,160
B0_ConstantVelocity,,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.3483986685087798,1.0883229987532186,24.51451308320811,1.1444722038470352,1.0883229987532186,1.1444722038470352,0.6124427401274357,0.7322614257377502,0.5226414105836945,0.9465085917700824,0.5925119733870984,0.2507342666586117,160
B0_ConstantVelocity,,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,1.105623207007367,2.023393181450475,49.050318444554364,1.1123069157249998,2.023393181450475,1.1123069157249998,1.1683832797966565,1.4646228818741818,0.7641206005091408,0.8416927706602553,0.6824020274085599,0.2512119176643735,160
B0_ConstantVelocity,,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.049459443782580687,0.867064227442588,4.252881142568262,1.1684932663885954,0.867064227442588,1.1684932663885954,0.20125721692432474,0.2107549750137901,0.8166261370133974,0.8920329594771628,0.739348888184096,0.15171332948308916,161
B0_ConstantVelocity,,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.12626180035794096,0.7027002993962614,9.063606220113876,1.2436223318247484,0.7027002993962614,1.2436223318247484,0.27668978560453644,0.3047054268283972,0.569548133325916,0.9373047826276955,0.7967411306878365,0.18237274836647419,161
B0_ConstantVelocity,,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.375839480019815,1.1567630958719246,22.504059388225187,1.0658128089606294,1.1567630958719246,1.0658128089606294,0.6805855386366351,0.7864917603061669,0.5062952651767426,0.8383354029588843,0.6019978042639638,0.2659874800656575,161
B0_ConstantVelocity,,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,1.1541737270592642,2.0275253241613576,45.40770725321101,1.1276576415463486,2.0275253241613576,1.1276576415463486,1.270607392689285,1.3983413307031782,0.7355659838561189,0.8351710705905036,0.7077198988904428,0.27061704325686275,161
B0_ConstantVelocity,,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.051959925367475,0.8700960099262983,3.9673856241691006,1.0760918845803429,0.8700960099262983,1.0760918845803429,0.2413015881818618,0.3276054502572494,0.7691003048967806,0.7731966957325667,0.7332603592811581,0.1498994972465931,150
B0_ConstantVelocity,,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.13342410927123197,0.8121724099463168,8.165490295800401,1.2177799257341781,0.8121724099463168,1.2177799257341781,0.29045861397194167,0.36605391753369243,0.6642758060517809,0.861368224275582,0.8443209132350719,0.16779429431111453,150
