model,cohort,horizon_s,metric,mean,std,min,max,n_seeds,deterministic,n_flights,n_origins
B0_ConstantVelocity,Sep7,0.2,velocity_rmse_m_s,0.7254299359275459,,0.7254299359275459,0.7254299359275459,0,True,9,1481
B0_ConstantVelocity,Sep7,0.2,attitude_error_deg,9.289070177604213,,9.289070177604213,9.289070177604213,0,True,9,1481
B0_ConstantVelocity,Sep7,0.2,body_rate_rmse_rad_s,1.2309243217497314,,1.2309243217497314,1.2309243217497314,0,True,9,1481
B0_ConstantVelocity,Sep7,0.5,position_rmse_m,0.4356686133383778,,0.4356686133383778,0.4356686133383778,0,True,9,1481
B0_ConstantVelocity,Sep7,0.5,velocity_rmse_m_s,1.0753600801880665,,1.0753600801880665,1.0753600801880665,0,True,9,1481
B0_ConstantVelocity,Sep7,0.5,attitude_error_deg,23.09190452230172,,23.09190452230172,23.09190452230172,0,True,9,1481
B0_ConstantVelocity,Sep7,0.5,body_rate_rmse_rad_s,1.042803291502559,,1.042803291502559,1.042803291502559,0,True,9,1481
B0_ConstantVelocity,Sep7,1.0,position_rmse_m,1.2072060949452883,,1.2072060949452883,1.2072060949452883,0,True,9,1481
B0_ConstantVelocity,Sep7,1.0,velocity_rmse_m_s,1.9450113524442356,,1.9450113524442356,1.9450113524442356,0,True,9,1481
B0_ConstantVelocity,Sep7,1.0,attitude_error_deg,46.28181725890022,,46.28181725890022,46.28181725890022,0,True,9,1481
B0_ConstantVelocity,Sep7,1.0,body_rate_rmse_rad_s,1.1209079492192016,,1.1209079492192016,1.1209079492192016,0,True,9,1481
B1_MLP,ALL,0.1,position_rmse_m,0.0494278175266579,1.3642515661274976e-05,0.0494148772649732,0.0494420677895182,3,False,17,2582
B1_MLP,ALL,0.1,velocity_rmse_m_s,0.5308128371777069,0.0013178884657377985,0.5299782493177935,0.5323321416957201,3,False,17,2582
B1_MLP,ALL,0.1,attitude_error_deg,2.036593383241103,0.009502443087926077,2.027044976314706,2.0460491856315084,3,False,17,2582
B1_MLP,ALL,0.1,body_rate_rmse_rad_s,0.718410031227472,0.003144552737962641,0.7159529575222852,0.7219538010116056,3,False,17,2582
B1_MLP,ALL,0.2,position_rmse_m,0.09820091912333906,0.00017065881830966338,0.0980437359866803,0.0983824404173527,3,False,17,2582
B1_MLP,ALL,0.2,velocity_rmse_m_s,0.42886036794558774,0.0037008232206597125,0.4248536944753984,0.4321505684217346,3,False,17,2582
B1_MLP,ALL,0.2,attitude_error_deg,3.1703972483775593,0.01438789253915723,3.157414487662951,3.185866233921591,3,False,17,2582
B1_MLP,ALL,0.2,body_rate_rmse_rad_s,0.7552644411908257,0.006641373306321031,0.7481410934823255,0.7612860494876509,3,False,17,2582
B1_MLP,ALL,0.5,position_rmse_m,0.24066621565442728,0.0018522396628411055,0.239360387226201,0.2427860657415863,3,False,17,2582
B1_MLP,ALL,0.5,velocity_rmse_m_s,0.5421842329394768,0.009691980920153154,0.5325621366083717,0.551944618515513,3,False,17,2582
B1_MLP,ALL,0.5,attitude_error_deg,5.485870838465192,0.0451360292375715,5.440599993258234,5.530870832739522,3,False,17,2582
B1_MLP,ALL,0.5,body_rate_rmse_rad_s,0.7526038488345296,0.001455410777560241,0.7509235861975274,0.7534715234727166,3,False,17,2582
B1_MLP,ALL,1.0,position_rmse_m,0.5674950549965218,0.007107730520650306,0.5612122094143311,0.5752096847255267,3,False,17,2582
B1_MLP,ALL,1.0,velocity_rmse_m_s,0.861820103531775,0.014281293745074034,0.8463727956702431,0.874542843469641,3,False,17,2582
B1_MLP,ALL,1.0,attitude_error_deg,8.532832281761065,0.15228672155756448,8.411351565831103,8.703677463896511,3,False,17,2582
B1_MLP,ALL,1.0,body_rate_rmse_rad_s,0.7687478975138005,0.0048076062308804665,0.7636555826534349,0.7732082975339848,3,False,17,2582
B1_MLP,Sep17,0.1,position_rmse_m,0.0367929920881472,0.00015011678816383045,0.0366409472509721,0.0369411035191078,3,False,8,1101
B1_MLP,Sep17,0.1,velocity_rmse_m_s,0.5470458153917722,0.0017662905869336649,0.5452017745303007,0.5487224333400019,3,False,8,1101
B1_MLP,Sep17,0.1,attitude_error_deg,2.2451991599016488,0.027184312578570978,2.217063805120995,2.271320393152987,3,False,8,1101
B1_MLP,Sep17,0.1,body_rate_rmse_rad_s,0.731728610005327,0.0069710475870085695,0.7274179353275294,0.7397711425445722,3,False,8,1101
B1_MLP,Sep17,0.2,position_rmse_m,0.07478480679980143,0.0001868647054768004,0.0745788788483571,0.0749435711094239,3,False,8,1101
B1_MLP,Sep17,0.2,velocity_rmse_m_s,0.44771977790425027,0.005875463067507248,0.4417294794088886,0.4534732435242845,3,False,8,1101
B1_MLP,Sep17,0.2,attitude_error_deg,3.668712376468058,0.035988092577278155,3.644609454580616,3.710079868430944,3,False,8,1101
B1_MLP,Sep17,0.2,body_rate_rmse_rad_s,0.7660719687252677,0.006041570725960836,0.7599296921111482,0.7720075276253127,3,False,8,1101
B1_MLP,Sep17,0.5,position_rmse_m,0.19085886706904506,0.00197615222145922,0.1888039327813871,0.1927454683161629,3,False,8,1101
B1_MLP,Sep17,0.5,velocity_rmse_m_s,0.5775427953064652,0.0067315749186522,0.5697895932980164,0.5818989740912064,3,False,8,1101
B1_MLP,Sep17,0.5,attitude_error_deg,6.547267728809146,0.0511549690723011,6.515785825453889,6.606292605697362,3,False,8,1101
B1_MLP,Sep17,0.5,body_rate_rmse_rad_s,0.749404871833697,0.0025437618770241146,0.7477941884966248,0.7523374179770684,3,False,8,1101
B1_MLP,Sep17,1.0,position_rmse_m,0.4970398396610669,0.006954993135677225,0.4907472552433517,0.5045075281172922,3,False,8,1101
B1_MLP,Sep17,1.0,velocity_rmse_m_s,0.9556061829615735,0.01813578256132259,0.9373622282608204,0.9736318222984152,3,False,8,1101
B1_MLP,Sep17,1.0,attitude_error_deg,10.068349485574684,0.16595885175088318,9.948813307965846,10.25783136376355,3,False,8,1101
B1_MLP,Sep17,1.0,body_rate_rmse_rad_s,0.7813043721991525,0.00557291738096847,0.7752202479075042,0.7861616428283007,3,False,8,1101
B1_MLP,Sep7,0.1,position_rmse_m,0.060658773472000736,0.00012408757620975205,0.0605246444200374,0.0607694817218631,3,False,9,1481
B1_MLP,Sep7,0.1,velocity_rmse_m_s,0.5163835232096488,0.0015809882994892895,0.5146582591069306,0.5177629935674696,3,False,9,1481
B1_MLP,Sep7,0.1,attitude_error_deg,1.8511660262095078,0.006322343219475609,1.8458081122790837,1.858139350709116,3,False,9,1481
B1_MLP,Sep7,0.1,body_rate_rmse_rad_s,0.7065712945360456,0.001600781727927881,0.7052473623030907,0.7083503572116329,3,False,9,1481
B1_MLP,Sep7,0.2,position_rmse_m,0.11901524118870584,0.00017520183289072668,0.1189013867763009,0.1192169909132893,3,False,9,1481
B1_MLP,Sep7,0.2,velocity_rmse_m_s,0.4120964479823321,0.001943000261069398,0.4098529967567404,0.4132392677485657,3,False,9,1481
B1_MLP,Sep7,0.2,attitude_error_deg,2.7274504678526714,0.014510167570126251,2.718273759903251,2.7441790848525978,3,False,9,1481
B1_MLP,Sep7,0.2,body_rate_rmse_rad_s,0.7456577500490994,0.007235785363080626,0.7376623391455942,0.7517558466986183,3,False,9,1481
B1_MLP,Sep7,0.5,position_rmse_m,0.2849394143969893,0.0024843286483432233,0.2823232202187483,0.2872665967864072,3,False,9,1481
B1_MLP,Sep7,0.5,velocity_rmse_m_s,0.5107543997243761,0.013232365217629754,0.4994710639953543,0.5253185246704521,3,False,9,1481
B1_MLP,Sep7,0.5,attitude_error_deg,4.5424069359372305,0.04996284116085033,4.484879253528763,4.574940367888108,3,False,9,1481
B1_MLP,Sep7,0.5,body_rate_rmse_rad_s,0.755447383946381,0.0023785457122808278,0.7537052730427742,0.7581572615497423,3,False,9,1481
B1_MLP,Sep7,1.0,position_rmse_m,0.6301219130724816,0.009706569995611296,0.6192988527847972,0.6380560461550685,3,False,9,1481
B1_MLP,Sep7,1.0,velocity_rmse_m_s,0.778454699594176,0.011328471571660345,0.7654933000341744,0.7864637511773972,3,False,9,1481
B1_MLP,Sep7,1.0,attitude_error_deg,7.167928100593403,0.14132928490906732,7.044718906155774,7.322207330681365,3,False,9,1481
B1_MLP,Sep7,1.0,body_rate_rmse_rad_s,0.7575865866823763,0.004160124225417642,0.7533758802053732,0.7616942128279262,3,False,9,1481
B2_StandardGRU,ALL,0.1,position_rmse_m,0.03533975990047317,0.00015990873590764995,0.0351697173340374,0.0354871105348792,3,False,17,2582
B2_StandardGRU,ALL,0.1,velocity_rmse_m_s,0.1449289623640794,0.004558853008184928,0.1403585536276246,0.149476171094933,3,False,17,2582
B2_StandardGRU,ALL,0.1,attitude_error_deg,1.4073877652708784,0.020646258362099393,1.3845081999116715,1.4246294529035894,3,False,17,2582
B2_StandardGRU,ALL,0.1,body_rate_rmse_rad_s,0.545328817446893,0.0026433547186964766,0.5437161480655596,0.5483794331513228,3,False,17,2582
B2_StandardGRU,ALL,0.2,position_rmse_m,0.0703758747361203,0.0004976476671811309,0.0698802260714745,0.0708754976021501,3,False,17,2582
B2_StandardGRU,ALL,0.2,velocity_rmse_m_s,0.19543232868331303,0.003772095483271525,0.191337249956398,0.1987649563706586,3,False,17,2582
B2_StandardGRU,ALL,0.2,attitude_error_deg,2.196485009819066,0.03851340851663938,2.153924950052745,2.2289348033561684,3,False,17,2582
B2_StandardGRU,ALL,0.2,body_rate_rmse_rad_s,0.5662829067172569,0.0028450703929825067,0.5642465257049663,0.5695336495342366,3,False,17,2582
B2_StandardGRU,ALL,0.5,position_rmse_m,0.19239547622942155,0.001856813530197161,0.1908963429723979,0.1944725239667208,3,False,17,2582
B2_StandardGRU,ALL,0.5,velocity_rmse_m_s,0.3572876015314527,0.007164943745699899,0.3512097180469291,0.3651877075519981,3,False,17,2582
B2_StandardGRU,ALL,0.5,attitude_error_deg,4.078397323464925,0.046071742814500945,4.033739771723627,4.125763726825424,3,False,17,2582
B2_StandardGRU,ALL,0.5,body_rate_rmse_rad_s,0.5965765681119547,0.0028140650971415085,0.5933875807324946,0.5987111840019169,3,False,17,2582
B2_StandardGRU,ALL,1.0,position_rmse_m,0.474013589738189,0.0063451990926995895,0.4697262323362134,0.4813027010164039,3,False,17,2582
B2_StandardGRU,ALL,1.0,velocity_rmse_m_s,0.6477484181435842,0.007016072072846769,0.6397393092867328,0.6528093336943108,3,False,17,2582
B2_StandardGRU,ALL,1.0,attitude_error_deg,6.692491015924361,0.13211263225775585,6.542445487935679,6.791357065137423,3,False,17,2582
B2_StandardGRU,ALL,1.0,body_rate_rmse_rad_s,0.6210730627049943,0.010836732534806002,0.6121323463723045,0.6331251400447657,3,False,17,2582
B2_StandardGRU,Sep17,0.1,position_rmse_m,0.018780423278594135,0.000288302420785226,0.0185192758039819,0.0190897979756526,3,False,8,1101
B2_StandardGRU,Sep17,0.1,velocity_rmse_m_s,0.15328337006033144,0.004828245157538853,0.149156333146514,0.15859305949784,3,False,8,1101
B2_StandardGRU,Sep17,0.1,attitude_error_deg,1.4698279819084552,0.012525797846849266,1.4554005293162402,1.4779260556898175,3,False,8,1101
B2_StandardGRU,Sep17,0.1,body_rate_rmse_rad_s,0.5273914212369101,0.0027367945889365903,0.5247899582661589,0.5302459665563374,3,False,8,1101
B2_StandardGRU,Sep17,0.2,position_rmse_m,0.04037588761176287,0.0008328714661950987,0.0396870254977688,0.0413015041986294,3,False,8,1101
B2_StandardGRU,Sep17,0.2,velocity_rmse_m_s,0.22052783181036187,0.0008974636379997057,0.219564263597577,0.2213399085234148,3,False,8,1101
B2_StandardGRU,Sep17,0.2,attitude_error_deg,2.376163835792054,0.056678044615829606,2.315408116422238,2.4276119983785844,3,False,8,1101
B2_StandardGRU,Sep17,0.2,body_rate_rmse_rad_s,0.5370344702811892,0.0007091605500894051,0.5362156869348987,0.5374540629190476,3,False,8,1101
B2_StandardGRU,Sep17,0.5,position_rmse_m,0.1292848576220216,0.004018237993935138,0.1268940372396516,0.1339239896370967,3,False,8,1101
B2_StandardGRU,Sep17,0.5,velocity_rmse_m_s,0.3736101737272393,0.014307360556249898,0.3610422881382361,0.3891804912154968,3,False,8,1101
B2_StandardGRU,Sep17,0.5,attitude_error_deg,4.56950906185081,0.10540376893244387,4.4925398588152055,4.689643898170552,3,False,8,1101
B2_StandardGRU,Sep17,0.5,body_rate_rmse_rad_s,0.5609187370666632,0.00459295815219031,0.5558534135091175,0.5648123314414162,3,False,8,1101
B2_StandardGRU,Sep17,1.0,position_rmse_m,0.3681691488196273,0.014146390467115686,0.3575994088262163,0.3842396949936463,3,False,8,1101
B2_StandardGRU,Sep17,1.0,velocity_rmse_m_s,0.6881681494601165,0.011886375648105674,0.6744544644740484,0.6955118791321241,3,False,8,1101
B2_StandardGRU,Sep17,1.0,attitude_error_deg,7.565419632078857,0.3508166860743172,7.172736071181631,7.847912808215363,3,False,8,1101
B2_StandardGRU,Sep17,1.0,body_rate_rmse_rad_s,0.6173651306076728,0.01607850137069214,0.6074177776532983,0.635914735532969,3,False,8,1101
B2_StandardGRU,Sep7,0.1,position_rmse_m,0.0500591702310323,8.74433491652748e-05,0.0499701098051978,0.0501449014114852,3,False,9,1481
B2_StandardGRU,Sep7,0.1,velocity_rmse_m_s,0.13750282218963325,0.004517645063215614,0.1325383051663896,0.141372270292349,3,False,9,1481
B2_StandardGRU,Sep7,0.1,attitude_error_deg,1.3518853504819213,0.02882240793950638,1.3214927959964995,1.3788268681785063,3,False,9,1481
B2_StandardGRU,Sep7,0.1,body_rate_rmse_rad_s,0.5612731696335446,0.0029278176189401744,0.5587820108887416,0.5644980701246431,3,False,9,1481
B2_StandardGRU,Sep7,0.2,position_rmse_m,0.09704252995777136,0.00028348760185256384,0.0967186265814352,0.097245471553266,3,False,9,1481
B2_StandardGRU,Sep7,0.2,velocity_rmse_m_s,0.17312521479260293,0.006327707911004044,0.1662465711642388,0.1786983322348753,3,False,9,1481
B2_StandardGRU,Sep7,0.2,attitude_error_deg,2.0367704978430776,0.022973567441240322,2.0103843577243063,2.052332852225132,3,False,9,1481
B2_StandardGRU,Sep7,0.2,body_rate_rmse_rad_s,0.5922815168826502,0.005015444449187395,0.5891628268339152,0.5980669726850055,3,False,9,1481
B2_StandardGRU,Sep7,0.5,position_rmse_m,0.2484938038804437,0.0008251530470098902,0.2477872814015057,0.2494006868689943,3,False,9,1481
B2_StandardGRU,Sep7,0.5,velocity_rmse_m_s,0.3427786484685312,0.0009654691087388123,0.3420055009220494,0.3438607887399991,3,False,9,1481
B2_StandardGRU,Sep7,0.5,attitude_error_deg,3.641853556010805,0.05666260393713831,3.59586985452981,3.7051539056506297,3,False,9,1481
B2_StandardGRU,Sep7,0.5,body_rate_rmse_rad_s,0.6282724179299914,0.0025899913786429514,0.6267512849310521,0.6312629331152156,3,False,9,1481
B2_StandardGRU,Sep7,1.0,position_rmse_m,0.568097537221355,0.0034957879998853453,0.5648888009559414,0.5718228821159352,3,False,9,1481
B2_StandardGRU,Sep7,1.0,velocity_rmse_m_s,0.6118197680844445,0.0035172979400426513,0.6088813935646745,0.6157170927344298,3,False,9,1481
B2_StandardGRU,Sep7,1.0,attitude_error_deg,5.9165544682314755,0.06500476713780914,5.852196404623697,5.982187191717056,3,False,9,1481
B2_StandardGRU,Sep7,1.0,body_rate_rmse_rad_s,0.6243690023470577,0.007323327960054282,0.6163230741225322,0.6306454996108073,3,False,9,1481
