model,seed,flight_id,cohort,horizon_s,n_windows,metric,value
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,velocity_rmse_m_s,0.2061519419575709
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,velocity_rmse_m_s,0.3077489273170418
B2_StandardGRU,42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,velocity_rmse_m_s,0.5700250182015881
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,velocity_rmse_m_s,0.109226038038267
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,velocity_rmse_m_s,0.1347865517510413
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,velocity_rmse_m_s,0.258645884953409
B2_StandardGRU,42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,velocity_rmse_m_s,0.5145601198951297
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,velocity_rmse_m_s,0.120684916729796
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,velocity_rmse_m_s,0.1809549348932951
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,velocity_rmse_m_s,0.2838052921066867
B2_StandardGRU,42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,velocity_rmse_m_s,0.5689370083603463
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,velocity_rmse_m_s,0.1083829500438471
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,velocity_rmse_m_s,0.1503926561981298
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,velocity_rmse_m_s,0.4589685713111272
B2_StandardGRU,42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,velocity_rmse_m_s,0.5187300208485336
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,velocity_rmse_m_s,0.1281945321905942
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,velocity_rmse_m_s,0.1803877753860598
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,velocity_rmse_m_s,0.3691362030312705
B2_StandardGRU,42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,velocity_rmse_m_s,0.7036729382554192
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,attitude_error_deg,4.106765300159635
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,attitude_error_deg,9.830437941431335
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,attitude_error_deg,23.80365778165591
B0_ConstantVelocity,,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,attitude_error_deg,48.75373079436381
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,attitude_error_deg,4.079989141704888
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,attitude_error_deg,9.19772684630288
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,attitude_error_deg,23.575352716198946
B0_ConstantVelocity,,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,attitude_error_deg,48.28276805609424
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,attitude_error_deg,3.73361836234518
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,attitude_error_deg,8.348703824195676
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,attitude_error_deg,21.972207984096922
B0_ConstantVelocity,,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,attitude_error_deg,44.51409980277621
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,attitude_error_deg,4.109050466697486
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,attitude_error_deg,9.00979631177245
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,attitude_error_deg,22.913693140156575
B0_ConstantVelocity,,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,attitude_error_deg,47.33018787040215
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,attitude_error_deg,3.865957639158768
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,attitude_error_deg,9.192931313015016
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,attitude_error_deg,22.3080710091251
B0_ConstantVelocity,,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,attitude_error_deg,44.07525091353797
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,attitude_error_deg,4.215870128712115
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,attitude_error_deg,9.882966131937517
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,attitude_error_deg,23.99705684310282
B0_ConstantVelocity,,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,attitude_error_deg,47.884220000493
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,attitude_error_deg,4.037162658122842
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,attitude_error_deg,8.994054527165583
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,attitude_error_deg,21.76257930925966
B0_ConstantVelocity,,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,attitude_error_deg,43.94511397998709
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,attitude_error_deg,4.289008261918849
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,attitude_error_deg,10.268139855409519
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,attitude_error_deg,27.013418528107657
B0_ConstantVelocity,,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,attitude_error_deg,53.90199118896345
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,attitude_error_deg,4.060801923463008
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,attitude_error_deg,8.83062374276674
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,attitude_error_deg,22.116385665648775
B0_ConstantVelocity,,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,attitude_error_deg,44.53522300020411
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,attitude_error_deg,4.078286320183096
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,attitude_error_deg,8.523808893055973
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,attitude_error_deg,21.669617571704894
B0_ConstantVelocity,,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,attitude_error_deg,43.542108202851004
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,attitude_error_deg,4.232864641522337
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,attitude_error_deg,9.79919335817426
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,attitude_error_deg,24.51451308320811
B0_ConstantVelocity,,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,attitude_error_deg,49.050318444554364
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,attitude_error_deg,4.252881142568262
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,attitude_error_deg,9.063606220113876
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,attitude_error_deg,22.504059388225187
B0_ConstantVelocity,,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,attitude_error_deg,45.40770725321101
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,attitude_error_deg,3.9673856241691006
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,attitude_error_deg,8.165490295800401
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,attitude_error_deg,21.17921495091223
B0_ConstantVelocity,,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,attitude_error_deg,42.73781872579514
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,attitude_error_deg,4.392973778312179
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,attitude_error_deg,9.913970970718482
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,attitude_error_deg,24.51863210231161
B0_ConstantVelocity,,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,attitude_error_deg,48.8350361103821
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,attitude_error_deg,4.490057956831094
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,attitude_error_deg,9.651411534617438
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,attitude_error_deg,23.211324699583677
B0_ConstantVelocity,,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,attitude_error_deg,46.62752325831427
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,attitude_error_deg,4.312369518980322
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,attitude_error_deg,9.887534730739203
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,attitude_error_deg,23.875847839509497
B0_ConstantVelocity,,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,attitude_error_deg,47.42607043606663
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,attitude_error_deg,4.416945652413178
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,attitude_error_deg,9.76599185245154
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,attitude_error_deg,24.23754539961148
B0_ConstantVelocity,,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,attitude_error_deg,48.37454989872337
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,attitude_error_deg,2.4240442077379654
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,attitude_error_deg,3.778254663287865
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,attitude_error_deg,6.781188919295512
B1_MLP,17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,attitude_error_deg,10.858463626854448
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,attitude_error_deg,2.339098371438517
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,attitude_error_deg,3.5489010973263726
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,attitude_error_deg,6.747046451666632
B1_MLP,17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,attitude_error_deg,10.12646357542699
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,attitude_error_deg,2.0771227299478294
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,attitude_error_deg,3.4762565392336024
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,attitude_error_deg,6.002796358887092
B1_MLP,17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,attitude_error_deg,8.455322291016035
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,attitude_error_deg,2.4865087823732717
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,attitude_error_deg,4.157371029415356
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,attitude_error_deg,7.187046234679241
B1_MLP,17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,attitude_error_deg,10.889083563563187
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,attitude_error_deg,2.039191193435277
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,attitude_error_deg,3.565409036985962
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,attitude_error_deg,6.275198804907449
B1_MLP,17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,attitude_error_deg,10.492975573334512
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,attitude_error_deg,2.2847784225254957
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,attitude_error_deg,3.392507939780749
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,attitude_error_deg,6.398824941587524
B1_MLP,17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,attitude_error_deg,10.066482218743234
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,attitude_error_deg,2.307507750355772
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,attitude_error_deg,3.954772455306397
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,attitude_error_deg,6.709440202849732
B1_MLP,17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,attitude_error_deg,10.513569768276533
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,attitude_error_deg,2.212311687409765
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,attitude_error_deg,3.807166186111252
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,attitude_error_deg,6.7487989317057195
B1_MLP,17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,attitude_error_deg,10.660290292893466
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,attitude_error_deg,2.0241573793589627
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,attitude_error_deg,3.128876379465565
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,attitude_error_deg,4.89268625783436
B1_MLP,17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,attitude_error_deg,7.7344599281159905
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,attitude_error_deg,2.0349593701596533
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,attitude_error_deg,2.9475308995499665
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,attitude_error_deg,4.841523734204945
B1_MLP,17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,attitude_error_deg,7.370297464256356
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,attitude_error_deg,1.9170757331951063
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,attitude_error_deg,2.9391534606030163
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,attitude_error_deg,5.071239256605449
B1_MLP,17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,attitude_error_deg,7.937872954901783
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,attitude_error_deg,1.9928678822019978
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,attitude_error_deg,3.2518259387175474
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,attitude_error_deg,5.868708879203089
B1_MLP,17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,attitude_error_deg,9.805857666386435
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,attitude_error_deg,1.7139628300397511
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,attitude_error_deg,2.509198296495755
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,attitude_error_deg,4.251010973645695
B1_MLP,17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,attitude_error_deg,6.534419514633656
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,attitude_error_deg,1.5839120146533114
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,attitude_error_deg,2.1879553377467538
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,attitude_error_deg,3.582518838143482
B1_MLP,17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,attitude_error_deg,5.96034843173927
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,attitude_error_deg,1.6777383428021897
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,attitude_error_deg,2.3730009778236862
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,attitude_error_deg,4.04771431055719
B1_MLP,17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,attitude_error_deg,6.712396232019219
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,attitude_error_deg,1.8272974497119172
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,attitude_error_deg,2.465508866585148
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,attitude_error_deg,4.029594046159047
B1_MLP,17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,attitude_error_deg,6.566991740806627
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,attitude_error_deg,1.8403020083888608
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,attitude_error_deg,2.676036872232056
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,attitude_error_deg,4.589467014639716
B1_MLP,17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,attitude_error_deg,7.277222043272956
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,attitude_error_deg,2.394725204895308
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,attitude_error_deg,3.637966340862242
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,attitude_error_deg,6.668647452741417
B1_MLP,23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,attitude_error_deg,10.661966025687928
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,attitude_error_deg,2.330298171893287
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,attitude_error_deg,3.5837980263500873
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,attitude_error_deg,6.6299990148368675
B1_MLP,23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,attitude_error_deg,10.031267581266237
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,attitude_error_deg,2.0403845914618333
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,attitude_error_deg,3.3665831830032564
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,attitude_error_deg,5.990315032194948
B1_MLP,23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,attitude_error_deg,8.491680856322388
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,attitude_error_deg,2.5208427732066867
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,attitude_error_deg,4.1946288034183254
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,attitude_error_deg,7.196314193641564
B1_MLP,23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,attitude_error_deg,10.720542977590389
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,attitude_error_deg,1.9798422136552345
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,attitude_error_deg,3.532484512747143
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,attitude_error_deg,6.247678780892712
B1_MLP,23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,attitude_error_deg,10.033377438486331
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,attitude_error_deg,2.2671862663104907
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,attitude_error_deg,3.300256870072333
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,attitude_error_deg,6.244053988690222
B1_MLP,23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,attitude_error_deg,9.732547133945246
B1_MLP,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,attitude_error_deg,2.263181878350252
B1_MLP,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,attitude_error_deg,3.8301152447775975
B1_MLP,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,attitude_error_deg,6.596284064477556
B1_MLP,23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,attitude_error_deg,10.064570022082783
B1_MLP,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,attitude_error_deg,2.1812451516746125
B1_MLP,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,attitude_error_deg,3.7110426554139466
B1_MLP,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,attitude_error_deg,6.5845055147342
B1_MLP,23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,attitude_error_deg,10.251278244575934
B1_MLP,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,attitude_error_deg,2.046869685876494
B1_MLP,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,attitude_error_deg,3.2343504184321303
B1_MLP,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,attitude_error_deg,5.035881131667249
B1_MLP,23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,attitude_error_deg,7.470447696689104
B1_MLP,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,attitude_error_deg,2.0458629180099988
B1_MLP,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,attitude_error_deg,2.9114337690522367
B1_MLP,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,attitude_error_deg,4.742713247574049
B1_MLP,23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,attitude_error_deg,7.1637508009762225
B1_MLP,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,attitude_error_deg,1.9411385408211284
B1_MLP,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,attitude_error_deg,3.023630563106724
B1_MLP,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,attitude_error_deg,5.167408612907754
B1_MLP,23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,attitude_error_deg,8.11130002667255
B1_MLP,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,attitude_error_deg,2.046542000168174
B1_MLP,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,attitude_error_deg,3.2498062011582207
B1_MLP,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,attitude_error_deg,5.932549488644568
B1_MLP,23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,attitude_error_deg,9.78858211582138
B1_MLP,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,attitude_error_deg,1.6655107512792922
B1_MLP,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,attitude_error_deg,2.5980737791088697
B1_MLP,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,attitude_error_deg,4.373721055049823
B1_MLP,23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,attitude_error_deg,6.649894447081433
B1_MLP,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,attitude_error_deg,1.5803029551925916
B1_MLP,23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,attitude_error_deg,2.146692063246367
