policy,destination,steps,offset,origin,log_id,window_id,assessable,action_index,selected_abs_error,hold_abs_error,effect,beneficial,harmful
nominal_seed17,seed17,5,-0.2,0,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,1.378388524055481,1.378388524055481,,False,False
nominal_seed17,seed23,5,-0.2,0,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,1.45986008644104,1.45986008644104,,False,False
nominal_seed17,seed42,5,-0.2,0,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,1.6876106262207031,1.6876106262207031,,False,False
nominal_seed17,ensemble,5,-0.2,0,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,1.493308424949646,1.493308424949646,,False,False
nominal_seed17,observational_ridge,5,-0.2,0,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,False,0,0.44850665373460785,0.44850665373460785,,False,False
nominal_seed17,seed17,5,-0.2,1,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,1.1971263885498047,1.2171409130096436,-0.020014524459838867,True,False
nominal_seed17,seed23,5,-0.2,1,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,1.2123771905899048,1.2285468578338623,-0.01616966724395752,True,False
nominal_seed17,seed42,5,-0.2,1,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,1.2274309396743774,1.2488770484924316,-0.0214461088180542,True,False
nominal_seed17,ensemble,5,-0.2,1,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,1.21533203125,1.2347050905227661,-0.019373059272766113,True,False
nominal_seed17,observational_ridge,5,-0.2,1,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,True,2,1.0947403710789911,1.0858100911055735,0.008930279973417665,False,True
nominal_seed17,seed17,5,-0.2,2,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.31894105672836304,0.34572693705558777,-0.02678588032722473,True,False
nominal_seed17,seed23,5,-0.2,2,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.4123871922492981,0.44033437967300415,-0.027947187423706055,True,False
nominal_seed17,seed42,5,-0.2,2,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.33428648114204407,0.360466867685318,-0.026180386543273926,True,False
nominal_seed17,ensemble,5,-0.2,2,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.349407821893692,0.3765162527561188,-0.027108430862426758,True,False
nominal_seed17,observational_ridge,5,-0.2,2,2026.9.7/log_21_2026-9-7-05-54-56.ulg,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:8375,True,1,0.6073844767370029,0.5984541967635851,0.008930279973417776,False,True
nominal_seed17,seed17,5,-0.2,3,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.019068360328674316,0.019068360328674316,,False,False
nominal_seed17,seed23,5,-0.2,3,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.17108440399169922,0.17108440399169922,,False,False
nominal_seed17,seed42,5,-0.2,3,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.10417437553405762,0.10417437553405762,,False,False
nominal_seed17,ensemble,5,-0.2,3,2026.9.7/log_22_2026-9-7-06-01-40.ulg,validation:2026.9.7/log_22_2026-9-7-06-01-40.ulg:0:25,False,0,0.04441654682159424,0.04441654682159424,,False,False
