variable,split,channel,step,output,bin,bin_edges,near_zero_fraction,positive_fraction,negative_fraction,count,mean,std,min,p1,median,p99,max
motor,validation,tail_diff,1,az_b,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,frequency_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,frequency_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,frequency_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,p_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.023166023166023165,0.9768339768339769,259,-1.5383569433005044,0.7782299678059617,-3.4847257137298584,-3.1733486652374268,-1.5611647367477417,0.23532389730215014,0.6403922438621521
motor,validation,tail_diff,1,p_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.14285714285714285,0.8571428571428571,189,-0.8162998001457059,0.7954849873360507,-2.637624502182007,-2.4018096923828125,-0.8659362196922302,1.177730545997621,1.5416144132614136
motor,validation,tail_diff,1,p_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.36538461538461536,0.6346153846153846,52,-0.4241208319570153,0.8762937260901335,-2.472400665283203,-2.141058384180069,-0.38263198733329773,1.1517620086669924,1.190185546875
motor,validation,tail_diff,1,q_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.9613899613899614,0.023166023166023165,0.015444015444015444,259,-4.0992574624149184e-07,5.426480170090893e-05,-0.0004768371290992,-4.231929520756239e-05,0.0,8.463859041511411e-05,0.0004768371290992
motor,validation,tail_diff,1,q_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.9788359788359788,0.005291005291005291,0.015873015873015872,189,-1.7345265843213139e-06,5.240338500749808e-05,-0.0004768371290992,-0.00010728835244662491,0.0,0.0,0.0004768371290992
motor,validation,tail_diff,1,q_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.9807692307692307,0.019230769230769232,0.0,52,2.2924861975923076e-06,1.637162610352781e-05,0.0,0.0,0.0,5.8412548314652236e-05,0.0001192092822748
motor,validation,tail_diff,1,r_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,r_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,1,r_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_diff,5,ax_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.16988416988416988,0.8301158301158301,259,-0.00976999760727313,0.013059408203062839,-0.0633597373962402,-0.05509525164961813,-0.0082552433013916,0.01531481649726623,0.0360012054443359
motor,validation,tail_diff,5,ax_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.25396825396825395,0.746031746031746,189,-0.0084726401765649,0.016648078181561776,-0.1071691438555717,-0.07433533579111092,-0.0050663943402469,0.016841888427734316,0.030398366972804
motor,validation,tail_diff,5,ax_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.40384615384615385,0.5961538461538461,52,-0.0073715969757148885,0.018997840661627782,-0.0678002834320068,-0.06772428750991816,-0.0012814998044632,0.019187330286949827,0.0209808330982923
motor,validation,tail_diff,5,ay_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.08108108108108109,0.918918918918919,259,-0.026779859424316967,0.02332844920217496,-0.1124143525958061,-0.09686350077390665,-0.0259280186146497,0.027036665007471945,0.0379085540771484
motor,validation,tail_diff,5,ay_b,1,"[0.6546761393547058, 0.7413855989774009]",0.010582010582010581,0.21164021164021163,0.7777777777777778,189,-0.01602592218595507,0.026399948852935878,-0.1473426818847656,-0.10928630083799355,-0.0115633001551032,0.039267539530992476,0.0622272454202175
motor,validation,tail_diff,5,ay_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.4807692307692308,0.5192307692307693,52,-0.010054844416187656,0.029989163620810805,-0.1242160722613334,-0.11077999323606487,-0.00071525569364885,0.03426909446716303,0.0344514846801757
motor,validation,tail_diff,5,az_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.0,1.0,259,-0.12090715267659526,0.0582379960630093,-0.3612339198589325,-0.277290940284729,-0.1205205842852592,-0.01573920210823408,-0.0035762784536927
motor,validation,tail_diff,5,az_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.07936507936507936,0.9206349206349206,189,-0.0802787804390795,0.0583399935540892,-0.2759695053100586,-0.22839067876338956,-0.0795721933245658,0.058231350481510145,0.0753402709960937
motor,validation,tail_diff,5,az_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.3076923076923077,0.6923076923076923,52,-0.04554482358910787,0.06607373957765283,-0.2580881118774414,-0.23632287219166753,-0.037729740142822196,0.05195855721831315,0.0528097115457057
motor,validation,tail_diff,5,frequency_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.011583011583011582,0.0,0.9884169884169884,259,-0.028484076872813142,0.013471987771454067,-0.0776648521423339,-0.061405447944998685,-0.0298619251698255,-0.0034570691268891404,0.0
motor,validation,tail_diff,5,frequency_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.10582010582010581,0.037037037037037035,0.8571428571428571,189,-0.02138792540109342,0.015568704669280274,-0.0716708600521087,-0.061328705847263264,-0.0238865595310926,0.011968611739575821,0.0239014606922864
motor,validation,tail_diff,5,frequency_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.3076923076923077,0.07692307692307693,0.6153846153846154,52,-0.013956161466642041,0.018275008981100755,-0.0716671347618103,-0.05948498655110597,-0.011948111001402101,0.017882584137842026,0.0239014606922864
motor,validation,tail_diff,5,p_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.04247104247104247,0.9575289575289575,259,-1.8903462755634057,0.9947024089904364,-5.294799327850342,-3.9382598400115967,-2.052545547485352,0.42738911509513705,1.3622044324874878
motor,validation,tail_diff,5,p_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.13227513227513227,0.8677248677248677,189,-1.573889946572385,1.2621485054921922,-4.079341888427734,-3.9723393917083736,-1.699626326560974,1.4053438901901252,1.947879672050476
motor,validation,tail_diff,5,p_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.19230769230769232,0.8076923076923077,52,-1.2663762466982007,1.2959128803014006,-3.692030668258667,-3.565755844116211,-1.0213851630687714,1.0440849953889855,1.230001449584961
motor,validation,tail_diff,5,q_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.003861003861003861,0.8648648648648649,0.13127413127413126,259,0.04795924469497786,0.0464000396296649,-0.1186132356524467,-0.09092330187559125,0.0507533513009548,0.16155242294073074,0.2076625674962997
motor,validation,tail_diff,5,q_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.798941798941799,0.20105820105820105,189,0.03657708076873198,0.060139639527400944,-0.2114772647619247,-0.15249252319335935,0.0368356704711914,0.19429682195186607,0.237464889883995
motor,validation,tail_diff,5,q_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.7307692307692307,0.2692307692307692,52,0.020601033224151084,0.07885593162963507,-0.3459453284740448,-0.25754687950015065,0.0241696815937757,0.19452928006649017,0.21076200902462
motor,validation,tail_diff,5,r_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,259,0.20222271628440516,0.09024090145828091,0.0058710570447146,0.03173708837479348,0.2057254165410995,0.39309617877006503,0.4688501060009002
motor,validation,tail_diff,5,r_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9206349206349206,0.07936507936507936,189,0.1292476070380804,0.09143735781431596,-0.1245737001299858,-0.059649941027164435,0.1279115676879882,0.33373114466667175,0.4235803782939911
motor,validation,tail_diff,5,r_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.7307692307692307,0.2692307692307692,52,0.07707019831706509,0.0985423488842502,-0.0843554660677909,-0.06905748885124915,0.06793439388275145,0.35518315434455877,0.3742277324199676
motor,validation,tail_sym,0,ax_b,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,ax_b,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,ax_b,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,ay_b,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,ay_b,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,ay_b,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,az_b,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,az_b,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,az_b,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,frequency_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,frequency_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,frequency_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,p_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,p_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,p_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,q_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,q_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,q_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,r_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,r_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,0,r_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,ax_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9961389961389961,0.003861003861003861,259,0.7102150362008341,0.25784952376429277,-0.003457069164142,0.051964222602546156,0.720411479473114,1.3382791280746444,1.6504524946212769
motor,validation,tail_sym,1,ax_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9947089947089947,0.005291005291005291,189,0.8902787610238033,0.2979238517464612,-0.1729354113340377,0.18262265779078005,0.8884667754173279,1.6254423856735236,1.8460749387741089
motor,validation,tail_sym,1,ax_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,52,0.9715264399464314,0.2885069413223631,0.2730488777160644,0.3410652127861976,0.9933709800243378,1.589683771133423,1.6201733350753784
motor,validation,tail_sym,1,ay_b,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,ay_b,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,ay_b,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,az_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.18532818532818532,0.8146718146718147,259,-0.16413254122354062,0.21605817723678442,-0.7642506957054138,-0.6186383712291718,-0.1810788959264755,0.4052900969982146,0.8463858962059021
motor,validation,tail_sym,1,az_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.07936507936507936,0.9206349206349206,189,-0.31025193751205704,0.22033034158929096,-0.724226176738739,-0.7082676291465759,-0.3157853782176971,0.3166437113285069,0.5428194999694824
motor,validation,tail_sym,1,az_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.0,1.0,52,-0.43606268528562325,0.17860423995405705,-0.7781981825828552,-0.7714497447013855,-0.4305839240550995,-0.0934231206774711,-0.0861883088946342
motor,validation,tail_sym,1,frequency_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,frequency_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,frequency_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,p_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.9575289575289575,0.019305019305019305,0.023166023166023165,259,3.4520062434785365e-07,2.9336411994237498e-05,-0.0002384185645496,-8.463859041511485e-05,0.0,8.463859041511411e-05,0.0002384185645496
motor,validation,tail_sym,1,p_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.9682539682539683,0.0,0.031746031746031744,189,-4.6911060154435736e-06,3.953662977276018e-05,-0.0004768371290992,-0.00013351439614777598,0.0,0.0,0.0
motor,validation,tail_sym,1,p_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.9615384615384616,0.038461538461538464,0.0,52,1.3754917185553845e-05,7.263962374638131e-05,0.0,0.0,0.0,0.0003552436611789045,0.0004768371290992
motor,validation,tail_sym,1,q_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9845559845559846,0.015444015444015444,259,1.6448926767586052,0.853981942290538,-0.7867812514305115,-0.05137622356414791,1.567721247673035,3.852758169174194,4.302501678466797
motor,validation,tail_sym,1,q_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,189,2.2159962272517895,0.7747570827428175,0.4091262519359588,0.5480623209476471,2.2406578063964844,4.128284454345705,4.601955413818359
motor,validation,tail_sym,1,q_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,52,2.3391199672164826,0.9407702505552905,0.1058578416705131,0.31110763184726237,2.437591552734375,4.151220321655273,4.157543182373047
motor,validation,tail_sym,1,r_dot,0,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,r_dot,1,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,1,r_dot,2,"[0.6546761393547058, 0.7413855989774009]",1.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motor,validation,tail_sym,5,ax_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,259,1.6358344562955804,0.43096137940629475,0.3270208537578583,0.4890274876356125,1.6734598875045776,2.615206003189086,2.777278184890747
motor,validation,tail_sym,5,ax_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9947089947089947,0.005291005291005291,189,1.8321380865163903,0.5050283502238997,-0.1714825481176376,0.36228326320648196,1.8521695137023928,2.702307462692261,2.7667877674102783
motor,validation,tail_sym,5,ax_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,52,1.9579958669268167,0.5883349474298062,0.326454609632492,0.5265936550498008,2.0837466716766357,2.8093153834342957,2.8359291553497314
motor,validation,tail_sym,5,ay_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9922779922779923,0.007722007722007722,259,0.10575094688877022,0.0674441441669787,-0.0042915344238281,0.0018841026618610802,0.096380703151226,0.3058505058288572,0.4519223868846893
motor,validation,tail_sym,5,ay_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9947089947089947,0.005291005291005291,189,0.15402249359185732,0.07899348739804378,-0.010013579390943,0.010664462223649003,0.1523494720458984,0.36915060877800004,0.4796981513500213
motor,validation,tail_sym,5,ay_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,1.0,0.0,52,0.174111462251928,0.09652226992335695,0.0045299530029296,0.007691382886841831,0.16975401341915125,0.38487550616264354,0.427007645368576
motor,validation,tail_sym,5,az_b,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.6795366795366795,0.3204633204633205,259,0.2640904459516198,0.5531220067663989,-0.9210705161094666,-0.7436656355857849,0.1779794543981552,1.783202171325683,1.8818377256393437
motor,validation,tail_sym,5,az_b,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.6931216931216931,0.30687830687830686,189,0.3408430733806868,0.6497728654998898,-0.9709596037864684,-0.7627426981925964,0.2495646327733993,2.053934230804444,2.361536026000977
motor,validation,tail_sym,5,az_b,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.5961538461538461,0.40384615384615385,52,0.24566138761404616,0.6158821045624053,-1.1104345321655271,-0.9338199788331984,0.14114379882812494,1.7353831529617314,1.863360285758972
motor,validation,tail_sym,5,frequency_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.138996138996139,0.6718146718146718,0.1891891891891892,259,0.004935160793479089,0.01838325579823592,-0.0995397493243217,-0.05648016713559619,0.0060498709790408,0.030016338452696738,0.0358372926712036
motor,validation,tail_sym,5,frequency_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.17989417989417988,0.4497354497354497,0.37037037037037035,189,-0.002758611954512109,0.023033745662817684,-0.0915750786662101,-0.07659539490938186,0.0,0.029860286042094203,0.0298619251698255
motor,validation,tail_sym,5,frequency_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.21153846153846154,0.40384615384615385,0.38461538461538464,52,-0.008641806878865916,0.03189692847847484,-0.1274049282073974,-0.1152303776890039,0.0,0.0241845827549695,0.0241845827549695
motor,validation,tail_sym,5,p_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9884169884169884,0.011583011583011582,259,0.37002784610298034,0.19412044594024297,-0.0505447350442409,0.0016438959538936457,0.3695487678050995,0.8648025393486021,1.027226448059082
motor,validation,tail_sym,5,p_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9206349206349206,0.07936507936507936,189,0.35669010368215226,0.2761759520470185,-0.5412101745605469,-0.3849410712718963,0.3733634650707245,1.0223865509033203,1.137495040893555
motor,validation,tail_sym,5,p_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.7692307692307693,0.23076923076923078,52,0.30394355181712085,0.3657646088683617,-0.3223418891429901,-0.31383036106824874,0.2981424331665039,1.1444102829694756,1.3236998319625854
motor,validation,tail_sym,5,q_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9305019305019305,0.0694980694980695,259,2.16084821223062,1.1100603428323514,-2.162694931030273,-1.7424728274345398,2.306133508682251,3.729355096817017,4.343509674072266
motor,validation,tail_sym,5,q_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9206349206349206,0.07936507936507936,189,2.022867908671735,1.4201793965238745,-3.050803899765014,-2.698364019393921,2.113938331604004,4.182393550872804,4.517793655395508
motor,validation,tail_sym,5,q_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.9038461538461539,0.09615384615384616,52,1.9269991121613061,1.7325474493512902,-4.013895988464356,-3.501744148731232,2.1814703941345215,4.163765907287598,4.199028015136719
motor,validation,tail_sym,5,r_dot,0,"[0.6546761393547058, 0.7413855989774009]",0.0,0.528957528957529,0.47104247104247104,259,-0.00226662231133451,0.03080870494359228,-0.1150369569659233,-0.09678243845701211,0.0014603136805817,0.05988686904311174,0.079751007258892
motor,validation,tail_sym,5,r_dot,1,"[0.6546761393547058, 0.7413855989774009]",0.0,0.37037037037037035,0.6296296296296297,189,-0.01891513704649503,0.043780793501449186,-0.1339912414550781,-0.13197660446166987,-0.0117421140894293,0.06239890724420546,0.0963210985064506
motor,validation,tail_sym,5,r_dot,2,"[0.6546761393547058, 0.7413855989774009]",0.0,0.28846153846153844,0.7115384615384616,52,-0.03432106232272557,0.05320336228147867,-0.1401305198669433,-0.138823390007019,-0.03361701965332025,0.057306287772953476,0.0650882720947265
tail_magnitude,train,motor,0,ax_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,ax_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,ax_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,ay_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,ay_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,ay_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,az_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,az_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,az_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,frequency_dot,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,frequency_dot,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,frequency_dot,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,p_dot,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,p_dot,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,p_dot,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,q_dot,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,q_dot,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,q_dot,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,r_dot,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,r_dot,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,0,r_dot,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ax_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ax_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ax_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ay_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ay_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,ay_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,az_b,0,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,az_b,1,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,az_b,2,"[0.3260417977968843, 0.5383920470873371]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tail_magnitude,train,motor,1,frequency_dot,0,"[0.3260417977968843, 0.5383920470873371]",0.0,1.0,0.0,200,3.1899302899837494,0.6073691961275716,1.3376771211624146,1.4084875512123107,3.27188503742218,4.82591992855072,4.8811211585998535
tail_magnitude,train,motor,1,frequency_dot,1,"[0.3260417977968843, 0.5383920470873371]",0.0,1.0,0.0,200,3.167856994271278,0.5318979412250928,1.3856886625289917,1.6240366101264954,3.216720938682556,4.822233800888061,4.901031017303467
tail_magnitude,train,motor,1,frequency_dot,2,"[0.3260417977968843, 0.5383920470873371]",0.0,1.0,0.0,200,3.257654378414154,0.657869489910595,1.5527008771896362,1.6000406742095945,3.2608479261398315,4.932923464775086,4.952951908111572
