variable,split,channel,step,output,bin,bin_edges,near_zero_fraction,positive_fraction,negative_fraction,count,mean,std,min,p1,median,p99,max
speed,train,tail_diff,5,ay_b,0,"[6.842642576729407, 7.994436599289491]",0.005,0.15,0.845,200,-0.022439806645415925,0.02605431272284448,-0.1208186075091362,-0.11340498179197304,-0.0210851412266492,0.03650486465543494,0.0560283623635768
speed,train,tail_diff,5,ay_b,1,"[6.842642576729407, 7.994436599289491]",0.005,0.135,0.86,200,-0.02779766743085926,0.03622822458503269,-0.2491474002599716,-0.19494889676570887,-0.0202655773609876,0.01685321329161509,0.0318288803100585
speed,train,tail_diff,5,ay_b,2,"[6.842642576729407, 7.994436599289491]",0.005,0.155,0.84,200,-0.028171835688517572,0.039910992216363426,-0.2479553073644638,-0.17166374623775482,-0.0198185425251722,0.031703710556030204,0.0605583153665065
speed,train,tail_diff,5,az_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.04,0.96,200,-0.11584814076297331,0.07333887603081424,-0.3037452697753906,-0.2693194150924682,-0.10851024836301801,0.07043898098170744,0.0838041231036186
speed,train,tail_diff,5,az_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.06,0.94,200,-0.12072309233228222,0.09158434802134574,-0.5010366439819336,-0.38913366198539734,-0.11503695696592325,0.047922726757824136,0.0813007280230522
speed,train,tail_diff,5,az_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.07,0.93,200,-0.12255563694401643,0.09026024109069375,-0.4653930366039276,-0.3486075699329376,-0.12034922093152994,0.040495391972361953,0.152289867401123
speed,train,tail_diff,5,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",0.085,0.025,0.89,200,-0.0256195259885862,0.01763299017151682,-0.0836253091692924,-0.06580384910106651,-0.0239014606922864,0.012217610133811702,0.0239014606922864
speed,train,tail_diff,5,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",0.1,0.04,0.86,200,-0.03085821243235837,0.024788889079704834,-0.1512877643108368,-0.10777577020227909,-0.0298619251698255,0.012070088637992585,0.0358372926712036
speed,train,tail_diff,5,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",0.095,0.025,0.88,200,-0.03188240937422956,0.0225893199098971,-0.0955555513501167,-0.08372976630926132,-0.030055640265345497,0.024013368431478565,0.0398158989846706
speed,train,tail_diff,5,p_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.11,0.89,200,-1.554752082171617,1.2296437398393338,-5.134582042694092,-4.151585102081299,-1.6714184284210205,1.466256262063974,2.2134780883789062
speed,train,tail_diff,5,p_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.13,0.87,200,-1.5454997126664967,1.4495258589008102,-4.918098449707031,-4.579949378967285,-1.6334502696990967,2.2893264865875187,3.521322965621948
speed,train,tail_diff,5,p_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.08,0.92,200,-1.8238833363354205,1.3658680006418842,-5.7957763671875,-5.0152802419662486,-1.947402834892273,1.807498812675475,6.328105449676514
speed,train,tail_diff,5,q_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.78,0.22,200,0.032411317930454944,0.07634741329392795,-0.2498626559972763,-0.2009010165929794,0.0279247742146253,0.23408530637621686,0.4811286628246307
speed,train,tail_diff,5,q_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.805,0.195,200,0.06816560502971694,0.1357293786600151,-0.2193450778722763,-0.16477583348751065,0.04401802644133565,0.5908393853902806,0.8568763136863708
speed,train,tail_diff,5,q_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.79,0.21,200,0.05245602467359273,0.13194693778687383,-0.3457069098949432,-0.2470040170848369,0.0488311015069484,0.5174207681417439,0.8631944060325623
speed,train,tail_diff,5,r_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.955,0.045,200,0.1682583653160691,0.09740441386989315,-0.1081824228167533,-0.05085825543850654,0.17444042861461634,0.3587892353534698,0.377416580915451
speed,train,tail_diff,5,r_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.935,0.065,200,0.17367496641047184,0.11291975863473255,-0.1004338189959526,-0.0737613438814878,0.1753270477056503,0.4278549253940581,0.5470514297485352
speed,train,tail_diff,5,r_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.94,0.06,200,0.17158067675827623,0.1078916299557688,-0.1209974214434623,-0.035057067871093715,0.15995463728904719,0.43313232064247087,0.637859046459198
speed,train,tail_sym,0,ax_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,ax_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,ax_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,ay_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,ay_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,ay_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,az_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,az_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,az_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,p_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,p_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,p_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,q_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,q_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,q_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,r_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,r_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,0,r_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,ax_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.995,0.005,200,0.8319034524448216,0.31524491819214784,-0.0464916191995143,0.08797227598726746,0.884935200214386,1.617747724056244,1.6892551183700562
speed,train,tail_sym,1,ax_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.99,0.01,200,0.7667134332470595,0.32187442866822635,-0.4017650783061981,0.11860071878880254,0.7730572819709778,1.623758554458618,1.6692875623703003
speed,train,tail_sym,1,ax_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.935,0.065,200,0.5451055238116532,0.34913193593602754,-0.6492137312889099,-0.5750930309295654,0.5623996257781982,1.4625929594039915,1.6573219299316406
speed,train,tail_sym,1,ay_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,ay_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,ay_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,az_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.23,0.77,200,-0.16534253232181073,0.26832344788533996,-0.826835572719574,-0.6606482863426208,-0.19288061559200287,0.5724453920125953,0.701337993144989
speed,train,tail_sym,1,az_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.14,0.86,200,-0.2831609404576011,0.2664679621588691,-1.0938048362731934,-0.9395288825035096,-0.302731990814209,0.3718593418598172,0.4510879218578338
speed,train,tail_sym,1,az_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.12,0.88,200,-0.33152958531165494,0.2619451297146704,-1.0401010513305664,-0.8856891989707947,-0.34976002573966974,0.2488481850922106,0.3780126273632049
speed,train,tail_sym,1,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,p_dot,0,"[6.842642576729407, 7.994436599289491]",0.985,0.005,0.01,200,8.940696170609409e-07,3.7921623169278256e-05,-0.0002384185645496,-5.960464113741187e-07,0.0,0.0,0.0004768371290992
speed,train,tail_sym,1,p_dot,1,"[6.842642576729407, 7.994436599289491]",0.985,0.01,0.005,200,7.450580142175295e-07,1.89514407004764e-05,-0.0001192092822748,0.0,0.0,2.98023205686788e-07,0.0002384185645496
speed,train,tail_sym,1,p_dot,2,"[6.842642576729407, 7.994436599289491]",0.99,0.005,0.005,200,-4.842877478949705e-07,9.188034091295019e-06,-0.0001266598701477,0.0,0.0,0.0,2.980232056870591e-05
speed,train,tail_sym,1,q_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.97,0.03,200,1.748817446352914,0.8873842837080564,-0.8733271956443787,-0.052128430344164325,1.7351804971694946,3.5961172580718976,3.996848821640015
speed,train,tail_sym,1,q_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.99,0.01,200,2.049257027581334,0.9430190792226316,-1.1954307556152344,0.08794783838093274,2.134561538696289,4.040304422378539,4.390716552734375
speed,train,tail_sym,1,q_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.98,0.02,200,2.0986117918370293,0.9066753547103348,-0.5044937133789062,-0.20720003545284266,2.1465420722961426,4.368152618408203,4.437923431396484
speed,train,tail_sym,1,r_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,r_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,1,r_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,train,tail_sym,5,ax_b,0,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,200,1.9967117968201638,0.4811018376997422,0.5704760551452637,0.6232750415802002,2.0389928817749023,2.899572463035583,3.0327436923980717
speed,train,tail_sym,5,ax_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.995,0.005,200,1.7349401879310609,0.5329456389596396,-0.288054347038269,0.5121186375617981,1.806646466255188,2.7419124984741208,2.7859208583831787
speed,train,tail_sym,5,ax_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.96,0.04,200,1.2091495351493358,0.6446873068988767,-1.047670841217041,-0.6603443026542664,1.2399405241012573,2.3078474402427664,2.5143918991088867
speed,train,tail_sym,5,ay_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.99,0.01,200,0.12404441245605993,0.0752744000761944,-0.0123977651819586,0.004718899727013145,0.11433660238981244,0.3354954421520232,0.3731250464916229
speed,train,tail_sym,5,ay_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.98,0.02,200,0.14810129218079965,0.08505475576660522,-0.0357627868652343,-0.002651214364450381,0.1405030488967895,0.3730487525463102,0.4132389724254608
speed,train,tail_sym,5,ay_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.99,0.01,200,0.1448082848312333,0.08503473355709378,-0.0096559524536132,0.015302895577624353,0.13722479343414307,0.4385626021027558,0.5154609680175781
speed,train,tail_sym,5,az_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.725,0.275,200,0.4125864184577949,0.5693201630716525,-0.9317397475242616,-0.6533514857292175,0.35904344916343683,1.739914298057555,1.9836424589157104
speed,train,tail_sym,5,az_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.74,0.26,200,0.3802237422624603,0.5917719137894495,-1.0548830032348633,-0.9630235439538957,0.3426074683666229,1.9184504759311667,2.1705031394958496
speed,train,tail_sym,5,az_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.65,0.35,200,0.21359695688355715,0.6417882665751522,-1.2195706367492676,-1.1990571022033691,0.20146368443965906,1.9186944067478164,2.17851996421814
speed,train,tail_sym,5,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",0.155,0.575,0.27,200,0.003831181423738579,0.020445619708254554,-0.0836253091692924,-0.06773333996534346,0.00898539950139815,0.04184305295348159,0.053763385862112
speed,train,tail_sym,5,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",0.235,0.43,0.335,200,-0.0018905427772551832,0.024239039583008142,-0.0955518260598182,-0.08766859024763105,0.0,0.035911500416695954,0.0477731190621852
speed,train,tail_sym,5,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",0.255,0.295,0.45,200,-0.007675962042994788,0.026055762572217197,-0.1512859016656875,-0.11293463133275503,0.0,0.030305085722356892,0.0358223915100097
speed,train,tail_sym,5,p_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.965,0.035,200,0.39413448398001494,0.2625702524177267,-0.4072189033031463,-0.24980066701769824,0.38135048747062683,0.9994565850496289,1.2059211730957031
speed,train,tail_sym,5,p_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.87,0.13,200,0.34450156677048654,0.40349017465624354,-1.1892318725585938,-0.854692400097847,0.37240979075431824,1.1893892288208001,1.3635157346725464
speed,train,tail_sym,5,p_dot,2,"[6.842642576729407, 7.994436599289491]",0.005,0.915,0.08,200,0.4228614788479172,0.35579207200031593,-0.9403228163719176,-0.5308723443746567,0.4307925403118133,1.2769769430160514,1.4677046537399292
speed,train,tail_sym,5,q_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.96,0.04,200,2.456445134282112,1.0752112877344102,-2.684771776199341,-1.6377498507499695,2.5362071990966797,4.493401050567626,4.86445426940918
speed,train,tail_sym,5,q_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.925,0.075,200,2.4272421012818812,1.5289405201697959,-3.0852553844451904,-2.5847480297088623,2.4997293949127197,5.366361560821531,5.634068965911865
speed,train,tail_sym,5,q_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.935,0.065,200,2.4460338646918536,1.4330678847220053,-3.841399908065796,-3.017190456390381,2.745985746383667,4.82771635055542,5.493998050689697
speed,train,tail_sym,5,r_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.58,0.42,200,0.0011554823328333347,0.05027919485870814,-0.1808404773473739,-0.1463511584699154,0.00976026011630885,0.1274603603780266,0.1934766620397567
speed,train,tail_sym,5,r_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.345,0.655,200,-0.02389526347298669,0.058238172295804046,-0.2033114284276962,-0.1943796724081039,-0.0169761478900909,0.10230600088834753,0.1658201068639755
speed,train,tail_sym,5,r_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.36,0.64,200,-0.020375809353718057,0.061823506384876326,-0.2161264270544052,-0.14470279201865194,-0.021889803931117,0.19074676945805494,0.2728700637817383
speed,validation,motor,0,ax_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,ax_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,ax_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,ay_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,ay_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,ay_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,az_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,az_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,az_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,p_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,p_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,p_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,q_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,q_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,q_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,r_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,r_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,0,r_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ax_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ax_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ax_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ay_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ay_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,ay_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,az_b,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,az_b,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,az_b,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,238,3.3089933971397016,0.5814737149681328,1.3605355024337769,1.6900565028190613,3.3088622093200684,4.885663690567016,4.941336631774902
speed,validation,motor,1,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,169,3.25024204987746,0.6244577153831328,1.4215706586837769,1.5530871152877805,3.3266541957855225,4.866747856140137,4.881560802459717
speed,validation,motor,1,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,93,3.2905877149233254,0.6323165891714562,1.6963480710983276,1.7401074171066284,3.308892011642456,4.930792026519775,4.944991111755371
speed,validation,motor,1,p_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,p_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,p_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,q_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,q_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,q_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,r_dot,0,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,r_dot,1,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,1,r_dot,2,"[6.842642576729407, 7.994436599289491]",1.0,0.0,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speed,validation,motor,5,ax_b,0,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,238,0.40247859162505434,0.12959950761084352,0.0503659211099147,0.09617089480161659,0.402804434299469,0.8084885179996489,0.8653103709220886
speed,validation,motor,5,ax_b,1,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,169,0.39277919567019276,0.13541505204350546,0.0638067722320556,0.0798702165484428,0.3949105441570282,0.793045699596405,0.8121132254600525
speed,validation,motor,5,ax_b,2,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,93,0.39600952682636115,0.13716931231643303,0.0709891319274902,0.08804320603609082,0.408619612455368,0.8341520428657532,0.8589997291564941
speed,validation,motor,5,ay_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.8571428571428571,0.14285714285714285,238,0.03630623911670247,0.035185514471170305,-0.0497102700173854,-0.03964900735765694,0.0357031822204589,0.11770903319120396,0.1294612884521484
speed,validation,motor,5,ay_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.8165680473372781,0.1834319526627219,169,0.03312748424797013,0.04092271116205386,-0.1090764924883842,-0.059704778045415845,0.0296831112354993,0.14247417449951164,0.1577734798192978
speed,validation,motor,5,ay_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.8817204301075269,0.11827956989247312,93,0.04412377823977565,0.038611262119168356,-0.0554919205605983,-0.04501819238066667,0.0408887825906276,0.12006758838891966,0.1683235019445419
speed,validation,motor,5,az_b,0,"[6.842642576729407, 7.994436599289491]",0.0,0.0,1.0,238,-0.3570499581230037,0.1312611092406469,-0.9003728032112122,-0.7958945035934448,-0.3678798377513885,-0.05770444497466081,-0.009775161743164
speed,validation,motor,5,az_b,1,"[6.842642576729407, 7.994436599289491]",0.0,0.0,1.0,169,-0.3367664878802187,0.1412761648390775,-0.8014439940452576,-0.769166886806488,-0.3426670730113983,-0.06003737077116964,-0.0382661819458007
speed,validation,motor,5,az_b,2,"[6.842642576729407, 7.994436599289491]",0.0,0.010752688172043012,0.989247311827957,93,-0.326984011928641,0.1439205043805492,-0.781059205532074,-0.7349967360496521,-0.342011421918869,-0.04824876450002198,0.0131130209192633
speed,validation,motor,5,frequency_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,238,9.481568412620481,0.8100768049759717,5.50275993347168,6.624466300010681,9.657870769500732,10.715863676071168,10.770514488220217
speed,validation,motor,5,frequency_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,169,9.374734963185688,0.9806456798429515,5.199312686920166,5.683884143829347,9.65738296508789,10.698638000488282,10.818391799926758
speed,validation,motor,5,frequency_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,1.0,0.0,93,9.443182381250525,0.9199280773737691,6.498634338378906,6.564571666717529,9.699284553527832,10.77554512023926,10.79484748840332
speed,validation,motor,5,p_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.4411764705882353,0.5588235294117647,238,-0.069011062017775,0.620772511512645,-2.497434616088867,-1.5080569982528687,-0.08034705743193621,1.5927790403366082,2.0308494567871094
speed,validation,motor,5,p_dot,1,"[6.842642576729407, 7.994436599289491]",0.0,0.42011834319526625,0.5798816568047337,169,-0.09073924737329424,0.7122236575547652,-2.636909246444702,-1.6813468122482298,-0.099897377192974,1.6080998182296722,2.3603439331054688
speed,validation,motor,5,p_dot,2,"[6.842642576729407, 7.994436599289491]",0.0,0.40860215053763443,0.5913978494623656,93,-0.15937599667312918,0.8402350534799,-2.306222915649414,-1.7370222902297974,-0.191688522696495,2.1773815155029297,2.217411994934082
speed,validation,motor,5,q_dot,0,"[6.842642576729407, 7.994436599289491]",0.0,0.4579831932773109,0.542016806722689,238,-0.013253931351839525,0.3031172231629748,-0.7906555533409119,-0.6512252390384674,-0.0218525510281324,0.8797978758811948,1.077413558959961
