split,scope,log_id,representation,target,k,signal,n_queries,distance_median,conditional_variance_ratio,knn_rmse,knn_r2
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D0_raw,20,linear,200,0.5313882827758789,0.6723024920637958,7.974319505657026,0.472872291691964
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D0_raw,20,angular,200,0.5313882827758789,0.6709386843404451,31.116080133349698,0.3002271980560909
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,D1_lp6,5,linear,200,0.4772874712944031,0.7572254659752656,8.718994894845064,0.20857597489317403
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,D1_lp6,5,angular,200,0.4772874712944031,0.392279475306943,9.851207907790332,0.2077139451028973
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,D1_lp6,5,linear,200,0.5090733766555786,0.8537513560225066,8.65349324837241,0.2654831213113288
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,D1_lp6,5,angular,200,0.5090733766555786,0.4774888964626243,11.553967916340827,0.18382972343580684
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,D1_lp6,5,linear,200,0.49928373098373413,0.8107678965373645,8.511869805202418,0.22147660383658596
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,D1_lp6,5,angular,200,0.49928373098373413,0.3620906627231359,10.29257783974856,0.2040835408297108
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,D1_lp6,5,linear,200,0.6103137135505676,0.5736305044736661,7.511282767027704,0.4665234148786226
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,D1_lp6,5,angular,200,0.6103137135505676,1.303640075252004,17.604397566235573,0.5490754072161775
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,D1_lp6,5,linear,200,0.4692085385322571,0.6601382976883625,7.914094848877992,0.33455536435656186
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,D1_lp6,5,angular,200,0.4692085385322571,0.4542086256751369,11.896256645641166,0.3359352858488992
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D1_lp6,5,linear,200,0.4558609426021576,0.47339019657698767,7.1022567933188885,0.45858386419103647
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D1_lp6,5,angular,200,0.4558609426021576,0.586503190017379,12.537619905148695,0.4878853778354102
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,D1_lp6,20,linear,200,0.5544350147247314,0.8635864284772359,8.461373386246375,0.25465369384226044
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,D1_lp6,20,angular,200,0.5544350147247314,0.4067601433476712,9.739936969583784,0.22551085527448544
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,D1_lp6,20,linear,200,0.594302773475647,0.9003641528416063,8.460922806491332,0.2978105062197983
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,D1_lp6,20,angular,200,0.594302773475647,0.5099537521609702,11.052606532427937,0.25312507455079913
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,D1_lp6,20,linear,200,0.5733362436294556,0.8522789774188158,8.116333062140288,0.2921496599064569
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,D1_lp6,20,angular,200,0.5733362436294556,0.40277457044280696,10.004930895790901,0.24794889769054285
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,D1_lp6,20,linear,200,0.7116142511367798,0.6922374217140769,7.473979751055999,0.4718090288413558
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,D1_lp6,20,angular,200,0.7116142511367798,1.5695342785680493,17.654696542441396,0.5464949784090848
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,D1_lp6,20,linear,200,0.5439753532409668,0.7866219746480001,7.704499147017438,0.36933569726556303
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,D1_lp6,20,angular,200,0.5439753532409668,0.5349899127429886,11.429648653368202,0.3870070001259319
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D1_lp6,20,linear,200,0.5313882827758789,0.6384126757986951,6.788294745503336,0.5053934821369019
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,D1_lp6,20,angular,200,0.5313882827758789,0.7301148636966652,12.770411877149352,0.4686914725358956
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment2,5,linear,200,0.4772874712944031,0.7178931398949945,9.109549839184362,0.2478439981790408
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment2,5,angular,200,0.4772874712944031,0.45862899969426624,18.617863962144483,0.34501775845084104
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment2,5,linear,200,0.5090733766555786,0.7997893923929821,9.20193880329005,0.24383804680933696
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment2,5,angular,200,0.5090733766555786,0.4754230842611623,18.462696028357694,0.37192547433160605
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment2,5,linear,200,0.49928373098373413,0.7428943988829063,9.088400196563063,0.22389790250936603
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment2,5,angular,200,0.49928373098373413,0.42220780658608487,19.35424451629418,0.25392854581702307
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment2,5,linear,200,0.6103137135505676,0.6081313856539324,8.317816334767484,0.48018876468051686
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment2,5,angular,200,0.6103137135505676,0.9608733436776675,26.650456367274,0.6752976023498363
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment2,5,linear,200,0.4692085385322571,0.7132396701134253,9.063942886362609,0.2680952848278193
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment2,5,angular,200,0.4692085385322571,0.4433983846053492,21.213369216406402,0.4113675871451169
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment2,5,linear,200,0.4558609426021576,0.4611907569170885,7.431010733509742,0.5032017108274158
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment2,5,angular,200,0.4558609426021576,0.5251010831063232,20.79179168219224,0.5440624542773502
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment2,20,linear,200,0.5544350147247314,0.812549882521361,8.951194419632024,0.27376684341729096
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment2,20,angular,200,0.5544350147247314,0.5007757779887816,18.732088880988602,0.33695616791208394
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment2,20,linear,200,0.594302773475647,0.8546675902572349,8.950752670694785,0.2845566457338409
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment2,20,angular,200,0.594302773475647,0.5221068381022018,18.394996139119897,0.3765231362899506
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment2,20,linear,200,0.5733362436294556,0.7987485898006651,8.730571891234742,0.2838081772905279
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment2,20,angular,200,0.5733362436294556,0.48750471387544536,18.59464749097952,0.31134155791809204
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment2,20,linear,200,0.7116142511367798,0.730536381689142,8.36861070717595,0.47382072205315473
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment2,20,angular,200,0.7116142511367798,1.164006871622201,26.33663236459033,0.6828996819177668
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment2,20,linear,200,0.5439753532409668,0.8345725721694094,8.721341010227084,0.3223791500225809
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment2,20,angular,200,0.5439753532409668,0.5094631654210401,20.430855168378024,0.45399331341778504
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment2,20,linear,200,0.5313882827758789,0.6067019872501582,7.125142162460433,0.5432575447036896
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment2,20,angular,200,0.5313882827758789,0.6059081725588508,19.840979661250636,0.5848091723785843
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment5,5,linear,200,0.4772874712944031,0.6667065295816015,6.684573570014857,0.38286713311698295
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment5,5,angular,200,0.4772874712944031,0.3245253424094442,7.908193324169378,0.5194851752136858
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment5,5,linear,200,0.5090733766555786,0.6783167339475664,6.558280470485061,0.332427155999207
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment5,5,angular,200,0.5090733766555786,0.39473608667138743,8.955617148321043,0.4606130593265425
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment5,5,linear,200,0.49928373098373413,0.6610368398524445,6.926147761537626,0.3439193973102541
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment5,5,angular,200,0.49928373098373413,0.3093318138201574,8.4814924667377,0.4242724107405368
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment5,5,linear,200,0.6103137135505676,0.4005856654787598,5.373363398224008,0.6083161316900172
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment5,5,angular,200,0.6103137135505676,0.9007559473985073,12.980660927493943,0.6653899340690781
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment5,5,linear,200,0.4692085385322571,0.5577362539432708,6.396203468996554,0.412062606630091
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment5,5,angular,200,0.4692085385322571,0.37260499885655185,8.955325950271883,0.5663800934225662
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment5,5,linear,200,0.4558609426021576,0.45754167061066725,5.609990760197906,0.5670603409173877
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment5,5,angular,200,0.4558609426021576,0.42442273069600084,9.251169292622754,0.6882440293148957
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment5,20,linear,200,0.5544350147247314,0.7536750818628369,6.6652246747384964,0.38643461796962875
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment5,20,angular,200,0.5544350147247314,0.3813796516481537,8.225399314366939,0.4801641617306216
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment5,20,linear,200,0.594302773475647,0.7696327603946759,6.2402723205518305,0.39559816370358136
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment5,20,angular,200,0.594302773475647,0.43784289430143075,8.838389916466435,0.4746415729222855
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment5,20,linear,200,0.5733362436294556,0.768004683893196,6.807335960660634,0.36623527583295135
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment5,20,angular,200,0.5733362436294556,0.37946909347976254,8.203788694050171,0.46135651465562855
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment5,20,linear,200,0.7116142511367798,0.5248270939860692,5.377112264203531,0.6077694042706905
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment5,20,angular,200,0.7116142511367798,1.0979928112334807,12.341765181921263,0.6975177127056744
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment5,20,linear,200,0.5439753532409668,0.6811855879900204,6.184733393599388,0.4502964929375777
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment5,20,angular,200,0.5439753532409668,0.4615243999757484,8.87698275591404,0.5739337157286026
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment5,20,linear,200,0.5313882827758789,0.5706958756370276,5.3310144547566605,0.6090485762300507
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment5,20,angular,200,0.5313882827758789,0.5356072500787523,9.443483763197795,0.675147660522674
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment10,5,linear,200,0.4772874712944031,0.7348613672596097,3.5777191896366594,0.23822751747254733
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment10,5,angular,200,0.4772874712944031,0.47895366740529627,4.367764328900669,0.42537266166939713
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment10,5,linear,200,0.5090733766555786,0.6405385586421016,3.1016645647756134,0.32714450647623006
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment10,5,angular,200,0.5090733766555786,0.5099565669630965,4.104792561138183,0.4435256584367998
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment10,5,linear,200,0.49928373098373413,0.6809221966372051,3.3114102002704215,0.2774913922329637
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment10,5,angular,200,0.49928373098373413,0.46337417711213336,4.287672500943174,0.3864734249116918
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment10,5,linear,200,0.6103137135505676,0.5528012453262394,3.2351495573771327,0.23878023055133746
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment10,5,angular,200,0.6103137135505676,0.9508967484616155,6.0335791949719715,0.5608361684833667
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment10,5,linear,200,0.4692085385322571,0.4197830905294767,2.8527854110170745,0.23586605149076822
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment10,5,angular,200,0.4692085385322571,0.4433794803338748,4.209554374316135,0.4682311042649361
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment10,5,linear,200,0.4558609426021576,0.5542803647855894,3.128849200967419,0.3037357661330109
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment10,5,angular,200,0.4558609426021576,0.6131437707736156,4.620158476520049,0.5871791943975601
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment10,20,linear,200,0.5544350147247314,0.866578470316668,3.5445000545816767,0.252307964356838
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,instant,increment10,20,angular,200,0.5544350147247314,0.520667116743981,4.408519445040159,0.41459906576062844
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment10,20,linear,200,0.594302773475647,0.7628488918176399,3.0152350270545876,0.3641209968311474
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,instant,increment10,20,angular,200,0.594302773475647,0.5496248249250213,4.1396135672023,0.4340444562652319
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment10,20,linear,200,0.5733362436294556,0.7777159704056086,3.1266744736143774,0.3558568434476608
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,instant,increment10,20,angular,200,0.5733362436294556,0.49143316729339925,4.2438970728014995,0.39893719721530885
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment10,20,linear,200,0.7116142511367798,0.6424203069757953,3.175871333522669,0.26642059139318897
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,instant,increment10,20,angular,200,0.7116142511367798,1.1068463873448366,5.826535604999738,0.5904590439341035
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment10,20,linear,200,0.5439753532409668,0.4756823768728011,2.7760284314143537,0.27643241216127556
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,instant,increment10,20,angular,200,0.5439753532409668,0.5136670132717553,4.250771802641662,0.457766599450379
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment10,20,linear,200,0.5313882827758789,0.6446656183171628,3.018986889558628,0.35177276139170865
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,instant,increment10,20,angular,200,0.5313882827758789,0.6783617066244096,4.73971171652006,0.565538110534536
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D0_raw,5,linear,200,0.4774637222290039,0.7685864884859839,10.043229693938763,0.17985969624350606
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D0_raw,5,angular,200,0.4774637222290039,0.6232577198008985,31.887913358017663,0.06274921188232041
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D0_raw,5,linear,200,0.49975499510765076,0.819198306732387,9.673854166668002,0.2509327001535686
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D0_raw,5,angular,200,0.49975499510765076,0.6484580635196809,31.333711074308642,0.15076154371943695
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D0_raw,5,linear,200,0.496943861246109,0.7731844946057354,9.43886310636615,0.22304059977160262
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D0_raw,5,angular,200,0.496943861246109,0.6197099470658504,35.03688923600953,-0.053101533903049836
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D0_raw,5,linear,200,0.6070243120193481,0.683883577209474,9.182289769962036,0.43069201990079153
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D0_raw,5,angular,200,0.6070243120193481,1.1774992474062844,46.05998649813798,0.3892317172638079
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D0_raw,5,linear,200,0.46876251697540283,0.7754638874658226,9.487602351736049,0.32096339966852516
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D0_raw,5,angular,200,0.46876251697540283,0.6104102364635838,30.95297002474252,0.23380340219117923
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D0_raw,5,linear,200,0.44974762201309204,0.5698271785583021,8.123529083912636,0.45296128943862723
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D0_raw,5,angular,200,0.44974762201309204,0.640245359587925,32.582077051999825,0.23273598688251618
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D0_raw,20,linear,200,0.5535772442817688,0.8559527635302436,10.058387502322084,0.17738222412875804
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D0_raw,20,angular,200,0.5535772442817688,0.652187329610539,30.52018151653538,0.14142579570082292
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D0_raw,20,linear,200,0.5817981958389282,0.8874140959328229,9.626815839545431,0.25819954721031535
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D0_raw,20,angular,200,0.5817981958389282,0.6351988452822686,30.97258322171005,0.1702240556006247
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D0_raw,20,linear,200,0.5702592134475708,0.833199511262626,9.405777470168552,0.2284779373750313
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D0_raw,20,angular,200,0.5702592134475708,0.6494469389061541,32.13410746418063,0.11416742148552295
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D0_raw,20,linear,200,0.7030153274536133,0.8054955672240122,9.138488858781617,0.4361104360368776
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D0_raw,20,angular,200,0.7030153274536133,1.4126812676974314,42.89361095321056,0.4703193837268964
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D0_raw,20,linear,200,0.5386348962783813,0.8786977245690123,9.351155564007206,0.34035420366774516
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D0_raw,20,angular,200,0.5386348962783813,0.6689909664630018,29.26331148792904,0.3151704286735427
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D0_raw,20,linear,200,0.5204544067382812,0.6996898006487229,8.227636625343651,0.4388502342389331
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D0_raw,20,angular,200,0.5204544067382812,0.6974727048812422,31.563516373833075,0.27995762292547455
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D1_lp6,5,linear,200,0.4774637222290039,0.8049697201109305,8.910468208504494,0.17343419754981193
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D1_lp6,5,angular,200,0.4774637222290039,0.3963774882965592,9.979169446629037,0.18699758388610832
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D1_lp6,5,linear,200,0.49975499510765076,0.8423996979630828,8.616209252435748,0.27179888933112506
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,actuator,D1_lp6,5,angular,200,0.49975499510765076,0.47532398705396606,11.703593551726748,0.16255378891142525
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D1_lp6,5,linear,200,0.496943861246109,0.81097243540988,8.28787554893875,0.26191196301157404
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator,D1_lp6,5,angular,200,0.496943861246109,0.3634212471340596,10.198534456049629,0.2185616866238712
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D1_lp6,5,linear,200,0.6070243120193481,0.6091219656793104,7.654626463529795,0.44596762396975276
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,actuator,D1_lp6,5,angular,200,0.6070243120193481,1.3118547458167686,17.075051933898305,0.5757853596759095
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D1_lp6,5,linear,200,0.46876251697540283,0.6966240385076936,7.716820390818796,0.3673169334408516
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,actuator,D1_lp6,5,angular,200,0.46876251697540283,0.4949012277494365,11.66246828159986,0.36177956525172494
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D1_lp6,5,linear,200,0.44974762201309204,0.5275545076289068,6.964994080397916,0.47930913739015046
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,actuator,D1_lp6,5,angular,200,0.44974762201309204,0.6054694223947104,12.571119226768225,0.4851450792011146
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator,D1_lp6,20,linear,200,0.5535772442817688,0.8930624916612058,8.836834396362494,0.1870388052409735
