split,log_id,representation,order,signal,fit_r2,heldout_r2,harmonic_variance_fraction,n_cycles
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,within_log_native,3,q_dot,0.6430286573025352,0.5568639216935665,0.5740875080704203,530
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,within_log_native,3,r_dot,0.38091758038744883,0.29449406940305634,0.27730762979368767,530
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,p,0.36021485353151406,0.4569364953941427,0.2938910782030477,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,q,0.48885746225358373,0.3089910926794691,0.5429324710858535,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,r,0.020423570189590734,0.028702904744047686,0.019049889677445357,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,ax_n,0.002400370184443723,-0.0007392144480327101,0.002901036056194418,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,ay_n,0.01654318629389151,-0.031781305909780455,0.023916230250124834,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,az_n,0.9300844988216245,0.9151387736354198,1.1596890391736419,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,p_dot,0.1555104419141986,0.21722349273169062,0.16396030632594016,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,q_dot,0.26992409032379727,0.16842472344709913,0.3363835143127383,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,1,r_dot,0.05496577834312755,0.108339730616278,0.07917674632030058,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,p,0.4347170107638334,0.5314825446142333,0.35467568800688415,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,q,0.7058997094636876,0.5705860168365623,0.7839828645166508,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,r,0.02384664091299693,0.026189960331672535,0.022242726142061808,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,ax_n,0.010583704122846482,-0.0447327870971419,0.012791238396250848,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,ay_n,0.05430552668418853,-0.07226972287104205,0.07850866555936159,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,az_n,0.934084596574831,0.9174478206225056,1.1646766177494534,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,p_dot,0.27597464936606353,0.353689499650346,0.29097009494204534,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,q_dot,0.6359795791471361,0.6190622535690228,0.7925674422316968,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,2,r_dot,0.0813676501654057,0.08394733648844288,0.11720794265129868,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,p,0.44378367271864794,0.5241799198729481,0.3620729705772159,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,q,0.7264926825617515,0.5852775781070891,0.8068537310461201,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,r,0.024371311562867315,0.026967925838390472,0.022732107670572422,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,ax_n,0.011709950517108103,-0.0485820024059771,0.014152395695690049,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,ay_n,0.057210613273519506,-0.07739638857891973,0.08270850460685185,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,az_n,0.9533605248920851,0.9371431509960125,1.188711082163965,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,p_dot,0.3055243687339947,0.3230470389585707,0.3221254371799946,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,q_dot,0.7115209152550142,0.6717982306261896,0.8867082063456566,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_cycle,3,r_dot,0.09851456551496196,0.1113922084559501,0.14190761957267956,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,p,0.0035529513030716497,-0.004401135347984475,0.003000863944058088,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,q,0.007512100874803362,-0.008182355192226654,0.008826028886888401,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,r,0.00023103337677743419,-0.009282809123529079,0.00020956516108601285,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,ax_n,0.012235690941109434,-0.030554638230860576,0.01533934849337716,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,ay_n,0.008818724919719467,-0.014703967280354613,0.013483350521466935,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,az_n,0.0072994188824779815,-0.013661652386148138,0.009378246566903217,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,p_dot,0.002463172709331718,-0.002741043830601697,0.0026615695465105377,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,q_dot,0.006681276308737272,-0.006201546389434265,0.008849230831637777,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,t0_relative,3,r_dot,0.000781457938949015,-0.001186043156307992,0.001269681992837534,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,p,0.41039983205627417,0.5017420005550954,0.3500265820202581,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,q,0.7147200134419052,0.5627226964466812,0.8528015408685494,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,r,0.025712717341572766,0.02181517484229112,0.023658236919381157,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,ax_n,0.011678319760110356,-0.08295782368201121,0.01484365325228154,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,ay_n,0.05263949413687219,-0.0726300193323608,0.08014678589292425,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,az_n,0.9421146743350184,0.9254221606902332,1.215160780215773,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,p_dot,0.227445574309182,0.2234617145484118,0.25056400586156413,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,q_dot,0.6311215640145984,0.5852904324653745,0.8438336053718167,455
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,within_log_native,3,r_dot,0.0667398619302102,0.0648723988339478,0.10769074362234975,455
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,p,0.6437101605956574,0.5763712038837576,0.9766496775382951,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,q,0.3713557390112361,0.203276013414865,0.3706191004881265,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,r,0.01974365413629653,-0.03842461750013637,0.02011658857363254,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,ax_n,0.0011017638274923858,-0.0013968079939996603,0.0017251425893762666,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,ay_n,0.003863060732207213,-0.0022403550428589103,0.005468975568428396,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,az_n,0.9314888308557379,0.8912285206633475,1.2199302652304773,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,p_dot,0.3187110565238128,0.2666177241816813,0.674410238316708,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,q_dot,0.18766870540877867,0.11579118937319788,0.23713865947336146,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,1,r_dot,0.06420220396002485,0.055350087631190203,0.08358686940855137,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,p,0.6626922761410019,0.631284080814801,1.0054497154454165,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,q,0.6653252204274387,0.49787977918685833,0.664005450362573,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,r,0.01996033618323445,-0.03917305636556989,0.02033736348994016,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,ax_n,0.0020155920153459572,-0.007744323960178878,0.00315601541974177,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,ay_n,0.016080632464331446,0.0087756900159075,0.02276551992545426,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,az_n,0.9377861687028355,0.8919922360515217,1.2281776137499412,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,p_dot,0.35362887741407645,0.3913811447200721,0.7482982802470743,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,q_dot,0.6307278735451507,0.6017129497489084,0.7969893653776136,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,2,r_dot,0.0668398750263961,0.04631596826673301,0.08702093636215258,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,p,0.7294192288256389,0.5313649813206367,1.1066891564420602,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,q,0.7075602124021249,0.520672180400644,0.7061566630419818,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,r,0.020735193890490056,-0.03792275767667519,0.021126857349200667,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,ax_n,0.00263563925922472,-0.009349676946984964,0.004126885837837864,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,ay_n,0.0166268514013328,0.009419659442371886,0.023538807799643416,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,az_n,0.9525756070974984,0.9125682606371641,1.247546695703222,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,p_dot,0.6169349300453189,-0.15435731355513793,1.305468463302836,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,q_dot,0.7609074449984673,0.6709736776741233,0.9614846071283036,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_cycle,3,r_dot,0.08637828882999954,0.08744524245401886,0.11245861205423516,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,p,0.0006256383039472402,-0.0005040542760046396,0.0009292949926012883,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,q,0.0008280151282626935,-0.00021265773477119332,0.0008561575974292289,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,r,2.066461349203852e-05,-0.04731587171854312,1.8557378546848783e-05,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,ax_n,8.151420470758897e-05,-0.011127307758650007,0.00012416122325555786,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,ay_n,0.00030392576321280895,-0.0007214174176124466,0.00041242372591530235,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,az_n,0.0008249577727106328,0.000334086521021848,0.0010829176307720675,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,p_dot,0.00030689403174466445,0.0002210771141772927,0.0006086633732275997,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,q_dot,0.0006373373178509834,0.0010127411062512692,0.0008415190789525858,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,t0_relative,3,r_dot,0.00010902658643019425,5.507113681280096e-05,0.00013921074535800474,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,p,0.7007561052841372,0.4926096213348271,1.013597477485561,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,q,0.7107367336233998,0.49878169730803124,0.7269077481618107,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,r,0.021497940596575615,-0.025851560440381727,0.019554148183051356,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,ax_n,0.004763317869542205,-0.026967058798634147,0.007001163155427038,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,ay_n,0.013627777719972811,-0.00014904630822409892,0.01848168005603157,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,az_n,0.9422897024326152,0.9031174545487545,1.2372807899071712,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,p_dot,0.5294507174738472,-0.18900201746422374,1.035959493469606,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,q_dot,0.6833798341379809,0.5984542992988324,0.9013815230150048,470
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,within_log_native,3,r_dot,0.052305236493037754,0.06148979329083992,0.06594818659609628,470
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,p,0.1600382988102722,0.176830740018595,0.26851284169606837,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,q,0.39612217761295876,0.23958082765202338,0.4962653761132144,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,r,0.028350834839207195,0.08068946822907075,0.0697113205652563,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,ax_n,0.003025108515402497,-0.005358212674179352,0.007075613201590725,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,ay_n,0.019232131758884163,-0.0759910815574718,0.04847869456694901,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,az_n,0.9339533819829049,0.9346291668502156,1.1230216490251383,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,p_dot,0.07513829777519232,0.06552906536117997,0.11932959798010394,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,q_dot,0.22108853879948032,0.11485452703823318,0.2764398312130813,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,1,r_dot,0.10259932696839436,0.1418931756051527,0.1548787259400729,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,p,0.31548452015884454,0.35089386907138653,0.5293210790711976,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,q,0.6478473873521295,0.5753753734695207,0.8116289506577469,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,r,0.042680404908552516,0.10880041430619225,0.10494602382291762,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,ax_n,0.010719784023812462,-0.09465143522509356,0.025073165134705446,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,ay_n,0.022168676669787613,-0.09065372214384859,0.055880883029600516,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,az_n,0.9418155623388579,0.9398730059398109,1.1324754386024407,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,p_dot,0.3346111713639828,0.28142187150969544,0.5314069887233825,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,q_dot,0.668878176679236,0.6239889990854859,0.8363372034903358,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,2,r_dot,0.3209520264337711,0.3655501347081238,0.4844928559546947,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,p,0.33185423955451576,0.3714185484334577,0.5567862540035428,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,q,0.6778927439194238,0.5980313846944642,0.8492700397459038,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,r,0.04416825411958769,0.11094427584163191,0.10860446752983113,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,ax_n,0.011091467027538382,-0.09856950120575991,0.025942517475152093,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,ay_n,0.02231375661872903,-0.0916249473038333,0.056246588018558884,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,az_n,0.9509392088492964,0.9503619215706829,1.1434460638466268,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,p_dot,0.39040780383986895,0.34096229122657085,0.6200194529278803,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,q_dot,0.7827169767448482,0.7000831672392778,0.9786764619906559,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_cycle,3,r_dot,0.3598624720654894,0.39429973519936834,0.5432300857520934,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,p,0.0006902828386472493,0.0002883705951275406,0.0011744666184824858,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,q,0.0006868871801321008,-0.013114229668863553,0.0008510485556785239,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,r,0.00012313672251507146,-0.006917946417176912,0.00030510379168592356,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,ax_n,0.0006435355089547956,-0.0017988869575242816,0.0014621634522992517,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,ay_n,0.00028116224986862726,-0.012965429651889071,0.0006627604766412251,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,az_n,0.0005334443172210213,0.0012486678883631974,0.000641908694186496,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,p_dot,0.0005363690334390103,0.0003014925165456539,0.0008493055251956637,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,q_dot,0.0009213983141452831,0.002036299664680552,0.0011883494936388835,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,t0_relative,3,r_dot,0.0006844981284295226,0.00030229789635904947,0.001030403372669323,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,p,0.33269683243026327,0.34429684871445376,0.5600618081702061,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,q,0.6845816967620522,0.5518025050597621,0.8341688062695012,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,r,0.04824847247073816,0.1116187430623724,0.12005290841387582,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,ax_n,0.006300404552213923,-0.04665478440607207,0.014289090180552022,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,ay_n,0.016385890920438295,-0.08061598266406489,0.03860779034429301,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,az_n,0.9426320429312322,0.9383983368917295,1.1479864025375273,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,p_dot,0.3035246289380107,0.23048425675438866,0.46744807331298793,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,q_dot,0.7189319224756836,0.6314745967479551,0.9152374014472141,582
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,within_log_native,3,r_dot,0.29412352329085234,0.303756707938861,0.4505208404912043,582
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,p,0.2803546521411686,0.3027323910831514,0.39651243348348963,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,q,0.36086681725361547,0.23279042040303466,0.3824053834094774,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,r,0.07171157001172646,-0.04080378281851971,0.17995481670777266,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,ax_n,0.020942140162804823,-0.04118344428238885,0.03815449516392267,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,ay_n,0.012359341943136037,-0.052571283426049886,0.02894319831175745,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,az_n,0.9444646849371806,0.9138912968675723,1.3082860337789906,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,p_dot,0.12529023480065649,0.11227016923162825,0.19253338268614995,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,q_dot,0.1661428102711181,0.09899216995418869,0.2159988198113458,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,1,r_dot,0.21526583447811376,0.08405467123916066,0.3887714246636028,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,p,0.4809567230849363,0.49712130773988583,0.6802288430534971,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,q,0.6901071500732383,0.5760020225254694,0.7312966354895144,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,r,0.08508308253346819,-0.02061233556216835,0.2135096264067131,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,ax_n,0.051793209058125345,-0.22421434752545877,0.09436207231780848,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,ay_n,0.02488566395941194,-0.10806734568285914,0.05827743179296266,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,az_n,0.9533634843560874,0.9166012433647379,1.320612778423688,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,p_dot,0.4227056118808147,0.3475852144651578,0.6495713051006716,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,q_dot,0.6422834678351093,0.5969329927145857,0.8350194077633128,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,2,r_dot,0.3768111812908218,0.22946285833514057,0.6805233172963263,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,p,0.49438474722322356,0.5069649741763161,0.6992204256339293,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,q,0.7303317536245864,0.5904411218718177,0.7739220701598823,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,r,0.08782501675547671,-0.01642931573851847,0.22039030507914545,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,ax_n,0.05274588332468699,-0.23020003952332746,0.09609775001902468,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,ay_n,0.025255755174840244,-0.11000406871287649,0.059144114136639454,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,az_n,0.9617535826207816,0.9265781395789046,1.3322348629301752,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,p_dot,0.46265986458221675,0.37726670490044734,0.7109689665986915,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,q_dot,0.763098642609245,0.6467671091577962,0.9920887093113635,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_cycle,3,r_dot,0.4379082357686861,0.29134493901365444,0.7908649744835666,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,p,0.0007387517316784775,-0.0021931873629947862,0.0010510760388728888,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,q,0.0010983777400636052,-0.0012541732457109767,0.00118533943988886,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,r,0.00014711408283263339,-0.06001812268278517,0.00033016905019702964,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,ax_n,0.00041074502262761214,-0.0012300596179877221,0.0007329720031214053,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,ay_n,2.3567129495249972e-05,-0.005802100406622879,5.4305021358249976e-05,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,az_n,0.0008410146661971263,0.0011181692128091614,0.001195965509337976,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,p_dot,0.0004498455264336787,0.00044276403859688784,0.0006777243074522841,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,q_dot,0.0013850873081151516,0.0009812265125654918,0.0019864098890701332,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,t0_relative,3,r_dot,0.0008020131122784546,6.588127154727452e-05,0.001327795026892375,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,p,0.4970244440449586,0.45111969922709316,0.7119945691799744,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,q,0.7342620636611621,0.5129013966410357,0.7666967518536878,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,r,0.09085677213049537,0.03379687580570856,0.20341613087254237,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,ax_n,0.04359039590318892,-0.2106622899951851,0.07641451547267142,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,ay_n,0.01113773075591451,-0.040166960162256515,0.024999637043750758,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,az_n,0.9534244448483742,0.903419316400246,1.3770110669083304,532
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,within_log_native,3,p_dot,0.35844079442202337,0.2386490269429692,0.5440829680161512,532
