split,log_id,segment_id,target,axis,count,mean,std,min,p1,median,p99,max
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,0,1731,-0.15556531079562147,3.370446699054703,-12.350590314279836,-9.26386455849218,-0.11178440582334016,7.9366533108398505,12.50747058423886
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,1,1731,-0.02401835642989205,3.761238437411513,-11.400507695464833,-8.768093564193821,0.10037404040279163,9.19857455667154,11.886029583020616
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,2,1731,0.007198390921404771,11.603132801470018,-21.277592549773694,-19.705633512398826,1.0377605199853412,19.32276289279114,26.69503273306727
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,3,1731,0.014338211595834918,33.60999433930354,-103.29031616555477,-70.57776899523492,-2.818402423651161,94.07649299505951,144.3546555411516
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,4,1731,0.0028098605890700553,20.555994173074897,-62.02173635258555,-41.69990213398746,-0.6610325922851921,41.68005815487646,59.535732856961324
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D0_raw,5,1731,0.012245043453275218,5.058002317524586,-17.2868464727675,-12.103044552154072,-0.23321294757116126,12.445830482866402,26.047426272296853
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,0,1731,-0.15739382896306814,1.7590506894208948,-7.79010373110893,-5.696464680923171,-0.18101422138438353,3.561409063099273,4.187668614717961
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,1,1731,-0.026084543712223015,1.8176501244758656,-5.027242149599836,-4.189459795062342,-0.08352389699158405,4.7874391600568,6.8086817200237455
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,2,1731,0.004637811089289113,5.100766774608569,-9.44036101789329,-8.506916241504122,-0.11688580378212256,9.028131042414724,11.876433410911394
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,3,1731,-0.011635835005853717,5.448657137102029,-22.090142181821072,-12.661384206837715,-0.12809015692836354,13.138709635650947,20.174314386893666
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,4,1731,0.001355346283721431,2.8573061072971164,-8.19111366422711,-5.495312984944768,-0.2168474399604958,6.962726486488325,8.69633556093733
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp4,5,1731,0.025868312329608702,1.1872154790433986,-4.459252438784811,-2.9888574301524446,-0.006068817273792092,3.012419295752353,4.549079217027708
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,0,1731,-0.15473788355523133,2.4517254889694557,-10.793154223286596,-7.305552813201696,-0.18477983334571102,5.10233676062303,5.968365003600509
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,1,1731,-0.0259125518299185,2.6463358367238308,-7.298753859336635,-6.253372515601295,0.048628871891611726,6.9301775530226815,9.757582579034162
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,2,1731,0.0031709678818071605,10.415832356870556,-18.14898051788027,-16.178113749342916,-0.019860436819662257,15.971127206186056,17.506370705706097
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,3,1731,-0.018478350774081817,10.44498748087971,-41.83115400846812,-26.841562694699444,0.08167255176208477,26.655698016784406,44.87270448578012
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,4,1731,-0.0008077297921606769,5.256262131757483,-11.254606579703653,-9.441597588821825,-0.3397056006736174,10.947107489264496,15.028747270218041
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp6,5,1731,0.0265648297249482,1.7524694894411006,-5.8119979821784336,-3.968475317949556,-0.002064079479376508,4.616737916527607,7.211935302938129
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,0,1731,-0.15510260546033924,2.597569273702139,-11.498457952701065,-7.68386933692148,-0.2227954642657435,5.7542155805129385,6.809814527319477
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,1,1731,-0.02676114874821841,2.835611825698277,-8.33062075334522,-6.550499513185918,0.07979262181148919,7.5800459813721615,10.151878058549515
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,2,1731,0.003154361713383945,10.783849253671917,-19.007586005351055,-17.168933240273038,0.35251223098612056,16.2580441914714,17.559783679304726
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,3,1731,-0.01683522714665571,11.316519733221961,-49.10645441628905,-29.166721053992635,0.09996716613801877,29.921414006082514,51.397861054294815
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,4,1731,-0.004335603852068384,7.371954710856173,-19.554870779241924,-14.431103162975052,0.023634897765952043,15.063087463980448,17.134950015784945
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,D1_lp8,5,1731,0.028880617756840306,2.0940699830928047,-8.062440219184817,-4.960749719879651,-0.08555914436242916,5.258055788545359,8.331663215022656
