split,scope,log_id,representation,target,signal,k,conditional_variance_ratio,knn_rmse,distance_median
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.3731125558449761,5.214895232824934,0.6433718204498291
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.26785274580636287,7.238546110277575,0.6433718204498291
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,increment2,linear,20,0.7070334705913452,8.04315877376097,0.6491128206253052
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,increment2,angular,20,0.4737561661272793,18.555678440598765,0.6491128206253052
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.729124522282828,7.478203070703359,0.6975975632667542
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.4916282289908528,18.776699899315258,0.6975975632667542
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,increment2,linear,20,0.7410467626302194,7.600358189248642,0.6829947233200073
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,increment2,angular,20,0.46663112344680696,18.609476808630056,0.6829947233200073
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,increment2,linear,20,0.35928636840788686,6.222518273225143,0.7820636034011841
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,increment2,angular,20,0.8560630748042798,22.36837554924008,0.7820636034011841
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.5403166152379874,6.553930614063178,0.6719651222229004
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.44772162874820476,19.265021874729,0.6719651222229004
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.4068781362822189,6.000570153430035,0.6433718204498291
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.5089887858412597,17.119901010972537,0.6433718204498291
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D0_raw,linear,20,0.7184645589538546,8.571265905528946,0.6345373392105103
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D0_raw,angular,20,0.6044776332325928,29.7443749662383,0.6345373392105103
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.7413841180510631,8.038905462360841,0.6815190315246582
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.5826611618961873,30.338301332100386,0.6815190315246582
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D0_raw,linear,20,0.7554326451765931,8.133129785435969,0.660119891166687
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D0_raw,angular,20,0.5938450724226094,32.92611274634445,0.660119891166687
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D0_raw,linear,20,0.3994989117943504,6.7665509896708045,0.7613237500190735
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D0_raw,angular,20,0.9927645831220522,33.77886178448715,0.7613237500190735
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.5486245583782462,7.232166718636615,0.6494534015655518
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.5644214912745501,26.76909374106777,0.6494534015655518
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.41310757993523417,6.178537556962768,0.6306025981903076
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.5768591670429094,27.302645639655573,0.6306025981903076
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D1_lp6,linear,20,0.7467387765899554,7.4025381294072945,0.6345373392105103
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D1_lp6,angular,20,0.27571042728751877,7.24638964871867,0.6345373392105103
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D1_lp6,linear,20,0.7606467102703188,7.085685129001723,0.6815190315246582
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D1_lp6,angular,20,0.33792604914692553,8.03686449421139,0.6815190315246582
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D1_lp6,linear,20,0.7843118935212791,7.055795314071941,0.660119891166687
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D1_lp6,angular,20,0.2775948491271023,7.56776761332349,0.660119891166687
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D1_lp6,linear,20,0.32611444731276,5.206294795385008,0.7613237500190735
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D1_lp6,angular,20,0.5729270668393447,9.649687028120637,0.7613237500190735
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D1_lp6,linear,20,0.48255868577004785,5.645473593569087,0.6494534015655518
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D1_lp6,angular,20,0.27339227021104534,7.620298646646506,0.6494534015655518
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D1_lp6,linear,20,0.3614700045515527,5.128368837525366,0.6306025981903076
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D1_lp6,angular,20,0.2649601404062244,7.232472216893261,0.6306025981903076
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,increment2,linear,20,0.6997598847498361,7.850426266997768,0.6345373392105103
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,increment2,angular,20,0.4781492197095728,18.28531046971687,0.6345373392105103
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,increment2,linear,20,0.7048900036877314,7.458651815090518,0.6815190315246582
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,increment2,angular,20,0.4924770923886222,18.42681226463673,0.6815190315246582
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,increment2,linear,20,0.7194230712347421,7.497529169629601,0.660119891166687
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,increment2,angular,20,0.4692124348366263,18.59514514051949,0.660119891166687
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,increment2,linear,20,0.3656915194663278,6.1433966929770785,0.7613237500190735
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,increment2,angular,20,0.8491988092874548,22.13834501163712,0.7613237500190735
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,increment2,linear,20,0.5155018922691932,6.42305014511234,0.6494534015655518
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,increment2,angular,20,0.4459734883877829,18.78113049877345,0.6494534015655518
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,increment2,linear,20,0.3941581214847058,5.916254015810718,0.6306025981903076
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,increment2,angular,20,0.5038323150564594,16.91860916201668,0.6306025981903076
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,D0_raw,linear,20,0.7223901315923524,8.617626816084133,0.6493538618087769
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,D0_raw,angular,20,0.6174159599605892,29.943522636119518,0.6493538618087769
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,D0_raw,linear,20,0.7606538375329622,8.000152359483552,0.6975924968719482
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,D0_raw,angular,20,0.5741594931454598,30.02692880701643,0.6975924968719482
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,D0_raw,linear,20,0.7637498214718481,8.130773013184577,0.6827795505523682
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,D0_raw,angular,20,0.5811314385234448,32.69943843152282,0.6827795505523682
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,D0_raw,linear,20,0.39648116699930236,6.760836696943652,0.7795606851577759
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,D0_raw,angular,20,1.0133472532712269,33.56866397193398,0.7795606851577759
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,D0_raw,linear,20,0.5681176925482224,7.3348055082029955,0.6706103086471558
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,D0_raw,angular,20,0.5590428232268324,27.226655065563317,0.6706103086471558
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,D0_raw,linear,20,0.42163394274428007,6.251527942431227,0.642529308795929
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,D0_raw,angular,20,0.5813960186167804,27.317623591015455,0.642529308795929
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,D1_lp6,linear,20,0.752296280489473,7.4346314047540245,0.6493538618087769
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,D1_lp6,angular,20,0.2810779278026908,7.34969772323787,0.6493538618087769
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,D1_lp6,linear,20,0.7800143408349206,7.043194375037386,0.6975924968719482
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,D1_lp6,angular,20,0.3346714257916163,8.083698022651612,0.6975924968719482
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,D1_lp6,linear,20,0.7916982073822894,7.011743273809899,0.6827795505523682
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,D1_lp6,angular,20,0.28083176077871974,7.60442613622966,0.6827795505523682
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,D1_lp6,linear,20,0.31964844604642895,5.197750934661354,0.7795606851577759
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,D1_lp6,angular,20,0.5785691693593159,9.440940500213626,0.7795606851577759
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,D1_lp6,linear,20,0.5009056120491183,5.733052072647213,0.6706103086471558
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,D1_lp6,angular,20,0.2757053920376081,7.564435489913341,0.6706103086471558
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,D1_lp6,linear,20,0.3701810302369527,5.197012228284991,0.642529308795929
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,D1_lp6,angular,20,0.2675417795582929,7.173917853599364,0.642529308795929
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,increment2,linear,20,0.7068164235398307,7.864421084447348,0.6493538618087769
train,same_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_all_load_channels,increment2,angular,20,0.47674086989204423,18.385057363040985,0.6493538618087769
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,increment2,linear,20,0.7218780776674424,7.378360109365066,0.6975924968719482
train,same_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_all_load_channels,increment2,angular,20,0.49540894946647374,18.565480549353296,0.6975924968719482
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,increment2,linear,20,0.7326701364269347,7.477349344362815,0.6827795505523682
train,same_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_all_load_channels,increment2,angular,20,0.46552308290261435,18.563679614691132,0.6827795505523682
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,increment2,linear,20,0.36087358346291826,6.124962619006974,0.7795606851577759
train,same_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_all_load_channels,increment2,angular,20,0.8600258153769825,22.133644885154826,0.7795606851577759
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,increment2,linear,20,0.535325867576945,6.450274354894719,0.6706103086471558
train,same_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_all_load_channels,increment2,angular,20,0.4437675345765815,19.058312039058386,0.6706103086471558
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,increment2,linear,20,0.4023809609522319,5.956292623890324,0.642529308795929
train,same_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_all_load_channels,increment2,angular,20,0.5094307224083229,17.01364478418067,0.642529308795929
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.7455281049062661,8.631476821400799,0.6274994015693665
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.5796966450885157,29.757512217851236,0.6274994015693665
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.719889218471385,8.50009166363304,0.6340137720108032
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.5914766529303092,29.476021469550094,0.6340137720108032
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.7248847571596994,7.870752377208759,0.6166268587112427
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.5758276193549949,30.791572981221403,0.6166268587112427
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.5729071033020419,9.003878570810798,0.7226412892341614
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.6232977588091733,49.54457275173284,0.7226412892341614
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.6526592910557197,8.247501454023737,0.6205271482467651
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.6422455305557585,27.702295629555213,0.6205271482467651
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D0_raw,linear,20,0.6602044415222648,7.673589342721719,0.6133064031600952
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D0_raw,angular,20,0.6464999766922795,30.05568561120198,0.6133064031600952
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.7603925894385313,7.475878146956303,0.6274994015693665
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.3193219565352892,7.033197316080165,0.6274994015693665
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.731033481863207,7.438119694137258,0.6340137720108032
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.3036699853518795,8.47406181016723,0.6340137720108032
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.7458242911736824,7.010607035724265,0.6166268587112427
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.32309062251370974,7.509538391177708,0.6166268587112427
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.5225411447311007,7.249912060899384,0.7226412892341614
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.2911076476640221,16.80094067437179,0.7226412892341614
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.6261417319581304,6.689178427608623,0.6205271482467651
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.3802474978108971,8.023707094160024,0.6205271482467651
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D1_lp6,linear,20,0.6468333639891456,6.45165108926095,0.6133064031600952
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,D1_lp6,angular,20,0.36310395729143213,8.77122850240938,0.6133064031600952
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,increment2,linear,20,0.6931613258199809,7.824721487269904,0.6274994015693665
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_pack_voltage_current,increment2,angular,20,0.4763645017386845,18.512082017783587,0.6274994015693665
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.680664446747273,7.755505149537939,0.6340137720108032
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.4627103644545622,18.25971469482974,0.6340137720108032
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,increment2,linear,20,0.6968853170942568,7.272220765558254,0.6166268587112427
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_pack_voltage_current,increment2,angular,20,0.47270133960981486,17.88334741955146,0.6166268587112427
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,increment2,linear,20,0.5139496429573217,8.330746964259966,0.7226412892341614
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_pack_voltage_current,increment2,angular,20,0.5037161910507069,35.773582089924034,0.7226412892341614
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.6153736200559335,7.1314781149161774,0.6205271482467651
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.5792395540641393,18.757842990923074,0.6205271482467651
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,increment2,linear,20,0.6122999407080881,6.987462756554033,0.6133064031600952
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_pack_voltage_current,increment2,angular,20,0.5441447659972907,20.845207012321662,0.6133064031600952
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D0_raw,linear,20,0.7240938379269397,8.4014347066847,0.6093879342079163
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D0_raw,angular,20,0.5793211251113238,29.267475333738037,0.6093879342079163
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.6859636849682134,8.133001307553345,0.6118406653404236
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.58634459452961,28.949424316965104,0.6118406653404236
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D0_raw,linear,20,0.7187868232718616,7.868309723833451,0.5977754592895508
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D0_raw,angular,20,0.5739016428235088,30.474518032992684,0.5977754592895508
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D0_raw,linear,20,0.5721250341507987,8.865817461897455,0.7037731409072876
train,other_log,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,plus_raw_rpm,D0_raw,angular,20,0.6221488711408014,49.36458710543487,0.7037731409072876
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.645477654226501,8.23592063604532,0.6007902026176453
train,other_log,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.6625001936813208,27.828244367428514,0.6007902026176453
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D0_raw,linear,20,0.6153490944619526,7.348929173410058,0.5991359353065491
train,other_log,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,plus_raw_rpm,D0_raw,angular,20,0.6361676145485075,29.59286575192944,0.5991359353065491
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D1_lp6,linear,20,0.7418236981428702,7.283087846405655,0.6093879342079163
train,other_log,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,plus_raw_rpm,D1_lp6,angular,20,0.31730323837987384,6.920295007132629,0.6093879342079163
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D1_lp6,linear,20,0.6971329362051507,7.117008120425798,0.6118406653404236
train,other_log,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,plus_raw_rpm,D1_lp6,angular,20,0.29531961353299646,8.318557936941547,0.6118406653404236
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D1_lp6,linear,20,0.7366167090669984,7.004329052721808,0.5977754592895508
train,other_log,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,plus_raw_rpm,D1_lp6,angular,20,0.3184542834829209,7.372879101796415,0.5977754592895508
