split,log_id,segment_id,steps,count,mean,std,min,p1,median,p99,max
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,2,1558,0.03999694351732992,0.004001774507628503,0.02956899999998086,0.029569999999978336,0.039427999999986696,0.04928499999999758,0.049285999999995056
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,5,1555,0.09999510610932476,0.0041258275329717885,0.08870999999999185,0.0887119999999868,0.09856899999999769,0.10842700000000605,0.108429000000001
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,10,1550,0.19999941548387093,0.0044741139376108015,0.19713100000001305,0.19713500000000295,0.19713899999999285,0.20699651000000244,0.2069970000000012
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,25,1535,0.5000106573289903,0.0043910455091046895,0.4928390000000036,0.4928390000000036,0.5026990000000069,0.5027059999999892,0.5027079999999842
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,1,1042,0.019998817658349315,0.003983282651377512,0.009979000000015503,0.009979999999984557,0.01996099999999501,0.02994100000000799,0.029944000000000415
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,2,1041,0.03999770989433235,0.004263051859970288,0.029939999999982092,0.029940000000010514,0.039920999999992546,0.049902000000003,0.049903000000000475
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,5,1038,0.10000444219653179,0.0042987335108979905,0.0898210000000006,0.08982199999999807,0.0998029999999801,0.10978399999999056,0.10978400000001898
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,10,1033,0.20001083736689254,0.0024508028351864193,0.18962300000001164,0.192817680000004,0.19960499999999115,0.2095860000000016,0.20958699999999908
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,25,1018,0.5000126277013752,0.0038281589636506856,0.48902899999998795,0.4890311700000109,0.4990129999999908,0.5089959999999962,0.5089999999999861
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,1,711,0.0200023417721519,0.0034504894750412895,0.009978999999987082,0.009979999999984557,0.019959999999997535,0.02994100000000799,0.02994100000000799
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,2,710,0.040004804225352124,0.0037068898021571403,0.029939999999982092,0.029939999999982092,0.03992000000002349,0.049901000000005524,0.049902000000003
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,5,707,0.0999705544554455,0.0037495826269677143,0.08982000000000312,0.08982099999997217,0.09980100000001357,0.1097819999999956,0.10978200000002403
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,10,702,0.19997195156695158,0.0023535017210385848,0.18962099999998827,0.19959799999998068,0.19960199999999872,0.20958300000000918,0.20958500000000413
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,25,687,0.49984834643376996,0.003471090502198801,0.48902400000000057,0.48902499999999804,0.499005000000011,0.508987000000019,0.5089890000000139
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,1,775,0.01998580645161291,0.0039596077910967415,0.009979000000015503,0.009979999999984557,0.019959999999997535,0.029940260000002467,0.029942999999974518
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,2,774,0.039997467700258416,0.004333800437956986,0.029936000000020613,0.029939999999982092,0.03991999999999507,0.049901000000005524,0.049901000000005524
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,5,771,0.09999442282749679,0.004353434605162008,0.08981900000000564,0.08982000000000312,0.0998000000000161,0.10978099999999813,0.10978299999999308
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,10,766,0.20003046997389035,0.0024872669301330185,0.18961899999999332,0.19610544999999463,0.19960100000000125,0.20958100000001423,0.2095820000000117
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,25,751,0.5000112609853529,0.0038594235898467017,0.4890180000000157,0.48902099999999393,0.4990019999999902,0.5089839999999981,0.5089840000000265
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,1,5246,0.019999318909645444,0.0038107411567110967,0.009975999999994656,0.009978999999987082,0.019959000000028482,0.029940000000010514,0.02994499999999789
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,2,5245,0.04000055595805529,0.004140037488508645,0.029932000000030712,0.029938000000015563,0.039918999999997595,0.04989999999997963,0.049903000000000475
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,5,5242,0.10000055494086227,0.004182684781778788,0.08981299999999237,0.0898159999999848,0.09979699999996683,0.10977900000000318,0.10978299999999308
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,10,5237,0.2000014981859843,0.0024329453655305153,0.18960500000002867,0.19321096000000806,0.19959300000004987,0.2095769999999959,0.20957999999998833
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,25,5222,0.5000009346993489,0.003856423759979158,0.4889949999999885,0.4889999999999759,0.4989840000000072,0.5089759999999899,0.5089790000000107
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,1,1951,0.01999981394156845,0.003820649282082927,0.009977999999989606,0.009978999999987082,0.01995899999997164,0.02993900000001304,0.029940000000010514
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,2,1950,0.039999670256410276,0.0041293132964198365,0.029936999999961245,0.02993799999995872,0.03991800000000012,0.04989799999998468,0.049899000000038995
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,5,1947,0.0999994910118131,0.004177477080412134,0.08981299999999237,0.08981499999998732,0.09979400000003125,0.1097740000000158,0.10977600000001075
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,10,1942,0.2000000370751803,0.002361053799459296,0.18960899999996172,0.1995860000000107,0.19958900000000313,0.20956899999998768,0.209570000000042
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,25,1927,0.5000080913336794,0.0038796560575686564,0.4889909999999986,0.4889919999999961,0.49897299999997813,0.5089530000000195,0.508954000000017
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,1,629,0.020007831478537377,0.004154260085972259,0.009979000000001292,0.009979999999998768,0.019959999999997535,0.02994100000000401,0.02994300000000294
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,2,628,0.04001581528662422,0.004504651858596316,0.029937000000003877,0.029939999999996303,0.03992000000000928,0.049901000000005524,0.04990199999998879
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,5,625,0.10004068800000002,0.0045628071808760965,0.08981999999998891,0.08982099999998638,0.09980099999999936,0.1097820000000064,0.10978500000000224
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,10,620,0.2000852306451613,0.0025522600914131975,0.18962100000000248,0.19959576000000026,0.19960199999999872,0.2095830000000065,0.20958400000000665
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,25,605,0.500243,0.004210843246462973,0.4890230000000031,0.4890240400000005,0.4990060000000085,0.5089889599999998,0.5089920000000063
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,1,205,0.02000876585365856,0.0041234879604296,0.009979999999998768,0.009979999999998768,0.019959999999997535,0.029940959999994448,0.029944000000000415
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,2,204,0.04001800980392157,0.004527333736826448,0.02993900000001304,0.029939999999996303,0.03991999999999507,0.04990099999999131,0.049901000000005524
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,5,201,0.10004867661691545,0.004609349879143064,0.08981999999998891,0.08982000000000312,0.09980000000000189,0.10978099999999813,0.10978100000001234
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,10,196,0.20011001530612246,0.0026181499631145835,0.18962100000000248,0.1990972499999998,0.19960100000000125,0.20958100000000002,0.20958100000000002
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,25,181,0.500380502762431,0.0044227356570317716,0.48902099999999393,0.4890210000000053,0.4990020000000044,0.5089822000000026,0.508985999999993
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,1,5020,0.019999334462151394,0.003774056696407158,0.00997499999999718,0.009979000000001292,0.019959999999997535,0.029940000000010514,0.02994499999999789
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,2,5019,0.039998684399282725,0.004091696976446108,0.029935000000008927,0.029938999999984617,0.039918999999997595,0.04990000000000805,0.04990399999999795
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,5,5016,0.09999682894736843,0.004141927975750673,0.08981399999998985,0.08981699999998227,0.09979799999999273,0.10978000000000065,0.10978399999999056
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,10,5011,0.19999405428058273,0.002400885292519017,0.18961199999998257,0.19958900000000313,0.19959599999998545,0.20957799999999338,0.20958399999999244
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,25,4996,0.49998812109687746,0.003835511683497549,0.4890000000000043,0.4890050000000201,0.49899000000000626,0.5089789999999965,0.5089839999999981
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,1,259,0.019997698841698754,0.0037717439472352734,0.009978999999987082,0.009978999999987082,0.01995900000000006,0.02993900000001304,0.02993900000001304
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,2,258,0.03999569767441843,0.004120529463992531,0.02993799999998714,0.029938000000015563,0.03991800000000012,0.0498980000000131,0.0498980000000131
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,5,255,0.09999150980392116,0.004187690528167184,0.0898159999999848,0.0898159999999848,0.09979599999999778,0.10977600000001075,0.10977600000001075
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,10,250,0.19999084799999922,0.0023276563940791673,0.189612000000011,0.19958899999998864,0.19959199999999555,0.20957200000000853,0.20957200000000853
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,25,235,0.5000408255319134,0.0039244134218673205,0.4889989999999784,0.488999340000006,0.4989789999999914,0.5089590000000044,0.5089590000000044
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,1,1723,0.01999961752756821,0.0038238479992226573,0.009975999999994656,0.009978999999987082,0.01995900000000006,0.02993900000001304,0.029940000000010514
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,2,1722,0.03999928222996518,0.00413670352052813,0.029936999999989666,0.02993799999998714,0.03991800000000012,0.0498980000000131,0.049901000000005524
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,5,1719,0.099998559045957,0.0041848669631867385,0.08981499999998732,0.08981500000001574,0.0997950000000003,0.10977500000001328,0.10977700000000823
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,10,1714,0.19999830338389743,0.00237577698231239,0.18960999999998762,0.1995861300000067,0.19959099999999808,0.20957100000001105,0.209573000000006
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,25,1699,0.5000047527957622,0.0038660111250406553,0.488995999999986,0.4889970000000119,0.49897699999999645,0.5089580000000069,0.5089600000000019
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,1,1148,0.020004710801393724,0.004070803931634901,0.009977999999989606,0.009979999999984557,0.01996099999999501,0.029942000000005464,0.02994499999999789
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,2,1147,0.04000950043591979,0.004468444567359887,0.029940000000010514,0.02994100000000799,0.03992200000001844,0.04990399999999795,0.0499070000000188
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,5,1144,0.1000243173076923,0.004518275198272321,0.08982399999999302,0.08982400000000525,0.09980600000000095,0.10978800000000888,0.1097910000000013
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,10,1139,0.20005054345917472,0.002641866091378642,0.1896289999999965,0.1896329999999972,0.1996120000000019,0.2095950000000073,0.20959900000002563
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,25,1124,0.5001143300711743,0.004090058676516853,0.489042999999981,0.48904699999999934,0.4990319999999997,0.509018999999995,0.50902099999999
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,1,5004,0.02000006834532374,0.003832479891457888,0.009976999999992131,0.009979999999984557,0.019959999999997535,0.02994100000000799,0.029942000000005464
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,2,5003,0.040000152708374974,0.004156224378160269,0.029936999999961245,0.02993900000001304,0.03991999999999507,0.049902000000003,0.04990399999999795
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,5,5000,0.1000005006,0.004205865728479433,0.0898159999999848,0.08981899999997722,0.09980099999998515,0.10978399999999056,0.10978600000001393
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,10,4995,0.19999940200200197,0.002458303008629415,0.1896160000000009,0.18962793999999916,0.19960199999999872,0.2095860000000016,0.20959000000001993
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,25,4980,0.4999984869477912,0.003869286628369518,0.4890100000000075,0.48901800000004414,0.499005000000011,0.5090009999999836,0.509003000000007
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,1,263,0.019997539923954283,0.0037429908078386743,0.009978999999987082,0.009978999999987082,0.019959999999969114,0.02993999999997527,0.02994100000000799
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,2,262,0.03999537404580156,0.004089004990738197,0.029938999999956195,0.02993899999999087,0.039918999999997595,0.049899000000038995,0.049899000000038995
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,5,259,0.09999064478764484,0.004155345744001925,0.08981799999997975,0.08981799999997975,0.09979800000002115,0.1097780000000057,0.1097780000000057
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,10,254,0.1999888818897637,0.002473720324914272,0.1896160000000009,0.19490380999999674,0.19959599999998545,0.20957600000002685,0.20957600000002685
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,25,239,0.4999920962343096,0.003957754847668927,0.4890089999999532,0.48900900000001,0.49898999999999205,0.5089700000000335,0.5089710000000309
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,1,1577,0.019997450221940393,0.003710279755558834,0.009977999999989606,0.009979000000043925,0.019959000000028482,0.029940000000010514,0.02994100000000799
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,2,1576,0.03999494796954315,0.004021420762815543,0.029938000000015563,0.029938999999956195,0.039918999999997595,0.049899000000038995,0.04990000000003647
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,5,1573,0.09998773172282265,0.004068421930389293,0.08981699999998227,0.08981699999998227,0.09979700000002367,0.1097780000000057,0.1097780000000057
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,10,1568,0.19997667729591836,0.00236023017171273,0.1896139999999491,0.19959133999999723,0.19959499999998798,0.20957500000002938,0.20957600000002685
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,25,1553,0.49995091822279464,0.0037859936568204475,0.4890049999999633,0.48900652000001626,0.4989869999999996,0.5089689999999791,0.5089709999999741
