split,log_id,target,signal,n_points,rmse,r2,pred_vector_std,truth_vector_std
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D2_center5,angular,8291,12.180275231006194,-0.15916517625476123,12.516509056091309,11.313173280877786
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D2_center5,linear,6558,7.671282713822516,0.17037679930119365,2.9782590866088867,8.422238662722705
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D2_center5,angular,6558,14.250670910367019,0.6404008574915103,21.37652587890625,23.764352589584675
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D2_center5,linear,5556,7.568277261028785,0.1849241125747979,2.781764268875122,8.382971914727447
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D2_center5,angular,5556,11.062014705563831,0.32628257995348864,15.562278747558594,13.47706562234557
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D2_center5,linear,6038,7.287176302963868,0.22952025382173014,2.8604111671447754,8.301922281377589
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D2_center5,angular,6038,11.82118825591686,0.4739978944106581,17.613039016723633,16.299241415543715
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D2_center10,linear,8229,3.6385242004802674,0.22309664673581442,2.6698155403137207,4.1280197824150795
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D2_center10,angular,8229,11.366338567002886,-3.0915562072733547,12.442667961120605,5.619223774222008
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D2_center10,linear,8385,3.595553229967594,0.13580662106966246,2.67572283744812,3.867766569280273
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D2_center10,angular,8385,12.014508360899201,-3.3052083443029536,13.354721069335938,5.790404687031805
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D2_center10,linear,8291,3.6243567545666617,0.16551453377530956,2.7462422847747803,3.967542167672538
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D2_center10,angular,8291,11.495370967667503,-3.344960887620302,12.516509056091309,5.514803661714043
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D2_center10,linear,6558,3.3859067240968987,0.1766260522391574,2.9782590866088867,3.7314397114342217
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D2_center10,angular,6558,20.008617980509044,-3.949493659261469,21.37652587890625,8.993664991211135
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D2_center10,linear,5556,2.6288337472699275,0.3399084889118331,2.781764268875122,3.2356463463558423
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D2_center10,angular,5556,14.765414252862875,-5.648854257748355,15.562278747558594,5.72627537371979
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D2_center10,linear,6038,2.898427965615709,0.3921350841882283,2.8604111671447754,3.7175684385421803
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D2_center10,angular,6038,15.528381170191183,-3.835249331925046,17.613039016723633,7.061821669001015
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment2,linear,8229,9.714254491009013,0.11542413504055282,2.6698155403137207,10.328611303000587
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment2,angular,8229,19.198055924113646,0.33441669925070205,12.442667961120605,23.53184850986692
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment2,linear,8385,10.103546188278248,0.10261650631727026,2.67572283744812,10.6655877387447
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment2,angular,8385,19.78577258390195,0.3385016233462482,13.354721069335938,24.327003725684268
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment2,linear,8291,9.831111628832781,0.10840843337212358,2.7462422847747803,10.411652183286574
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment2,angular,8291,19.17534197738874,0.3202964233205271,12.516509056091309,23.258587714231616
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment2,linear,6558,9.876607551226094,0.21552269220624964,2.9782590866088867,11.15109728189272
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment2,angular,6558,32.70890204724513,0.4898380817854975,21.37652587890625,45.79435513485203
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment2,linear,5556,9.919193057450949,0.20797897398035292,2.781764268875122,11.145716377850018
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment2,angular,5556,19.91451922978023,0.449924985891494,15.562278747558594,26.850901226257008
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment2,linear,6038,9.327482003221247,0.23751933155249605,2.8604111671447754,10.681936726432784
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment2,angular,6038,21.69079677846965,0.48452548756850145,17.613039016723633,30.211473473715525
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment5,linear,8229,6.900465627623828,0.3119939529617015,2.6698155403137207,8.319213486437478
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment5,angular,8229,9.721246248618025,0.29065169564781024,12.442667961120605,11.542295186604601
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment5,linear,8385,6.917441678501781,0.32344299051991665,2.67572283744812,8.409947938069866
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment5,angular,8385,10.095269954430881,0.3278967845370627,13.354721069335938,12.314022709811097
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment5,linear,8291,6.83503994469656,0.3244784103910846,2.7462422847747803,8.316133264001554
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment5,angular,8291,9.707869361878986,0.26312731519915455,12.516509056091309,11.309090890131348
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment5,linear,6558,6.302688638939883,0.43945311385989383,2.9782590866088867,8.418212429212634
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment5,angular,6558,19.492822658838904,0.3271109170913994,21.37652587890625,23.763094251834094
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment5,linear,5556,6.428573091253903,0.4116597108677602,2.781764268875122,8.381085888678669
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment5,angular,5556,13.290202480459444,0.02814200378541709,15.562278747558594,13.481250900759793
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment5,linear,6038,6.4459814336319035,0.39701323901473085,2.8604111671447754,8.30109075114064
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment5,angular,6038,14.674822187152355,0.18903572804891278,17.613039016723633,16.29566121087506
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment10,linear,8229,3.308186035583293,0.358251236881479,2.6698155403137207,4.129594453857304
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment10,angular,8229,11.232141579581686,-2.990046137769636,12.442667961120605,5.623071557745867
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment10,linear,8385,3.22013269058389,0.3078027411633796,2.67572283744812,3.8704265511163505
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment10,angular,8385,12.033188978871776,-3.3319887303246665,13.354721069335938,5.781454048681586
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment10,linear,8291,3.250458678448799,0.3293246704486035,2.7462422847747803,3.969067490469479
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment10,angular,8291,11.11918682786388,-3.064601369604432,12.516509056091309,5.515235326683213
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment10,linear,6558,3.6061263065332456,0.06397458742889572,2.9782590866088867,3.7273237292999104
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment10,angular,6558,22.416536996423872,-5.204598043339699,21.37652587890625,8.9993614670233
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment10,linear,5556,3.1682150848540456,0.040082999163030264,2.781764268875122,3.2336857716868157
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment10,angular,5556,15.863380866270806,-6.654059826510677,15.562278747558594,5.733896179585819
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment10,linear,6038,3.6127925977623905,0.05652625122653554,2.8604111671447754,3.7194448191339107
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment10,angular,6038,18.529885722949302,-5.870220300751691,17.613039016723633,7.0694790085486785
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment25,linear,8229,2.5686598932597793,0.09583843166093231,2.6698155403137207,2.7013669559027913
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,increment25,angular,8229,11.518647096370257,-28.302065598829163,12.442667961120605,2.127905585808942
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment25,linear,8385,2.546775734365329,-0.012599381668279896,2.67572283744812,2.5308818675795415
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,increment25,angular,8385,12.192019290916004,-25.848136780364154,13.354721069335938,2.352981785525629
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment25,linear,8291,2.6075275805330533,-0.020779517826834848,2.7462422847747803,2.5808510294822806
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,increment25,angular,8291,11.495156932018704,-26.4672646784674,12.516509056091309,2.1933462598006637
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment25,linear,6558,2.9080395945756647,-0.05911586044069961,2.9782590866088867,2.8257164476846683
train,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,increment25,angular,6558,19.738983106161875,-22.392824836323882,21.37652587890625,4.081158303704138
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment25,linear,5556,2.38310063322312,-0.07379290083421819,2.781764268875122,2.299757891884833
train,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,increment25,angular,5556,14.484377742138514,-35.90639526199785,15.562278747558594,2.384234829935569
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment25,linear,6038,2.7158301335162984,-0.10911786433483806,2.8604111671447754,2.578776788638444
train,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,increment25,angular,6038,16.757154554967165,-40.0217530159131,17.613039016723633,2.616333894594781
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,linear,7841,10.748661802096704,0.07645749746153874,2.771984100341797,11.184741594773392
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,angular,7841,26.108916777043405,0.25427616011480536,11.694048881530762,30.234294589199735
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,linear,7391,10.224371521986672,0.0643469436339692,2.5869100093841553,10.570102572435538
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,angular,7391,23.973670542812158,0.2759822189667104,11.363391876220703,28.174739980442595
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,linear,9475,10.321740697598669,0.0790575505965051,2.8246140480041504,10.755650925584385
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,angular,9475,25.055037124342523,0.2694942873612821,11.876152992248535,29.31455070801078
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,linear,7586,10.434174600584132,0.09312408056787813,2.723630905151367,10.956810857480207
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,angular,7586,26.476620123838718,0.25634451064918784,12.051106452941895,30.702705746164547
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,linear,7792,10.31161085730779,0.08100310295976376,2.821493625640869,10.756463122262414
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,angular,7792,27.795903439214815,0.2695230568240853,13.249176979064941,32.52202191378235
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D1_lp4,linear,7841,6.15266672576027,0.10287113597092601,2.771984100341797,6.495849827070046
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D1_lp4,angular,7841,9.825202374676204,-1.5411915757835852,11.694048881530762,6.163434727586503
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D1_lp4,linear,7391,6.163156704748699,0.06027115415400075,2.5869100093841553,6.357727816452789
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D1_lp4,angular,7391,9.289364269462705,-1.2533320660517635,11.363391876220703,6.188329003523365
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D1_lp4,linear,9475,6.2469007065221005,0.10137190022327902,2.8246140480041504,6.589835986125315
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D1_lp4,angular,9475,9.569332252752698,-1.0447044393654434,11.876152992248535,6.6921607407121595
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D1_lp4,linear,7586,6.42102078722581,0.12549891309677752,2.723630905151367,6.866317779373478
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D1_lp4,angular,7586,9.841678268612846,-1.1076600492827944,12.051106452941895,6.779050696672713
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D1_lp4,linear,7792,6.473959466750154,0.09412004573410004,2.821493625640869,6.801969045769336
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D1_lp4,angular,7792,10.034363483611514,-0.5839665667683782,13.249176979064941,7.972909298993442
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D1_lp6,linear,7841,9.601232101610345,0.09040977021113983,2.771984100341797,10.067092871716861
validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D1_lp6,angular,7841,10.03193510121412,0.20838473980283123,11.694048881530762,11.275287777667831
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D1_lp6,linear,7391,9.246406201492835,0.07428147625650516,2.5869100093841553,9.610223575247671
validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D1_lp6,angular,7391,9.073087151373652,0.240342090737091,11.363391876220703,10.409887846407651
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D1_lp6,linear,9475,9.270108796020308,0.09420599664385976,2.8246140480041504,9.740250148699806
validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D1_lp6,angular,9475,9.399046463994209,0.2701860620913028,11.876152992248535,11.002154008490557
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D1_lp6,linear,7586,9.463274049500704,0.11080307071092999,2.723630905151367,10.035579137423017
validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D1_lp6,angular,7586,9.374554402712922,0.2304368347428729,12.051106452941895,10.686327940184151
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D1_lp6,linear,7792,9.376970099977825,0.0945882090167166,2.821493625640869,9.854610377735705
validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D1_lp6,angular,7792,9.726180589250784,0.4143006186374054,13.249176979064941,12.708811738532326
