split,log_id,phase_bin,phase_rad,signal,mean,std,ci_low,ci_high,n_cycles,n_blocks
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,p,-0.002042051975075993,0.43508052729359464,-0.060598700798885394,0.05363258926974535,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,q,-0.26380523550012114,0.30478534709491534,-0.29617103697805564,-0.23393865558242585,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,r,0.11153298836230884,0.3469355669587522,0.04966564287460242,0.1783782111674893,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,ax_n,-0.3853935658535941,1.9260407885331854,-0.7686299775301029,0.013711390471744736,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,ay_n,0.17648431069859208,2.011100021561967,-0.27188735221535976,0.5763645574745768,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,az_n,12.610322613030762,2.5526040302347206,12.234301053190869,12.998262058557616,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,p_dot,-7.44370062127491,14.923136888543432,-9.436105609830156,-4.798186080509692,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,q_dot,-7.395520226221339,7.77644242428962,-8.317137840127065,-6.592953754766722,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.1308996938995747,r_dot,-0.08645431079467036,3.869731902261882,-0.8412471829576897,0.5892026993118199,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,p,-0.06120800756299955,0.4452579030856478,-0.11833395162750211,0.008432123478996712,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,q,-0.38575119227369054,0.3134992112137329,-0.41847950777266146,-0.35565891818293505,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,r,0.10661924077570512,0.3225532815707009,0.051278755832042465,0.16406353269680912,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,ax_n,-0.33637761411103684,1.8945531447528527,-0.7143530455590203,0.0815426251818179,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,ay_n,0.13375990146742245,2.0140240418378657,-0.3161392216253062,0.5611403439102859,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,az_n,9.988170175771652,2.1789687440322423,9.661652270127128,10.291043972032664,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,p_dot,-6.910355705841665,17.31651321930503,-9.69537188439984,-4.249231554535879,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,q_dot,1.9803424057130392,8.183562924797528,1.21424648131571,2.572321228575275,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,1,0.39269908169872414,r_dot,0.5304189862302137,3.5684512612035846,-0.0921710076354472,1.1265700528611837,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,2,0.6544984694978736,p,-0.16641556651762138,0.409612264139877,-0.2179952066934347,-0.10419207464650519,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,2,0.6544984694978736,q,-0.3970004267048328,0.30570718254482115,-0.4321774218582372,-0.3626791936714292,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,2,0.6544984694978736,r,0.11085890287119614,0.30377224096443833,0.05855514035920754,0.16442420490240345,597,59
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,2,0.6544984694978736,ax_n,-0.29547356033346783,1.4950330355451378,-0.5518226502325833,0.02002396477052628,597,59
