split,log_id,segment_id,sample_in_segment,sample_in_log,timestamp_s,phase,frequency,airspeed,wind_n,wind_e,airdata_valid,point_index
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1354,1692,733.5713069999999,0.7762033616425867,4.069045543670654,7.3321027755737305,-0.3770684003829956,-0.036952853202819824,True,1329
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1437,1775,735.22741,6.010021915545693,4.273921012878418,6.9214701652526855,-0.42152276635169983,-0.36388665437698364,True,1412
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1521,1859,736.903226,5.743249834958569,4.292037487030029,5.9212327003479,-0.36363834142684937,-0.47915783524513245,True,1496
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1604,1942,738.56918,5.678963216152738,4.293536186218262,7.574576377868652,-0.42643263936042786,-0.653438925743103,True,1579
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1687,2025,740.225274,4.911796028864579,3.867727518081665,6.215933322906494,-0.5404908061027527,-0.8960206508636475,True,1662
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,39,2266,745.04567,4.512748205084371,3.9155433177948,8.297993659973145,-0.23773013055324554,-0.9199178218841553,True,1745
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,122,2349,746.70175,4.615841809953849,4.124654769897461,7.889891147613525,-0.16019415855407715,-0.8206880688667297,True,1828
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,205,2432,748.3676859999999,4.512764872799117,4.129520416259766,7.714831829071045,-0.08666311204433441,-0.6206849813461304,True,1911
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,288,2515,750.0237619999999,6.080192995340255,4.279362201690674,9.173018455505371,-0.11375130712985992,-0.536054790019989,True,1994
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,371,2598,751.6896929999999,4.545947262702505,4.042468547821045,10.117594718933105,-0.16268928349018097,-0.5172768831253052,True,2077
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,454,2681,753.3457639999999,3.1953736874467893,4.096142292022705,8.953628540039062,-0.17849504947662354,-0.5180023908615112,True,2160
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,538,2765,755.0215479999999,4.8747118784243,4.582529544830322,7.633298873901367,-0.14347824454307556,-0.5018401145935059,True,2244
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,621,2848,756.687471,0.2070546885384985,4.006250381469727,8.366207122802734,-0.1653948426246643,0.08190879970788956,True,2327
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,704,2931,758.343536,5.706780874723314,4.51577615737915,8.501060485839844,-0.3786347210407257,0.2934322655200958,True,2410
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,787,3014,760.009455,5.941567610387494,4.4151930809021,8.354992866516113,-0.5045318007469177,0.4786253273487091,True,2493
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,870,3097,761.6655149999999,6.184694264496919,4.055349349975586,9.635968208312988,-0.47044113278388977,0.5441054701805115,True,2576
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,953,3180,763.33143,4.544092600606298,3.054401397705078,8.057391166687012,-0.4991307258605957,0.5858900547027588,True,2659
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1036,3263,764.987485,0.512914075849352,4.295544624328613,7.141846179962158,-0.5465272068977356,0.7160326242446899,True,2742
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1119,3346,766.6435379999999,0.08128314227922573,3.9549431800842285,7.825214385986328,-0.6896946430206299,0.7957448959350586,True,2825
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1202,3429,768.299589,3.4275648053244723,3.745352268218994,8.739595413208008,-0.8753769993782043,0.8297452330589294,True,2908
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1286,3513,769.9852099999999,3.3734871619045848,3.637883186340332,8.331714630126953,-1.0795096158981323,0.8018874526023865,True,2992
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1369,3596,771.651115,0.4681976272245123,4.083097457885742,9.987421035766602,-1.2773808240890503,0.8313918113708496,True,3075
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1452,3679,773.307159,1.6633621862311827,3.8612117767333984,8.697799682617188,-1.3130756616592407,0.8002466559410095,True,3158
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1535,3762,774.9632009999999,2.7811400601314773,4.098016738891602,9.324407577514648,-1.5727266073226929,0.6996592283248901,True,3241
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1618,3845,776.629097,4.0366235641704975,3.1348090171813965,9.211309432983398,-1.7700450420379639,0.49908342957496643,True,3324
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1701,3928,778.285133,3.2682222083553114,3.9021997451782227,7.861303329467773,-1.8293113708496094,0.4255411624908447,True,3407
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1784,4011,779.941167,5.693233810613975,3.5784826278686523,9.576292991638184,-1.9413213729858398,0.4827781915664673,True,3490
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1867,4094,781.607056,3.8037922545153293,3.5419790744781494,7.0042595863342285,-1.9340424537658691,0.4706898629665375,True,3573
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,1950,4177,783.2630849999999,1.0164252876161086,3.743483066558838,8.818492889404297,-1.9900397062301636,0.40565329790115356,True,3656
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2034,4261,784.948685,3.618514693137591,3.5615713596343994,7.593559265136719,-2.0099904537200928,0.12619003653526306,True,3740
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2117,4344,786.604711,5.416480799286042,3.9910476207733154,8.954390525817871,-1.9954578876495361,-0.09742323309183121,True,3823
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2200,4427,788.260736,1.4227349317357323,3.6287262439727783,9.952244758605957,-1.9716936349868774,-0.2083771824836731,True,3906
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2283,4510,789.926616,0.5354412501809662,3.9176764488220215,8.783624649047852,-1.8889353275299072,-0.2508416473865509,True,3989
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2366,4593,791.582638,0.9059236410896574,3.6008856296539307,7.853899002075195,-1.7415045499801636,-0.4820025563240051,True,4072
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2449,4676,793.248517,2.9180123045244812,3.8104441165924072,7.212462425231934,-1.5249865055084229,-0.6504720449447632,True,4155
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2532,4759,794.904534,3.789665608500826,3.1500394344329834,8.37771987915039,-1.4265373945236206,-0.732596218585968,True,4238
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2615,4842,796.5704079999999,0.04197385189793579,3.4269258975982666,8.904960632324219,-1.3067493438720703,-0.8746134638786316,True,4321
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2698,4925,798.226423,3.7644511439507014,3.190060615539551,7.877136707305908,-1.0849610567092896,-0.9617456793785095,True,4404
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2782,5009,799.90215,2.5548099169166747,3.5286858081817627,7.7974677085876465,-0.7157689332962036,-0.8582905530929565,True,4488
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2865,5092,801.5680179999999,2.8888294085774575,3.6699414253234863,8.520325660705566,-0.5008365511894226,-0.7352489233016968,True,4571
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,2948,5175,803.224028,0.6632697439854738,3.2652158737182617,8.152036666870117,-0.2891865074634552,-0.5438877940177917,True,4654
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3031,5258,804.8898939999999,1.3753008879565627,3.9230222702026367,9.772324562072754,-0.14770707488059998,-0.3742940425872803,True,4737
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3114,5341,806.5459,2.183338069840609,4.125860214233398,8.429526329040527,-0.11825475096702576,-0.2041255235671997,True,4820
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3197,5424,808.201906,2.592416827506547,3.486417531967163,8.8998441696167,-0.2244236320257187,0.049052994698286057,True,4903
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3280,5507,809.867767,5.066815626683592,3.250983715057373,8.453972816467285,-0.35284334421157837,0.2226278930902481,True,4986
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3363,5590,811.523769,4.840244559225887,2.7633118629455566,8.282402992248535,-0.4754708409309387,0.49293726682662964,True,5069
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3446,5673,813.179771,3.2661682913037495,3.8658547401428223,9.250871658325195,-0.6157875657081604,0.6428515911102295,True,5152
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3530,5757,814.8653419999999,2.1073423813069,3.1885464191436768,8.063112258911133,-0.8903973698616028,0.7250987887382507,True,5236
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3613,5840,816.5311969999999,5.74797210164364,3.9535624980926514,10.01950454711914,-1.0561894178390503,0.7420160174369812,True,5319
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3696,5923,818.187194,4.34457323445676,2.706469774246216,9.370889663696289,-1.3112224340438843,0.798488974571228,True,5402
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3779,6006,819.8431899999999,0.7402117041528555,3.7417547702789307,9.281584739685059,-1.4229519367218018,0.7500582337379456,True,5485
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3862,6089,821.499184,1.9929798859073458,3.5095484256744385,8.840861320495605,-1.5282180309295654,0.6532893776893616,True,5568
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,3945,6172,823.165034,3.8352904475886547,3.2526841163635254,8.024602890014648,-1.623344898223877,0.5770778656005859,True,5651
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,4028,6255,824.821025,4.589796990151449,3.1916372776031494,9.796724319458008,-1.6795052289962769,0.526583194732666,True,5734
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,94,6390,827.5218659999999,5.9655479064107055,4.1646246910095215,9.227334022521973,-1.7230477333068848,0.3605284094810486,True,5817
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,177,6473,829.1877109999999,0.4909816358908117,3.294355630874634,9.635540008544922,-1.643560767173767,0.04837925732135773,True,5900
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,261,6557,830.8634119999999,2.427164767976649,3.7492220401763916,8.192015647888184,-1.542659044265747,-0.21344223618507385,True,5984
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,344,6640,832.5292549999999,1.897905724782433,3.4076216220855713,9.180981636047363,-1.5495203733444214,-0.4937759041786194,True,6067
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,427,6723,834.1852389999999,5.592066084440425,3.4774017333984375,9.688825607299805,-1.3735069036483765,-0.7417564988136292,True,6150
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,101,6858,836.8860679999999,4.161601878724305,3.368302583694458,9.361417770385742,-1.0255534648895264,-0.9180781841278076,True,6233
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,184,6941,838.5420489999999,4.082504479969138,3.2514755725860596,7.641955852508545,-0.9321033358573914,-0.9817525148391724,True,6316
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,267,7024,840.2078859999999,3.2089813614284495,3.5082292556762695,8.48850154876709,-0.8572800755500793,-1.0076580047607422,True,6399
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,350,7107,841.8638649999999,2.038518355926861,3.69490122795105,9.265654563903809,-0.7618071436882019,-0.9821152091026306,True,6482
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,433,7190,843.5296989999999,1.1743049137896904,3.4873926639556885,8.499221801757812,-0.6768868565559387,-0.988804042339325,True,6565
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,516,7273,845.185676,0.15105116642200045,3.629429578781128,6.401528835296631,-0.5675910115242004,-0.9546753168106079,True,6648
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,600,7357,846.861365,5.301400076898744,3.4768059253692627,7.871645927429199,-0.5164428353309631,-0.9156646132469177,True,6732
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,683,7440,848.527195,5.122029705211489,3.5835211277008057,7.59846830368042,-0.4958781599998474,-0.9000029563903809,True,6815
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,766,7523,850.1831679999999,5.321446792201613,3.614222764968872,6.5580596923828125,-0.4546467959880829,-0.7905420064926147,True,6898
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,849,7606,851.848995,5.725288856890373,3.7386770248413086,7.223426342010498,-0.48332056403160095,-0.7264627814292908,True,6981
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,932,7689,853.504964,5.728620884626423,3.7515032291412354,8.244698524475098,-0.7378347516059875,-0.6900533437728882,True,7064
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1015,7772,855.170789,4.6473756113273765,2.991553544998169,7.153947830200195,-0.854301393032074,-0.6895279884338379,True,7147
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1098,7855,856.8267559999999,0.8542991822559145,3.1923696994781494,7.810313701629639,-0.9294043779373169,-0.7062416076660156,True,7230
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1181,7938,858.482722,1.5156385018049505,3.1670031547546387,7.7666215896606445,-1.1173566579818726,-0.6715471744537354,True,7313
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1264,8021,860.148544,0.07745184071897881,2.9738314151763916,7.37326717376709,-1.1811577081680298,-0.6487042307853699,True,7396
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1348,8105,861.824221,3.839424798511189,2.4643237590789795,7.529098033905029,-1.255771279335022,-0.6058676242828369,True,7480
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1431,8188,863.4900409999999,0.5003185867369311,2.744140386581421,7.620954513549805,-1.2908170223236084,-0.5543803572654724,True,7563
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1514,8271,865.146002,2.6846892972790712,2.851794958114624,7.320224285125732,-1.2944591045379639,-0.5357571244239807,True,7646
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1597,8354,866.801962,3.2565464740569254,2.2879559993743896,8.25487232208252,-1.298301100730896,-0.4980924129486084,True,7729
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1680,8437,868.467778,4.247145137411671,2.0907604694366455,8.331679344177246,-1.2932969331741333,-0.469219833612442,True,7812
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1763,8520,870.123735,5.1060506699712604,2.4130616188049316,7.7282233238220215,-1.3087412118911743,-0.4596938490867615,True,7895
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1846,8603,871.789548,2.814089102026145,3.096628189086914,6.722655296325684,-1.3046287298202515,-0.39345216751098633,True,7978
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,1929,8686,873.4455009999999,2.267497908189945,3.2688939571380615,7.626794815063477,-1.2886765003204346,-0.3271905183792114,True,8061
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2012,8769,875.111311,3.5229109532522074,3.0184199810028076,5.80702018737793,-1.2817127704620361,-0.23926904797554016,True,8144
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2096,8853,876.786976,5.615031165100724,2.9431393146514893,6.5477681159973145,-1.2845624685287476,-0.20252572000026703,True,8228
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,25,1183,71.447835,4.31297124697673,3.8343608379364014,5.852038383483887,0.5764802694320679,-0.4517706632614136,True,8229
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,109,1267,73.124585,2.7562271296965903,4.315739154815674,6.593075275421143,0.5917730331420898,-0.4354833960533142,True,8313
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,194,1352,74.831276,6.127599007053604,4.598554611206055,7.598629951477051,0.6102422475814819,-0.3897106945514679,True,8398
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,279,1437,76.52798299999999,2.5070864609964616,4.373959541320801,6.6890339851379395,0.5827166438102722,-0.3971738815307617,True,8483
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,363,1521,78.204726,4.8190947442447865,4.3609161376953125,5.923995494842529,0.6034709811210632,-0.3292456269264221,True,8567
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,448,1606,79.91140899999999,1.590364413511601,4.150611877441406,6.859503269195557,0.6205831170082092,-0.30482611060142517,True,8652
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,533,1691,81.608109,4.150436782601162,4.3596696853637695,7.400731563568115,0.6317425966262817,-0.2733173072338104,True,8737
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,617,1775,83.284846,0.2269718502390674,4.470615386962891,7.501384735107422,0.5685610175132751,-0.08689543604850769,True,8821
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,702,1860,84.991523,3.2486490076806476,4.527750015258789,7.934234142303467,0.44634339213371277,0.19125327467918396,True,8906
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,787,1945,86.688217,5.757130253366185,4.5341691970825195,7.119462966918945,0.3089599311351776,0.41307714581489563,True,8991
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,871,2029,88.364947,1.75007218496215,4.1920061111450195,7.273624897003174,0.15729548037052155,0.520904004573822,True,9075
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,956,2114,90.07161699999999,5.410044030835088,4.512319087982178,8.088263511657715,0.08316844701766968,0.6517542004585266,True,9160
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1041,2199,91.768304,2.0350741999265054,4.323690891265869,7.665500164031982,-0.1464637815952301,0.8345485329627991,True,9245
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1125,2283,93.45500899999999,6.080039955412275,4.705636978149414,9.422701835632324,-0.3333877623081207,0.9371466040611267,True,9329
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1210,2368,95.151691,4.0982244080048815,4.4908013343811035,8.150551795959473,-0.5236761569976807,1.0316084623336792,True,9414
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1295,2453,96.848372,1.7618653508883142,4.321439743041992,7.644161701202393,-0.7307677865028381,1.103560209274292,True,9499
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1379,2537,98.525089,5.57117992240449,4.6237311363220215,7.201141834259033,-0.9110748171806335,1.1632226705551147,True,9583
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1464,2622,100.231747,3.740840568149558,4.599784851074219,8.314708709716797,-1.1823126077651978,1.2362667322158813,True,9668
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1549,2707,101.92841999999999,1.2799645891330371,4.298069953918457,9.003440856933594,-1.4683897495269775,1.2482894659042358,True,9753
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1634,2792,103.625092,5.526446048441372,4.627577304840088,9.611868858337402,-1.7336663007736206,1.1555778980255127,True,9838
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,71,3046,108.71509499999999,5.949241577859489,3.416680097579956,7.533982276916504,-2.295253038406372,0.48554980754852295,True,9922
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,156,3131,110.41175899999999,3.087908595528738,3.8533806800842285,9.013187408447266,-2.4370274543762207,0.3314751088619232,True,10007
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,241,3216,112.108419,2.298366516213413,2.9350671768188477,8.1613187789917,-2.647825241088867,0.2394225001335144,True,10092
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,325,3300,113.78511599999999,1.2376801116390865,3.659001111984253,8.707493782043457,-2.8600406646728516,0.2785404324531555,True,10176
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,410,3385,115.49175299999999,6.0808801597687605,4.394054412841797,9.01766300201416,-2.872640609741211,0.33383262157440186,True,10261
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,495,3470,117.188407,3.4692333349900935,3.8769073486328125,8.738224983215332,-2.7352306842803955,0.2980874478816986,True,10346
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,579,3554,118.87507799999999,1.230749372727864,3.599172592163086,8.505630493164062,-2.605306386947632,0.231906458735466,True,10430
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,664,3639,120.571728,0.8355108794291155,3.2354376316070557,8.370691299438477,-2.4175033569335938,0.15872736275196075,True,10515
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,749,3724,122.26837599999999,0.6970642936000999,3.5843517780303955,8.156845092773438,-2.29508900642395,0.11845680326223373,True,10600
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,833,3808,123.945062,0.7279374473640772,3.034614086151123,9.265968322753906,-2.1521334648132324,-0.06829577684402466,True,10684
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,918,3893,125.651687,3.066764083911508,3.66377854347229,7.648136615753174,-2.044729232788086,-0.15509191155433655,True,10769
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1003,3978,127.34832899999999,0.5703245046291627,3.7213211059570312,8.170374870300293,-1.9154644012451172,-0.1386534422636032,True,10854
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1087,4062,129.02500799999999,0.6066283029619726,3.291431427001953,8.481977462768555,-1.7915903329849243,0.03718583658337593,True,10938
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1172,4147,130.731626,0.6673700018546427,3.706940174102783,8.439513206481934,-1.7268379926681519,0.29204291105270386,True,11023
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1257,4232,132.428263,1.1253245606403013,3.379093885421753,6.292458534240723,-1.7056808471679688,0.4740441143512726,True,11108
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1342,4317,134.124896,0.43903518710955325,4.070220470428467,9.01560115814209,-1.7116717100143433,0.5891081094741821,True,11193
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1426,4401,135.81154899999999,6.075885148657903,4.575338363647461,7.645784378051758,-1.7855137586593628,0.6120072603225708,True,11277
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1511,4486,137.50817899999998,2.436171395018107,3.9655582904815674,8.548391342163086,-1.8149704933166504,0.6159415245056152,True,11362
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1596,4571,139.204807,0.04504753005291917,4.091466426849365,9.995943069458008,-1.9711257219314575,0.6461756825447083,True,11447
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1680,4655,140.89145399999998,0.2754968717221189,3.7462551593780518,7.048857688903809,-2.058293581008911,0.6982740759849548,True,11531
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1765,4740,142.588079,5.691629921865108,4.17460298538208,9.401687622070312,-2.180605173110962,0.7623732686042786,True,11616
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1850,4825,144.28470099999998,2.4595319550956702,3.874255657196045,7.920684814453125,-2.257549524307251,0.7813204526901245,True,11701
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,1934,4909,145.971342,4.437679089974779,3.4002201557159424,6.799373626708984,-2.3433239459991455,0.7481276988983154,True,11785
