split,log_id,segment_id,sample_in_segment,sample_in_log,timestamp_s,phase,frequency,airspeed,wind_n,wind_e,airdata_valid,point_index
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2019,4994,147.667961,0.671632391132583,3.6382503509521484,9.640141487121582,-2.4201982021331787,0.6535150408744812,True,11870
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2104,5079,149.37456,1.8964715436760642,3.791719436645508,7.140713214874268,-2.4898080825805664,0.5575516819953918,True,11955
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2188,5163,151.05121499999998,1.617674464400551,3.6329104900360107,8.326897621154785,-2.566530466079712,0.4779426157474518,True,12039
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2273,5248,152.74783,4.258942091454699,4.119122505187988,8.536922454833984,-2.6111843585968018,0.5016759634017944,True,12124
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2358,5333,154.44444199999998,3.3748220943445304,3.7911734580993652,8.470690727233887,-2.681490659713745,0.375724732875824,True,12209
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2442,5417,156.131073,1.7774716354129154,3.5343728065490723,9.539576530456543,-2.7505266666412354,0.23024070262908936,True,12293
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2527,5502,157.82768299999998,4.632861819752982,3.8694519996643066,8.113591194152832,-2.8859896659851074,0.18554550409317017,True,12378
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2612,5587,159.534272,4.863381620398712,4.1476287841796875,7.511737823486328,-2.9982359409332275,0.13497944176197052,True,12463
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2697,5672,161.23087999999998,6.205631944924384,4.255815505981445,8.69935417175293,-3.02905535697937,0.05325956270098686,True,12548
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2781,5756,162.907526,5.156653094831327,4.091247081756592,7.783382892608643,-3.024092435836792,0.03711223602294922,True,12632
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2866,5841,164.604131,0.22929472359960812,4.277504920959473,8.976953506469727,-3.064436197280884,0.025338413193821907,True,12717
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,2951,5926,166.310714,4.411313795472154,3.8218228816986084,8.211621284484863,-2.9011423587799072,-0.09071294218301773,True,12802
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3035,6010,167.987356,3.328199465231954,4.00396203994751,8.920805931091309,-2.63691782951355,-0.05515517666935921,True,12886
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3120,6095,169.693938,0.2974232506935408,3.889694929122925,9.387091636657715,-2.4156954288482666,0.007643735036253929,True,12971
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3205,6180,171.390537,5.950882590155395,3.530646324157715,8.804895401000977,-2.1302549839019775,-0.0024753266479820013,True,13056
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3289,6264,173.067175,3.3608878846753,3.246591091156006,8.991209983825684,-1.8684710264205933,-0.03678158298134804,True,13140
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3374,6349,174.773751,1.7063217061789473,3.3853847980499268,7.37793493270874,-1.7020421028137207,-0.006507328245788813,True,13225
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3459,6434,176.470347,0.4615752410392773,3.6353583335876465,8.042892456054688,-1.5987826585769653,0.0776929259300232,True,13310
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3543,6518,178.14698099999998,0.4559854955551188,3.1123995780944824,8.588556289672852,-1.6354306936264038,0.25971198081970215,True,13394
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3628,6603,179.843574,5.665489641513602,4.0521063804626465,7.179800987243652,-1.6705209016799927,0.37072136998176575,True,13479
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3713,6688,181.55014599999998,4.787382143747685,3.7610535621643066,9.800314903259277,-1.7253082990646362,0.4591867923736572,True,13564
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3797,6772,183.226776,1.3386402489994538,4.0163679122924805,8.582269668579102,-1.8074779510498047,0.5125847458839417,True,13648
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3882,6857,184.933346,3.2745763958550427,4.324151039123535,8.733354568481445,-1.9728418588638306,0.5449193120002747,True,13733
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3967,6942,186.629934,2.2872741519372823,4.147050857543945,7.107695579528809,-2.1392030715942383,0.5134637355804443,True,13818
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,102,7079,189.364435,5.31485774144587,4.189562797546387,8.769533157348633,-2.3219478130340576,0.48554977774620056,True,13903
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,186,7163,191.051042,4.276740180490933,3.828002691268921,9.507062911987305,-2.396301031112671,0.5448797345161438,True,13987
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,271,7248,192.747627,5.529896265428732,4.082766056060791,7.786242485046387,-2.432790756225586,0.6363017559051514,True,14072
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,356,7333,194.45419099999998,1.153748317935225,3.918893814086914,8.239683151245117,-2.4067203998565674,0.646851658821106,True,14157
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,440,7417,196.13081599999998,2.793255973628348,3.679370164871216,8.397123336791992,-2.4601399898529053,0.6097683906555176,True,14241
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,525,7502,197.827398,5.205854674015427,3.9923243522644043,9.697102546691895,-2.57226824760437,0.5423210859298706,True,14326
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,610,7587,199.523979,4.895954881084307,3.540261745452881,8.147263526916504,-2.692934513092041,0.4902913272380829,True,14411
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,694,7671,201.21058,2.1506754095934824,3.8541150093078613,8.197206497192383,-2.7037014961242676,0.4511805474758148,True,14495
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,779,7756,202.90716,2.728950414237289,4.360583305358887,7.671812057495117,-2.7042880058288574,0.415154367685318,True,14580
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,864,7841,204.613719,1.322518780559328,3.224201202392578,7.397943019866943,-2.6792495250701904,0.2851901948451996,True,14665
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,76,7977,207.328243,2.558113154963742,3.830897808074951,8.741186141967773,-2.4185855388641357,0.15952233970165253,True,14749
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,161,8062,209.0348,5.692599679823836,3.964056968688965,7.53114128112793,-2.3240418434143066,0.06775958836078644,True,14834
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,246,8147,210.73137499999999,1.0650200104522156,3.372877597808838,8.797893524169922,-2.18635892868042,-0.035778358578681946,True,14919
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,330,8231,212.40798999999998,1.7714265582628173,3.413022994995117,7.498967170715332,-2.1464896202087402,-0.06299737095832825,True,15003
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,415,8316,214.104562,3.4768777551490047,3.8134686946868896,7.290808200836182,-2.0520846843719482,-0.20502091944217682,True,15088
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,500,8401,215.811114,4.524833056021549,3.577897548675537,8.410282135009766,-1.8810569047927856,-0.31496092677116394,True,15173
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,585,8486,217.50768599999998,4.689920711272649,3.5591483116149902,8.020468711853027,-1.7964173555374146,-0.3970380127429962,True,15258
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,669,8570,219.184296,4.609077748191908,3.5904242992401123,8.053936004638672,-1.6970245838165283,-0.30994105339050293,True,15342
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,754,8655,220.89084499999998,5.086621417743558,3.694542169570923,7.945191383361816,-1.6454803943634033,-0.1771014928817749,True,15427
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,839,8740,222.587413,5.100426831433964,3.6192901134490967,8.913666725158691,-1.6127569675445557,-0.037738896906375885,True,15512
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,923,8824,224.274,1.8411051828436058,2.9041857719421387,6.967474460601807,-1.6430704593658447,0.13832998275756836,True,15596
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1008,8909,225.970566,3.589349222528959,3.3394064903259277,8.473915100097656,-1.7623565196990967,0.16549229621887207,True,15681
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1093,8994,227.66713199999998,5.378323096480443,3.3276023864746094,8.008196830749512,-1.8691320419311523,0.1217995136976242,True,15766
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1177,9078,229.34373599999998,0.15950851649525077,3.1746952533721924,6.671534538269043,-1.9190270900726318,0.1293012499809265,True,15850
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1262,9163,231.050279,2.1787029298474963,3.053030014038086,8.537951469421387,-1.936905026435852,0.15822745859622955,True,15935
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1347,9248,232.746841,5.392639148346092,3.4231150150299072,8.925511360168457,-1.9508404731750488,0.17426735162734985,True,16020
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1431,9332,234.43342299999998,1.182178893840458,2.782614231109619,7.416440486907959,-1.9619765281677246,0.14450716972351074,True,16104
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1516,9417,236.12998399999998,2.952533414984906,3.2553725242614746,7.9022440910339355,-1.9453659057617188,0.11286912113428116,True,16189
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1601,9502,237.82654399999998,3.839632387324599,3.1063380241394043,7.493273735046387,-1.8926211595535278,0.11719159036874771,True,16274
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1685,9586,239.51312299999998,1.739101040431116,2.3386006355285645,6.514744281768799,-1.8893159627914429,0.1038748174905777,True,16358
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1770,9671,241.209682,3.028385155071426,2.5347790718078613,7.910485744476318,-1.8628406524658203,0.06716357916593552,True,16443
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1855,9756,242.906239,3.4708766201557992,2.636356830596924,7.593148231506348,-1.841623067855835,0.12434130162000656,True,16528
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1940,9841,244.612775,3.988039448062473,2.4743669033050537,8.074064254760742,-1.7848972082138062,0.240801602602005,True,16613
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,25,425,75.705771,5.907693510315347,4.318673610687256,7.181758403778076,0.35448509454727173,0.32789430022239685,True,16614
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,108,508,77.362527,0.16825982444903076,4.414497375488281,7.461977958679199,0.32685646414756775,0.2943597435951233,True,16697
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,192,592,79.049221,0.6200783912754275,4.343908309936523,5.835104465484619,0.34235018491744995,0.32163435220718384,True,16781
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,276,676,80.725934,0.39539380609681274,4.370711803436279,6.974753379821777,0.3607047498226166,0.3672772943973541,True,16865
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,359,759,82.382685,0.09797737401403595,4.434621810913086,7.33601713180542,0.35888418555259705,0.38469398021698,True,16948
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,443,843,84.069375,1.4346031023789934,4.161637783050537,6.194408893585205,0.3561173975467682,0.509874701499939,True,17032
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,527,927,85.736104,1.7704386173421653,4.03145170211792,8.141758918762207,0.3858659267425537,0.5787292718887329,True,17116
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,611,1011,87.422793,2.9392962188481064,4.173646450042725,8.116216659545898,0.3986338675022125,0.6074216961860657,True,17200
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,694,1094,89.089519,3.6267659696440973,4.3599324226379395,6.9164276123046875,0.481061190366745,0.7069967985153198,True,17283
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,778,1178,90.766223,4.1307575146497655,4.382293224334717,7.997656345367432,0.39846697449684143,0.8513845801353455,True,17367
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,862,1262,92.442928,5.518780414827091,4.369046211242676,9.416031837463379,0.10850422829389572,0.9666472673416138,True,17451
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,946,1346,94.12961,1.53460863424894,4.208534240722656,8.10558795928955,-0.023006092756986618,1.0909531116485596,True,17535
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1029,1429,95.78635,2.6057146335156105,4.219658851623535,9.331357955932617,-0.1712554693222046,1.2232586145401,True,17618
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1113,1513,97.46305,5.050385805517138,4.321094512939453,8.535232543945312,-0.329017698764801,1.2852139472961426,True,17702
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1197,1597,99.139748,1.175990625866362,4.371759414672852,8.079591751098633,-0.5137649178504944,1.304856538772583,True,17786
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1281,1681,100.82642399999999,3.475973910426525,4.446719169616699,8.513312339782715,-0.8331661224365234,1.3012889623641968,True,17870
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1364,1764,102.48315799999999,5.0773435615228095,4.328545570373535,8.657005310058594,-1.0041133165359497,1.3516823053359985,True,17953
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1448,1848,104.169832,1.2097366875831312,4.336302757263184,8.11430549621582,-1.0879038572311401,1.3765665292739868,True,18037
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1532,1932,105.846524,2.8659946391431603,4.246088981628418,7.681919574737549,-1.5077797174453735,1.347432255744934,True,18121
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,90,2068,108.56116499999999,4.894075217415754,3.0347723960876465,8.625494003295898,-1.9240297079086304,1.1171303987503052,True,18205
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,173,2151,110.22787299999999,5.7520814509936,3.5074474811553955,8.173884391784668,-2.169159412384033,0.886543869972229,True,18288
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,257,2235,111.90455899999999,0.812239718913311,3.5889780521392822,9.179491996765137,-2.3770108222961426,0.6914042830467224,True,18372
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,341,2319,113.581244,1.8234677099693073,2.9308292865753174,7.97779655456543,-2.5546391010284424,0.5960063338279724,True,18456
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,424,2402,115.247947,3.6239551868106332,4.241578102111816,9.527545928955078,-2.557061195373535,0.5594375729560852,True,18539
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,508,2486,116.924629,4.223688359161358,3.517700672149658,7.689136505126953,-2.552985906600952,0.4854918420314789,True,18623
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,592,2570,118.601309,1.0961303003422316,4.320880889892578,9.441780090332031,-2.5559966564178467,0.413453072309494,True,18707
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,676,2654,120.28796799999999,3.6338277774045693,3.5849037170410156,8.842926025390625,-2.6132798194885254,0.28658780455589294,True,18791
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,759,2737,121.94468599999999,0.16413911074785403,4.368550777435303,9.123918533325195,-2.6159825325012207,0.0983370840549469,True,18874
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,843,2821,123.63134199999999,5.8102987486999496,4.3433661460876465,8.481921195983887,-2.575143575668335,-0.1320844143629074,True,18958
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,927,2905,125.30801799999999,5.311560564386376,4.0538434982299805,8.976757049560547,-2.416621685028076,-0.3135339915752411,True,19042
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1011,2989,126.984692,1.8063787564404805,3.3926384449005127,8.26801872253418,-2.2015068531036377,-0.29360684752464294,True,19126
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1094,3072,128.641405,5.879908429551044,3.6780123710632324,7.40971040725708,-2.0230515003204346,-0.2527463138103485,True,19209
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1178,3156,130.328057,1.8070303125690117,3.1984617710113525,9.996346473693848,-1.905851125717163,-0.28046727180480957,True,19293
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1262,3240,132.004726,0.30335847245027026,3.932762861251831,8.51357364654541,-1.8199342489242554,-0.1939529925584793,True,19377
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1346,3324,133.68139499999998,6.12031900375252,3.651455879211426,7.614736080169678,-1.745981216430664,-0.04396169260144234,True,19461
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1429,3407,135.348082,4.807883433093757,3.431776285171509,8.543079376220703,-1.7692492008209229,0.15954725444316864,True,19544
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1513,3491,137.024748,2.4066740853579773,4.212815761566162,8.106451988220215,-1.8243521451950073,0.16943393647670746,True,19628
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1597,3575,138.701412,1.8051415574196668,3.3789398670196533,8.892889022827148,-1.8365919589996338,0.32739946246147156,True,19712
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1681,3659,140.388056,1.0722333428936608,3.8598029613494873,8.727078437805176,-1.83344304561615,0.4481123685836792,True,19796
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1764,3742,142.044758,3.9607892494219143,3.6990137100219727,9.232657432556152,-1.8492696285247803,0.5508836507797241,True,19879
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1848,3826,143.73139899999998,5.544826749876329,4.143982410430908,8.245491027832031,-1.9027222394943237,0.5843778252601624,True,19963
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,1932,3910,145.40805899999998,0.1535361711914831,4.120390892028809,9.021181106567383,-2.0440707206726074,0.5597223043441772,True,20047
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2015,3993,147.064757,0.8376382859511082,3.710381269454956,8.653848648071289,-2.152364730834961,0.6236060261726379,True,20130
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2099,4077,148.741414,2.5275733554978714,3.499685287475586,9.041925430297852,-2.194056272506714,0.653327226638794,True,20214
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2183,4161,150.42804999999998,1.171886579880102,3.494502067565918,7.310572147369385,-2.1130216121673584,0.6290847063064575,True,20298
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2267,4245,152.104705,4.3046275404146215,4.059058666229248,8.301068305969238,-2.09287691116333,0.6203467845916748,True,20382
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2350,4328,153.76139899999998,3.099253248398817,2.9812347888946533,8.459028244018555,-2.0988242626190186,0.5689975023269653,True,20465
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2434,4412,155.44803199999998,5.028066219998593,3.423208236694336,8.796686172485352,-2.083096981048584,0.536426842212677,True,20549
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2518,4496,157.124684,4.8053741843758,2.847245693206787,8.199620246887207,-2.096118927001953,0.5058562159538269,True,20633
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2602,4580,158.801335,1.194612251544335,3.4495534896850586,8.275463104248047,-2.1797375679016113,0.40384724736213684,True,20717
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2685,4663,160.46800399999998,0.8581410905440165,3.6158905029296875,9.229552268981934,-2.2248291969299316,0.18906278908252716,True,20800
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2769,4747,162.144653,0.5565812160579142,4.046769142150879,8.393017768859863,-2.2399914264678955,0.005503091961145401,True,20884
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2853,4831,163.821301,1.855509876647595,3.658229351043701,8.100098609924316,-2.279921531677246,-0.13134627044200897,True,20968
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,2937,4915,165.507927,2.2655583922724887,3.159278154373169,6.330581188201904,-2.2373046875,-0.345332533121109,True,21052
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3020,4998,167.164613,5.157217524268582,4.0317206382751465,7.667354583740234,-2.2175283432006836,-0.4914033114910126,True,21135
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3104,5082,168.851237,1.672788536639061,3.1849873065948486,8.146652221679688,-2.1381311416625977,-0.5862287878990173,True,21219
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3188,5166,170.52788099999998,0.24068483387409856,3.96171498298645,8.411759376525879,-2.0972843170166016,-0.6522876620292664,True,21303
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3272,5250,172.204524,3.0537935712138875,3.42990779876709,7.74744987487793,-2.0339317321777344,-0.7312082648277283,True,21387
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3355,5333,173.86120699999998,5.026245650955751,3.36010479927063,7.167446136474609,-1.982794165611267,-0.8514506816864014,True,21470
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3439,5417,175.54782799999998,2.2790266635474694,3.9033284187316895,10.71224308013916,-1.9142041206359863,-0.7936029434204102,True,21554
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3523,5501,177.224468,5.122197897607606,3.985433340072632,7.285866737365723,-1.8924027681350708,-0.7774979472160339,True,21638
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3606,5584,178.881146,1.513322447054776,4.405238151550293,8.162434577941895,-1.8885585069656372,-0.7143538594245911,True,21721
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3690,5668,180.56776399999998,1.641047904076224,4.013335227966309,7.1965718269348145,-1.9256367683410645,-0.6247050762176514,True,21805
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3774,5752,182.24440099999998,0.9305145815777252,4.108429431915283,7.5768585205078125,-2.003828525543213,-0.4913952946662903,True,21889
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3858,5836,183.92103799999998,5.877284779698755,4.273036003112793,6.924713134765625,-1.9740352630615234,-0.32717305421829224,True,21973
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3941,5919,185.587694,2.705117854778358,3.4158401489257812,7.890083312988281,-2.017864942550659,-0.12664642930030823,True,22056
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,74,6055,188.302245,4.579394820797496,3.8242950439453125,9.156182289123535,-2.0780134201049805,0.07252170145511627,True,22140
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,158,6139,189.988859,3.506101562759703,3.252488374710083,9.427997589111328,-2.084381103515625,0.12423495203256607,True,22224
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,242,6223,191.665492,1.3940035793382393,3.7202157974243164,9.690783500671387,-2.1225078105926514,0.29612997174263,True,22308
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,325,6306,193.322164,3.4638898171129924,4.047734260559082,8.41003131866455,-2.1099820137023926,0.38933780789375305,True,22391
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,409,6390,195.00877499999999,2.634852072058223,3.870128870010376,8.758720397949219,-2.1182918548583984,0.39806923270225525,True,22475
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,493,6474,196.685405,2.6415517358307525,3.9640026092529297,8.346031188964844,-2.109893560409546,0.32102811336517334,True,22559
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,577,6558,198.362035,3.9623969262876457,3.717292070388794,6.788478374481201,-2.0875368118286133,0.28896722197532654,True,22643
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,660,6641,200.028687,6.13953839429724,3.821960687637329,8.647168159484863,-2.0842511653900146,0.32042089104652405,True,22726
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,744,6725,201.70531499999998,5.096113681387912,3.751448392868042,9.305213928222656,-2.103419065475464,0.35430842638015747,True,22810
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,828,6809,203.38194299999998,0.8275384083357977,3.9141368865966797,9.27810287475586,-2.064026355743408,0.39952972531318665,True,22894
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,912,6893,205.06855199999998,1.8211872635195618,3.283681631088257,8.116148948669434,-1.9998579025268555,0.3905055820941925,True,22978
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,98,7028,207.763131,2.4970373441493194,3.4933297634124756,8.452491760253906,-1.7494995594024658,0.17590002715587616,True,23061
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,182,7112,209.449737,0.9058933361538379,3.4096627235412598,6.7054009437561035,-1.6440553665161133,0.16238301992416382,True,23145
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,266,7196,211.126362,3.937709010004319,3.4725148677825928,8.323783874511719,-1.6103147268295288,0.16535581648349762,True,23229
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,349,7279,212.783027,2.9759379172195892,3.6300902366638184,9.861440658569336,-1.6090127229690552,0.1732928454875946,True,23312
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,433,7363,214.46963,4.011092413037012,3.784320116043091,7.694878101348877,-1.6302680969238281,0.19062195718288422,True,23396
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,517,7447,216.146254,5.058659810725793,3.7241950035095215,8.826851844787598,-1.592220664024353,0.17020902037620544,True,23480
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,601,7531,217.82287599999998,0.053068489044321154,3.856518507003784,7.1166768074035645,-1.5377302169799805,0.09016932547092438,True,23564
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,684,7614,219.489518,1.2443540162158513,3.6881651878356934,6.897452354431152,-1.5117628574371338,0.09678445756435394,True,23647
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,768,7698,221.166138,2.7360705589998844,3.5934555530548096,7.231404781341553,-1.5093327760696411,0.21763277053833008,True,23731
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,852,7782,222.842758,4.462080624611474,3.808574914932251,8.187409400939941,-1.536967158317566,0.2571812570095062,True,23815
