model,seed,scope,log_id,trained_target,evaluation_target,signal,n,rmse,r2,pred_std,truth_std
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D0_raw,angular,2063,19.938386676874302,0.770396342409953,35.363738651768706,41.61027760534045
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D1_lp12,linear,2856,2.9880525780363443,0.9233209143068705,10.563028058060983,10.790703817054284
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D1_lp12,angular,2856,20.16216680569257,-0.0838508929629993,29.21876205467415,19.366557675428158
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D1_lp12,linear,2885,2.789295793409478,0.937220328226298,11.189905826551986,11.132303845460447
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D1_lp12,angular,2885,20.72798910951271,-0.06692009800986898,29.86373558172439,20.0674053706344
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D1_lp12,linear,2852,2.808025002220515,0.9315809826440339,10.575945510124107,10.735259676956188
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D1_lp12,angular,2852,19.107106981803817,-0.012895751884179463,26.938717452410177,18.985085633992103
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D1_lp12,linear,2245,3.4445553502332036,0.9107086989229705,11.81767457537599,11.527326444241504
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D1_lp12,angular,2245,27.77950934087222,0.5873880125985952,53.44106827183804,43.24676736489183
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D1_lp12,linear,1895,3.006785002555292,0.9302486247650966,12.007466154914447,11.384815267047095
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D1_lp12,angular,1895,20.037722976088997,0.2958662169944518,32.84139924245085,23.879255227577815
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D1_lp12,linear,2063,3.0635198921402007,0.9225070398403361,11.19598549191418,11.004988149334295
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D1_lp12,angular,2063,21.540068445574047,0.3439890358099341,35.363738651768706,26.594481651715807
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment2,linear,2856,4.110152654965346,0.8572895410541036,10.563028058060983,10.880028948330295
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment2,angular,2856,19.495534674983322,0.3946662955110182,29.21876205467415,25.05749904974882
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment2,linear,2885,4.122170880741143,0.8635381639093369,11.189905826551986,11.158874310794994
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment2,angular,2885,20.193223880371278,0.3807168310028317,29.86373558172439,25.660258189952813
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment2,linear,2852,4.061362333465329,0.8572389716107205,10.575945510124107,10.748971287678547
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment2,angular,2852,18.919090552261473,0.37434088847065605,26.938717452410177,23.918358392329555
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment2,linear,2245,4.781304664429705,0.8317109759475441,11.81767457537599,11.65516756934095
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment2,angular,2245,30.412933117744682,0.5889309643561047,53.44106827183804,47.43522061733793
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment2,linear,1895,4.702633672518125,0.8353262714117677,12.007466154914447,11.588547086245706
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment2,angular,1895,21.278639985159177,0.38808795419315945,32.84139924245085,27.20190787646453
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment2,linear,2063,4.559719032293022,0.833420790988949,11.19598549191418,11.171916593112801
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment2,angular,2063,21.86119191238183,0.5419471759010861,35.363738651768706,32.301006431161404
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment5,linear,2856,9.352294138385702,-0.168119129084213,10.563028058060983,8.653157116818344
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment5,angular,2856,26.408433701806207,-3.7349083317305007,29.21876205467415,12.136315444540678
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment5,linear,2885,10.070393566040602,-0.354980252447731,11.189905826551986,8.651271884425523
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment5,angular,2885,26.71104131016893,-3.3874479836657,29.86373558172439,12.752191581366901
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment5,linear,2852,9.49572302540424,-0.2555226160546147,10.575945510124107,8.474532867443882
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment5,angular,2852,24.481800503666314,-3.3812683299803528,26.938717452410177,11.696163442869185
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment5,linear,2245,11.009399660323684,-0.6222770112637244,11.81767457537599,8.64372876765156
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment5,angular,2245,51.82683939876787,-3.7283334548255542,53.44106827183804,23.834205327908503
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment5,linear,1895,11.245235759563265,-0.7357080702464807,12.007466154914447,8.535524703293044
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment5,angular,1895,31.86684477118891,-4.693878839431503,32.84139924245085,13.35472514184196
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment5,linear,2063,10.389980245341134,-0.4782735622218941,11.19598549191418,8.545496819012984
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment5,angular,2063,32.887146122012425,-2.751654021612329,35.363738651768706,16.979105136540745
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment10,linear,2856,12.07905939348523,-7.9150112817016804,10.563028058060983,4.045499652238208
B0,415,fit,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment10,angular,2856,28.008780034770336,-22.42155577793632,29.21876205467415,5.787437620162889
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment10,linear,2885,12.54918166989512,-10.718169758519764,11.189905826551986,3.665941360766798
B0,415,fit,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment10,angular,2885,28.877233270868096,-24.164113782246954,29.86373558172439,5.756582869851378
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment10,linear,2852,12.011979526961838,-8.77812438147873,10.575945510124107,3.841375875849952
B0,415,fit,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment10,angular,2852,26.001727935255666,-20.933507132832823,26.938717452410177,5.551983537491707
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment10,linear,2245,12.65452322854125,-11.461230989517835,11.81767457537599,3.5848031630584427
B0,415,fit,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment10,angular,2245,53.49080355787195,-40.298659764960924,53.44106827183804,8.323598879149774
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment10,linear,1895,13.10254925345902,-18.738685245454825,12.007466154914447,2.94914883045447
B0,415,fit,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment10,angular,1895,33.141686556321716,-39.364858077114896,32.84139924245085,5.216424075511378
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment10,linear,2063,12.559367950431497,-11.477086392542649,11.19598549191418,3.555586044995011
B0,415,fit,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment10,angular,2063,35.55973190797993,-25.599066858546024,35.363738651768706,6.894857225976032
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D0_raw,linear,2369,3.376428659128218,0.8625554165390359,8.113153941569907,9.107386407484157
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D0_raw,angular,2369,19.544662959860368,0.46124097822280896,20.186318855735877,26.627531538136363
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D0_raw,linear,2416,3.468651425427366,0.8707625977241681,9.022010864070824,9.648649904836759
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D0_raw,angular,2416,21.294197396600595,0.507193964669593,22.640259295606974,30.33355188481677
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D0_raw,linear,2387,3.5675374868227854,0.8678374124954875,9.132616603957851,9.813281994062665
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D0_raw,angular,2387,21.383841396006705,0.5359983843809154,23.14892334735626,31.39250544325042
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D0_raw,linear,1867,5.16722865281282,0.7547192970237202,10.437608619829037,10.433403141953598
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D0_raw,angular,1867,29.86329308313529,0.6784138433704798,46.920757471451196,52.660990544653785
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D0_raw,linear,1567,3.8079019542231864,0.8688857547390019,10.051301821506366,10.516247967262531
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D0_raw,angular,1567,21.924947183714043,0.5953527628195273,28.60870362045337,34.466744605087925
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D0_raw,linear,1712,4.0222622474077285,0.8355067481230006,9.478351403686531,9.917365964642132
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D0_raw,angular,1712,23.201079020071994,0.5146532659263239,27.29192770827904,33.302905685624744
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D1_lp12,linear,2369,3.048133840219501,0.8806462111948794,8.113153941569907,8.822992854601026
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,D1_lp12,angular,2369,14.724381335683594,0.22483525468885557,20.186318855735877,16.72399580927338
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D1_lp12,linear,2416,3.1549160535851786,0.8853978403133137,9.022010864070824,9.319474126780843
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,D1_lp12,angular,2416,16.38151887288523,0.17283790220496886,22.640259295606974,18.011872062084187
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D1_lp12,linear,2387,3.221664104397648,0.8839751153107633,9.132616603957851,9.458117074646985
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,D1_lp12,angular,2387,16.156022442531654,0.1710026955588393,23.14892334735626,17.744259843655
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D1_lp12,linear,1867,4.874376562875992,0.7575398589663052,10.437608619829037,9.899172682520943
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,D1_lp12,angular,1867,26.02469101804617,0.5865172110101653,46.920757471451196,40.47220474862842
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D1_lp12,linear,1567,3.2673371505223576,0.8931067410142172,10.051301821506366,9.993527037030502
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,D1_lp12,angular,1567,16.598914054149784,0.5100469060569653,28.60870362045337,23.71386941483712
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D1_lp12,linear,1712,3.6110575824230997,0.8542004252083196,9.478351403686531,9.45706306349183
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,D1_lp12,angular,1712,17.388656654034637,0.46006917114381374,27.29192770827904,23.664480204155677
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment2,linear,2369,3.2624067476960605,0.8631270613297692,8.113153941569907,8.8181871327938
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment2,angular,2369,14.673798621646222,0.43040849601187536,20.186318855735877,19.44288929142176
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment2,linear,2416,3.5322322512256927,0.8565931592122674,9.022010864070824,9.327479802417109
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment2,angular,2416,15.991277349558509,0.452737800625303,22.640259295606974,21.616502622271845
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment2,linear,2387,3.6688055683107184,0.8498235009688605,9.132616603957851,9.46724701543783
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment2,angular,2387,15.782214647682963,0.4764158864542489,23.14892334735626,21.810956688234665
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment2,linear,1867,5.2621457232602635,0.7187430216935404,10.437608619829037,9.922274038265163
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment2,angular,1867,24.98231210684234,0.6584313693447921,46.920757471451196,42.74581879754368
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment2,linear,1567,3.83726614749054,0.8534744194760382,10.051301821506366,10.02455716984685
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment2,angular,1567,16.7124129293919,0.5843681435287065,28.60870362045337,25.922969215040595
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment2,linear,1712,4.147848162412418,0.8094551611524041,9.478351403686531,9.50220192641931
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment2,angular,1712,18.444087769704247,0.4908113108855654,27.29192770827904,25.84745609459012
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment5,linear,2369,6.302443723255534,0.28846445750620064,8.113153941569907,7.471549482122104
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment5,angular,2369,19.022058096922105,-2.7194689607364775,20.186318855735877,9.86318171243345
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment5,linear,2416,7.246799578755378,0.13263532856399607,9.022010864070824,7.781178639757807
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment5,angular,2416,20.423718100715874,-2.3524983577520557,22.640259295606974,11.154510601254426
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment5,linear,2387,7.469901037062314,0.09802009165787251,9.132616603957851,7.865320358691135
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment5,angular,2387,21.26777362917707,-3.2785370518594856,23.14892334735626,10.281923788025287
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment5,linear,1867,9.194656378626611,-0.3574927254497451,10.437608619829037,7.89163059773828
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment5,angular,1867,43.15122925137487,-2.4076625638486187,46.920757471451196,23.37571374920203
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment5,linear,1567,8.45655961667319,-0.11658902223150358,10.051301821506366,8.00289350971878
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment5,angular,1567,27.209697683006656,-2.992704356186904,28.60870362045337,13.617272855720367
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment5,linear,1712,8.013786879454262,-0.066512781754829,9.478351403686531,7.759875548624895
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment5,angular,1712,25.54652612265515,-1.9872114044726037,27.29192770827904,14.78083172664192
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment10,linear,2369,9.291844005912594,-3.7394479248100945,8.113153941569907,4.268133866410001
B0,415,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,D0_raw,increment10,angular,2369,19.16011049341205,-12.04842038302617,20.186318855735877,5.304189594995955
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment10,linear,2416,10.280600972247198,-4.66194028680089,9.022010864070824,4.320518414837748
B0,415,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,D0_raw,increment10,angular,2416,21.112421993853197,-11.377223531872913,22.640259295606974,6.001038883641351
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment10,linear,2387,10.49189266957276,-5.122917516034239,9.132616603957851,4.240085701233048
B0,415,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,D0_raw,increment10,angular,2387,21.631810313729964,-14.731966710808782,23.14892334735626,5.4538269873726675
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment10,linear,1867,11.7154960778639,-7.2402592123227105,10.437608619829037,4.081222255481412
B0,415,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,D0_raw,increment10,angular,1867,45.883470349133674,-17.923569077404565,46.920757471451196,10.547626264178039
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment10,linear,1567,11.444665213281448,-7.823323379889132,10.051301821506366,3.852893411312317
B0,415,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,D0_raw,increment10,angular,1567,27.990837749938567,-15.90772862960365,28.60870362045337,6.807274481247533
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment10,linear,1712,10.795543180591261,-5.855105229932063,9.478351403686531,4.123228811854165
B0,415,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,D0_raw,increment10,angular,1712,26.79528635228387,-11.259943341139458,27.29192770827904,7.652690881017141
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,D0_raw,linear,7841,4.269172859454912,0.8543080453905353,10.332489425327038,11.184741594773392
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,D0_raw,angular,7841,23.493704633121247,0.3961857916393422,23.034196924000344,30.234294589199735
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,D0_raw,linear,7391,3.9663401481863767,0.8591938874119017,9.782929674144306,10.570102572435538
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,D0_raw,angular,7391,22.387198310491033,0.36863622645320193,22.493550692489674,28.174739980442595
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,D0_raw,linear,9475,4.245724111321972,0.8441775090049434,10.009758379120127,10.755650925584385
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,D0_raw,angular,9475,22.971324359541317,0.38594738707954157,22.37562954494519,29.31455070801078
B0,415,validation_unknown_offset,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,D0_raw,linear,7586,5.07014087126617,0.7858728567583606,10.259918359519405,10.956810857480207
B0,415,validation_unknown_offset,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,D0_raw,angular,7586,23.038924481268868,0.43691870380510556,22.283078805971172,30.702705746164547
B0,415,validation_unknown_offset,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,D0_raw,linear,7792,4.643142089318379,0.8136690650816658,10.043381386190644,10.756463122262414
B0,415,validation_unknown_offset,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,D0_raw,angular,7792,23.60950673386031,0.4729901274824716,24.020922087008525,32.52202191378235
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,D1_lp12,linear,7841,3.889314286980067,0.8651909767557078,10.332489425327038,10.592867937913983
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,D1_lp12,angular,7841,18.56500621144206,0.14787203925335413,23.034196924000344,20.111417921676075
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,D1_lp12,linear,7391,3.598290146034923,0.8723771916716766,9.782929674144306,10.072378353240852
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,D1_lp12,angular,7391,18.069256827881954,0.14526918052647975,22.493550692489674,19.544546999713607
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,D1_lp12,linear,9475,3.853249454251247,0.8564225156039273,10.009758379120127,10.169133661021165
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,D1_lp12,angular,9475,18.05495672037571,0.1579581332079515,22.37562954494519,19.675673581150825
B0,415,validation_unknown_offset,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,D1_lp12,linear,7586,4.721418523812187,0.7971204865957946,10.259918359519405,10.482223183660247
B0,415,validation_unknown_offset,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,D1_lp12,angular,7586,17.51597203861594,0.3080808101151715,22.283078805971172,21.057487687681643
B0,415,validation_unknown_offset,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,D1_lp12,linear,7792,4.288972093682477,0.8255333300755585,10.043381386190644,10.268263022908071
B0,415,validation_unknown_offset,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,D0_raw,D1_lp12,angular,7792,17.798567984556016,0.34275368251864347,24.020922087008525,21.9543700958423
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,increment2,linear,7841,5.020053336629002,0.7802834589176436,10.332489425327038,10.709691347861718
B0,415,validation_unknown_offset,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,D0_raw,increment2,angular,7841,18.702038908651804,0.3195125128462579,23.034196924000344,22.67142844401496
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,increment2,linear,7391,4.7325933197622545,0.7816024859098509,9.782929674144306,10.126872473970925
B0,415,validation_unknown_offset,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,D0_raw,increment2,angular,7391,17.688656647633753,0.3198568369939716,22.493550692489674,21.448389293460014
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,increment2,linear,9475,4.827361790675567,0.7810984667251892,10.009758379120127,10.31776059953673
B0,415,validation_unknown_offset,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,D0_raw,increment2,angular,9475,18.2653324740962,0.3227985735744022,22.37562954494519,22.195689959539724
B0,415,validation_unknown_offset,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,D0_raw,increment2,linear,7586,5.358986196772432,0.7407184473320464,10.259918359519405,10.524387474646558
