split,log_id,topic,instance,field,rate_hz,max_gap_s,core_fresh_finite_fraction,count,mean,std,min,p1,median,p99,max
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,windspeed_east,20.039276982886456,3.004234,0.9988512349224583,8695,0.28924437412447734,0.3895707173564209,-0.5012706518173218,-0.4455588161945343,0.23207716643810272,1.2362667322158813,1.2482894659042358
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,variance_north,20.039276982886456,3.004234,0.9988512349224583,8695,0.052089560906766405,0.009938340624471258,0.04164499789476395,0.04275413975119591,0.04750114306807518,0.081069715321064,0.08206675946712494
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,variance_east,20.039276982886456,3.004234,0.9988512349224583,8695,0.04890992282694307,0.006910244752891366,0.029865164309740067,0.03295265421271324,0.04635084420442581,0.06895747154951096,0.06997962296009064
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,tas_innov,20.039276982886456,3.004234,0.9988512349224583,8695,-0.5995141089133931,1.0181143820286571,-4.542538166046143,-2.7565970420837402,-0.6510748863220215,1.8457541465759277,2.8780455589294434
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,tas_innov_var,20.039276982886456,3.004234,0.9988512349224583,8695,5.293403785238326,0.015550682902307338,5.259601593017578,5.276137351989746,5.2874603271484375,5.32990837097168,5.332637310028076
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,beta_innov,20.039276982886456,3.004234,0.9988512349224583,8695,0.09136172755824347,0.006257381603149962,0.09055735915899277,0.09067784994840622,0.09109272807836533,0.09231461584568024,0.27370384335517883
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wind,0,beta_innov_var,20.039276982886456,3.004234,0.9988512349224583,8695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,encoder_total_count,100.0,0.010079999999999999,1.0,8705,11568324.664905228,6232714.113314194,349428.0,570734.4,11617554.0,21598267.24,21733927.0
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,phase_rad,100.0,0.010079999999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,phase_unwrapped_rad,100.0,0.010079999999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,phase_sin,100.0,0.010079999999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,phase_cos,100.0,0.010079999999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,flap_frequency_hz,100.0,0.010079999999999999,1.0,8705,3.789879108831021,0.5581033637523426,0.8962318897247314,2.051608152389526,3.830111503601074,4.659719371795653,4.840291976928711
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,encoder_position_raw,100.0,0.010079999999999999,1.0,8705,2054.6484778862723,1187.552215767503,0.0,38.0,2048.0,4055.0,4095.0
train,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,wing_phase,0,phase_valid,100.0,0.010079999999999999,1.0,8705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[0],50.09769049646811,0.08233599999999999,1.0,8594,0.6611087944966321,0.0962140621277498,0.0805288776755333,0.38341349363327026,0.6670763790607452,0.8164095717668531,0.9006837010383606
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[1],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[2],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[3],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[4],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[5],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[6],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[7],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[8],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[9],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[10],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,control[11],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_motors,0,reversible_flags,50.09769049646811,0.08233599999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,noutputs,10.019437709155762,0.10979399999999999,1.0,8594,8.0,0.0,8.0,8.0,8.0,8.0,8.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[0],10.019437709155762,0.10979399999999999,1.0,8594,1603.5301373050966,180.43353999966718,1000.0,1173.51,1605.0,1932.0,1992.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[1],10.019437709155762,0.10979399999999999,1.0,8594,1669.63043984175,194.3326844855484,1144.0,1307.8600000000001,1647.0,2143.1399999999994,2200.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[2],10.019437709155762,0.10979399999999999,1.0,8594,1628.8427973004423,76.78843587420322,1234.0,1408.0,1634.0,1753.0,1816.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[3],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[4],10.019437709155762,0.10979399999999999,1.0,8594,1337.679660228066,40.85467969227825,1207.0,1247.0,1335.0,1430.0699999999997,1551.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[5],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[6],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[7],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[8],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[9],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[10],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[11],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[12],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[13],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[14],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,0,output[15],10.019437709155762,0.10979399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,noutputs,0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[0],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[1],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[2],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[3],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[4],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[5],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[6],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[7],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[8],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[9],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[10],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[11],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[12],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[13],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[14],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,1,output[15],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,noutputs,0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[0],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[1],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[2],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[3],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[4],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[5],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[6],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[7],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[8],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[9],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[10],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[11],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[12],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[13],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[14],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_outputs,2,output[15],0.0,0.0,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[0],50.09769049646811,0.08233599999999999,1.0,8594,-0.0064447888175566525,0.30033194904468236,-0.7163007259368896,-0.5554600644111634,-0.013883905950933695,0.7127761864662163,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[1],50.09769049646811,0.08233599999999999,1.0,8594,0.11695099449255027,0.3239312318822439,-0.777135968208313,-0.4838589686155319,0.08504272624850273,0.9094086557626717,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[2],50.09769049646811,0.08233599999999999,1.0,8594,-0.07537335122228607,0.08166284480556839,-0.6707764267921448,-0.25798349946737287,-0.07040363922715187,0.10764260061085199,0.1927245557308197
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[3],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[4],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[5],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[6],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,actuator_servos,0,control[7],50.09769049646811,0.08233599999999999,0.0,0,,,,,,,
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed,0,device_id,16.69978791269351,0.065053,1.0,8594,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed,0,indicated_airspeed_m_s,16.69978791269351,0.065053,1.0,8594,7.817488275067818,0.8873272666359713,-1.679000735282898,5.608491816520691,7.876210927963257,9.653439512252785,10.530648231506348
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed,0,true_airspeed_m_s,16.69978791269351,0.065053,1.0,8594,8.077499796158495,0.9184347102395585,-1.7346447706222534,5.787307868003845,8.134886741638184,9.980712699890116,10.877659797668457
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed,0,confidence,16.69978791269351,0.065053,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,device_id,50.09769049646811,0.044798,1.0,8594,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,differential_pressure_pa,50.09769049646811,0.044798,1.0,8594,37.912876118289226,8.300070664737293,-1.499604344367981,18.79963274002075,37.87804412841797,58.34369472503661,73.48014068603516
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,indicated_airspeed_m_s,50.09769049646811,0.044798,1.0,8594,7.815636842312412,0.9035273469762998,-1.5647151470184326,5.540150356292725,7.863949537277222,9.759867544174194,10.952971458435059
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,measured_source_rate_hz,50.09769049646811,0.044798,1.0,8594,50.11035439533662,0.021138404858339135,49.954627990722656,50.06462451934814,50.11090087890625,50.14681297302246,50.15380859375
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,filter_source_rate_hz,50.09769049646811,0.044798,1.0,8594,50.26198196411133,0.0,50.26198196411133,50.26198196411133,50.26198196411133,50.26198196411133,50.26198196411133
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,filter_cutoff_hz,50.09769049646811,0.044798,1.0,8594,10.0,0.0,10.0,10.0,10.0,10.0,10.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,output_rate_hz,50.09769049646811,0.044798,1.0,8594,50.0,0.0,50.0,50.0,50.0,50.0,50.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,gap_count,50.09769049646811,0.044798,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,rate_reset_counter,50.09769049646811,0.044798,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,source_instance,50.09769049646811,0.044798,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,input_source,50.09769049646811,0.044798,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,valid,50.09769049646811,0.044798,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,resampled,50.09769049646811,0.044798,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,rate_valid,50.09769049646811,0.044798,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_quality_input,0,reset_reason,50.09769049646811,0.044798,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,decision_timestamp_sample,10.0,0.10009399999999999,1.0,8594,159077661.97090992,49640191.72518788,73005319.0,74680653.0,159095179.0,243278528.62999997,245065846.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,quality_timestamp_sample,10.0,0.10009399999999999,1.0,8594,159107474.98254597,49640234.44309239,73020000.0,74720000.0,159100000.0,243326999.99999997,245120000.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,quality_age_us,10.0,0.10009399999999999,1.0,8594,22748.22376076332,9825.339066196793,14605.0,14607.0,14609.0,34643.0,34672.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,pre_quality_device_id,10.0,0.10009399999999999,1.0,8594,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,quality_device_id,10.0,0.10009399999999999,1.0,8594,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,final_device_id,10.0,0.10009399999999999,1.0,8594,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,experiment_mode,10.0,0.10009399999999999,1.0,8594,3.0,0.0,3.0,3.0,3.0,3.0,3.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,selector_quality_enabled,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,pre_quality_source,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,original_selected_source,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,quality_source_instance,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,source_identity_match,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,pre_quality_output_finite,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,original_sensor_valid,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,original_selection_was_fallback,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,concurrent_original_sensor_invalid,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,concurrent_blockage,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,quality_rejected,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,rejection_reason,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,trigger_reason,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,fallback_outcome,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,fallback_attempted,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,fallback_available,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,fallback_source,10.0,0.10009399999999999,1.0,8594,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,final_selected_source,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_selector_quality_status,0,final_valid,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,indicated_airspeed_m_s,10.0,0.10009399999999999,1.0,8594,7.821245041633168,0.8871734728396747,-1.679000735282898,5.651343822479248,7.874242782592773,9.6243257522583,10.439003944396973
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,calibrated_airspeed_m_s,10.0,0.10009399999999999,1.0,8594,7.942667673431442,0.9011687764630175,-1.7054667472839355,5.7404255867004395,7.994596004486084,9.771428108215332,10.601417541503906
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,true_airspeed_m_s,10.0,0.10009399999999999,1.0,8594,8.206840472898845,0.9327726473081425,-1.762170672416687,5.930625915527344,8.257935523986816,10.091424942016602,10.951031684875488
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,calibrated_ground_minus_wind_m_s,10.0,0.10009399999999999,0.9977891552245752,8575,7.478519720739248,0.8073264602960446,5.329197883605957,5.935835361480713,7.457716941833496,9.54797649383545,10.465675354003906
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,calibraded_airspeed_synth_m_s,10.0,0.10009399999999999,1.0,8594,8.0,0.0,8.0,8.0,8.0,8.0,8.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,airspeed_derivative_filtered,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,throttle_filtered,10.0,0.10009399999999999,1.0,8594,0.6618433534155787,0.08898525646119411,0.3439059555530548,0.39900267720222476,0.6663772463798523,0.7901628613471985,0.8534621000289917
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,pitch_filtered,10.0,0.10009399999999999,1.0,8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_validated,0,airspeed_source,10.0,0.10009399999999999,1.0,8594,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_wind,0,windspeed_north,10.0,0.10009399999999999,1.0,8594,-1.2861891663014737,0.784711564407076,-2.3380143642425537,-2.294447898864746,-1.35263192653656,1.37831449508667,1.5281533002853394
train,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,airspeed_wind,0,windspeed_east,10.0,0.10009399999999999,1.0,8594,0.35855551773381866,0.4886567401002882,-0.8505426049232483,-0.7011512517929077,0.3655007481575012,1.3989458084106445,1.5122146606445312
