split,log_id,topic,instance,field,rate_hz,max_gap_s,core_fresh_finite_fraction,count,mean,std,min,p1,median,p99,max
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_outputs,0,output[12],9.899225880536141,0.10842399999999999,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_outputs,0,output[13],9.899225880536141,0.10842399999999999,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_outputs,0,output[14],9.899225880536141,0.10842399999999999,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_outputs,0,output[15],9.899225880536141,0.10842399999999999,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[0],50.717654815641325,0.081304,1.0,8535,0.07713548928653112,0.3370713938557829,-0.6047580242156982,-0.5065731239318848,0.08536015450954437,0.8061544394493102,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[1],50.717654815641325,0.081304,1.0,8535,0.19948127274528848,0.35268224055296926,-0.6551550626754761,-0.4603688371181488,0.1800737977027893,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[2],50.717654815641325,0.081304,1.0,8535,-0.1054498831805397,0.10704683669312261,-0.42405617237091064,-0.33118589222431183,-0.11009274423122406,0.12822001785039902,0.19459636509418488
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[3],50.717654815641325,0.081304,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[4],50.717654815641325,0.081304,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[5],50.717654815641325,0.081304,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[6],50.717654815641325,0.081304,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,actuator_servos,0,control[7],50.717654815641325,0.081304,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed,0,device_id,16.90674240887266,0.17748,1.0,8535,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed,0,indicated_airspeed_m_s,16.90674240887266,0.17748,1.0,8535,7.632746106501413,0.9634303734164978,1.3979713916778564,5.003110227584839,7.68566370010376,9.656477928161621,10.422164916992188
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed,0,true_airspeed_m_s,16.90674240887266,0.17748,1.0,8535,7.8754304953465075,0.9939346009404324,1.4431291818618774,5.162871150970459,7.92794942855835,9.958516120910645,10.747872352600098
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed,0,confidence,16.90674240887266,0.17748,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,device_id,50.72151352996374,0.15781199999999998,1.0,8535,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,differential_pressure_pa,50.72151352996374,0.15781199999999998,1.0,8535,36.243842241908276,8.938941406098992,-0.7072889804840088,15.10487554550171,36.15336990356445,57.925480804443346,70.64180755615234
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,indicated_airspeed_m_s,50.72151352996374,0.15781199999999998,1.0,8535,7.629406348871221,0.982876922477403,-1.0745964050292969,4.965985031127929,7.68283224105835,9.724823703765868,10.739346504211426
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,measured_source_rate_hz,50.72151352996374,0.15781199999999998,1.0,8535,50.110445478692974,0.017990773322258145,49.97462844848633,50.06740585327148,50.111209869384766,50.141656188964845,50.14678192138672
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,filter_source_rate_hz,50.72151352996374,0.15781199999999998,1.0,8535,48.21805191040039,0.0,48.21805191040039,48.21805191040039,48.21805191040039,48.21805191040039,48.21805191040039
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,filter_cutoff_hz,50.72151352996374,0.15781199999999998,1.0,8535,10.0,0.0,10.0,10.0,10.0,10.0,10.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,output_rate_hz,50.72151352996374,0.15781199999999998,1.0,8535,50.0,0.0,50.0,50.0,50.0,50.0,50.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,gap_count,50.72151352996374,0.15781199999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,rate_reset_counter,50.72151352996374,0.15781199999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,source_instance,50.72151352996374,0.15781199999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,input_source,50.72151352996374,0.15781199999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,valid,50.72151352996374,0.15781199999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,resampled,50.72151352996374,0.15781199999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,rate_valid,50.72151352996374,0.15781199999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_quality_input,0,reset_reason,50.72151352996374,0.15781199999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,decision_timestamp_sample,10.0,0.19999799999999998,1.0,8535,791816816.9746925,49319485.86092283,706351637.0,708068367.58,791843271.0,875497935.34,877274251.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,quality_timestamp_sample,10.0,0.19999799999999998,1.0,8535,791706896.3093146,49319418.9380989,706220000.0,707980400.0,791720000.0,875379600.0,877140000.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,quality_age_us,10.0,0.19999799999999998,1.0,8535,162638.68072642063,17373.95834253733,140625.0,140626.0,160631.0,200662.0,200737.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,pre_quality_device_id,10.0,0.19999799999999998,1.0,8535,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,quality_device_id,10.0,0.19999799999999998,1.0,8535,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,final_device_id,10.0,0.19999799999999998,1.0,8535,8617227.0,0.0,8617227.0,8617227.0,8617227.0,8617227.0,8617227.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,experiment_mode,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,selector_quality_enabled,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,pre_quality_source,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,original_selected_source,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,quality_source_instance,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,source_identity_match,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,pre_quality_output_finite,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,original_sensor_valid,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,original_selection_was_fallback,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,concurrent_original_sensor_invalid,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,concurrent_blockage,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,quality_rejected,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,rejection_reason,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,trigger_reason,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,fallback_outcome,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,fallback_attempted,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,fallback_available,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,fallback_source,10.0,0.19999799999999998,1.0,8535,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,final_selected_source,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_selector_quality_status,0,final_valid,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,indicated_airspeed_m_s,10.0,0.19999799999999998,1.0,8535,7.638313207489465,0.9574981271153915,0.9597538709640503,5.09566593170166,7.689695358276367,9.63827133178711,10.299508094787598
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,calibrated_airspeed_m_s,10.0,0.19999799999999998,1.0,8535,7.763952522789029,0.9733041384351726,0.9758955240249634,5.181133270263672,7.814571380615234,9.79992961883545,10.470115661621094
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,true_airspeed_m_s,10.0,0.19999799999999998,1.0,8535,8.01080538945793,1.0041133496828238,1.0074260234832764,5.349767684936523,8.059557914733887,10.117594718933105,10.805724143981934
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,calibrated_ground_minus_wind_m_s,10.0,0.19999799999999998,0.9811364967779731,8374,7.054685650732798,0.793086374327588,4.462768077850342,4.921544075012207,7.077638149261475,8.695703506469727,8.905767440795898
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,calibraded_airspeed_synth_m_s,10.0,0.19999799999999998,1.0,8535,8.0,0.0,8.0,8.0,8.0,8.0,8.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,airspeed_derivative_filtered,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,throttle_filtered,10.0,0.19999799999999998,1.0,8535,0.6508879461097102,0.0960704820737505,0.32137641310691833,0.3966868817806244,0.664307177066803,0.8200092315673828,0.8604589104652405
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,pitch_filtered,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_validated,0,airspeed_source,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,windspeed_north,10.0,0.19999799999999998,1.0,8535,-0.7226778791689242,0.4817379226151117,-1.5311142206192017,-1.5092982053756714,-0.8349670767784119,0.6396152377128601,0.6538419723510742
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,windspeed_east,10.0,0.19999799999999998,1.0,8535,-0.13700213198563413,0.22361476790586265,-0.670574963092804,-0.6347448825836182,-0.10540477931499481,0.2865845263004303,0.7766112685203552
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,variance_north,10.0,0.19999799999999998,1.0,8535,0.10126589006047607,0.15722861513297684,0.0,0.03521339222788811,0.08871974050998688,0.25965407490730286,6.25
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,variance_east,10.0,0.19999799999999998,1.0,8535,0.18963683340360216,0.753460245756147,0.0,0.03786777704954147,0.0696600005030632,5.308708667755127,6.25
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,tas_innov,10.0,0.19999799999999998,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,tas_innov_var,10.0,0.19999799999999998,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,tas_scale_raw,10.0,0.19999799999999998,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,tas_scale_raw_var,10.0,0.19999799999999998,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,tas_scale_validated,10.0,0.19999799999999998,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,beta_innov,10.0,0.19999799999999998,1.0,8535,0.007277352533292895,0.07710059976945287,-0.28276142477989197,-0.16894905269145966,0.01040464174002409,0.18914632499217987,0.27964943647384644
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,beta_innov_var,10.0,0.19999799999999998,1.0,8535,0.02422456806301896,0.015080202443874858,0.0,0.023134636469185354,0.02357081137597561,0.028177274391055107,0.46358537673950195
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,0,source,10.0,0.19999799999999998,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,windspeed_north,10.0,0.19999799999999998,1.0,8535,-0.8093791953377496,0.7411512703565741,-2.007474422454834,-1.9710985374450682,-0.8583495616912842,0.951505720615387,0.9991837739944458
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,windspeed_east,10.0,0.19999799999999998,1.0,8535,-0.16868392513524363,0.5347946199731125,-1.0430872440338135,-1.0077828168869019,-0.3154836893081665,0.8915327191352844,1.4528772830963135
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,variance_north,10.0,0.19999799999999998,1.0,8535,0.05289005330372569,0.012567061475787183,0.0,0.0402846559882164,0.05216168612241745,0.06863558292388916,0.4446260929107666
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,variance_east,10.0,0.19999799999999998,1.0,8535,0.05551976613530166,0.06124506061689448,0.0,0.03650614358484745,0.05075571686029434,0.16161076724529266,1.9242979288101196
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,tas_innov,10.0,0.19999799999999998,1.0,8535,0.36385063364090836,0.7312887024599717,-2.350780963897705,-1.2974627351760863,0.36305418610572815,2.0532538890838623,2.9483776092529297
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,tas_innov_var,10.0,0.19999799999999998,1.0,8535,2.0138750168197532,0.10520919917199978,0.0,2.0027360916137695,2.012495517730713,2.1314148902893066,3.646389961242676
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,tas_scale_raw,10.0,0.19999799999999998,1.0,8535,1.0162966709913535,0.0004463399095806981,1.0155353546142578,1.0155377388000488,1.0164278745651245,1.016819715499878,1.0168201923370361
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,tas_scale_raw_var,10.0,0.19999799999999998,1.0,8535,8.423150254207012e-07,4.894858473171347e-07,0.0,1.0000330341597419e-08,8.480524797960243e-07,1.6683200647094055e-06,1.6892637404453126e-06
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,tas_scale_validated,10.0,0.19999799999999998,1.0,8535,1.0164489649860358,0.0003666008158852623,1.0157629251480103,1.0157629251480103,1.0165646076202393,1.0168185234069824,1.0168185234069824
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,beta_innov,10.0,0.19999799999999998,1.0,8535,0.054235240033096016,0.08738710196100548,-0.1871633231639862,-0.1348201334476471,0.048011790961027145,0.27232980132102963,0.3658561110496521
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,beta_innov_var,10.0,0.19999799999999998,1.0,8535,0.023493574105539237,0.002458535882385414,0.0,0.023056862875819206,0.02335815317928791,0.025136204622685905,0.11437992006540298
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,airspeed_wind,1,source,10.0,0.19999799999999998,1.0,8535,1.0,0.0,1.0,1.0,1.0,1.0,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_v,10.0,0.100807,1.0,8535,15.184010323880358,0.7765457438026124,12.76169204711914,13.183778762817383,15.221722602844238,17.14405059814453,17.827648162841797
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,current_a,10.0,0.100807,1.0,8535,2.9042373970502853,2.7825573063647937,0.0,0.0,1.9887375831604004,11.853681564331055,14.838619232177734
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,current_average_a,10.0,0.100807,1.0,8535,9.319634560695082,4.18378092068392,4.801264762878418,4.801264762878418,8.171858787536621,15.0,15.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,discharged_mah,10.0,0.100807,1.0,8535,82.87642817740281,40.302586294895896,4.166779518127441,5.6967997550964355,88.68057250976562,140.75949096679688,141.63734436035156
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,remaining,10.0,0.100807,1.0,8535,0.5270273389806507,0.15317507204820283,0.29829975962638855,0.3275747001171112,0.4904312789440155,0.9780763983726501,1.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,scale,10.0,0.100807,1.0,8535,1.0730411578286232,0.024616635290966127,1.0,1.0031417608261108,1.0785107612609863,1.1062690019607544,1.1114109754562378
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,time_remaining_s,10.0,0.100807,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,temperature,10.0,0.100807,0.0,0,,,,,,,
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[0],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[1],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[2],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[3],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[4],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,battery_status,0,voltage_cell_v[5],10.0,0.100807,1.0,8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
