point_index,role
12009,fit
12011,fit
12013,fit
12015,fit
12017,fit
12019,fit
12021,fit
12023,fit
12025,fit
12027,fit
12029,fit
12031,fit
12033,fit
12035,fit
12037,fit
12039,fit
12041,fit
12043,fit
12045,fit
12047,fit
12049,fit
12051,fit
12053,fit
12055,fit
12057,fit
12059,fit
12061,fit
12063,fit
12065,fit
12067,fit
12069,fit
12071,fit
12073,fit
12075,fit
12077,fit
12079,fit
12081,fit
12083,fit
12085,fit
12087,fit
12089,fit
12091,fit
12093,fit
12095,fit
12097,fit
12099,fit
12101,fit
12103,fit
12105,fit
12107,fit
12109,fit
12111,fit
12113,fit
12115,fit
12117,fit
12119,fit
12121,fit
12123,fit
12125,fit
12127,fit
12129,fit
12131,fit
12133,fit
12135,fit
12137,fit
12139,fit
12141,fit
12143,fit
12145,fit
12147,fit
12149,fit
12151,fit
12153,fit
12155,fit
12157,fit
12159,fit
12161,fit
12163,fit
12165,fit
12167,fit
12169,fit
12171,fit
12173,fit
12175,fit
12177,fit
12179,fit
12181,fit
12183,fit
12185,fit
12187,fit
12189,fit
12191,fit
12193,fit
12195,fit
12197,fit
12199,fit
12201,fit
12203,fit
12205,fit
12207,fit
12209,fit
12211,fit
12213,fit
12215,fit
12217,fit
12219,fit
12221,fit
12223,fit
12225,fit
12227,fit
12229,fit
12231,fit
12233,fit
12235,fit
12237,fit
12239,fit
12241,fit
12243,fit
12245,fit
12247,fit
12249,fit
12251,fit
12253,fit
12255,fit
12257,fit
12259,fit
12261,fit
12263,fit
12265,fit
12267,fit
12269,fit
12271,fit
12273,fit
12275,fit
12277,fit
12279,fit
12281,fit
12283,fit
12285,fit
12287,fit
12289,fit
12291,fit
12293,fit
12295,fit
12297,fit
12299,fit
12301,fit
12303,fit
12305,fit
12307,fit
12309,fit
12311,fit
12313,fit
12315,fit
12317,fit
12319,fit
12321,fit
12323,fit
12325,fit
12327,fit
12329,fit
12331,fit
12333,fit
12335,fit
12337,fit
12339,fit
12341,fit
12343,fit
12345,fit
12347,fit
12349,fit
12351,fit
12353,fit
12355,fit
12357,fit
12359,fit
12361,fit
12363,fit
12365,fit
12367,fit
12369,fit
12371,fit
12373,fit
12375,fit
12377,fit
12379,fit
12381,fit
12383,fit
12385,fit
12387,fit
12389,fit
12391,fit
12393,fit
12395,fit
12397,fit
12399,fit
12401,fit
12403,fit
12405,fit
12407,fit
12409,fit
12411,fit
12413,fit
12415,fit
12417,fit
12419,fit
12421,fit
12423,fit
12425,fit
12427,fit
12429,fit
12431,fit
12433,fit
12435,fit
12437,fit
12439,fit
12441,fit
12443,fit
12445,fit
12447,fit
12449,fit
12451,fit
12453,fit
12455,fit
12457,fit
12459,fit
12461,fit
12463,fit
12465,fit
12467,fit
12469,fit
12471,fit
12473,fit
12475,fit
12477,fit
12479,fit
12481,fit
12483,fit
12485,fit
12487,fit
12489,fit
12491,fit
12493,fit
12495,fit
12497,fit
12499,fit
12501,fit
12503,fit
12505,fit
12507,fit
12509,fit
12511,fit
12513,fit
12515,fit
12517,fit
12519,fit
12521,fit
12523,fit
12525,fit
12527,fit
12529,fit
12531,fit
12533,fit
12535,fit
12537,fit
12539,fit
12541,fit
12543,fit
12545,fit
12547,fit
12549,fit
12551,fit
12553,fit
12555,fit
12557,fit
12559,fit
12561,fit
12563,fit
12565,fit
12567,fit
12569,fit
12571,fit
12573,fit
12575,fit
12577,fit
12579,fit
12581,fit
12583,fit
12585,fit
12587,fit
12589,fit
12591,fit
12593,fit
12595,fit
12597,fit
12599,fit
12601,fit
12603,fit
12605,fit
12607,fit
12609,fit
12611,fit
12613,fit
12615,fit
12617,fit
12619,fit
12621,fit
12623,fit
12625,fit
12627,fit
12629,fit
12631,fit
12633,fit
12635,fit
12637,fit
12639,fit
12641,fit
12643,fit
12645,fit
12647,fit
12649,fit
12651,fit
12653,fit
12655,fit
12657,fit
12659,fit
12661,fit
12663,fit
12665,fit
12667,fit
12669,fit
12671,fit
12673,fit
12675,fit
12677,fit
12679,fit
12681,fit
12683,fit
12685,fit
12687,fit
12689,fit
12691,fit
12693,fit
12695,fit
12697,fit
12699,fit
12701,fit
12703,fit
12705,fit
12707,fit
12709,fit
12711,fit
12713,fit
12715,fit
12717,fit
12719,fit
12721,fit
12723,fit
12725,fit
12727,fit
12729,fit
12731,fit
12733,fit
12735,fit
12737,fit
12739,fit
12741,fit
12743,fit
12745,fit
12747,fit
12749,fit
12751,fit
12753,fit
12755,fit
12757,fit
12759,fit
12761,fit
12763,fit
12765,fit
12767,fit
12769,fit
12771,fit
12773,fit
12775,fit
12777,fit
12779,fit
12781,fit
12783,fit
12785,fit
12787,fit
12789,fit
12791,fit
12793,fit
12795,fit
12797,fit
12799,fit
12801,fit
12803,fit
12805,fit
12807,fit
12809,fit
12811,fit
12813,fit
12815,fit
12817,fit
12819,fit
12821,fit
12823,fit
12825,fit
12827,fit
12829,fit
12831,fit
12833,fit
12835,fit
12837,fit
12839,fit
12841,fit
12843,fit
12845,fit
12847,fit
12849,fit
12851,fit
12853,fit
12855,fit
12857,fit
12859,fit
12861,fit
12863,fit
12865,fit
12867,fit
12869,fit
12871,fit
12873,fit
12875,fit
12877,fit
12879,fit
12881,fit
12883,fit
12885,fit
12887,fit
12889,fit
12891,fit
12893,fit
12895,fit
12897,fit
12899,fit
12901,fit
12903,fit
12905,fit
12907,fit
12909,fit
12911,fit
12913,fit
12915,fit
12917,fit
12919,fit
12921,fit
12923,fit
12925,fit
12927,fit
12929,fit
12931,fit
12933,fit
12935,fit
12937,fit
12939,fit
12941,fit
12943,fit
12945,fit
12947,fit
12949,fit
12951,fit
12953,fit
12955,fit
12957,fit
12959,fit
12961,fit
12963,fit
12965,fit
12967,fit
12969,fit
12971,fit
12973,fit
12975,fit
12977,fit
12979,fit
12981,fit
12983,fit
12985,fit
12987,fit
12989,fit
12991,fit
12993,fit
12995,fit
12997,fit
12999,fit
13001,fit
13003,fit
13005,fit
13007,fit
13009,fit
13011,fit
13013,fit
13015,fit
13017,fit
13019,fit
13021,fit
13023,fit
13025,fit
13027,fit
13029,fit
13031,fit
13033,fit
13035,fit
13037,fit
13039,fit
13041,fit
13043,fit
13045,fit
13047,fit
13049,fit
13051,fit
13053,fit
13055,fit
13057,fit
13059,fit
13061,fit
13063,fit
13065,fit
13067,fit
13069,fit
13071,fit
13073,fit
13075,fit
13077,fit
13079,fit
13081,fit
13083,fit
13085,fit
13087,fit
13089,fit
13091,fit
13093,fit
13095,fit
13097,fit
13099,fit
13101,fit
13103,fit
13105,fit
13107,fit
13109,fit
13111,fit
13113,fit
13115,fit
13117,fit
13119,fit
13121,fit
13123,fit
13125,fit
13127,fit
13129,fit
13131,fit
13133,fit
13135,fit
13137,fit
13139,fit
13141,fit
13143,fit
13145,fit
13147,fit
13149,fit
13151,fit
13153,fit
13155,fit
13157,fit
13159,fit
13161,fit
13163,fit
13165,fit
13167,fit
13169,fit
13171,fit
13173,fit
13175,fit
13177,fit
13179,fit
13181,fit
13183,fit
13185,fit
13187,fit
13189,fit
13191,fit
13193,fit
13195,fit
13197,fit
13199,fit
13201,fit
13203,fit
13205,fit
13207,fit
13209,fit
13211,fit
13213,fit
13215,fit
13217,fit
13219,fit
13221,fit
13223,fit
13225,fit
13227,fit
13229,fit
13231,fit
13233,fit
13235,fit
13237,fit
13239,fit
13241,fit
13243,fit
13245,fit
13247,fit
13249,fit
13251,fit
13253,fit
13255,fit
13257,fit
13259,fit
13261,fit
13263,fit
13265,fit
13267,fit
13269,fit
13271,fit
13273,fit
13275,fit
13277,fit
13279,fit
13281,fit
13283,fit
13285,fit
13287,fit
13289,fit
13291,fit
13293,fit
13295,fit
13297,fit
13299,fit
13301,fit
13303,fit
13305,fit
13307,fit
13309,fit
13311,fit
13313,fit
13315,fit
13317,fit
13319,fit
13321,fit
13323,fit
13325,fit
13327,fit
13329,fit
13331,fit
13333,fit
13335,fit
13337,fit
13339,fit
13341,fit
13343,fit
13345,fit
13347,fit
13349,fit
13351,fit
13353,fit
13355,fit
13357,fit
13359,fit
13361,fit
13363,fit
13365,fit
13367,fit
13369,fit
13371,fit
13373,fit
13375,fit
13377,fit
13379,fit
13381,fit
13383,fit
13385,fit
13387,fit
13389,fit
13391,fit
13393,fit
13395,fit
13397,fit
13399,fit
13401,fit
13403,fit
13405,fit
13407,fit
13409,fit
13411,fit
13413,fit
13415,fit
13417,fit
13419,fit
13421,fit
13423,fit
13425,fit
13427,fit
13429,fit
13431,fit
13433,fit
13435,fit
13437,fit
13439,fit
13441,fit
13443,fit
13445,fit
13447,fit
13449,fit
13451,fit
13453,fit
13455,fit
13457,fit
13459,fit
13461,fit
13463,fit
13465,fit
13467,fit
13469,fit
13471,fit
13473,fit
13475,fit
13477,fit
13479,fit
13481,fit
13483,fit
13485,fit
13487,fit
13489,fit
13491,fit
13493,fit
13495,fit
13497,fit
13499,fit
13501,fit
13503,fit
13505,fit
13507,fit
13509,fit
13511,fit
13513,fit
13515,fit
13517,fit
13519,fit
13521,fit
13523,fit
13525,fit
13527,fit
13529,fit
13531,fit
13533,fit
13535,fit
13537,fit
13539,fit
13541,fit
13543,fit
13545,fit
13547,fit
13549,fit
13551,fit
13553,fit
13555,fit
13557,fit
13559,fit
13561,fit
13563,fit
13565,fit
13567,fit
13569,fit
13571,fit
13573,fit
13575,fit
13577,fit
13579,fit
13581,fit
13583,fit
13585,fit
13587,fit
13589,fit
13591,fit
13593,fit
13595,fit
13597,fit
13599,fit
13601,fit
13603,fit
13605,fit
13607,fit
13609,fit
13611,fit
13613,fit
13615,fit
13617,fit
13619,fit
13621,fit
13623,fit
13625,fit
13627,fit
13629,fit
13631,fit
13633,fit
13635,fit
13637,fit
13639,fit
13641,fit
13643,fit
13645,fit
13647,fit
13649,fit
13651,fit
13653,fit
13655,fit
13657,fit
13659,fit
13661,fit
13663,fit
13665,fit
13667,fit
13669,fit
13671,fit
13673,fit
13675,fit
13677,fit
13679,fit
13681,fit
13683,fit
13685,fit
13687,fit
13689,fit
13691,fit
13693,fit
13695,fit
13697,fit
13699,fit
13701,fit
13703,fit
13705,fit
13707,fit
13709,fit
13711,fit
13713,fit
13715,fit
13717,fit
13719,fit
13721,fit
13723,fit
13725,fit
13727,fit
13729,fit
13731,fit
13733,fit
13735,fit
13737,fit
13739,fit
13741,fit
13743,fit
13745,fit
13747,fit
13749,fit
13751,fit
13753,fit
13755,fit
13757,fit
13759,fit
13761,fit
13763,fit
13765,fit
13767,fit
13769,fit
13771,fit
13773,fit
13775,fit
13777,fit
13779,fit
13781,fit
13783,fit
13785,fit
13787,fit
13789,fit
13791,fit
13793,fit
13795,fit
13797,fit
13799,fit
13801,fit
13803,fit
13805,fit
13807,fit
13809,fit
13811,fit
13813,fit
13815,fit
13817,fit
13819,fit
13821,fit
13823,fit
13825,fit
13827,fit
13829,fit
13831,fit
13833,fit
13835,fit
13837,fit
13839,fit
13841,fit
13843,fit
13845,fit
13847,fit
13849,fit
13851,fit
13853,fit
13855,fit
13857,fit
13859,fit
13861,fit
13863,fit
13865,fit
13867,fit
13869,fit
13871,fit
13873,fit
13875,fit
13877,fit
13879,fit
13881,fit
13883,fit
13885,fit
13887,fit
13889,fit
13891,fit
13893,fit
13895,fit
13897,fit
13899,fit
13901,fit
13903,fit
13905,fit
13907,fit
13909,fit
13911,fit
13913,fit
13915,fit
13917,fit
13919,fit
13921,fit
13923,fit
13925,fit
13927,fit
13929,fit
13931,fit
13933,fit
13935,fit
13937,fit
13939,fit
13941,fit
13943,fit
13945,fit
13947,fit
13949,fit
13951,fit
13953,fit
13955,fit
13957,fit
13959,fit
13961,fit
13963,fit
13965,fit
13967,fit
13969,fit
13971,fit
13973,fit
13975,fit
13977,fit
13979,fit
13981,fit
13983,fit
13985,fit
13987,fit
13989,fit
13991,fit
13993,fit
13995,fit
13997,fit
16615,fit
16617,fit
16619,fit
16621,fit
16623,fit
16625,fit
16627,fit
16629,fit
16631,fit
16633,fit
16635,fit
16637,fit
16639,fit
16641,fit
16643,fit
16645,fit
16647,fit
16649,fit
16651,fit
16653,fit
16655,fit
16657,fit
16659,fit
16661,fit
16663,fit
16665,fit
16667,fit
16669,fit
16671,fit
16673,fit
16675,fit
16677,fit
16679,fit
16681,fit
16683,fit
16685,fit
16687,fit
16689,fit
16691,fit
16693,fit
16695,fit
16697,fit
16699,fit
16701,fit
16703,fit
16705,fit
16707,fit
16709,fit
16711,fit
16713,fit
16715,fit
16717,fit
16719,fit
16721,fit
16723,fit
16725,fit
16727,fit
16729,fit
16731,fit
16733,fit
16735,fit
16737,fit
16739,fit
16741,fit
16743,fit
16745,fit
16747,fit
16749,fit
16751,fit
16753,fit
16755,fit
16757,fit
16759,fit
16761,fit
16763,fit
16765,fit
16767,fit
16769,fit
16771,fit
16773,fit
16775,fit
16777,fit
16779,fit
16781,fit
16783,fit
16785,fit
16787,fit
16789,fit
16791,fit
16793,fit
16795,fit
16797,fit
16799,fit
16801,fit
16803,fit
16805,fit
16807,fit
16809,fit
16811,fit
16813,fit
16815,fit
16817,fit
16819,fit
16821,fit
16823,fit
16825,fit
16827,fit
16829,fit
16831,fit
16833,fit
16835,fit
16837,fit
16839,fit
16841,fit
16843,fit
16845,fit
16847,fit
16849,fit
16851,fit
16853,fit
16855,fit
16857,fit
16859,fit
16861,fit
16863,fit
16865,fit
16867,fit
16869,fit
16871,fit
16873,fit
16875,fit
16877,fit
16879,fit
16881,fit
16883,fit
16885,fit
16887,fit
16889,fit
16891,fit
16893,fit
16895,fit
16897,fit
16899,fit
16901,fit
16903,fit
16905,fit
16907,fit
16909,fit
16911,fit
16913,fit
16915,fit
16917,fit
16919,fit
16921,fit
16923,fit
16925,fit
16927,fit
16929,fit
16931,fit
16933,fit
16935,fit
16937,fit
16939,fit
16941,fit
16943,fit
16945,fit
16947,fit
16949,fit
16951,fit
16953,fit
16955,fit
16957,fit
16959,fit
16961,fit
16963,fit
16965,fit
16967,fit
16969,fit
16971,fit
16973,fit
16975,fit
16977,fit
16979,fit
16981,fit
16983,fit
16985,fit
16987,fit
16989,fit
16991,fit
16993,fit
16995,fit
16997,fit
16999,fit
17001,fit
17003,fit
17005,fit
17007,fit
17009,fit
17011,fit
17013,fit
17015,fit
17017,fit
17019,fit
17021,fit
17023,fit
17025,fit
17027,fit
17029,fit
17031,fit
17033,fit
17035,fit
17037,fit
17039,fit
17041,fit
17043,fit
17045,fit
17047,fit
17049,fit
17051,fit
17053,fit
17055,fit
17057,fit
17059,fit
17061,fit
17063,fit
17065,fit
17067,fit
17069,fit
17071,fit
17073,fit
17075,fit
17077,fit
17079,fit
17081,fit
17083,fit
17085,fit
17087,fit
17089,fit
17091,fit
17093,fit
17095,fit
17097,fit
17099,fit
17101,fit
17103,fit
17105,fit
17107,fit
17109,fit
17111,fit
17113,fit
17115,fit
17117,fit
17119,fit
17121,fit
17123,fit
17125,fit
17127,fit
17129,fit
17131,fit
17133,fit
17135,fit
17137,fit
17139,fit
17141,fit
17143,fit
17145,fit
17147,fit
17149,fit
17151,fit
17153,fit
17155,fit
17157,fit
17159,fit
17161,fit
17163,fit
17165,fit
17167,fit
17169,fit
17171,fit
17173,fit
17175,fit
17177,fit
17179,fit
17181,fit
17183,fit
17185,fit
17187,fit
17189,fit
17191,fit
17193,fit
17195,fit
17197,fit
17199,fit
17201,fit
17203,fit
17205,fit
17207,fit
17209,fit
17211,fit
17213,fit
17215,fit
17217,fit
17219,fit
17221,fit
17223,fit
17225,fit
17227,fit
17229,fit
17231,fit
17233,fit
17235,fit
17237,fit
17239,fit
17241,fit
17243,fit
17245,fit
17247,fit
17249,fit
17251,fit
17253,fit
17255,fit
17257,fit
17259,fit
17261,fit
17263,fit
17265,fit
17267,fit
17269,fit
17271,fit
17273,fit
17275,fit
17277,fit
17279,fit
17281,fit
17283,fit
17285,fit
17287,fit
17289,fit
17291,fit
17293,fit
17295,fit
17297,fit
17299,fit
17301,fit
17303,fit
17305,fit
17307,fit
17309,fit
17311,fit
17313,fit
17315,fit
17317,fit
17319,fit
17321,fit
17323,fit
17325,fit
17327,fit
17329,fit
17331,fit
17333,fit
17335,fit
17337,fit
17339,fit
17341,fit
17343,fit
17345,fit
17347,fit
17349,fit
17351,fit
17353,fit
17355,fit
17357,fit
17359,fit
17361,fit
17363,fit
17365,fit
17367,fit
17369,fit
17371,fit
17373,fit
17375,fit
17377,fit
17379,fit
17381,fit
17383,fit
17385,fit
17387,fit
17389,fit
17391,fit
17393,fit
17395,fit
17397,fit
17399,fit
17401,fit
17403,fit
17405,fit
17407,fit
17409,fit
17411,fit
17413,fit
17415,fit
17417,fit
17419,fit
17421,fit
17423,fit
17425,fit
17427,fit
17429,fit
17431,fit
17433,fit
17435,fit
17437,fit
17439,fit
17441,fit
17443,fit
17445,fit
17447,fit
17449,fit
17451,fit
17453,fit
17455,fit
17457,fit
17459,fit
17461,fit
17463,fit
17465,fit
17467,fit
17469,fit
17471,fit
17473,fit
17475,fit
17477,fit
17479,fit
17481,fit
17483,fit
17485,fit
17487,fit
17489,fit
17491,fit
17493,fit
17495,fit
17497,fit
17499,fit
17501,fit
17503,fit
17505,fit
17507,fit
17509,fit
17511,fit
17513,fit
17515,fit
17517,fit
17519,fit
17521,fit
17523,fit
17525,fit
17527,fit
17529,fit
17531,fit
17533,fit
17535,fit
17537,fit
17539,fit
17541,fit
17543,fit
17545,fit
17547,fit
17549,fit
17551,fit
17553,fit
17555,fit
17557,fit
17559,fit
17561,fit
17563,fit
17565,fit
17567,fit
17569,fit
17571,fit
17573,fit
17575,fit
17577,fit
17579,fit
17581,fit
17583,fit
17585,fit
17587,fit
17589,fit
17591,fit
17593,fit
17595,fit
17597,fit
17599,fit
17601,fit
17603,fit
17605,fit
17607,fit
17609,fit
17611,fit
17613,fit
17615,fit
17617,fit
17619,fit
17621,fit
17623,fit
17625,fit
17627,fit
17629,fit
17631,fit
17633,fit
17635,fit
17637,fit
17639,fit
17641,fit
17643,fit
17645,fit
17647,fit
17649,fit
17651,fit
17653,fit
17655,fit
17657,fit
17659,fit
17661,fit
17663,fit
17665,fit
17667,fit
17669,fit
17671,fit
17673,fit
17675,fit
17677,fit
17679,fit
17681,fit
17683,fit
17685,fit
17687,fit
17689,fit
17691,fit
17693,fit
17695,fit
17697,fit
17699,fit
17701,fit
17703,fit
17705,fit
17707,fit
17709,fit
17711,fit
17713,fit
17715,fit
17717,fit
17719,fit
17721,fit
17723,fit
17725,fit
17727,fit
17729,fit
17731,fit
17733,fit
17735,fit
17737,fit
17739,fit
17741,fit
17743,fit
17745,fit
17747,fit
17749,fit
17751,fit
17753,fit
17755,fit
17757,fit
17759,fit
17761,fit
17763,fit
17765,fit
17767,fit
17769,fit
17771,fit
17773,fit
17775,fit
17777,fit
17779,fit
17781,fit
17783,fit
17785,fit
17787,fit
17789,fit
17791,fit
17793,fit
17795,fit
17797,fit
17799,fit
17801,fit
17803,fit
17805,fit
17807,fit
17809,fit
17811,fit
17813,fit
17815,fit
17817,fit
17819,fit
17821,fit
17823,fit
17825,fit
17827,fit
17829,fit
17831,fit
17833,fit
17835,fit
17837,fit
17839,fit
17841,fit
17843,fit
17845,fit
17847,fit
17849,fit
17851,fit
17853,fit
17855,fit
17857,fit
17859,fit
17861,fit
17863,fit
17865,fit
17867,fit
17869,fit
17871,fit
17873,fit
17875,fit
17877,fit
17879,fit
17881,fit
17883,fit
17885,fit
17887,fit
17889,fit
17891,fit
17893,fit
17895,fit
17897,fit
17899,fit
17901,fit
17903,fit
17905,fit
17907,fit
17909,fit
17911,fit
17913,fit
17915,fit
17917,fit
17919,fit
17921,fit
17923,fit
17925,fit
17927,fit
17929,fit
17931,fit
17933,fit
17935,fit
17937,fit
17939,fit
17941,fit
17943,fit
17945,fit
17947,fit
17949,fit
17951,fit
17953,fit
17955,fit
17957,fit
17959,fit
17961,fit
17963,fit
17965,fit
17967,fit
17969,fit
17971,fit
17973,fit
17975,fit
17977,fit
17979,fit
17981,fit
17983,fit
17985,fit
17987,fit
17989,fit
17991,fit
17993,fit
17995,fit
17997,fit
17999,fit
18001,fit
18003,fit
18005,fit
18007,fit
18009,fit
18011,fit
18013,fit
18015,fit
18017,fit
18019,fit
18021,fit
18023,fit
18025,fit
18027,fit
18029,fit
18031,fit
18033,fit
18035,fit
18037,fit
18039,fit
18041,fit
18043,fit
18045,fit
18047,fit
18049,fit
18051,fit
18053,fit
18055,fit
18057,fit
18059,fit
18061,fit
18063,fit
18065,fit
18067,fit
18069,fit
18071,fit
18073,fit
18075,fit
18077,fit
18079,fit
18081,fit
18083,fit
18085,fit
18087,fit
18089,fit
18091,fit
18093,fit
18095,fit
18097,fit
18099,fit
18101,fit
18103,fit
18105,fit
18107,fit
18109,fit
18111,fit
18113,fit
18115,fit
18117,fit
18119,fit
18121,fit
18123,fit
18125,fit
18127,fit
18129,fit
18131,fit
18133,fit
18135,fit
18137,fit
18139,fit
18141,fit
18143,fit
18145,fit
18147,fit
18149,fit
18151,fit
18153,fit
18155,fit
18157,fit
18159,fit
18161,fit
18163,fit
18165,fit
18167,fit
18169,fit
18171,fit
18173,fit
18175,fit
18177,fit
18179,fit
18181,fit
18183,fit
18185,fit
18187,fit
18189,fit
18191,fit
18193,fit
18195,fit
18197,fit
18199,fit
18201,fit
18203,fit
18205,fit
18207,fit
18209,fit
18211,fit
18213,fit
18215,fit
18217,fit
18219,fit
18221,fit
18223,fit
18225,fit
18227,fit
18229,fit
18231,fit
18233,fit
18235,fit
18237,fit
18239,fit
18241,fit
18243,fit
18245,fit
18247,fit
18249,fit
18251,fit
18253,fit
18255,fit
18257,fit
18259,fit
18261,fit
18263,fit
18265,fit
18267,fit
18269,fit
18271,fit
18273,fit
18275,fit
18277,fit
18279,fit
18281,fit
18283,fit
18285,fit
18287,fit
18289,fit
18291,fit
18293,fit
18295,fit
18297,fit
18299,fit
18301,fit
18303,fit
18305,fit
18307,fit
18309,fit
18311,fit
18313,fit
18315,fit
18317,fit
18319,fit
18321,fit
18323,fit
18325,fit
18327,fit
18329,fit
18331,fit
18333,fit
18335,fit
18337,fit
18339,fit
18341,fit
18343,fit
18345,fit
18347,fit
18349,fit
18351,fit
18353,fit
18355,fit
18357,fit
18359,fit
18361,fit
18363,fit
18365,fit
18367,fit
18369,fit
18371,fit
18373,fit
18375,fit
18377,fit
18379,fit
18381,fit
18383,fit
18385,fit
18387,fit
18389,fit
18391,fit
18393,fit
18395,fit
18397,fit
18399,fit
18401,fit
18403,fit
18405,fit
18407,fit
18409,fit
18411,fit
18413,fit
18415,fit
18417,fit
18419,fit
18421,fit
18423,fit
18425,fit
18427,fit
18429,fit
18431,fit
18433,fit
18435,fit
18437,fit
18439,fit
18441,fit
18443,fit
18445,fit
18447,fit
18449,fit
18451,fit
18453,fit
18455,fit
18457,fit
18459,fit
18461,fit
18463,fit
18465,fit
18467,fit
18469,fit
18471,fit
18473,fit
18475,fit
18477,fit
18479,fit
18481,fit
18483,fit
18485,fit
18487,fit
18489,fit
18491,fit
18493,fit
18495,fit
18497,fit
18499,fit
18501,fit
18503,fit
18505,fit
18507,fit
18509,fit
18511,fit
18513,fit
18515,fit
18517,fit
18519,fit
18521,fit
18523,fit
18525,fit
18527,fit
18529,fit
18531,fit
18533,fit
18535,fit
18537,fit
18539,fit
18541,fit
18543,fit
18545,fit
18547,fit
18549,fit
18551,fit
18553,fit
18555,fit
18557,fit
18559,fit
18561,fit
18563,fit
18565,fit
18567,fit
18569,fit
18571,fit
18573,fit
18575,fit
18577,fit
18579,fit
18581,fit
18583,fit
18585,fit
18587,fit
18589,fit
18591,fit
18593,fit
18595,fit
18597,fit
18599,fit
18601,fit
18603,fit
18605,fit
18607,fit
18609,fit
18611,fit
18613,fit
18615,fit
18617,fit
18619,fit
18621,fit
18623,fit
18625,fit
18627,fit
18629,fit
18631,fit
18633,fit
18635,fit
18637,fit
18639,fit
18641,fit
18643,fit
18645,fit
18647,fit
18649,fit
18651,fit
18653,fit
18655,fit
18657,fit
18659,fit
18661,fit
18663,fit
18665,fit
18667,fit
18669,fit
18671,fit
18673,fit
18675,fit
18677,fit
18679,fit
18681,fit
18683,fit
18685,fit
18687,fit
18689,fit
18691,fit
18693,fit
18695,fit
18697,fit
18699,fit
18701,fit
18703,fit
18705,fit
18707,fit
18709,fit
18711,fit
18713,fit
18715,fit
18717,fit
18719,fit
18721,fit
18723,fit
18725,fit
18727,fit
18729,fit
18731,fit
18733,fit
18735,fit
18737,fit
18739,fit
18741,fit
18743,fit
18745,fit
18747,fit
18749,fit
18751,fit
18753,fit
18755,fit
18757,fit
18759,fit
18761,fit
18763,fit
18765,fit
18767,fit
18769,fit
18771,fit
18773,fit
18775,fit
18777,fit
18779,fit
18781,fit
18783,fit
18785,fit
18787,fit
18789,fit
18791,fit
18793,fit
18795,fit
18797,fit
18799,fit
18801,fit
18803,fit
18805,fit
18807,fit
18809,fit
18811,fit
18813,fit
18815,fit
18817,fit
18819,fit
18821,fit
18823,fit
18825,fit
18827,fit
18829,fit
18831,fit
18833,fit
18835,fit
18837,fit
18839,fit
18841,fit
18843,fit
18845,fit
18847,fit
18849,fit
18851,fit
18853,fit
18855,fit
18857,fit
18859,fit
18861,fit
18863,fit
18865,fit
18867,fit
18869,fit
18871,fit
18873,fit
18875,fit
18877,fit
18879,fit
18881,fit
18883,fit
18885,fit
18887,fit
18889,fit
18891,fit
18893,fit
18895,fit
18897,fit
18899,fit
18901,fit
18903,fit
18905,fit
18907,fit
18909,fit
18911,fit
18913,fit
18915,fit
18917,fit
18919,fit
18921,fit
18923,fit
18925,fit
18927,fit
18929,fit
18931,fit
18933,fit
18935,fit
18937,fit
18939,fit
18941,fit
18943,fit
18945,fit
18947,fit
18949,fit
18951,fit
18953,fit
18955,fit
18957,fit
18959,fit
18961,fit
18963,fit
18965,fit
18967,fit
18969,fit
18971,fit
18973,fit
18975,fit
18977,fit
18979,fit
18981,fit
18983,fit
18985,fit
18987,fit
18989,fit
18991,fit
18993,fit
18995,fit
18997,fit
18999,fit
19001,fit
19003,fit
19005,fit
19007,fit
19009,fit
19011,fit
19013,fit
19015,fit
19017,fit
19019,fit
19021,fit
19023,fit
19025,fit
19027,fit
19029,fit
19031,fit
19033,fit
19035,fit
19037,fit
19039,fit
19041,fit
19043,fit
19045,fit
19047,fit
19049,fit
19051,fit
19053,fit
19055,fit
19057,fit
19059,fit
19061,fit
19063,fit
19065,fit
19067,fit
19069,fit
19071,fit
19073,fit
19075,fit
19077,fit
19079,fit
19081,fit
19083,fit
19085,fit
19087,fit
19089,fit
19091,fit
19093,fit
19095,fit
19097,fit
19099,fit
19101,fit
19103,fit
19105,fit
19107,fit
19109,fit
19111,fit
19113,fit
19115,fit
19117,fit
19119,fit
19121,fit
19123,fit
19125,fit
19127,fit
19129,fit
19131,fit
19133,fit
19135,fit
19137,fit
19139,fit
19141,fit
19143,fit
19145,fit
19147,fit
19149,fit
19151,fit
19153,fit
19155,fit
19157,fit
19159,fit
19161,fit
19163,fit
19165,fit
19167,fit
19169,fit
19171,fit
19173,fit
19175,fit
19177,fit
19179,fit
19181,fit
19183,fit
19185,fit
19187,fit
19189,fit
19191,fit
19193,fit
19195,fit
19197,fit
19199,fit
19201,fit
19203,fit
19205,fit
19207,fit
19209,fit
19211,fit
19213,fit
19215,fit
19217,fit
19219,fit
19221,fit
19223,fit
19225,fit
19227,fit
19229,fit
19231,fit
19233,fit
19235,fit
19237,fit
19239,fit
19241,fit
19243,fit
19245,fit
19247,fit
19249,fit
19251,fit
19253,fit
19255,fit
19257,fit
19259,fit
19261,fit
19263,fit
19265,fit
19267,fit
19269,fit
19271,fit
19273,fit
19275,fit
19277,fit
19279,fit
19281,fit
19283,fit
19285,fit
19287,fit
