scope,candidate,reference,target,signal,mean_change_pct,seed_min,seed_max
train_temporal_holdout,B1,B0,increment2,linear,-6.354317520476457,-7.635249693028079,-5.16844888005501
train_temporal_holdout,B1,B0,increment2,angular,-22.3303719863008,-23.183446777244466,-21.740089415639275
train_temporal_holdout,B2,B0,D0_raw,linear,2.611402106981623,2.213489600947205,3.225581269887101
train_temporal_holdout,B2,B0,D0_raw,angular,-0.2990103559779578,-1.7465752872022011,0.9538563442530013
train_temporal_holdout,B3,B1,increment2,linear,-2.6632673683222494,-6.209209600934518,-0.22882545653234443
train_temporal_holdout,B3,B1,increment2,angular,2.351633669445293,1.267174819458372,3.044858468109357
validation_unknown_offset,B1,B0,increment2,linear,-20.833924371444397,-23.36399192568338,-19.166036661843012
validation_unknown_offset,B1,B0,increment2,angular,-20.169328840809055,-22.919806270786935,-18.454437626217224
validation_unknown_offset,B2,B0,D0_raw,linear,24.021625015407256,19.430825690206866,27.475353923653458
validation_unknown_offset,B2,B0,D0_raw,angular,10.603957743268952,9.214701989187857,12.43704633207583
validation_unknown_offset,B3,B1,increment2,linear,28.754350031200776,25.70206415309695,32.08012334820576
validation_unknown_offset,B3,B1,increment2,angular,8.022211850568418,3.745671695098274,14.706484005658261
