partition,steps,log_id,axis,history,planned,relative_gain,improved
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,p,0.46316194400767063,0.46304989594169327,0.00024191984558971077,True
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,q,0.22553129072659994,0.22507704984771212,0.0020140924898907767,True
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,r,0.08174279849116838,0.08165751869137117,0.0010432698827459645,True
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,vx,0.06037733754259441,0.06036423894989263,0.00021694551689264093,True
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,vy,0.06605266854072825,0.06601203916431422,0.0006151057529034293,True
train_oof,1,2026.9.6/log_17_2026-9-6-18-34-06.ulg,vz,0.07378742003194859,0.07377766983277144,0.00013213904447300303,True
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,p,0.5036979566530168,0.503343746383053,0.0007032195888135097,True
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,q,0.23997955831575482,0.2393886217245642,0.0024624455321860437,True
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,r,0.09401084069850746,0.09364674348716526,0.003872927937213755,True
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,vx,0.062235558351611146,0.06224662146913353,-0.00017776200319250308,False
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,vy,0.07081484857583858,0.07103128106554557,-0.003056315081648437,False
train_oof,1,2026.9.6/log_18_2026-9-6-18-46-20.ulg,vz,0.07813910113734297,0.07810741305909792,0.00040553420481960744,True
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,p,0.5447085227673565,0.5445230218367773,0.0003405508135558526,True
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,q,0.2290730490235726,0.22931907844199448,-0.0010740216689418217,False
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,r,0.07984227996454264,0.07966295083592875,0.0022460421808286036,True
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,vx,0.05377221967981176,0.053780017387904944,-0.00014501369182110799,False
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,vy,0.05860533374671012,0.058561225284508106,0.0007526356285700684,True
train_oof,1,2026.9.6/log_19_2026-9-6-18-52-30.ulg,vz,0.06615003352322506,0.06605885136102754,0.001378414451830939,True
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,p,0.5701803938118081,0.5701756336181661,8.34857475562287e-06,True
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,q,0.2370347178623258,0.2366897324314895,0.0014554215262115196,True
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,r,0.08898198153388394,0.08879046217705967,0.00215233863668608,True
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,vx,0.06689117104105405,0.06697509491161556,-0.0012546329994731838,False
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,vy,0.06184102774949093,0.06190462747332734,-0.0010284389854263941,False
train_oof,1,2026.9.6/log_20_2026-9-6-18-58-10.ulg,vz,0.07329737237625582,0.07319646423614447,0.0013766951916551699,True
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,p,0.33667292644674446,0.3362822942545605,0.0011602720667405022,True
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,q,0.25018093617942416,0.24929449932735553,0.0035431830482595033,True
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,r,0.07024825214936174,0.07030040048070871,-0.0007423434712096167,False
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,vx,0.06205945477930195,0.062056484944278095,4.7854674753678556e-05,True
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,vy,0.06832991905756212,0.06841411860678014,-0.0012322500945315111,False
train_oof,1,2026.9.6/log_24_2026-9-6-06-28-38.ulg,vz,0.07456097242986329,0.0745873367083833,-0.00035359354446206346,False
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,p,0.37734364706256424,0.3772771751678762,0.0001761574501267199,True
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,q,0.25136286159578236,0.25083556619693514,0.0020977458463818815,True
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,r,0.08059627651053651,0.08054049067613908,0.0006921639164079224,True
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,vx,0.06638191461762634,0.0663338243028453,0.0007244490469737946,True
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,vy,0.07459244174373095,0.07454509638016726,0.000634720656100019,True
train_oof,1,2026.9.6/log_28_2026-9-6-07-01-38.ulg,vz,0.08217435738580137,0.08202240243247601,0.001849177263558555,True
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,p,0.3910902379934874,0.39103907548885347,0.0001308202037883421,True
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,q,0.20466421028363949,0.20328673551214388,0.006730413537308726,True
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,r,0.06661459535261192,0.06670662530671062,-0.0013815283814538378,False
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,vx,0.05605290944271198,0.05595803643216797,0.0016925617508039591,True
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,vy,0.05640129810611146,0.05619663799815897,0.0036286418012480685,True
train_oof,1,9.11数据/log_13_2026-9-11-18-28-08.ulg,vz,0.07485630807412005,0.07489096727896154,-0.00046300980816693665,False
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,p,0.3579961836179877,0.35785600879328655,0.0003915539637447981,True
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,q,0.19460323054885506,0.19440766353204275,0.0010049525707293545,True
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,r,0.0590670781162612,0.05893362629798258,0.002259326557781412,True
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,vx,0.05646563967584339,0.05646360611973813,3.6014045301509056e-05,True
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,vy,0.04535963077586813,0.04539403376112438,-0.0007584494112449934,False
train_oof,1,9.11数据/log_14_2026-9-11-18-34-58.ulg,vz,0.07082859970373812,0.07082467005624539,5.548108404179627e-05,True
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,p,0.3964478531645535,0.39666348766273957,-0.000543916422966641,False
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,q,0.2315283803712773,0.23042829137928617,0.00475142179212342,True
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,r,0.07708281919266656,0.0770080518622753,0.0009699610260021799,True
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,vx,0.07022617705409778,0.07020174748464837,0.0003478698467466294,True
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,vy,0.06148699954519708,0.06145597426124359,0.000504582825361059,True
train_oof,1,9.11数据/log_15_2026-9-11-18-40-48.ulg,vz,0.06971979916985907,0.06953002882755709,0.0027219003003672564,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,p,0.5083359499900981,0.5080131177655279,0.0006350765169696917,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,q,0.21949369776236313,0.21863692885398875,0.003903387282226081,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,r,0.07300707902923739,0.07296612899935165,0.0005609049208686351,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,vx,0.06123311216787142,0.06120250664533621,0.000499819810747168,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,vy,0.059643952363837925,0.059607578789482626,0.0006098451379179889,True
train_oof,1,9.12数据/log_10_2026-9-12-06-13-40.ulg,vz,0.06728550252160444,0.0671839000892623,0.001510019670426291,True
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,p,0.5309438888881581,0.5310422989168168,-0.00018534920679603875,False
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,q,0.20869556414322019,0.20719113432811276,0.0072087292381307734,True
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,r,0.0789400263473135,0.07877531840450658,0.0020864946520570966,True
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,vx,0.06454957779109029,0.06452900163679035,0.0003187651260328197,True
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,vy,0.05933353378860637,0.059329827942299594,6.245787281063585e-05,True
train_oof,1,9.12数据/log_11_2026-9-12-06-21-12.ulg,vz,0.0749600888180748,0.0747813671814065,0.002384223918171237,True
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,p,0.488734741320401,0.48892379458308793,-0.0003868218211297245,False
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,q,0.21729878889615775,0.2167798754126473,0.002388018295667726,True
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,r,0.08359185675976853,0.08347814211878003,0.001360355486722821,True
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,vx,0.06245411811786623,0.06240988525656665,0.0007082457111330952,True
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,vy,0.0635987656956515,0.0634819140628947,0.0018373254807487903,True
train_oof,1,9.12数据/log_12_2026-9-12-06-29-44.ulg,vz,0.07793412295052957,0.07765452441740521,0.003587626607434045,True
train_oof,1,9.12数据/log_2_2026-9-12-18-32-54.ulg,p,0.41739018363532815,0.41723549820345696,0.0003706015089380759,True
