log_id,steps,bin_start,bin_stop,channel,residual_rms,command_std,positive_fraction,negative_fraction
2026.9.6/log_17_2026-9-6-18-34-06.ulg,1,0,1,drive,0.0033119478936159976,0.07927640597545521,0.3128491620111732,0.6871508379888268
2026.9.6/log_17_2026-9-6-18-34-06.ulg,1,0,1,common,0.007551929604027696,0.11107108239805441,0.49162011173184356,0.5083798882681564
2026.9.6/log_17_2026-9-6-18-34-06.ulg,1,0,1,differential,0.02364745114579337,0.247499640463748,0.5005586592178771,0.4994413407821229
2026.9.6/log_17_2026-9-6-18-34-06.ulg,1,0,1,rudder,0.008040589721801016,0.11404405833132066,0.4581005586592179,0.5418994413407822
2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,drive,0.0029475677556190377,0.08047033813077092,0.376978417266187,0.6230215827338129
2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,common,0.0070971405098799005,0.10206930051962461,0.5179856115107914,0.48201438848920863
2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,differential,0.029645576521790954,0.2824858046845273,0.4676258992805755,0.5323741007194245
2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,rudder,0.00927237718007991,0.10317208603511462,0.4489208633093525,0.5510791366906475
2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,drive,0.003787525403242962,0.07023527765313187,0.29457364341085274,0.7054263565891473
2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,common,0.008198710569107065,0.09852764090271532,0.4728682170542636,0.5271317829457365
2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,differential,0.025307468733781528,0.21237955538824713,0.537467700258398,0.4625322997416021
2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,rudder,0.010081334647435367,0.10433087859700993,0.5180878552971576,0.4819121447028424
2026.9.6/log_20_2026-9-6-18-58-10.ulg,1,0,1,drive,0.00350930350454164,0.06394175550202802,0.27380952380952384,0.7261904761904762
2026.9.6/log_20_2026-9-6-18-58-10.ulg,1,0,1,common,0.008214986097648865,0.10205072907814025,0.5272108843537415,0.47278911564625853
2026.9.6/log_20_2026-9-6-18-58-10.ulg,1,0,1,differential,0.02975833381836889,0.23503828342691635,0.47278911564625853,0.5272108843537415
2026.9.6/log_20_2026-9-6-18-58-10.ulg,1,0,1,rudder,0.009344243645044265,0.09290124882250725,0.5153061224489796,0.4846938775510204
2026.9.6/log_24_2026-9-6-06-28-38.ulg,1,0,1,drive,0.004269218393902914,0.08542663007892774,0.3717948717948718,0.6282051282051282
2026.9.6/log_24_2026-9-6-06-28-38.ulg,1,0,1,common,0.006852457942714986,0.08771146035427528,0.48148148148148145,0.5185185185185185
2026.9.6/log_24_2026-9-6-06-28-38.ulg,1,0,1,differential,0.02092652140686425,0.32037548824920364,0.4658119658119658,0.5341880341880342
2026.9.6/log_24_2026-9-6-06-28-38.ulg,1,0,1,rudder,0.007838998809347577,0.1184864526165216,0.48148148148148145,0.5185185185185185
2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,drive,0.0036388863830751623,0.09273556822924577,0.5392022008253095,0.4607977991746905
2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,common,0.008331413261535582,0.10638001022505379,0.5130674002751031,0.48693259972489683
2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,differential,0.020620080523312715,0.2715710235005774,0.5089408528198074,0.49105914718019256
2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,rudder,0.00787191447541398,0.10260893942507682,0.4965612104539202,0.5034387895460798
9.11数据/log_13_2026-9-11-18-28-08.ulg,1,0,1,drive,0.004899165446853503,0.08439654052610343,0.29977628635346754,0.7002237136465325
9.11数据/log_13_2026-9-11-18-28-08.ulg,1,0,1,common,0.013156665770250603,0.09581054171430241,0.5212527964205816,0.47874720357941836
9.11数据/log_13_2026-9-11-18-28-08.ulg,1,0,1,differential,0.032695648040333994,0.29132261196490256,0.465324384787472,0.5346756152125279
9.11数据/log_13_2026-9-11-18-28-08.ulg,1,0,1,rudder,0.012034411429821649,0.0746586168761222,0.5324384787472036,0.46756152125279643
9.11数据/log_14_2026-9-11-18-34-58.ulg,1,0,1,drive,0.004113989364776992,0.07776881667631572,0.40709459459459457,0.5929054054054054
9.11数据/log_14_2026-9-11-18-34-58.ulg,1,0,1,common,0.008305738272252134,0.10239930134431623,0.4577702702702703,0.5422297297297297
9.11数据/log_14_2026-9-11-18-34-58.ulg,1,0,1,differential,0.020405989645057427,0.23991667854416673,0.46283783783783783,0.5371621621621622
9.11数据/log_14_2026-9-11-18-34-58.ulg,1,0,1,rudder,0.007447101134376033,0.05735789092476488,0.527027027027027,0.47297297297297297
9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,drive,0.0036214413849700853,0.0910944501279706,0.42045454545454547,0.5795454545454546
9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,common,0.010643777411729387,0.10458764293775213,0.4818181818181818,0.5181818181818182
9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,differential,0.025764786830744728,0.311256189444439,0.4340909090909091,0.5659090909090909
9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,rudder,0.016565487070266803,0.09715172110355522,0.5590909090909091,0.4409090909090909
9.12数据/log_10_2026-9-12-06-13-40.ulg,1,0,1,drive,0.004669882881099964,0.056185681347093605,0.7084432717678101,0.29155672823219
9.12数据/log_10_2026-9-12-06-13-40.ulg,1,0,1,common,0.007566838591967501,0.1048677030151836,0.5026385224274407,0.4973614775725594
9.12数据/log_10_2026-9-12-06-13-40.ulg,1,0,1,differential,0.02107866208059294,0.24205666303464105,0.521108179419525,0.4788918205804749
9.12数据/log_10_2026-9-12-06-13-40.ulg,1,0,1,rudder,0.00761531640622104,0.10746583650241269,0.5501319261213721,0.449868073878628
9.12数据/log_11_2026-9-12-06-21-12.ulg,1,0,1,drive,0.003962765458547056,0.07116760138060683,0.5597222222222222,0.44027777777777777
9.12数据/log_11_2026-9-12-06-21-12.ulg,1,0,1,common,0.007925244214240009,0.12315957834722549,0.49444444444444446,0.5055555555555555
9.12数据/log_11_2026-9-12-06-21-12.ulg,1,0,1,differential,0.021936405149727202,0.2553822533184618,0.5180555555555556,0.48194444444444445
9.12数据/log_11_2026-9-12-06-21-12.ulg,1,0,1,rudder,0.00899599236629852,0.11306820868934349,0.4388888888888889,0.5611111111111111
9.12数据/log_12_2026-9-12-06-29-44.ulg,1,0,1,drive,0.004070240174378866,0.085949497328634,0.6720351390922401,0.3279648609077599
9.12数据/log_12_2026-9-12-06-29-44.ulg,1,0,1,common,0.007693275720602715,0.09790066256370684,0.5168374816983895,0.48316251830161056
9.12数据/log_12_2026-9-12-06-29-44.ulg,1,0,1,differential,0.022713633891691454,0.28706188462930277,0.4904831625183016,0.5095168374816984
9.12数据/log_12_2026-9-12-06-29-44.ulg,1,0,1,rudder,0.008908856047394182,0.12480207823606457,0.5373352855051244,0.46266471449487556
9.12数据/log_2_2026-9-12-18-32-54.ulg,1,0,1,drive,0.0034049483136564607,0.07438243502334614,0.5312084993359893,0.46879150066401065
9.12数据/log_2_2026-9-12-18-32-54.ulg,1,0,1,common,0.006139007223244222,0.08598203745526824,0.47808764940239046,0.5219123505976095
9.12数据/log_2_2026-9-12-18-32-54.ulg,1,0,1,differential,0.01811043927412583,0.18856303152911097,0.4847277556440903,0.5152722443559097
9.12数据/log_2_2026-9-12-18-32-54.ulg,1,0,1,rudder,0.006224471352610892,0.08423358240667969,0.4847277556440903,0.5152722443559097
9.12数据/log_3_2026-9-12-18-40-02.ulg,1,0,1,drive,0.0047700491985700755,0.08099890804404015,0.5126262626262627,0.48737373737373735
9.12数据/log_3_2026-9-12-18-40-02.ulg,1,0,1,common,0.007915590342216741,0.09059846524573938,0.44823232323232326,0.5517676767676768
9.12数据/log_3_2026-9-12-18-40-02.ulg,1,0,1,differential,0.021167967389050718,0.2077465109469393,0.5063131313131313,0.4936868686868687
9.12数据/log_3_2026-9-12-18-40-02.ulg,1,0,1,rudder,0.013566939664504906,0.12029908155249183,0.4393939393939394,0.5606060606060606
9.12数据/log_7_2026-9-12-05-49-02.ulg,1,0,1,drive,0.004689063435887226,0.11971357498648269,0.6061068702290077,0.3938931297709924
9.12数据/log_7_2026-9-12-05-49-02.ulg,1,0,1,common,0.00861884054420943,0.10568388475907607,0.45190839694656487,0.5480916030534351
9.12数据/log_7_2026-9-12-05-49-02.ulg,1,0,1,differential,0.020313665687258273,0.25195162687473055,0.5068702290076336,0.49312977099236643
9.12数据/log_7_2026-9-12-05-49-02.ulg,1,0,1,rudder,0.008320726230164504,0.06852352345020031,0.6274809160305344,0.37251908396946565
9.12数据/log_8_2026-9-12-05-55-30.ulg,1,0,1,drive,0.0045046316558901576,0.09433065998191986,0.5607361963190184,0.4392638036809816
9.12数据/log_8_2026-9-12-05-55-30.ulg,1,0,1,common,0.008462685085406743,0.10853183566541257,0.4785276073619632,0.5214723926380368
9.12数据/log_8_2026-9-12-05-55-30.ulg,1,0,1,differential,0.02407517632028484,0.26794459810089627,0.4834355828220859,0.5165644171779141
9.12数据/log_8_2026-9-12-05-55-30.ulg,1,0,1,rudder,0.008288705746948623,0.07803974680627766,0.48588957055214727,0.5141104294478528
9.12数据/log_9_2026-9-12-06-03-32.ulg,1,0,1,drive,0.004155044740342987,0.08979827390987022,0.5830875122910522,0.4169124877089479
9.12数据/log_9_2026-9-12-06-03-32.ulg,1,0,1,common,0.008654222428623362,0.14961473979622833,0.5250737463126843,0.4749262536873156
9.12数据/log_9_2026-9-12-06-03-32.ulg,1,0,1,differential,0.02481566833764616,0.2485759145885112,0.504424778761062,0.49557522123893805
9.12数据/log_9_2026-9-12-06-03-32.ulg,1,0,1,rudder,0.009472528554771638,0.10134819473728351,0.47099311701081614,0.5290068829891839
9.13数据/log_1_2026-9-13-06-11-06.ulg,1,0,1,drive,0.0035445188479643185,0.0853819262886171,0.5575842696629213,0.44241573033707865
9.13数据/log_1_2026-9-13-06-11-06.ulg,1,0,1,common,0.006189602322562781,0.08529336398469634,0.46207865168539325,0.5379213483146067
9.13数据/log_1_2026-9-13-06-11-06.ulg,1,0,1,differential,0.016824443746641146,0.16725616338544758,0.4648876404494382,0.5351123595505618
9.13数据/log_1_2026-9-13-06-11-06.ulg,1,0,1,rudder,0.005596108734156313,0.06721336104853909,0.4747191011235955,0.5252808988764045
9.13数据/log_2_2026-9-13-06-20-06.ulg,1,0,1,drive,0.0034785767001354307,0.08294125115949934,0.5859154929577465,0.4140845070422535
9.13数据/log_2_2026-9-13-06-20-06.ulg,1,0,1,common,0.006711081458125513,0.09937703665025216,0.4887323943661972,0.5112676056338028
9.13数据/log_2_2026-9-13-06-20-06.ulg,1,0,1,differential,0.021114838732308083,0.2198333893134044,0.49859154929577465,0.5014084507042254
9.13数据/log_2_2026-9-13-06-20-06.ulg,1,0,1,rudder,0.007360936252008073,0.0712084957046892,0.4450704225352113,0.5549295774647888
9.13数据/log_3_2026-9-13-06-31-26.ulg,1,0,1,drive,0.003999183965146972,0.09080356787520655,0.6028169014084507,0.3971830985915493
9.13数据/log_3_2026-9-13-06-31-26.ulg,1,0,1,common,0.008060045978282984,0.09278464348078728,0.48450704225352115,0.5154929577464789
9.13数据/log_3_2026-9-13-06-31-26.ulg,1,0,1,differential,0.019769836575522625,0.21420324292367232,0.5450704225352113,0.45492957746478874
9.13数据/log_3_2026-9-13-06-31-26.ulg,1,0,1,rudder,0.008086803676241957,0.12565456956730045,0.5154929577464789,0.48450704225352115
9.13数据/log_4_2026-9-13-06-36-26.ulg,1,0,1,drive,0.0038232353445825837,0.06792960078993568,0.47413793103448276,0.5258620689655172
9.13数据/log_4_2026-9-13-06-36-26.ulg,1,0,1,common,0.009495961420782774,0.10725497559819255,0.5100574712643678,0.4899425287356322
9.13数据/log_4_2026-9-13-06-36-26.ulg,1,0,1,differential,0.016029696307273567,0.18605026793440776,0.5646551724137931,0.4353448275862069
9.13数据/log_4_2026-9-13-06-36-26.ulg,1,0,1,rudder,0.008382369559590389,0.07265384909102655,0.4281609195402299,0.5718390804597702
9.13数据/log_5_2026-9-13-06-42-40.ulg,1,0,1,drive,0.003975895104175008,0.08735443521687203,0.5534246575342465,0.4465753424657534
9.13数据/log_5_2026-9-13-06-42-40.ulg,1,0,1,common,0.009674744845129474,0.08519941410631825,0.4643835616438356,0.5356164383561643
9.13数据/log_5_2026-9-13-06-42-40.ulg,1,0,1,differential,0.028674288012497464,0.18856770522456778,0.5123287671232877,0.4876712328767123
9.13数据/log_5_2026-9-13-06-42-40.ulg,1,0,1,rudder,0.00909182594108864,0.09318603576103332,0.5506849315068493,0.44931506849315067
9.13数据/log_7_2026-9-13-18-12-52.ulg,1,0,1,drive,0.005398010216670727,0.09278460326955955,0.56,0.44
9.13数据/log_7_2026-9-13-18-12-52.ulg,1,0,1,common,0.008391920346696164,0.07411509827670326,0.5044444444444445,0.4955555555555556
9.13数据/log_7_2026-9-13-18-12-52.ulg,1,0,1,differential,0.028502417455731285,0.27240588590122605,0.5288888888888889,0.4711111111111111
9.13数据/log_7_2026-9-13-18-12-52.ulg,1,0,1,rudder,0.009791807547397358,0.081714173775289,0.5444444444444444,0.45555555555555555
9.14数据/log_11_2026-9-14-18-13-22.ulg,1,0,1,drive,0.003926214032939867,0.0864084891151878,0.5251322751322751,0.4748677248677249
9.14数据/log_11_2026-9-14-18-13-22.ulg,1,0,1,common,0.007493258860986763,0.0972384720750977,0.5026455026455027,0.4973544973544973
9.14数据/log_11_2026-9-14-18-13-22.ulg,1,0,1,differential,0.021205696078651193,0.2513552019917965,0.5092592592592593,0.49074074074074076
9.14数据/log_11_2026-9-14-18-13-22.ulg,1,0,1,rudder,0.007940776302910776,0.08505477465043994,0.47883597883597884,0.5211640211640212
9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,drive,0.0037190319546829835,0.08519864879401967,0.55859375,0.44140625
9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,common,0.007145273478132688,0.09993459420322005,0.5416666666666666,0.4583333333333333
9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,differential,0.02120513539248327,0.2549570678368072,0.51171875,0.48828125
9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,rudder,0.007911231868412232,0.08747184862072241,0.48828125,0.51171875
9.14数据/log_13_2026-9-14-18-28-32.ulg,1,0,1,drive,0.003908520225469836,0.07669127294807643,0.6047565118912798,0.3952434881087203
9.14数据/log_13_2026-9-14-18-28-32.ulg,1,0,1,common,0.0069091361237138115,0.0913764265878752,0.48924122310305773,0.5107587768969423
9.14数据/log_13_2026-9-14-18-28-32.ulg,1,0,1,differential,0.02119565325222503,0.23414171651972995,0.5096262740656852,0.49037372593431483
9.14数据/log_13_2026-9-14-18-28-32.ulg,1,0,1,rudder,0.0067766555493174,0.11282631674036114,0.5368063420158551,0.46319365798414497
9.14数据/log_14_2026-9-14-18-34-22.ulg,1,0,1,drive,0.003661827597393295,0.06766960535414383,0.5516666666666666,0.4483333333333333
9.14数据/log_14_2026-9-14-18-34-22.ulg,1,0,1,common,0.00798071546181632,0.059343578011663074,0.5,0.5
9.14数据/log_14_2026-9-14-18-34-22.ulg,1,0,1,differential,0.03340423875648798,0.24140625785399464,0.5066666666666667,0.49333333333333335
9.14数据/log_14_2026-9-14-18-34-22.ulg,1,0,1,rudder,0.008768975975999906,0.0848577746051223,0.45666666666666667,0.5433333333333333
