partition,steps,variant,log_id,axis,rmse,n
train_oof,1,history,9.12数据/log_10_2026-9-12-06-13-40.ulg,vz,0.06728550252160444,758
train_oof,1,history,9.12数据/log_10_2026-9-12-06-13-40.ulg,p,0.5083359499900981,758
train_oof,1,history,9.12数据/log_10_2026-9-12-06-13-40.ulg,q,0.21949369776236313,758
train_oof,1,history,9.12数据/log_10_2026-9-12-06-13-40.ulg,r,0.07300707902923739,758
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,vx,0.06454957779109029,720
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,vy,0.05933353378860637,720
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,vz,0.0749600888180748,720
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,p,0.5309438888881581,720
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,q,0.20869556414322019,720
train_oof,1,history,9.12数据/log_11_2026-9-12-06-21-12.ulg,r,0.0789400263473135,720
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,vx,0.06245411811786623,683
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,vy,0.0635987656956515,683
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,vz,0.07793412295052957,683
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,p,0.488734741320401,683
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,q,0.21729878889615775,683
train_oof,1,history,9.12数据/log_12_2026-9-12-06-29-44.ulg,r,0.08359185675976853,683
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,vx,0.0594759307973862,753
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,vy,0.05398611707125123,753
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,vz,0.06972371457297191,753
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,p,0.41739018363532815,753
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,q,0.20256362924810242,753
train_oof,1,history,9.12数据/log_2_2026-9-12-18-32-54.ulg,r,0.06859761308457733,753
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,vx,0.06065612744640215,792
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,vy,0.050593925723000865,792
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,vz,0.06691193256779969,792
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,p,0.43129563464746873,792
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,q,0.1999885534702522,792
train_oof,1,history,9.12数据/log_3_2026-9-12-18-40-02.ulg,r,0.0653688333895254,792
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,vx,0.05928425178527219,655
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,vy,0.06463234928973798,655
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,vz,0.07222681529862182,655
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,p,0.38209939925951886,655
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,q,0.20999531785752018,655
train_oof,1,history,9.12数据/log_7_2026-9-12-05-49-02.ulg,r,0.08005655401260163,655
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,vx,0.06013495816100404,815
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,vy,0.058693885179701914,815
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,vz,0.0711712655716057,815
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,p,0.4986449222227308,815
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,q,0.19999139179090555,815
train_oof,1,history,9.12数据/log_8_2026-9-12-05-55-30.ulg,r,0.08195431321721403,815
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,vx,0.06252768453425911,1017
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,vy,0.058067691733071004,1017
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,vz,0.07415107723504771,1017
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,p,0.5010104421590977,1017
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,q,0.21237421946509097,1017
train_oof,1,history,9.12数据/log_9_2026-9-12-06-03-32.ulg,r,0.07964328838039096,1017
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,vx,0.05882803858564366,712
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,vy,0.051018166579533474,712
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,vz,0.06937667488352227,712
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,p,0.34994815630038206,712
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,q,0.21020086900908325,712
train_oof,1,history,9.13数据/log_1_2026-9-13-06-11-06.ulg,r,0.053381649047822416,712
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,vx,0.06158652305982272,710
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,vy,0.048969868282149304,710
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,vz,0.06724029707235307,710
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,p,0.4022189191776124,710
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,q,0.2103665311752692,710
train_oof,1,history,9.13数据/log_2_2026-9-13-06-20-06.ulg,r,0.05466122209049344,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,vx,0.06269979906615515,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,vy,0.05497456058420365,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,vz,0.06933064307037941,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,p,0.45207269764609087,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,q,0.21281744759522986,710
train_oof,1,history,9.13数据/log_3_2026-9-13-06-31-26.ulg,r,0.060588130535841174,710
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,vx,0.05746254181185705,696
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,vy,0.056281081661111516,696
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,vz,0.06478119329886867,696
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,p,0.3782173958634805,696
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,q,0.2022464488078245,696
train_oof,1,history,9.13数据/log_4_2026-9-13-06-36-26.ulg,r,0.054026106863990536,696
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,vx,0.05980188330388355,730
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,vy,0.054397593359296635,730
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,vz,0.06959526457880612,730
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,p,0.45497085893151296,730
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,q,0.20032505211726817,730
train_oof,1,history,9.13数据/log_5_2026-9-13-06-42-40.ulg,r,0.06573726005049942,730
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,vx,0.06172667017000655,450
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,vy,0.06286328858429818,450
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,vz,0.07441469327388313,450
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,p,0.5519218469176502,450
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,q,0.22097537268525078,450
train_oof,1,history,9.13数据/log_7_2026-9-13-18-12-52.ulg,r,0.08902502164723201,450
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,vx,0.0659461368715657,756
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,vy,0.05839886132789247,756
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,vz,0.07467539831518001,756
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,p,0.562851531683457,756
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,q,0.23290683341059146,756
train_oof,1,history,9.14数据/log_11_2026-9-14-18-13-22.ulg,r,0.07333186148921075,756
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,vx,0.06537645929429947,768
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,vy,0.053449467942831036,768
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,vz,0.07748407282616052,768
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,p,0.574183500711371,768
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,q,0.24407902178289492,768
train_oof,1,history,9.14数据/log_12_2026-9-14-18-20-30.ulg,r,0.0821818291113167,768
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,vx,0.07061221331765326,883
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,vy,0.06440996627344336,883
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,vz,0.07820416582645631,883
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,p,0.5767870612508709,883
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,q,0.24013323815008328,883
train_oof,1,history,9.14数据/log_13_2026-9-14-18-28-32.ulg,r,0.09389039981626264,883
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,vx,0.06222029230250703,600
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,vy,0.05329851553241013,600
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,vz,0.08338662636089346,600
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,p,1.024688566612433,600
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,q,0.24669330092928873,600
train_oof,1,history,9.14数据/log_14_2026-9-14-18-34-22.ulg,r,0.09126735650741344,600
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,vx,0.06592157971091012,594
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,vy,0.05749487723986267,594
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,vz,0.07930852669382686,594
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,p,0.30462138588018445,594
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,q,0.3049247770932776,594
train_oof,1,history,9.15数据/log_10_2026-9-15-17-44-04.ulg,r,0.0647348735904891,594
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,vx,0.062426736513927446,538
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,vy,0.05629272152465802,538
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,vz,0.07624148400456608,538
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,p,0.3270792035018499,538
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,q,0.2519243852313195,538
train_oof,1,history,9.15数据/log_11_2026-9-15-17-51-56.ulg,r,0.0823362009426612,538
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,vx,0.05539089983168094,704
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,vy,0.05050340085719351,704
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,vz,0.06997784264299221,704
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,p,0.28799909683929165,704
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,q,0.23565452657036054,704
train_oof,1,history,9.15数据/log_12_2026-9-15-18-03-58.ulg,r,0.06742130732318895,704
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,vx,0.06272148161828969,690
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,vy,0.05155322576118034,690
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,vz,0.06533023332999231,690
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,p,0.2540106696861594,690
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,q,0.21599313381129104,690
train_oof,1,history,9.15数据/log_13_2026-9-15-18-10-58.ulg,r,0.06026404483687363,690
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,vx,0.06115279197170276,685
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,vy,0.051868781154461724,685
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,vz,0.06826943395587477,685
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,p,0.29542003998162947,685
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,q,0.21950280236043831,685
train_oof,1,history,9.15数据/log_14_2026-9-15-18-17-26.ulg,r,0.06658781567985256,685
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,vx,0.06415216291310778,702
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,vy,0.05844099977729772,702
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,vz,0.06666607769184225,702
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,p,0.29287343638412083,702
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,q,0.21976348707249962,702
train_oof,1,history,9.15数据/log_15_2026-9-15-18-23-44.ulg,r,0.06840082911470882,702
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,vx,0.056651971312014666,576
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,vy,0.056574880855169,576
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,vz,0.06856003784716833,576
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,p,0.29814837295699204,576
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,q,0.2518223869735151,576
train_oof,1,history,9.16数据/log_1_2026-9-16-18-02-34.ulg,r,0.06657422098992885,576
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,vx,0.0647257641362776,691
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,vy,0.05406799424819334,691
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,vz,0.06874202422362163,691
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,p,0.2892543576355261,691
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,q,0.2318054599225634,691
train_oof,1,history,9.16数据/log_2_2026-9-16-18-08-46.ulg,r,0.06465630266307444,691
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,vx,0.058819165640198706,521
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,vy,0.05131538393697101,521
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,vz,0.07030357480790315,521
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,p,0.2747409155214002,521
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,q,0.22056489524368733,521
train_oof,1,history,9.16数据/log_3_2026-9-16-18-13-58.ulg,r,0.06056420703768107,521
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,vx,0.06006761869807718,689
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,vy,0.05605950994892522,689
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,vz,0.06797411475936685,689
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,p,0.2705153480782971,689
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,q,0.23899486634568692,689
train_oof,1,history,9.16数据/log_4_2026-9-16-18-20-50.ulg,r,0.0636540598521204,689
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,vx,0.06184768868636926,658
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,vy,0.05648333133201103,658
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,vz,0.06695673356260755,658
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,p,0.3985958102871525,658
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,q,0.2297643376848251,658
train_oof,1,history,9.16数据/log_5_2026-9-16-18-26-48.ulg,r,0.0663502193494292,658
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,vx,0.058820268580227625,742
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,vy,0.062164312687457264,742
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,vz,0.08521282539866218,742
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,p,0.3302655619045535,742
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,q,0.270491308488028,742
train_oof,1,history,9.18数据/log_0_2026-9-18-18-15-06.ulg,r,0.07056372253610095,742
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,vx,0.062157835768756914,693
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,vy,0.07299764282874356,693
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,vz,0.07831387236782643,693
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,p,0.3962460942774184,693
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,q,0.24658735355115274,693
train_oof,1,history,9.18数据/log_1_2026-9-18-18-23-36.ulg,r,0.08805045376527246,693
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,vx,0.06182433096944687,742
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,vy,0.0682788713916553,742
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,vz,0.08280446625610643,742
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,p,0.378510155283935,742
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,q,0.2730556364557259,742
train_oof,1,history,9.18数据/log_2_2026-9-18-18-29-40.ulg,r,0.08540251941390316,742
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,vx,0.051706581994889714,168
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,vy,0.05872366597589745,168
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,vz,0.07149449777669963,168
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,p,0.5173832469913913,168
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,q,0.25347649739309963,168
validation,1,history,2026.9.7/log_21_2026-9-7-05-54-56.ulg,r,0.08887276030176539,168
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,vx,0.06250043661879068,182
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,vy,0.05878294880047829,182
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,vz,0.0649082480912466,182
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,p,0.5493976824405851,182
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,q,0.22694089982450893,182
validation,1,history,2026.9.7/log_22_2026-9-7-06-01-40.ulg,r,0.08736166875749087,182
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,vx,0.06305550379128864,160
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,vy,0.07504646606266997,160
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,vz,0.0678085545157918,160
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,p,0.606521940345443,160
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,q,0.2503900375418847,160
validation,1,history,2026.9.7/log_23_2026-9-7-06-09-22.ulg,r,0.08353145508457178,160
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,vx,0.05526080603995203,161
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,vy,0.05236707258834053,161
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,vz,0.07014059478922234,161
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,p,0.5602750541406322,161
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,q,0.25136759362568156,161
validation,1,history,2026.9.7/log_24_2026-9-7-06-16-04.ulg,r,0.08816715467865398,161
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,vx,0.06394189561404381,150
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,vy,0.07559831399548875,150
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,vz,0.08602380528847009,150
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,p,0.4760081533678733,150
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,q,0.2569464195169109,150
validation,1,history,2026.9.7/log_26_2026-9-7-06-30-26.ulg,r,0.08995946666254269,150
validation,1,history,2026.9.7/log_27_2026-9-7-06-37-24.ulg,vx,0.05329240890845899,155
validation,1,history,2026.9.7/log_27_2026-9-7-06-37-24.ulg,vy,0.06703394093315675,155
validation,1,history,2026.9.7/log_27_2026-9-7-06-37-24.ulg,vz,0.07205825573390705,155
validation,1,history,2026.9.7/log_27_2026-9-7-06-37-24.ulg,p,0.5248919040893387,155
validation,1,history,2026.9.7/log_27_2026-9-7-06-37-24.ulg,q,0.22479768521940313,155
