steps,fold,channel,axis,gain,bin_start,bin_stop
5,3,common,vy,-0.019527158740567045,0.0,1.0
5,3,common,vz,-0.7568207001403037,0.0,1.0
5,3,common,p,-0.3448104044518248,0.0,1.0
5,3,common,q,1.2974995268955198,0.0,1.0
5,3,common,r,-0.1563700000231797,0.0,1.0
5,3,common,vx,-0.05693674172607581,1.0,2.0
5,3,common,vy,0.06090877681845968,1.0,2.0
5,3,common,vz,-0.7813359684639084,1.0,2.0
5,3,common,p,0.6344703876493193,1.0,2.0
5,3,common,q,2.3570903521009394,1.0,2.0
5,3,common,r,-0.01621484161782621,1.0,2.0
5,3,common,vx,0.01136800662035907,2.0,5.0
5,3,common,vy,0.02583513711428306,2.0,5.0
5,3,common,vz,1.8351020159443117,2.0,5.0
5,3,common,p,0.6741231727890807,2.0,5.0
5,3,common,q,-2.83212683317392,2.0,5.0
5,3,common,r,0.526561945002704,2.0,5.0
5,3,differential,vx,-0.058528348240870075,,
5,3,differential,vy,0.050784519359321795,,
5,3,differential,vz,-0.14141284039060767,,
5,3,differential,p,-0.08755057434966385,,
5,3,differential,q,0.2581044721498484,,
5,3,differential,r,-0.14057205937838596,,
5,3,differential,vx,-0.020782363594310165,0.0,1.0
5,3,differential,vy,-0.05742931757852687,0.0,1.0
5,3,differential,vz,0.22897195728731273,0.0,1.0
5,3,differential,p,-0.47098352325328835,0.0,1.0
5,3,differential,q,-0.06524030292433187,0.0,1.0
5,3,differential,r,-0.07710066774628238,0.0,1.0
5,3,differential,vx,-0.03603730591134005,1.0,2.0
5,3,differential,vy,-0.016470268394714008,1.0,2.0
5,3,differential,vz,-0.059806801972795996,1.0,2.0
5,3,differential,p,-0.6462000286386228,1.0,2.0
5,3,differential,q,0.17978745898203524,1.0,2.0
5,3,differential,r,-0.06987414069366467,1.0,2.0
5,3,differential,vx,-0.0017086787352198587,2.0,5.0
5,3,differential,vy,0.12468410533256268,2.0,5.0
5,3,differential,vz,-0.3105779957051244,2.0,5.0
5,3,differential,p,1.0296329775422473,2.0,5.0
5,3,differential,q,0.143557316092145,2.0,5.0
5,3,differential,r,0.006402749061561084,2.0,5.0
5,3,rudder,vx,-0.010457243543423755,,
5,3,rudder,vy,-0.10171229288477479,,
5,3,rudder,vz,-0.06052815944105019,,
5,3,rudder,p,0.0885164330368729,,
5,3,rudder,q,0.0014971549222912717,,
5,3,rudder,r,-0.5652309158385453,,
5,3,rudder,vx,0.16167295696072062,0.0,1.0
5,3,rudder,vy,-0.029208932222325117,0.0,1.0
5,3,rudder,vz,-0.06448524733952136,0.0,1.0
5,3,rudder,p,-0.062094675850165135,0.0,1.0
5,3,rudder,q,0.2330910563067688,0.0,1.0
5,3,rudder,r,0.6754304943785462,0.0,1.0
5,3,rudder,vx,0.05913843593972915,1.0,2.0
5,3,rudder,vy,0.018721027415347244,1.0,2.0
5,3,rudder,vz,0.02287123664890581,1.0,2.0
5,3,rudder,p,-0.3154838331410341,1.0,2.0
5,3,rudder,q,-0.39511178425401167,1.0,2.0
5,3,rudder,r,0.3527110526788841,1.0,2.0
5,3,rudder,vx,-0.23126863644387352,2.0,5.0
5,3,rudder,vy,-0.09122438807779693,2.0,5.0
5,3,rudder,vz,-0.01891414875043463,2.0,5.0
5,3,rudder,p,0.46609494202807217,2.0,5.0
5,3,rudder,q,0.16351788286953414,2.0,5.0
5,3,rudder,r,-1.5933724628959756,2.0,5.0
5,4,drive,vx,-0.20496253819095264,,
5,4,drive,vy,-0.1263348043605552,,
5,4,drive,vz,1.517508922280265,,
5,4,drive,p,-0.31218370968559345,,
5,4,drive,q,-1.2393279085374527,,
5,4,drive,r,-0.043460371280978946,,
5,4,drive,vx,-0.0006434996052148997,0.0,1.0
5,4,drive,vy,-0.011909126782081253,0.0,1.0
5,4,drive,vz,0.4250124952396601,0.0,1.0
5,4,drive,p,-0.14549741616055206,0.0,1.0
5,4,drive,q,-0.6536746476526832,0.0,1.0
5,4,drive,r,-0.07737207740905216,0.0,1.0
5,4,drive,vx,-0.02953605356149538,1.0,2.0
5,4,drive,vy,-0.04529056513244573,1.0,2.0
5,4,drive,vz,0.3879402617530029,1.0,2.0
5,4,drive,p,-0.09766445320814068,1.0,2.0
5,4,drive,q,-0.38878853994082657,1.0,2.0
5,4,drive,r,0.0058911022844187495,1.0,2.0
5,4,drive,vx,-0.17478298502424236,2.0,5.0
5,4,drive,vy,-0.06913511244602821,2.0,5.0
5,4,drive,vz,0.7045561652876019,2.0,5.0
5,4,drive,p,-0.0690218403169007,2.0,5.0
5,4,drive,q,-0.19686472094394286,2.0,5.0
5,4,drive,r,0.028020603843654474,2.0,5.0
5,4,common,vx,-0.08927430202718695,,
5,4,common,vy,0.02389187931378514,,
5,4,common,vz,0.4412333875154728,,
5,4,common,p,1.062476649716234,,
5,4,common,q,0.8890738480342635,,
5,4,common,r,0.20842272244706617,,
5,4,common,vx,-0.021491664572749845,0.0,1.0
5,4,common,vy,-0.07810925499399544,0.0,1.0
5,4,common,vz,-0.7131869196422951,0.0,1.0
5,4,common,p,-0.38087353037710603,0.0,1.0
5,4,common,q,1.343961184405529,0.0,1.0
5,4,common,r,-0.22540608007777738,0.0,1.0
5,4,common,vx,-0.027048890664357537,1.0,2.0
5,4,common,vy,-0.04765959150894731,1.0,2.0
5,4,common,vz,-0.7854218980794335,1.0,2.0
5,4,common,p,0.7999236649585008,1.0,2.0
5,4,common,q,2.4272726767505612,1.0,2.0
5,4,common,r,-0.05971638293447135,1.0,2.0
5,4,common,vx,-0.04073374679007956,2.0,5.0
5,4,common,vy,0.1496607258167279,2.0,5.0
5,4,common,vz,1.9398422052372013,2.0,5.0
5,4,common,p,0.6434265151348393,2.0,5.0
5,4,common,q,-2.8821600131218266,2.0,5.0
5,4,common,r,0.4935451854593149,2.0,5.0
5,4,differential,vx,-0.04881619220034182,,
5,4,differential,vy,0.07918825574290789,,
5,4,differential,vz,-0.19707503886720867,,
5,4,differential,p,0.07186285845321794,,
5,4,differential,q,0.3654374226262891,,
5,4,differential,r,-0.2114377633424549,,
5,4,differential,vx,-0.013706202793474986,0.0,1.0
5,4,differential,vy,-0.062028922268444905,0.0,1.0
5,4,differential,vz,0.18895275190702981,0.0,1.0
5,4,differential,p,-0.4822588933462179,0.0,1.0
5,4,differential,q,0.012814707879112952,0.0,1.0
5,4,differential,r,-0.09660404086893677,0.0,1.0
5,4,differential,vx,-0.04906876311317422,1.0,2.0
5,4,differential,vy,0.029062745686156126,1.0,2.0
5,4,differential,vz,-0.052978335616961914,1.0,2.0
5,4,differential,p,-0.6811084128281595,1.0,2.0
5,4,differential,q,0.2230398562339743,1.0,2.0
5,4,differential,r,-0.09144220792405057,1.0,2.0
5,4,differential,vx,0.013958773706307383,2.0,5.0
5,4,differential,vy,0.11215443232519667,2.0,5.0
5,4,differential,vz,-0.3330494551572766,2.0,5.0
5,4,differential,p,1.2352301646275954,2.0,5.0
5,4,differential,q,0.1295828585132018,2.0,5.0
5,4,differential,r,-0.023391514549467553,2.0,5.0
5,4,rudder,vx,-0.1415798958098785,,
5,4,rudder,vy,-0.08595958542497584,,
5,4,rudder,vz,-0.12369449603499205,,
5,4,rudder,p,0.13216548543364148,,
5,4,rudder,q,0.12496330959519628,,
5,4,rudder,r,-0.6063102953661008,,
5,4,rudder,vx,0.10436686105151716,0.0,1.0
5,4,rudder,vy,-0.025500767655600644,0.0,1.0
5,4,rudder,vz,0.043803746090379646,0.0,1.0
5,4,rudder,p,-0.08696587185786617,0.0,1.0
5,4,rudder,q,0.22440272687617444,0.0,1.0
5,4,rudder,r,0.6936706621795129,0.0,1.0
5,4,rudder,vx,0.06778775050414504,1.0,2.0
5,4,rudder,vy,0.0037964728454100817,1.0,2.0
5,4,rudder,vz,0.09997122832095726,1.0,2.0
5,4,rudder,p,-0.43220773808731244,1.0,2.0
5,4,rudder,q,-0.32652128902523025,1.0,2.0
5,4,rudder,r,0.3807944217055823,1.0,2.0
5,4,rudder,vx,-0.3137345073655407,2.0,5.0
5,4,rudder,vy,-0.06425529061478527,2.0,5.0
5,4,rudder,vz,-0.26746947044632896,2.0,5.0
5,4,rudder,p,0.6513390953788201,2.0,5.0
5,4,rudder,q,0.2270818717442521,2.0,5.0
5,4,rudder,r,-1.6807753792511961,2.0,5.0
10,0,drive,vx,-0.4429077011654696,,
10,0,drive,vy,-0.16571789540302498,,
10,0,drive,vz,1.442444190133088,,
10,0,drive,p,0.35765238460246174,,
10,0,drive,q,-0.22134674955331035,,
10,0,drive,r,-0.12288301239485722,,
10,0,drive,vx,-0.028122019432179596,0.0,1.0
10,0,drive,vy,-0.005435944211518507,0.0,1.0
10,0,drive,vz,0.23384240576343845,0.0,1.0
10,0,drive,p,0.16388802164266927,0.0,1.0
10,0,drive,q,-0.03361739609002333,0.0,1.0
10,0,drive,r,0.008321212805232096,0.0,1.0
10,0,drive,vx,-0.045771301329486064,1.0,2.0
10,0,drive,vy,-0.05512640820146868,1.0,2.0
10,0,drive,vz,0.32886445025955274,1.0,2.0
10,0,drive,p,0.13562166490691005,1.0,2.0
10,0,drive,q,-0.2802243416890278,1.0,2.0
10,0,drive,r,0.015123323195862688,1.0,2.0
10,0,drive,vx,-0.08340552017564587,2.0,5.0
10,0,drive,vy,-0.11935733806693662,2.0,5.0
10,0,drive,vz,0.3990755847227698,2.0,5.0
10,0,drive,p,0.08326994375448743,2.0,5.0
10,0,drive,q,-0.43749101539977187,2.0,5.0
10,0,drive,r,-0.07947054975080631,2.0,5.0
10,0,drive,vx,-0.2856088602281581,5.0,10.0
10,0,drive,vy,0.014201795076898803,5.0,10.0
10,0,drive,vz,0.4806617493873271,5.0,10.0
10,0,drive,p,-0.025127245701605034,5.0,10.0
10,0,drive,q,0.5299860036255126,5.0,10.0
10,0,drive,r,-0.0668569986451457,5.0,10.0
10,0,common,vx,-0.3010075645266238,,
10,0,common,vy,0.05246188791499712,,
10,0,common,vz,-1.088964509369533,,
10,0,common,p,-0.03394991273131742,,
10,0,common,q,2.896013460822456,,
10,0,common,r,0.1504668708024754,,
10,0,common,vx,-0.17555482325705116,0.0,1.0
10,0,common,vy,-0.10375879661962517,0.0,1.0
10,0,common,vz,0.038973346302566526,0.0,1.0
10,0,common,p,0.5499810472702772,0.0,1.0
10,0,common,q,-0.6149982665605576,0.0,1.0
10,0,common,r,-0.01008625167384991,0.0,1.0
10,0,common,vx,-0.23527008553390646,1.0,2.0
10,0,common,vy,0.0007082542106695946,1.0,2.0
10,0,common,vz,0.08488912130945635,1.0,2.0
10,0,common,p,-0.4299176656246073,1.0,2.0
10,0,common,q,0.6244051264654075,1.0,2.0
10,0,common,r,-0.10872701463950074,1.0,2.0
10,0,common,vx,0.2929368503020594,2.0,5.0
10,0,common,vy,-0.33523599785615676,2.0,5.0
10,0,common,vz,-2.1263722056085785,2.0,5.0
10,0,common,p,-2.0079242051540636,2.0,5.0
10,0,common,q,1.5473287116959165,2.0,5.0
10,0,common,r,-0.1437143068491113,2.0,5.0
10,0,common,vx,-0.18311950603772562,5.0,10.0
10,0,common,vy,0.49074842818010944,5.0,10.0
10,0,common,vz,0.9135452286270227,5.0,10.0
10,0,common,p,1.8539109107770764,5.0,10.0
10,0,common,q,1.3392778892216897,5.0,10.0
10,0,common,r,0.41299444396493734,5.0,10.0
10,0,differential,vx,-0.14791848153545636,,
10,0,differential,vy,0.2084034618204272,,
10,0,differential,vz,-0.11036959659884774,,
10,0,differential,p,-1.6788380202044542,,
10,0,differential,q,0.15289132448933596,,
10,0,differential,r,-0.4109595796493229,,
10,0,differential,vx,-0.011532455625674736,0.0,1.0
10,0,differential,vy,-0.06459901723869213,0.0,1.0
10,0,differential,vz,0.03150341820409505,0.0,1.0
10,0,differential,p,0.3418028145394008,0.0,1.0
10,0,differential,q,0.32390290862671206,0.0,1.0
10,0,differential,r,-0.07813419798489288,0.0,1.0
10,0,differential,vx,-0.046375589565850146,1.0,2.0
10,0,differential,vy,-0.02185218279638403,1.0,2.0
10,0,differential,vz,0.14448427092350558,1.0,2.0
10,0,differential,p,0.09591274184699337,1.0,2.0
10,0,differential,q,-0.13657501633780225,1.0,2.0
10,0,differential,r,-0.07526438752237087,1.0,2.0
10,0,differential,vx,0.029284219097359298,2.0,5.0
10,0,differential,vy,0.027396389776547913,2.0,5.0
10,0,differential,vz,0.07317303123931479,2.0,5.0
10,0,differential,p,-1.9196343487473364,2.0,5.0
10,0,differential,q,-0.4946690642520597,2.0,5.0
10,0,differential,r,-0.11691317673554202,2.0,5.0
10,0,differential,vx,-0.11929465544129078,5.0,10.0
10,0,differential,vy,0.26745827207895545,5.0,10.0
10,0,differential,vz,-0.35953031696576315,5.0,10.0
10,0,differential,p,-0.19691922784351193,5.0,10.0
10,0,differential,q,0.4602324964524859,5.0,10.0
10,0,differential,r,-0.1406478174065171,5.0,10.0
10,0,rudder,vx,-0.10999710671014884,,
10,0,rudder,vy,-0.18311186848251348,,
10,0,rudder,vz,0.165147984717967,,
10,0,rudder,p,-0.8198261792332434,,
10,0,rudder,q,-0.2207087362695247,,
10,0,rudder,r,-0.3628707952940007,,
10,0,rudder,vx,0.08139400901233187,0.0,1.0
10,0,rudder,vy,-0.15753236194082607,0.0,1.0
10,0,rudder,vz,0.2642719602415487,0.0,1.0
10,0,rudder,p,-0.1372468321832797,0.0,1.0
10,0,rudder,q,-0.1541008896221141,0.0,1.0
10,0,rudder,r,0.593481359894833,0.0,1.0
10,0,rudder,vx,0.01149105627832708,1.0,2.0
10,0,rudder,vy,0.030665269200693998,1.0,2.0
10,0,rudder,vz,0.1413047874367668,1.0,2.0
10,0,rudder,p,-0.43272836249932123,1.0,2.0
10,0,rudder,q,-0.1381413992070974,1.0,2.0
10,0,rudder,r,0.5299700938421483,1.0,2.0
10,0,rudder,vx,0.00032143380765773055,2.0,5.0
10,0,rudder,vy,0.14638759912261548,2.0,5.0
10,0,rudder,vz,-0.0185219204820146,2.0,5.0
10,0,rudder,p,0.12121116658823405,2.0,5.0
10,0,rudder,q,-0.0554171536937646,2.0,5.0
10,0,rudder,r,0.13498619322354305,2.0,5.0
10,0,rudder,vx,-0.20320360580846553,5.0,10.0
10,0,rudder,vy,-0.20263237486499688,5.0,10.0
10,0,rudder,vz,-0.22190684247833392,5.0,10.0
10,0,rudder,p,-0.37106215113887653,5.0,10.0
10,0,rudder,q,0.1269507062534514,5.0,10.0
10,0,rudder,r,-1.621308442254525,5.0,10.0
10,1,drive,vx,-0.35751470637192173,,
10,1,drive,vy,-0.21215486359193875,,
10,1,drive,vz,1.4813203493555438,,
10,1,drive,p,0.3837849950547137,,
10,1,drive,q,-0.39533206262273646,,
10,1,drive,r,-0.12249717334228767,,
10,1,drive,vx,-0.07928782300702458,0.0,1.0
10,1,drive,vy,0.039801445552282516,0.0,1.0
10,1,drive,vz,0.27632210205463725,0.0,1.0
10,1,drive,p,0.2061490683020931,0.0,1.0
10,1,drive,q,-0.11146970291231281,0.0,1.0
10,1,drive,r,-0.026441740854140184,0.0,1.0
10,1,drive,vx,-0.038448145725457655,1.0,2.0
10,1,drive,vy,-0.07243453377481521,1.0,2.0
10,1,drive,vz,0.35315074617150444,1.0,2.0
10,1,drive,p,0.1827846491851597,1.0,2.0
10,1,drive,q,-0.37261997526911506,1.0,2.0
10,1,drive,r,-0.007205620526483491,1.0,2.0
10,1,drive,vx,-0.04620815647623302,2.0,5.0
10,1,drive,vy,-0.17358298421675483,2.0,5.0
10,1,drive,vz,0.4078843112376668,2.0,5.0
10,1,drive,p,0.038596805942769714,2.0,5.0
10,1,drive,q,-0.5182722982417747,2.0,5.0
10,1,drive,r,-0.07299169847113164,2.0,5.0
10,1,drive,vx,-0.19357058116320647,5.0,10.0
10,1,drive,vy,-0.005938791152651232,5.0,10.0
10,1,drive,vz,0.4439631898917353,5.0,10.0
10,1,drive,p,-0.04374552837530883,5.0,10.0
10,1,drive,q,0.6070299138004661,5.0,10.0
10,1,drive,r,-0.01585811349053236,5.0,10.0
10,1,common,vx,-0.2936942127461354,,
10,1,common,vy,0.5180860580821619,,
10,1,common,vz,-1.199872348176768,,
10,1,common,p,-0.07588007514189576,,
10,1,common,q,2.796998632910488,,
10,1,common,r,0.06272259493570431,,
10,1,common,vx,-0.17589412017753434,0.0,1.0
10,1,common,vy,-0.006743567580348283,0.0,1.0
10,1,common,vz,0.019272402466184946,0.0,1.0
10,1,common,p,0.47815561588637207,0.0,1.0
10,1,common,q,-0.48141216151301364,0.0,1.0
10,1,common,r,0.017179904336498058,0.0,1.0
10,1,common,vx,-0.14602372578868109,1.0,2.0
10,1,common,vy,0.07475192902391033,1.0,2.0
10,1,common,vz,0.07578834734110027,1.0,2.0
10,1,common,p,-0.5637742665434908,1.0,2.0
10,1,common,q,0.4694912477391989,1.0,2.0
10,1,common,r,-0.16345088570097743,1.0,2.0
10,1,common,vx,0.04155551334860697,2.0,5.0
10,1,common,vy,-0.018846657774436226,2.0,5.0
10,1,common,vz,-2.0360058485537125,2.0,5.0
10,1,common,p,-1.7975066245674345,2.0,5.0
10,1,common,q,1.2349568687169268,2.0,5.0
10,1,common,r,-0.20479366391619086,2.0,5.0
10,1,common,vx,-0.013331880128526924,5.0,10.0
10,1,common,vy,0.4689243544130361,5.0,10.0
10,1,common,vz,0.7410727505696593,5.0,10.0
10,1,common,p,1.8072452000826575,5.0,10.0
10,1,common,q,1.5739626779673759,5.0,10.0
10,1,common,r,0.4137872402163746,5.0,10.0
10,1,differential,vx,-0.18340949504003679,,
10,1,differential,vy,0.19092596061380326,,
10,1,differential,vz,-0.0712487975467071,,
10,1,differential,p,-1.6121794794270676,,
10,1,differential,q,0.2203813817470447,,
10,1,differential,r,-0.42423922009983944,,
10,1,differential,vx,-0.001571036751116994,0.0,1.0
10,1,differential,vy,-0.05882205666628119,0.0,1.0
10,1,differential,vz,0.0286422843388336,0.0,1.0
10,1,differential,p,0.3407407710157601,0.0,1.0
10,1,differential,q,0.2952172824265223,0.0,1.0
10,1,differential,r,-0.08181861647897083,0.0,1.0
10,1,differential,vx,-0.0774311866799806,1.0,2.0
10,1,differential,vy,0.0012697645466777188,1.0,2.0
10,1,differential,vz,0.13256523108975046,1.0,2.0
10,1,differential,p,0.09315435988045061,1.0,2.0
10,1,differential,q,-0.08509329251153189,1.0,2.0
10,1,differential,r,-0.0870638289385114,1.0,2.0
10,1,differential,vx,0.019888002258304043,2.0,5.0
10,1,differential,vy,0.0016970920560209247,2.0,5.0
10,1,differential,vz,0.11279076368670014,2.0,5.0
10,1,differential,p,-1.7787135017723026,2.0,5.0
10,1,differential,q,-0.5127018345945934,2.0,5.0
10,1,differential,r,-0.07773918108813647,2.0,5.0
10,1,differential,vx,-0.12429527386724323,5.0,10.0
10,1,differential,vy,0.2467811606773858,5.0,10.0
10,1,differential,vz,-0.3452470766619913,5.0,10.0
10,1,differential,p,-0.2673611085509758,5.0,10.0
10,1,differential,q,0.5229592264266477,5.0,10.0
10,1,differential,r,-0.17761759359422075,5.0,10.0
10,1,rudder,vx,0.039371246110483565,,
10,1,rudder,vy,-0.22533343544171033,,
10,1,rudder,vz,0.1720330109116548,,
10,1,rudder,p,-0.9180882851418797,,
10,1,rudder,q,-0.29344268037011306,,
10,1,rudder,r,-0.3425792189871004,,
10,1,rudder,vx,0.061772849599031975,0.0,1.0
10,1,rudder,vy,-0.01423131763581961,0.0,1.0
10,1,rudder,vz,0.16975623701532994,0.0,1.0
10,1,rudder,p,-0.16913027709987433,0.0,1.0
10,1,rudder,q,-0.165490497629193,0.0,1.0
10,1,rudder,r,0.5550682425778001,0.0,1.0
10,1,rudder,vx,0.05554081653611958,1.0,2.0
10,1,rudder,vy,0.00836191337712299,1.0,2.0
10,1,rudder,vz,0.12668457672289207,1.0,2.0
10,1,rudder,p,-0.4509215651324391,1.0,2.0
10,1,rudder,q,-0.14218533653278745,1.0,2.0
10,1,rudder,r,0.48164326409444896,1.0,2.0
10,1,rudder,vx,0.024515297075483035,2.0,5.0
10,1,rudder,vy,0.14700121281668993,2.0,5.0
10,1,rudder,vz,-0.026560725179433,2.0,5.0
10,1,rudder,p,0.0444828703651501,2.0,5.0
10,1,rudder,q,0.029970710065210623,2.0,5.0
10,1,rudder,r,0.17034449271795002,2.0,5.0
10,1,rudder,vx,-0.10245771710015103,5.0,10.0
10,1,rudder,vy,-0.36646524399970365,5.0,10.0
10,1,rudder,vz,-0.09784707764713423,5.0,10.0
10,1,rudder,p,-0.3425193132747164,5.0,10.0
10,1,rudder,q,-0.015737556273343296,5.0,10.0
10,1,rudder,r,-1.5496352183772995,5.0,10.0
10,2,drive,vx,-0.3208460001419819,,
10,2,drive,vy,-0.1781096052972978,,
10,2,drive,vz,1.3791655829715868,,
10,2,drive,p,0.3134504823628824,,
10,2,drive,q,-0.33047674454586834,,
10,2,drive,r,-0.10767495224459231,,
10,2,drive,vx,-0.0361530510237281,0.0,1.0
10,2,drive,vy,0.004574811997530218,0.0,1.0
10,2,drive,vz,0.20172694106236683,0.0,1.0
10,2,drive,p,0.15758367038139473,0.0,1.0
10,2,drive,q,-0.07042780093424947,0.0,1.0
10,2,drive,r,-0.003302546773859365,0.0,1.0
10,2,drive,vx,0.007281145749303826,1.0,2.0
10,2,drive,vy,-0.06135906489476832,1.0,2.0
10,2,drive,vz,0.2996965515555815,1.0,2.0
10,2,drive,p,0.13463712657031984,1.0,2.0
10,2,drive,q,-0.296453317708889,1.0,2.0
10,2,drive,r,0.010957174193825027,1.0,2.0
10,2,drive,vx,-0.045228799093560375,2.0,5.0
10,2,drive,vy,-0.16600989176730854,2.0,5.0
10,2,drive,vz,0.40505169137161595,2.0,5.0
10,2,drive,p,0.0765333866821553,2.0,5.0
10,2,drive,q,-0.460306152151961,2.0,5.0
10,2,drive,r,-0.05608744349871924,2.0,5.0
10,2,drive,vx,-0.24674529577399723,5.0,10.0
10,2,drive,vy,0.044684539367248845,5.0,10.0
10,2,drive,vz,0.47269039898202236,5.0,10.0
10,2,drive,p,-0.05530370127098744,5.0,10.0
10,2,drive,q,0.4967105262492311,5.0,10.0
10,2,drive,r,-0.05924213616583874,5.0,10.0
10,2,common,vx,-0.1061473323707007,,
10,2,common,vy,0.16738190619975513,,
10,2,common,vz,-0.9679472590720765,,
10,2,common,p,-0.3933510033018639,,
10,2,common,q,3.062870317352613,,
10,2,common,r,0.04644201140340043,,
10,2,common,vx,-0.1938776058966847,0.0,1.0
10,2,common,vy,0.01912669671162323,0.0,1.0
10,2,common,vz,0.05442644127259858,0.0,1.0
10,2,common,p,0.4332264042421253,0.0,1.0
10,2,common,q,-0.2749732081190548,0.0,1.0
10,2,common,r,-0.08435375945479259,0.0,1.0
10,2,common,vx,-0.19892256062361932,1.0,2.0
10,2,common,vy,0.043618557359535196,1.0,2.0
10,2,common,vz,0.09832159171320723,1.0,2.0
10,2,common,p,-0.6415285329031589,1.0,2.0
10,2,common,q,0.6905501704063344,1.0,2.0
10,2,common,r,-0.17280624722027346,1.0,2.0
10,2,common,vx,0.30747675708019684,2.0,5.0
10,2,common,vy,-0.34917534099058195,2.0,5.0
10,2,common,vz,-2.1034286258468837,2.0,5.0
10,2,common,p,-1.747332667885931,2.0,5.0
10,2,common,q,1.4905416862909646,2.0,5.0
10,2,common,r,-0.12602529397404902,2.0,5.0
10,2,common,vx,-0.020823922930593514,5.0,10.0
10,2,common,vy,0.45381199311917864,5.0,10.0
10,2,common,vz,0.9827333337890015,5.0,10.0
10,2,common,p,1.5622837932451006,5.0,10.0
10,2,common,q,1.1567516687743684,5.0,10.0
10,2,common,r,0.4296273120525155,5.0,10.0
10,2,differential,vx,-0.15772156022071987,,
10,2,differential,vy,0.21406309028076048,,
10,2,differential,vz,-0.09831897213333846,,
10,2,differential,p,-1.6843889101347496,,
10,2,differential,q,0.1892535254301606,,
10,2,differential,r,-0.411325672447427,,
10,2,differential,vx,-0.00571955177101056,0.0,1.0
10,2,differential,vy,-0.031145831317705708,0.0,1.0
10,2,differential,vz,0.02550892636266886,0.0,1.0
10,2,differential,p,0.3702973821180677,0.0,1.0
10,2,differential,q,0.28453668547137406,0.0,1.0
10,2,differential,r,-0.0813009203333604,0.0,1.0
10,2,differential,vx,-0.027658375155054107,1.0,2.0
10,2,differential,vy,0.0010425090275101231,1.0,2.0
10,2,differential,vz,0.14372967308819865,1.0,2.0
10,2,differential,p,0.0682135909597107,1.0,2.0
10,2,differential,q,-0.10493818083779204,1.0,2.0
10,2,differential,r,-0.08902459476519094,1.0,2.0
10,2,differential,vx,-0.003060053612092397,2.0,5.0
10,2,differential,vy,0.02819208732363661,2.0,5.0
10,2,differential,vz,0.10333736772843001,2.0,5.0
10,2,differential,p,-1.9229975838367162,2.0,5.0
10,2,differential,q,-0.48815753344369134,2.0,5.0
10,2,differential,r,-0.09981380767436338,2.0,5.0
10,2,differential,vx,-0.1212835796825628,5.0,10.0
10,2,differential,vy,0.21597432524731947,5.0,10.0
10,2,differential,vz,-0.37089493931263595,5.0,10.0
10,2,differential,p,-0.19990229937581175,5.0,10.0
10,2,differential,q,0.49781255424026993,5.0,10.0
10,2,differential,r,-0.14118634967451232,5.0,10.0
10,2,rudder,vx,0.059720950869823486,,
10,2,rudder,vy,-0.14008247539304824,,
10,2,rudder,vz,0.14913211768801307,,
10,2,rudder,p,-0.8002228925758001,,
10,2,rudder,q,-0.2777606031778088,,
10,2,rudder,r,-0.4945248050972586,,
10,2,rudder,vx,0.1193172247270475,0.0,1.0
10,2,rudder,vy,-0.2190818867349501,0.0,1.0
10,2,rudder,vz,0.18045290937479083,0.0,1.0
10,2,rudder,p,-0.1861828819826181,0.0,1.0
10,2,rudder,q,-0.050858836514808145,0.0,1.0
10,2,rudder,r,0.6330699102928399,0.0,1.0
10,2,rudder,vx,0.12143708050734188,1.0,2.0
10,2,rudder,vy,0.09083768395698318,1.0,2.0
10,2,rudder,vz,0.02127035845559565,1.0,2.0
10,2,rudder,p,-0.43606708653765136,1.0,2.0
10,2,rudder,q,-0.02722633224159583,1.0,2.0
10,2,rudder,r,0.5084700307824997,1.0,2.0
10,2,rudder,vx,-0.004021443471613756,2.0,5.0
10,2,rudder,vy,0.32997977197208495,2.0,5.0
10,2,rudder,vz,0.037822187587267714,2.0,5.0
10,2,rudder,p,0.014985662416193575,2.0,5.0
10,2,rudder,q,-0.06300421978809798,2.0,5.0
10,2,rudder,r,0.1530009854544731,2.0,5.0
10,2,rudder,vx,-0.17701191089295215,5.0,10.0
10,2,rudder,vy,-0.34181804458716625,5.0,10.0
10,2,rudder,vz,-0.09041333772964114,5.0,10.0
10,2,rudder,p,-0.19295858647172423,5.0,10.0
10,2,rudder,q,-0.13667121463330684,5.0,10.0
10,2,rudder,r,-1.7890657316270715,5.0,10.0
10,3,drive,vx,-0.5452577600036288,,
10,3,drive,vy,-0.1844485548962872,,
10,3,drive,vz,1.4395784008542507,,
10,3,drive,p,0.2810113235507718,,
10,3,drive,q,-0.38019340190594053,,
10,3,drive,r,-0.16486482056737561,,
10,3,drive,vx,-0.04498086439297353,0.0,1.0
10,3,drive,vy,0.007962091228763178,0.0,1.0
10,3,drive,vz,0.2413605930586401,0.0,1.0
10,3,drive,p,0.17423902318021867,0.0,1.0
10,3,drive,q,-0.10092533394087345,0.0,1.0
10,3,drive,r,-0.003159150776164475,0.0,1.0
10,3,drive,vx,-0.07164053719974432,1.0,2.0
10,3,drive,vy,-0.08805255104582307,1.0,2.0
10,3,drive,vz,0.30820242448812557,1.0,2.0
10,3,drive,p,0.1280606466463293,1.0,2.0
10,3,drive,q,-0.36016362419578285,1.0,2.0
10,3,drive,r,0.005900795435772841,1.0,2.0
10,3,drive,vx,-0.09919475649223794,2.0,5.0
10,3,drive,vy,-0.1417786674259647,2.0,5.0
