steps,variant,log_id,n,rmse,target_std
5,plus_manual_pitch,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,0.025383106216001438,0.09295560517915183
5,plus_manual_pitch,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,0.014059968610290154,0.12215224331138125
5,plus_manual_pitch,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,0.015296742557716764,0.11741335079973061
5,plus_manual_pitch,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,0.015689087602723598,0.1375869906842576
5,plus_manual_pitch,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,0.01925765035072917,0.09401968312570728
5,plus_manual_pitch,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,0.016992225548809536,0.0758830733480595
5,plus_manual_pitch,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,0.012732217043205858,0.14732963851271483
5,plus_manual_pitch,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,0.017404459243051434,0.14704206577650625
5,plus_manual_pitch,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,0.01380691224249364,0.11341214244964927
5,plus_manual_pitch,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,0.030491274524746956,0.06262407255366985
5,plus_manual_pitch,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,0.036719071073858904,0.16291866520326057
5,plus_manual_pitch,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,0.016797090603154062,0.1162621015176031
5,plus_manual_pitch,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,0.013275194928801758,0.08725021579436233
5,plus_manual_pitch,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,0.015737257511329518,0.09153038034511018
5,plus_manual_pitch,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,0.012556857089592983,0.11593351567695688
5,plus_manual_pitch,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,0.018098419639772562,0.10548467436367963
5,plus_manual_pitch,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,0.013703896879772701,0.07812500940875623
5,plus_manual_pitch,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,0.013165675845453393,0.11691323517110767
5,plus_manual_pitch,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,0.013347144129020242,0.10365470437787895
5,plus_manual_pitch,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,0.0222334173596185,0.1392713047228136
5,plus_manual_pitch,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,0.01720713909339472,0.12966337909373632
5,plus_manual_pitch,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,0.03417609603856895,0.16919828639197462
5,plus_manual_pitch,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,0.017714266181300724,0.11210278403500709
5,plus_manual_pitch,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,0.021880777413077954,0.13032006682104247
5,plus_attitude_pitch,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,0.012467300018044455,0.11885894481082117
5,plus_attitude_pitch,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,0.010640889401541568,0.11202854394408342
5,plus_attitude_pitch,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,0.011870341986415796,0.11171830211760855
5,plus_attitude_pitch,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,0.01282890736446043,0.10241557488174073
5,plus_attitude_pitch,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,0.013350946738386351,0.10281932346890398
5,plus_attitude_pitch,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,0.013118324947416804,0.11576328493086897
5,plus_attitude_pitch,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,0.0160919342804456,0.09464552734318227
5,plus_attitude_pitch,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,0.011015290883886343,0.08038612743637676
5,plus_attitude_pitch,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,0.014494807775869183,0.10382865931328086
5,plus_attitude_pitch,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,0.01708075253943651,0.10696530240423881
5,plus_attitude_pitch,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,0.014848596866574837,0.10503655166476264
5,plus_attitude_pitch,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,0.014676185749128094,0.12890658880692074
5,plus_attitude_pitch,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,0.01455070196996924,0.09726684924301668
5,plus_attitude_pitch,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,0.01736387063799101,0.11939971201865482
5,plus_attitude_pitch,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,0.016103371302359056,0.11049013670822334
5,plus_attitude_pitch,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,0.014603303738394155,0.11136865562286777
5,plus_attitude_pitch,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,0.013984470561144092,0.13148756425793023
5,plus_attitude_pitch,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,0.02440165031963039,0.09295560517915183
5,plus_attitude_pitch,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,0.013192855928970623,0.12215224331138125
5,plus_attitude_pitch,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,0.014981125939720471,0.11741335079973061
5,plus_attitude_pitch,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,0.015243997083785342,0.1375869906842576
5,plus_attitude_pitch,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,0.017788206759908144,0.09401968312570728
5,plus_attitude_pitch,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,0.01577790710424584,0.0758830733480595
5,plus_attitude_pitch,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,0.012117672885939342,0.14732963851271483
5,plus_attitude_pitch,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,0.0166467092726146,0.14704206577650625
5,plus_attitude_pitch,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,0.013396292273026198,0.11341214244964927
5,plus_attitude_pitch,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,0.030596285573192838,0.06262407255366985
5,plus_attitude_pitch,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,0.035908384256480616,0.16291866520326057
5,plus_attitude_pitch,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,0.016008077475082854,0.1162621015176031
5,plus_attitude_pitch,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,0.012510156799294698,0.08725021579436233
5,plus_attitude_pitch,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,0.01426068336899473,0.09153038034511018
5,plus_attitude_pitch,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,0.011642350008569223,0.11593351567695688
5,plus_attitude_pitch,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,0.017460000638251993,0.10548467436367963
5,plus_attitude_pitch,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,0.012551348205438458,0.07812500940875623
5,plus_attitude_pitch,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,0.012324210883462673,0.11691323517110767
5,plus_attitude_pitch,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,0.011746399201437193,0.10365470437787895
5,plus_attitude_pitch,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,0.022080206797586807,0.1392713047228136
5,plus_attitude_pitch,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,0.016532678112189503,0.12966337909373632
5,plus_attitude_pitch,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,0.03431633116422193,0.16919828639197462
5,plus_attitude_pitch,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,0.016222589396042552,0.11210278403500709
5,plus_attitude_pitch,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,0.02184421867885899,0.13032006682104247
5,plus_rate_pitch,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,0.012517274990095684,0.11885894481082117
5,plus_rate_pitch,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,0.010427563552545392,0.11202854394408342
5,plus_rate_pitch,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,0.012030463551435807,0.11171830211760855
5,plus_rate_pitch,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,0.013036884022785581,0.10241557488174073
5,plus_rate_pitch,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,0.013250044692495468,0.10281932346890398
5,plus_rate_pitch,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,0.013396625331627356,0.11576328493086897
5,plus_rate_pitch,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,0.015982381554566855,0.09464552734318227
5,plus_rate_pitch,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,0.010696743882996204,0.08038612743637676
5,plus_rate_pitch,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,0.01385171184955345,0.10382865931328086
5,plus_rate_pitch,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,0.016794161329515358,0.10696530240423881
5,plus_rate_pitch,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,0.014606586609737012,0.10503655166476264
5,plus_rate_pitch,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,0.01425112506652753,0.12890658880692074
5,plus_rate_pitch,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,0.014459099891526292,0.09726684924301668
5,plus_rate_pitch,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,0.018131665917075695,0.11939971201865482
5,plus_rate_pitch,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,0.01604131259107365,0.11049013670822334
5,plus_rate_pitch,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,0.014499555583652424,0.11136865562286777
5,plus_rate_pitch,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,0.014004236699701664,0.13148756425793023
5,plus_rate_pitch,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,0.02408559292193375,0.09295560517915183
5,plus_rate_pitch,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,0.012967084656626686,0.12215224331138125
5,plus_rate_pitch,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,0.014270794415267008,0.11741335079973061
5,plus_rate_pitch,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,0.013834472493459232,0.1375869906842576
5,plus_rate_pitch,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,0.017659245242265094,0.09401968312570728
5,plus_rate_pitch,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,0.015691746248034634,0.0758830733480595
5,plus_rate_pitch,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,0.012148094316811823,0.14732963851271483
5,plus_rate_pitch,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,0.01631083867781081,0.14704206577650625
5,plus_rate_pitch,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,0.013405231524188488,0.11341214244964927
5,plus_rate_pitch,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,0.02999576761331119,0.06262407255366985
5,plus_rate_pitch,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,0.03690032924236243,0.16291866520326057
5,plus_rate_pitch,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,0.015124840745469034,0.1162621015176031
5,plus_rate_pitch,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,0.012003436878306491,0.08725021579436233
5,plus_rate_pitch,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,0.013962051166942525,0.09153038034511018
5,plus_rate_pitch,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,0.01137831852218355,0.11593351567695688
5,plus_rate_pitch,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,0.016781814435695812,0.10548467436367963
5,plus_rate_pitch,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,0.012821654873549044,0.07812500940875623
5,plus_rate_pitch,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,0.012566761574003441,0.11691323517110767
5,plus_rate_pitch,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,0.011755495283491521,0.10365470437787895
5,plus_rate_pitch,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,0.021641287884011325,0.1392713047228136
5,plus_rate_pitch,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,0.01607851012920281,0.12966337909373632
5,plus_rate_pitch,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,0.03442882473669981,0.16919828639197462
5,plus_rate_pitch,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,0.01631492169493596,0.11210278403500709
5,plus_rate_pitch,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,0.0215724449241095,0.13032006682104247
10,state_past_controls,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,0.019256047203912028,0.11893894709547485
10,state_past_controls,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,0.017820323227460355,0.11084457652227894
10,state_past_controls,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,0.019485349806476884,0.1114781355098495
10,state_past_controls,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,0.020332870391695408,0.10209417269003812
10,state_past_controls,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,0.021294305084583298,0.10297332479073319
10,state_past_controls,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,0.021929643122029416,0.11521264157416991
10,state_past_controls,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,0.02103182284722872,0.09256946668698682
10,state_past_controls,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,0.018075161666921878,0.07941583121747965
10,state_past_controls,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,0.026427837866305072,0.10273530777747482
10,state_past_controls,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,0.024393946964116026,0.1069149860268332
10,state_past_controls,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,0.02342768161455641,0.10350578005528858
10,state_past_controls,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,0.021306374363810245,0.12810261956785415
10,state_past_controls,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,0.018860355081800752,0.0953619766525455
10,state_past_controls,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,0.025095277731801313,0.11737828903148977
10,state_past_controls,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,0.021686951110213452,0.10813723837375057
10,state_past_controls,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,0.02252136487168999,0.11053058901334456
10,state_past_controls,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,0.019540095652180706,0.1301300587313458
10,state_past_controls,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,0.03233364299879434,0.09230241096689801
10,state_past_controls,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,0.01919401686530306,0.12225998366766523
10,state_past_controls,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,0.021810748611923027,0.11622647336009094
10,state_past_controls,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,0.023025873881794837,0.13537512010771713
10,state_past_controls,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,0.02085668734343538,0.09264819275547642
10,state_past_controls,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,0.02013662224301076,0.07380210196497057
10,state_past_controls,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,0.022200556841156613,0.1452826674896389
10,state_past_controls,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,0.025057731641124254,0.14913647827644186
10,state_past_controls,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,0.01899067459310236,0.1129176967766096
10,state_past_controls,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,0.03183227609171753,0.06068221680833153
10,state_past_controls,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,0.04955892065568933,0.15717579980898005
10,state_past_controls,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,0.021366120750088397,0.1198102960342438
10,state_past_controls,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,0.0175345249199785,0.08532877744607315
10,state_past_controls,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,0.03011110543949701,0.08821649936515163
10,state_past_controls,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,0.020686695618293373,0.1185085430639619
10,state_past_controls,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,0.026426360581606047,0.10228761647393865
10,state_past_controls,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,0.020323831986779776,0.07565817457919875
10,state_past_controls,9.16数据/log_2_2026-9-16-18-08-46.ulg,118,0.020924170400277255,0.11651882393157617
10,state_past_controls,9.16数据/log_3_2026-9-16-18-13-58.ulg,100,0.021294581744116123,0.10562470128423872
10,state_past_controls,9.16数据/log_4_2026-9-16-18-20-50.ulg,101,0.027801196031687746,0.13877661500172775
10,state_past_controls,9.16数据/log_5_2026-9-16-18-26-48.ulg,97,0.02513758956086252,0.12903964272440638
10,state_past_controls,9.18数据/log_0_2026-9-18-18-15-06.ulg,135,0.03860837352026288,0.16850589602789182
10,state_past_controls,9.18数据/log_1_2026-9-18-18-23-36.ulg,123,0.019864338112936836,0.10688868333044156
10,state_past_controls,9.18数据/log_2_2026-9-18-18-29-40.ulg,130,0.028894261316221016,0.13111113244718556
10,plus_manual_pitch,2026.9.6/log_17_2026-9-6-18-34-06.ulg,393,0.0188927045447503,0.11893894709547485
10,plus_manual_pitch,2026.9.6/log_18_2026-9-6-18-46-20.ulg,288,0.017855061159314418,0.11084457652227894
10,plus_manual_pitch,2026.9.6/log_19_2026-9-6-18-52-30.ulg,256,0.0190217451315546,0.1114781355098495
10,plus_manual_pitch,2026.9.6/log_20_2026-9-6-18-58-10.ulg,260,0.019767996347851282,0.10209417269003812
10,plus_manual_pitch,2026.9.6/log_24_2026-9-6-06-28-38.ulg,175,0.02130459218641584,0.10297332479073319
10,plus_manual_pitch,2026.9.6/log_28_2026-9-6-07-01-38.ulg,317,0.02085895903837786,0.11521264157416991
10,plus_manual_pitch,9.11数据/log_13_2026-9-11-18-28-08.ulg,248,0.020296476086372747,0.09256946668698682
10,plus_manual_pitch,9.11数据/log_14_2026-9-11-18-34-58.ulg,241,0.017785765787986338,0.07941583121747965
10,plus_manual_pitch,9.11数据/log_15_2026-9-11-18-40-48.ulg,209,0.026110635828589985,0.10273530777747482
10,plus_manual_pitch,9.12数据/log_10_2026-9-12-06-13-40.ulg,180,0.0243215024100678,0.1069149860268332
10,plus_manual_pitch,9.12数据/log_11_2026-9-12-06-21-12.ulg,144,0.02211108541626787,0.10350578005528858
10,plus_manual_pitch,9.12数据/log_12_2026-9-12-06-29-44.ulg,129,0.02105116649480596,0.12810261956785415
10,plus_manual_pitch,9.12数据/log_2_2026-9-12-18-32-54.ulg,129,0.018907710134838742,0.0953619766525455
10,plus_manual_pitch,9.12数据/log_3_2026-9-12-18-40-02.ulg,135,0.02474059258042905,0.11737828903148977
10,plus_manual_pitch,9.12数据/log_7_2026-9-12-05-49-02.ulg,110,0.021291396547873803,0.10813723837375057
10,plus_manual_pitch,9.12数据/log_8_2026-9-12-05-55-30.ulg,183,0.022894315263420353,0.11053058901334456
10,plus_manual_pitch,9.12数据/log_9_2026-9-12-06-03-32.ulg,318,0.019470845144294594,0.1301300587313458
10,plus_manual_pitch,9.13数据/log_1_2026-9-13-06-11-06.ulg,90,0.03220641754540154,0.09230241096689801
10,plus_manual_pitch,9.13数据/log_2_2026-9-13-06-20-06.ulg,105,0.01877793357658375,0.12225998366766523
10,plus_manual_pitch,9.13数据/log_3_2026-9-13-06-31-26.ulg,131,0.021517877683978424,0.11622647336009094
10,plus_manual_pitch,9.13数据/log_4_2026-9-13-06-36-26.ulg,97,0.022250670891626603,0.13537512010771713
10,plus_manual_pitch,9.13数据/log_5_2026-9-13-06-42-40.ulg,127,0.02065687088160898,0.09264819275547642
10,plus_manual_pitch,9.13数据/log_7_2026-9-13-18-12-52.ulg,158,0.019947182121859322,0.07380210196497057
10,plus_manual_pitch,9.14数据/log_11_2026-9-14-18-13-22.ulg,82,0.021608670227410153,0.1452826674896389
10,plus_manual_pitch,9.14数据/log_12_2026-9-14-18-20-30.ulg,124,0.024355409714916613,0.14913647827644186
10,plus_manual_pitch,9.14数据/log_13_2026-9-14-18-28-32.ulg,199,0.01907697224618775,0.1129176967766096
10,plus_manual_pitch,9.14数据/log_14_2026-9-14-18-34-22.ulg,50,0.03171108090482972,0.06068221680833153
10,plus_manual_pitch,9.15数据/log_10_2026-9-15-17-44-04.ulg,104,0.04933981427566312,0.15717579980898005
10,plus_manual_pitch,9.15数据/log_11_2026-9-15-17-51-56.ulg,95,0.021130415416001823,0.1198102960342438
10,plus_manual_pitch,9.15数据/log_12_2026-9-15-18-03-58.ulg,135,0.01736863695938955,0.08532877744607315
10,plus_manual_pitch,9.15数据/log_13_2026-9-15-18-10-58.ulg,123,0.030024842117705244,0.08821649936515163
10,plus_manual_pitch,9.15数据/log_14_2026-9-15-18-17-26.ulg,130,0.02071501994414684,0.1185085430639619
10,plus_manual_pitch,9.15数据/log_15_2026-9-15-18-23-44.ulg,110,0.026232699643584247,0.10228761647393865
10,plus_manual_pitch,9.16数据/log_1_2026-9-16-18-02-34.ulg,98,0.020594836641538408,0.07565817457919875
