experiment,horizon_s,scope,median,p10,p90
R2,0.2,prefix,0.6055373226000668,0.3607185125193732,0.9059181912510683
R2,0.5,prefix,0.4774751576260732,0.29072122775655507,0.722744862616607
R2,1.0,prefix,0.36851173554175576,0.22977547494870607,0.5878057464718397
R2,2.0,prefix,0.30208325313505946,0.2091091325325563,0.4785993156372933
R2,3.0,prefix,0.28407486976932006,0.19634588738669334,0.42566452724709586
R2,5.0,prefix,0.2566170646700208,0.1782637500004083,0.3779103908819268
R2,5.0,last1s,0.07454447475340625,0.05273882281478885,0.11828949804403016
