model,split,window_id,log_id,segment_id,horizon_s,observed_horizon_s,position_error_m,velocity_error_m_s,attitude_error_deg,body_rate_error_rad_s,seed,cohort,delta_v_error_m_s,velocity_x_error_m_s,velocity_y_error_m_s,velocity_z_error_m_s,delta_omega_error_rad_s,body_rate_p_error_rad_s,body_rate_q_error_rad_s,body_rate_r_error_rad_s,ranking_metric
B0_ConstantVelocity,validation,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,0.5,0.502585,1.1963584948980015,5.813616238116076,19.89251055614193,2.280549364711866,17,Sep7,5.813616238116076,3.570511043071747,4.179477542638779,1.8924989104270933,2.280549364711866,0.3078979719430208,2.2319691628217697,0.3527292162179947,velocity_error_m_s
B0_ConstantVelocity,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.6823553819155498,5.623506603878733,22.039521903393734,2.430155930993933,17,Sep7,5.623506603878733,2.429738521575928,4.730862885713577,1.8273296356201167,2.430155930993933,0.7762426137924194,2.294801920652389,0.1923262812197208,velocity_error_m_s
B0_ConstantVelocity,validation,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:75,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1,0.5,0.499202,1.611594864812225,3.280003038629092,80.0181851564258,2.935033023754028,17,Sep7,3.280003038629092,0.5600625276565552,2.898900985717773,1.4286787509918213,2.935033023754028,1.4942896403372288,2.521920651197433,0.1464020162820816,attitude_error_deg
B0_ConstantVelocity,validation,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:1525,2026.9.7/log_30_2026-9-7-06-58-22.ulg,2,0.5,0.499038,0.3024690338299764,0.9714939045294348,75.1199391391322,2.820677602356271,17,Sep7,0.9714939045294348,0.072969913482666,0.9511996507644652,0.1835620403289795,2.820677602356271,2.808047061786056,0.2280677510425448,0.1381265223026275,attitude_error_deg
B0_ConstantVelocity,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:2225,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4,0.5,0.498779,0.2638456760848646,0.5071490492088019,72.49772209053856,2.9172474593794155,17,Sep7,0.5071490492088019,0.4687528610229492,0.1909337043762207,0.031862735748291,2.9172474593794155,2.811757445335388,0.7769007980823517,0.0278918948024511,attitude_error_deg
B0_ConstantVelocity,validation,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:1775,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0,0.5,0.4928179999999999,0.4873917756446823,1.6308950017908357,24.216896446161176,3.757597146417717,17,Sep7,1.6308950017908357,0.7057342529296875,1.4284465312957764,0.3482788801193237,3.757597146417717,3.7406505346298218,0.3205172121524811,0.1560083627700805,body_rate_error_rad_s
B0_ConstantVelocity,validation,validation:2026.9.7/log_28_2026-9-7-06-44-02.ulg:6:775,2026.9.7/log_28_2026-9-7-06-44-02.ulg,6,0.5,0.502697,0.2848748739710429,0.3518899016651159,49.42063111311704,3.6591709124013234,17,Sep7,0.3518899016651159,0.2811727523803711,0.0762679576873779,0.197361558675766,3.6591709124013234,3.458019256591797,1.1943044066429138,0.0726055884733796,body_rate_error_rad_s
B0_ConstantVelocity,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:3075,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4,0.5,0.498987,0.4718390629400203,0.9583812569145194,23.172691194053456,3.3251999682920843,17,Sep7,0.9583812569145194,0.1978483200073242,0.5701936483383179,0.744466170668602,3.3251999682920843,3.2019009590148926,0.8735822439193726,0.2040567100048065,body_rate_error_rad_s
B1_MLP,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,9.17数据/log_9_2026-9-17-06-28-10.ulg,0,0.5,0.502637,1.192045697211792,3.629664584797002,13.857198329554873,1.017669666736332,17,Sep17,3.629664584797002,2.7614986896514893,2.351677775382996,0.1349134016782045,1.017669666736332,0.4093029499053955,0.9309176802635192,0.0389219522476196,velocity_error_m_s
B1_MLP,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:75,9.17数据/log_9_2026-9-17-06-28-10.ulg,0,0.5,0.492821,0.6045898138430212,2.397351022339243,10.37676049022465,1.589009552901982,17,Sep17,2.397351022339243,1.487086534500122,1.368763446807861,1.2893223762512207,1.589009552901982,1.273752063512802,0.7900921255350113,0.527504950761795,velocity_error_m_s
B1_MLP,validation,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:75,9.17数据/log_6_2026-9-17-06-02-24.ulg,0,0.5,0.499077,0.7966107607944505,2.2576497236765927,21.964314863051445,1.1533064366308994,17,Sep17,2.2576497236765927,1.0693964958190918,1.61291241645813,1.162706732749939,1.1533064366308994,0.8475818336009979,0.2063112631440162,0.7544245719909668,velocity_error_m_s
B1_MLP,validation,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:3075,9.17数据/log_13_2026-9-17-06-52-30.ulg,1,0.5,0.502639,0.148736243819186,0.7638118371250762,25.98137177184457,0.7847212628257072,17,Sep17,0.7638118371250762,0.7234349250793457,0.2413724064826965,0.0423059463500976,0.7847212628257072,0.4123548418283462,0.6671274676918983,0.026303737424314,attitude_error_deg
B1_MLP,validation,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,9.17数据/log_10_2026-9-17-06-34-34.ulg,0,0.5,0.49898,0.8705653970388474,1.5995740515207326,24.018115646533744,0.6867441219223007,17,Sep17,1.5995740515207326,0.6509737968444824,0.1464781761169433,1.453758716583252,0.6867441219223007,0.5938324183225632,0.2815678417682647,0.1992488354444503,attitude_error_deg
B1_MLP,validation,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:75,9.17数据/log_6_2026-9-17-06-02-24.ulg,0,0.5,0.499077,0.7966107607944505,2.2576497236765927,21.964314863051445,1.1533064366308994,17,Sep17,2.2576497236765927,1.0693964958190918,1.61291241645813,1.162706732749939,1.1533064366308994,0.8475818336009979,0.2063112631440162,0.7544245719909668,attitude_error_deg
B1_MLP,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2075,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,0.5,0.4928659999999999,0.1666268077177236,0.5882296321617444,10.271567621841667,2.1044168338499385,17,Sep17,0.5882296321617444,0.3766779899597168,0.1432979106903076,0.4284781217575073,2.1044168338499385,2.0750658363103867,0.3040649630129337,0.1738288924098014,body_rate_error_rad_s
B1_MLP,validation,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:3825,9.17数据/log_10_2026-9-17-06-34-34.ulg,1,0.5,0.499148,0.196712484520083,0.7446794073431323,15.39487943370734,1.9492220053698792,17,Sep17,0.7446794073431323,0.1713299751281738,0.7121580839157104,0.1342546939849853,1.9492220053698792,1.676699459552765,0.073440596461296,0.9913384020328522,body_rate_error_rad_s
B1_MLP,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:2:1275,9.17数据/log_8_2026-9-17-06-17-52.ulg,2,0.5,0.5025959999999999,0.0950545631238244,0.3131877635141683,8.574913348097951,1.8285712893589112,17,Sep17,0.3131877635141683,0.0455694198608398,0.0499565601348876,0.3058011531829834,1.8285712893589112,0.0077437087893486,1.828528106212616,0.0098974760621786,body_rate_error_rad_s
B1_MLP,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0,0.5,0.498868,0.4469940919173615,4.59676327213204,10.042223458228284,2.514791833450136,17,Sep7,4.59676327213204,2.662169098854065,3.2641303539276123,1.84079909324646,2.514791833450136,1.9282854795455933,1.4463435485959053,0.7169263660907745,velocity_error_m_s
B1_MLP,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.1906729501796706,3.330024475751691,23.69586583205349,1.8483308925028523,17,Sep7,3.330024475751691,1.8233324885368347,1.85870623588562,2.075989589095116,1.8483308925028523,0.5152532756328583,1.773619756102562,0.0715130120515823,velocity_error_m_s
B1_MLP,validation,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,0.5,0.502585,0.514740404069116,3.27461162452338,10.234523596684529,1.9086953934447128,17,Sep7,3.27461162452338,2.1316089630126958,1.9803271293640137,1.5025408416986463,1.9086953934447128,0.0623193550854921,1.870196983218193,0.3762946277856827,velocity_error_m_s
B1_MLP,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.1906729501796706,3.330024475751691,23.69586583205349,1.8483308925028523,17,Sep7,3.330024475751691,1.8233324885368347,1.85870623588562,2.075989589095116,1.8483308925028523,0.5152532756328583,1.773619756102562,0.0715130120515823,attitude_error_deg
B1_MLP,validation,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:975,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0,0.5,0.502693,0.2224998852190093,0.8595682629563625,17.907103489566673,0.6091741597741887,17,Sep7,0.8595682629563625,0.7857341766357422,0.1036276817321777,0.3327772617340088,0.6091741597741887,0.3336983025074005,0.1619982384145259,0.4832133799791336,attitude_error_deg
B1_MLP,validation,validation:2026.9.7/log_26_2026-9-7-06-30-26.ulg:1:25,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1,0.5,0.4993339999999999,0.3560444387455987,1.8552086729947164,14.453685270029666,0.5568355404732438,17,Sep7,1.8552086729947164,1.1875191889703274,1.2117525339126587,0.750501960515976,0.5568355404732438,0.0882833078503608,0.2462334036827087,0.491569921374321,attitude_error_deg
B1_MLP,validation,validation:2026.9.7/log_23_2026-9-7-06-09-22.ulg:0:1775,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0,0.5,0.4928179999999999,0.2348940958909199,0.7163459266385191,10.253980361635575,3.019576588086099,17,Sep7,0.7163459266385191,0.5328459739685059,0.4259918928146362,0.2185350358486175,3.019576588086099,3.013586968183517,0.1796277500689029,0.0622111558914184,body_rate_error_rad_s
B1_MLP,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:3075,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4,0.5,0.498987,0.0970592449912084,0.3724547826318707,6.636436171036503,2.864651056984377,17,Sep7,0.3724547826318707,0.3109545707702636,0.0129966735839843,0.204599380493164,2.864651056984377,2.8313189148902893,0.4127294719219208,0.1396898832172155,body_rate_error_rad_s
B1_MLP,validation,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:2925,2026.9.7/log_30_2026-9-7-06-58-22.ulg,2,0.5,0.509088,0.0505024533902888,0.4847585170663784,2.4801186349610385,2.76547017529151,17,Sep7,0.4847585170663784,0.1135048866271972,0.0246462821960449,0.4706378877162933,2.76547017529151,2.673490382730961,0.6996678411960602,0.1036309599876403,body_rate_error_rad_s
B2_StandardGRU,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,9.17数据/log_9_2026-9-17-06-28-10.ulg,0,0.5,0.502637,0.9713338715585262,2.138603288512009,6.147283745694978,0.4694301690238828,17,Sep17,2.138603288512009,1.8884392976760864,0.9876104295253754,0.179015876725316,0.4694301690238828,0.271808622404933,0.3089845925569534,0.2258611917495727,velocity_error_m_s
B2_StandardGRU,validation,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:75,9.17数据/log_13_2026-9-17-06-52-30.ulg,0,0.5,0.502619,0.755081829698236,2.0468930298084644,8.725737084069541,0.6415311872000449,17,Sep17,2.0468930298084644,0.8866519927978516,0.4576821327209472,1.7872174978256226,0.6415311872000449,0.5662892758846283,0.2401636838912964,0.1822090148925781,velocity_error_m_s
B2_StandardGRU,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,9.17数据/log_8_2026-9-17-06-17-52.ulg,0,0.5,0.502709,0.6256814538094572,1.969300465934985,6.3367216586325705,1.8007167807261966,17,Sep17,1.969300465934985,1.174532413482666,1.2943843603134155,0.9072965681552888,1.8007167807261966,1.4420014321804049,0.7874420583248138,0.7369856163859367,velocity_error_m_s
B2_StandardGRU,validation,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,9.17数据/log_10_2026-9-17-06-34-34.ulg,0,0.5,0.49898,0.515952658755882,1.3709397859786074,20.4183417857941,0.5638193937139563,17,Sep17,1.3709397859786074,0.2238712310791015,1.1174561977386477,0.7620034217834473,0.5638193937139563,0.4081552997231483,0.2410465776920318,0.3052836507558822,attitude_error_deg
B2_StandardGRU,validation,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:75,9.17数据/log_6_2026-9-17-06-02-24.ulg,0,0.5,0.499077,0.3831728305593971,1.89904943679242,18.878822999108408,1.1572073352282928,17,Sep17,1.89904943679242,0.0301389694213867,0.2712397575378418,1.87933748960495,1.1572073352282928,0.9667412340641022,0.5914482176303864,0.2339427471160888,attitude_error_deg
B2_StandardGRU,validation,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:1:3825,9.17数据/log_10_2026-9-17-06-34-34.ulg,1,0.5,0.499148,0.1493339460739658,0.8509366627305293,18.13701619790645,1.7930790888710428,17,Sep17,0.8509366627305293,0.0001544952392578,0.7724601030349731,0.3569293618202209,1.7930790888710428,1.3536903858184814,0.6060751527547836,1.0076347887516022,attitude_error_deg
B2_StandardGRU,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2075,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,0.5,0.4928659999999999,0.0605638520424013,0.2617631024381717,6.728590279400136,2.363403165648682,17,Sep17,0.2617631024381717,0.1946449279785156,0.175022006034851,0.0007557868957519,2.363403165648682,2.342734932899475,0.122863058000803,0.2866569841280579,body_rate_error_rad_s
B2_StandardGRU,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:4875,9.17数据/log_8_2026-9-17-06-17-52.ulg,1,0.5,0.502737,0.1750428986509439,0.4028141424767852,5.6806998052277375,1.8884431105216344,17,Sep17,0.4028141424767852,0.3457746505737304,0.0689587593078613,0.1947917193174362,1.8884431105216344,1.8753779754042623,0.2124581634998321,0.0635323524475097,body_rate_error_rad_s
B2_StandardGRU,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,9.17数据/log_8_2026-9-17-06-17-52.ulg,0,0.5,0.502709,0.6256814538094572,1.969300465934985,6.3367216586325705,1.8007167807261966,17,Sep17,1.969300465934985,1.174532413482666,1.2943843603134155,0.9072965681552888,1.8007167807261966,1.4420014321804049,0.7874420583248138,0.7369856163859367,body_rate_error_rad_s
B2_StandardGRU,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0,0.5,0.498868,0.5952591484073406,5.417074070952991,11.445441272110514,3.204741597737581,17,Sep7,5.417074070952991,2.52055424451828,4.491420745849609,1.678879827260971,3.204741597737581,2.423137605190277,1.9344485998153689,0.810358852148056,velocity_error_m_s
B2_StandardGRU,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.1257016551743681,3.48854335003331,12.423352227702336,2.320051216963572,17,Sep7,3.48854335003331,1.8005444407463074,2.178183555603028,2.04535835981369,2.320051216963572,0.5257168523967266,2.254417583346367,0.1544694155454635,velocity_error_m_s
B2_StandardGRU,validation,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:25,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0,0.5,0.502585,0.297377203851449,2.523565474067784,4.313246479637869,1.8658156495569744,17,Sep7,2.523565474067784,1.7889809608459473,1.1241834163665771,1.379906326532364,1.8658156495569744,0.480744494125247,1.7688472270965576,0.3483278006315231,velocity_error_m_s
B2_StandardGRU,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.1257016551743681,3.48854335003331,12.423352227702336,2.320051216963572,17,Sep7,3.48854335003331,1.8005444407463074,2.178183555603028,2.04535835981369,2.320051216963572,0.5257168523967266,2.254417583346367,0.1544694155454635,attitude_error_deg
B2_StandardGRU,validation,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:5375,2026.9.7/log_30_2026-9-7-06-58-22.ulg,2,0.5,0.498914,0.1098352576561278,0.5117511935870906,12.332669302862712,0.3856274189424022,17,Sep7,0.5117511935870906,0.0060048103332519,0.4216827750205993,0.2898911237716675,0.3856274189424022,0.1678561866283416,0.2130494564771652,0.2741217538714409,attitude_error_deg
B2_StandardGRU,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0,0.5,0.498868,0.5952591484073406,5.417074070952991,11.445441272110514,3.204741597737581,17,Sep7,5.417074070952991,2.52055424451828,4.491420745849609,1.678879827260971,3.204741597737581,2.423137605190277,1.9344485998153689,0.810358852148056,attitude_error_deg
B2_StandardGRU,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0,0.5,0.498868,0.5952591484073406,5.417074070952991,11.445441272110514,3.204741597737581,17,Sep7,5.417074070952991,2.52055424451828,4.491420745849609,1.678879827260971,3.204741597737581,2.423137605190277,1.9344485998153689,0.810358852148056,body_rate_error_rad_s
B2_StandardGRU,validation,validation:2026.9.7/log_30_2026-9-7-06-58-22.ulg:2:2925,2026.9.7/log_30_2026-9-7-06-58-22.ulg,2,0.5,0.509088,0.1342006015263512,0.5929195307055413,4.7505218899590425,2.751396081274137,17,Sep7,0.5929195307055413,0.2310357093811035,0.2428622245788574,0.4890746474266052,2.751396081274137,2.7409525215625763,0.2198739647865295,0.0949479341506958,body_rate_error_rad_s
B2_StandardGRU,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:4:3075,2026.9.7/log_29_2026-9-7-06-51-04.ulg,4,0.5,0.498987,0.1282737095829133,0.1653445322311051,4.006002476155336,2.589642393321691,17,Sep7,0.1653445322311051,0.0116486549377441,0.1395049095153808,0.0879858136177063,2.589642393321691,2.528358459472656,0.5439415574073792,0.1333371959626674,body_rate_error_rad_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:0:25,9.17数据/log_9_2026-9-17-06-28-10.ulg,0,0.5,0.502637,0.9640503887951242,2.7064815653290366,14.134813804549989,0.7271498160894567,17,Sep17,2.7064815653290366,2.2338685989379883,1.5121333599090576,0.2198323179036378,0.7271498160894567,0.346719779074192,0.6151676774024963,0.1734963357448578,velocity_error_m_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:0:75,9.17数据/log_13_2026-9-17-06-52-30.ulg,0,0.5,0.502619,0.8201733080861542,2.668658778336422,5.379724320277059,0.1080115719979292,17,Sep17,2.668658778336422,0.9920401573181152,0.8926866054534912,2.310996890068054,0.1080115719979292,0.0424539148807525,0.0801315307617187,0.0586779564619064,velocity_error_m_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:0:25,9.17数据/log_8_2026-9-17-06-17-52.ulg,0,0.5,0.502709,0.6127359133808886,1.9780830649878576,11.558912517206227,1.315733983337394,17,Sep17,1.9780830649878576,1.0123353004455566,1.0054246187210083,1.3700770735740662,1.315733983337394,0.9230229035019876,0.1839425414800644,0.919429048895836,velocity_error_m_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_10_2026-9-17-06-34-34.ulg:0:25,9.17数据/log_10_2026-9-17-06-34-34.ulg,0,0.5,0.49898,0.5673920796998374,1.5214419426414532,26.32810424622492,0.8550564314460145,17,Sep17,1.5214419426414532,0.0858049392700195,1.1258797645568848,1.019714593887329,0.8550564314460145,0.5271094366908073,0.6361430510878563,0.2204521745443344,attitude_error_deg
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_13_2026-9-17-06-52-30.ulg:1:3075,9.17数据/log_13_2026-9-17-06-52-30.ulg,1,0.5,0.502639,0.122218427995942,0.844651114765709,24.59762444673105,0.451755522048316,17,Sep17,0.844651114765709,0.4170093536376953,0.2054131627082824,0.7052263021469116,0.451755522048316,0.3062898963689804,0.3292992711067199,0.0427965084090828,attitude_error_deg
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_6_2026-9-17-06-02-24.ulg:0:75,9.17数据/log_6_2026-9-17-06-02-24.ulg,0,0.5,0.499077,0.3124937100115842,1.783247557237972,21.43042320317965,1.1751320300659764,17,Sep17,1.783247557237972,0.3165960311889648,0.2316982746124267,1.7395558953285215,1.1751320300659764,0.889429360628128,0.2667090222239494,0.7202201038599014,attitude_error_deg
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_9_2026-9-17-06-28-10.ulg:1:2075,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,0.5,0.4928659999999999,0.0896168692055407,0.3336759067371981,7.276049700094107,2.022622811393638,17,Sep17,0.3336759067371981,0.0892114639282226,0.1457080841064453,0.2866183519363403,2.022622811393638,2.020318292081356,0.0035881958901882,0.0964580774307251,body_rate_error_rad_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_11_2026-9-17-06-40-30.ulg:1:975,9.17数据/log_11_2026-9-17-06-40-30.ulg,1,0.5,0.49904,0.1556573590435264,0.9332770378807252,7.695394323540754,1.821276124319955,17,Sep17,0.9332770378807252,0.3676996231079101,0.0111212730407714,0.8577175140380859,1.821276124319955,1.7665965557098389,0.1641185879707336,0.4113981276750564,body_rate_error_rad_s
B3_ActuatorAwareGRU,validation,validation:9.17数据/log_8_2026-9-17-06-17-52.ulg:1:4875,9.17数据/log_8_2026-9-17-06-17-52.ulg,1,0.5,0.502737,0.1979928066313396,0.544010446573829,6.156304446862236,1.7735279903425647,17,Sep17,0.544010446573829,0.462465763092041,0.1455969810485839,0.2467271834611892,1.7735279903425647,1.7487729415297508,0.295136958360672,0.0094290673732757,body_rate_error_rad_s
B3_ActuatorAwareGRU,validation,validation:2026.9.7/log_29_2026-9-7-06-51-04.ulg:0:25,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0,0.5,0.498868,0.3597216497040813,4.464668222206678,9.808709020878124,2.6092538209389597,17,Sep7,4.464668222206678,2.5707371830940247,3.4092886447906494,1.304347962141037,2.6092538209389597,2.034447092562914,1.4422981292009354,0.7674676775932312,velocity_error_m_s
B3_ActuatorAwareGRU,validation,validation:2026.9.7/log_24_2026-9-7-06-16-04.ulg:0:25,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0,0.5,0.498921,0.185781107072131,3.623770590250168,22.82813573589233,1.927157921647341,17,Sep7,3.623770590250168,2.08832585811615,2.450165033340454,1.6635202765464785,1.927157921647341,0.5292758606374264,1.8500623404979704,0.105233334004879,velocity_error_m_s
