seed,cohort,log_id,horizon_s,position_rmse_m_ours_minus_gru,position_rmse_m_ours_reduction_pct,velocity_rmse_m_s_ours_minus_gru,velocity_rmse_m_s_ours_reduction_pct,attitude_error_deg_ours_minus_gru,attitude_error_deg_ours_reduction_pct,body_rate_rmse_rad_s_ours_minus_gru,body_rate_rmse_rad_s_ours_reduction_pct
17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,0.00011420388029299844,-0.6160066142671949,0.012243900046588901,-9.369582144285804,0.04635168492716324,-3.2164101717502724,0.031973002104454085,-5.689377650153471
17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,7.937871855489415e-05,-0.20523125146716392,0.01353906867584842,-6.852988935454074,0.34199044692293334,-14.273027126937187,0.07077111622509225,-13.312157746757913
17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.008738257484315892,-6.666477073643384,0.0767050693179856,-19.97665410628604,0.8035303267465457,-16.116021292329606,0.06402616050905285,-10.562834024413581
17,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.0482118635435298,-11.976647660549023,0.12746122418766814,-16.12761302557861,0.17022518822556165,-1.9225922226997483,0.10077150749424979,-14.53545522872739
17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,0.0003017231347252,-1.4734367375676793,0.0132932152254355,-8.735512280958012,0.0008322930363529046,-0.05118771873231509,0.03390498405694853,-6.234920550285716
17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,0.0008787403092317958,-2.0860556052442414,-0.01582230831650941,6.711430829969734,0.34826892554332467,-14.952613627725619,0.050855258482011445,-9.178135120915698
17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.006301957993911797,-5.095620481417518,0.1031224663771046,-28.723886292498,1.1137239125604497,-24.71877421606219,0.09098388056163298,-15.624920008380583
17,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.05552676862666661,-15.620053205689398,0.2512382344345394,-38.87155127844055,1.1127365119890342,-15.004990614880631,0.12473434373595116,-19.82555052715731
17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,0.00015820825940419947,-1.0030485065037897,0.009212573079253689,-7.039902760290095,0.08246659758203911,-6.006357863191614,0.049393203293545906,-10.991984074626515
17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,0.002139276212919497,-6.249220299437885,0.023739062898431806,-12.047184980043447,0.45996816731452306,-22.84850309690405,0.05892848343048518,-11.531864678334136
17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.015367429482950307,-13.685275941116348,0.06454386796782702,-17.42913869966831,1.1057548558977581,-26.186236099227457,0.10522985077048497,-18.64031824035248
17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.05494946772046799,-16.155915339946404,0.13379543652850812,-20.27274763418989,1.3568694974202469,-21.015649328111085,0.16154541709230286,-30.17942741674231
17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,2.8914450017399757e-05,-0.15802387357033432,-0.0026883152962997037,1.5809524673418895,0.11196138003179756,-7.16806557498304,0.02009033212726008,-3.7207447388095227
17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.0010038429484967998,-2.463596437120108,0.024126078405929313,-10.121633110287043,0.3097889638983684,-11.924469918843151,0.04038759828453786,-7.128820957503823
17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.015154707524260208,-10.92681214010025,0.09967776032305298,-25.436503118591467,1.006235570857835,-19.932462266863627,0.06922087852970737,-12.164740381862504
17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.0688985865962467,-17.343842040177027,0.15999401038032512,-21.865906326429908,0.4934744628179093,-5.894844363693141,0.15426147498642861,-23.50547310597404
17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,-0.00045391839864360184,2.0986962081840588,0.018457354970699003,-13.696866364385652,0.03152022521451481,-2.3203710594288163,0.027592873955444186,-5.067484895834462
17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,-0.0002868193241047992,0.6990102490064043,0.010016244691819609,-5.069161194385474,0.21325176401063306,-8.42730719214828,0.05443315798620241,-10.421649224884977
17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,-0.00617348829083289,4.989742720421386,0.06656710829331508,-19.83602759731515,0.6553927841634959,-14.0124029997043,0.09886309831097062,-19.820042504392042
17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.009220413277831185,-2.7147594687783716,0.12536082407475857,-20.671266659727205,0.2289165154003916,-3.020622932305894,0.15697693781716593,-32.17995468675328
17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,-0.00019960097238539906,0.8657370569146727,0.006639926666338697,-5.095050602036499,0.06596078790077553,-4.684982040608654,0.0434714218703387,-8.7331939420352
17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,-0.0007476085689733999,1.6239840953091278,0.023383272964302287,-13.63090500996147,0.37449714188502803,-19.116231035110353,0.03317981926363511,-7.398532187691398
17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.0068499149862704944,-5.225914358631267,0.06915581333972398,-23.160290503338054,0.6488373358133508,-15.897096437519753,0.061333445194419633,-12.431958149259724
17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.003189679916879018,-0.9123147353738537,0.013935876183672313,-2.2190989898269953,-0.668261319486791,8.969317421451983,0.11490415784181152,-19.30682724999093
17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.00010032857978969911,-0.6251926800656671,0.008917454324317203,-6.197504997457082,0.12509848459325967,-8.914967205905588,0.04959259640032815,-10.352969934738997
17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.0016008866992689996,-4.295023592418068,0.026585361693688803,-12.692125007668654,0.42236768324854657,-17.799939692438294,0.034639947375798785,-5.687730420796178
17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.0161404036394215,-13.431575382494177,0.09646133415636743,-26.834377593925083,0.8364712723443146,-19.56271680192543,0.09579735217832663,-17.048981393456252
17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.05711466311082858,-17.348361079231857,0.11169852481086473,-17.270174594337572,0.5900793688844219,-8.181067518663143,0.12358962743387925,-21.651245767064786
17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,-0.0006784767148539997,4.230279670793613,-0.0012369467715263038,0.6168452016611647,0.14694950300066845,-9.985474830356345,0.012300601723614801,-2.0476158737073424
17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,-0.0006743691702347024,1.6451877186457131,0.00025920771964976774,-0.08383590632683457,0.49593340438334055,-21.33408255004714,0.030920344090054397,-5.656246712122237
17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.015441079340215491,-11.388141376511562,0.1125932600514386,-28.906487290314708,1.2031163116791364,-27.257964159805724,0.06106629788865692,-9.838776191743781
17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.07400309006872452,-21.3324189680991,0.11461195616528663,-16.7054044193206,0.1462039836710627,-1.8126680372524406,0.09474646254234109,-13.49043729602515
17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.0007969063433050007,-5.22593785180272,0.004225154539009693,-3.5435969566664616,0.11092076979620846,-8.425318413974626,0.01975923369700483,-3.6285089028962325
17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.0028069049075816026,-9.65265713958634,0.023064987708724505,-14.84815385153766,0.32007432826687143,-14.768449020667763,0.029406603050435187,-5.304692929334176
17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.012687249071738613,-13.904415814647964,0.027609523952953796,-7.95118064915219,0.4720883356769674,-11.412625093632101,0.022779059509224986,-3.4802934669065255
17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.03850192998662,-13.18990186970237,0.09255959243714584,-15.791137166789571,0.46190982663351665,-6.723615490870882,0.01815741244692426,-2.810679316058984
17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,-0.000113703758764995,0.19083352660169695,0.006499724272060206,-5.539961012757244,0.10219907676809625,-7.290956514369573,0.024455261176883014,-4.068963468067821
17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,-0.0009349556269891979,0.8270845885454126,0.013746282830113893,-8.01060808613201,0.1895379572296334,-8.435822445467922,0.03637300949268063,-6.444545048839556
17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,-0.0022776561305286047,0.829212310831795,0.055099036936048396,-17.313724556031683,0.5828802861491735,-14.941395192231322,0.018458035563158837,-2.948455687776108
17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.004138270170436442,-0.6516207376804584,0.08023800549237314,-13.241707221010701,0.5886758051405812,-10.217100241970268,0.09262746772337482,-15.958635106369211
17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,-0.00013954499492540087,0.6402315764893141,0.025399255965075487,-20.7710652304395,0.16261279154317965,-11.394546345477007,0.030940092292530585,-5.90188050683127
17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,-6.12862721436e-05,0.1475853139128791,0.02954209935584179,-18.876550705482398,0.38902734616260526,-17.402303231858607,0.03433439731743104,-5.417575616216341
17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.0044919679926633815,-3.661797875840578,0.08293959125403211,-27.10102546260118,0.830291741591124,-21.667916054576075,0.04927480503762938,-6.729622342174224
17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.014135661929020937,-4.097936203618824,0.04924930611012224,-7.184967654307806,1.2594619251039658,-20.680444976947786,0.09630486349259637,-14.873142686773289
17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,-0.0002783301832808005,1.3358398123842208,0.014395639925738196,-11.621305168324248,0.19391880677328044,-13.829674458832674,0.042388303186376874,-7.757587457472037
17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,-0.0020309117852619005,5.205355495778097,0.014348544540025904,-7.929718970251298,0.3586636150758471,-16.150764437587984,0.04794005744471186,-8.322969895866894
17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,-0.0028977917231663985,2.50524541258621,0.054445205894870785,-12.712594520131493,0.8601652260433257,-20.77862582905876,0.04549885228017636,-6.988026431800121
17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.016666092851069958,-4.617930838583306,0.11921332010653019,-17.189469756500554,1.445345391256482,-20.80985438312839,0.12222932923825913,-19.14968521516467
17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.000568396821212,-2.525133124156742,0.017987303890295014,-6.473791258466499,0.13010729694145318,-10.329739036671114,0.011989128863450937,-2.168775917547716
17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.0020616478340426056,-4.525483914176842,0.030086027412132815,-12.992220089457618,0.2838453609580849,-14.282917507286253,0.06501274445278671,-10.266295566759087
17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.0013655396142871062,-1.170006840994886,0.02777042370500421,-8.883764065519294,0.7328926575382835,-20.804015408132127,0.04565337835016692,-7.619943672604501
17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,-0.02347323356519998,7.169478318461819,0.057222797521808255,-10.414353495495266,1.0966336751739458,-20.829359498787813,0.013824069714088782,-2.177115357132342
17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.00028866437637409953,-0.48864041914218337,0.008049968314863903,-8.144582338492956,0.12296713209214993,-10.124019846210143,0.01642283338836481,-3.0157161707343505
17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,-4.8251746025892994e-05,0.04545334667749312,0.02910655566989051,-23.21614334955131,0.32918525138468047,-18.459192420366666,0.039382024789429315,-6.471166190914901
17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,-0.0025053556459102844,1.0812431291416624,0.01094839722848251,-4.0594155275680555,0.5351795869310849,-17.68876331156608,0.018152745226767908,-2.944970538416225
17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,-0.01787930288571621,3.902729514222114,-0.03591768316139199,6.380350737611817,0.03979334521923139,-0.7204118727708098,0.054747757314502765,-8.743454785677063
17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.00037266324368250003,-0.4373921871688724,0.008776724057631594,-7.575208683882151,0.026437159136204258,-2.162477582098954,0.04433277262057744,-8.135330182119137
17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.0012675132733895866,-0.7658229313751042,0.02130759925848319,-12.678889058143184,0.30007610155970466,-17.328953361436316,0.024014278823096147,-3.959501251594877
17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.0010503291259832959,-0.2501691270398787,0.03850487261099833,-13.588913013917958,0.22960634138678726,-7.380275056481156,0.032752813651150126,-5.375663091799199
17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,-0.011414840942718829,1.339494204288727,0.05459787503835656,-9.49635895583867,-0.17383035584225315,3.26198355129248,0.05888744138914459,-9.270070136935505
17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,-0.00026347192382379647,0.671690372737832,0.020614138885046998,-20.857995687861575,0.10651824951571243,-8.217717075178243,0.017965635670329827,-2.9326168115611173
17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,-0.0005749787773850906,0.822588968417759,0.0287031633298582,-20.952470854444115,0.420477634624953,-23.08263195327285,0.023305647537314234,-4.17688180084459
17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,-0.005635379423449299,2.7859868246826958,-0.027021386332900077,5.9224068543170745,0.621543485989088,-19.808665964021465,0.04622492040373771,-7.69888545473949
17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,-0.03830074607073308,7.917129675811408,0.01720418383565059,-3.148735435422867,0.4721388178803112,-8.236502364412113,0.1168347974924755,-20.61585239011572
17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,-2.471724574340528e-05,0.019336061475705435,0.014353047774191885,-12.086397883828127,0.022837721516015597,-1.6879342249690676,-0.0067261109252521045,1.2056676283176082
17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,-0.0004282354117629006,0.1613399209673183,0.023129337822407697,-13.618157142626863,0.3205277276901355,-16.876529194814704,-0.006017223472508215,1.0600192219057059
17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,-0.00438773278468696,0.6550843970837605,0.014863195351563274,-4.122706337574211,0.7231694379930684,-20.33418192115104,0.06300434982643344,-10.637167903622968
17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,-0.022255612688193205,1.5986983537314647,0.017547868650237275,-2.5991522433370218,0.8813964957954292,-15.40768632980869,0.07749128609504452,-11.742497844416611
