model,seed,cohort,horizon_s,position_rmse_m_mean_across_flights,position_rmse_m_std_across_flights,velocity_rmse_m_s_mean_across_flights,velocity_rmse_m_s_std_across_flights,attitude_error_deg_mean_across_flights,attitude_error_deg_std_across_flights,body_rate_rmse_rad_s_mean_across_flights,body_rate_rmse_rad_s_std_across_flights,delta_v_rmse_m_s_mean_across_flights,delta_v_rmse_m_s_std_across_flights,delta_omega_rmse_rad_s_mean_across_flights,delta_omega_rmse_rad_s_std_across_flights,velocity_x_rmse_m_s_mean_across_flights,velocity_x_rmse_m_s_std_across_flights,velocity_y_rmse_m_s_mean_across_flights,velocity_y_rmse_m_s_std_across_flights,velocity_z_rmse_m_s_mean_across_flights,velocity_z_rmse_m_s_std_across_flights,body_rate_p_rmse_rad_s_mean_across_flights,body_rate_p_rmse_rad_s_std_across_flights,body_rate_q_rmse_rad_s_mean_across_flights,body_rate_q_rmse_rad_s_std_across_flights,body_rate_r_rmse_rad_s_mean_across_flights,body_rate_r_rmse_rad_s_std_across_flights,n_flights,n_windows
B0_ConstantVelocity,17,ALL,0.1,0.058722783295178646,0.023993067786447893,0.8195987397919952,0.03543264400684591,4.155411089250727,0.19915380102888947,1.212082975284379,0.1002592558897619,0.8195987397919952,0.03543264400684591,1.212082975284379,0.1002592558897619,0.20364480073654367,0.02062503750921296,0.20910753571647667,0.03528239616629787,0.7649701237559894,0.03219041212939815,0.9018375315355107,0.12389165524915588,0.7833090705840413,0.09936987225836773,0.16585717616062054,0.022426297176931197,17,2582
B0_ConstantVelocity,17,ALL,0.2,0.13779058814463876,0.04400707659184187,0.7479734503416502,0.03876952779720607,9.313316961745171,0.6193733482499973,1.200467509799214,0.06972457770486809,0.7479734503416502,0.03876952779720607,1.200467509799214,0.06972457770486809,0.3124660667788353,0.0366860653509072,0.3303192926717602,0.03898543232165625,0.5920927198993228,0.030265473503053156,0.8517537101341736,0.11558520748497697,0.8137518852359737,0.056979753573045425,0.20243644322778853,0.03871918460766535,17,2582
B0_ConstantVelocity,17,ALL,0.5,0.4181816092546648,0.100291081812111,1.1707067979353143,0.13003532520893069,23.245481059554063,1.4401188872618378,1.0659885312498953,0.07705304251479839,1.1707067979353143,0.13003532520893069,1.0659885312498953,0.07705304251479839,0.6924850227443646,0.06957216179482874,0.7470722515211364,0.08100668086754367,0.5710890838028315,0.11264314324994983,0.7836942482833558,0.07598279177184189,0.6596289115285432,0.08713638159189699,0.2751930939353534,0.06776027736722963,17,2582
B0_ConstantVelocity,17,ALL,1.0,1.2249344364497345,0.19367508895701036,2.0732770344906917,0.21961202809093822,46.777865760983524,2.794987851246775,1.1261874322008494,0.0752460844427375,2.0732770344906917,0.21961202809093822,1.1261874322008494,0.0752460844427375,1.2992633477578923,0.1347003859658159,1.4065534535067723,0.17267302610230112,0.7845013992167695,0.13364677860889526,0.813710333316382,0.10783945361902064,0.7237593366774518,0.08974749580922912,0.2587336421921631,0.04841123592754784,17,2582
B0_ConstantVelocity,17,Sep17,0.1,0.047274067807821715,0.002594694934355804,0.8067076148364726,0.03420921766508611,4.05467774485247,0.17976378651856115,1.2504248829273474,0.09653151518784225,0.8067076148364726,0.03420921766508611,1.2504248829273474,0.09653151518784225,0.2054295627294711,0.01944008185480835,0.20350198482722606,0.01853061367193039,0.7526621918133947,0.03472811388375417,0.8707575942622384,0.11314096696734599,0.874872160663638,0.055752467367025584,0.18447550619990202,0.012831555393958504,8,1101
B0_ConstantVelocity,17,Sep17,0.2,0.11871169241720037,0.0042016360654449835,0.7733349040575177,0.023516319347772967,9.340594593903747,0.6152855389054634,1.1662035963548818,0.052655947362113355,0.7733349040575177,0.023516319347772967,1.1662035963548818,0.052655947362113355,0.3361881028070563,0.030632889356921274,0.3569036687007195,0.030569948865243984,0.596707190947491,0.022164045450540626,0.7664260947664127,0.06983250529068778,0.8425831066714616,0.06539921436349724,0.2386105504366224,0.013404440529626785,8,1101
B0_ConstantVelocity,17,Sep17,0.5,0.3985087296604876,0.022894528171216733,1.2779718554009682,0.09284812983391655,23.418254663962948,1.6798313050112725,1.0920719259656493,0.07254313895366374,1.2779718554009682,0.09284812983391655,1.0920719259656493,0.07254313895366374,0.7288504906158709,0.06328126038155928,0.7999547530215947,0.07435196621395165,0.6770603131955546,0.05709929252205179,0.741584577478083,0.054281055444988395,0.7261403959634098,0.06747862615617992,0.334953067349061,0.03768052719525894,8,1101
B0_ConstantVelocity,17,Sep17,1.0,1.2448788206422368,0.09501277433389442,2.217575926792956,0.2083580436237527,47.33592032582724,3.303955700121433,1.1321268505552033,0.057278023965481276,2.217575926792956,0.2083580436237527,1.1321268505552033,0.057278023965481276,1.3475845184209994,0.1415588215743053,1.5107731392721704,0.17235338547735124,0.89932161393155,0.0748639715231097,0.7459594012578581,0.08307298121965427,0.7950275605935335,0.040424871974483516,0.2957704672807367,0.0356022849586593,8,1101
B0_ConstantVelocity,17,Sep7,0.1,0.06889941928394036,0.029964332474942856,0.8310575175302374,0.034249965441610575,4.244951839826953,0.17855499268803318,1.17800127960174,0.09577805555999272,0.8310575175302374,0.034249965441610575,1.17800127960174,0.09577805555999272,0.2020583456317193,0.02267356036577549,0.21409024761803278,0.046150636234969865,0.7759105077049625,0.027037380035148044,0.929464142445086,0.13293953527893912,0.7019196571799552,0.03453812319738985,0.14930754945903704,0.014388928821415776,9,1481
B0_ConstantVelocity,17,Sep7,0.2,0.15474960656902845,0.05630483945950142,0.7254299359275459,0.03615691943515301,9.289070177604211,0.6592321043319327,1.2309243217497314,0.07126977231431554,0.7254299359275459,0.03615691943515301,1.2309243217497314,0.07126977231431554,0.2913798125315277,0.028420304960077147,0.30668873620157405,0.029784033757469984,0.5879909678565066,0.03690444033898054,0.9276004793499611,0.0932751201448306,0.7881241328488734,0.03436336445430173,0.17028168126438065,0.019219665106255595,9,1481
B0_ConstantVelocity,17,Sep7,0.5,0.43566861333837786,0.13757514590978456,1.0753600801880663,0.06739458124364163,23.091904522301718,1.2737331223566783,1.042803291502559,0.07735991112115782,1.0753600801880663,0.06739458124364163,1.042803291502559,0.07735991112115782,0.6601601624141369,0.06065197683723423,0.7000655835207291,0.05481411783881552,0.47689243545374427,0.03622335293041637,0.8211250667769315,0.07496143417202727,0.6005075920308839,0.05334115996260024,0.22207311756761328,0.03456679355088134,9,1481
B0_ConstantVelocity,17,Sep7,1.0,1.2072060949452885,0.2576232170716324,1.9450113524442354,0.1383534587756801,46.28181725890022,2.341806842824672,1.1209079492192016,0.09157858468932553,1.9450113524442354,0.1383534587756801,1.1209079492192016,0.09157858468932553,1.2563111960573528,0.1197660916200377,1.3139137328264183,0.11455498289946363,0.6824389861369647,0.07691797917654687,0.8739333840350699,0.09246544607943738,0.6604098043076013,0.07131170044322756,0.22581201989120872,0.031419331487770236,9,1481
B1_MLP,17,ALL,0.1,0.04942650752548237,0.025910898658997133,0.5299782493177935,0.042204775022925974,2.0460491856315084,0.267689724145737,0.7219538010116056,0.03825758843004504,0.5299782493177935,0.042204775022925974,0.7219538010116056,0.03825758843004504,0.139023633958329,0.021734412400374273,0.13329880593993515,0.034592468981391615,0.4925185749147159,0.03733451580210281,0.5445182326934268,0.03594682097124207,0.44457584775272396,0.04649122536170422,0.1580949427839109,0.01467115970473014,17,2582
B1_MLP,17,ALL,0.2,0.09838244041735272,0.05225804250384843,0.42485369447539845,0.04440294881625328,3.185866233921591,0.5965220105978416,0.7563661806025008,0.041340318478981564,0.42485369447539845,0.04440294881625328,0.7563661806025008,0.041340318478981564,0.15545401296661865,0.026895880756131297,0.15425183616324825,0.03003538439470928,0.3628360239650785,0.0359569931495575,0.5538041709432293,0.05576361679913214,0.47771252210006415,0.04720716764114548,0.18173794057236262,0.02798716311157628,17,2582
B1_MLP,17,ALL,0.5,0.24278606574158637,0.13032936299357495,0.5420459436945458,0.0671255146474761,5.530870832739522,1.1771143228392213,0.7509235861975274,0.055992016901728156,0.5420459436945458,0.0671255146474761,0.7509235861975274,0.055992016901728156,0.2570624398068214,0.040473636021943864,0.25038937828703683,0.04051953954415193,0.40430285772118374,0.05386574620766986,0.5571556871650547,0.07173647690364608,0.4624554853350552,0.04326769331779488,0.18750677779808908,0.028884070730924846,17,2582
B1_MLP,17,ALL,1.0,0.5752096847255267,0.24194841322374594,0.874542843469641,0.12606443997442784,8.703677463896511,1.785067418187701,0.7636555826534349,0.044166070554398945,0.874542843469641,0.12606443997442784,0.7636555826534349,0.044166070554398945,0.5026189452035547,0.08572713580638318,0.5124403305646672,0.09617690313476865,0.49608354338546123,0.05493267703693808,0.5570949037538595,0.051220488228710497,0.47281475392601585,0.049897357983301624,0.2107256167043039,0.044686682667251336,17,2582
B1_MLP,17,Sep17,0.1,0.03694110351910789,0.004019429764763937,0.5472132383050141,0.02887606763918293,2.2713203931529864,0.15620217175297121,0.7397711425445723,0.030198911376596957,0.5472132383050141,0.02887606763918293,0.7397711425445723,0.030198911376596957,0.14535541595947518,0.018929067285521475,0.13226320560343843,0.017354064529276302,0.5101608664016583,0.02846603859934848,0.5394016825697463,0.02856333186979434,0.47649562896875824,0.0356306521910973,0.16751549140901054,0.013975078692351648,8,1101
B1_MLP,17,Sep17,0.2,0.07494357110942403,0.004484698466816412,0.4417294794088886,0.03820827869354429,3.7100798684309444,0.2608915826738281,0.7662786864393424,0.04314167815446111,0.4417294794088886,0.03820827869354429,0.7662786864393424,0.04314167815446111,0.16682485978310005,0.030232295832340213,0.16396353282054232,0.02419741154132547,0.3732586772903722,0.03470099592244753,0.5245947958890956,0.05687482976926828,0.51854296376762,0.025172874478737124,0.20212780390792456,0.023532530421033235,8,1101
B1_MLP,17,Sep17,0.5,0.19274546831616296,0.015832131413644916,0.5809398185301731,0.06002214267817599,6.606292605697362,0.36557123196414515,0.7477941884966248,0.0481217190951573,0.5809398185301731,0.06002214267817599,0.7477941884966248,0.0481217190951573,0.26670946089022163,0.04636014065547377,0.2579904181779688,0.04242275959392563,0.4448267828804653,0.04308403708096719,0.5170797276810062,0.043944859002071054,0.4964995700409527,0.031499652399792744,0.21109402178391035,0.01587362456501638,8,1101
B1_MLP,17,Sep17,1.0,0.5045075281172922,0.03668194195054822,0.9736318222984153,0.07130212465950683,10.25783136376355,0.7878376848910225,0.7752202479075042,0.05460662580546173,0.9736318222984153,0.07130212465950683,0.7752202479075042,0.05460662580546173,0.563305633331516,0.06268127794905592,0.5800824766737426,0.052955918976794795,0.539195457924032,0.04751117946757006,0.5253883137651613,0.046927004409408786,0.5115965136933538,0.041811758836166044,0.24830817072300904,0.028247662518917603,8,1101
B1_MLP,17,Sep7,0.1,0.06052464442003745,0.032158404249978574,0.5146582591069306,0.047663429267086846,1.8458081122790833,0.1615880034097755,0.706116164093413,0.03911095028667017,0.5146582591069306,0.047663429267086846,0.706116164093413,0.03911095028667017,0.1333953832906435,0.023569475077547503,0.13421933957237667,0.046127366456747955,0.476836538037434,0.038610732852402005,0.5490662772478095,0.04267338229172469,0.41620270889402683,0.03588148268935801,0.14972112178382227,0.009589742356083838,9,1481
B1_MLP,17,Sep7,0.2,0.11921699091328936,0.06638138787924076,0.4098529967567404,0.04612932441355204,2.719898558802166,0.36476582822456305,0.747555064303086,0.04004862051855938,0.4098529967567404,0.04612932441355204,0.747555064303086,0.04004862051855938,0.14534659357419077,0.020070076755423324,0.1456192169123202,0.03337317508646618,0.35357144323148415,0.03642771292472861,0.5797680598802368,0.04215664096604586,0.4414187961733477,0.027450958434082445,0.16361361760741866,0.01722515931437258,9,1481
B1_MLP,17,Sep7,0.5,0.28726659678640726,0.17035923116075707,0.5074736105073216,0.05479013162667818,4.574940367888108,0.6853457507309444,0.7537052730427742,0.06500366460030685,0.5074736105073216,0.05479013162667818,0.7537052730427742,0.06500366460030685,0.24848730995491014,0.034926152665586206,0.24363289838398622,0.039997560849791454,0.3682815909129334,0.03281646886287743,0.5927787622619868,0.07462423192651842,0.4321940767075908,0.026206207649061074,0.1665403386995813,0.019930003220619556,9,1481
