experiment,horizon_s,rotation_component_rms,body_derivative_component_rms,vector_sum_rms
A1_longer_rollout,0.2,0.08128166943788528,10.455639772708272,10.46118878118896
A1_longer_rollout,0.5,0.12330672144889832,10.588785905125322,10.591357968471236
A1_longer_rollout,1.0,0.19868049025535583,10.625218350513617,10.625884467930765
A1_longer_rollout,2.0,0.3076803386211395,10.658557234445139,10.660905332635323
A1_longer_rollout,3.0,0.3854445517063141,10.674412980340952,10.676935283637931
A1_longer_rollout,5.0,0.5642014145851135,10.675852726695538,10.678161106414535
