model,window_id,log_id,cohort,horizon_s,position_horizontal_m,position_vertical_m,position_m,velocity_m_s,attitude_deg,body_rate_rad_s,frequency_hz,phase_rad,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,body_rate_p_rad_s,body_rate_q_rad_s,body_rate_r_rad_s
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.2835576726107332,0.14310073852539062,0.31762048904774387,0.7395897324911345,9.502086733776736,0.41176498088529384,0.03911542892456055,0.3398524395618452,0.5695433616638184,0.43532657623291016,0.1819453313946724,0.06445534527301788,0.3559924364089966,0.19663492357358336
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.35643356367974904,0.10007286071777344,0.37021542751441977,0.8349860324103846,5.313512251878479,0.16234813665607256,0.02684497833251953,0.010695318208142623,0.43294668197631836,0.6863560676574707,0.19665755331516266,0.02264869213104248,0.04888641834259033,0.15314722433686256
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.4374308723759298,0.033802032470703125,0.4387349376408465,1.0881429412052281,9.646028044650112,0.2220265361960495,0.009494781494140625,0.40127304960422094,0.8136372566223145,0.7023782730102539,0.1694527566432953,0.0011417865753173828,0.03538161516189575,0.21918626874685287
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.1226445168529402,0.14318084716796875,0.18852700737514602,0.53480547974211,4.487499258808501,0.3813014793120129,0.0722651481628418,0.05330185631276407,0.1800827980041504,0.4188499450683594,0.2795564532279968,0.22254863381385803,0.29880949947983027,0.08109134808182716
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.31737686606141396,0.24462318420410156,0.4007100914141276,0.9459267412936213,7.979433519064486,0.5155110159096286,0.013337135314941406,0.44784581439959226,0.5934658050537109,0.6203656196594238,0.39714258909225464,0.018616706132888794,0.4960656315088272,0.1390104852616787
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.20439556843226325,0.0032634735107421875,0.20442161983044582,0.43046853629857007,9.523394891045255,0.5896208101006365,0.05374860763549805,0.08166744186315356,0.33960533142089844,0.23383045196533203,0.12367174029350281,0.29632237553596497,0.4948575496673584,0.12231825292110443
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.3148458946145889,0.5297641754150391,0.6162613235542509,0.8778549260349542,5.293721083287987,0.8809160838662383,0.0037546157836914062,0.25365254710991536,0.6516103744506836,0.17186689376831055,0.5625788494944572,0.09635508060455322,0.873447060585022,0.061798686161637306
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.0511888124856849,0.08966636657714844,0.10324897974722158,0.40353930777220004,2.933634376707412,0.2746623029621954,0.02328205108642578,0.14175248874239088,0.1471695899963379,0.07958078384399414,0.36722198128700256,0.2346915826201439,0.026423215866088867,0.1402178853750229
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.09050593874830289,0.061710357666015625,0.1095421982250636,0.5628892567722755,5.393962283712993,0.3099534493486667,0.002865314483642578,0.04121525850492702,0.4521951675415039,0.3140707015991211,0.11714708805084229,0.24197429418563843,0.1462796926498413,0.1269717812538147
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.01781881702486377,0.11417961120605469,0.11556164526057676,0.16314264683202442,3.0166772896641656,0.2719849433498205,0.12246394157409668,0.43962689367766217,0.045873165130615234,0.007422447204589844,0.1563844084739685,0.08434487879276276,0.029665648937225342,0.25686903297901154
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.24231592960925005,0.03525733947753906,0.24486749422785675,0.5878308757862236,3.299485227766634,0.4115627242346668,0.15910029411315918,0.2967165249621999,0.5872879326343536,0.021880149841308594,0.012620687484741211,0.38002723455429077,0.10361945629119873,0.11927357316017151
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.22038857760453692,0.09559059143066406,0.24022632309681458,0.5708765286348605,4.867736818248865,0.590624692658617,0.16149544715881348,0.5102457101991789,0.5393993854522705,0.17629766464233398,0.062188804149627686,0.4917980134487152,0.165327787399292,0.2822037637233734
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.3303617989419897,0.18987464904785156,0.38103976242806004,0.8800089331504597,5.749423003273121,0.30117600161497254,0.17853903770446777,0.376169941932325,0.5009570121765137,0.6483337879180908,0.32112473249435425,0.0395950973033905,0.29853588342666626,0.003941893577575684
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.12147340897771565,0.20307540893554688,0.2366334946769095,0.4210203418119608,2.332590546037892,0.6164348327377975,0.0556793212890625,0.543329751879817,0.034819602966308594,0.17336106300354004,0.3820885568857193,0.2670575678348541,0.5076796337962151,0.22568462044000626
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.2715282910929851,0.1428070068359375,0.30679220013767683,0.9002743952796345,8.146134639477882,0.8643862925570905,0.04038119316101074,0.18217720273751326,0.03318595886230469,0.8953010141849518,0.08848035335540771,0.679543063044548,0.4922157973051071,0.2076258584856987
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.20979290875056505,0.16754531860351562,0.2684855645057597,0.8085747863658254,12.084173879165688,0.1523439469608534,0.0002148151397705078,0.365369119608836,0.34171342849731445,0.6820584535598755,0.26799511909484863,0.10268026567064226,0.06821389496326447,0.08951148390769958
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.25188706171499975,0.04692840576171875,0.2562213244965232,0.4286442931876318,2.9832606152692565,0.1916071608900445,0.038521528244018555,0.16055499346774837,0.11204862594604492,0.3697183132171631,0.18571323156356812,0.03752619028091431,0.07443606480956078,0.17252350971102715
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.24508642889069637,0.12187767028808594,0.273717964593568,0.31400778846767025,2.9027690099871792,0.6459596296037764,0.0983724594116211,0.46655956065058746,0.18642044067382812,0.20184016227722168,0.15201598405838013,0.49523016810417175,0.33855797350406647,0.23956089466810226
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:4975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.22733324388684908,0.03437995910644531,0.22991821451176603,0.3129334412271813,8.08339868393844,0.5226763316907057,0.005347490310668945,0.22431132719518843,0.22999238967895508,0.17136693000793457,0.12515676021575928,0.283983051776886,0.42699071764945984,0.1011093519628048
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.23863042699896453,0.03625297546386719,0.24136851269312637,0.3576184866980952,3.1547649480670583,0.6100463310076583,0.032975196838378906,0.3017271706190243,0.29024457931518555,0.16362977027893066,0.12990136444568634,0.5872694477438927,0.06461460888385773,0.1519739255309105
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.5104890043484229,0.08330154418945312,0.5172409214524616,1.0407101691425513,10.25739962049272,1.757350166727319,0.002727031707763672,0.0322872679250068,0.6988263130187988,0.771132230758667,0.008632674813270569,1.7474468350410461,0.18579715490341187,0.013732604682445526
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.142266875194239,0.23803329467773438,0.27730797527779527,0.6936012837126304,4.977983463704133,0.7714411098730416,0.06973600387573242,0.32994494006310754,0.03850269317626953,0.6657252311706543,0.1908145695924759,0.7142122387886047,0.2252926230430603,0.18510942161083221
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.26644829392359876,0.2119426727294922,0.34046202410623877,0.5748991203402853,5.756395168004635,0.5102257265313004,0.02774667739868164,0.1533156168601195,0.3703279495239258,0.13846755027770996,0.41736428439617157,0.4721849113702774,0.01877617835998535,0.1924036294221878
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.32880658471947743,0.09518051147460938,0.34230556513071053,0.8507268928436279,4.328179022164868,1.6440169739216257,0.0031538009643554688,0.08884149804266173,0.36879396438598633,0.7312755584716797,0.23013760149478912,1.591184139251709,0.401881605386734,0.09703618288040161
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.312830677970037,0.0450897216796875,0.31606346843687055,0.4631564009376626,3.4119370436431566,0.8363954439640202,0.001972675323486328,0.2498761632887536,0.04859304428100586,0.44153618812561035,0.1311425268650055,0.7322036623954773,0.12228426337242126,0.38533322513103485
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.041771886283460055,0.04985237121582031,0.06503959870354574,0.05384143597501317,4.783551042348839,0.23747943177088876,0.027468442916870117,0.050984306624165754,0.0341944694519043,0.041478633880615234,0.0030267834663391113,0.1844521313905716,0.10111430287361145,0.11022608354687691
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.30148573921718025,0.04977607727050781,0.305567191988553,0.32590956900042717,2.8556059575626054,0.2770726880706857,0.12857699394226074,0.5280931568492878,0.09978961944580078,0.2944831848144531,0.09766643680632114,0.20822444558143616,0.17874860763549805,0.03822028264403343
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.4221664149755219,0.4717445373535156,0.6330619167634135,1.3539902775157664,7.410979268633467,0.37429022365120457,0.14727234840393066,0.26371441920586847,0.6276965141296387,0.680109977722168,0.9883001446723938,0.025548845529556274,0.36271798610687256,0.08874734118580818
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.23556337332396005,0.10347557067871094,0.25728835297978075,0.17162354073727834,4.246364249187519,0.46281965867290586,0.11742281913757324,0.5622443408011719,0.12812566757202148,0.09468770027160645,0.06381765007972717,0.31320294737815857,0.25629889965057373,0.22453691065311432
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.10650049756442058,0.21071624755859375,0.23610102279880898,0.8092170162066654,5.617419332692981,0.7789614825151169,0.0032052993774414062,0.33947640761901715,0.3743586540222168,0.05921316146850586,0.7149696350097656,0.641971230506897,0.4146058261394501,0.1508507188409567
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.2655111542063644,0.021709442138671875,0.2663972088554386,0.7940539214779295,6.233505704178557,0.8527253843510656,0.020224571228027344,0.927968436385825,0.027278423309326172,0.6235401630401611,0.490892231464386,0.15292614698410034,0.8357263207435608,0.07290878891944885
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.2272686502657564,0.18398284912109375,0.2924050754763567,0.7470244326369905,3.0579145846809794,0.7201395471019386,0.09909558296203613,0.5861382027145936,0.2724628448486328,0.3149542808532715,0.620171993970871,0.16709839552640915,0.6787671148777008,0.17307309806346893
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.24799928821900893,0.3308677673339844,0.41349380456992424,0.6163322500670563,8.326886860469529,0.4634227124468878,0.3248600959777832,0.9656887475107538,0.31029319763183594,0.4795273542404175,0.23159682750701904,0.4585149586200714,0.039706140756607056,0.054296091198921204
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.16924864506259485,0.14223098754882812,0.22107636163696723,0.500965486393733,8.162452010287273,0.5409971122663507,0.3124101161956787,0.6969515681768002,0.2721281051635742,0.41645288467407227,0.05898904800415039,0.004356227815151215,0.5223045349121094,0.14091441221535206
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.15541673826946167,0.15850830078125,0.22198928791920922,0.29733512940701845,2.6361462641391094,0.8419846448456191,0.17140460014343262,0.5160174684139776,0.08059883117675781,0.012627899646759033,0.2859240174293518,0.1117764562368393,0.7992987334728241,0.23992853239178658
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.22661045919266948,0.12256622314453125,0.25763303218226413,0.6778788890457077,4.238717837321993,0.434528290030113,0.04663276672363281,0.6038815698560001,0.4449315071105957,0.12040567398071289,0.4970495104789734,0.25732797384262085,0.26900065690279007,0.2241334319114685
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.11300539591501843,0.020771026611328125,0.11489845539605206,0.5576879452464848,4.237812037055663,0.6533823761108544,0.007577419281005859,0.5371407671358526,0.2645096778869629,0.07251763343811035,0.4855838418006897,0.6025499105453491,0.16925569623708725,0.18760235607624054
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.1430766995815179,0.20413589477539062,0.249283785070127,0.6819057343783562,10.712966162814276,1.721214078364981,0.04595589637756348,0.7321404759136243,0.20958948135375977,0.32146644592285156,0.5636727809906006,1.585134893655777,0.550569087266922,0.38314351439476013
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:5975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.12042670997650266,0.1826629638671875,0.21878836999372278,1.0390287376870935,7.0443754373784735,0.5852183462041055,0.08523988723754883,0.4509085039263283,0.020472049713134766,0.08741939067840576,1.0351422429084778,0.20087775588035583,0.5034591555595398,0.22058449313044548
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.4258251447127198,0.0294647216796875,0.42684332452700985,0.7565830548567025,8.718296261068259,0.17434458456279064,0.019054412841796875,0.5105469546789863,0.06040811538696289,0.6685092449188232,0.34909048676490784,0.017585843801498413,0.12597423791885376,0.11923616752028465
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.39155558997933826,0.131561279296875,0.4130667624661878,0.8063707618473065,8.141920907360925,0.6326628847861352,0.0835413932800293,0.36860737291796397,0.37601804733276367,0.6894802451133728,0.18292409693822265,0.4672550559043884,0.4230564311146736,0.054390206933021545
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.4472245901999772,0.06298828125,0.4516385254319727,0.8898636788653543,12.214714642136116,0.4835805598233666,0.16392946243286133,0.9208555439489461,0.5434718132019043,0.6792657971382141,0.18733321130275726,0.1631716638803482,0.4551459550857544,0.008205212652683258
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.2610362571611324,0.00844573974609375,0.2611728509484697,0.39066572992224446,7.112419675576663,0.5285979585825714,0.03089618682861328,0.279633961026029,0.03171825408935547,0.11212778091430664,0.37288205325603485,0.3213801831007004,0.4128054678440094,0.07564539276063442
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.141123203115223,0.09932327270507812,0.17257135034051221,0.5787620676760351,8.36447359565479,0.5421095959189879,0.04372835159301758,0.20786896667666352,0.05894613265991211,0.5746686458587646,0.03531050682067871,0.5332005620002747,0.010247945785522461,0.09733937680721283
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.11345047505778523,0.11902618408203125,0.16443309517237317,0.6307812780439127,7.099800483038271,0.422621680545147,0.022696256637573242,0.24718273072213037,0.36934375762939453,0.507793664932251,0.06013154983520508,0.2632349878549576,0.30918553471565247,0.11713552474975586
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6325,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.3471485397118903,0.2898750305175781,0.4522605907457168,0.6850722694352995,4.054398105958059,0.2497674002956061,0.0868520736694336,0.5109755951440889,0.5413484573364258,0.08303457498550415,0.4115472286939621,0.06660859286785126,0.14589723944664001,0.19147074222564697
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6375,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,1.0,0.12067767589834451,0.23868942260742188,0.26746166440237806,0.1271417209999882,1.0307818668925999,0.7087629254061664,0.04730486869812012,0.26330338653088603,0.11625957489013672,0.04689908027648926,0.021194450557231903,0.2270183116197586,0.667630136013031,0.071257084608078
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6425,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.023591953527053004,0.020061492919921875,0.030968431820140717,0.1757295554109085,6.46171923378736,0.8085976339722472,0.2332592010498047,0.5176354867604047,0.1335735321044922,0.06624841690063477,0.09300610423088074,0.49441875517368317,0.6025137538090348,0.21530769765377045
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6475,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.08859437907476028,0.057537078857421875,0.10563843735633117,0.21090446501339646,3.4607065025949617,0.15693744268087773,0.0564422607421875,0.002971774577098074,0.16186189651489258,0.08082270622253418,0.10839331150054932,0.04262804985046387,0.09057283401489258,0.12086675316095352
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6525,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.009655796238141863,0.14195632934570312,0.14228434152182118,0.6688265803267262,5.89577697522488,0.300187694715794,0.26662516593933105,0.6176963498632801,0.01895618438720703,0.14226794242858887,0.6532453522086143,0.22197332978248596,0.1704769730567932,0.10852693021297455
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.025935052312789864,0.09485244750976562,0.09833419413947515,0.3185497908574697,4.617048375872547,1.5616369172945832,0.07923436164855957,0.11669156916169499,0.06236553192138672,0.002755403518676758,0.3123730421066284,1.5607579499483109,0.037322551012039185,0.036762893199920654
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.027505396370657662,0.04399871826171875,0.051888669651293726,0.17604846928024276,5.374474605096666,0.5124939818388353,0.11504030227661133,0.06276080463759115,0.0684804916381836,0.15324020385742188,0.05311238765716553,0.4478253424167633,0.07395198941230774,0.2379782497882843
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.027438051438251704,0.0055408477783203125,0.02799192134939407,0.18582562493796476,3.2999587313439993,0.44523729992220895,0.0026383399963378906,0.022701377222865915,0.006924629211425781,0.1439075469970703,0.11736196279525757,0.19914595782756805,0.33650512993335724,0.21293529123067856
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.07423642937814641,0.017284393310546875,0.0762220289609913,0.18689181857123718,4.309656614599879,0.3236330083974683,0.07419538497924805,0.07594077206317706,0.1392366886138916,0.10259246826171875,0.07082712650299072,0.12361564859747887,0.2983000874519348,0.02178424596786499
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.026282980730540063,0.19660186767578125,0.19835092500335696,0.6736811934429336,5.305468206424327,0.33282710557714007,0.10060000419616699,0.013975492930121902,0.060013532638549805,0.10693025588989258,0.6624278426170349,0.06549732387065887,0.3144385442137718,0.08724898099899292
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.041411536900331045,0.06012535095214844,0.07300666555573194,0.30145464951859013,3.806091080203956,0.5518253359481661,0.11182665824890137,0.06010736539509764,0.2576725482940674,0.117340087890625,0.10349428653717041,0.4321969747543335,0.25938889384269714,0.22457599639892578
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.026585871122223874,0.01227569580078125,0.02928312228436059,0.3140380196459053,6.678752381941549,0.5747358189688905,0.08501982688903809,0.17116455943941133,0.01801156997680664,0.1141061782836914,0.292019248008728,0.445779025554657,0.23551422450691462,0.2759263888001442
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.03020126234929945,0.06340980529785156,0.07023474678108163,0.2876493925796278,5.807002879565493,0.44939280181357044,0.03115558624267578,0.17986594317787308,0.12774324417114258,0.045914649963378906,0.25360536575317383,0.35068992525339127,0.03958851099014282,0.27821433544158936
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:6975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.09133948813305569,0.050640106201171875,0.10443812736962775,0.5028979854665921,9.409228704595794,0.4368373420546088,0.12852907180786133,0.03136324463878282,0.43335533142089844,0.19619131088256836,0.1631518006324768,0.4055601954460144,0.12595713883638382,0.1023845225572586
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.05213405573446132,0.05237388610839844,0.073898468951795,0.3269595718119517,6.611310390113842,0.3477128792998213,0.004976034164428711,0.22862572335027664,0.2899484634399414,0.012084484100341797,0.15062010288238525,0.2943323999643326,0.17323090136051178,0.06529731675982475
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.0022765402488759993,0.021671295166015625,0.021790540830308104,0.27954734727530667,5.4561878166293365,1.0717571186018062,0.06114625930786133,0.14596114946017025,0.2155756950378418,0.000274658203125,0.1779712438583374,0.05041059851646423,1.0535927414894104,0.18990636616945267
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7125,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.053445703692791384,0.06097221374511719,0.08108054077396075,0.3052398522399389,4.722710400203768,0.6136173023526997,0.14948725700378418,0.14885669935227952,0.11171150207519531,0.2222127914428711,0.17695587873458862,0.29564454033970833,0.5212088525295258,0.13214322365820408
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7175,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.030137928774937355,0.08397102355957031,0.08921562390346834,0.21532075837444392,3.4789568570686056,0.5534283968671354,0.06554245948791504,0.10786937871638003,0.20038461685180664,0.05230212211608887,0.05893659591674805,0.16560060624033213,0.4997759461402893,0.17053865641355515
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7225,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.023253646097629584,0.09074211120605469,0.09367423766952042,0.2652289563995278,5.463863039110578,0.49551053960139585,0.06356501579284668,0.0303808706276385,0.026500701904296875,0.13650822639465332,0.2258530855178833,0.26405104994773865,0.4187750816345215,0.0208607017993927
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:7275,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.04846291817266252,0.06035614013671875,0.07740489706739112,0.3994804652804912,4.441231514316484,0.49924056382010207,0.06737875938415527,0.13402746941144272,0.02836894989013672,0.3259100094437599,0.22926515340805054,0.09191552177071571,0.47589951753616333,0.11963413655757904
