model,window_id,log_id,cohort,horizon_s,position_horizontal_m,position_vertical_m,position_m,velocity_m_s,attitude_deg,body_rate_rad_s,frequency_hz,phase_rad,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,body_rate_p_rad_s,body_rate_q_rad_s,body_rate_r_rad_s
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:575,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.10829067700128678,0.05977439880371094,0.12369256031686829,0.3135737961035689,6.222462775588759,0.20501575496212443,0.12781858444213867,0.05465189956412786,0.06724923849105835,0.1099095344543457,0.285877525806427,0.05925554037094116,0.18555179238319397,0.06395915150642395
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:625,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.09585856037911161,0.022530555725097656,0.09847075474087481,0.13829319706388984,3.4966730223018003,0.4251318109597313,0.07668495178222656,0.060596372773865426,0.11053872108459473,0.07966423034667969,0.02366030216217041,0.3641449064016342,0.1086462140083313,0.19060835242271423
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:675,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.11053170896253237,0.050031185150146484,0.12132756559704887,0.23955601784532346,6.818100297286434,0.46657829593319194,0.0009903907775878906,0.039688263290798886,0.18495941162109375,0.11296224594116211,0.10206190636381507,0.43468573689460754,0.02412886917591095,0.16781362891197205
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:725,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.007664444758279204,0.1019287109375,0.10221646553678691,0.3317946675020148,1.5901456231901592,0.6349104620336521,0.01677989959716797,0.09243031584185246,0.20448780059814453,0.09035277366638184,0.24517099559307098,0.6339094638824463,0.03030526638031006,0.018753059208393097
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:775,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.16866045570608204,0.03615856170654297,0.1724928720372791,0.4445623032411303,5.064923425532726,0.42729714764869875,0.011504173278808594,0.043766410744382256,0.06408119201660156,0.4340985417366028,0.07132810354232788,0.1666855812072754,0.37019091844558716,0.13325709477066994
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:825,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.1347371556190086,0.1136789321899414,0.17628670037228059,0.32978600095542143,3.5922015360661588,0.29809488624054037,0.09971332550048828,0.16245024501245098,0.039757728576660156,0.20244558528065681,0.2572817802429199,0.22093234211206436,0.19134625792503357,0.058618009090423584
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:875,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.06811495840920839,0.041004180908203125,0.07950465653683965,0.1488071449489035,1.9621963879042568,0.754886777987297,0.019547462463378906,0.08570635293526152,0.08033895492553711,0.09423276782035828,0.08251911401748657,0.7467866837978363,0.10913118720054626,0.01593990158289671
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:925,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.07202483751913727,0.0068912506103515625,0.07235375978228632,0.16271106707211458,1.6769468204535487,0.917477806123828,0.03276777267456055,0.173374453905069,0.11723184585571289,0.032861948013305664,0.10794293880462646,0.8521587252616882,0.3179225027561188,0.12048366665840149
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:975,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.01435567061148169,0.021341323852539062,0.0257203690192095,0.2875631013105819,3.4270895823722682,0.47125186207739844,0.04061746597290039,0.03144724151653122,0.2001328468322754,0.129439115524292,0.16088783740997314,0.26018141210079193,0.06070667505264282,0.38819923996925354
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1025,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.0413198925008181,0.04656696319580078,0.0622560485218764,0.11164471724763628,1.1134375883446987,0.3608220052936302,0.07045221328735352,0.17283615625785842,0.058821916580200195,0.09487009048461914,0.0020471811294555664,0.3467024117708206,0.04863300919532776,0.08732002973556519
actuator_only_joint_v1,validation:2026.9.7/log_21_2026-9-7-05-54-56.ulg:0:1075,2026.9.7/log_21_2026-9-7-05-54-56.ulg,original_sep7,0.5,0.035829960491536486,0.03278064727783203,0.048562916971478375,0.34232919148681795,3.565785852102563,0.3568062371862477,0.11082839965820312,0.005267359836381047,0.234348326921463,0.1510944366455078,0.19859659671783447,0.07967990823090076,0.030108763137832284,0.34648992121219635
