log_id,horizon_s,position_m,velocity_m_s,attitude_deg,body_rate_rad_s,body_rate_q_rad_s
2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.09713826593340374,0.34478094446120666,4.471128056488935,0.6803260403756604,0.2919752033794249
2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.3010596883037642,0.632438495533206,6.869877518241258,0.6593730754288297,0.33341624849796164
2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.27466973546476636,0.35711242026630385,4.376914371252793,0.6361105322376446,0.25949878312295277
2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.6348001898653823,0.6433957216530155,6.4866947206327366,0.6633565623519209,0.34423326833177226
2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.12742000036322024,0.3342434803468316,4.434275791868391,0.7380663400828689,0.25473517588685546
2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.35049685057043445,0.7005323914248079,7.202274591900375,0.708492630488743,0.3382954195331155
2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.11085377349494804,0.4842400765436286,4.977407872524403,0.6732710924400844,0.3102050068681269
2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.35663466054564497,0.7451360437438316,8.684039899720077,0.716001079582393,0.34291192134039195
2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.11790535540035245,0.32925171485437515,3.963255349286641,0.6116283262916793,0.2903791632068801
2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.30548603462838403,0.5603885310170046,5.749418129972641,0.6439389966005109,0.4082897980996528
2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.23528440674956455,0.27991275685128625,3.4262069079009527,0.623954086083574,0.2712626049518641
2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.4504339155500683,0.5064571034290006,5.131999330199216,0.6471304565736895,0.3444672498613303
2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.41892516976060956,0.29217963752761117,3.32020459436283,0.6069519172709626,0.24267203395532558
2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.8338722146281718,0.5801688549492428,5.113226231632387,0.6630341969588901,0.29056309247515105
2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.19906904942393217,0.43657299708156355,3.5226266534591266,0.6353802944776329,0.2995777461576609
2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.4504241009641684,0.5464122725847199,5.621380229469406,0.6472337495206472,0.35967590829907864
2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,0.6642645579787628,0.3743826239046232,4.068135721927463,0.6241274644493617,0.28820894439085876
2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.366956156899184,0.6828287390574702,6.323826164397861,0.7328873406201674,0.38383958169586674
9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.13845548246830716,0.4215704272821519,5.893076468617553,0.6745271423669407,0.34866950924252527
9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.43173673717783406,0.8619592550803793,9.117284355844582,0.801598407743609,0.5671475833819899
9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.13242220630185528,0.41218604145025206,5.301799594043634,0.6564170224492678,0.34063262259592
9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.3948701062072071,0.7918073864706623,8.31426189963172,0.7409693666006546,0.4355645517803668
9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.11937347557731313,0.4120495978371794,4.81457892084138,0.6451194267477919,0.2809393162511327
9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.36814567119173414,0.7535074198318165,6.959492275422045,0.6341593081006948,0.3670927690579036
9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.14771994086584453,0.4527562828786807,5.750609169627251,0.6323541601035899,0.3333728970361651
9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.4428280161700355,0.8421169670684798,8.447543302570354,0.7402866830251491,0.4589604263580797
9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.13147734212405973,0.36109589738516884,5.327915526468321,0.5525395390714765,0.28785915959800895
9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.37526270356172786,0.7220638157901247,7.897616991060259,0.604850383795801,0.37426901403388263
9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.13792773305497052,0.34842071735578184,4.870499912427575,0.5429651306210875,0.2669006868288111
9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.36061910174540796,0.6250276199064824,6.994802956591482,0.6796466669229475,0.38663323157009355
9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.13605813790843418,0.4372882068648056,5.281407155553349,0.6071329030734907,0.2968597347906255
9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.3672910163141493,0.7225727722244983,7.92019074390152,0.6626969393606836,0.3341916904446251
9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.1567401080448239,0.4597059591514573,5.221070751570645,0.6672087745731312,0.3390952455362477
9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.3953286566185978,0.7328041767206576,8.067912752820387,0.8105654999717989,0.512561436850127
