cohort,horizon_s,position_m,velocity_m_s,attitude_deg,body_rate_rad_s,body_rate_q_rad_s
new_sep17,0.5,0.13746926998335604,0.41482281479241656,5.322736121630299,0.6235278070382153,0.3128199378157126
new_sep17,1.0,0.3933384214144266,0.76142788338931,7.991718952400365,0.7099383211068788,0.4326869140219063
original_sep7,0.5,0.3024295567093963,0.3679076366726686,4.100953724777956,0.6494178380204214,0.28036386479877135
original_sep7,1.0,0.6463525107296,0.6262928131628691,6.4513430153527755,0.6760721546184838,0.3513907821624805
