experiment,log_id,metric,n,rmse
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_m_s,7391,0.1258626052768084
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,attitude_deg,7391,0.5086609116420563
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_rad_s,7391,0.4785635935947611
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,frequency_hz,7391,0.10381476328836649
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,phase_rad,7391,0.05465152279038661
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_x_m_s,7391,0.04263077806156222
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_y_m_s,7391,0.044316570476947516
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,velocity_z_m_s,7391,0.10981827602950815
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_p_rad_s,7391,0.3530159787229376
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_q_rad_s,7391,0.31428434242919523
R3-max,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,body_rate_r_rad_s,7391,0.07502122356017968
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_horizontal_m,9475,0.006502740143821299
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_vertical_m,9475,0.0033681773814308582
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,position_m,9475,0.007323267593830468
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_m_s,9475,0.1291566201325198
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,attitude_deg,9475,0.5357292416862678
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_rad_s,9475,0.4980567509332176
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,frequency_hz,9475,0.10244444951741812
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,phase_rad,9475,0.04065303978923557
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_x_m_s,9475,0.046445301852325704
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_y_m_s,9475,0.046593061013458587
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,velocity_z_m_s,9475,0.11114563925453169
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_p_rad_s,9475,0.3749815577679394
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_q_rad_s,9475,0.31794110584980867
R3-max,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,body_rate_r_rad_s,9475,0.0797672344705733
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_horizontal_m,7586,0.006401874064614528
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_vertical_m,7586,0.003104335553222281
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,position_m,7586,0.007114835962001094
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_m_s,7586,0.1311011320410862
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,attitude_deg,7586,0.5618309399367456
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_rad_s,7586,0.5342396229585273
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,frequency_hz,7586,0.10348990495981339
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,phase_rad,7586,0.04115717633790271
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_x_m_s,7586,0.04617518948026508
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_y_m_s,7586,0.047082099396028435
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,velocity_z_m_s,7586,0.11330769883542088
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_p_rad_s,7586,0.3986417262614863
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_q_rad_s,7586,0.345023932466999
R3-max,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,body_rate_r_rad_s,7586,0.0863437018382895
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_horizontal_m,7792,0.007076977945910429
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_vertical_m,7792,0.0034622464019037538
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,position_m,7792,0.007878500301097798
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_m_s,7792,0.13239780643185875
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,attitude_deg,7792,0.5857245866426761
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_rad_s,7792,0.5464879760074537
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,frequency_hz,7792,0.10212149841456677
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,phase_rad,7792,0.04076703237653954
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_x_m_s,7792,0.04751666906894214
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_y_m_s,7792,0.04537405320396718
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,velocity_z_m_s,7792,0.1149458159499689
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_p_rad_s,7792,0.42369047932988063
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_q_rad_s,7792,0.33331301446935074
R3-max,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,body_rate_r_rad_s,7792,0.08965444791695291
