experiment,partition,window_id,log_id,step,actual_duration_s,dt_s,epsilon,epsilon_control,epsilon_max_matrix_difference,singular_epsilon_difference,radius_epsilon_difference,largest_singular,spectral_radius,dynamic_largest_singular,dynamic_spectral_radius,rigid_largest_singular,rigid_spectral_radius
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:0,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009857999999999999,0.001,0.002,0.00034059864,5.546438121051267e-05,0.0001069257586587824,1.0781156531081244,1.002185057994052,1.078112295459196,1.0021850579940514,1.0208025535412841,1.0012423856371482
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:890,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715999999999997,0.001,0.002,0.0019073486,1.2044073641082065e-05,0.0,1.16209535408774,1.0004042387008667,1.1620885738767994,0.9998204094222515,1.0406362048878486,0.9958229219516979
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:90,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029573,0.001,0.002,0.0019073486,1.1356438447185369e-05,4.994892213550095e-05,1.2499688889257747,1.0023409912875283,1.2499651940466658,1.0023409912875296,1.0570607331814512,1.0012443329823844
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:990,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029571999999999998,0.001,0.002,0.007629335,3.921694657704755e-05,0.00667572021484375,1.248132637202741,1.0070799589157104,1.2481277617813014,0.992772437106003,1.0661384626484334,0.9970103551259265
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:1880,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715,0.001,0.002,0.0019073486,0.00014797026933566215,8.564216217443743e-05,1.1632108173010625,1.0032583020274486,1.163206353963888,1.0032583020274497,1.0366429171211098,1.0013905337583466
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:2770,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073485,3.959629589767033e-06,2.6642535864151995e-06,1.1662621512331643,1.0006239544536173,1.166238148135132,1.0006239544536177,1.0363670166753898,1.001106741231281
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:3670,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,3.008317583041986e-06,0.0009536147117614746,1.1601252598216083,0.9994506239891052,1.160119341059963,0.996862608767991,1.0344959914579843,0.9969379657642783
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:230,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,0.000159991705364515,0.0009536147117614746,1.1598858781681003,0.9994506239891052,1.1598823416089121,0.9966615476334745,1.0369788890326361,0.9968181727109197
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:1120,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009856,0.001,0.002,0.0076293936,4.730990493584386e-05,0.0051412815494793485,1.0788739291556224,1.0070799589157104,1.0788728900886395,1.0019087819248107,1.019962656323074,1.0009165438532872
R3-max,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:2020,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.02957,0.001,0.002,0.00095367426,1.0238303981946473e-05,0.0004023313522338867,1.24511413177373,1.0000019073486328,1.245099561944625,0.9985008431453867,1.0572916849629637,0.9987544421623338
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:0,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.00025544845,4.127641904938528e-06,5.896239758840238e-05,1.1669656873534988,1.002362495373533,1.1669579683347122,1.0023624953735328,1.039561443186939,0.9997630763662819
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:910,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,0.00010411004412191893,8.739660093581847e-05,1.1641561918250045,1.0010027012830043,1.1641505740875415,1.0010027012830038,1.0352731921374099,0.9985935894367818
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:220,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,1.6003046464652115e-05,5.765541351676617e-06,1.162567799345266,1.0066781162178213,1.1625637709533425,1.00667811621782,1.0387809040637992,1.0055542725749396
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:1130,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0076293945,5.170622715544582e-06,0.00667572021484375,1.16160955707383,1.0070799589157104,1.161594206136342,1.000247533620726,1.036879291882511,0.9969669313531506
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2040,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0019073486,4.870244376231625e-06,0.0009536147117614746,1.1622333965417682,0.9994506239891052,1.1622304686023945,0.997443602423071,1.03980739172842,0.9979007316715198
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2950,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0009536147,5.822960717294379e-05,0.0009536147117614746,1.1623008938480957,0.9994506239891052,1.162297413628448,0.9987034708209448,1.0352144871306916,0.9971740635342654
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:3860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.029939,0.001,0.002,0.007629335,2.519495885455747e-05,0.0066066902427699414,1.2514194255414555,1.0070799589157104,1.2514111693998689,1.000336089629544,1.0597404970251432,0.9972826890638937
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:30,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0009536743,1.7062643600018745e-05,8.448598516941352e-05,1.163682689360063,1.0019984907956516,1.1636759603054092,1.0019984907956518,1.039883346722354,1.0034015459402539
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:940,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,5.520985739559947e-05,0.004861867221690908,1.165541573061577,1.0070799589157104,1.165537651102561,1.0021801355959197,1.0417672828723532,1.0019190114273273
R3-max,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:1860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.00095367426,1.1442338313516487e-05,5.145623776914299e-05,1.165798426071456,1.0033075288901774,1.1657878409059945,1.0033075288901774,1.0430135261560947,1.0022596943892084
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:1:0,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.00047677755,9.005275658813261e-05,1.3397101386924959e-05,1.1632434126739084,1.002254224616148,1.1632355941430115,1.0022542246161485,1.0371940903027674,1.0011542352038594
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:1:900,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,9.509364697457556e-06,0.0009536147117614746,1.1632377840632329,0.9994506239891052,1.1632332549470015,0.996505278969533,1.038034246794592,0.9931471179182271
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:320,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,0.00015849198919304364,3.263243608753186e-05,1.1646084380244834,1.0013714978707213,1.1646048177101034,1.0013714978707222,1.0389459809538246,0.998118923045974
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:1220,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.0019073486,7.146707063254709e-06,2.388093778149525e-05,1.165852577452508,1.000868022113671,1.165841547734377,1.0008680221136703,1.0449888648951513,0.9982342378098457
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:2120,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.009981,0.001,0.002,0.0019073486,0.00012874194973244713,0.00046093215555631506,1.0793066795800328,0.9999433065453104,1.0793040724316738,0.9999433065453103,1.0189421103618816,0.9976650926376771
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:3020,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.0009536147,0.00015458625078235144,0.0008560844005961465,1.1626600291771279,0.9995481543002706,1.1626569083054583,0.999548154300269,1.037281192024827,0.9987477082696001
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:3:10,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,6.359595700056175e-06,0.0037480274722423434,1.162601916985293,1.0070799589157104,1.162599276196657,1.0032470655220997,1.0403805948353746,1.0009068158799712
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:60,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.00095367426,0.0001459200753768375,0.0002230195828889503,1.1626424213272346,1.0006703589378327,1.1626406352516447,1.0006703589378323,1.0371034908268875,0.9993595567671363
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:960,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,5.128951523269976e-06,0.003148672397395469,1.1701812978603856,1.0070799589157104,1.1701760600463866,1.0039277491816148,1.0398143904196353,1.0051703213095677
R3-max,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:1860,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019958999999999998,0.001,0.002,0.00095367426,3.909010159786064e-06,0.00010847022526516703,1.1638145088611844,1.006308567494688,1.1638069422911879,1.0063085674946892,1.040163767788624,1.0013031307736073
R3-max,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:0,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962999999999998,0.001,0.002,0.00047683716,2.7146430777502673e-05,0.00013013089241842302,1.1616709798680935,1.0085183908882716,1.161661333275945,1.0085183908882736,1.044803785665068,1.0084545314833788
R3-max,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:710,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962999999999998,0.001,0.002,0.0019073486,6.969317498661809e-05,0.00014778185205721606,1.1631624616339933,1.000596244117278,1.1631572182886816,1.0005962441172758,1.037053445011414,1.0001602980580004
R3-max,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:1420,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,1.3098475331263515e-05,6.328476178363296e-05,1.1633661831822188,1.001180633724515,1.1633486520491592,1.001180633724515,1.0366838529060733,1.0006354340740344
R3-max,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:300,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,8.54982226883294e-06,8.031241214689899e-05,1.1653960697222374,1.002015088376666,1.1653936256171378,1.0020150883766668,1.036570143258981,1.0019000298363312
R3-max,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:1010,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,0.00011978208607632546,2.476536536288876e-06,1.1636206441412518,1.0010861832071685,1.163615358211433,1.001086183207168,1.0420959553465452,0.9987792170868667
