kind,condition,seed,group,group_rule,step,horizon_s,metric,cohort,value,n_flights,n_origins
endpoint,Actual,42,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.24188565021315245,9,231
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,5.075917607206997,17,454
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,5.916036354247855,8,269
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,4.3291453876151245,9,185
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.6711899628816851,17,454
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.6265094280098035,8,269
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.7109059938789133,9,185
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.22517131120364242,17,454
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.1671227658270349,8,269
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.27677001820507136,9,185
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.5106354253878235,17,454
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.5129230101437408,8,269
endpoint,Actual,42,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.5086020167158971,9,185
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,8.161037016507432,17,468
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,9.085646791065875,8,273
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,7.339161661344373,9,195
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.6508769470311911,17,468
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.6654054650961583,8,273
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6379627087512204,9,195
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.5967781001355854,17,468
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.4820894028483749,8,273
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.6987236088353281,9,195
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.8625716795704351,17,468
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.9267998417549992,8,273
endpoint,Actual,42,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.8054799798508225,9,195
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.2672247377760375,17,684
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.2267224744984107,8,228
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3032267495783723,9,456
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5178449974747753,17,684
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.46786588493694015,8,228
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5622708752861842,9,456
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.02981204343969129,17,684
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.016998782470881334,8,228
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.041201608745300135,9,456
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.11951792116847137,17,684
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.12593629015221086,8,228
endpoint,Actual,42,low,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.11381270429403628,9,456
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,1.9332654639831768,17,787
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,1.8988050231011053,8,240
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,1.9638969669894624,9,547
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5623334251627209,17,787
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5231578958776804,8,240
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.5971561178605348,9,547
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.06617397867272114,17,787
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.03528231361087793,8,240
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09363323650547065,9,547
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.1597746220411444,17,787
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.1673071859857173,8,240
endpoint,Actual,42,low,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.1530790096459685,9,547
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,3.4534691421853476,17,888
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,3.586922682278614,8,201
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.3348437732135547,9,687
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.553049721883558,17,888
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.49032986758222996,8,201
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6088007034847387,9,687
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.1799022976943684,17,888
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.11100318864555662,8,201
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.24114595018220117,9,687
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.2858710533178651,17,888
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.28749024893348446,8,201
endpoint,Actual,42,low,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.2844317683262034,9,687
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,5.916497703564797,17,926
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,6.6487671974034255,8,208
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,5.26559148681935,9,718
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.5877215633306083,17,926
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.5668047857722354,8,208
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6063142544936065,9,718
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.44389058082607713,17,926
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.30947683396088976,8,208
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.5633694669284659,9,718
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.5624647325404257,17,926
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.5683730042329239,8,208
endpoint,Actual,42,low,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.5572129354804274,9,718
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.339161265489947,17,1290
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.367714676725568,8,579
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3137804555027282,9,711
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5350265818566946,17,1290
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.49905114851984084,8,579
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5670047448227868,9,711
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.03427850237354692,17,1290
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.017498893604464612,8,579
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.04919371016828674,9,711
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.1215834325400824,17,1290
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.12602788180972072,8,579
endpoint,Actual,42,middle,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.11763281096707054,9,711
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.0736755740897195,17,1292
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,2.162513090238187,8,589
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,1.99470889306886,9,703
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5394363600379097,17,1292
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.510954375910522,8,589
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.5647536792622544,9,703
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.06272611026156225,17,1292
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.034798567164169715,8,589
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.08755059301480003,9,703
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.1662265269916716,17,1292
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.1741345530226525,8,589
endpoint,Actual,42,middle,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.15919717051968854,9,703
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,4.031118754155826,17,1240
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,4.374095994790979,8,631
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.7262500958134677,9,609
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.5707453050148897,17,1240
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.5381274982153511,8,631
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.5997389110589242,9,609
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.1823634795711992,17,1240
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.10772420775450987,8,631
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.24870949896381195,9,609
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.3189971271114051,17,1240
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.3178768171868784,8,631
endpoint,Actual,42,middle,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.3199929581554289,9,609
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,6.730527058837163,17,1188
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,7.529902881555545,8,620
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,6.019970771976379,9,568
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.5993871078411758,17,1188
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.585774101801086,8,620
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6114875576545887,9,568
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.4140900932502582,17,1188
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.3097572068799859,8,620
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.5068304366905002,9,568
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.6029240265477914,17,1188
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.6080254574435484,8,620
endpoint,Actual,42,middle,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.5983894213071186,9,568
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.5072386176396606,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.6067839279155747,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.4187538973944038,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5431750351083459,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.5356954513761325,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5498235539814245,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.035405058676828055,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.018830436494935675,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.0501380561718435,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.14394612080975824,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.15563852481800636,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.13355287280242661,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.366843919135648,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,2.6392608335716323,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,2.1246955507481062,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5806009860306424,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5557974169112563,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.6026486030256523,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.07094333631577282,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.04132462485016141,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09727107984076074,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.2039651036308764,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.24311244028235623,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.16916747105178326,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,4.6295588741623455,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,5.215739585513059,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,4.108509352961711,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.6483820259243993,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.6392855868456957,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6564677495499136,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.20208338883037463,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.14443313875126584,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.2533280555673602,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.4294802794850148,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.4765855655504991,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.3876089140934733,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,7.930630424224872,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,8.592393731414806,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,7.342396373389374,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.7953119772371133,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.8670247100297157,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.7315673258659113,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.5342957975418826,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.45224360257113666,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.6072310819603235,9,1481
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.8482442176165877,17,2582
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.9613120424902818,8,1101
endpoint,Hold,17,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.7477394843955263,9,1481
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.853722111133483,17,608
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,2.0779145019322893,8,294
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.6544399859789882,9,314
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.578147709622921,17,608
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.6242006837828251,8,294
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5372117325918953,9,314
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.04081025284689296,17,608
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.021423868656490354,8,294
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.058042594349473044,9,314
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.1913224312598451,17,608
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.20876854929145428,8,294
endpoint,Hold,17,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.17581477078730362,9,314
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,3.055372889201498,17,503
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,3.562464355412189,8,272
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,2.6046249192364397,9,231
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.6307750435507994,17,503
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.6246287632250531,8,272
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.6362384038403515,9,231
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.08556621320961084,17,503
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.05187982570003376,8,272
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.11550966877367935,9,231
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.2813993416139007,17,503
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.33383296787386263,8,272
endpoint,Hold,17,high,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.23479167382726784,9,231
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,6.139716169079168,17,454
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,6.914167882768236,8,269
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,5.4513146457999975,9,185
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.7296614571682009,17,454
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.7141851161122299,8,269
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.7434182047735083,9,185
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.2416594799535583,17,454
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.19129036591840293,8,269
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.2864320257625853,9,185
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.6076697068610963,17,454
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.6556168209870327,8,269
endpoint,Hold,17,high,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.565050049860264,9,185
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,10.543525887411924,17,468
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,11.083405412494903,8,273
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,10.063632976227055,9,195
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.8764995272729132,17,468
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.9619169195803209,8,273
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.8005729563329953,9,195
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.6821280256779185,17,468
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.5985311429047486,8,273
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.756436365920736,9,195
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,1.1489479245887315,17,468
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,1.2848257339120779,8,273
endpoint,Hold,17,high,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,1.028167649634646,9,195
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.2350556037629414,17,684
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.2075102743390145,8,228
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.2595403410286543,9,456
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5186383006876025,17,684
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.47034701686952207,8,228
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.561563886303674,9,456
endpoint,Hold,17,low,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.029880273581430344,17,684
